,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
49,1,5:48.0,Á. Abrines enters the game for V. Oladipo,,16,10
50,1,5:32.0,,N. Noel makes 2-pt layup from 1 ft (assist by J. Barea),16,12
51,1,5:15.0,T. Gibson misses 2-pt jump shot from 5 ft (block by N. Noel),,16,12
52,1,5:14.0,,Defensive rebound by W. Matthews,16,12
53,1,5:02.0,,W. Matthews misses 3-pt jump shot from 24 ft,16,12
54,1,5:01.0,,Offensive rebound by N. Noel,16,12
55,1,4:49.0,,Personal foul by A. Roberson (drawn by N. Noel),16,12
56,1,4:40.0,,H. Barnes makes 2-pt jump shot from 8 ft (assist by J. Barea),16,14
57,1,4:30.0,Shooting foul by D. Finney-Smith (drawn by R. Westbrook),,16,14
58,1,4:30.0,R. Westbrook makes free throw 1 of 3,,17,14
59,1,4:30.0,R. Westbrook makes free throw 2 of 3,,18,14
60,1,4:30.0,R. Westbrook makes free throw 3 of 3,,19,14
61,1,4:19.0,,Personal foul by T. Gibson (drawn by N. Noel),19,14
62,1,4:19.0,J. Grant enters the game for T. Gibson,,19,14
63,1,4:06.0,,J. Barea misses 2-pt jump shot from 17 ft,19,14
64,1,4:05.0,,Offensive rebound by Team,19,14
65,1,4:05.0,,Turnover by Team (shot clock),19,14
66,1,3:44.0,R. Westbrook makes 2-pt jump shot from 20 ft,,21,14
67,1,3:32.0,,Shooting foul by Á. Abrines (drawn by W. Matthews),21,14
68,1,3:32.0,,W. Matthews makes free throw 1 of 2,21,15
69,1,3:32.0,,S. Mejri enters the game for N. Noel,21,15
70,1,3:32.0,,W. Matthews makes free throw 2 of 2,21,16
71,1,3:13.0,A. Roberson misses 3-pt jump shot from 25 ft,,21,16
72,1,3:12.0,,Defensive rebound by S. Mejri,21,16
73,1,2:56.0,,W. Matthews makes 2-pt jump shot from 14 ft,21,18
74,1,2:49.0,Oklahoma City full timeout,,21,18
75,1,2:49.0,,D. Harris enters the game for H. Barnes,21,18
76,1,2:49.0,,D. Nowitzki enters the game for W. Matthews,21,18
77,1,2:49.0,N. Collison enters the game for A. Roberson,,21,18
78,1,2:39.0,J. Grant misses 3-pt jump shot from 23 ft,,21,18
79,1,2:38.0,,Defensive rebound by D. Nowitzki,21,18
80,1,2:37.0,,Personal foul by S. Adams (drawn by D. Nowitzki),21,18
81,1,2:37.0,,D. Nowitzki makes free throw 1 of 2,21,19
82,1,2:37.0,,D. Nowitzki misses free throw 2 of 2,21,19
83,1,2:37.0,S. Christon enters the game for R. Westbrook,,21,19
84,1,2:36.0,Defensive rebound by S. Adams,,21,19
85,1,2:19.0,Á. Abrines misses 3-pt jump shot from 24 ft,,21,19
86,1,2:18.0,,Defensive rebound by D. Harris,21,19
87,1,2:01.0,,J. Barea misses 2-pt hook shot from 6 ft,21,19
88,1,2:00.0,Defensive rebound by Á. Abrines,,21,19
89,1,1:49.0,,Violation by J. Barea (kicked ball),21,19
90,1,1:49.0,E. Freedom enters the game for S. Adams,,21,19
91,1,1:35.0,E. Freedom makes 2-pt hook shot from 1 ft,,23,19
92,1,1:13.0,,D. Harris makes 2-pt layup from 1 ft,23,21
93,1,1:13.0,,Shooting foul by Á. Abrines (drawn by D. Harris),23,21
94,1,1:13.0,V. Oladipo enters the game for Á. Abrines,,23,21
95,1,1:13.0,,D. Harris makes free throw 1 of 1,23,22
96,1,0:50.0,V. Oladipo misses 2-pt jump shot from 13 ft,,23,22
97,1,0:48.0,Offensive rebound by E. Freedom,,23,22
98,1,0:47.0,E. Freedom makes 2-pt jump shot from 5 ft,,25,22
99,1,0:38.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),25,24
100,1,0:25.0,,Offensive charge foul by E. Freedom (drawn by S. Mejri),25,24
101,1,0:25.0,Turnover by E. Freedom (offensive foul),,25,24
102,1,0:02.0,,J. Barea makes 2-pt jump shot from 19 ft (assist by S. Mejri),25,26
103,2,11:42.0,,J. Barea misses 2-pt jump shot from 5 ft (block by J. Grant),25,26
104,2,11:40.0,Defensive rebound by V. Oladipo,,25,26
105,2,11:22.0,Turnover by S. Christon (bad pass; steal by J. Barea),,25,26
106,2,11:16.0,,Turnover by D. Harris (bad pass; steal by N. Collison),25,26
107,2,11:08.0,V. Oladipo misses 3-pt jump shot from 25 ft,,25,26
108,2,11:07.0,,Defensive rebound by S. Mejri,25,26
109,2,10:49.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),25,28
110,2,10:49.0,,Shooting foul by N. Collison (drawn by S. Mejri),25,28
111,2,10:49.0,D. McDermott enters the game for J. Grant,,25,28
112,2,10:49.0,,S. Mejri makes free throw 1 of 1,25,29
113,2,10:30.0,S. Christon misses 3-pt jump shot from 24 ft,,25,29
114,2,10:29.0,,Defensive rebound by D. Finney-Smith,25,29
115,2,10:20.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,25,29
116,2,10:19.0,Defensive rebound by N. Collison,,25,29
117,2,10:12.0,V. Oladipo misses 2-pt layup from 2 ft,,25,29
118,2,10:11.0,Offensive rebound by V. Oladipo,,25,29
119,2,9:56.0,S. Christon misses 2-pt layup from 2 ft,,25,29
120,2,9:54.0,,Defensive rebound by J. Barea,25,29
121,2,9:50.0,,Shooting foul by D. McDermott (drawn by D. Harris),25,29
122,2,9:50.0,,D. Harris makes free throw 1 of 2,25,30
123,2,9:50.0,,Y. Ferrell enters the game for J. Barea,25,30
124,2,9:50.0,,D. Harris makes free throw 2 of 2,25,31
125,2,9:25.0,V. Oladipo misses 2-pt jump shot from 18 ft,,25,31
126,2,9:24.0,,Defensive rebound by D. Harris,25,31
127,2,9:11.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,25,31
128,2,9:10.0,,Offensive rebound by Y. Ferrell,25,31
129,2,8:58.0,,D. Harris misses 2-pt layup from 2 ft,25,31
130,2,8:57.0,Defensive rebound by V. Oladipo,,25,31
131,2,8:52.0,Turnover by V. Oladipo (lost ball; steal by Y. Ferrell),,25,31
132,2,8:48.0,,D. Harris misses 3-pt jump shot from 26 ft,25,31
133,2,8:46.0,Defensive rebound by S. Christon,,25,31
134,2,8:40.0,D. McDermott misses 3-pt jump shot from 25 ft,,25,31
135,2,8:39.0,,Defensive rebound by Y. Ferrell,25,31
136,2,8:38.0,,Dallas full timeout,25,31
137,2,8:38.0,,J. Barea enters the game for D. Nowitzki,25,31
138,2,8:38.0,,H. Barnes enters the game for D. Harris,25,31
139,2,8:38.0,R. Westbrook enters the game for V. Oladipo,,25,31
140,2,8:38.0,S. Adams enters the game for N. Collison,,25,31
141,2,8:38.0,A. Roberson enters the game for E. Freedom,,25,31
142,2,8:17.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,25,31
143,2,8:17.0,Defensive rebound by R. Westbrook,,25,31
144,2,8:04.0,Turnover by S. Adams (bad pass),,25,31
145,2,8:04.0,,W. Matthews enters the game for D. Finney-Smith,25,31
146,2,7:53.0,,Turnover by J. Barea (bad pass; steal by A. Roberson),25,31
147,2,7:43.0,A. Roberson misses 2-pt jump shot from 5 ft,,25,31
148,2,7:41.0,,Defensive rebound by S. Mejri,25,31
149,2,7:22.0,,S. Mejri makes 2-pt jump shot from 8 ft (assist by W. Matthews),25,33
150,2,7:10.0,Offensive foul by S. Adams (drawn by Y. Ferrell),,25,33
151,2,7:10.0,Turnover by S. Adams (offensive foul),,25,33
152,2,7:10.0,V. Oladipo enters the game for S. Christon,,25,33
153,2,6:50.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),25,36
154,2,6:35.0,R. Westbrook makes 2-pt layup from 1 ft,,27,36
155,2,6:35.0,Shooting foul by S. Mejri (drawn by R. Westbrook),,27,36
156,2,6:35.0,,N. Noel enters the game for S. Mejri,27,36
157,2,6:35.0,R. Westbrook makes free throw 1 of 1,,28,36
158,2,6:21.0,,W. Matthews makes 2-pt jump shot from 4 ft,28,38
159,2,6:07.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,30,38
160,2,5:41.0,,W. Matthews misses 3-pt jump shot from 25 ft,30,38
161,2,5:40.0,Defensive rebound by R. Westbrook,,30,38
162,2,5:27.0,S. Adams misses 2-pt jump shot from 7 ft,,30,38
163,2,5:26.0,,Defensive rebound by N. Noel,30,38
164,2,5:15.0,,Personal foul by A. Roberson (drawn by N. Noel),30,38
165,2,5:15.0,Official timeout,,30,38
166,2,5:15.0,,D. Harris enters the game for J. Barea,30,38
167,2,5:09.0,,Def 3 sec tech foul by S. Adams,30,38
168,2,5:09.0,,W. Matthews makes technical free throw,30,39
169,2,4:59.0,,H. Barnes misses 2-pt jump shot from 9 ft (block by V. Oladipo),30,39
170,2,4:58.0,Defensive rebound by R. Westbrook,,30,39
171,2,4:55.0,Turnover by R. Westbrook (lost ball; steal by N. Noel),,30,39
172,2,4:43.0,,W. Matthews makes 2-pt jump shot from 12 ft,30,41
173,2,4:25.0,R. Westbrook misses 2-pt layup at rim,,30,41
174,2,4:24.0,Offensive rebound by D. McDermott,,30,41
175,2,4:18.0,Turnover by R. Westbrook (bad pass; steal by D. Harris),,30,41
176,2,4:03.0,,N. Noel misses 2-pt layup at rim (block by S. Adams),30,41
177,2,4:02.0,,Offensive rebound by N. Noel,30,41
178,2,4:01.0,,N. Noel makes 2-pt layup from 1 ft,30,43
179,2,4:01.0,Oklahoma City full timeout,,30,43
180,2,4:01.0,S. Christon enters the game for S. Adams,,30,43
181,2,4:01.0,E. Freedom enters the game for D. McDermott,,30,43
182,2,3:47.0,Turnover by R. Westbrook (bad pass; steal by W. Matthews),,30,43
183,2,3:36.0,,Y. Ferrell makes 2-pt jump shot from 8 ft (assist by W. Matthews),30,45
184,2,3:12.0,S. Christon misses 2-pt jump shot from 9 ft,,30,45
185,2,3:11.0,,Defensive rebound by N. Noel,30,45
186,2,2:47.0,,D. Harris misses 3-pt jump shot from 24 ft,30,45
187,2,2:46.0,Defensive rebound by R. Westbrook,,30,45
188,2,2:38.0,V. Oladipo misses 3-pt jump shot from 24 ft,,30,45
189,2,2:37.0,,Defensive rebound by N. Noel,30,45
190,2,2:20.0,,W. Matthews misses 2-pt jump shot from 15 ft,30,45
191,2,2:19.0,Defensive rebound by R. Westbrook,,30,45
192,2,2:13.0,R. Westbrook makes 3-pt jump shot from 25 ft,,33,45
193,2,2:11.0,,Dallas full timeout,33,45
194,2,2:11.0,,D. Nowitzki enters the game for N. Noel,33,45
195,2,1:52.0,,Turnover by D. Harris (bad pass; steal by V. Oladipo),33,45
196,2,1:36.0,R. Westbrook misses 3-pt jump shot from 25 ft,,33,45
197,2,1:35.0,,Defensive rebound by D. Nowitzki,33,45
198,2,1:19.0,,Y. Ferrell misses 2-pt jump shot from 12 ft,33,45
199,2,1:18.0,Defensive rebound by R. Westbrook,,33,45
200,2,1:13.0,Shooting foul by D. Nowitzki (drawn by E. Freedom),,33,45
201,2,1:13.0,E. Freedom misses free throw 1 of 2,,33,45
202,2,1:13.0,Offensive rebound by Team,,33,45
203,2,1:13.0,,J. Barea enters the game for D. Harris,33,45
204,2,1:13.0,E. Freedom makes free throw 2 of 2,,34,45
205,2,0:56.0,,Personal foul by V. Oladipo (drawn by W. Matthews),34,45
206,2,0:50.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),34,48
207,2,0:31.0,Shooting foul by D. Nowitzki (drawn by E. Freedom),,34,48
208,2,0:31.0,E. Freedom misses free throw 1 of 2,,34,48
209,2,0:31.0,Offensive rebound by Team,,34,48
210,2,0:31.0,,N. Noel enters the game for D. Nowitzki,34,48
211,2,0:31.0,E. Freedom makes free throw 2 of 2,,35,48
212,2,0:24.0,,Personal foul by S. Christon,35,48
213,2,0:24.0,,J. Barea makes free throw 1 of 2,35,49
214,2,0:24.0,Á. Abrines enters the game for S. Christon,,35,49
215,2,0:24.0,D. McDermott enters the game for A. Roberson,,35,49
216,2,0:24.0,,J. Barea makes free throw 2 of 2,35,50
217,2,0:03.0,Turnover by R. Westbrook (lost ball; steal by Y. Ferrell),,35,50
218,2,0:02.0,,Turnover by Y. Ferrell (bad pass),35,50
219,2,0:02.0,Oklahoma City full timeout,,35,50
220,2,0:02.0,,D. Finney-Smith enters the game for J. Barea,35,50
221,2,0:01.0,Turnover by Á. Abrines (bad pass; steal by N. Noel),,35,50
222,3,11:40.0,,Turnover by Y. Ferrell (lost ball; steal by A. Roberson),35,50
223,3,11:36.0,R. Westbrook makes 2-pt layup from 1 ft (assist by A. Roberson),,37,50
224,3,11:21.0,,Turnover by D. Nowitzki (bad pass; steal by R. Westbrook),37,50
225,3,11:14.0,T. Gibson misses 2-pt jump shot from 5 ft (block by D. Nowitzki),,37,50
226,3,11:13.0,Offensive rebound by T. Gibson,,37,50
227,3,11:12.0,V. Oladipo makes 2-pt jump shot from 16 ft,,39,50
228,3,10:46.0,,H. Barnes misses 2-pt jump shot from 15 ft,39,50
229,3,10:45.0,Defensive rebound by S. Adams,,39,50
230,3,10:38.0,,Loose ball foul by N. Noel (drawn by S. Adams),39,50
231,3,10:30.0,A. Roberson misses 3-pt jump shot from 24 ft,,39,50
232,3,10:28.0,Offensive rebound by S. Adams,,39,50
233,3,10:27.0,S. Adams makes 2-pt layup at rim,,41,50
234,3,10:06.0,,Turnover by D. Nowitzki (bad pass; steal by R. Westbrook),41,50
235,3,10:03.0,R. Westbrook makes 2-pt layup from 3 ft,,43,50
236,3,10:01.0,,Dallas full timeout,43,50
237,3,9:48.0,,Turnover by D. Nowitzki (bad pass),43,50
238,3,9:36.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,46,50
239,3,9:21.0,,Y. Ferrell misses 2-pt jump shot from 4 ft (block by S. Adams),46,50
240,3,9:19.0,Defensive rebound by T. Gibson,,46,50
241,3,9:17.0,Personal block foul by W. Matthews (drawn by R. Westbrook),,46,50
242,3,9:17.0,,J. Barea enters the game for Y. Ferrell,46,50
243,3,9:10.0,R. Westbrook misses 2-pt jump shot from 16 ft,,46,50
244,3,9:09.0,,Defensive rebound by H. Barnes,46,50
245,3,8:59.0,,J. Barea makes 3-pt jump shot from 23 ft (assist by W. Matthews),46,53
246,3,8:43.0,T. Gibson misses 2-pt jump shot from 3 ft (block by N. Noel),,46,53
247,3,8:41.0,,Defensive rebound by W. Matthews,46,53
248,3,8:28.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,46,53
249,3,8:26.0,Defensive rebound by R. Westbrook,,46,53
250,3,8:09.0,Oklahoma City full timeout,,46,53
251,3,8:04.0,R. Westbrook misses 2-pt jump shot from 20 ft,,46,53
252,3,8:03.0,Offensive rebound by S. Adams,,46,53
253,3,7:59.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by S. Adams),,49,53
254,3,7:44.0,,N. Noel makes 2-pt jump shot from 17 ft (assist by J. Barea),49,55
255,3,7:26.0,R. Westbrook misses 2-pt jump shot from 21 ft,,49,55
256,3,7:26.0,Offensive rebound by Team,,49,55
257,3,7:26.0,,Loose ball foul by N. Noel (drawn by S. Adams),49,55
258,3,7:23.0,T. Gibson makes 2-pt dunk at rim (assist by R. Westbrook),,51,55
259,3,7:08.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,51,55
260,3,7:07.0,Defensive rebound by R. Westbrook,,51,55
261,3,7:00.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,53,55
262,3,6:59.0,,Dallas full timeout,53,55
263,3,6:59.0,,D. Harris enters the game for D. Nowitzki,53,55
264,3,6:35.0,,Shooting foul by V. Oladipo (drawn by N. Noel),53,55
265,3,6:35.0,,N. Noel makes free throw 1 of 2,53,56
266,3,6:35.0,,N. Noel misses free throw 2 of 2,53,56
267,3,6:34.0,Defensive rebound by R. Westbrook,,53,56
268,3,6:26.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,55,56
269,3,6:00.0,,H. Barnes misses 2-pt layup from 1 ft (block by A. Roberson),55,56
270,3,5:59.0,,Offensive rebound by Team,55,56
271,3,5:56.0,,N. Noel misses 2-pt jump shot from 17 ft,55,56
272,3,5:55.0,Defensive rebound by V. Oladipo,,55,56
273,3,5:47.0,R. Westbrook misses 2-pt jump shot from 17 ft,,55,56
274,3,5:46.0,,Defensive rebound by W. Matthews,55,56
275,3,5:28.0,,J. Barea misses 2-pt jump shot from 16 ft,55,56
276,3,5:27.0,Defensive rebound by R. Westbrook,,55,56
277,3,5:13.0,Turnover by T. Gibson (lost ball; steal by H. Barnes),,55,56
278,3,5:03.0,,N. Noel misses 2-pt jump shot from 11 ft,55,56
279,3,5:01.0,Defensive rebound by V. Oladipo,,55,56
280,3,4:45.0,A. Roberson misses 2-pt layup from 3 ft,,55,56
281,3,4:44.0,,Defensive rebound by D. Harris,55,56
282,3,4:34.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by N. Noel),55,59
283,3,4:19.0,R. Westbrook misses 3-pt jump shot from 24 ft,,55,59
284,3,4:18.0,,Defensive rebound by D. Harris,55,59
285,3,4:11.0,,H. Barnes misses 3-pt jump shot from 24 ft,55,59
286,3,4:08.0,,Offensive rebound by N. Noel,55,59
287,3,4:08.0,,N. Noel misses 2-pt dunk at rim,55,59
288,3,4:07.0,,Offensive rebound by D. Harris,55,59
289,3,4:05.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Harris),55,62
290,3,4:05.0,Oklahoma City full timeout,,55,62
291,3,3:56.0,Personal block foul by H. Barnes (drawn by T. Gibson),,55,62
292,3,3:41.0,Turnover by Team (shot clock),,55,62
293,3,3:41.0,S. Christon enters the game for V. Oladipo,,55,62
294,3,3:41.0,J. Grant enters the game for T. Gibson,,55,62
295,3,3:16.0,,N. Noel misses 2-pt jump shot from 8 ft,55,62
296,3,3:15.0,Defensive rebound by J. Grant,,55,62
297,3,3:06.0,Turnover by R. Westbrook (lost ball; steal by N. Noel),,55,62
298,3,2:58.0,,J. Barea misses 3-pt jump shot from 23 ft,55,62
299,3,2:57.0,,Offensive rebound by N. Noel,55,62
300,3,2:57.0,Violation by R. Westbrook (def goaltending),,55,62
301,3,2:57.0,,N. Noel makes 2-pt layup from 1 ft,55,64
302,3,2:46.0,Offensive foul by S. Adams (drawn by D. Harris),,55,64
303,3,2:46.0,Turnover by S. Adams (offensive foul),,55,64
304,3,2:46.0,E. Freedom enters the game for S. Adams,,55,64
305,3,2:46.0,,S. Mejri enters the game for N. Noel,55,64
306,3,2:36.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),55,66
307,3,2:13.0,J. Grant makes 2-pt jump shot from 15 ft (assist by A. Roberson),,57,66
308,3,1:52.0,,S. Mejri misses 2-pt layup from 2 ft (block by J. Grant),57,66
309,3,1:52.0,,Offensive rebound by S. Mejri,57,66
310,3,1:52.0,,Shooting foul by E. Freedom (drawn by S. Mejri),57,66
311,3,1:52.0,,S. Mejri misses free throw 1 of 2,57,66
312,3,1:52.0,,Offensive rebound by Team,57,66
313,3,1:52.0,Á. Abrines enters the game for R. Westbrook,,57,66
314,3,1:52.0,,Y. Ferrell enters the game for J. Barea,57,66
315,3,1:52.0,,S. Mejri makes free throw 2 of 2,57,67
316,3,1:43.0,,Offensive charge foul by E. Freedom (drawn by S. Mejri),57,67
317,3,1:43.0,Turnover by E. Freedom (offensive foul),,57,67
318,3,1:20.0,,H. Barnes misses 2-pt dunk at rim,57,67
319,3,1:19.0,Defensive rebound by Á. Abrines,,57,67
320,3,1:02.0,S. Christon misses 2-pt jump shot from 18 ft,,57,67
321,3,1:01.0,,Defensive rebound by D. Harris,57,67
322,3,0:50.0,,W. Matthews misses 3-pt jump shot from 26 ft,57,67
323,3,0:49.0,Defensive rebound by A. Roberson,,57,67
324,3,0:26.0,Turnover by E. Freedom (lost ball; steal by D. Harris),,57,67
325,3,0:05.0,,D. Harris makes 2-pt layup at rim,57,69
326,3,0:01.0,Á. Abrines misses 2-pt jump shot from 22 ft,,57,69
327,3,0:00.0,Offensive rebound by Team,,57,69
328,4,11:42.0,E. Freedom misses 2-pt layup from 2 ft (block by D. Harris),,57,69
329,4,11:42.0,Offensive rebound by Team,,57,69
330,4,11:34.0,J. Grant misses 3-pt jump shot from 23 ft,,57,69
331,4,11:34.0,Offensive rebound by Team,,57,69
332,4,11:34.0,,Loose ball foul by Y. Ferrell (drawn by S. Christon),57,69
333,4,11:28.0,V. Oladipo misses 2-pt jump shot from 19 ft,,57,69
334,4,11:27.0,,Defensive rebound by D. Nowitzki,57,69
335,4,11:27.0,,Personal foul by E. Freedom (drawn by D. Nowitzki),57,69
336,4,11:09.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,57,69
337,4,11:08.0,Defensive rebound by S. Christon,,57,69
338,4,10:58.0,Shooting block foul by S. Mejri (drawn by S. Christon),,57,69
339,4,10:58.0,S. Christon makes free throw 1 of 2,,58,69
340,4,10:58.0,S. Christon makes free throw 2 of 2,,59,69
341,4,10:42.0,,Personal foul by S. Christon (drawn by S. Mejri),59,69
342,4,10:34.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,59,69
343,4,10:33.0,Defensive rebound by S. Christon,,59,69
344,4,10:20.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by S. Christon),,61,69
345,4,10:05.0,,Y. Ferrell makes 2-pt layup from 3 ft,61,71
346,4,9:45.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,64,71
347,4,9:29.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),64,74
348,4,9:10.0,Shooting block foul by S. Mejri (drawn by J. Grant),,64,74
349,4,9:10.0,J. Grant makes free throw 1 of 2,,65,74
350,4,9:10.0,J. Grant makes free throw 2 of 2,,66,74
351,4,8:58.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by Y. Ferrell),66,76
352,4,8:45.0,V. Oladipo misses 2-pt layup from 2 ft,,66,76
353,4,8:43.0,Offensive rebound by E. Freedom,,66,76
354,4,8:43.0,E. Freedom misses 2-pt layup from 1 ft,,66,76
355,4,8:42.0,,Defensive rebound by D. Nowitzki,66,76
356,4,8:18.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),66,79
357,4,8:12.0,Oklahoma City full timeout,,66,79
358,4,8:12.0,R. Westbrook enters the game for V. Oladipo,,66,79
359,4,8:12.0,T. Gibson enters the game for J. Grant,,66,79
360,4,8:12.0,,W. Matthews enters the game for D. Finney-Smith,66,79
361,4,8:12.0,,J. Barea enters the game for D. Harris,66,79
362,4,8:02.0,D. McDermott makes 2-pt jump shot from 9 ft,,68,79
363,4,7:49.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),68,82
364,4,7:35.0,E. Freedom misses 2-pt jump shot from 19 ft,,68,82
365,4,7:35.0,,Defensive rebound by W. Matthews,68,82
366,4,7:13.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,68,82
367,4,7:12.0,Defensive rebound by D. McDermott,,68,82
368,4,7:05.0,E. Freedom misses 2-pt layup from 2 ft,,68,82
369,4,7:03.0,,Defensive rebound by S. Mejri,68,82
370,4,6:52.0,,Turnover by Y. Ferrell (bad pass; steal by D. McDermott),68,82
371,4,6:47.0,S. Christon misses 2-pt layup from 2 ft,,68,82
372,4,6:45.0,Offensive rebound by T. Gibson,,68,82
373,4,6:45.0,T. Gibson makes 2-pt layup from 1 ft,,70,82
374,4,6:44.0,,Dallas full timeout,70,82
375,4,6:44.0,,H. Barnes enters the game for D. Nowitzki,70,82
376,4,6:43.0,S. Adams enters the game for S. Christon,,70,82
377,4,6:43.0,A. Roberson enters the game for E. Freedom,,70,82
378,4,6:43.0,V. Oladipo enters the game for D. McDermott,,70,82
379,4,6:31.0,,Shooting foul by A. Roberson (drawn by H. Barnes),70,82
380,4,6:31.0,,H. Barnes misses free throw 1 of 2,70,82
