,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
380,4,7:32.0,,Offensive rebound by Team,95,74
381,4,7:32.0,,L. Scola enters the game for Q. Acy,95,74
382,4,7:32.0,,S. Kilpatrick enters the game for S. Dinwiddie,95,74
383,4,7:23.0,,J. Hamilton misses 3-pt jump shot from 25 ft,95,74
384,4,7:22.0,Defensive rebound by D. Lee,,95,74
385,4,7:06.0,K. Anderson makes 2-pt jump shot from 20 ft (assist by D. Lee),,97,74
386,4,6:57.0,,L. Scola misses 2-pt jump shot from 6 ft,97,74
387,4,6:55.0,Defensive rebound by D. Green,,97,74
388,4,6:48.0,Personal foul by I. Whitehead (drawn by D. Murray),,97,74
389,4,6:32.0,D. Murray misses 2-pt jump shot from 13 ft,,97,74
390,4,6:30.0,Offensive rebound by D. Murray,,97,74
391,4,6:16.0,D. Lee misses 2-pt jump shot from 17 ft,,97,74
392,4,6:14.0,,Defensive rebound by S. Kilpatrick,97,74
393,4,5:56.0,,I. Whitehead misses 2-pt layup from 3 ft (block by K. Anderson),97,74
394,4,5:54.0,Defensive rebound by K. Anderson,,97,74
395,4,5:49.0,D. Murray makes 2-pt jump shot from 4 ft,,99,74
396,4,5:29.0,,I. Whitehead misses 2-pt jump shot from 18 ft,99,74
397,4,5:28.0,,Offensive rebound by J. Hamilton,99,74
398,4,5:19.0,,L. Scola misses 3-pt jump shot from 24 ft,99,74
399,4,5:18.0,Defensive rebound by D. Green,,99,74
400,4,5:13.0,D. Lee makes 2-pt layup from 2 ft (assist by D. Murray),,101,74
401,4,5:07.0,,Brooklyn full timeout,101,74
402,4,5:07.0,J. Anthony enters the game for K. Anderson,,101,74
403,4,5:07.0,B. Forbes enters the game for D. Green,,101,74
404,4,5:07.0,D. Bertāns enters the game for D. Lee,,101,74
405,4,5:07.0,,S. Dinwiddie enters the game for R. Foye,101,74
406,4,4:53.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,101,74
407,4,4:51.0,Defensive rebound by J. Anthony,,101,74
408,4,4:37.0,B. Forbes misses 2-pt jump shot from 18 ft,,101,74
409,4,4:35.0,Offensive rebound by J. Anthony,,101,74
410,4,4:30.0,Personal foul by I. Whitehead (drawn by D. Murray),,101,74
411,4,4:30.0,,C. McCullough enters the game for J. Hamilton,101,74
412,4,4:30.0,K. Anderson enters the game for D. Murray,,101,74
413,4,4:23.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Forbes),,104,74
414,4,4:06.0,,S. Kilpatrick misses 2-pt jump shot from 14 ft,104,74
415,4,4:05.0,Defensive rebound by J. Anthony,,104,74
416,4,3:54.0,D. Dedmon misses 2-pt jump shot from 16 ft,,104,74
417,4,3:53.0,,Defensive rebound by S. Kilpatrick,104,74
418,4,3:45.0,,S. Kilpatrick makes 2-pt jump shot from 18 ft,104,76
419,4,3:17.0,J. Anthony misses 2-pt layup from 1 ft,,104,76
420,4,3:16.0,,Defensive rebound by L. Scola,104,76
421,4,3:07.0,,S. Kilpatrick makes 2-pt layup from 3 ft (assist by I. Whitehead),104,78
422,4,2:56.0,B. Forbes makes 2-pt jump shot from 19 ft,,106,78
423,4,2:41.0,,I. Whitehead misses 2-pt layup from 2 ft,106,78
424,4,2:40.0,Defensive rebound by J. Anthony,,106,78
425,4,2:25.0,D. Bertāns makes 2-pt layup from 3 ft (assist by D. Dedmon),,108,78
426,4,2:15.0,,C. McCullough misses 3-pt jump shot from 26 ft,108,78
427,4,2:14.0,Defensive rebound by K. Anderson,,108,78
428,4,1:59.0,D. Dedmon makes 2-pt jump shot from 17 ft,,110,78
429,4,1:48.0,,Turnover by S. Kilpatrick (lost ball; steal by D. Dedmon),110,78
430,4,1:47.0,Personal foul by C. McCullough (drawn by D. Dedmon),,110,78
431,4,1:47.0,San Antonio full timeout,,110,78
432,4,1:26.0,D. Dedmon makes 2-pt hook shot from 5 ft,,112,78
433,4,1:13.0,,I. Whitehead makes 3-pt jump shot from 25 ft,112,81
434,4,1:01.0,B. Forbes misses 3-pt jump shot from 26 ft,,112,81
435,4,1:00.0,,Defensive rebound by S. Kilpatrick,112,81
436,4,0:44.0,,C. McCullough makes 2-pt jump shot from 10 ft,112,83
437,4,0:31.0,K. Anderson misses 2-pt jump shot from 12 ft,,112,83
438,4,0:29.0,,Defensive rebound by C. McCullough,112,83
439,4,0:25.0,,I. Whitehead makes 3-pt jump shot from 24 ft (assist by L. Scola),112,86
440,4,0:01.0,Turnover by Team (shot clock),,112,86
