,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
115,2,10:10.0,D. Lee makes free throw 1 of 2,,31,19
116,2,10:10.0,D. Lee makes free throw 2 of 2,,32,19
117,2,9:59.0,,T. Black makes 2-pt dunk at rim (assist by L. Williams),32,21
118,2,9:41.0,K. Anderson misses 2-pt jump shot from 10 ft,,32,21
119,2,9:40.0,,Defensive rebound by T. Black,32,21
120,2,9:34.0,,L. Williams makes 2-pt layup at rim,32,23
121,2,9:33.0,San Antonio full timeout,,32,23
122,2,9:33.0,K. Leonard enters the game for K. Anderson,,32,23
123,2,9:24.0,Turnover by M. Ginóbili (bad pass; steal by J. Clarkson),,32,23
124,2,9:17.0,,L. Williams makes 2-pt jump shot from 9 ft,32,25
125,2,9:03.0,Turnover by D. Lee (bad pass; steal by J. Clarkson),,32,25
126,2,8:51.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),32,27
127,2,8:50.0,San Antonio full timeout,,32,27
128,2,8:50.0,T. Parker enters the game for P. Mills,,32,27
129,2,8:50.0,P. Gasol enters the game for D. Lee,,32,27
130,2,8:50.0,D. Green enters the game for M. Ginóbili,,32,27
131,2,8:28.0,D. Green misses 2-pt jump shot from 18 ft,,32,27
132,2,8:27.0,Offensive rebound by Team,,32,27
133,2,8:09.0,D. Green makes 2-pt jump shot from 16 ft (assist by P. Gasol),,34,27
134,2,7:46.0,,B. Ingram misses 3-pt jump shot from 25 ft,34,27
135,2,7:45.0,Defensive rebound by K. Leonard,,34,27
136,2,7:27.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by T. Parker),,36,27
137,2,7:11.0,,L. Williams misses 2-pt jump shot from 12 ft,36,27
138,2,7:08.0,Defensive rebound by D. Green,,36,27
139,2,7:04.0,Shooting foul by T. Black (drawn by T. Parker),,36,27
140,2,7:04.0,T. Parker makes free throw 1 of 2,,37,27
141,2,7:04.0,,N. Young enters the game for J. Clarkson,37,27
142,2,7:04.0,T. Parker makes free throw 2 of 2,,38,27
143,2,6:50.0,,Shooting foul by P. Gasol (drawn by L. Williams),38,27
144,2,6:50.0,,L. Williams makes free throw 1 of 2,38,28
145,2,6:50.0,,J. Randle enters the game for T. Black,38,28
146,2,6:50.0,,L. Williams makes free throw 2 of 2,38,29
147,2,6:40.0,,L. Deng enters the game for B. Ingram,38,29
148,2,6:28.0,,Violation by L. Nance (kicked ball),38,29
149,2,6:28.0,D. Bertāns enters the game for L. Aldridge,,38,29
150,2,6:23.0,K. Leonard makes 2-pt jump shot from 20 ft (assist by T. Parker),,40,29
151,2,6:09.0,,L. Nance misses 2-pt layup from 2 ft,40,29
152,2,6:06.0,Defensive rebound by K. Leonard,,40,29
153,2,6:03.0,Turnover by P. Gasol (offensive goaltending),,40,29
154,2,5:44.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by J. Randle),40,32
155,2,5:23.0,P. Gasol misses 2-pt hook shot from 8 ft,,40,32
156,2,5:18.0,,Defensive rebound by L. Nance,40,32
157,2,5:15.0,,J. Randle makes 2-pt layup from 2 ft,40,34
158,2,5:01.0,Official timeout,,40,34
159,2,5:01.0,,B. Ingram enters the game for L. Williams,40,34
160,2,5:01.0,,J. Clarkson enters the game for L. Nance,40,34
161,2,4:45.0,P. Gasol makes 2-pt jump shot from 8 ft (assist by D. Green),,42,34
162,2,4:29.0,,N. Young makes 2-pt jump shot from 17 ft (assist by J. Randle),42,36
163,2,4:10.0,P. Gasol misses 2-pt jump shot from 6 ft (block by N. Young),,42,36
164,2,4:08.0,,Defensive rebound by L. Deng,42,36
165,2,4:01.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by J. Randle),42,39
166,2,3:42.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by T. Parker),,44,39
167,2,3:18.0,,L. Deng misses 3-pt jump shot from 24 ft,44,39
168,2,3:13.0,Defensive rebound by D. Bertāns,,44,39
169,2,3:08.0,T. Parker misses 2-pt jump shot from 19 ft,,44,39
170,2,3:03.0,,Defensive rebound by N. Young,44,39
171,2,2:58.0,,N. Young makes 2-pt layup at rim,44,41
172,2,2:36.0,D. Bertāns misses 3-pt jump shot from 27 ft,,44,41
173,2,2:34.0,Offensive rebound by K. Leonard,,44,41
174,2,2:32.0,K. Leonard makes 2-pt layup from 2 ft,,46,41
175,2,2:32.0,Shooting foul by B. Ingram (drawn by K. Leonard),,46,41
176,2,2:32.0,,LA Lakers full timeout,46,41
177,2,2:32.0,P. Mills enters the game for P. Gasol,,46,41
178,2,2:32.0,L. Aldridge enters the game for D. Green,,46,41
179,2,2:32.0,J. Simmons enters the game for T. Parker,,46,41
180,2,2:32.0,K. Leonard makes free throw 1 of 1,,47,41
181,2,2:12.0,,J. Randle misses 2-pt jump shot from 7 ft,47,41
182,2,2:10.0,,Offensive rebound by L. Deng,47,41
183,2,2:10.0,,L. Deng makes 2-pt layup from 1 ft,47,43
184,2,1:59.0,Offensive foul by P. Mills (drawn by B. Ingram),,47,43
185,2,1:59.0,Turnover by P. Mills (offensive foul),,47,43
186,2,1:47.0,,B. Ingram misses 2-pt jump shot from 5 ft,47,43
187,2,1:47.0,Defensive rebound by Team,,47,43
188,2,1:38.0,L. Aldridge makes 2-pt jump shot from 23 ft (assist by K. Leonard),,49,43
189,2,1:17.0,,Shooting foul by D. Bertāns (drawn by B. Ingram),49,43
190,2,1:17.0,,B. Ingram makes free throw 1 of 2,49,44
191,2,1:17.0,,B. Ingram makes free throw 2 of 2,49,45
192,2,1:01.0,Turnover by K. Leonard (bad pass; steal by L. Deng),,49,45
193,2,0:58.0,,N. Young makes 3-pt jump shot from 26 ft (assist by L. Deng),49,48
194,2,0:50.0,K. Leonard misses 3-pt jump shot from 24 ft,,49,48
195,2,0:49.0,,Defensive rebound by B. Ingram,49,48
196,2,0:41.0,,N. Young makes 2-pt layup from 2 ft,49,50
197,2,0:27.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by P. Mills),,52,50
198,2,0:05.0,,Personal foul by D. Bertāns (drawn by J. Clarkson),52,50
199,2,0:05.0,,J. Clarkson makes free throw 1 of 2,52,51
200,2,0:05.0,,J. Clarkson makes free throw 2 of 2,52,52
201,2,0:04.0,Personal take foul by B. Ingram,,52,52
202,3,11:45.0,,T. Mozgov misses 2-pt hook shot from 6 ft,52,52
203,3,11:42.0,Defensive rebound by L. Aldridge,,52,52
204,3,11:30.0,P. Gasol misses 2-pt jump shot from 10 ft,,52,52
205,3,11:27.0,,Defensive rebound by T. Mozgov,52,52
206,3,11:21.0,,N. Young misses 2-pt jump shot from 15 ft,52,52
207,3,11:18.0,,Offensive rebound by T. Mozgov,52,52
208,3,11:10.0,,J. Randle makes 2-pt jump shot from 6 ft,52,54
209,3,10:46.0,L. Aldridge misses 2-pt hook shot from 6 ft,,52,54
210,3,10:43.0,,Defensive rebound by J. Randle,52,54
211,3,10:39.0,,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),52,57
212,3,10:26.0,Personal foul by L. Deng (drawn by K. Leonard),,52,57
213,3,10:14.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by D. Green),,55,57
214,3,9:58.0,,Shooting foul by D. Green (drawn by N. Young),55,57
215,3,9:58.0,,N. Young makes free throw 1 of 2,55,58
216,3,9:58.0,M. Ginóbili enters the game for D. Green,,55,58
217,3,9:58.0,,N. Young makes free throw 2 of 2,55,59
218,3,9:39.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,57,59
219,3,9:29.0,,J. Randle makes 2-pt jump shot from 19 ft (assist by J. Calderón),57,61
220,3,9:05.0,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,60,61
221,3,8:50.0,,J. Randle misses 3-pt jump shot from 24 ft,60,61
222,3,8:49.0,Defensive rebound by P. Gasol,,60,61
223,3,8:44.0,Personal foul by J. Calderón (drawn by T. Parker),,60,61
224,3,8:27.0,P. Gasol makes 2-pt jump shot from 9 ft,,62,61
225,3,8:24.0,,Offensive foul by J. Randle (drawn by M. Ginóbili),62,61
226,3,8:24.0,,Turnover by J. Randle (offensive foul),62,61
227,3,8:09.0,Shooting foul by T. Mozgov (drawn by L. Aldridge),,62,61
228,3,8:09.0,L. Aldridge makes free throw 1 of 2,,63,61
229,3,8:09.0,L. Aldridge makes free throw 2 of 2,,64,61
230,3,7:52.0,,J. Calderón makes 3-pt jump shot from 26 ft (assist by N. Young),64,64
231,3,7:32.0,T. Parker makes 2-pt jump shot from 12 ft (assist by M. Ginóbili),,66,64
232,3,7:22.0,,Turnover by T. Mozgov (traveling),66,64
233,3,7:08.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by P. Gasol),,68,64
234,3,6:48.0,,J. Calderón makes 2-pt jump shot from 17 ft (assist by J. Randle),68,66
235,3,6:37.0,Turnover by L. Aldridge (traveling),,68,66
236,3,6:34.0,,LA Lakers full timeout,68,66
237,3,6:15.0,,T. Mozgov misses 2-pt layup from 2 ft,68,66
238,3,6:13.0,,Offensive rebound by J. Calderón,68,66
239,3,6:13.0,,J. Calderón misses 2-pt layup from 2 ft,68,66
240,3,6:08.0,Defensive rebound by L. Aldridge,,68,66
241,3,6:03.0,T. Parker makes 2-pt layup from 2 ft,,70,66
242,3,5:45.0,,L. Deng misses 2-pt jump shot from 20 ft,70,66
243,3,5:43.0,Defensive rebound by K. Leonard,,70,66
244,3,5:29.0,T. Parker makes 2-pt jump shot from 9 ft,,72,66
245,3,5:29.0,Shooting foul by J. Calderón (drawn by T. Parker),,72,66
246,3,5:29.0,,L. Nance enters the game for T. Mozgov,72,66
247,3,5:29.0,,L. Williams enters the game for J. Calderón,72,66
248,3,5:29.0,D. Lee enters the game for P. Gasol,,72,66
249,3,5:29.0,T. Parker makes free throw 1 of 1,,73,66
250,3,5:10.0,,N. Young misses 2-pt jump shot from 16 ft,73,66
251,3,5:06.0,Defensive rebound by L. Aldridge,,73,66
252,3,4:59.0,T. Parker makes 2-pt jump shot from 22 ft,,75,66
253,3,4:44.0,,Turnover by L. Williams (lost ball; steal by D. Lee),75,66
254,3,4:37.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by K. Leonard),,78,66
255,3,4:37.0,,LA Lakers full timeout,78,66
256,3,4:37.0,,J. Clarkson enters the game for N. Young,78,66
257,3,4:37.0,P. Mills enters the game for T. Parker,,78,66
258,3,4:32.0,,Offensive foul by J. Clarkson (drawn by P. Mills),78,66
259,3,4:32.0,,Turnover by J. Clarkson (offensive foul),78,66
260,3,4:17.0,K. Leonard makes 2-pt jump shot from 15 ft,,80,66
261,3,3:59.0,,J. Randle makes 2-pt layup from 2 ft,80,68
262,3,3:50.0,P. Mills misses 3-pt jump shot from 24 ft,,80,68
263,3,3:48.0,,Defensive rebound by J. Clarkson,80,68
264,3,3:40.0,,J. Randle misses 2-pt layup from 3 ft,80,68
265,3,3:39.0,Defensive rebound by K. Leonard,,80,68
266,3,3:34.0,D. Lee makes 2-pt layup from 2 ft (assist by K. Leonard),,82,68
267,3,3:22.0,,L. Williams makes 2-pt layup from 1 ft,82,70
268,3,3:21.0,San Antonio full timeout,,82,70
269,3,3:21.0,,T. Black enters the game for L. Deng,82,70
270,3,3:21.0,,B. Ingram enters the game for J. Randle,82,70
271,3,3:21.0,D. Green enters the game for M. Ginóbili,,82,70
272,3,3:10.0,K. Leonard makes 2-pt layup from 3 ft,,84,70
273,3,3:10.0,Shooting foul by T. Black (drawn by K. Leonard),,84,70
274,3,3:10.0,P. Gasol enters the game for L. Aldridge,,84,70
275,3,3:10.0,K. Leonard makes free throw 1 of 1,,85,70
276,3,2:57.0,,J. Clarkson misses 2-pt jump shot from 11 ft,85,70
277,3,2:57.0,,Offensive rebound by T. Black,85,70
278,3,2:57.0,,Personal foul by P. Gasol (drawn by T. Black),85,70
279,3,2:57.0,K. Anderson enters the game for K. Leonard,,85,70
280,3,2:52.0,,Turnover by L. Williams (lost ball; steal by D. Green),85,70
281,3,2:49.0,Turnover by P. Gasol (bad pass; steal by L. Williams),,85,70
282,3,2:44.0,,L. Williams makes 2-pt layup from 1 ft,85,72
283,3,2:26.0,Shooting foul by T. Black (drawn by P. Gasol),,85,72
284,3,2:26.0,P. Gasol makes free throw 1 of 2,,86,72
285,3,2:26.0,P. Gasol makes free throw 2 of 2,,87,72
286,3,2:10.0,,B. Ingram misses 2-pt jump shot from 4 ft,87,72
287,3,2:09.0,Defensive rebound by D. Lee,,87,72
288,3,1:52.0,P. Gasol misses 2-pt hook shot from 6 ft,,87,72
289,3,1:49.0,,Defensive rebound by T. Black,87,72
290,3,1:43.0,,L. Williams misses 3-pt jump shot from 23 ft,87,72
291,3,1:41.0,,Offensive rebound by L. Nance,87,72
292,3,1:33.0,,L. Williams makes 2-pt jump shot from 12 ft (assist by B. Ingram),87,74
293,3,1:08.0,P. Gasol misses 2-pt jump shot from 9 ft,,87,74
294,3,1:07.0,,Defensive rebound by T. Black,87,74
295,3,0:59.0,,J. Clarkson makes 2-pt jump shot from 11 ft,87,76
296,3,0:50.0,Personal foul by T. Black (drawn by P. Gasol),,87,76
297,3,0:50.0,P. Gasol makes free throw 1 of 2,,88,76
298,3,0:50.0,P. Gasol makes free throw 2 of 2,,89,76
299,3,0:36.0,,B. Ingram misses 2-pt layup from 1 ft,89,76
300,3,0:32.0,,Offensive rebound by T. Black,89,76
301,3,0:32.0,,T. Black misses 2-pt layup from 1 ft,89,76
302,3,0:30.0,Defensive rebound by D. Green,,89,76
303,3,0:24.0,,Violation by T. Black (kicked ball),89,76
304,3,0:16.0,P. Mills makes 2-pt jump shot from 16 ft,,91,76
305,3,0:06.0,,Personal foul by P. Mills,91,76
306,3,0:02.0,,J. Clarkson misses 2-pt layup from 1 ft (block by P. Gasol),91,76
307,3,0:01.0,,Offensive rebound by T. Black,91,76
308,3,0:00.0,,T. Black misses 2-pt layup from 1 ft,91,76
309,3,0:00.0,,Offensive rebound by Team,91,76
310,4,11:39.0,P. Gasol makes 2-pt dunk at rim (assist by D. Green),,93,76
311,4,11:20.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by B. Ingram),93,79
312,4,10:57.0,P. Mills misses 3-pt jump shot from 24 ft,,93,79
313,4,10:56.0,,Defensive rebound by L. Williams,93,79
314,4,10:43.0,,J. Clarkson makes 2-pt layup from 3 ft,93,81
315,4,10:38.0,San Antonio full timeout,,93,81
316,4,10:38.0,K. Leonard enters the game for P. Gasol,,93,81
317,4,10:38.0,T. Parker enters the game for D. Green,,93,81
318,4,10:38.0,L. Aldridge enters the game for P. Mills,,93,81
319,4,10:38.0,M. Ginóbili enters the game for K. Anderson,,93,81
320,4,10:29.0,K. Leonard misses 3-pt jump shot from 25 ft,,93,81
321,4,10:28.0,,Defensive rebound by L. Williams,93,81
322,4,10:12.0,,B. Ingram makes 2-pt jump shot from 21 ft,93,83
323,4,9:59.0,L. Aldridge misses 2-pt jump shot from 18 ft,,93,83
324,4,9:58.0,,Defensive rebound by L. Williams,93,83
325,4,9:58.0,,Personal foul by M. Ginóbili,93,83
326,4,9:44.0,,Shooting foul by D. Lee (drawn by L. Nance),93,83
327,4,9:44.0,,L. Nance makes free throw 1 of 2,93,84
328,4,9:44.0,,L. Nance makes free throw 2 of 2,93,85
329,4,9:22.0,T. Parker makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,96,85
330,4,9:03.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Deng),96,88
331,4,8:33.0,L. Aldridge makes 2-pt hook shot from 9 ft,,98,88
332,4,8:24.0,,L. Williams makes 2-pt layup from 1 ft,98,90
333,4,8:05.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,98,90
334,4,8:04.0,,Defensive rebound by B. Ingram,98,90
335,4,7:54.0,,Turnover by J. Clarkson (lost ball; steal by K. Leonard),98,90
336,4,7:54.0,Personal take foul by L. Williams,,98,90
337,4,7:54.0,D. Green enters the game for D. Lee,,98,90
338,4,7:40.0,Turnover by K. Leonard (traveling),,98,90
339,4,7:30.0,,Personal foul by L. Aldridge,98,90
340,4,7:22.0,,Shooting foul by M. Ginóbili (drawn by J. Clarkson),98,90
341,4,7:22.0,,J. Clarkson makes free throw 1 of 2,98,91
342,4,7:22.0,,J. Clarkson misses free throw 2 of 2,98,91
343,4,7:20.0,Defensive rebound by K. Leonard,,98,91
344,4,7:07.0,T. Parker misses 2-pt jump shot from 6 ft,,98,91
345,4,7:06.0,,Defensive rebound by L. Nance,98,91
346,4,7:00.0,,J. Clarkson makes 2-pt jump shot from 5 ft (assist by L. Nance),98,93
347,4,6:40.0,L. Aldridge makes 2-pt layup from 3 ft (assist by T. Parker),,100,93
348,4,6:25.0,,J. Clarkson misses 2-pt jump shot from 8 ft (block by L. Aldridge),100,93
349,4,6:23.0,,Offensive rebound by J. Clarkson,100,93
350,4,6:21.0,,Turnover by L. Nance (lost ball; steal by L. Aldridge),100,93
351,4,6:16.0,D. Green misses 3-pt jump shot from 26 ft,,100,93
352,4,6:13.0,Offensive rebound by T. Parker,,100,93
353,4,6:12.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Green),,102,93
354,4,6:12.0,,LA Lakers full timeout,102,93
355,4,6:12.0,,J. Randle enters the game for L. Williams,102,93
356,4,6:12.0,,N. Young enters the game for L. Nance,102,93
357,4,5:54.0,,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),102,95
358,4,5:37.0,L. Aldridge makes 2-pt jump shot from 11 ft,,104,95
359,4,5:20.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),104,98
360,4,5:03.0,P. Mills enters the game for T. Parker,,104,98
361,4,5:03.0,K. Anderson enters the game for M. Ginóbili,,104,98
362,4,4:58.0,Shooting foul by L. Deng (drawn by K. Leonard),,104,98
363,4,4:58.0,K. Leonard makes free throw 1 of 2,,105,98
364,4,4:58.0,K. Leonard makes free throw 2 of 2,,106,98
365,4,4:41.0,,J. Clarkson misses 2-pt layup from 1 ft (block by L. Aldridge),106,98
366,4,4:38.0,,Offensive rebound by J. Randle,106,98
367,4,4:37.0,,Turnover by N. Young (lost ball; steal by D. Green),106,98
368,4,4:30.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. Mills),,109,98
369,4,4:00.0,,B. Ingram misses 3-pt jump shot from 26 ft,109,98
370,4,3:58.0,Defensive rebound by K. Leonard,,109,98
371,4,3:38.0,K. Leonard misses 2-pt jump shot from 20 ft,,109,98
372,4,3:38.0,Offensive rebound by Team,,109,98
373,4,3:38.0,,Loose ball foul by L. Deng (drawn by L. Aldridge),109,98
374,4,3:38.0,,L. Williams enters the game for B. Ingram,109,98
375,4,3:32.0,K. Leonard misses 3-pt jump shot from 25 ft,,109,98
376,4,3:30.0,,Defensive rebound by J. Randle,109,98
377,4,3:22.0,,L. Williams misses 2-pt jump shot from 13 ft,109,98
378,4,3:22.0,Defensive rebound by Team,,109,98
379,4,3:01.0,P. Mills misses 3-pt jump shot from 25 ft,,109,98
380,4,2:59.0,,Defensive rebound by J. Randle,109,98
381,4,2:48.0,,L. Deng misses 3-pt jump shot from 26 ft,109,98
382,4,2:47.0,Defensive rebound by L. Aldridge,,109,98
383,4,2:23.0,L. Aldridge misses 2-pt jump shot from 16 ft,,109,98
384,4,2:20.0,,Defensive rebound by J. Clarkson,109,98
