,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
390,4,6:15.0,D. Cousins makes 2-pt layup from 1 ft,,73,80
391,4,6:15.0,Shooting foul by U. Haslem (drawn by D. Cousins),,73,80
392,4,6:15.0,D. Cousins makes free throw 1 of 1,,74,80
393,4,6:11.0,,Miami full timeout,74,80
394,4,6:03.0,,D. Waiters misses 2-pt layup from 2 ft,74,80
395,4,6:02.0,Defensive rebound by Team,,74,80
396,4,6:02.0,,Loose ball foul by U. Haslem (drawn by D. Cousins),74,80
397,4,6:02.0,D. Cousins makes free throw 1 of 2,,75,80
398,4,6:02.0,,H. Whiteside enters the game for U. Haslem,75,80
399,4,6:02.0,D. Cousins makes free throw 2 of 2,,76,80
400,4,5:42.0,,H. Whiteside makes 2-pt hook shot from 5 ft,76,82
401,4,5:42.0,,Shooting foul by D. Cousins (drawn by H. Whiteside),76,82
402,4,5:42.0,,H. Whiteside misses free throw 1 of 1,76,82
403,4,5:41.0,Defensive rebound by D. Cousins,,76,82
404,4,5:22.0,D. Cousins makes 2-pt jump shot from 7 ft,,78,82
405,4,5:08.0,,G. Dragić misses 3-pt jump shot from 25 ft,78,82
406,4,5:07.0,Defensive rebound by T. Lawson,,78,82
407,4,4:50.0,Offensive foul by D. Cousins (drawn by H. Whiteside),,78,82
408,4,4:50.0,Turnover by D. Cousins (offensive foul),,78,82
409,4,4:39.0,,Shooting foul by T. Lawson (drawn by H. Whiteside),78,82
410,4,4:39.0,,H. Whiteside makes free throw 1 of 2,78,83
411,4,4:39.0,,H. Whiteside makes free throw 2 of 2,78,84
412,4,4:23.0,R. Gay makes 2-pt jump shot from 7 ft,,80,84
413,4,4:05.0,,H. Whiteside makes 2-pt jump shot from 8 ft,80,86
414,4,4:05.0,,Shooting foul by D. Cousins (drawn by H. Whiteside),80,86
415,4,4:05.0,,H. Whiteside misses free throw 1 of 1,80,86
416,4,4:04.0,Defensive rebound by R. Gay,,80,86
417,4,3:40.0,D. Cousins makes 2-pt jump shot from 16 ft,,82,86
418,4,3:28.0,,Personal block foul by G. Temple (drawn by G. Dragić),82,86
419,4,3:28.0,,G. Dragić makes free throw 1 of 2,82,87
420,4,3:28.0,,G. Dragić misses free throw 2 of 2,82,87
421,4,3:27.0,Defensive rebound by D. Cousins,,82,87
422,4,3:12.0,Sacramento full timeout,,82,87
423,4,3:06.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,85,87
424,4,2:45.0,,Turnover by D. Waiters (bad pass; steal by R. Gay),85,87
425,4,2:43.0,Shooting foul by J. Winslow (drawn by R. Gay),,85,87
426,4,2:43.0,R. Gay makes free throw 1 of 2,,86,87
427,4,2:43.0,R. Gay makes free throw 2 of 2,,87,87
428,4,2:30.0,,G. Dragić misses 2-pt jump shot from 19 ft,87,87
429,4,2:29.0,Defensive rebound by R. Gay,,87,87
430,4,2:12.0,R. Gay makes 2-pt jump shot from 19 ft,,89,87
431,4,1:48.0,,J. Winslow misses 3-pt jump shot from 24 ft,89,87
432,4,1:47.0,Defensive rebound by A. Afflalo,,89,87
433,4,1:24.0,D. Cousins misses 2-pt layup from 3 ft,,89,87
434,4,1:23.0,,Defensive rebound by H. Whiteside,89,87
435,4,1:20.0,,Turnover by H. Whiteside (bad pass; steal by A. Afflalo),89,87
436,4,1:08.0,Turnover by D. Cousins (lost ball; steal by J. Winslow),,89,87
437,4,1:03.0,,T. Johnson makes 2-pt layup from 2 ft (assist by J. Winslow),89,89
438,4,0:48.0,D. Cousins makes 2-pt layup from 3 ft (assist by R. Gay),,91,89
439,4,0:35.0,,D. Waiters makes 2-pt jump shot from 20 ft,91,91
440,4,0:35.0,Sacramento full timeout,,91,91
441,4,0:31.0,Offensive foul by D. Cousins (drawn by H. Whiteside),,91,91
442,4,0:31.0,Turnover by D. Cousins (offensive foul),,91,91
443,4,0:31.0,,Miami full timeout,91,91
444,4,0:31.0,K. Koufos enters the game for D. Cousins,,91,91
445,4,0:11.0,,D. Waiters misses 2-pt jump shot from 22 ft,91,91
446,4,0:10.0,Defensive rebound by T. Lawson,,91,91
447,4,0:10.0,Sacramento full timeout,,91,91
448,4,0:01.0,R. Gay misses 3-pt jump shot from 25 ft,,91,91
449,4,0:00.0,Offensive rebound by Team,,91,91
450,1OT,4:34.0,,T. Johnson misses 2-pt jump shot from 21 ft,91,91
451,1OT,4:33.0,,Offensive rebound by Team,91,91
452,1OT,4:33.0,,Turnover by Team (shot clock),91,91
453,1OT,4:19.0,A. Afflalo misses 2-pt jump shot from 15 ft,,91,91
454,1OT,4:18.0,,Defensive rebound by J. Winslow,91,91
455,1OT,4:06.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Winslow),91,94
456,1OT,3:53.0,R. Gay makes 2-pt jump shot from 2 ft,,93,94
457,1OT,3:53.0,Shooting foul by J. Winslow (drawn by R. Gay),,93,94
458,1OT,3:53.0,R. Gay makes free throw 1 of 1,,94,94
459,1OT,3:41.0,,J. Winslow makes 2-pt layup from 2 ft,94,96
460,1OT,3:18.0,T. Lawson misses 3-pt jump shot from 24 ft (block by T. Johnson),,94,96
461,1OT,3:17.0,Offensive rebound by Team,,94,96
462,1OT,3:14.0,R. Gay misses 2-pt layup from 2 ft,,94,96
463,1OT,3:13.0,,Defensive rebound by H. Whiteside,94,96
464,1OT,2:54.0,,T. Johnson makes 2-pt jump shot from 8 ft (assist by G. Dragić),94,98
465,1OT,2:54.0,Sacramento full timeout,,94,98
466,1OT,2:27.0,R. Gay misses 2-pt jump shot from 20 ft,,94,98
467,1OT,2:26.0,,Defensive rebound by G. Dragić,94,98
468,1OT,2:07.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Winslow),94,101
469,1OT,1:46.0,G. Temple misses 2-pt jump shot from 20 ft,,94,101
470,1OT,1:45.0,,Defensive rebound by H. Whiteside,94,101
471,1OT,1:27.0,,Turnover by H. Whiteside (traveling),94,101
472,1OT,1:20.0,,Flagrant foul type 1 by A. Afflalo (drawn by T. Johnson),94,101
473,1OT,1:20.0,Turnover by A. Afflalo (offensive foul),,94,101
474,1OT,1:20.0,,T. Johnson makes flagrant free throw 1 of 2,94,102
475,1OT,1:20.0,,T. Johnson makes flagrant free throw 2 of 2,94,103
476,1OT,1:06.0,,J. Winslow misses 2-pt layup from 1 ft,94,103
477,1OT,1:05.0,,Offensive rebound by H. Whiteside,94,103
478,1OT,1:04.0,,H. Whiteside makes 2-pt dunk at rim,94,105
479,1OT,0:51.0,A. Afflalo misses 2-pt jump shot from 12 ft (block by H. Whiteside),,94,105
480,1OT,0:51.0,,Defensive rebound by T. Johnson,94,105
481,1OT,0:30.0,,J. Winslow misses 2-pt layup from 1 ft (block by G. Temple),94,105
482,1OT,0:29.0,Defensive rebound by T. Lawson,,94,105
483,1OT,0:29.0,Shooting foul by G. Dragić (drawn by A. Afflalo),,94,105
484,1OT,0:29.0,A. Afflalo makes free throw 1 of 2,,95,105
485,1OT,0:29.0,A. Afflalo makes free throw 2 of 2,,96,105
486,1OT,0:07.0,,G. Dragić makes 3-pt jump shot from 25 ft,96,108
