,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
107,2,10:13.0,M. Teletović misses 3-pt jump shot from 24 ft,,34,28
108,2,10:11.0,,Defensive rebound by C. Brewer,34,28
109,2,10:04.0,,I. Zubac makes 2-pt layup from 2 ft (assist by C. Brewer),34,30
110,2,9:47.0,M. Teletović makes 3-pt jump shot from 29 ft (assist by M. Dellavedova),,37,30
111,2,9:29.0,G. Antetokounmpo enters the game for G. Monroe,,37,30
112,2,9:29.0,J. Henson enters the game for M. Dellavedova,,37,30
113,2,9:29.0,,N. Young enters the game for I. Zubac,37,30
114,2,9:17.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by C. Brewer),37,33
115,2,8:56.0,Shooting foul by L. Nance (drawn by M. Teletović),,37,33
116,2,8:56.0,M. Teletović makes 2-pt jump shot from 7 ft,,39,33
117,2,8:56.0,Official timeout,,39,33
118,2,8:56.0,M. Teletović misses free throw 1 of 1,,39,33
119,2,8:56.0,Offensive rebound by G. Antetokounmpo,,39,33
120,2,8:56.0,,J. Randle enters the game for C. Brewer,39,33
121,2,8:56.0,,B. Ingram enters the game for T. Ennis,39,33
122,2,8:33.0,G. Antetokounmpo makes 2-pt hook shot from 4 ft (assist by J. Terry),,41,33
123,2,8:14.0,,N. Young misses 3-pt jump shot from 26 ft,41,33
124,2,8:13.0,Defensive rebound by G. Antetokounmpo,,41,33
125,2,8:05.0,G. Antetokounmpo makes 2-pt hook shot from 10 ft,,43,33
126,2,8:05.0,Shooting foul by J. Randle (drawn by G. Antetokounmpo),,43,33
127,2,8:05.0,G. Antetokounmpo makes free throw 1 of 1,,44,33
128,2,7:53.0,,Turnover by D. Russell (bad pass),44,33
129,2,7:37.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,44,33
130,2,7:35.0,,Defensive rebound by N. Young,44,33
131,2,7:34.0,,Personal foul by J. Terry (drawn by D. Russell),44,33
132,2,7:27.0,,Shooting foul by J. Henson (drawn by D. Russell),44,33
133,2,7:27.0,,D. Russell makes free throw 1 of 2,44,34
134,2,7:27.0,,D. Russell misses free throw 2 of 2,44,34
135,2,7:27.0,T. Snell enters the game for J. Terry,,44,34
136,2,7:26.0,Defensive rebound by M. Teletović,,44,34
137,2,7:15.0,M. Brogdon misses 3-pt jump shot from 27 ft,,44,34
138,2,7:15.0,Offensive rebound by Team,,44,34
139,2,7:15.0,,Loose ball foul by L. Nance (drawn by J. Henson),44,34
140,2,7:15.0,M. Dellavedova enters the game for M. Brogdon,,44,34
141,2,7:06.0,M. Teletović misses 3-pt jump shot from 26 ft,,44,34
142,2,7:04.0,,Defensive rebound by D. Russell,44,34
143,2,6:58.0,,D. Russell misses 2-pt layup from 3 ft (block by G. Antetokounmpo),44,34
144,2,6:57.0,,Offensive rebound by Team,44,34
145,2,6:57.0,K. Middleton enters the game for M. Teletović,,44,34
146,2,6:44.0,,Turnover by B. Ingram (bad pass; steal by T. Snell),44,34
147,2,6:41.0,Personal block foul by B. Ingram (drawn by G. Antetokounmpo),,44,34
148,2,6:41.0,,J. Clarkson enters the game for B. Ingram,44,34
149,2,6:33.0,M. Dellavedova misses 2-pt jump shot from 7 ft (block by J. Clarkson),,44,34
150,2,6:32.0,Offensive rebound by J. Henson,,44,34
151,2,6:30.0,J. Henson makes 2-pt dunk at rim,,46,34
152,2,6:13.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),46,37
153,2,5:54.0,K. Middleton makes 2-pt jump shot from 15 ft,,48,37
154,2,5:43.0,,Turnover by L. Nance (lost ball),48,37
155,2,5:43.0,,LA Lakers full timeout,48,37
156,2,5:43.0,,I. Zubac enters the game for L. Nance,48,37
157,2,5:22.0,K. Middleton makes 2-pt jump shot from 17 ft,,50,37
158,2,4:54.0,,J. Randle misses 2-pt hook shot from 4 ft,50,37
159,2,4:52.0,Defensive rebound by K. Middleton,,50,37
160,2,4:46.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,50,37
161,2,4:45.0,,Defensive rebound by J. Clarkson,50,37
162,2,4:40.0,,Personal foul by J. Henson (drawn by I. Zubac),50,37
163,2,4:34.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Randle),50,40
164,2,4:19.0,Personal foul by I. Zubac (drawn by J. Henson),,50,40
165,2,4:19.0,J. Henson misses free throw 1 of 2,,50,40
166,2,4:19.0,Offensive rebound by Team,,50,40
167,2,4:19.0,J. Henson misses free throw 2 of 2,,50,40
168,2,4:18.0,,Defensive rebound by I. Zubac,50,40
169,2,4:01.0,,I. Zubac misses 2-pt jump shot from 5 ft (block by J. Henson),50,40
170,2,4:01.0,,Offensive rebound by Team,50,40
171,2,3:56.0,,D. Russell misses 3-pt jump shot from 24 ft,50,40
172,2,3:55.0,,Offensive rebound by J. Clarkson,50,40
173,2,3:54.0,,I. Zubac misses 2-pt jump shot from 20 ft (block by G. Antetokounmpo),50,40
174,2,3:52.0,Defensive rebound by K. Middleton,,50,40
175,2,3:46.0,Personal foul by N. Young (drawn by J. Henson),,50,40
176,2,3:46.0,,Technical foul by N. Young,50,40
177,2,3:46.0,K. Middleton makes technical free throw,,51,40
178,2,3:46.0,J. Henson makes free throw 1 of 2,,52,40
179,2,3:46.0,J. Henson makes free throw 2 of 2,,53,40
180,2,3:25.0,,J. Clarkson misses 3-pt jump shot from 25 ft,53,40
181,2,3:24.0,Defensive rebound by T. Snell,,53,40
182,2,3:08.0,K. Middleton makes 2-pt jump shot from 7 ft,,55,40
183,2,2:58.0,,Personal foul by K. Middleton (drawn by J. Clarkson),55,40
184,2,2:58.0,Milwaukee full timeout,,55,40
185,2,2:45.0,,N. Young makes 3-pt jump shot from 24 ft (assist by J. Randle),55,43
186,2,2:25.0,K. Middleton misses 2-pt jump shot from 16 ft,,55,43
187,2,2:23.0,Offensive rebound by J. Henson,,55,43
188,2,2:14.0,T. Snell misses 2-pt jump shot from 8 ft,,55,43
189,2,2:11.0,Offensive rebound by J. Henson,,55,43
190,2,2:10.0,J. Henson makes 2-pt hook shot from 4 ft,,57,43
191,2,1:47.0,,N. Young misses 3-pt jump shot from 28 ft,57,43
192,2,1:46.0,Defensive rebound by G. Antetokounmpo,,57,43
193,2,1:37.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,57,43
194,2,1:34.0,,Defensive rebound by J. Randle,57,43
195,2,1:30.0,,I. Zubac makes 2-pt dunk at rim (assist by J. Randle),57,45
196,2,1:11.0,J. Henson misses 2-pt layup from 2 ft,,57,45
197,2,1:09.0,,Defensive rebound by I. Zubac,57,45
198,2,0:57.0,,Personal foul by K. Middleton (drawn by J. Randle),57,45
199,2,0:57.0,,J. Randle makes free throw 1 of 2,57,46
200,2,0:57.0,,J. Randle misses free throw 2 of 2,57,46
201,2,0:56.0,Defensive rebound by J. Henson,,57,46
202,2,0:47.0,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),,59,46
203,2,0:36.0,,J. Clarkson misses 2-pt layup from 2 ft,59,46
204,2,0:35.0,Defensive rebound by Team,,59,46
205,2,0:35.0,,Loose ball foul by D. Russell (drawn by M. Dellavedova),59,46
206,2,0:35.0,M. Dellavedova makes free throw 1 of 2,,60,46
207,2,0:35.0,M. Brogdon enters the game for K. Middleton,,60,46
208,2,0:35.0,M. Dellavedova makes free throw 2 of 2,,61,46
209,2,0:24.0,Violation by Team (jump ball),,61,46
210,2,0:24.0,Loose ball foul by M. Brogdon (drawn by D. Russell),,61,46
211,2,0:24.0,,D. Russell misses free throw 1 of 2,61,46
212,2,0:24.0,,Offensive rebound by Team,61,46
213,2,0:24.0,,D. Russell misses free throw 2 of 2,61,46
214,2,0:23.0,,Offensive rebound by J. Randle,61,46
215,2,0:03.0,,N. Young misses 3-pt jump shot from 25 ft,61,46
216,2,0:02.0,,Offensive rebound by J. Randle,61,46
217,3,11:39.0,,B. Ingram makes 2-pt jump shot from 18 ft,61,48
218,3,11:20.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by T. Snell),,63,48
219,3,10:57.0,,Turnover by J. Randle (bad pass),63,48
220,3,10:43.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,65,48
221,3,10:18.0,,N. Young misses 3-pt jump shot from 27 ft,65,48
222,3,10:17.0,Defensive rebound by G. Antetokounmpo,,65,48
223,3,10:08.0,G. Antetokounmpo misses 2-pt hook shot from 7 ft,,65,48
224,3,10:07.0,Offensive rebound by G. Antetokounmpo,,65,48
225,3,10:07.0,Shooting foul by I. Zubac (drawn by G. Antetokounmpo),,65,48
226,3,10:07.0,G. Antetokounmpo makes free throw 1 of 2,,66,48
227,3,10:07.0,G. Antetokounmpo misses free throw 2 of 2,,66,48
228,3,10:06.0,,Defensive rebound by J. Randle,66,48
229,3,9:54.0,,Personal foul by K. Middleton (drawn by B. Ingram),66,48
230,3,9:43.0,,J. Clarkson misses 2-pt jump shot from 6 ft,66,48
231,3,9:40.0,Defensive rebound by M. Brogdon,,66,48
232,3,9:28.0,K. Middleton misses 2-pt jump shot from 16 ft,,66,48
233,3,9:25.0,,Defensive rebound by I. Zubac,66,48
234,3,9:17.0,,J. Clarkson makes 2-pt jump shot from 5 ft,66,50
235,3,9:04.0,M. Brogdon misses 2-pt layup from 1 ft,,66,50
236,3,9:03.0,Offensive rebound by T. Maker,,66,50
237,3,8:56.0,,Offensive charge foul by T. Snell (drawn by B. Ingram),66,50
238,3,8:56.0,Turnover by T. Snell (offensive foul),,66,50
239,3,8:35.0,,Shooting foul by T. Snell (drawn by B. Ingram),66,50
240,3,8:35.0,,B. Ingram makes free throw 1 of 2,66,51
241,3,8:35.0,,B. Ingram misses free throw 2 of 2,66,51
242,3,8:34.0,Defensive rebound by G. Antetokounmpo,,66,51
243,3,8:10.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,69,51
244,3,7:53.0,,Turnover by J. Randle (lost ball; steal by M. Brogdon),69,51
245,3,7:46.0,T. Snell misses 3-pt jump shot from 25 ft,,69,51
246,3,7:45.0,,Defensive rebound by J. Clarkson,69,51
247,3,7:38.0,,J. Clarkson misses 2-pt layup from 1 ft,69,51
248,3,7:38.0,Defensive rebound by Team,,69,51
249,3,7:24.0,T. Maker misses 2-pt jump shot from 18 ft,,69,51
250,3,7:22.0,,Defensive rebound by J. Randle,69,51
251,3,7:15.0,,I. Zubac makes 2-pt layup from 3 ft (assist by J. Randle),69,53
252,3,6:54.0,K. Middleton misses 2-pt jump shot from 11 ft,,69,53
253,3,6:53.0,,Defensive rebound by I. Zubac,69,53
254,3,6:45.0,,Turnover by J. Clarkson (step out of bounds),69,53
255,3,6:45.0,G. Monroe enters the game for T. Maker,,69,53
256,3,6:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,71,53
257,3,6:21.0,,N. Young misses 2-pt jump shot from 10 ft,71,53
258,3,6:19.0,,Offensive rebound by I. Zubac,71,53
259,3,6:17.0,,I. Zubac makes 2-pt layup from 1 ft,71,55
260,3,6:05.0,M. Brogdon misses 3-pt jump shot from 25 ft,,71,55
261,3,6:04.0,,Defensive rebound by B. Ingram,71,55
262,3,5:50.0,,J. Clarkson misses 2-pt jump shot from 7 ft,71,55
263,3,5:48.0,Defensive rebound by M. Brogdon,,71,55
264,3,5:45.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Brogdon),,73,55
265,3,5:45.0,,LA Lakers full timeout,73,55
266,3,5:45.0,,D. Russell enters the game for J. Randle,73,55
267,3,5:45.0,,L. Nance enters the game for J. Clarkson,73,55
268,3,5:35.0,,Personal foul by K. Middleton (drawn by B. Ingram),73,55
269,3,5:31.0,,Personal foul by G. Antetokounmpo (drawn by I. Zubac),73,55
270,3,5:17.0,,B. Ingram misses 3-pt jump shot from 26 ft,73,55
271,3,5:16.0,Defensive rebound by T. Snell,,73,55
272,3,5:13.0,Turnover by T. Snell (bad pass; steal by B. Ingram),,73,55
273,3,5:07.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),73,58
274,3,4:44.0,G. Antetokounmpo misses 2-pt hook shot from 1 ft,,73,58
275,3,4:40.0,Offensive rebound by G. Monroe,,73,58
276,3,4:40.0,G. Monroe makes 2-pt layup from 2 ft,,75,58
277,3,4:27.0,,I. Zubac misses 2-pt jump shot from 4 ft (block by G. Monroe),75,58
278,3,4:25.0,Defensive rebound by G. Antetokounmpo,,75,58
279,3,4:18.0,M. Brogdon misses 3-pt jump shot from 24 ft,,75,58
280,3,4:17.0,,Defensive rebound by N. Young,75,58
281,3,4:02.0,,D. Russell makes 2-pt layup from 2 ft,75,60
282,3,3:34.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft,,77,60
283,3,3:13.0,,B. Ingram misses 2-pt layup from 3 ft,77,60
284,3,3:13.0,,Offensive rebound by Team,77,60
285,3,3:13.0,M. Dellavedova enters the game for K. Middleton,,77,60
286,3,2:59.0,,D. Russell makes 2-pt jump shot from 4 ft,77,62
287,3,2:59.0,,Shooting foul by M. Brogdon (drawn by D. Russell),77,62
288,3,2:59.0,Milwaukee full timeout,,77,62
289,3,2:59.0,,D. Russell makes free throw 1 of 1,77,63
290,3,2:36.0,G. Monroe makes 2-pt layup from 2 ft (assist by M. Dellavedova),,79,63
291,3,2:22.0,,I. Zubac makes 2-pt layup from 3 ft (assist by B. Ingram),79,65
292,3,2:07.0,T. Snell misses 3-pt jump shot from 26 ft,,79,65
293,3,2:06.0,,Defensive rebound by L. Nance,79,65
294,3,1:57.0,,Shooting block foul by G. Monroe (drawn by L. Nance),79,65
295,3,1:57.0,,L. Nance makes free throw 1 of 2,79,66
296,3,1:57.0,,L. Nance makes free throw 2 of 2,79,67
297,3,1:46.0,M. Dellavedova makes 2-pt layup from 1 ft (assist by G. Monroe),,81,67
298,3,1:34.0,,N. Young makes 3-pt jump shot from 26 ft (assist by L. Nance),81,70
299,3,1:21.0,Turnover by G. Antetokounmpo (bad pass; steal by L. Nance),,81,70
300,3,1:19.0,,L. Nance makes 2-pt layup from 1 ft,81,72
301,3,1:19.0,,Shooting foul by M. Dellavedova (drawn by L. Nance),81,72
302,3,1:19.0,M. Teletović enters the game for G. Antetokounmpo,,81,72
303,3,1:19.0,,L. Nance makes free throw 1 of 1,81,73
304,3,1:06.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Monroe),,83,73
305,3,0:49.0,,B. Ingram misses 3-pt jump shot from 26 ft,83,73
306,3,0:47.0,Defensive rebound by G. Monroe,,83,73
307,3,0:39.0,Turnover by M. Dellavedova (bad pass; steal by B. Ingram),,83,73
308,3,0:36.0,,Shooting foul by M. Brogdon (drawn by N. Young),83,73
309,3,0:36.0,,Technical foul by N. Young,83,73
310,3,0:36.0,,Technical foul by D. Russell,83,73
311,3,0:36.0,Technical foul by G. Monroe,,83,73
312,3,0:36.0,M. Dellavedova makes technical free throw,,84,73
313,3,0:36.0,,T. Robinson makes free throw 1 of 2,84,74
314,3,0:36.0,J. Henson enters the game for G. Monroe,,83,73
315,3,0:36.0,,T. Robinson enters the game for N. Young,83,73
316,3,0:36.0,,J. Clarkson enters the game for I. Zubac,84,73
317,3,0:36.0,,D. Nwaba enters the game for D. Russell,84,73
318,3,0:36.0,,T. Robinson misses free throw 2 of 2,84,74
319,3,0:36.0,Defensive rebound by J. Henson,,84,74
320,3,0:23.0,M. Dellavedova misses 2-pt layup from 2 ft (block by D. Nwaba),,84,74
321,3,0:15.0,Offensive rebound by J. Henson,,84,74
322,3,0:15.0,J. Henson misses 2-pt jump shot from 20 ft,,84,74
323,3,0:14.0,,Defensive rebound by J. Clarkson,84,74
324,3,0:02.0,,J. Clarkson makes 3-pt jump shot from 28 ft,84,77
325,3,0:01.0,M. Teletović misses 3-pt jump shot from 61 ft,,84,77
326,3,0:00.0,Offensive rebound by Team,,84,77
327,4,11:57.0,Turnover by M. Dellavedova (lost ball),,84,77
328,4,11:42.0,,D. Nwaba makes 2-pt dunk at rim (assist by B. Ingram),84,79
329,4,11:24.0,K. Middleton makes 2-pt jump shot from 16 ft,,86,79
330,4,11:10.0,,Shooting foul by J. Henson (drawn by T. Robinson),86,79
331,4,11:10.0,,T. Robinson makes free throw 1 of 2,86,80
332,4,11:10.0,,T. Robinson misses free throw 2 of 2,86,80
333,4,11:09.0,Defensive rebound by J. Henson,,86,80
334,4,10:57.0,K. Middleton makes 2-pt hook shot from 5 ft,,88,80
335,4,10:57.0,Shooting foul by J. Clarkson (drawn by K. Middleton),,88,80
336,4,10:57.0,K. Middleton makes free throw 1 of 1,,89,80
337,4,10:38.0,,B. Ingram makes 2-pt jump shot from 4 ft,89,82
338,4,10:20.0,K. Middleton makes 2-pt jump shot from 15 ft,,91,82
339,4,9:57.0,,Shooting foul by K. Middleton (drawn by B. Ingram),91,82
340,4,9:57.0,,B. Ingram misses free throw 1 of 2,91,82
341,4,9:57.0,,Offensive rebound by Team,91,82
342,4,9:57.0,,B. Ingram makes free throw 2 of 2,91,83
343,4,9:48.0,Personal foul by J. Clarkson (drawn by K. Middleton),,91,83
344,4,9:43.0,K. Middleton makes 2-pt jump shot from 16 ft (assist by J. Henson),,93,83
345,4,9:19.0,,B. Ingram misses 3-pt jump shot from 26 ft,93,83
346,4,9:18.0,Defensive rebound by M. Dellavedova,,93,83
347,4,9:07.0,K. Middleton misses 3-pt jump shot from 25 ft,,93,83
348,4,9:06.0,,Defensive rebound by L. Nance,93,83
349,4,8:50.0,,L. Nance misses 3-pt jump shot from 25 ft,93,83
350,4,8:48.0,,Offensive rebound by D. Nwaba,93,83
351,4,8:47.0,,D. Nwaba misses 2-pt layup from 2 ft (block by J. Henson),93,83
352,4,8:46.0,,Offensive rebound by D. Nwaba,93,83
353,4,8:46.0,,Shooting foul by J. Henson (drawn by L. Nance),93,83
354,4,8:46.0,Technical foul by J. Henson,,93,83
355,4,8:46.0,Official timeout,,93,83
356,4,8:46.0,,J. Clarkson makes technical free throw,93,84
357,4,8:46.0,,L. Nance makes free throw 1 of 2,93,85
358,4,8:46.0,,L. Nance makes free throw 2 of 2,93,86
359,4,8:30.0,K. Middleton misses 2-pt layup from 2 ft,,93,86
360,4,8:27.0,,Defensive rebound by L. Nance,93,86
361,4,8:25.0,,T. Robinson misses 2-pt layup from 2 ft,93,86
362,4,8:24.0,,Offensive rebound by T. Robinson,93,86
363,4,8:23.0,,Turnover by T. Robinson (lost ball),93,86
364,4,8:13.0,K. Middleton makes 2-pt layup from 3 ft,,95,86
365,4,8:13.0,Shooting foul by T. Robinson (drawn by K. Middleton),,95,86
366,4,8:13.0,K. Middleton makes free throw 1 of 1,,96,86
367,4,8:00.0,,T. Robinson misses 2-pt jump shot from 5 ft (block by J. Henson),96,86
368,4,7:55.0,Defensive rebound by M. Teletović,,96,86
369,4,7:46.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,96,86
370,4,7:45.0,,Defensive rebound by T. Robinson,96,86
371,4,7:34.0,,J. Clarkson misses 3-pt jump shot from 26 ft,96,86
372,4,7:33.0,Defensive rebound by J. Henson,,96,86
373,4,7:16.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,96,86
374,4,7:15.0,,Defensive rebound by Team,96,86
375,4,7:15.0,,J. Randle enters the game for T. Robinson,96,86
376,4,6:52.0,,J. Clarkson misses 3-pt jump shot from 27 ft (block by J. Henson),96,86
377,4,6:52.0,,Offensive rebound by J. Randle,96,86
378,4,6:52.0,,Turnover by Team (shot clock),96,86
379,4,6:52.0,G. Antetokounmpo enters the game for K. Middleton,,96,86
380,4,6:38.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by M. Dellavedova),,98,86
