,QUARTER,TIME_REMAINING,DENVER_ACTION,DETROIT_ACTION,DENVER_SCORE,DETROIT_SCORE
0,1,11:48.0,,Shooting foul by J. Nurkić (drawn by A. Drummond),0,0
1,1,11:48.0,,A. Drummond makes free throw 1 of 2,0,1
2,1,11:48.0,,A. Drummond misses free throw 2 of 2,0,1
3,1,11:46.0,,Offensive rebound by M. Morris,0,1
4,1,11:39.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,0,4
5,1,11:16.0,J. Nurkić misses 2-pt layup at rim (block by A. Drummond),,0,4
6,1,11:14.0,,Defensive rebound by A. Drummond,0,4
7,1,11:11.0,,Shooting foul by E. Mudiay (drawn by A. Drummond),0,4
8,1,11:11.0,,A. Drummond makes free throw 1 of 2,0,5
9,1,11:11.0,,A. Drummond makes free throw 2 of 2,0,6
10,1,11:00.0,Turnover by J. Nurkić (bad pass; steal by A. Drummond),,0,6
11,1,10:55.0,,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),0,8
12,1,10:55.0,Denver full timeout,,0,8
13,1,10:32.0,E. Mudiay misses 3-pt jump shot from 26 ft,,0,8
14,1,10:32.0,Offensive rebound by Team,,0,8
15,1,10:21.0,Turnover by E. Mudiay (lost ball),,0,8
16,1,9:58.0,,T. Harris makes 2-pt jump shot from 12 ft,0,10
17,1,9:42.0,J. Nurkić makes 2-pt layup from 2 ft (assist by J. Murray),,2,10
18,1,9:28.0,,I. Smith makes 2-pt jump shot from 22 ft,2,12
19,1,9:13.0,N. Jokić misses 2-pt jump shot from 7 ft,,2,12
20,1,9:13.0,,Defensive rebound by A. Drummond,2,12
21,1,9:02.0,,M. Morris misses 2-pt jump shot from 15 ft,2,12
22,1,9:01.0,Defensive rebound by E. Mudiay,,2,12
23,1,8:55.0,Turnover by J. Nurkić (bad pass),,2,12
24,1,8:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by A. Drummond),2,14
25,1,8:29.0,D. Gallinari misses 3-pt jump shot from 26 ft,,2,14
26,1,8:28.0,,Defensive rebound by I. Smith,2,14
27,1,8:22.0,,T. Harris misses 3-pt jump shot from 27 ft,2,14
28,1,8:22.0,Defensive rebound by J. Nurkić,,2,14
29,1,8:06.0,J. Nurkić misses 2-pt jump shot from 4 ft (block by T. Harris),,2,14
30,1,8:04.0,,Defensive rebound by A. Drummond,2,14
31,1,7:46.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,2,14
32,1,7:46.0,Defensive rebound by N. Jokić,,2,14
33,1,7:29.0,J. Murray misses 3-pt jump shot from 23 ft,,2,14
34,1,7:29.0,,Defensive rebound by A. Drummond,2,14
35,1,7:18.0,,T. Harris makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),2,16
36,1,7:18.0,Denver full timeout,,2,16
37,1,7:18.0,J. Nelson enters the game for J. Nurkić,,2,16
38,1,7:18.0,W. Chandler enters the game for E. Mudiay,,2,16
39,1,7:01.0,D. Gallinari misses 3-pt jump shot from 26 ft,,2,16
40,1,7:00.0,Offensive rebound by Team,,2,16
41,1,6:46.0,W. Chandler misses 2-pt jump shot from 22 ft,,2,16
42,1,6:46.0,Offensive rebound by D. Gallinari,,2,16
43,1,6:41.0,D. Gallinari makes 2-pt jump shot from 14 ft,,4,16
44,1,6:26.0,,T. Harris misses 2-pt jump shot from 4 ft,4,16
45,1,6:24.0,Defensive rebound by J. Nelson,,4,16
46,1,6:22.0,D. Gallinari misses 2-pt jump shot from 7 ft,,4,16
47,1,6:20.0,Offensive rebound by N. Jokić,,4,16
48,1,6:20.0,N. Jokić misses 2-pt layup from 1 ft,,4,16
49,1,6:19.0,,Defensive rebound by T. Harris,4,16
50,1,5:59.0,,I. Smith makes 2-pt layup at rim,4,18
51,1,5:42.0,J. Nelson misses 3-pt jump shot from 26 ft,,4,18
52,1,5:42.0,,Defensive rebound by T. Harris,4,18
53,1,5:28.0,,I. Smith makes 2-pt jump shot from 5 ft,4,20
54,1,5:14.0,J. Murray makes 3-pt jump shot from 27 ft,,7,20
55,1,5:02.0,,Turnover by I. Smith (bad pass; steal by N. Jokić),7,20
56,1,4:52.0,W. Chandler makes 2-pt layup from 1 ft (assist by D. Gallinari),,9,20
57,1,4:38.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by I. Smith),9,22
58,1,4:11.0,J. Nelson misses 2-pt layup from 1 ft,,9,22
59,1,4:09.0,,Defensive rebound by A. Drummond,9,22
60,1,4:04.0,,Turnover by A. Drummond (offensive goaltending),9,22
61,1,4:04.0,K. Faried enters the game for N. Jokić,,9,22
62,1,4:04.0,G. Harris enters the game for J. Murray,,9,22
63,1,4:04.0,,J. Leuer enters the game for M. Morris,9,22
64,1,3:43.0,J. Nelson misses 2-pt jump shot from 21 ft,,9,22
65,1,3:43.0,,Defensive rebound by A. Drummond,9,22
66,1,3:29.0,,A. Drummond misses 2-pt hook shot from 6 ft,9,22
67,1,3:28.0,Defensive rebound by W. Chandler,,9,22
68,1,3:15.0,W. Chandler misses 3-pt jump shot from 26 ft,,9,22
69,1,3:15.0,,Defensive rebound by A. Drummond,9,22
70,1,3:02.0,,T. Harris misses 3-pt jump shot from 23 ft,9,22
71,1,3:02.0,Defensive rebound by J. Nelson,,9,22
72,1,2:49.0,W. Chandler misses 2-pt jump shot from 6 ft,,9,22
73,1,2:49.0,Offensive rebound by K. Faried,,9,22
74,1,2:36.0,D. Gallinari misses 3-pt jump shot from 23 ft,,9,22
75,1,2:35.0,,Defensive rebound by A. Drummond,9,22
76,1,2:30.0,,I. Smith misses 2-pt jump shot from 5 ft,9,22
77,1,2:30.0,,Offensive rebound by J. Leuer,9,22
78,1,2:30.0,,Shooting foul by K. Faried (drawn by J. Leuer),9,22
79,1,2:30.0,,Detroit full timeout,9,22
80,1,2:30.0,,J. Leuer makes free throw 1 of 2,9,23
81,1,2:30.0,J. Hernangómez enters the game for D. Gallinari,,9,22
82,1,2:30.0,,A. Baynes enters the game for A. Drummond,9,22
83,1,2:30.0,,B. Udrih enters the game for I. Smith,9,22
84,1,2:30.0,,J. Leuer makes free throw 2 of 2,9,24
85,1,2:13.0,W. Chandler misses 2-pt jump shot from 8 ft,,9,24
86,1,2:11.0,,Defensive rebound by A. Baynes,9,24
87,1,1:59.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Leuer),9,27
88,1,1:40.0,K. Faried misses 2-pt layup from 1 ft,,9,27
89,1,1:39.0,Offensive rebound by K. Faried,,9,27
90,1,1:36.0,K. Faried makes 2-pt layup at rim,,11,27
91,1,1:19.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,11,29
92,1,1:07.0,W. Chandler misses 2-pt layup from 1 ft,,11,29
93,1,1:06.0,,Defensive rebound by A. Baynes,11,29
94,1,0:59.0,,A. Baynes misses 2-pt layup from 1 ft,11,29
95,1,0:59.0,Defensive rebound by Team,,11,29
96,1,0:59.0,,M. Morris enters the game for T. Harris,11,29
