,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:37.0,M. Gortat misses 2-pt hook shot from 9 ft,,0,0
1,1,11:36.0,,Defensive rebound by D. Howard,0,0
2,1,11:23.0,,K. Bazemore misses 2-pt layup from 3 ft,0,0
3,1,11:22.0,Defensive rebound by B. Beal,,0,0
4,1,11:12.0,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),,3,0
5,1,10:57.0,,K. Bazemore misses 3-pt jump shot from 25 ft,3,0
6,1,10:55.0,Defensive rebound by O. Porter,,3,0
7,1,10:41.0,B. Beal misses 2-pt layup from 3 ft,,3,0
8,1,10:40.0,Offensive rebound by M. Morris,,3,0
9,1,10:40.0,M. Morris misses 2-pt layup from 1 ft,,3,0
10,1,10:39.0,,Defensive rebound by D. Howard,3,0
11,1,10:33.0,,Shooting foul by O. Porter (drawn by P. Millsap),3,0
12,1,10:33.0,,P. Millsap misses free throw 1 of 2,3,0
13,1,10:33.0,,Offensive rebound by Team,3,0
14,1,10:33.0,,P. Millsap makes free throw 2 of 2,3,1
15,1,10:15.0,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Gortat),,6,1
16,1,10:03.0,,D. Schröder misses 3-pt jump shot from 25 ft,6,1
17,1,10:00.0,Defensive rebound by J. Wall,,6,1
18,1,9:53.0,J. Wall misses 2-pt jump shot from 16 ft,,6,1
19,1,9:52.0,,Defensive rebound by T. Sefolosha,6,1
20,1,9:43.0,,D. Schröder misses 2-pt jump shot from 6 ft,6,1
21,1,9:40.0,Defensive rebound by O. Porter,,6,1
22,1,9:36.0,B. Beal makes 2-pt layup from 1 ft (assist by O. Porter),,8,1
23,1,9:36.0,,Atlanta full timeout,8,1
24,1,9:14.0,,D. Howard misses 2-pt hook shot from 9 ft,8,1
25,1,9:13.0,Defensive rebound by O. Porter,,8,1
26,1,8:57.0,Flagrant foul type 1 by K. Bazemore (drawn by M. Morris),,8,1
27,1,8:57.0,M. Morris makes flagrant free throw 1 of 2,,9,1
28,1,8:57.0,M. Morris makes flagrant free throw 2 of 2,,10,1
29,1,8:51.0,Turnover by M. Morris (traveling),,10,1
30,1,8:34.0,,D. Schröder misses 2-pt layup from 2 ft (block by M. Gortat),10,1
31,1,8:32.0,,Offensive rebound by D. Howard,10,1
32,1,8:32.0,,D. Howard makes 2-pt dunk at rim,10,3
33,1,8:24.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),,13,3
34,1,8:07.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),13,6
35,1,7:48.0,O. Porter misses 2-pt layup from 1 ft,,13,6
36,1,7:46.0,Offensive rebound by M. Gortat,,13,6
37,1,7:46.0,M. Gortat makes 2-pt layup at rim,,15,6
38,1,7:39.0,,Shooting foul by M. Gortat (drawn by D. Howard),15,6
39,1,7:39.0,,D. Howard makes free throw 1 of 2,15,7
40,1,7:39.0,,D. Howard makes free throw 2 of 2,15,8
41,1,7:27.0,Turnover by M. Morris (bad pass; steal by K. Bazemore),,15,8
42,1,7:24.0,,K. Bazemore makes 2-pt dunk at rim,15,10
43,1,7:08.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by O. Porter),,17,10
44,1,6:53.0,,D. Schröder misses 2-pt layup from 2 ft,17,10
45,1,6:51.0,Defensive rebound by O. Porter,,17,10
46,1,6:41.0,Turnover by M. Gortat (bad pass),,17,10
47,1,6:29.0,,P. Millsap misses 3-pt jump shot from 25 ft,17,10
48,1,6:27.0,Defensive rebound by O. Porter,,17,10
49,1,6:21.0,B. Beal makes 2-pt jump shot from 20 ft (assist by J. Wall),,19,10
50,1,6:03.0,,D. Schröder misses 3-pt jump shot from 25 ft,19,10
51,1,6:02.0,Defensive rebound by O. Porter,,19,10
52,1,5:47.0,M. Gortat makes 2-pt layup from 1 ft,,21,10
53,1,5:40.0,Violation by M. Morris (kicked ball),,21,10
54,1,5:40.0,,T. Hardaway enters the game for K. Bazemore,21,10
55,1,5:29.0,,Turnover by D. Schröder (bad pass; steal by M. Gortat),21,10
56,1,5:23.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,24,10
57,1,5:22.0,,Atlanta full timeout,24,10
58,1,5:22.0,,M. Dunleavy enters the game for T. Sefolosha,24,10
59,1,5:12.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Schröder),24,13
60,1,4:52.0,J. Wall misses 2-pt layup at rim (block by P. Millsap),,24,13
61,1,4:48.0,,Defensive rebound by M. Dunleavy,24,13
62,1,4:43.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,24,13
63,1,4:41.0,,Offensive rebound by D. Howard,24,13
64,1,4:38.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by D. Howard),24,16
65,1,4:21.0,B. Beal misses 3-pt jump shot from 25 ft,,24,16
66,1,4:21.0,,Defensive rebound by D. Howard,24,16
67,1,4:11.0,,D. Schröder makes 2-pt layup from 2 ft,24,18
68,1,3:59.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,26,18
69,1,3:42.0,,P. Millsap misses 2-pt jump shot from 9 ft,26,18
70,1,3:40.0,Defensive rebound by M. Gortat,,26,18
71,1,3:34.0,B. Beal misses 2-pt layup from 2 ft,,26,18
72,1,3:32.0,Offensive rebound by M. Morris,,26,18
73,1,3:31.0,M. Morris makes 2-pt layup from 1 ft,,28,18
