,QUARTER,TIME_REMAINING,TORONTO_ACTION,OKLAHOMA CITY_ACTION,TORONTO_SCORE,OKLAHOMA CITY_SCORE
380,4,5:25.0,Shooting foul by V. Oladipo (drawn by D. DeRozan),,97,91
381,4,5:25.0,D. DeRozan makes free throw 1 of 2,,98,91
382,4,5:25.0,D. DeRozan makes free throw 2 of 2,,99,91
383,4,5:19.0,,R. Westbrook makes 2-pt layup from 1 ft,99,93
384,4,5:04.0,P. Patterson misses 3-pt jump shot from 24 ft,,99,93
385,4,5:04.0,,Defensive rebound by V. Oladipo,99,93
386,4,4:50.0,,Personal block foul by L. Nogueira (drawn by R. Westbrook),99,93
387,4,4:50.0,,R. Westbrook misses free throw 1 of 2,99,93
388,4,4:50.0,,Offensive rebound by Team,99,93
389,4,4:50.0,,R. Westbrook misses free throw 2 of 2,99,93
390,4,4:49.0,,Offensive rebound by S. Adams,99,93
391,4,4:48.0,,Shooting foul by D. DeRozan (drawn by S. Adams),99,93
392,4,4:48.0,,Technical foul by S. Adams,99,93
393,4,4:48.0,Technical foul by D. DeRozan,,99,93
394,4,4:48.0,,S. Adams makes free throw 1 of 2,99,94
395,4,4:48.0,,S. Adams makes free throw 2 of 2,99,95
396,4,4:36.0,Turnover by K. Lowry (bad pass; steal by V. Oladipo),,99,95
397,4,4:30.0,,Turnover by R. Westbrook (lost ball),99,95
398,4,4:09.0,K. Lowry makes 2-pt layup from 1 ft,,101,95
399,4,3:55.0,,Turnover by R. Westbrook (lost ball; steal by C. Joseph),101,95
400,4,3:52.0,Shooting foul by V. Oladipo (drawn by D. DeRozan),,101,95
401,4,3:52.0,D. DeRozan misses free throw 1 of 2,,101,95
402,4,3:52.0,Offensive rebound by Team,,101,95
403,4,3:52.0,,A. Roberson enters the game for S. Christon,101,95
404,4,3:52.0,D. DeRozan makes free throw 2 of 2,,102,95
405,4,3:46.0,,R. Westbrook misses 3-pt jump shot from 24 ft,102,95
406,4,3:43.0,Defensive rebound by D. DeRozan,,102,95
407,4,3:32.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,105,95
408,4,3:13.0,,R. Westbrook misses 3-pt jump shot from 27 ft,105,95
409,4,3:11.0,Defensive rebound by K. Lowry,,105,95
410,4,2:59.0,K. Lowry misses 3-pt jump shot from 24 ft,,105,95
411,4,2:59.0,,Defensive rebound by V. Oladipo,105,95
412,4,2:53.0,,V. Oladipo misses 2-pt layup from 1 ft,105,95
413,4,2:53.0,Defensive rebound by D. DeRozan,,105,95
414,4,2:46.0,D. DeRozan makes 2-pt layup from 2 ft,,107,95
415,4,2:44.0,,Personal foul by K. Lowry (drawn by R. Westbrook),107,95
416,4,2:44.0,Official timeout,,107,95
417,4,2:44.0,,R. Westbrook makes free throw 1 of 2,107,96
418,4,2:44.0,,J. Grant enters the game for E. Freedom,107,95
419,4,2:44.0,,R. Westbrook makes free throw 2 of 2,107,97
420,4,2:21.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,109,97
421,4,2:06.0,,Offensive foul by R. Westbrook (drawn by C. Joseph),109,97
422,4,2:06.0,,Turnover by R. Westbrook (offensive foul),109,97
423,4,1:43.0,D. DeRozan makes 2-pt jump shot from 19 ft,,111,97
424,4,1:35.0,,J. Grant misses 3-pt jump shot from 25 ft,111,97
425,4,1:34.0,,Offensive rebound by Team,111,97
426,4,1:34.0,Loose ball foul by C. Joseph (drawn by S. Adams),,111,97
427,4,1:34.0,,S. Adams makes free throw 1 of 2,111,98
428,4,1:34.0,,S. Christon enters the game for R. Westbrook,111,98
429,4,1:34.0,,S. Adams makes free throw 2 of 2,111,99
430,4,1:13.0,Turnover by D. DeRozan (bad pass; steal by S. Adams),,111,99
431,4,1:04.0,,V. Oladipo misses 3-pt jump shot from 25 ft,111,99
432,4,1:04.0,Defensive rebound by L. Nogueira,,111,99
433,4,0:55.0,Personal take foul by S. Adams (drawn by C. Joseph),,111,99
434,4,0:55.0,C. Joseph makes free throw 1 of 2,,112,99
435,4,0:55.0,C. Joseph misses free throw 2 of 2,,112,99
436,4,0:55.0,N. Powell enters the game for D. DeRozan,,112,99
437,4,0:55.0,,J. Lauvergne enters the game for S. Adams,112,99
438,4,0:55.0,,K. Singler enters the game for V. Oladipo,112,99
439,4,0:54.0,,Defensive rebound by J. Lauvergne,112,99
440,4,0:47.0,,A. Roberson makes 3-pt jump shot from 25 ft (assist by S. Christon),112,102
441,4,0:27.0,K. Lowry misses 3-pt jump shot from 25 ft,,112,102
442,4,0:26.0,Offensive rebound by Team,,112,102
443,4,0:26.0,F. VanVleet enters the game for C. Joseph,,112,102
444,4,0:04.0,N. Powell misses 2-pt layup from 2 ft,,112,102
445,4,0:03.0,,Defensive rebound by K. Singler,112,102
