,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,ORLANDO_ACTION,OKLAHOMA CITY_SCORE,ORLANDO_SCORE
0,1,11:45.0,T. Gibson misses 2-pt jump shot from 4 ft,,0,0
1,1,11:44.0,,Defensive rebound by E. Fournier,0,0
2,1,11:21.0,,E. Payton misses 2-pt layup from 2 ft,0,0
3,1,11:20.0,Defensive rebound by T. Gibson,,0,0
4,1,11:11.0,V. Oladipo makes 2-pt layup from 3 ft (assist by R. Westbrook),,2,0
5,1,10:59.0,,A. Gordon misses 2-pt hook shot from 10 ft,2,0
6,1,10:58.0,Defensive rebound by R. Westbrook,,2,0
7,1,10:53.0,Turnover by R. Westbrook (bad pass; steal by N. Vučević),,2,0
8,1,10:40.0,,N. Vučević misses 2-pt jump shot from 17 ft,2,0
9,1,10:39.0,Defensive rebound by T. Gibson,,2,0
10,1,10:22.0,S. Adams misses 2-pt hook shot from 10 ft,,2,0
11,1,10:21.0,,Defensive rebound by N. Vučević,2,0
12,1,10:06.0,,E. Fournier misses 2-pt jump shot from 6 ft,2,0
13,1,10:05.0,Defensive rebound by S. Adams,,2,0
14,1,9:50.0,V. Oladipo misses 2-pt jump shot from 14 ft (block by T. Ross),,2,0
15,1,9:48.0,,Defensive rebound by N. Vučević,2,0
16,1,9:42.0,,N. Vučević misses 2-pt jump shot from 8 ft (block by S. Adams),2,0
17,1,9:40.0,Defensive rebound by S. Adams,,2,0
18,1,9:32.0,S. Adams misses 2-pt jump shot from 7 ft (block by N. Vučević),,2,0
19,1,9:30.0,,Defensive rebound by E. Payton,2,0
20,1,9:26.0,,E. Payton misses 2-pt layup from 3 ft (block by A. Roberson),2,0
21,1,9:23.0,Defensive rebound by V. Oladipo,,2,0
22,1,9:13.0,T. Gibson makes 2-pt layup from 2 ft,,4,0
23,1,8:48.0,,E. Fournier makes 2-pt layup from 2 ft,4,2
24,1,8:33.0,V. Oladipo makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,6,2
25,1,8:28.0,,Turnover by E. Payton (bad pass; steal by T. Gibson),6,2
26,1,8:21.0,R. Westbrook makes 2-pt layup from 2 ft,,8,2
27,1,8:07.0,,Turnover by E. Fournier (lost ball; steal by R. Westbrook),8,2
28,1,8:01.0,R. Westbrook makes 2-pt dunk at rim (assist by V. Oladipo),,10,2
29,1,7:53.0,,Orlando full timeout,10,2
30,1,7:43.0,,Turnover by T. Ross (lost ball; steal by V. Oladipo),10,2
31,1,7:33.0,Turnover by R. Westbrook (bad pass; steal by T. Ross),,10,2
32,1,7:21.0,,A. Gordon misses 2-pt jump shot from 19 ft,10,2
33,1,7:20.0,Defensive rebound by R. Westbrook,,10,2
34,1,7:15.0,Turnover by R. Westbrook (bad pass; steal by A. Gordon),,10,2
35,1,7:10.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),10,4
36,1,6:54.0,V. Oladipo misses 3-pt jump shot from 25 ft,,10,4
37,1,6:52.0,Offensive rebound by R. Westbrook,,10,4
38,1,6:49.0,R. Westbrook makes 2-pt layup from 3 ft,,12,4
39,1,6:36.0,,E. Fournier misses 2-pt jump shot from 20 ft,12,4
40,1,6:35.0,Defensive rebound by Team,,12,4
41,1,6:22.0,Turnover by R. Westbrook (bad pass; steal by A. Gordon),,12,4
42,1,6:14.0,,N. Vučević misses 2-pt jump shot from 20 ft,12,4
43,1,6:13.0,Defensive rebound by T. Gibson,,12,4
44,1,6:06.0,Oklahoma City full timeout,,12,4
45,1,5:57.0,Turnover by R. Westbrook (bad pass; steal by A. Gordon),,12,4
46,1,5:50.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by T. Ross),12,7
47,1,5:40.0,Shooting foul by E. Payton (drawn by R. Westbrook),,12,7
48,1,5:40.0,R. Westbrook misses free throw 1 of 2,,12,7
49,1,5:40.0,Offensive rebound by Team,,12,7
50,1,5:40.0,Á. Abrines enters the game for V. Oladipo,,12,7
51,1,5:40.0,R. Westbrook makes free throw 2 of 2,,13,7
52,1,5:28.0,,E. Payton makes 2-pt jump shot from 8 ft,13,9
53,1,5:06.0,Á. Abrines misses 3-pt jump shot from 26 ft,,13,9
54,1,5:06.0,Offensive rebound by Team,,13,9
55,1,5:06.0,,Loose ball foul by N. Vučević (drawn by S. Adams),13,9
56,1,4:46.0,A. Roberson misses 2-pt layup from 1 ft,,13,9
57,1,4:44.0,,Defensive rebound by N. Vučević,13,9
58,1,4:33.0,,A. Gordon misses 3-pt jump shot from 26 ft,13,9
59,1,4:32.0,,Offensive rebound by E. Payton,13,9
