,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
170,2,3:54.0,,J. McGee misses 2-pt jump shot from 6 ft,32,46
171,2,3:53.0,,Offensive rebound by J. McGee,32,46
172,2,3:53.0,,J. McGee misses 2-pt layup from 1 ft,32,46
173,2,3:51.0,,Offensive rebound by J. McGee,32,46
174,2,3:51.0,,J. McGee misses 2-pt layup from 2 ft,32,46
175,2,3:50.0,Defensive rebound by R. Lopez,,32,46
176,2,3:37.0,Shooting foul by S. Livingston (drawn by J. Grant),,32,46
177,2,3:37.0,J. Grant makes free throw 1 of 3,,33,46
178,2,3:37.0,J. Grant makes free throw 2 of 3,,34,46
179,2,3:37.0,R. Rondo enters the game for M. Carter-Williams,,34,46
180,2,3:37.0,J. Grant makes free throw 3 of 3,,35,46
181,2,3:21.0,,S. Curry misses 2-pt jump shot from 15 ft,35,46
182,2,3:21.0,Defensive rebound by Team,,35,46
183,2,2:54.0,R. Rondo makes 2-pt layup at rim (assist by J. Grant),,37,46
184,2,2:34.0,,S. Livingston makes 2-pt layup from 1 ft (assist by P. McCaw),37,48
185,2,2:18.0,R. Lopez misses 2-pt hook shot from 9 ft,,37,48
186,2,2:16.0,Offensive rebound by T. Gibson,,37,48
187,2,2:16.0,T. Gibson misses 2-pt layup from 2 ft,,37,48
188,2,2:15.0,,Defensive rebound by K. Durant,37,48
189,2,2:12.0,,Shooting foul by R. Lopez (drawn by K. Durant),37,48
190,2,2:12.0,Official timeout,,37,48
191,2,2:12.0,,K. Durant makes free throw 1 of 2,37,49
192,2,2:12.0,,D. Green enters the game for J. McGee,37,48
193,2,2:12.0,,A. Iguodala enters the game for S. Livingston,37,48
194,2,2:12.0,,K. Thompson enters the game for P. McCaw,37,48
195,2,2:12.0,,K. Durant makes free throw 2 of 2,37,50
196,2,1:46.0,R. Rondo misses 2-pt layup from 2 ft,,37,50
197,2,1:46.0,Offensive rebound by R. Lopez,,37,50
198,2,1:42.0,T. Gibson makes 2-pt dunk at rim (assist by R. Lopez),,39,50
199,2,1:20.0,,S. Curry misses 2-pt layup from 2 ft,39,50
200,2,1:19.0,Defensive rebound by T. Gibson,,39,50
201,2,0:58.0,J. Grant misses 3-pt jump shot from 30 ft,,39,50
202,2,0:58.0,,Defensive rebound by D. Green,39,50
203,2,0:45.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),39,53
204,2,0:35.0,R. Lopez makes 2-pt jump shot from 19 ft (assist by R. Rondo),,41,53
205,2,0:27.0,,K. Durant misses 3-pt jump shot from 28 ft,41,53
206,2,0:27.0,,Offensive rebound by A. Iguodala,41,53
207,2,0:08.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),41,55
208,2,0:08.0,Chicago full timeout,,41,55
209,2,0:08.0,D. McDermott enters the game for R. Lopez,,41,55
210,2,0:04.0,Personal foul by S. Curry (drawn by R. Rondo),,41,55
211,2,0:01.0,R. Rondo misses 2-pt jump shot from 11 ft,,41,55
212,2,0:00.0,Offensive rebound by Team,,41,55
213,3,11:47.0,R. Lopez misses 2-pt jump shot from 10 ft,,41,55
214,3,11:46.0,Offensive rebound by R. Lopez,,41,55
215,3,11:43.0,R. Lopez misses 2-pt dunk at rim (block by J. McGee),,41,55
216,3,11:41.0,,Defensive rebound by K. Durant,41,55
217,3,11:36.0,,J. McGee makes 2-pt dunk at rim (assist by K. Durant),41,57
218,3,11:19.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by D. Valentine),,43,57
219,3,11:03.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),43,60
220,3,10:46.0,D. Valentine misses 3-pt jump shot from 26 ft,,43,60
221,3,10:46.0,,Defensive rebound by K. Durant,43,60
222,3,10:35.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),43,63
223,3,10:35.0,Chicago full timeout,,43,63
224,3,10:29.0,Personal foul by S. Curry (drawn by J. Grant),,43,63
225,3,10:15.0,Shooting foul by S. Curry (drawn by M. Carter-Williams),,43,63
226,3,10:15.0,M. Carter-Williams makes free throw 1 of 2,,44,63
227,3,10:15.0,M. Carter-Williams misses free throw 2 of 2,,44,63
228,3,10:14.0,Offensive rebound by R. Lopez,,44,63
229,3,10:14.0,R. Lopez misses 2-pt layup from 1 ft,,44,63
230,3,10:12.0,Offensive rebound by R. Lopez,,44,63
231,3,10:12.0,R. Lopez misses 2-pt layup from 2 ft,,44,63
232,3,10:10.0,Offensive rebound by R. Lopez,,44,63
233,3,10:10.0,R. Lopez misses 2-pt layup from 1 ft,,44,63
234,3,10:08.0,,Defensive rebound by D. Green,44,63
235,3,10:01.0,,K. Durant misses 2-pt layup from 2 ft,44,63
236,3,10:00.0,Defensive rebound by T. Gibson,,44,63
237,3,9:56.0,M. Carter-Williams makes 2-pt jump shot from 7 ft (assist by D. Valentine),,46,63
238,3,9:36.0,,S. Curry misses 3-pt jump shot from 25 ft,46,63
239,3,9:36.0,Defensive rebound by T. Gibson,,46,63
240,3,9:26.0,D. Valentine misses 3-pt jump shot from 27 ft,,46,63
241,3,9:25.0,Offensive rebound by R. Lopez,,46,63
242,3,9:24.0,R. Lopez makes 2-pt hook shot from 5 ft,,48,63
243,3,9:09.0,,K. Thompson misses 2-pt layup from 3 ft,48,63
244,3,9:09.0,Defensive rebound by R. Lopez,,48,63
245,3,9:01.0,D. Valentine misses 3-pt jump shot from 26 ft,,48,63
246,3,9:01.0,Offensive rebound by T. Gibson,,48,63
247,3,9:01.0,T. Gibson makes 2-pt dunk at rim,,50,63
248,3,8:59.0,,Golden State full timeout,50,63
249,3,8:47.0,,J. McGee makes 2-pt dunk at rim (assist by S. Curry),50,65
250,3,8:47.0,,Shooting foul by T. Gibson (drawn by J. McGee),50,65
251,3,8:47.0,,J. McGee makes free throw 1 of 1,50,66
252,3,8:29.0,J. Grant makes 2-pt jump shot from 17 ft,,52,66
253,3,8:16.0,,J. McGee misses 2-pt hook shot from 5 ft,52,66
254,3,8:16.0,Defensive rebound by Team,,52,66
255,3,8:01.0,T. Gibson makes 2-pt dunk at rim (assist by R. Lopez),,54,66
256,3,7:46.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Thompson),54,69
257,3,7:30.0,Shooting foul by K. Durant (drawn by T. Gibson),,54,69
258,3,7:30.0,T. Gibson makes free throw 1 of 2,,55,69
259,3,7:30.0,T. Gibson makes free throw 2 of 2,,56,69
260,3,7:15.0,,S. Curry makes 2-pt jump shot from 18 ft,56,71
261,3,7:03.0,Shooting foul by J. McGee (drawn by R. Lopez),,56,71
262,3,7:03.0,R. Lopez makes free throw 1 of 2,,57,71
263,3,7:03.0,R. Lopez misses free throw 2 of 2,,57,71
264,3,7:03.0,,K. Looney enters the game for J. McGee,57,71
265,3,7:01.0,,Defensive rebound by K. Durant,57,71
266,3,6:47.0,,K. Durant misses 2-pt jump shot from 10 ft,57,71
267,3,6:46.0,Defensive rebound by R. Lopez,,57,71
268,3,6:35.0,T. Gibson misses 2-pt jump shot from 4 ft (block by D. Green),,57,71
269,3,6:34.0,,Defensive rebound by K. Looney,57,71
270,3,6:25.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),57,73
271,3,5:55.0,D. Valentine misses 3-pt jump shot from 26 ft,,57,73
272,3,5:54.0,,Defensive rebound by K. Looney,57,73
273,3,5:48.0,,K. Thompson misses 3-pt jump shot from 29 ft,57,73
274,3,5:47.0,Defensive rebound by M. Carter-Williams,,57,73
275,3,5:22.0,M. Carter-Williams misses 2-pt jump shot from 11 ft,,57,73
276,3,5:22.0,,Defensive rebound by K. Looney,57,73
277,3,5:11.0,,Turnover by K. Durant (bad pass; steal by D. Valentine),57,73
278,3,5:03.0,J. Grant makes 3-pt jump shot from 24 ft (assist by D. Valentine),,60,73
279,3,4:51.0,,Turnover by S. Curry (bad pass),60,73
280,3,4:51.0,,I. Clark enters the game for K. Thompson,60,73
281,3,4:51.0,N. Mirotić enters the game for T. Gibson,,60,73
282,3,4:51.0,R. Rondo enters the game for D. Valentine,,60,73
283,3,4:39.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by R. Rondo),,62,73
284,3,4:27.0,,K. Looney makes 2-pt dunk at rim (assist by D. Green),62,75
285,3,4:27.0,,Shooting foul by J. Grant (drawn by K. Looney),62,75
286,3,4:27.0,,K. Looney misses free throw 1 of 1,62,75
287,3,4:27.0,,A. Iguodala enters the game for D. Green,62,75
288,3,4:25.0,Defensive rebound by R. Rondo,,62,75
289,3,4:10.0,R. Lopez makes 2-pt layup from 1 ft (assist by R. Rondo),,64,75
290,3,3:59.0,,S. Curry makes 2-pt jump shot from 17 ft,64,77
291,3,3:43.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by J. Grant),,66,77
292,3,3:34.0,,Turnover by I. Clark (bad pass; steal by J. Grant),66,77
293,3,3:23.0,N. Mirotić misses 2-pt jump shot from 18 ft,,66,77
294,3,3:23.0,,Defensive rebound by K. Durant,66,77
295,3,3:14.0,,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Durant),66,79
296,3,3:07.0,N. Mirotić misses 3-pt jump shot from 25 ft,,66,79
297,3,3:06.0,,Defensive rebound by K. Looney,66,79
298,3,2:58.0,,Offensive foul by S. Curry (drawn by J. Grant),66,79
299,3,2:58.0,,Turnover by S. Curry (offensive foul),66,79
300,3,2:58.0,,B. Weber enters the game for S. Curry,66,79
301,3,2:58.0,D. McDermott enters the game for J. Grant,,66,79
302,3,2:46.0,R. Lopez misses 2-pt jump shot from 18 ft,,66,79
303,3,2:46.0,,Defensive rebound by K. Durant,66,79
304,3,2:39.0,,K. Durant makes 2-pt layup from 1 ft,66,81
305,3,2:16.0,Turnover by R. Lopez (traveling),,66,81
306,3,2:01.0,,K. Looney misses 2-pt jump shot from 19 ft,66,81
307,3,2:00.0,Defensive rebound by M. Carter-Williams,,66,81
308,3,1:53.0,M. Carter-Williams misses 2-pt jump shot from 15 ft,,66,81
309,3,1:52.0,,Defensive rebound by Team,66,81
310,3,1:52.0,I. Canaan enters the game for M. Carter-Williams,,66,81
311,3,1:35.0,,B. Weber misses 2-pt jump shot from 10 ft,66,81
312,3,1:34.0,Defensive rebound by R. Rondo,,66,81
313,3,1:23.0,N. Mirotić makes 2-pt jump shot from 10 ft,,68,81
314,3,1:15.0,,Personal foul by N. Mirotić (drawn by K. Durant),68,81
315,3,1:15.0,C. Felício enters the game for R. Lopez,,68,81
316,3,1:12.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by I. Clark),68,84
317,3,0:54.0,D. McDermott misses 2-pt jump shot from 20 ft,,68,84
318,3,0:53.0,Offensive rebound by C. Felício,,68,84
319,3,0:53.0,C. Felício misses 2-pt layup from 1 ft,,68,84
320,3,0:49.0,,Defensive rebound by K. Durant,68,84
321,3,0:44.0,,I. Clark misses 3-pt jump shot from 26 ft,68,84
322,3,0:43.0,Defensive rebound by R. Rondo,,68,84
323,3,0:32.0,Shooting foul by K. Looney (drawn by N. Mirotić),,68,84
324,3,0:32.0,N. Mirotić makes free throw 1 of 2,,69,84
325,3,0:32.0,N. Mirotić makes free throw 2 of 2,,70,84
326,3,0:19.0,,K. Looney makes 2-pt layup from 1 ft (assist by A. Iguodala),70,86
327,3,0:04.0,Turnover by R. Rondo (bad pass),,70,86
328,4,11:38.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Livingston),70,89
329,4,11:23.0,R. Rondo misses 2-pt jump shot from 3 ft,,70,89
330,4,11:23.0,Offensive rebound by R. Rondo,,70,89
331,4,11:23.0,R. Rondo makes 2-pt layup from 3 ft,,72,89
332,4,11:23.0,Shooting foul by S. Livingston (drawn by R. Rondo),,72,89
333,4,11:23.0,R. Rondo misses free throw 1 of 1,,72,89
334,4,11:21.0,,Defensive rebound by A. Iguodala,72,89
335,4,11:16.0,,S. Livingston misses 2-pt jump shot from 14 ft,72,89
336,4,11:14.0,,Offensive rebound by J. McAdoo,72,89
337,4,11:13.0,,J. McAdoo misses 2-pt layup from 3 ft,72,89
338,4,11:12.0,Defensive rebound by R. Rondo,,72,89
339,4,10:55.0,D. McDermott makes 2-pt jump shot from 18 ft (assist by I. Canaan),,74,89
340,4,10:36.0,,D. Green misses 3-pt jump shot from 23 ft,74,89
341,4,10:36.0,Defensive rebound by I. Canaan,,74,89
342,4,10:24.0,Turnover by N. Mirotić (traveling),,74,89
343,4,10:04.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Livingston),74,91
344,4,9:46.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by D. McDermott),,77,91
345,4,9:32.0,,Personal foul by N. Mirotić (drawn by D. Green),77,91
346,4,9:26.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),77,94
347,4,9:13.0,D. McDermott misses 2-pt jump shot from 17 ft,,77,94
348,4,9:12.0,,Defensive rebound by S. Livingston,77,94
349,4,9:04.0,,K. Thompson misses 2-pt layup from 3 ft,77,94
350,4,9:04.0,Defensive rebound by C. Felício,,77,94
351,4,8:56.0,R. Rondo makes 2-pt hook shot from 6 ft,,79,94
352,4,8:34.0,,K. Thompson makes 2-pt jump shot from 22 ft,79,96
353,4,8:17.0,R. Rondo makes 2-pt layup from 2 ft,,81,96
354,4,7:59.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by A. Iguodala),81,98
355,4,7:43.0,Shooting foul by J. McAdoo (drawn by I. Canaan),,81,98
356,4,7:43.0,Official timeout,,81,98
357,4,7:43.0,I. Canaan makes free throw 1 of 2,,82,98
358,4,7:43.0,M. Carter-Williams enters the game for D. McDermott,,81,98
359,4,7:43.0,I. Canaan makes free throw 2 of 2,,83,98
360,4,7:28.0,,Shooting foul by M. Carter-Williams (drawn by K. Thompson),83,98
361,4,7:28.0,,K. Thompson makes free throw 1 of 2,83,99
362,4,7:28.0,,K. Thompson makes free throw 2 of 2,83,100
363,4,7:12.0,I. Canaan misses 3-pt jump shot from 27 ft,,83,100
364,4,7:12.0,,Defensive rebound by K. Thompson,83,100
365,4,7:07.0,,Turnover by K. Thompson (bad pass; steal by C. Felício),83,100
366,4,6:49.0,C. Felício makes 2-pt layup from 3 ft (assist by R. Rondo),,85,100
367,4,6:38.0,,Personal foul by N. Mirotić (drawn by K. Thompson),85,100
368,4,6:38.0,D. Valentine enters the game for I. Canaan,,85,100
369,4,6:38.0,,S. Curry enters the game for A. Iguodala,85,100
370,4,6:26.0,,Turnover by D. Green (bad pass; steal by N. Mirotić),85,100
371,4,6:17.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,85,100
372,4,6:16.0,,Defensive rebound by D. Green,85,100
373,4,6:10.0,Violation by N. Mirotić (kicked ball),,85,100
374,4,6:05.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Curry),85,102
375,4,5:40.0,N. Mirotić misses 3-pt jump shot from 26 ft,,85,102
376,4,5:39.0,,Defensive rebound by K. Thompson,85,102
377,4,5:31.0,,K. Thompson misses 2-pt layup from 2 ft,85,102
378,4,5:31.0,,Offensive rebound by Team,85,102
379,4,5:31.0,,Golden State full timeout,85,102
380,4,5:31.0,,K. Durant enters the game for S. Livingston,85,102
381,4,5:31.0,R. Lopez enters the game for R. Rondo,,85,102
382,4,5:31.0,B. Portis enters the game for N. Mirotić,,85,102
383,4,5:31.0,I. Canaan enters the game for C. Felício,,85,102
