,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
0,1,11:44.0,D. Jordan misses 2-pt layup from 1 ft,,0,0
1,1,11:43.0,,Defensive rebound by K. Towns,0,0
2,1,11:33.0,,K. Towns misses 2-pt jump shot from 12 ft,0,0
3,1,11:32.0,Defensive rebound by Team,,0,0
4,1,11:25.0,B. Griffin makes 2-pt jump shot from 6 ft (assist by C. Paul),,2,0
5,1,11:04.0,,Z. LaVine misses 3-pt jump shot from 24 ft,2,0
6,1,11:02.0,,Offensive rebound by R. Rubio,2,0
7,1,10:59.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),2,2
8,1,10:40.0,L. Mbah a Moute misses 3-pt jump shot from 24 ft,,2,2
9,1,10:39.0,,Defensive rebound by G. Dieng,2,2
10,1,10:30.0,,R. Rubio misses 2-pt layup from 1 ft (block by D. Jordan),2,2
11,1,10:28.0,,Offensive rebound by R. Rubio,2,2
12,1,10:24.0,,G. Dieng misses 2-pt jump shot from 16 ft,2,2
13,1,10:23.0,,Offensive rebound by K. Towns,2,2
14,1,10:21.0,,K. Towns misses 2-pt layup at rim,2,2
15,1,10:20.0,Defensive rebound by D. Jordan,,2,2
16,1,10:03.0,J. Redick misses 3-pt jump shot from 24 ft,,2,2
17,1,10:02.0,,Defensive rebound by A. Wiggins,2,2
18,1,9:53.0,,Turnover by A. Wiggins (bad pass; steal by C. Paul),2,2
19,1,9:36.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,4,2
20,1,9:22.0,,A. Wiggins makes 2-pt jump shot from 15 ft,4,4
21,1,9:03.0,C. Paul misses 2-pt jump shot from 14 ft,,4,4
22,1,9:02.0,,Defensive rebound by K. Towns,4,4
23,1,8:49.0,,Turnover by K. Towns (lost ball; steal by C. Paul),4,4
24,1,8:43.0,B. Griffin misses 2-pt layup from 1 ft,,4,4
25,1,8:42.0,,Defensive rebound by Team,4,4
26,1,8:23.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),4,6
27,1,8:11.0,L. Mbah a Moute makes 2-pt layup at rim (assist by D. Jordan),,6,6
28,1,7:59.0,,K. Towns misses 3-pt jump shot from 25 ft,6,6
29,1,7:58.0,Defensive rebound by B. Griffin,,6,6
30,1,7:50.0,J. Redick misses 3-pt jump shot from 26 ft,,6,6
31,1,7:49.0,,Defensive rebound by K. Towns,6,6
32,1,7:42.0,,Shooting foul by D. Jordan (drawn by K. Towns),6,6
33,1,7:42.0,,K. Towns makes free throw 1 of 2,6,7
34,1,7:42.0,,K. Towns makes free throw 2 of 2,6,8
35,1,7:32.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,8,8
36,1,7:20.0,,A. Wiggins misses 2-pt jump shot from 18 ft (block by L. Mbah a Moute),8,8
37,1,7:18.0,,Offensive rebound by R. Rubio,8,8
38,1,7:09.0,,G. Dieng makes 2-pt jump shot from 16 ft,8,10
39,1,6:47.0,C. Paul makes 3-pt jump shot from 25 ft,,11,10
40,1,6:20.0,,G. Dieng makes 2-pt layup at rim (assist by R. Rubio),11,12
41,1,6:02.0,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),,13,12
42,1,5:44.0,,Minnesota full timeout,13,12
43,1,5:39.0,,Turnover by R. Rubio (bad pass; steal by J. Redick),13,12
44,1,5:34.0,B. Griffin makes 2-pt layup at rim,,15,12
45,1,5:20.0,,A. Wiggins makes 2-pt jump shot from 5 ft,15,14
46,1,5:20.0,,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins),15,14
47,1,5:20.0,,A. Wiggins makes free throw 1 of 1,15,15
48,1,5:10.0,Turnover by C. Paul (bad pass),,15,15
49,1,4:57.0,,Z. LaVine misses 2-pt jump shot from 14 ft,15,15
50,1,4:56.0,,Offensive rebound by G. Dieng,15,15
51,1,4:43.0,,R. Rubio misses 3-pt jump shot from 25 ft,15,15
52,1,4:42.0,Defensive rebound by D. Jordan,,15,15
53,1,4:32.0,L. Mbah a Moute makes 2-pt layup at rim,,17,15
54,1,4:32.0,Shooting foul by K. Towns (drawn by L. Mbah a Moute),,17,15
55,1,4:32.0,L. Mbah a Moute makes free throw 1 of 1,,18,15
56,1,4:17.0,,A. Wiggins misses 3-pt jump shot from 25 ft,18,15
57,1,4:16.0,Defensive rebound by D. Jordan,,18,15
58,1,4:10.0,C. Paul makes 3-pt jump shot from 25 ft,,21,15
59,1,4:02.0,,Minnesota full timeout,21,15
60,1,3:44.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by G. Dieng),21,17
61,1,3:30.0,Personal foul by R. Rubio (drawn by D. Jordan),,21,17
62,1,3:30.0,,K. Dunn enters the game for R. Rubio,21,17
