,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
26,1,7:45.0,,Defensive rebound by A. Gordon,8,9
27,1,7:38.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),8,11
28,1,7:23.0,B. Lopez makes 2-pt hook shot from 10 ft (assist by J. Lin),,10,11
29,1,7:12.0,,Shooting foul by B. Lopez (drawn by E. Payton),10,11
30,1,7:12.0,,E. Payton misses free throw 1 of 2,10,11
31,1,7:12.0,,Offensive rebound by Team,10,11
32,1,7:12.0,,E. Payton makes free throw 2 of 2,10,12
33,1,6:51.0,C. LeVert makes 2-pt layup from 2 ft,,12,12
34,1,6:38.0,,A. Gordon makes 2-pt layup from 2 ft,12,14
35,1,6:38.0,Brooklyn full timeout,,12,14
36,1,6:20.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,12,14
37,1,6:19.0,,Defensive rebound by N. Vučević,12,14
38,1,6:08.0,,J. Meeks misses 2-pt jump shot from 20 ft,12,14
39,1,6:06.0,Defensive rebound by R. Hollis-Jefferson,,12,14
40,1,5:56.0,J. Lin makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,15,14
41,1,5:35.0,,A. Gordon misses 2-pt jump shot from 16 ft,15,14
42,1,5:34.0,Defensive rebound by C. LeVert,,15,14
43,1,5:27.0,Personal foul by A. Gordon (drawn by C. LeVert),,15,14
44,1,5:27.0,I. Whitehead enters the game for C. LeVert,,15,14
45,1,5:24.0,B. Lopez misses 2-pt hook shot from 6 ft,,15,14
46,1,5:22.0,,Defensive rebound by N. Vučević,15,14
47,1,5:12.0,,N. Vučević misses 3-pt jump shot from 25 ft,15,14
48,1,5:11.0,Defensive rebound by J. Lin,,15,14
49,1,5:04.0,J. Lin misses 2-pt jump shot from 20 ft,,15,14
50,1,5:03.0,,Defensive rebound by A. Gordon,15,14
51,1,4:53.0,,E. Payton makes 3-pt jump shot from 25 ft (assist by T. Ross),15,17
52,1,4:38.0,J. Lin misses 3-pt jump shot from 25 ft,,15,17
53,1,4:37.0,,Defensive rebound by T. Ross,15,17
54,1,4:31.0,,E. Payton misses 2-pt jump shot from 18 ft,15,17
55,1,4:30.0,Defensive rebound by J. Lin,,15,17
56,1,4:14.0,B. Lopez misses 2-pt jump shot from 15 ft,,15,17
57,1,4:12.0,,Defensive rebound by E. Payton,15,17
58,1,4:02.0,,N. Vučević makes 2-pt jump shot from 19 ft,15,19
59,1,3:49.0,Turnover by B. Lopez (bad pass; steal by A. Gordon),,15,19
60,1,3:41.0,,N. Vučević misses 2-pt layup from 2 ft (block by I. Whitehead),15,19
61,1,3:38.0,Defensive rebound by J. Lin,,15,19
62,1,3:32.0,Shooting foul by E. Payton (drawn by I. Whitehead),,15,19
63,1,3:32.0,I. Whitehead makes free throw 1 of 2,,16,19
64,1,3:32.0,Q. Acy enters the game for R. Hollis-Jefferson,,16,19
65,1,3:32.0,,M. Hezonja enters the game for N. Vučević,16,19
66,1,3:32.0,,B. Biyombo enters the game for J. Meeks,16,19
67,1,3:32.0,I. Whitehead makes free throw 2 of 2,,17,19
68,1,3:22.0,,E. Payton misses 2-pt jump shot from 10 ft,17,19
69,1,3:21.0,,Offensive rebound by Team,17,19
70,1,3:21.0,Loose ball foul by J. Lin (drawn by B. Biyombo),,17,19
71,1,3:21.0,,Orlando full timeout,17,19
72,1,3:21.0,S. Dinwiddie enters the game for R. Foye,,17,19
73,1,3:21.0,A. Goodwin enters the game for J. Lin,,17,19
74,1,3:21.0,J. Hamilton enters the game for B. Lopez,,17,19
75,1,3:08.0,,A. Gordon misses 3-pt jump shot from 25 ft,17,19
76,1,3:07.0,Defensive rebound by A. Goodwin,,17,19
77,1,2:59.0,Turnover by A. Goodwin (bad pass; steal by T. Ross),,17,19
78,1,2:43.0,,E. Payton misses 3-pt jump shot from 25 ft,17,19
79,1,2:42.0,Defensive rebound by A. Goodwin,,17,19
80,1,2:22.0,Turnover by J. Hamilton (lost ball; steal by T. Ross),,17,19
81,1,2:11.0,,Turnover by A. Gordon (bad pass; steal by S. Dinwiddie),17,19
82,1,2:03.0,J. Hamilton misses 2-pt layup from 2 ft (block by M. Hezonja),,17,19
83,1,2:00.0,Offensive rebound by J. Hamilton,,17,19
84,1,2:00.0,J. Hamilton makes 2-pt layup from 2 ft,,19,19
85,1,1:50.0,,T. Ross misses 2-pt jump shot from 6 ft,19,19
86,1,1:49.0,Defensive rebound by A. Goodwin,,19,19
87,1,1:44.0,J. Hamilton misses 2-pt layup from 2 ft,,19,19
88,1,1:41.0,,Defensive rebound by E. Payton,19,19
89,1,1:38.0,,Turnover by E. Payton (bad pass; steal by S. Dinwiddie),19,19
90,1,1:21.0,S. Dinwiddie makes 2-pt layup from 3 ft,,21,19
91,1,1:08.0,,Shooting foul by J. Hamilton (drawn by B. Biyombo),21,19
92,1,1:08.0,,B. Biyombo makes free throw 1 of 2,21,20
93,1,1:08.0,,B. Biyombo misses free throw 2 of 2,21,20
94,1,1:08.0,,Offensive rebound by Team,21,20
95,1,1:08.0,Loose ball foul by J. Hamilton (drawn by B. Biyombo),,21,20
96,1,1:08.0,,M. Hezonja makes free throw 1 of 2,21,21
97,1,1:08.0,,D. Augustin enters the game for E. Payton,21,20
98,1,1:08.0,,M. Georges-Hunt enters the game for A. Gordon,21,20
99,1,1:08.0,,M. Hezonja makes free throw 2 of 2,21,22
100,1,0:53.0,J. Hamilton makes 2-pt layup from 2 ft (assist by I. Whitehead),,23,22
101,1,0:45.0,,T. Ross misses 3-pt jump shot from 26 ft,23,22
102,1,0:44.0,Defensive rebound by J. Hamilton,,23,22
103,1,0:27.0,Turnover by J. Hamilton (3 sec),,23,22
104,1,0:09.0,,Turnover by B. Biyombo (bad pass),23,22
105,1,0:05.0,Personal take foul by D. Augustin (drawn by A. Goodwin),,23,22
106,1,0:02.0,J. Hamilton makes 2-pt layup from 2 ft (assist by A. Goodwin),,25,22
107,2,11:47.0,,Offensive foul by B. Biyombo (drawn by A. Goodwin),25,22
108,2,11:47.0,,Turnover by B. Biyombo (offensive foul),25,22
109,2,11:32.0,I. Whitehead misses 2-pt layup from 2 ft,,25,22
110,2,11:31.0,Offensive rebound by I. Whitehead,,25,22
111,2,11:27.0,A. Goodwin misses 2-pt layup from 1 ft (block by B. Biyombo),,25,22
112,2,11:26.0,Offensive rebound by Team,,25,22
113,2,11:21.0,A. Goodwin misses 3-pt jump shot from 30 ft,,25,22
114,2,11:20.0,,Defensive rebound by P. Garino,25,22
115,2,11:12.0,,Shooting foul by I. Whitehead (drawn by B. Biyombo),25,22
116,2,11:12.0,,B. Biyombo makes free throw 1 of 2,25,23
117,2,11:12.0,,B. Biyombo makes free throw 2 of 2,25,24
118,2,11:02.0,A. Goodwin misses 2-pt layup from 2 ft (block by M. Hezonja),,25,24
119,2,10:59.0,,Defensive rebound by M. Georges-Hunt,25,24
120,2,10:51.0,,Turnover by M. Georges-Hunt (bad pass),25,24
121,2,10:37.0,Turnover by I. Whitehead (bad pass; steal by M. Georges-Hunt),,25,24
122,2,10:33.0,,Shooting foul by S. Dinwiddie (drawn by M. Hezonja),25,24
123,2,10:33.0,,M. Hezonja makes free throw 1 of 2,25,25
124,2,10:33.0,,M. Hezonja makes free throw 2 of 2,25,26
125,2,10:19.0,I. Whitehead misses 3-pt jump shot from 25 ft,,25,26
126,2,10:17.0,,Defensive rebound by B. Biyombo,25,26
127,2,10:06.0,,D. Augustin misses 2-pt jump shot from 8 ft (block by J. Hamilton),25,26
128,2,10:04.0,,Offensive rebound by B. Biyombo,25,26
129,2,10:03.0,,B. Biyombo makes 2-pt jump shot from 4 ft,25,28
130,2,9:54.0,Def 3 sec tech foul by P. Garino,,25,28
131,2,9:54.0,I. Whitehead makes technical free throw,,26,28
132,2,9:54.0,,S. Zimmerman enters the game for B. Biyombo,26,28
133,2,9:42.0,J. Hamilton misses 3-pt jump shot from 25 ft,,26,28
134,2,9:41.0,,Defensive rebound by M. Georges-Hunt,26,28
135,2,9:31.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by M. Hezonja),26,31
136,2,9:30.0,Brooklyn full timeout,,26,31
137,2,9:16.0,I. Whitehead makes 2-pt layup from 2 ft,,28,31
138,2,8:52.0,,D. Augustin misses 2-pt jump shot from 18 ft,28,31
139,2,8:51.0,,Offensive rebound by S. Zimmerman,28,31
140,2,8:45.0,,Turnover by D. Augustin (bad pass; steal by I. Whitehead),28,31
141,2,8:40.0,I. Whitehead makes 2-pt layup from 2 ft,,30,31
142,2,8:17.0,,P. Garino misses 3-pt jump shot from 23 ft,30,31
143,2,8:16.0,,Offensive rebound by Team,30,31
144,2,8:01.0,,M. Hezonja makes 2-pt jump shot from 23 ft (assist by S. Zimmerman),30,33
145,2,7:47.0,Q. Acy misses 2-pt jump shot from 9 ft,,30,33
146,2,7:46.0,,Defensive rebound by S. Zimmerman,30,33
147,2,7:37.0,,S. Zimmerman misses 2-pt jump shot from 12 ft,30,33
148,2,7:35.0,Defensive rebound by A. Goodwin,,30,33
149,2,7:29.0,J. Hamilton misses 3-pt jump shot from 26 ft,,30,33
150,2,7:27.0,,Defensive rebound by P. Garino,30,33
151,2,7:12.0,,S. Zimmerman misses 2-pt jump shot from 5 ft (block by I. Whitehead),30,33
152,2,7:12.0,,Offensive rebound by Team,30,33
153,2,7:12.0,B. Lopez enters the game for J. Hamilton,,30,33
154,2,7:12.0,J. Lin enters the game for S. Dinwiddie,,30,33
155,2,7:04.0,,D. Augustin misses 2-pt layup from 2 ft (block by J. Lin),30,33
156,2,7:01.0,,Offensive rebound by D. Augustin,30,33
157,2,7:00.0,,D. Augustin misses 2-pt jump shot from 10 ft,30,33
158,2,6:58.0,Defensive rebound by Q. Acy,,30,33
159,2,6:56.0,Personal foul by P. Garino (drawn by J. Lin),,30,33
160,2,6:49.0,Shooting foul by S. Zimmerman (drawn by B. Lopez),,30,33
161,2,6:49.0,B. Lopez misses free throw 1 of 2,,30,33
162,2,6:49.0,Offensive rebound by Team,,30,33
163,2,6:49.0,B. Lopez makes free throw 2 of 2,,31,33
164,2,6:38.0,,S. Zimmerman misses 2-pt jump shot from 13 ft,31,33
165,2,6:37.0,Defensive rebound by I. Whitehead,,31,33
166,2,6:26.0,J. Lin makes 2-pt jump shot from 17 ft,,33,33
167,2,6:25.0,,Orlando full timeout,33,33
168,2,6:25.0,,T. Ross enters the game for M. Georges-Hunt,33,33
169,2,6:25.0,,N. Vučević enters the game for S. Zimmerman,33,33
170,2,6:25.0,R. Hollis-Jefferson enters the game for I. Whitehead,,33,33
171,2,6:25.0,C. LeVert enters the game for Q. Acy,,33,33
172,2,6:06.0,,T. Ross misses 3-pt jump shot from 25 ft,33,33
173,2,6:05.0,Defensive rebound by B. Lopez,,33,33
174,2,5:54.0,A. Goodwin makes 2-pt layup from 2 ft (assist by J. Lin),,35,33
175,2,5:34.0,,D. Augustin misses 2-pt jump shot from 10 ft,35,33
176,2,5:32.0,Defensive rebound by R. Hollis-Jefferson,,35,33
177,2,5:26.0,B. Lopez misses 3-pt jump shot from 25 ft,,35,33
178,2,5:25.0,,Defensive rebound by D. Augustin,35,33
179,2,5:15.0,,Turnover by M. Hezonja (bad pass; steal by J. Lin),35,33
180,2,5:08.0,J. Lin makes 3-pt jump shot from 27 ft (assist by R. Hollis-Jefferson),,38,33
181,2,4:51.0,,T. Ross makes 2-pt jump shot from 22 ft (assist by N. Vučević),38,35
182,2,4:35.0,Turnover by B. Lopez (bad pass; steal by D. Augustin),,38,35
183,2,4:21.0,,P. Garino misses 3-pt jump shot from 24 ft,38,35
184,2,4:20.0,Defensive rebound by Team,,38,35
185,2,4:18.0,,Loose ball foul by M. Hezonja (drawn by A. Goodwin),38,35
186,2,4:18.0,,E. Payton enters the game for M. Hezonja,38,35
187,2,4:18.0,,J. Meeks enters the game for D. Augustin,38,35
188,2,4:18.0,,A. Gordon enters the game for P. Garino,38,35
189,2,4:09.0,Offensive foul by B. Lopez (drawn by A. Gordon),,38,35
190,2,4:09.0,Turnover by B. Lopez (offensive foul),,38,35
191,2,4:09.0,S. Dinwiddie enters the game for A. Goodwin,,38,35
192,2,3:54.0,,E. Payton makes 2-pt layup from 2 ft,38,37
193,2,3:41.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,40,37
194,2,3:23.0,,Turnover by J. Meeks (lost ball; steal by R. Hollis-Jefferson),40,37
195,2,3:08.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,43,37
196,2,2:53.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Payton),43,39
197,2,2:38.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,43,39
198,2,2:38.0,,Defensive rebound by Team,43,39
199,2,2:38.0,Official timeout,,43,39
200,2,2:23.0,,E. Payton makes 2-pt jump shot from 10 ft,43,41
201,2,2:10.0,Turnover by J. Lin (lost ball; steal by E. Payton),,43,41
202,2,2:07.0,,Shooting foul by C. LeVert (drawn by A. Gordon),43,41
203,2,2:07.0,,A. Gordon misses free throw 1 of 2,43,41
204,2,2:07.0,,Offensive rebound by Team,43,41
205,2,2:07.0,,A. Gordon makes free throw 2 of 2,43,42
206,2,1:59.0,,Violation by E. Payton (kicked ball),43,42
207,2,1:53.0,J. Lin makes 3-pt jump shot from 26 ft (assist by B. Lopez),,46,42
208,2,1:42.0,,E. Payton misses 2-pt layup from 2 ft (block by S. Dinwiddie),46,42
209,2,1:40.0,,Offensive rebound by A. Gordon,46,42
210,2,1:40.0,,A. Gordon makes 2-pt dunk at rim,46,44
211,2,1:17.0,R. Hollis-Jefferson makes 2-pt jump shot from 5 ft (assist by S. Dinwiddie),,48,44
212,2,1:06.0,,J. Meeks misses 2-pt jump shot from 15 ft,48,44
213,2,1:05.0,Defensive rebound by B. Lopez,,48,44
214,2,0:58.0,Shooting foul by J. Meeks (drawn by J. Lin),,48,44
215,2,0:58.0,J. Lin makes free throw 1 of 3,,49,44
216,2,0:58.0,J. Lin misses free throw 2 of 3,,49,44
217,2,0:58.0,Offensive rebound by Team,,49,44
218,2,0:58.0,J. Lin makes free throw 3 of 3,,50,44
219,2,0:41.0,,E. Payton makes 2-pt jump shot from 17 ft,50,46
220,2,0:36.0,J. Lin misses 3-pt jump shot from 29 ft,,50,46
221,2,0:35.0,,Defensive rebound by N. Vučević,50,46
222,2,0:27.0,,A. Gordon makes 2-pt layup from 3 ft (assist by E. Payton),50,48
223,2,0:06.0,B. Lopez misses 2-pt jump shot from 17 ft,,50,48
224,2,0:05.0,,Defensive rebound by E. Payton,50,48
225,2,0:00.0,,E. Payton makes 2-pt jump shot from 12 ft,50,50
226,3,11:46.0,,Personal foul by R. Foye (drawn by T. Ross),50,50
227,3,11:39.0,,N. Vučević makes 2-pt layup from 2 ft,50,52
228,3,11:14.0,J. Lin misses 2-pt jump shot from 21 ft,,50,52
229,3,11:13.0,,Defensive rebound by T. Ross,50,52
230,3,10:58.0,,T. Ross misses 3-pt jump shot from 26 ft,50,52
231,3,10:57.0,Defensive rebound by R. Foye,,50,52
232,3,10:45.0,R. Foye misses 3-pt jump shot from 26 ft,,50,52
233,3,10:44.0,,Defensive rebound by N. Vučević,50,52
234,3,10:30.0,,N. Vučević makes 2-pt layup from 2 ft (assist by T. Ross),50,54
235,3,10:20.0,Shooting foul by E. Payton (drawn by B. Lopez),,50,54
236,3,10:20.0,B. Lopez makes free throw 1 of 2,,51,54
237,3,10:20.0,B. Lopez misses free throw 2 of 2,,51,54
238,3,10:19.0,,Defensive rebound by A. Gordon,51,54
239,3,9:58.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),51,56
240,3,9:44.0,Turnover by R. Hollis-Jefferson (lost ball),,51,56
241,3,9:33.0,,E. Payton makes 2-pt layup from 3 ft,51,58
242,3,9:33.0,Brooklyn full timeout,,51,58
243,3,9:19.0,R. Hollis-Jefferson misses 2-pt jump shot from 18 ft,,51,58
244,3,9:18.0,Offensive rebound by B. Lopez,,51,58
245,3,9:16.0,Shooting foul by N. Vučević (drawn by J. Lin),,51,58
246,3,9:16.0,J. Lin makes free throw 1 of 2,,52,58
247,3,9:16.0,J. Lin makes free throw 2 of 2,,53,58
248,3,9:02.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by E. Payton),53,61
249,3,8:49.0,B. Lopez makes 2-pt jump shot from 10 ft,,55,61
250,3,8:40.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Payton),55,64
251,3,8:27.0,B. Lopez misses 3-pt jump shot from 25 ft,,55,64
252,3,8:26.0,,Defensive rebound by A. Gordon,55,64
253,3,8:21.0,,J. Meeks misses 3-pt jump shot from 25 ft,55,64
254,3,8:19.0,Defensive rebound by B. Lopez,,55,64
255,3,8:10.0,C. LeVert misses 2-pt jump shot from 16 ft,,55,64
256,3,8:09.0,,Defensive rebound by N. Vučević,55,64
257,3,8:01.0,,J. Meeks makes 2-pt layup from 2 ft (assist by E. Payton),55,66
258,3,7:46.0,Turnover by J. Lin (bad pass; steal by N. Vučević),,55,66
259,3,7:42.0,,J. Meeks makes 2-pt layup from 1 ft (assist by E. Payton),55,68
260,3,7:42.0,Brooklyn full timeout,,55,68
261,3,7:29.0,Shooting foul by A. Gordon (drawn by C. LeVert),,55,68
262,3,7:29.0,C. LeVert makes free throw 1 of 2,,56,68
263,3,7:29.0,C. LeVert makes free throw 2 of 2,,57,68
264,3,7:10.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by A. Gordon),57,71
265,3,7:07.0,Inbound foul by A. Gordon,,57,71
266,3,7:07.0,Q. Acy enters the game for R. Hollis-Jefferson,,57,71
267,3,7:07.0,J. Lin makes free throw 1 of 1,,58,71
268,3,6:54.0,B. Lopez misses 2-pt hook shot from 6 ft,,58,71
269,3,6:53.0,,Defensive rebound by N. Vučević,58,71
270,3,6:47.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),58,73
271,3,6:34.0,J. Lin misses 2-pt jump shot from 9 ft,,58,73
272,3,6:33.0,,Defensive rebound by N. Vučević,58,73
273,3,6:12.0,,A. Gordon misses 2-pt dunk from 1 ft (block by Q. Acy),58,73
274,3,6:12.0,,Offensive rebound by A. Gordon,58,73
275,3,6:12.0,,Shooting foul by J. Lin (drawn by A. Gordon),58,73
276,3,6:12.0,,A. Gordon makes free throw 1 of 2,58,74
277,3,6:12.0,S. Dinwiddie enters the game for R. Foye,,58,74
278,3,6:12.0,,A. Gordon makes free throw 2 of 2,58,75
279,3,5:57.0,B. Lopez makes 2-pt layup from 1 ft (assist by C. LeVert),,60,75
280,3,5:41.0,,J. Meeks misses 3-pt jump shot from 26 ft,60,75
281,3,5:40.0,Defensive rebound by C. LeVert,,60,75
282,3,5:39.0,Personal take foul by J. Meeks (drawn by C. LeVert),,60,75
283,3,5:39.0,C. LeVert makes free throw 1 of 2,,61,75
284,3,5:39.0,,M. Hezonja enters the game for T. Ross,61,75
285,3,5:39.0,C. LeVert makes free throw 2 of 2,,62,75
286,3,5:16.0,,N. Vučević misses 2-pt jump shot from 19 ft,62,75
287,3,5:15.0,Defensive rebound by J. Lin,,62,75
288,3,5:11.0,A. Goodwin enters the game for C. LeVert,,62,75
289,3,5:11.0,J. Hamilton enters the game for B. Lopez,,62,75
290,3,5:11.0,I. Whitehead enters the game for J. Lin,,62,75
291,3,5:04.0,S. Dinwiddie misses 2-pt jump shot from 13 ft,,62,75
292,3,5:04.0,Offensive rebound by Q. Acy,,62,75
293,3,5:04.0,Q. Acy misses 2-pt layup from 1 ft,,62,75
294,3,5:02.0,,Defensive rebound by N. Vučević,62,75
295,3,4:54.0,,M. Hezonja misses 2-pt jump shot from 21 ft,62,75
296,3,4:52.0,Defensive rebound by J. Hamilton,,62,75
297,3,4:42.0,I. Whitehead makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,65,75
298,3,4:41.0,,Orlando full timeout,65,75
299,3,4:19.0,,N. Vučević misses 2-pt jump shot from 11 ft,65,75
300,3,4:18.0,Defensive rebound by A. Goodwin,,65,75
301,3,4:10.0,Turnover by S. Dinwiddie (bad pass; steal by A. Gordon),,65,75
302,3,4:03.0,,Turnover by M. Hezonja (offensive foul),65,75
303,3,4:03.0,Offensive charge foul by M. Hezonja (drawn by I. Whitehead),,65,75
304,3,3:50.0,A. Goodwin makes 2-pt layup from 2 ft,,67,75
305,3,3:31.0,,N. Vučević makes 2-pt hook shot from 6 ft,67,77
306,3,3:09.0,Turnover by S. Dinwiddie (bad pass),,67,77
307,3,2:53.0,,J. Meeks makes 2-pt layup from 3 ft (assist by E. Payton),67,79
308,3,2:32.0,I. Whitehead misses 3-pt jump shot from 26 ft,,67,79
309,3,2:32.0,,Defensive rebound by Team,67,79
310,3,2:32.0,Loose ball foul by Q. Acy (drawn by M. Hezonja),,67,79
311,3,2:13.0,,N. Vučević misses 2-pt hook shot from 8 ft,67,79
312,3,2:11.0,,Offensive rebound by E. Payton,67,79
313,3,2:11.0,,E. Payton makes 2-pt layup from 2 ft,67,81
314,3,2:00.0,Turnover by I. Whitehead (bad pass; steal by A. Gordon),,67,81
315,3,1:54.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),67,83
316,3,1:33.0,Shooting foul by A. Gordon (drawn by S. Dinwiddie),,67,83
317,3,1:33.0,,Violation by Team (jump ball),67,83
318,3,1:33.0,S. Dinwiddie misses free throw 1 of 2,,67,83
319,3,1:33.0,Offensive rebound by Team,,67,83
320,3,1:33.0,,S. Zimmerman enters the game for A. Gordon,67,83
321,3,1:33.0,,M. Georges-Hunt enters the game for N. Vučević,67,83
322,3,1:33.0,S. Dinwiddie makes free throw 2 of 2,,68,83
323,3,1:18.0,,Turnover by S. Zimmerman (bad pass; steal by J. Hamilton),68,83
324,3,1:12.0,A. Goodwin misses 2-pt layup from 2 ft (block by S. Zimmerman),,68,83
325,3,1:07.0,,Defensive rebound by J. Meeks,68,83
326,3,1:07.0,,Turnover by J. Meeks (bad pass),68,83
327,3,0:58.0,S. Dinwiddie makes 2-pt layup from 2 ft,,70,83
328,3,0:39.0,,E. Payton misses 2-pt jump shot from 16 ft,70,83
329,3,0:38.0,Defensive rebound by Q. Acy,,70,83
330,3,0:31.0,Shooting foul by M. Georges-Hunt (drawn by J. Hamilton),,70,83
331,3,0:31.0,J. Hamilton makes free throw 1 of 2,,71,83
332,3,0:31.0,J. Hamilton misses free throw 2 of 2,,71,83
333,3,0:31.0,,Defensive rebound by M. Hezonja,71,83
334,3,0:31.0,,D. Augustin enters the game for E. Payton,71,83
335,3,0:11.0,,J. Meeks makes 3-pt jump shot from 24 ft,71,86
336,3,0:03.0,J. Hamilton misses 2-pt jump shot from 10 ft,,71,86
337,3,0:01.0,,Defensive rebound by S. Zimmerman,71,86
338,3,0:00.0,,D. Augustin misses 3-pt jump shot from 72 ft,71,86
339,3,0:00.0,,Offensive rebound by Team,71,86
340,4,11:44.0,S. Dinwiddie misses 2-pt jump shot from 17 ft,,71,86
341,4,11:43.0,,Defensive rebound by M. Hezonja,71,86
342,4,11:28.0,,S. Zimmerman misses 2-pt layup from 2 ft,71,86
343,4,11:27.0,Defensive rebound by S. Dinwiddie,,71,86
344,4,11:19.0,Q. Acy makes 2-pt jump shot from 11 ft,,73,86
345,4,10:54.0,,D. Augustin misses 3-pt jump shot from 25 ft,73,86
346,4,10:52.0,,Offensive rebound by M. Hezonja,73,86
347,4,10:43.0,,J. Meeks misses 3-pt jump shot from 26 ft,73,86
348,4,10:42.0,Defensive rebound by I. Whitehead,,73,86
349,4,10:22.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,76,86
350,4,10:06.0,,Personal foul by S. Dinwiddie (drawn by J. Meeks),76,86
351,4,10:06.0,,P. Garino enters the game for J. Meeks,76,86
352,4,10:01.0,,Personal foul by Q. Acy (drawn by M. Hezonja),76,86
353,4,9:46.0,,P. Garino misses 2-pt jump shot from 21 ft,76,86
354,4,9:45.0,Defensive rebound by S. Dinwiddie,,76,86
355,4,9:38.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by A. Goodwin),,79,86
356,4,9:37.0,,Orlando full timeout,79,86
357,4,9:12.0,,M. Georges-Hunt misses 2-pt jump shot from 20 ft,79,86
358,4,9:10.0,,Offensive rebound by S. Zimmerman,79,86
359,4,8:50.0,,M. Hezonja makes 2-pt jump shot from 12 ft,79,88
360,4,8:38.0,Q. Acy misses 3-pt jump shot from 25 ft,,79,88
361,4,8:36.0,Offensive rebound by S. Dinwiddie,,79,88
362,4,8:33.0,Personal foul by M. Georges-Hunt (drawn by Q. Acy),,79,88
363,4,8:33.0,B. Lopez enters the game for J. Hamilton,,79,88
364,4,8:33.0,J. Lin enters the game for S. Dinwiddie,,79,88
365,4,8:28.0,Shooting foul by S. Zimmerman (drawn by B. Lopez),,79,88
366,4,8:28.0,B. Lopez makes 2-pt hook shot from 5 ft,,81,88
367,4,8:28.0,B. Lopez misses free throw 1 of 1,,81,88
368,4,8:28.0,,N. Vučević enters the game for S. Zimmerman,81,88
369,4,8:27.0,,Defensive rebound by M. Hezonja,81,88
370,4,8:17.0,,N. Vučević misses 2-pt jump shot from 14 ft,81,88
371,4,8:15.0,Defensive rebound by Q. Acy,,81,88
372,4,7:53.0,A. Goodwin makes 2-pt jump shot from 20 ft (assist by J. Lin),,83,88
373,4,7:33.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),83,91
374,4,7:11.0,B. Lopez misses 3-pt jump shot from 25 ft,,83,91
375,4,7:08.0,,Defensive rebound by N. Vučević,83,91
