,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:39.0,,M. Williams misses 3-pt jump shot from 25 ft,0,0
1,1,11:38.0,Defensive rebound by Team,,0,0
2,1,11:24.0,Turnover by R. Rondo (bad pass; steal by C. Zeller),,0,0
3,1,11:11.0,,Shooting foul by D. Wade (drawn by N. Batum),0,0
4,1,11:11.0,,N. Batum makes free throw 1 of 2,0,1
5,1,11:11.0,,N. Batum makes free throw 2 of 2,0,2
6,1,10:57.0,R. Rondo makes 2-pt jump shot from 22 ft (assist by J. Butler),,2,2
7,1,10:35.0,,K. Walker makes 3-pt jump shot from 26 ft,2,5
8,1,10:19.0,R. Rondo misses 2-pt layup from 2 ft (block by C. Zeller),,2,5
9,1,10:17.0,,Defensive rebound by N. Batum,2,5
10,1,10:11.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),2,7
11,1,9:57.0,Shooting foul by M. Williams (drawn by T. Gibson),,2,7
12,1,9:57.0,T. Gibson makes free throw 1 of 2,,3,7
13,1,9:57.0,T. Gibson makes free throw 2 of 2,,4,7
14,1,9:44.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by N. Batum),4,9
15,1,9:29.0,J. Butler misses 2-pt jump shot from 18 ft,,4,9
16,1,9:28.0,,Defensive rebound by N. Batum,4,9
17,1,9:22.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),4,11
18,1,9:06.0,D. Wade makes 2-pt jump shot from 16 ft,,6,11
19,1,8:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,6,11
20,1,8:43.0,Defensive rebound by R. Rondo,,6,11
21,1,8:29.0,T. Gibson misses 2-pt layup from 1 ft,,6,11
22,1,8:28.0,,Defensive rebound by M. Williams,6,11
23,1,8:21.0,,N. Batum misses 3-pt jump shot from 24 ft,6,11
24,1,8:20.0,Defensive rebound by D. Wade,,6,11
25,1,8:14.0,D. Wade makes 2-pt jump shot from 9 ft,,8,11
26,1,8:00.0,,Turnover by N. Batum (bad pass),8,11
27,1,7:46.0,D. Wade misses 2-pt jump shot from 14 ft,,8,11
28,1,7:45.0,,Defensive rebound by M. Kidd-Gilchrist,8,11
29,1,7:31.0,,Shooting foul by D. Wade (drawn by C. Zeller),8,11
30,1,7:31.0,,C. Zeller makes free throw 1 of 2,8,12
31,1,7:31.0,,C. Zeller misses free throw 2 of 2,8,12
32,1,7:31.0,D. McDermott enters the game for D. Wade,,8,12
33,1,7:29.0,Defensive rebound by R. Lopez,,8,12
34,1,7:12.0,R. Rondo makes 3-pt jump shot from 23 ft (assist by J. Butler),,11,12
35,1,6:58.0,,C. Zeller misses 2-pt dunk at rim (block by T. Gibson),11,12
36,1,6:57.0,Defensive rebound by J. Butler,,11,12
37,1,6:47.0,D. McDermott misses 3-pt jump shot from 23 ft,,11,12
38,1,6:45.0,,Defensive rebound by N. Batum,11,12
39,1,6:36.0,,K. Walker misses 2-pt layup from 1 ft,11,12
40,1,6:35.0,Defensive rebound by T. Gibson,,11,12
41,1,6:19.0,J. Butler misses 3-pt jump shot from 25 ft,,11,12
42,1,6:18.0,,Defensive rebound by K. Walker,11,12
43,1,5:56.0,,C. Zeller misses 2-pt hook shot from 4 ft,11,12
44,1,5:55.0,Defensive rebound by R. Rondo,,11,12
45,1,5:46.0,T. Gibson misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,11,12
46,1,5:45.0,,Defensive rebound by M. Williams,11,12
47,1,5:37.0,,N. Batum makes 2-pt jump shot from 20 ft (assist by C. Zeller),11,14
48,1,5:15.0,R. Lopez makes 2-pt layup from 2 ft,,13,14
49,1,5:08.0,,Charlotte full timeout,13,14
50,1,5:08.0,,F. Kaminsky enters the game for M. Williams,13,14
51,1,5:08.0,,J. Lamb enters the game for N. Batum,13,14
52,1,4:53.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,13,14
53,1,4:51.0,Defensive rebound by R. Lopez,,13,14
54,1,4:32.0,R. Rondo misses 2-pt layup from 1 ft,,13,14
55,1,4:31.0,Offensive rebound by R. Lopez,,13,14
56,1,4:27.0,R. Rondo misses 3-pt jump shot from 23 ft,,13,14
57,1,4:26.0,,Defensive rebound by C. Zeller,13,14
58,1,4:19.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by K. Walker),13,16
59,1,4:09.0,Shooting foul by J. Lamb (drawn by D. McDermott),,13,16
60,1,4:09.0,D. McDermott makes free throw 1 of 2,,14,16
61,1,4:09.0,,R. Sessions enters the game for K. Walker,14,16
62,1,4:09.0,D. McDermott makes free throw 2 of 2,,15,16
63,1,3:57.0,,J. Lamb misses 3-pt jump shot from 25 ft,15,16
64,1,3:56.0,Defensive rebound by D. McDermott,,15,16
65,1,3:36.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by R. Rondo),,17,16
66,1,3:17.0,,C. Zeller misses 2-pt jump shot from 6 ft,17,16
67,1,3:16.0,Defensive rebound by D. McDermott,,17,16
68,1,3:04.0,J. Butler makes 2-pt layup from 1 ft,,19,16
69,1,2:47.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,19,16
70,1,2:46.0,Defensive rebound by R. Rondo,,19,16
71,1,2:34.0,R. Lopez misses 2-pt hook shot from 8 ft,,19,16
72,1,2:32.0,,Defensive rebound by J. Lamb,19,16
73,1,2:19.0,,F. Kaminsky misses 2-pt layup from 2 ft,19,16
74,1,2:17.0,,Offensive rebound by M. Kidd-Gilchrist,19,16
75,1,2:11.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,19,16
76,1,2:09.0,,Offensive rebound by M. Kidd-Gilchrist,19,16
77,1,2:05.0,Chicago full timeout,,19,16
78,1,2:05.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,19,16
79,1,2:05.0,,R. Hibbert enters the game for C. Zeller,19,16
80,1,2:05.0,N. Mirotić enters the game for T. Gibson,,19,16
81,1,2:05.0,J. Grant enters the game for R. Rondo,,19,16
