,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
38,1,6:57.0,,Defensive rebound by D. Green,18,6
39,1,6:41.0,,D. Lee makes 2-pt layup from 2 ft (assist by T. Parker),18,8
40,1,6:17.0,T. Evans makes 3-pt jump shot from 25 ft,,21,8
41,1,5:59.0,,D. Green misses 2-pt jump shot from 18 ft,21,8
42,1,5:58.0,Defensive rebound by A. Afflalo,,21,8
43,1,5:50.0,T. Evans makes 3-pt jump shot from 25 ft,,24,8
44,1,5:44.0,,San Antonio full timeout,24,8
45,1,5:44.0,,K. Anderson enters the game for J. Simmons,24,8
46,1,5:44.0,,P. Gasol enters the game for D. Lee,24,8
47,1,5:44.0,,D. Bertāns enters the game for D. Dedmon,24,8
48,1,5:44.0,,P. Mills enters the game for D. Green,24,8
49,1,5:44.0,,M. Ginóbili enters the game for T. Parker,24,8
50,1,5:33.0,,P. Gasol misses 2-pt jump shot from 7 ft,24,8
51,1,5:31.0,Defensive rebound by K. Koufos,,24,8
52,1,5:30.0,Turnover by D. Collison (traveling),,24,8
53,1,5:23.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Mills),24,10
54,1,5:06.0,A. Afflalo misses 2-pt jump shot from 16 ft,,24,10
55,1,5:05.0,,Defensive rebound by M. Ginóbili,24,10
56,1,4:58.0,,K. Anderson makes 2-pt layup from 3 ft (assist by M. Ginóbili),24,12
57,1,4:37.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by T. Evans),,26,12
58,1,4:25.0,,P. Gasol misses 2-pt jump shot from 9 ft,26,12
59,1,4:24.0,Defensive rebound by A. Afflalo,,26,12
60,1,4:15.0,T. Evans misses 2-pt jump shot from 17 ft,,26,12
61,1,4:14.0,,Defensive rebound by K. Anderson,26,12
62,1,4:06.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by K. Anderson),26,15
63,1,3:45.0,K. Koufos makes 2-pt hook shot from 6 ft,,28,15
64,1,3:31.0,,Turnover by M. Ginóbili (bad pass; steal by A. Afflalo),28,15
65,1,3:25.0,A. Afflalo makes 2-pt dunk at rim,,30,15
66,1,3:13.0,,M. Ginóbili misses 2-pt jump shot from 8 ft (block by D. Collison),30,15
67,1,3:12.0,Defensive rebound by D. Collison,,30,15
68,1,3:11.0,,Technical foul by M. Ginóbili,30,15
69,1,3:11.0,D. Collison makes technical free throw,,31,15
70,1,3:11.0,Sacramento full timeout,,31,15
71,1,3:11.0,W. Cauley-Stein enters the game for K. Koufos,,31,15
72,1,3:11.0,,J. Anthony enters the game for P. Gasol,31,15
73,1,3:11.0,G. Temple enters the game for T. Evans,,31,15
74,1,2:54.0,D. Collison makes 2-pt jump shot from 19 ft,,33,15
75,1,2:38.0,,D. Bertāns misses 3-pt jump shot from 24 ft,33,15
76,1,2:36.0,Defensive rebound by D. Collison,,33,15
77,1,2:29.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Collison),,35,15
78,1,2:07.0,,P. Mills misses 2-pt jump shot from 22 ft,35,15
79,1,2:06.0,Defensive rebound by W. Cauley-Stein,,35,15
80,1,1:58.0,G. Temple misses 3-pt jump shot from 25 ft,,35,15
81,1,1:57.0,,Defensive rebound by M. Ginóbili,35,15
82,1,1:48.0,,M. Ginóbili misses 2-pt layup from 2 ft,35,15
83,1,1:47.0,Defensive rebound by W. Cauley-Stein,,35,15
84,1,1:41.0,D. Collison misses 2-pt layup from 1 ft,,35,15
85,1,1:40.0,,Defensive rebound by J. Anthony,35,15
86,1,1:35.0,,P. Mills misses 3-pt jump shot from 25 ft,35,15
87,1,1:34.0,Defensive rebound by A. Tolliver,,35,15
88,1,1:19.0,A. Afflalo makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,37,15
89,1,1:05.0,,P. Mills misses 3-pt jump shot from 23 ft,37,15
90,1,1:04.0,Defensive rebound by G. Temple,,37,15
91,1,0:52.0,A. Afflalo misses 2-pt jump shot from 23 ft,,37,15
92,1,0:51.0,,Defensive rebound by P. Mills,37,15
93,1,0:44.0,,Personal foul by A. Afflalo (drawn by K. Anderson),37,15
94,1,0:44.0,B. Hield enters the game for A. Afflalo,,37,15
95,1,0:44.0,T. Lawson enters the game for D. Collison,,37,15
96,1,0:31.0,,K. Anderson misses 3-pt jump shot from 23 ft,37,15
97,1,0:29.0,Defensive rebound by G. Temple,,37,15
98,1,0:06.0,Turnover by Team (shot clock),,37,15
99,1,0:06.0,S. Labissière enters the game for A. Tolliver,,37,15
100,1,0:01.0,,D. Bertāns misses 3-pt jump shot from 28 ft,37,15
101,1,0:00.0,,Offensive rebound by K. Anderson,37,15
102,1,0:00.0,,K. Anderson misses 2-pt layup from 2 ft,37,15
103,1,0:00.0,,Offensive rebound by Team,37,15
104,2,11:43.0,,M. Ginóbili misses 2-pt jump shot from 3 ft (block by W. Cauley-Stein),37,15
105,2,11:40.0,Defensive rebound by B. Hield,,37,15
106,2,11:35.0,B. Hield makes 2-pt jump shot from 15 ft,,39,15
107,2,11:23.0,,K. Anderson makes 2-pt layup from 1 ft (assist by P. Gasol),39,17
108,2,11:05.0,B. Hield misses 2-pt jump shot from 12 ft,,39,17
109,2,11:04.0,,Defensive rebound by Team,39,17
110,2,11:04.0,,T. Parker enters the game for P. Mills,39,17
111,2,11:04.0,,D. Green enters the game for M. Ginóbili,39,17
112,2,10:47.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),39,20
113,2,10:39.0,T. Lawson misses 2-pt jump shot from 10 ft,,39,20
114,2,10:38.0,,Defensive rebound by D. Bertāns,39,20
115,2,10:31.0,,Shooting foul by W. Cauley-Stein (drawn by P. Gasol),39,20
116,2,10:31.0,,P. Gasol misses free throw 1 of 2,39,20
117,2,10:31.0,,Offensive rebound by Team,39,20
118,2,10:31.0,,P. Gasol makes free throw 2 of 2,39,21
119,2,10:11.0,S. Labissière makes 2-pt jump shot from 10 ft (assist by G. Temple),,41,21
120,2,9:53.0,,Turnover by T. Parker (step out of bounds),41,21
121,2,9:39.0,B. Hield makes 3-pt jump shot from 24 ft (assist by S. Labissière),,44,21
122,2,9:24.0,,K. Anderson misses 2-pt layup from 1 ft,44,21
123,2,9:23.0,Defensive rebound by G. Temple,,44,21
124,2,9:18.0,G. Temple makes 2-pt layup from 1 ft,,46,21
125,2,8:52.0,,P. Gasol misses 2-pt jump shot from 8 ft,46,21
126,2,8:52.0,,Offensive rebound by D. Bertāns,46,21
127,2,8:52.0,,D. Bertāns makes 2-pt layup from 1 ft,46,23
128,2,8:52.0,,Shooting foul by S. Labissière (drawn by D. Bertāns),46,23
129,2,8:52.0,Official timeout,,46,23
130,2,8:52.0,,J. Simmons enters the game for K. Anderson,46,23
131,2,8:52.0,,D. Bertāns makes free throw 1 of 1,46,24
132,2,8:32.0,S. Labissière makes 2-pt dunk at rim,,48,24
133,2,8:32.0,Shooting foul by D. Bertāns (drawn by S. Labissière),,48,24
134,2,8:32.0,,D. Lee enters the game for D. Bertāns,48,24
135,2,8:32.0,S. Labissière makes free throw 1 of 1,,49,24
136,2,8:19.0,,J. Simmons misses 2-pt layup from 3 ft (block by S. Labissière),49,24
137,2,8:16.0,Defensive rebound by G. Temple,,49,24
138,2,8:11.0,B. Hield misses 3-pt jump shot from 22 ft,,49,24
139,2,8:07.0,Offensive rebound by S. Labissière,,49,24
140,2,8:07.0,S. Labissière misses 2-pt layup from 2 ft,,49,24
141,2,8:05.0,,Defensive rebound by D. Lee,49,24
142,2,8:00.0,,Personal foul by W. Cauley-Stein (drawn by P. Gasol),49,24
143,2,7:47.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by J. Simmons),49,26
144,2,7:32.0,S. Labissière misses 2-pt jump shot from 8 ft,,49,26
145,2,7:31.0,,Defensive rebound by P. Gasol,49,26
146,2,7:11.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by P. Gasol),49,29
147,2,6:53.0,B. Hield misses 3-pt jump shot from 26 ft,,49,29
148,2,6:52.0,,Defensive rebound by D. Lee,49,29
149,2,6:39.0,,J. Simmons misses 2-pt layup from 1 ft,49,29
150,2,6:37.0,Defensive rebound by G. Temple,,49,29
151,2,6:35.0,Shooting foul by P. Gasol (drawn by T. Lawson),,49,29
152,2,6:35.0,T. Lawson makes free throw 1 of 2,,50,29
153,2,6:35.0,T. Lawson makes free throw 2 of 2,,51,29
154,2,6:18.0,,Turnover by T. Parker (lost ball; steal by G. Temple),51,29
155,2,6:12.0,B. Hield makes 3-pt jump shot from 26 ft (assist by G. Temple),,54,29
156,2,6:02.0,,Turnover by D. Lee (traveling),54,29
157,2,5:59.0,Sacramento full timeout,,54,29
158,2,5:59.0,,D. Murray enters the game for T. Parker,54,29
159,2,5:59.0,,P. Mills enters the game for D. Green,54,29
160,2,5:59.0,,K. Anderson enters the game for P. Gasol,54,29
161,2,5:43.0,S. Labissière makes 2-pt jump shot from 11 ft,,56,29
162,2,5:19.0,,D. Murray misses 2-pt jump shot from 18 ft,56,29
163,2,5:18.0,Defensive rebound by S. Labissière,,56,29
164,2,5:04.0,G. Temple misses 3-pt jump shot from 23 ft,,56,29
165,2,5:03.0,,Defensive rebound by D. Murray,56,29
166,2,4:58.0,,Shooting foul by W. Cauley-Stein (drawn by J. Simmons),56,29
167,2,4:58.0,,J. Simmons makes free throw 1 of 2,56,30
168,2,4:58.0,A. Tolliver enters the game for W. Cauley-Stein,,56,30
169,2,4:58.0,K. Koufos enters the game for S. Labissière,,56,30
170,2,4:58.0,,J. Simmons makes free throw 2 of 2,56,31
171,2,4:49.0,K. Koufos misses 2-pt jump shot from 3 ft (block by D. Lee),,56,31
172,2,4:49.0,Offensive rebound by Team,,56,31
173,2,4:49.0,,M. Ginóbili enters the game for J. Simmons,56,31
174,2,4:42.0,B. Hield makes 3-pt jump shot from 24 ft (assist by T. Lawson),,59,31
175,2,4:33.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by K. Anderson),59,34
176,2,4:15.0,T. Lawson misses 2-pt jump shot from 12 ft,,59,34
177,2,4:14.0,Offensive rebound by Team,,59,34
178,2,4:14.0,T. Evans enters the game for G. Temple,,59,34
179,2,3:53.0,A. Tolliver makes 2-pt layup from 2 ft (assist by B. Hield),,61,34
180,2,3:38.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by K. Anderson),61,36
181,2,3:25.0,A. Tolliver misses 2-pt jump shot from 15 ft,,61,36
182,2,3:24.0,,Defensive rebound by D. Murray,61,36
183,2,3:16.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,61,36
184,2,3:14.0,Defensive rebound by T. Lawson,,61,36
185,2,3:03.0,Turnover by B. Hield (lost ball; steal by P. Mills),,61,36
186,2,2:57.0,,K. Anderson makes 2-pt layup from 2 ft (assist by P. Mills),61,38
187,2,2:50.0,Sacramento full timeout,,61,38
188,2,2:50.0,,San Antonio full timeout,61,38
189,2,2:50.0,A. Afflalo enters the game for T. Lawson,,61,38
190,2,2:50.0,D. Collison enters the game for B. Hield,,61,38
191,2,2:34.0,T. Evans misses 2-pt jump shot from 4 ft,,61,38
192,2,2:33.0,,Defensive rebound by D. Lee,61,38
193,2,2:24.0,,D. Lee makes 2-pt dunk at rim (assist by K. Anderson),61,40
194,2,2:01.0,D. Collison misses 2-pt jump shot from 16 ft,,61,40
195,2,1:58.0,,Defensive rebound by D. Lee,61,40
196,2,1:51.0,,D. Murray makes 2-pt layup from 2 ft (assist by M. Ginóbili),61,42
197,2,1:51.0,,Shooting foul by A. Tolliver (drawn by D. Murray),61,42
198,2,1:51.0,,D. Murray misses free throw 1 of 1,61,42
199,2,1:50.0,Defensive rebound by K. Koufos,,61,42
200,2,1:29.0,A. Afflalo misses 2-pt jump shot from 14 ft,,61,42
201,2,1:28.0,,Defensive rebound by D. Murray,61,42
202,2,1:15.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Murray),61,45
203,2,1:01.0,Turnover by A. Afflalo (bad pass),,61,45
204,2,0:53.0,,Shooting block foul by K. Koufos (drawn by D. Lee),61,45
205,2,0:53.0,,D. Lee misses free throw 1 of 2,61,45
206,2,0:53.0,,Offensive rebound by Team,61,45
207,2,0:53.0,,D. Lee misses free throw 2 of 2,61,45
208,2,0:51.0,Defensive rebound by K. Koufos,,61,45
209,2,0:50.0,Personal foul by M. Ginóbili (drawn by K. Koufos),,61,45
210,2,0:36.0,Sacramento full timeout,,61,45
211,2,0:31.0,K. Koufos makes 2-pt dunk at rim (assist by T. Evans),,63,45
212,2,0:07.0,,K. Anderson makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),63,48
213,2,0:00.0,Turnover by K. Koufos (lost ball; steal by M. Ginóbili),,63,48
214,3,11:39.0,,D. Lee makes 2-pt layup from 2 ft (assist by D. Dedmon),63,50
215,3,11:20.0,D. Collison misses 2-pt jump shot from 22 ft,,63,50
216,3,11:19.0,,Defensive rebound by D. Lee,63,50
217,3,11:06.0,,Shooting foul by A. Tolliver (drawn by D. Lee),63,50
218,3,11:06.0,,D. Lee makes free throw 1 of 2,63,51
219,3,11:06.0,,D. Lee makes free throw 2 of 2,63,52
220,3,10:44.0,A. Afflalo makes 2-pt jump shot from 20 ft (assist by D. Collison),,65,52
221,3,10:31.0,,J. Simmons makes 2-pt layup from 1 ft (assist by T. Parker),65,54
222,3,10:31.0,,Shooting foul by K. Koufos (drawn by J. Simmons),65,54
223,3,10:31.0,,J. Simmons makes free throw 1 of 1,65,55
224,3,10:06.0,T. Evans makes 3-pt jump shot from 25 ft,,68,55
225,3,9:53.0,,Personal foul by D. Collison (drawn by T. Parker),68,55
226,3,9:47.0,,J. Simmons misses 2-pt jump shot from 18 ft (block by D. Collison),68,55
227,3,9:45.0,Defensive rebound by K. Koufos,,68,55
228,3,9:45.0,Personal foul by D. Lee (drawn by K. Koufos),,68,55
229,3,9:25.0,A. Tolliver misses 3-pt jump shot from 27 ft,,68,55
230,3,9:24.0,,Defensive rebound by D. Dedmon,68,55
231,3,9:04.0,,Turnover by J. Simmons (bad pass),68,55
232,3,8:54.0,T. Evans misses 3-pt jump shot from 26 ft,,68,55
233,3,8:52.0,,Defensive rebound by D. Dedmon,68,55
234,3,8:40.0,,J. Simmons misses 2-pt layup from 3 ft,68,55
235,3,8:38.0,Defensive rebound by K. Koufos,,68,55
236,3,8:17.0,D. Collison misses 3-pt jump shot from 25 ft,,68,55
237,3,8:15.0,,Defensive rebound by D. Dedmon,68,55
238,3,8:02.0,,J. Simmons makes 2-pt jump shot from 19 ft,68,57
239,3,7:38.0,T. Evans makes 2-pt layup from 3 ft,,70,57
240,3,7:38.0,,San Antonio full timeout,70,57
241,3,7:38.0,,P. Mills enters the game for T. Parker,70,57
242,3,7:38.0,,M. Ginóbili enters the game for J. Simmons,70,57
243,3,7:28.0,,M. Ginóbili makes 2-pt layup from 2 ft,70,59
244,3,7:11.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Tolliver),,72,59
245,3,7:04.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),72,62
246,3,6:46.0,T. Evans makes 2-pt jump shot from 20 ft,,74,62
247,3,6:33.0,,D. Lee makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),74,64
248,3,6:25.0,Turnover by D. Collison (lost ball; steal by D. Green),,74,64
249,3,6:20.0,,D. Green misses 2-pt layup from 3 ft,74,64
250,3,6:18.0,Defensive rebound by D. Collison,,74,64
251,3,6:07.0,Turnover by D. Collison (bad pass; steal by M. Ginóbili),,74,64
252,3,6:03.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,74,64
253,3,6:01.0,Defensive rebound by K. Koufos,,74,64
254,3,5:43.0,A. Afflalo misses 2-pt jump shot from 6 ft,,74,64
255,3,5:42.0,,Defensive rebound by M. Ginóbili,74,64
256,3,5:39.0,,Turnover by M. Ginóbili (bad pass; steal by T. Evans),74,64
257,3,5:17.0,K. Koufos misses 2-pt jump shot from 7 ft (block by D. Lee),,74,64
258,3,5:16.0,,Defensive rebound by D. Green,74,64
259,3,5:08.0,,D. Green misses 3-pt jump shot from 26 ft,74,64
260,3,5:08.0,Defensive rebound by K. Koufos,,74,64
261,3,5:08.0,Sacramento full timeout,,74,64
262,3,5:08.0,,P. Gasol enters the game for D. Lee,74,64
263,3,5:08.0,,K. Anderson enters the game for D. Green,74,64
264,3,5:08.0,,D. Bertāns enters the game for D. Dedmon,74,64
265,3,5:08.0,W. Cauley-Stein enters the game for K. Koufos,,74,64
266,3,5:08.0,G. Temple enters the game for A. Afflalo,,74,64
267,3,4:52.0,G. Temple misses 3-pt jump shot from 25 ft,,74,64
268,3,4:51.0,,Defensive rebound by P. Gasol,74,64
269,3,4:30.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,74,64
270,3,4:28.0,Defensive rebound by G. Temple,,74,64
271,3,4:06.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by T. Evans),,76,64
272,3,3:40.0,,D. Bertāns makes 2-pt jump shot from 17 ft (assist by P. Mills),76,66
273,3,3:25.0,W. Cauley-Stein misses 2-pt jump shot from 9 ft,,76,66
274,3,3:23.0,,Defensive rebound by P. Gasol,76,66
275,3,3:15.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Bertāns),76,69
276,3,2:54.0,T. Evans makes 2-pt layup from 3 ft (assist by D. Collison),,78,69
277,3,2:43.0,,P. Mills makes 2-pt layup from 2 ft,78,71
278,3,2:30.0,D. Collison misses 2-pt jump shot from 19 ft,,78,71
279,3,2:28.0,,Defensive rebound by K. Anderson,78,71
280,3,2:24.0,,Personal foul by A. Tolliver,78,71
281,3,2:24.0,T. Lawson enters the game for D. Collison,,78,71
282,3,2:24.0,B. Hield enters the game for T. Evans,,78,71
283,3,2:19.0,,Personal foul by G. Temple (drawn by M. Ginóbili),78,71
284,3,2:19.0,,M. Ginóbili makes free throw 1 of 2,78,72
285,3,2:19.0,,M. Ginóbili makes free throw 2 of 2,78,73
286,3,2:05.0,G. Temple makes 2-pt jump shot from 7 ft,,80,73
287,3,2:05.0,Shooting foul by D. Bertāns (drawn by G. Temple),,80,73
288,3,2:05.0,G. Temple misses free throw 1 of 1,,80,73
289,3,2:05.0,S. Labissière enters the game for A. Tolliver,,80,73
290,3,2:04.0,,Defensive rebound by K. Anderson,80,73
291,3,1:55.0,,P. Gasol makes 2-pt dunk at rim (assist by P. Mills),80,75
292,3,1:32.0,Turnover by G. Temple (bad pass; steal by K. Anderson),,80,75
293,3,1:24.0,,M. Ginóbili makes 3-pt jump shot from 25 ft,80,78
294,3,1:05.0,S. Labissière makes 2-pt hook shot from 5 ft (assist by T. Lawson),,82,78
295,3,0:56.0,,P. Mills makes 2-pt layup from 2 ft,82,80
296,3,0:47.0,Turnover by S. Labissière (lost ball; steal by K. Anderson),,82,80
297,3,0:41.0,,D. Bertāns misses 3-pt jump shot from 25 ft,82,80
298,3,0:38.0,,Offensive rebound by P. Gasol,82,80
299,3,0:38.0,,Shooting foul by S. Labissière (drawn by P. Gasol),82,80
300,3,0:38.0,,P. Gasol makes free throw 1 of 2,82,81
301,3,0:38.0,,P. Gasol makes free throw 2 of 2,82,82
302,3,0:29.0,T. Lawson makes 2-pt jump shot from 19 ft,,84,82
303,3,0:06.0,,D. Bertāns misses 2-pt dunk at rim,84,82
304,3,0:05.0,Defensive rebound by S. Labissière,,84,82
305,3,0:03.0,Personal take foul by P. Mills,,84,82
306,3,0:00.0,S. Labissière makes 2-pt jump shot from 15 ft (assist by G. Temple),,86,82
307,4,11:44.0,T. Lawson misses 2-pt jump shot from 13 ft,,86,82
308,4,11:43.0,,Defensive rebound by J. Simmons,86,82
309,4,11:34.0,,D. Green misses 3-pt jump shot from 25 ft,86,82
310,4,11:33.0,,Offensive rebound by D. Lee,86,82
311,4,11:30.0,,D. Green misses 3-pt jump shot from 26 ft,86,82
312,4,11:28.0,Defensive rebound by B. Hield,,86,82
313,4,11:18.0,,Offensive charge foul by S. Labissière (drawn by D. Lee),86,82
314,4,11:18.0,Turnover by S. Labissière (offensive foul),,86,82
315,4,11:03.0,,Turnover by D. Green (lost ball; steal by G. Temple),86,82
316,4,11:03.0,,Loose ball foul by K. Anderson (drawn by G. Temple),86,82
317,4,10:39.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft,,88,82
318,4,10:23.0,,D. Lee makes 2-pt layup from 3 ft (assist by D. Murray),88,84
319,4,10:18.0,Turnover by S. Labissière (bad pass; steal by D. Murray),,88,84
320,4,10:01.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by D. Murray),88,86
321,4,10:01.0,Sacramento full timeout,,88,86
322,4,9:48.0,B. Hield misses 2-pt jump shot from 4 ft (block by K. Anderson),,88,86
323,4,9:46.0,,Defensive rebound by J. Simmons,88,86
324,4,9:36.0,,K. Anderson misses 2-pt layup from 3 ft,88,86
325,4,9:36.0,,Offensive rebound by D. Lee,88,86
326,4,9:36.0,,D. Lee makes 2-pt layup from 2 ft,88,88
327,4,9:36.0,,Shooting foul by G. Temple (drawn by D. Lee),88,88
328,4,9:36.0,,D. Lee misses free throw 1 of 1,88,88
329,4,9:33.0,,Offensive rebound by J. Simmons,88,88
330,4,9:30.0,,Personal foul by W. Cauley-Stein (drawn by D. Lee),88,88
331,4,9:10.0,,J. Simmons misses 3-pt jump shot from 25 ft,88,88
332,4,9:09.0,,Offensive rebound by Team,88,88
333,4,8:57.0,,Turnover by D. Green (lost ball; steal by G. Temple),88,88
334,4,8:47.0,,Loose ball foul by D. Green (drawn by G. Temple),88,88
335,4,8:47.0,Personal foul by J. Simmons (drawn by G. Temple),,88,88
336,4,8:38.0,S. Labissière makes 2-pt jump shot from 17 ft (assist by T. Lawson),,90,88
337,4,8:21.0,,J. Simmons makes 2-pt jump shot from 17 ft,90,90
338,4,8:17.0,Personal take foul by J. Simmons (drawn by G. Temple),,90,90
339,4,8:17.0,,D. Bertāns enters the game for K. Anderson,90,90
340,4,8:11.0,B. Hield misses 2-pt jump shot from 17 ft,,90,90
341,4,8:06.0,Offensive rebound by S. Labissière,,90,90
342,4,8:06.0,S. Labissière makes 2-pt dunk at rim,,92,90
343,4,7:46.0,,J. Simmons makes 2-pt jump shot from 13 ft,92,92
344,4,7:32.0,S. Labissière misses 2-pt jump shot from 10 ft,,92,92
345,4,7:30.0,,Defensive rebound by D. Lee,92,92
346,4,7:16.0,,D. Green misses 2-pt jump shot from 13 ft,92,92
347,4,7:15.0,Defensive rebound by S. Labissière,,92,92
348,4,7:06.0,W. Cauley-Stein misses 2-pt dunk at rim (block by D. Bertāns),,92,92
349,4,7:04.0,,Defensive rebound by D. Bertāns,92,92
350,4,6:54.0,,D. Murray misses 2-pt layup from 1 ft,92,92
351,4,6:52.0,Defensive rebound by S. Labissière,,92,92
352,4,6:46.0,W. Cauley-Stein misses 2-pt dunk at rim,,92,92
353,4,6:44.0,,Defensive rebound by D. Lee,92,92
354,4,6:42.0,,San Antonio full timeout,92,92
355,4,6:42.0,,P. Mills enters the game for D. Murray,92,92
356,4,6:42.0,,M. Ginóbili enters the game for D. Green,92,92
357,4,6:42.0,,P. Gasol enters the game for D. Lee,92,92
358,4,6:42.0,K. Koufos enters the game for S. Labissière,,92,92
359,4,6:37.0,,Personal foul by W. Cauley-Stein (drawn by P. Gasol),92,92
360,4,6:27.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),92,95
361,4,6:05.0,G. Temple misses 3-pt jump shot from 24 ft,,92,95
362,4,6:03.0,,Defensive rebound by D. Bertāns,92,95
363,4,5:52.0,A. Afflalo enters the game for G. Temple,,92,95
364,4,5:52.0,T. Evans enters the game for B. Hield,,92,95
365,4,5:48.0,,M. Ginóbili misses 2-pt jump shot from 15 ft,92,95
366,4,5:47.0,Defensive rebound by K. Koufos,,92,95
367,4,5:25.0,A. Afflalo misses 2-pt jump shot from 21 ft,,92,95
368,4,5:24.0,Offensive rebound by Team,,92,95
369,4,5:15.0,T. Lawson makes 2-pt jump shot from 15 ft,,94,95
370,4,5:00.0,,J. Simmons misses 2-pt jump shot from 17 ft,94,95
371,4,4:59.0,Defensive rebound by K. Koufos,,94,95
372,4,4:39.0,Turnover by T. Lawson (bad pass; steal by D. Bertāns),,94,95
373,4,4:34.0,,Turnover by J. Simmons (lost ball; steal by T. Evans),94,95
374,4,4:19.0,Turnover by T. Evans (bad pass; steal by M. Ginóbili),,94,95
375,4,4:18.0,,Personal foul by K. Koufos (drawn by M. Ginóbili),94,95
376,4,4:18.0,,D. Lee enters the game for P. Gasol,94,95
377,4,4:03.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,94,95
378,4,4:02.0,Defensive rebound by A. Afflalo,,94,95
379,4,3:48.0,K. Koufos misses 2-pt jump shot from 7 ft,,94,95
380,4,3:47.0,,Defensive rebound by M. Ginóbili,94,95
