,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
25,1,8:14.0,Turnover by R. Rondo (bad pass; steal by T. Mozgov),,8,7
26,1,8:08.0,,J. Randle misses 2-pt layup from 2 ft,8,7
27,1,8:06.0,Defensive rebound by N. Mirotić,,8,7
28,1,7:51.0,Shooting foul by N. Young (drawn by J. Butler),,8,7
29,1,7:51.0,J. Butler makes free throw 1 of 2,,9,7
30,1,7:51.0,J. Butler makes free throw 2 of 2,,10,7
31,1,7:38.0,,T. Mozgov misses 2-pt hook shot from 6 ft,10,7
32,1,7:37.0,Defensive rebound by J. Butler,,10,7
33,1,7:33.0,Personal foul by N. Young (drawn by J. Butler),,10,7
34,1,7:25.0,Shooting foul by D. Russell (drawn by J. Butler),,10,7
35,1,7:25.0,J. Butler makes free throw 1 of 2,,11,7
36,1,7:25.0,J. Butler makes free throw 2 of 2,,12,7
37,1,7:05.0,,D. Russell misses 3-pt jump shot from 25 ft,12,7
38,1,7:04.0,Defensive rebound by R. Rondo,,12,7
39,1,6:52.0,J. Butler makes 2-pt jump shot from 15 ft (assist by R. Rondo),,14,7
40,1,6:52.0,Shooting foul by D. Russell (drawn by J. Butler),,14,7
41,1,6:52.0,J. Butler makes free throw 1 of 1,,15,7
42,1,6:39.0,,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),15,10
43,1,6:25.0,Turnover by R. Rondo (bad pass; steal by T. Mozgov),,15,10
44,1,6:15.0,,L. Deng misses 3-pt jump shot from 24 ft,15,10
45,1,6:15.0,Defensive rebound by R. Lopez,,15,10
46,1,6:03.0,T. Gibson makes 2-pt hook shot from 3 ft,,17,10
47,1,6:02.0,,LA Lakers full timeout,17,10
48,1,6:02.0,,L. Nance enters the game for L. Deng,17,10
49,1,6:02.0,,B. Ingram enters the game for J. Randle,17,10
50,1,5:43.0,,T. Mozgov makes 2-pt jump shot from 17 ft (assist by D. Russell),17,12
51,1,5:19.0,R. Rondo misses 2-pt jump shot from 20 ft,,17,12
52,1,5:19.0,,Defensive rebound by D. Russell,17,12
53,1,5:09.0,,N. Young misses 3-pt jump shot from 24 ft,17,12
54,1,5:09.0,Defensive rebound by N. Mirotić,,17,12
55,1,4:59.0,R. Rondo misses 2-pt layup from 1 ft,,17,12
56,1,4:58.0,,Defensive rebound by L. Nance,17,12
57,1,4:48.0,,T. Mozgov makes 2-pt jump shot from 15 ft (assist by D. Russell),17,14
58,1,4:28.0,Shooting foul by B. Ingram (drawn by N. Mirotić),,17,14
59,1,4:28.0,N. Mirotić misses free throw 1 of 3,,17,14
60,1,4:28.0,Offensive rebound by Team,,17,14
61,1,4:28.0,N. Mirotić makes free throw 2 of 3,,18,14
62,1,4:28.0,N. Mirotić misses free throw 3 of 3,,18,14
63,1,4:28.0,I. Canaan enters the game for R. Rondo,,18,14
64,1,4:28.0,,J. Clarkson enters the game for D. Russell,18,14
65,1,4:25.0,Offensive rebound by R. Lopez,,18,14
66,1,4:22.0,R. Lopez makes 2-pt layup from 1 ft,,20,14
67,1,4:07.0,,Shooting foul by N. Mirotić (drawn by L. Nance),20,14
68,1,4:07.0,,L. Nance makes free throw 1 of 2,20,15
69,1,4:07.0,,L. Nance makes free throw 2 of 2,20,16
70,1,3:52.0,J. Butler makes 2-pt jump shot from 17 ft,,22,16
71,1,3:35.0,,L. Nance makes 2-pt jump shot from 9 ft (assist by N. Young),22,18
72,1,3:16.0,R. Lopez makes 2-pt jump shot from 20 ft (assist by J. Butler),,24,18
73,1,3:04.0,,N. Young misses 2-pt layup from 1 ft,24,18
74,1,3:02.0,Defensive rebound by R. Lopez,,24,18
75,1,2:56.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,26,18
76,1,2:38.0,,J. Clarkson misses 2-pt jump shot from 12 ft,26,18
77,1,2:33.0,Defensive rebound by J. Butler,,26,18
78,1,2:25.0,J. Butler misses 2-pt jump shot from 10 ft,,26,18
79,1,2:24.0,,Defensive rebound by N. Young,26,18
80,1,2:13.0,,N. Young misses 2-pt jump shot from 15 ft,26,18
81,1,2:12.0,Defensive rebound by T. Gibson,,26,18
82,1,1:54.0,I. Canaan misses 3-pt jump shot from 24 ft,,26,18
83,1,1:54.0,,Defensive rebound by L. Nance,26,18
84,1,1:40.0,,J. Clarkson misses 2-pt jump shot from 9 ft,26,18
85,1,1:37.0,Defensive rebound by T. Gibson,,26,18
86,1,1:36.0,Turnover by T. Gibson (bad pass; steal by L. Nance),,26,18
87,1,1:30.0,,N. Young makes 2-pt layup at rim (assist by J. Clarkson),26,20
88,1,1:30.0,Chicago full timeout,,26,20
89,1,1:30.0,J. Grant enters the game for N. Mirotić,,26,20
90,1,1:30.0,B. Portis enters the game for T. Gibson,,26,20
91,1,1:30.0,,L. Williams enters the game for T. Mozgov,26,20
92,1,1:30.0,,T. Black enters the game for N. Young,26,20
93,1,1:20.0,J. Butler misses 2-pt jump shot from 5 ft,,26,20
94,1,1:18.0,,Defensive rebound by L. Nance,26,20
95,1,1:00.0,,L. Williams makes 2-pt jump shot from 7 ft (assist by L. Nance),26,22
96,1,0:47.0,B. Portis makes 2-pt jump shot from 20 ft (assist by J. Grant),,28,22
97,1,0:36.0,,L. Williams makes 3-pt jump shot from 25 ft,28,25
98,1,0:30.0,Shooting foul by B. Ingram (drawn by J. Butler),,28,25
99,1,0:30.0,J. Butler misses free throw 1 of 3,,28,25
100,1,0:30.0,Offensive rebound by Team,,28,25
101,1,0:30.0,J. Butler makes free throw 2 of 3,,29,25
102,1,0:30.0,J. Butler makes free throw 3 of 3,,30,25
103,1,0:12.0,,L. Nance makes 2-pt dunk at rim (assist by B. Ingram),30,27
104,1,0:02.0,J. Butler misses 2-pt layup from 2 ft,,30,27
105,1,0:02.0,,Defensive rebound by L. Nance,30,27
106,1,0:00.0,,L. Williams makes 3-pt jump shot from 37 ft (assist by L. Nance),30,30
107,2,11:40.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),30,32
108,2,11:26.0,D. Valentine misses 3-pt jump shot from 24 ft,,30,32
109,2,11:25.0,,Defensive rebound by T. Black,30,32
110,2,11:18.0,,L. Williams makes 2-pt layup from 1 ft,30,34
111,2,11:18.0,,Shooting foul by C. Felício (drawn by L. Williams),30,34
112,2,11:18.0,,L. Williams makes free throw 1 of 1,30,35
113,2,11:03.0,C. Felício misses 2-pt layup at rim (block by L. Nance),,30,35
114,2,11:02.0,Offensive rebound by C. Felício,,30,35
115,2,10:57.0,D. Valentine makes 2-pt layup from 2 ft (assist by J. Grant),,32,35
116,2,10:37.0,,Personal foul by D. Valentine (drawn by B. Ingram),32,35
117,2,10:31.0,,B. Ingram misses 2-pt jump shot from 9 ft,32,35
118,2,10:30.0,,Offensive rebound by B. Ingram,32,35
119,2,10:26.0,,B. Ingram makes 2-pt dunk at rim,32,37
120,2,10:13.0,Turnover by C. Felício (lost ball),,32,37
121,2,9:57.0,,L. Williams misses 2-pt jump shot from 8 ft,32,37
122,2,9:56.0,,Offensive rebound by T. Black,32,37
123,2,9:51.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by B. Ingram),32,40
124,2,9:46.0,Chicago full timeout,,32,40
125,2,9:46.0,R. Rondo enters the game for I. Canaan,,32,40
126,2,9:46.0,T. Gibson enters the game for C. Felício,,32,40
127,2,9:42.0,,Violation by L. Williams (kicked ball),32,40
128,2,9:33.0,Shooting foul by T. Black (drawn by T. Gibson),,32,40
129,2,9:33.0,T. Gibson misses free throw 1 of 2,,32,40
130,2,9:33.0,Offensive rebound by Team,,32,40
131,2,9:33.0,T. Gibson makes free throw 2 of 2,,33,40
132,2,9:13.0,,L. Williams misses 2-pt jump shot from 4 ft,33,40
133,2,9:12.0,Defensive rebound by D. Valentine,,33,40
134,2,9:11.0,,Technical foul by Team,33,40
135,2,9:11.0,J. Grant makes technical free throw,,34,40
136,2,9:04.0,Turnover by T. Gibson (traveling),,34,40
137,2,8:56.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),34,42
138,2,8:40.0,T. Gibson misses 2-pt jump shot from 7 ft (block by T. Black),,34,42
139,2,8:39.0,,Defensive rebound by T. Black,34,42
140,2,8:26.0,,Def 3 sec tech foul by T. Gibson,34,42
141,2,8:26.0,,L. Williams misses technical free throw,34,42
142,2,8:26.0,,Offensive rebound by Team,34,42
143,2,8:18.0,,Shooting foul by T. Gibson (drawn by J. Clarkson),34,42
144,2,8:18.0,,J. Clarkson makes free throw 1 of 3,34,43
145,2,8:18.0,,J. Clarkson makes free throw 2 of 3,34,44
146,2,8:18.0,,J. Clarkson misses free throw 3 of 3,34,44
147,2,8:18.0,N. Mirotić enters the game for B. Portis,,34,44
148,2,8:18.0,J. Butler enters the game for J. Grant,,34,44
149,2,8:17.0,Defensive rebound by T. Gibson,,34,44
150,2,8:06.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Gibson),,37,44
151,2,7:42.0,,T. Black makes 2-pt dunk at rim (assist by L. Nance),37,46
152,2,7:32.0,Shooting foul by T. Black (drawn by J. Butler),,37,46
153,2,7:32.0,J. Butler makes free throw 1 of 2,,38,46
154,2,7:32.0,J. Butler makes free throw 2 of 2,,39,46
155,2,7:15.0,,J. Clarkson misses 2-pt jump shot from 10 ft,39,46
156,2,7:10.0,,Offensive rebound by L. Nance,39,46
157,2,7:10.0,,L. Nance makes 2-pt dunk at rim,39,48
158,2,7:02.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),,42,48
159,2,6:45.0,,L. Williams misses 2-pt jump shot from 16 ft,42,48
160,2,6:41.0,,Offensive rebound by T. Black,42,48
161,2,6:41.0,,T. Black misses 2-pt layup from 1 ft,42,48
162,2,6:40.0,Defensive rebound by R. Rondo,,42,48
163,2,6:34.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by N. Mirotić),,45,48
164,2,6:34.0,,LA Lakers full timeout,45,48
165,2,6:34.0,,D. Russell enters the game for B. Ingram,45,48
166,2,6:34.0,,J. Randle enters the game for J. Clarkson,45,48
167,2,6:34.0,,N. Young enters the game for T. Black,45,48
168,2,6:18.0,,L. Nance misses 2-pt hook shot from 8 ft,45,48
169,2,6:16.0,Defensive rebound by R. Rondo,,45,48
170,2,6:01.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,47,48
171,2,5:44.0,,N. Young makes 2-pt jump shot from 13 ft (assist by J. Randle),47,50
172,2,5:23.0,D. Valentine misses 3-pt jump shot from 25 ft,,47,50
173,2,5:22.0,Offensive rebound by T. Gibson,,47,50
174,2,5:19.0,Turnover by T. Gibson (lost ball; steal by D. Russell),,47,50
175,2,5:13.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by N. Young),47,53
176,2,4:58.0,Turnover by D. Valentine (bad pass; steal by D. Russell),,47,53
177,2,4:57.0,,Personal take foul by N. Mirotić (drawn by D. Russell),47,53
178,2,4:57.0,R. Lopez enters the game for T. Gibson,,47,53
179,2,4:44.0,,J. Randle misses 2-pt jump shot from 5 ft,47,53
180,2,4:43.0,Defensive rebound by N. Mirotić,,47,53
181,2,4:31.0,D. Valentine misses 3-pt jump shot from 24 ft,,47,53
182,2,4:31.0,,Defensive rebound by N. Young,47,53
183,2,4:22.0,,L. Nance makes 2-pt dunk at rim (assist by L. Williams),47,55
184,2,3:55.0,R. Lopez makes 2-pt hook shot from 13 ft,,49,55
185,2,3:48.0,,Shooting foul by D. Valentine (drawn by L. Williams),49,55
186,2,3:48.0,,L. Williams makes free throw 1 of 2,49,56
187,2,3:48.0,I. Canaan enters the game for D. Valentine,,49,56
188,2,3:48.0,,T. Mozgov enters the game for L. Nance,49,56
189,2,3:48.0,,L. Williams makes free throw 2 of 2,49,57
190,2,3:44.0,,Violation by D. Russell (kicked ball),49,57
191,2,3:32.0,J. Butler makes 2-pt jump shot from 5 ft,,51,57
192,2,3:19.0,,T. Mozgov makes 2-pt hook shot from 3 ft (assist by D. Russell),51,59
193,2,3:01.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by R. Rondo),,53,59
194,2,2:52.0,,T. Mozgov misses 2-pt dunk at rim,53,59
195,2,2:50.0,Defensive rebound by R. Rondo,,53,59
196,2,2:49.0,Shooting foul by D. Russell (drawn by N. Mirotić),,53,59
197,2,2:49.0,Official timeout,,53,59
198,2,2:49.0,N. Mirotić misses free throw 1 of 3,,53,59
199,2,2:49.0,Offensive rebound by Team,,53,59
200,2,2:49.0,N. Mirotić misses free throw 2 of 3,,53,59
201,2,2:49.0,Offensive rebound by Team,,53,59
202,2,2:49.0,,J. Clarkson enters the game for D. Russell,53,59
203,2,2:49.0,N. Mirotić makes free throw 3 of 3,,54,59
204,2,2:36.0,Offensive charge foul by J. Randle (drawn by N. Mirotić),,54,59
205,2,2:36.0,,Turnover by J. Randle (offensive foul),54,59
206,2,2:29.0,J. Butler makes 2-pt jump shot from 17 ft (assist by R. Rondo),,56,59
207,2,2:08.0,,J. Clarkson misses 2-pt layup from 1 ft,56,59
208,2,2:08.0,,Offensive rebound by J. Clarkson,56,59
209,2,2:03.0,,J. Randle misses 2-pt jump shot from 4 ft,56,59
210,2,2:01.0,,Offensive rebound by L. Williams,56,59
211,2,1:43.0,,J. Clarkson misses 3-pt jump shot from 24 ft,56,59
212,2,1:42.0,Defensive rebound by R. Lopez,,56,59
213,2,1:29.0,J. Butler misses 2-pt layup from 1 ft,,56,59
214,2,1:27.0,Offensive rebound by R. Lopez,,56,59
215,2,1:27.0,R. Lopez makes 2-pt layup from 1 ft,,58,59
216,2,1:18.0,,Offensive foul by T. Mozgov (drawn by R. Lopez),58,59
217,2,1:18.0,,Turnover by T. Mozgov (offensive foul),58,59
218,2,1:02.0,I. Canaan makes 2-pt layup from 2 ft (assist by R. Lopez),,60,59
219,2,0:54.0,,N. Young misses 3-pt jump shot from 25 ft,60,59
220,2,0:54.0,Defensive rebound by N. Mirotić,,60,59
221,2,0:45.0,I. Canaan makes 2-pt hook shot from 7 ft (assist by R. Rondo),,62,59
222,2,0:36.0,,Offensive foul by L. Williams (drawn by I. Canaan),62,59
223,2,0:36.0,,Turnover by L. Williams (offensive foul),62,59
224,2,0:23.0,N. Mirotić misses 3-pt jump shot from 29 ft,,62,59
225,2,0:22.0,,Defensive rebound by J. Clarkson,62,59
226,2,0:03.0,,J. Randle makes 2-pt dunk at rim,62,61
227,2,0:01.0,R. Rondo misses 3-pt jump shot from 42 ft,,62,61
228,2,0:00.0,Offensive rebound by Team,,62,61
229,3,11:48.0,,D. Russell misses 3-pt jump shot from 25 ft,62,61
230,3,11:44.0,Defensive rebound by R. Lopez,,62,61
231,3,11:32.0,Turnover by T. Gibson (bad pass; steal by T. Mozgov),,62,61
232,3,11:21.0,,D. Russell misses 3-pt jump shot from 25 ft,62,61
233,3,11:21.0,Defensive rebound by T. Gibson,,62,61
234,3,11:06.0,T. Gibson misses 2-pt jump shot from 17 ft,,62,61
235,3,11:06.0,,Defensive rebound by T. Mozgov,62,61
236,3,10:57.0,,Shooting foul by T. Gibson (drawn by J. Randle),62,61
237,3,10:57.0,,J. Randle makes free throw 1 of 2,62,62
238,3,10:57.0,,J. Randle makes free throw 2 of 2,62,63
239,3,10:46.0,Personal foul by J. Randle (drawn by T. Gibson),,62,63
240,3,10:32.0,Turnover by Team (shot clock),,62,63
241,3,10:17.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by J. Randle),62,66
242,3,9:53.0,R. Lopez misses 2-pt hook shot from 10 ft,,62,66
243,3,9:51.0,,Defensive rebound by J. Randle,62,66
244,3,9:46.0,,J. Randle makes 2-pt layup from 1 ft,62,68
245,3,9:28.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by T. Gibson),,65,68
246,3,9:17.0,,Shooting foul by T. Gibson (drawn by J. Randle),65,68
247,3,9:17.0,,J. Randle misses free throw 1 of 2,65,68
248,3,9:17.0,,Offensive rebound by Team,65,68
249,3,9:17.0,,J. Randle misses free throw 2 of 2,65,68
250,3,9:16.0,Defensive rebound by N. Mirotić,,65,68
251,3,9:02.0,J. Butler makes 2-pt layup from 1 ft,,67,68
252,3,8:46.0,,J. Randle misses 3-pt jump shot from 24 ft,67,68
253,3,8:43.0,,Offensive rebound by N. Young,67,68
254,3,8:36.0,,D. Russell makes 2-pt jump shot from 17 ft,67,70
255,3,8:19.0,N. Mirotić misses 3-pt jump shot from 26 ft,,67,70
256,3,8:18.0,,Defensive rebound by D. Russell,67,70
257,3,8:10.0,,Shooting foul by R. Rondo (drawn by N. Young),67,70
258,3,8:10.0,,N. Young makes free throw 1 of 2,67,71
259,3,8:10.0,I. Canaan enters the game for N. Mirotić,,67,71
260,3,8:10.0,,N. Young makes free throw 2 of 2,67,72
261,3,7:47.0,R. Rondo misses 2-pt layup from 3 ft,,67,72
262,3,7:47.0,Offensive rebound by T. Gibson,,67,72
263,3,7:47.0,T. Gibson misses 2-pt layup at rim,,67,72
264,3,7:42.0,Offensive rebound by R. Lopez,,67,72
265,3,7:42.0,R. Lopez misses 2-pt layup at rim,,67,72
266,3,7:41.0,,Defensive rebound by N. Young,67,72
267,3,7:40.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Russell),67,75
268,3,7:38.0,Chicago full timeout,,67,75
269,3,7:24.0,R. Lopez makes 2-pt layup from 2 ft (assist by R. Rondo),,69,75
270,3,7:05.0,,D. Russell misses 2-pt jump shot from 14 ft,69,75
271,3,7:03.0,Defensive rebound by J. Butler,,69,75
272,3,6:57.0,J. Butler makes 2-pt layup from 1 ft,,71,75
273,3,6:47.0,,Turnover by J. Randle (bad pass; steal by T. Gibson),71,75
274,3,6:38.0,R. Rondo misses 2-pt jump shot from 17 ft,,71,75
275,3,6:38.0,,Defensive rebound by D. Russell,71,75
276,3,6:14.0,,N. Young makes 3-pt jump shot from 25 ft (assist by T. Mozgov),71,78
277,3,5:56.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by J. Butler),,74,78
278,3,5:35.0,,Turnover by D. Russell (bad pass; steal by I. Canaan),74,78
279,3,5:28.0,I. Canaan misses 3-pt jump shot from 25 ft,,74,78
280,3,5:25.0,Offensive rebound by J. Butler,,74,78
281,3,5:25.0,J. Butler makes 2-pt layup at rim,,76,78
282,3,5:18.0,,Turnover by D. Russell (bad pass; steal by R. Rondo),76,78
283,3,5:14.0,T. Gibson makes 2-pt dunk at rim (assist by R. Rondo),,78,78
284,3,5:14.0,,LA Lakers full timeout,78,78
285,3,5:14.0,D. Valentine enters the game for R. Rondo,,78,78
286,3,5:14.0,,T. Black enters the game for J. Randle,78,78
287,3,5:14.0,,L. Nance enters the game for T. Mozgov,78,78
288,3,5:01.0,,Turnover by N. Young (lost ball),78,78
289,3,4:41.0,I. Canaan misses 3-pt jump shot from 23 ft,,78,78
290,3,4:39.0,Offensive rebound by R. Lopez,,78,78
291,3,4:35.0,J. Butler misses 3-pt jump shot from 25 ft,,78,78
292,3,4:34.0,Offensive rebound by Team,,78,78
293,3,4:34.0,,L. Williams enters the game for N. Young,78,78
294,3,4:34.0,,J. Clarkson enters the game for D. Russell,78,78
295,3,4:25.0,R. Lopez misses 2-pt jump shot from 14 ft,,78,78
296,3,4:24.0,Offensive rebound by T. Gibson,,78,78
297,3,4:19.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Gibson),,80,78
298,3,4:03.0,,J. Clarkson misses 2-pt jump shot from 19 ft,80,78
299,3,4:03.0,Defensive rebound by Team,,80,78
300,3,3:49.0,J. Butler makes 2-pt layup from 1 ft,,82,78
301,3,3:27.0,,T. Black misses 2-pt layup from 2 ft (block by R. Lopez),82,78
302,3,3:26.0,Defensive rebound by R. Lopez,,82,78
303,3,3:19.0,Turnover by I. Canaan (bad pass; steal by L. Deng),,82,78
304,3,3:02.0,,L. Nance misses 2-pt jump shot from 18 ft,82,78
305,3,3:02.0,Defensive rebound by I. Canaan,,82,78
306,3,2:46.0,D. Valentine misses 2-pt jump shot from 21 ft,,82,78
307,3,2:46.0,,Defensive rebound by Team,82,78
308,3,2:46.0,Loose ball foul by T. Gibson (drawn by J. Clarkson),,82,78
309,3,2:44.0,,B. Ingram enters the game for L. Deng,82,78
310,3,2:44.0,N. Mirotić enters the game for T. Gibson,,82,78
311,3,2:28.0,,L. Williams misses 2-pt jump shot from 16 ft,82,78
312,3,2:27.0,,Offensive rebound by L. Nance,82,78
313,3,2:27.0,,L. Nance makes 2-pt dunk at rim,82,80
314,3,2:07.0,J. Butler makes 2-pt dunk at rim,,84,80
315,3,2:00.0,,Turnover by B. Ingram (bad pass; steal by I. Canaan),84,80
316,3,1:55.0,I. Canaan makes 2-pt layup from 1 ft,,86,80
317,3,1:39.0,,B. Ingram makes 2-pt jump shot from 15 ft,86,82
318,3,1:13.0,R. Lopez misses 2-pt hook shot from 9 ft,,86,82
319,3,1:13.0,Offensive rebound by N. Mirotić,,86,82
320,3,1:13.0,Shooting foul by L. Williams (drawn by N. Mirotić),,86,82
321,3,1:13.0,N. Mirotić makes free throw 1 of 2,,87,82
322,3,1:13.0,B. Portis enters the game for R. Lopez,,87,82
323,3,1:13.0,N. Mirotić makes free throw 2 of 2,,88,82
324,3,1:02.0,,Shooting foul by B. Portis (drawn by L. Williams),88,82
325,3,1:02.0,,L. Williams misses free throw 1 of 2,88,82
326,3,1:02.0,,Offensive rebound by Team,88,82
327,3,1:02.0,,L. Williams makes free throw 2 of 2,88,83
328,3,0:47.0,Shooting foul by T. Black (drawn by I. Canaan),,88,83
329,3,0:47.0,I. Canaan makes free throw 1 of 2,,89,83
330,3,0:47.0,I. Canaan makes free throw 2 of 2,,90,83
331,3,0:34.0,,L. Nance misses 2-pt jump shot from 21 ft,90,83
332,3,0:33.0,Defensive rebound by D. Valentine,,90,83
333,3,0:14.0,B. Portis misses 2-pt layup at rim,,90,83
334,3,0:13.0,,Defensive rebound by T. Black,90,83
335,3,0:11.0,,Turnover by T. Black (bad pass; steal by J. Butler),90,83
336,3,0:11.0,Turnover by J. Butler (bad pass),,90,83
337,3,0:11.0,,Offensive charge foul by J. Butler (drawn by T. Black),90,83
338,3,0:02.0,,J. Clarkson misses 2-pt jump shot from 14 ft,90,83
339,3,0:01.0,,Offensive rebound by T. Black,90,83
340,3,0:01.0,,Shooting foul by B. Portis (drawn by T. Black),90,83
341,3,0:01.0,,T. Black makes free throw 1 of 2,90,84
342,3,0:01.0,,T. Black makes free throw 2 of 2,90,85
343,4,11:42.0,I. Canaan misses 2-pt layup from 2 ft,,90,85
344,4,11:41.0,Offensive rebound by B. Portis,,90,85
345,4,11:39.0,B. Portis makes 2-pt layup from 2 ft,,92,85
346,4,11:25.0,,L. Nance makes 2-pt dunk at rim (assist by B. Ingram),92,87
347,4,11:01.0,I. Canaan makes 3-pt jump shot from 27 ft (assist by R. Rondo),,95,87
348,4,10:50.0,,Turnover by L. Williams (bad pass; steal by D. Valentine),95,87
349,4,10:44.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,97,87
350,4,10:26.0,,J. Clarkson misses 2-pt jump shot from 13 ft,97,87
351,4,10:25.0,Defensive rebound by N. Mirotić,,97,87
352,4,10:10.0,N. Mirotić misses 3-pt jump shot from 25 ft,,97,87
353,4,10:09.0,,Defensive rebound by B. Ingram,97,87
354,4,9:48.0,,B. Ingram misses 2-pt jump shot from 10 ft,97,87
355,4,9:48.0,Defensive rebound by N. Mirotić,,97,87
356,4,9:39.0,B. Portis makes 2-pt layup from 1 ft (assist by N. Mirotić),,99,87
357,4,9:39.0,,LA Lakers full timeout,99,87
358,4,9:26.0,,B. Ingram makes 2-pt layup from 1 ft,99,89
359,4,9:06.0,Turnover by R. Rondo (bad pass; steal by T. Black),,99,89
360,4,8:57.0,,Shooting foul by D. Valentine (drawn by B. Ingram),99,89
361,4,8:57.0,,B. Ingram misses free throw 1 of 2,99,89
362,4,8:57.0,,Offensive rebound by Team,99,89
363,4,8:57.0,,B. Ingram makes free throw 2 of 2,99,90
364,4,8:45.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by R. Rondo),,102,90
365,4,8:30.0,,L. Williams makes 3-pt jump shot from 29 ft (assist by T. Black),102,93
366,4,8:10.0,B. Portis misses 3-pt jump shot from 24 ft,,102,93
367,4,8:09.0,,Defensive rebound by B. Ingram,102,93
368,4,7:54.0,,L. Williams misses 3-pt jump shot from 26 ft,102,93
369,4,7:53.0,Defensive rebound by B. Portis,,102,93
370,4,7:43.0,R. Rondo misses 2-pt jump shot from 19 ft,,102,93
371,4,7:43.0,,Defensive rebound by B. Ingram,102,93
372,4,7:41.0,,Personal take foul by R. Rondo,102,93
373,4,7:41.0,J. Butler enters the game for D. Valentine,,102,93
374,4,7:41.0,,L. Deng enters the game for T. Black,102,93
375,4,7:41.0,T. Gibson enters the game for B. Portis,,102,93
376,4,7:35.0,,J. Clarkson misses 2-pt layup from 1 ft,102,93
377,4,7:33.0,Defensive rebound by R. Rondo,,102,93
378,4,7:14.0,J. Butler misses 2-pt jump shot from 20 ft,,102,93
379,4,7:13.0,Offensive rebound by N. Mirotić,,102,93
380,4,6:55.0,I. Canaan makes 3-pt jump shot from 26 ft (assist by R. Rondo),,105,93
381,4,6:36.0,,B. Ingram misses 2-pt jump shot from 6 ft,105,93
382,4,6:36.0,Defensive rebound by R. Rondo,,105,93
383,4,6:21.0,Turnover by I. Canaan (traveling),,105,93
384,4,6:07.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. Williams),105,96
385,4,5:45.0,Shooting foul by L. Deng (drawn by J. Butler),,105,96
386,4,5:45.0,Official timeout,,105,96
387,4,5:45.0,J. Butler makes free throw 1 of 2,,106,96
388,4,5:45.0,,N. Young enters the game for B. Ingram,105,96
389,4,5:45.0,,J. Randle enters the game for L. Nance,105,96
390,4,5:45.0,J. Butler makes free throw 2 of 2,,107,96
