,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DENVER_ACTION,PHOENIX_SCORE,DENVER_SCORE
75,1,3:38.0,,Personal foul by A. Len (drawn by D. Gallinari),21,24
76,1,3:38.0,,D. Gallinari makes free throw 1 of 2,21,25
77,1,3:38.0,T. Warren enters the game for T. Chandler,,21,25
78,1,3:38.0,,W. Barton enters the game for K. Faried,21,25
79,1,3:38.0,,W. Chandler enters the game for G. Harris,21,25
80,1,3:38.0,,D. Gallinari makes free throw 2 of 2,21,26
81,1,3:25.0,D. Booker makes 2-pt jump shot from 19 ft (assist by B. Knight),,23,26
82,1,3:04.0,,N. Jokić makes 2-pt hook shot from 4 ft,23,28
83,1,2:52.0,D. Booker misses 3-pt jump shot from 24 ft,,23,28
84,1,2:51.0,,Defensive rebound by D. Gallinari,23,28
85,1,2:38.0,,J. Nelson misses 3-pt jump shot from 24 ft,23,28
86,1,2:37.0,Defensive rebound by A. Len,,23,28
87,1,2:31.0,P. Tucker makes 2-pt jump shot from 15 ft (assist by D. Booker),,25,28
88,1,2:08.0,,D. Gallinari misses 3-pt jump shot from 25 ft,25,28
89,1,2:06.0,,Offensive rebound by N. Jokić,25,28
90,1,2:02.0,,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),25,30
91,1,1:42.0,T. Warren makes 2-pt jump shot from 12 ft,,27,30
92,1,1:30.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Nelson),27,33
93,1,1:09.0,T. Warren makes 2-pt jump shot from 21 ft (assist by D. Booker),,29,33
94,1,1:09.0,,Denver full timeout,29,33
95,1,1:09.0,A. Williams enters the game for A. Len,,29,33
96,1,1:00.0,,D. Arthur enters the game for J. Nelson,29,33
97,1,1:00.0,,J. Murray enters the game for N. Jokić,29,33
98,1,0:46.0,,Turnover by Team (shot clock),29,33
99,1,0:25.0,A. Williams misses 2-pt jump shot from 7 ft,,29,33
100,1,0:24.0,,Defensive rebound by D. Arthur,29,33
101,1,0:09.0,,Shooting foul by A. Williams (drawn by J. Murray),29,33
102,1,0:09.0,,J. Murray makes free throw 1 of 2,29,34
103,1,0:09.0,,J. Murray makes free throw 2 of 2,29,35
104,1,0:01.0,Turnover by D. Booker (step out of bounds),,29,35
105,2,11:42.0,,D. Arthur misses 2-pt jump shot from 5 ft,29,35
106,2,11:41.0,Defensive rebound by T. Warren,,29,35
107,2,11:29.0,B. Knight makes 2-pt jump shot from 20 ft,,31,35
108,2,11:12.0,,W. Barton makes 2-pt dunk at rim,31,37
109,2,10:56.0,L. Barbosa makes 2-pt layup from 1 ft,,33,37
110,2,10:35.0,,G. Harris misses 2-pt layup from 2 ft,33,37
111,2,10:34.0,Defensive rebound by L. Barbosa,,33,37
112,2,10:28.0,T. Warren makes 2-pt jump shot from 4 ft (assist by L. Barbosa),,35,37
113,2,10:12.0,,Turnover by G. Harris (lost ball; steal by J. Dudley),35,37
114,2,10:08.0,B. Knight makes 2-pt layup from 2 ft (assist by J. Dudley),,37,37
115,2,10:08.0,,Denver full timeout,37,37
116,2,9:50.0,,J. Murray misses 2-pt layup from 2 ft (block by B. Knight),37,37
117,2,9:48.0,,Offensive rebound by J. Murray,37,37
118,2,9:44.0,,D. Arthur makes 3-pt jump shot from 26 ft (assist by J. Murray),37,40
119,2,9:23.0,B. Knight misses 3-pt jump shot from 24 ft,,37,40
120,2,9:23.0,,Defensive rebound by W. Chandler,37,40
121,2,9:15.0,,J. Murray makes 2-pt layup from 1 ft (assist by W. Chandler),37,42
122,2,8:50.0,P. Tucker misses 2-pt layup from 3 ft,,37,42
123,2,8:48.0,Offensive rebound by J. Dudley,,37,42
124,2,8:48.0,J. Dudley makes 2-pt layup from 1 ft,,39,42
125,2,8:41.0,,Turnover by W. Barton (bad pass; steal by P. Tucker),39,42
126,2,8:38.0,Personal foul by D. Arthur (drawn by P. Tucker),,39,42
127,2,8:27.0,L. Barbosa makes 2-pt layup from 1 ft,,41,42
128,2,8:08.0,,J. Murray misses 3-pt jump shot from 23 ft,41,42
129,2,8:06.0,Defensive rebound by J. Dudley,,41,42
130,2,8:00.0,B. Knight makes 2-pt layup from 2 ft,,43,42
131,2,7:59.0,,Denver full timeout,43,42
132,2,7:51.0,,Personal block foul by J. Dudley (drawn by W. Chandler),43,42
133,2,7:41.0,,D. Arthur makes 2-pt layup from 1 ft (assist by W. Barton),43,44
134,2,7:16.0,P. Tucker makes 3-pt jump shot from 28 ft (assist by B. Knight),,46,44
135,2,7:05.0,,W. Barton misses 2-pt layup from 2 ft,46,44
136,2,7:03.0,Defensive rebound by T. Warren,,46,44
137,2,6:59.0,T. Warren makes 2-pt jump shot from 17 ft,,48,44
138,2,6:47.0,,J. Nelson enters the game for G. Harris,48,44
139,2,6:47.0,,D. Gallinari enters the game for D. Arthur,48,44
140,2,6:47.0,,N. Jokić enters the game for J. Murray,48,44
141,2,6:38.0,,W. Barton makes 2-pt jump shot from 5 ft,48,46
142,2,6:24.0,L. Barbosa misses 2-pt jump shot from 20 ft,,48,46
143,2,6:23.0,,Defensive rebound by W. Chandler,48,46
144,2,6:09.0,,W. Chandler misses 2-pt jump shot from 16 ft,48,46
145,2,6:09.0,Defensive rebound by T. Warren,,48,46
146,2,5:54.0,B. Knight makes 2-pt jump shot from 16 ft,,50,46
147,2,5:41.0,,N. Jokić misses 2-pt jump shot from 9 ft,50,46
148,2,5:40.0,Defensive rebound by T. Warren,,50,46
149,2,5:30.0,J. Dudley misses 3-pt jump shot from 25 ft,,50,46
150,2,5:30.0,,Defensive rebound by D. Gallinari,50,46
151,2,5:11.0,,J. Nelson makes 2-pt jump shot from 18 ft (assist by N. Jokić),50,48
152,2,4:56.0,B. Knight misses 2-pt jump shot from 21 ft,,50,48
153,2,4:55.0,,Defensive rebound by D. Gallinari,50,48
154,2,4:49.0,,J. Nelson misses 3-pt jump shot from 25 ft,50,48
155,2,4:47.0,Defensive rebound by T. Warren,,50,48
156,2,4:27.0,B. Knight makes 2-pt layup from 3 ft,,52,48
157,2,4:12.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),52,51
158,2,3:53.0,B. Knight makes 3-pt jump shot from 25 ft,,55,51
159,2,3:37.0,,N. Jokić makes 2-pt layup from 1 ft,55,53
160,2,3:14.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by B. Knight),,58,53
161,2,3:01.0,,D. Gallinari misses 3-pt jump shot from 25 ft,58,53
162,2,3:00.0,Defensive rebound by Team,,58,53
163,2,3:00.0,Official timeout,,58,53
164,2,3:00.0,E. Bledsoe enters the game for B. Knight,,58,53
165,2,3:00.0,D. Booker enters the game for L. Barbosa,,58,53
166,2,3:00.0,,K. Faried enters the game for W. Chandler,58,53
167,2,2:45.0,P. Tucker misses 2-pt jump shot from 4 ft,,58,53
168,2,2:45.0,,Defensive rebound by J. Nelson,58,53
169,2,2:27.0,,N. Jokić misses 2-pt hook shot from 4 ft,58,53
170,2,2:25.0,,Offensive rebound by W. Barton,58,53
171,2,2:24.0,,W. Barton makes 2-pt layup from 2 ft,58,55
172,2,2:04.0,T. Warren makes 2-pt jump shot from 15 ft (assist by J. Dudley),,60,55
173,2,1:44.0,Phoenix full timeout,,60,55
174,2,1:40.0,,Turnover by Team (shot clock),60,55
175,2,1:31.0,Personal foul by W. Barton (drawn by D. Booker),,60,55
176,2,1:14.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,60,55
177,2,1:13.0,,Defensive rebound by D. Gallinari,60,55
178,2,1:01.0,,K. Faried makes 2-pt layup from 3 ft (assist by W. Barton),60,57
179,2,0:42.0,P. Tucker misses 3-pt jump shot from 25 ft,,60,57
180,2,0:41.0,,Defensive rebound by W. Barton,60,57
181,2,0:33.0,,Turnover by W. Barton (bad pass),60,57
182,2,0:27.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,60,57
183,2,0:26.0,Offensive rebound by T. Warren,,60,57
184,2,0:07.0,Shooting foul by N. Jokić (drawn by E. Bledsoe),,60,57
185,2,0:07.0,E. Bledsoe misses free throw 1 of 2,,60,57
186,2,0:07.0,Offensive rebound by Team,,60,57
187,2,0:07.0,,W. Chandler enters the game for K. Faried,60,57
188,2,0:07.0,E. Bledsoe makes free throw 2 of 2,,61,57
189,2,0:03.0,,Personal foul by J. Dudley (drawn by J. Nelson),61,57
190,2,0:01.0,,N. Jokić misses 3-pt jump shot from 25 ft,61,57
191,2,0:00.0,,Offensive rebound by Team,61,57
192,3,11:43.0,,D. Gallinari misses 2-pt layup from 2 ft (block by T. Warren),61,57
193,3,11:42.0,,Offensive rebound by Team,61,57
194,3,11:37.0,,G. Harris misses 2-pt jump shot from 6 ft,61,57
195,3,11:36.0,,Offensive rebound by K. Faried,61,57
196,3,11:33.0,,K. Faried misses 2-pt layup from 3 ft,61,57
197,3,11:33.0,,Offensive rebound by D. Gallinari,61,57
198,3,11:26.0,,D. Gallinari makes 3-pt jump shot from 26 ft,61,60
199,3,11:17.0,D. Booker misses 3-pt jump shot from 27 ft,,61,60
200,3,11:15.0,,Defensive rebound by K. Faried,61,60
201,3,11:12.0,,Turnover by K. Faried (bad pass; steal by D. Booker),61,60
202,3,11:08.0,D. Booker makes 2-pt dunk at rim,,63,60
203,3,10:56.0,,Shooting foul by T. Warren (drawn by D. Gallinari),63,60
204,3,10:56.0,,D. Gallinari misses free throw 1 of 2,63,60
205,3,10:56.0,,Offensive rebound by Team,63,60
206,3,10:56.0,,D. Gallinari makes free throw 2 of 2,63,61
207,3,10:43.0,T. Warren makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,66,61
208,3,10:27.0,,Turnover by G. Harris (bad pass; steal by T. Chandler),66,61
209,3,10:22.0,D. Booker makes 2-pt dunk at rim,,68,61
210,3,10:10.0,,Turnover by N. Jokić (lost ball; steal by M. Chriss),68,61
211,3,10:09.0,Turnover by D. Booker (lost ball),,68,61
212,3,10:07.0,,Turnover by D. Gallinari (bad pass; steal by M. Chriss),68,61
213,3,10:03.0,E. Bledsoe makes 2-pt layup from 1 ft,,70,61
214,3,10:03.0,,Denver full timeout,70,61
215,3,9:38.0,,D. Gallinari misses 2-pt jump shot from 21 ft,70,61
216,3,9:38.0,Defensive rebound by T. Warren,,70,61
217,3,9:19.0,Turnover by D. Booker (bad pass; steal by K. Faried),,70,61
218,3,9:16.0,,Shooting foul by T. Chandler (drawn by G. Harris),70,61
219,3,9:16.0,,G. Harris makes free throw 1 of 2,70,62
220,3,9:16.0,,G. Harris makes free throw 2 of 2,70,63
221,3,8:54.0,D. Booker makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,72,63
222,3,8:39.0,,N. Jokić misses 2-pt layup from 2 ft,72,63
223,3,8:37.0,,Offensive rebound by N. Jokić,72,63
224,3,8:37.0,,N. Jokić makes 2-pt layup from 1 ft,72,65
225,3,8:29.0,M. Chriss misses 3-pt jump shot from 24 ft,,72,65
226,3,8:28.0,,Defensive rebound by J. Nelson,72,65
227,3,8:20.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),72,68
228,3,8:20.0,Phoenix full timeout,,72,68
229,3,8:03.0,E. Bledsoe makes 2-pt jump shot from 3 ft,,74,68
230,3,7:51.0,,Personal foul by M. Chriss (drawn by N. Jokić),74,68
231,3,7:45.0,,N. Jokić misses 3-pt jump shot from 24 ft,74,68
232,3,7:44.0,Defensive rebound by E. Bledsoe,,74,68
233,3,7:38.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,77,68
234,3,7:33.0,,K. Faried makes 2-pt layup from 1 ft (assist by J. Nelson),77,70
235,3,7:33.0,,Shooting foul by E. Bledsoe (drawn by K. Faried),77,70
236,3,7:33.0,,K. Faried makes free throw 1 of 1,77,71
237,3,7:19.0,,Offensive charge foul by M. Chriss (drawn by K. Faried),77,71
238,3,7:19.0,Turnover by M. Chriss (offensive foul),,77,71
239,3,7:19.0,P. Tucker enters the game for M. Chriss,,77,71
240,3,7:05.0,,G. Harris misses 3-pt jump shot from 26 ft,77,71
241,3,7:05.0,Defensive rebound by T. Warren,,77,71
242,3,6:57.0,T. Warren misses 2-pt jump shot from 17 ft,,77,71
243,3,6:56.0,,Defensive rebound by N. Jokić,77,71
244,3,6:50.0,,Turnover by N. Jokić (lost ball; steal by T. Chandler),77,71
245,3,6:47.0,T. Warren misses 2-pt jump shot from 3 ft (block by J. Nelson),,77,71
246,3,6:46.0,,Defensive rebound by Team,77,71
247,3,6:38.0,,D. Gallinari misses 3-pt jump shot from 25 ft,77,71
248,3,6:37.0,Defensive rebound by T. Chandler,,77,71
249,3,6:32.0,Turnover by E. Bledsoe (lost ball; steal by J. Nelson),,77,71
250,3,6:29.0,,Shooting foul by P. Tucker (drawn by K. Faried),77,71
251,3,6:29.0,,K. Faried makes free throw 1 of 2,77,72
252,3,6:29.0,,K. Faried makes free throw 2 of 2,77,73
253,3,6:12.0,T. Warren misses 2-pt jump shot from 10 ft,,77,73
254,3,6:12.0,,Defensive rebound by D. Gallinari,77,73
255,3,6:09.0,,Shooting foul by T. Warren (drawn by D. Gallinari),77,73
256,3,6:09.0,Violation by Team (jump ball),,77,73
257,3,6:09.0,,D. Gallinari makes free throw 1 of 2,77,74
258,3,6:09.0,B. Knight enters the game for E. Bledsoe,,77,74
259,3,6:09.0,,W. Chandler enters the game for K. Faried,77,74
260,3,6:09.0,,D. Gallinari makes free throw 2 of 2,77,75
261,3,5:56.0,T. Warren misses 2-pt layup from 2 ft (block by N. Jokić),,77,75
262,3,5:55.0,Offensive rebound by Team,,77,75
263,3,5:45.0,T. Warren makes 2-pt jump shot from 6 ft (assist by D. Booker),,79,75
264,3,5:37.0,,Turnover by N. Jokić (bad pass; steal by T. Chandler),79,75
265,3,5:31.0,D. Booker misses 3-pt jump shot from 25 ft,,79,75
266,3,5:31.0,Offensive rebound by Team,,79,75
267,3,5:31.0,,Loose ball foul by W. Chandler (drawn by P. Tucker),79,75
268,3,5:31.0,,W. Barton enters the game for G. Harris,79,75
269,3,5:18.0,D. Booker makes 2-pt jump shot from 17 ft,,81,75
270,3,5:13.0,,Shooting foul by D. Booker (drawn by W. Barton),81,75
271,3,5:13.0,,W. Barton makes free throw 1 of 3,81,76
272,3,5:13.0,,W. Barton makes free throw 2 of 3,81,77
273,3,5:13.0,,W. Barton makes free throw 3 of 3,81,78
274,3,4:56.0,B. Knight makes 2-pt layup from 1 ft (assist by D. Booker),,83,78
275,3,4:47.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),83,80
276,3,4:30.0,D. Booker makes 2-pt jump shot from 18 ft,,85,80
277,3,4:09.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Chandler),85,82
278,3,3:45.0,D. Booker makes 2-pt jump shot from 20 ft,,87,82
279,3,3:25.0,,W. Barton makes 2-pt jump shot from 6 ft,87,84
280,3,3:18.0,Turnover by B. Knight (lost ball),,87,84
281,3,3:18.0,A. Len enters the game for T. Chandler,,87,84
282,3,3:18.0,,D. Arthur enters the game for D. Gallinari,87,84
283,3,3:02.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),87,86
284,3,2:54.0,D. Booker misses 3-pt jump shot from 24 ft,,87,86
285,3,2:53.0,,Defensive rebound by W. Chandler,87,86
286,3,2:37.0,,W. Chandler misses 2-pt jump shot from 9 ft,87,86
287,3,2:36.0,Defensive rebound by P. Tucker,,87,86
288,3,2:16.0,A. Len misses 2-pt jump shot from 8 ft (block by N. Jokić),,87,86
289,3,2:15.0,Offensive rebound by A. Len,,87,86
290,3,2:10.0,T. Warren makes 2-pt layup from 2 ft (assist by A. Len),,89,86
291,3,1:59.0,E. Bledsoe enters the game for D. Booker,,89,86
292,3,1:51.0,,J. Nelson makes 2-pt layup from 2 ft (assist by W. Barton),89,88
293,3,1:39.0,Turnover by B. Knight (3 sec),,89,88
294,3,1:24.0,,Personal foul by T. Warren,89,88
295,3,1:24.0,,W. Chandler makes free throw 1 of 2,89,89
296,3,1:24.0,,W. Chandler misses free throw 2 of 2,89,89
297,3,1:22.0,Defensive rebound by P. Tucker,,89,89
298,3,1:11.0,Personal foul by D. Arthur (drawn by A. Len),,89,89
299,3,1:03.0,P. Tucker misses 2-pt jump shot from 16 ft,,89,89
300,3,1:02.0,,Defensive rebound by N. Jokić,89,89
301,3,0:49.0,,D. Arthur makes 3-pt jump shot from 23 ft (assist by J. Nelson),89,92
302,3,0:32.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,92,92
303,3,0:23.0,,Shooting foul by P. Tucker (drawn by N. Jokić),92,92
304,3,0:23.0,,N. Jokić makes free throw 1 of 2,92,93
305,3,0:23.0,D. Booker enters the game for A. Len,,92,93
306,3,0:23.0,,G. Harris enters the game for D. Arthur,92,93
307,3,0:23.0,,N. Jokić makes free throw 2 of 2,92,94
308,3,0:05.0,E. Bledsoe misses 2-pt layup from 2 ft (block by G. Harris),,92,94
309,3,0:03.0,,Defensive rebound by W. Chandler,92,94
310,3,0:00.0,,J. Nelson makes 2-pt jump shot from 6 ft (assist by W. Chandler),92,96
311,4,11:47.0,E. Bledsoe makes 2-pt dunk at rim,,94,96
312,4,11:35.0,,Personal foul by T. Warren,94,96
313,4,11:26.0,,J. Nelson makes 2-pt jump shot from 22 ft,94,98
314,4,11:13.0,Personal block foul by D. Arthur (drawn by J. Dudley),,94,98
315,4,11:00.0,E. Bledsoe misses 2-pt jump shot from 8 ft,,94,98
316,4,10:59.0,Offensive rebound by P. Tucker,,94,98
317,4,10:58.0,Personal foul by K. Faried (drawn by P. Tucker),,94,98
318,4,10:46.0,T. Warren misses 2-pt jump shot from 10 ft,,94,98
319,4,10:45.0,,Defensive rebound by D. Arthur,94,98
320,4,10:34.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Nelson),94,100
321,4,10:13.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,96,100
322,4,10:03.0,,Offensive foul by J. Nelson (drawn by J. Dudley),96,100
323,4,10:03.0,,Turnover by J. Nelson (offensive foul),96,100
324,4,9:50.0,Shooting foul by D. Arthur (drawn by T. Warren),,96,100
325,4,9:50.0,T. Warren makes free throw 1 of 2,,97,100
326,4,9:50.0,T. Warren makes free throw 2 of 2,,98,100
327,4,9:30.0,,W. Chandler makes 2-pt jump shot from 5 ft,98,102
328,4,9:09.0,T. Warren makes 2-pt jump shot from 22 ft,,100,102
329,4,8:58.0,,Shooting foul by P. Tucker (drawn by W. Chandler),100,102
330,4,8:58.0,Official timeout,,100,102
331,4,8:58.0,,W. Chandler makes free throw 1 of 3,100,103
332,4,8:58.0,,W. Chandler makes free throw 2 of 3,100,104
333,4,8:58.0,,W. Chandler makes free throw 3 of 3,100,105
334,4,8:47.0,Shooting foul by W. Barton (drawn by E. Bledsoe),,100,105
335,4,8:47.0,E. Bledsoe makes free throw 1 of 2,,101,105
336,4,8:47.0,E. Bledsoe makes free throw 2 of 2,,102,105
337,4,8:27.0,,D. Arthur misses 3-pt jump shot from 26 ft,102,105
338,4,8:26.0,Defensive rebound by E. Bledsoe,,102,105
339,4,8:06.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,105,105
340,4,7:53.0,,W. Chandler misses 2-pt jump shot from 21 ft,105,105
341,4,7:51.0,Defensive rebound by B. Knight,,105,105
342,4,7:46.0,B. Knight makes 2-pt jump shot from 17 ft,,107,105
343,4,7:46.0,,Denver full timeout,107,105
344,4,7:46.0,D. Booker enters the game for T. Warren,,107,105
345,4,7:46.0,,D. Gallinari enters the game for K. Faried,107,105
346,4,7:46.0,,G. Harris enters the game for W. Barton,107,105
347,4,7:46.0,,N. Jokić enters the game for D. Arthur,107,105
348,4,7:24.0,,D. Gallinari misses 3-pt jump shot from 25 ft,107,105
349,4,7:22.0,Defensive rebound by P. Tucker,,107,105
350,4,7:16.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,109,105
351,4,6:58.0,,N. Jokić misses 2-pt jump shot from 4 ft,109,105
352,4,6:57.0,,Offensive rebound by N. Jokić,109,105
353,4,6:57.0,Loose ball foul by J. Dudley (drawn by N. Jokić),,109,105
354,4,6:45.0,,D. Gallinari makes 2-pt dunk at rim (assist by N. Jokić),109,107
355,4,6:18.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,109,107
356,4,6:18.0,,Defensive rebound by W. Chandler,109,107
357,4,6:10.0,,J. Nelson misses 2-pt jump shot from 14 ft,109,107
358,4,6:09.0,,Offensive rebound by N. Jokić,109,107
359,4,6:08.0,,N. Jokić makes 2-pt layup from 2 ft,109,109
360,4,6:08.0,Phoenix full timeout,,109,109
361,4,6:08.0,T. Chandler enters the game for J. Dudley,,109,109
362,4,5:47.0,Turnover by D. Booker (lost ball; steal by G. Harris),,109,109
363,4,5:30.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by J. Nelson),109,111
364,4,5:20.0,B. Knight misses 2-pt jump shot from 17 ft,,109,111
365,4,5:19.0,,Defensive rebound by W. Chandler,109,111
366,4,5:13.0,Violation by T. Chandler (def goaltending),,109,111
367,4,5:13.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Nelson),109,113
368,4,4:56.0,Shooting foul by W. Chandler (drawn by E. Bledsoe),,109,113
369,4,4:56.0,E. Bledsoe misses free throw 1 of 2,,109,113
370,4,4:56.0,Offensive rebound by Team,,109,113
371,4,4:56.0,T. Warren enters the game for B. Knight,,109,113
372,4,4:56.0,E. Bledsoe makes free throw 2 of 2,,110,113
373,4,4:45.0,,Shooting foul by E. Bledsoe (drawn by N. Jokić),110,113
374,4,4:45.0,,N. Jokić misses free throw 1 of 2,110,113
375,4,4:45.0,,Offensive rebound by Team,110,113
376,4,4:45.0,,N. Jokić makes free throw 2 of 2,110,114
377,4,4:33.0,E. Bledsoe makes 2-pt layup from 2 ft,,112,114
378,4,4:20.0,,D. Gallinari makes 2-pt dunk at rim (assist by W. Chandler),112,116
379,4,4:11.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,115,116
380,4,3:56.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Nelson),115,118
381,4,3:39.0,Shooting foul by J. Nelson (drawn by D. Booker),,115,118
382,4,3:39.0,D. Booker misses free throw 1 of 2,,115,118
