,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,T. Harris misses 2-pt jump shot from 15 ft,,0,0
1,1,11:45.0,,Defensive rebound by R. Westbrook,0,0
2,1,11:32.0,,D. Sabonis misses 2-pt jump shot from 18 ft,0,0
3,1,11:32.0,,Offensive rebound by R. Westbrook,0,0
4,1,11:23.0,,V. Oladipo misses 3-pt jump shot from 25 ft,0,0
5,1,11:23.0,Defensive rebound by T. Harris,,0,0
6,1,11:12.0,M. Morris makes 2-pt jump shot from 5 ft,,2,0
7,1,10:58.0,,Personal foul by I. Smith (drawn by S. Adams),2,0
8,1,10:53.0,,R. Westbrook misses 2-pt jump shot from 16 ft,2,0
9,1,10:52.0,Defensive rebound by A. Drummond,,2,0
10,1,10:32.0,T. Harris misses 2-pt layup from 3 ft,,2,0
11,1,10:32.0,,Defensive rebound by R. Westbrook,2,0
12,1,10:19.0,,V. Oladipo misses 2-pt jump shot from 15 ft,2,0
13,1,10:19.0,Defensive rebound by T. Harris,,2,0
14,1,9:59.0,A. Drummond misses 2-pt hook shot from 5 ft,,2,0
15,1,9:59.0,,Defensive rebound by R. Westbrook,2,0
16,1,9:53.0,,R. Westbrook makes 2-pt jump shot from 2 ft,2,2
17,1,9:31.0,T. Harris misses 2-pt hook shot from 9 ft,,2,2
18,1,9:31.0,,Defensive rebound by V. Oladipo,2,2
19,1,9:17.0,,Turnover by S. Adams (lost ball; steal by K. Caldwell-Pope),2,2
20,1,9:11.0,I. Smith misses 2-pt jump shot from 8 ft,,2,2
21,1,9:10.0,,Defensive rebound by Team,2,2
22,1,8:46.0,,R. Westbrook misses 3-pt jump shot from 23 ft,2,2
23,1,8:46.0,,Offensive rebound by Team,2,2
24,1,8:39.0,,S. Adams makes 2-pt hook shot from 5 ft,2,4
25,1,8:16.0,Turnover by M. Morris (bad pass; steal by D. Sabonis),,2,4
26,1,8:08.0,,Shooting foul by K. Caldwell-Pope (drawn by R. Westbrook),2,4
27,1,8:08.0,,R. Westbrook misses free throw 1 of 2,2,4
28,1,8:08.0,,Offensive rebound by Team,2,4
29,1,8:08.0,,R. Westbrook makes free throw 2 of 2,2,5
30,1,7:54.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,2,5
31,1,7:53.0,,Defensive rebound by R. Westbrook,2,5
32,1,7:46.0,,D. Sabonis misses 3-pt jump shot from 22 ft,2,5
33,1,7:46.0,Defensive rebound by A. Drummond,,2,5
34,1,7:33.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,2,5
35,1,7:33.0,,Defensive rebound by V. Oladipo,2,5
36,1,7:23.0,,V. Oladipo makes 2-pt layup from 2 ft,2,7
37,1,7:05.0,Turnover by K. Caldwell-Pope (lost ball; steal by V. Oladipo),,2,7
38,1,7:00.0,,V. Oladipo makes 2-pt layup from 1 ft,2,9
39,1,6:53.0,Detroit full timeout,,2,9
40,1,6:38.0,A. Drummond misses 2-pt dunk at rim,,2,9
41,1,6:37.0,,Defensive rebound by S. Adams,2,9
42,1,6:22.0,,S. Adams misses 2-pt jump shot from 4 ft,2,9
43,1,6:22.0,Defensive rebound by Team,,2,9
44,1,6:22.0,,Loose ball foul by S. Adams (drawn by A. Drummond),2,9
45,1,6:07.0,A. Drummond misses 2-pt hook shot from 4 ft,,2,9
46,1,6:07.0,Offensive rebound by Team,,2,9
47,1,6:06.0,,A. Morrow enters the game for V. Oladipo,2,9
48,1,5:57.0,T. Harris misses 2-pt layup from 2 ft (block by R. Westbrook),,2,9
49,1,5:57.0,,Defensive rebound by S. Adams,2,9
50,1,5:52.0,,R. Westbrook makes 2-pt jump shot from 1 ft,2,11
51,1,5:29.0,M. Morris misses 3-pt jump shot from 24 ft,,2,11
52,1,5:27.0,,Defensive rebound by Team,2,11
53,1,5:27.0,J. Leuer enters the game for T. Harris,,2,11
54,1,5:17.0,,R. Westbrook misses 2-pt jump shot from 5 ft,2,11
55,1,5:16.0,,Offensive rebound by S. Adams,2,11
56,1,5:11.0,,R. Westbrook misses 3-pt jump shot from 22 ft,2,11
57,1,5:10.0,,Offensive rebound by D. Sabonis,2,11
58,1,5:06.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by D. Sabonis),2,14
59,1,4:42.0,M. Morris makes 2-pt jump shot from 14 ft,,4,14
60,1,4:26.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by A. Morrow),4,16
61,1,4:18.0,Detroit full timeout,,4,16
62,1,4:18.0,,J. Lauvergne enters the game for D. Sabonis,4,16
63,1,4:09.0,I. Smith makes 2-pt layup from 3 ft,,6,16
