,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
377,4,7:40.0,E. İlyasova misses 3-pt jump shot from 26 ft,,84,98
378,4,7:39.0,,Defensive rebound by M. Belinelli,84,98
379,4,7:33.0,,S. Hawes makes 2-pt layup from 1 ft (assist by M. Belinelli),84,100
380,4,7:21.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,84,100
381,4,7:20.0,,Defensive rebound by F. Kaminsky,84,100
382,4,7:09.0,,Turnover by R. Sessions (bad pass),84,100
383,4,7:09.0,J. Okafor enters the game for E. İlyasova,,84,100
384,4,7:09.0,N. Stauskas enters the game for G. Henderson,,84,100
385,4,7:09.0,,M. Williams enters the game for S. Hawes,84,100
386,4,6:50.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,84,100
387,4,6:50.0,Offensive rebound by Team,,84,100
388,4,6:38.0,D. Šarić misses 2-pt jump shot from 20 ft,,84,100
389,4,6:37.0,Offensive rebound by Team,,84,100
390,4,6:36.0,Philadelphia full timeout,,84,100
391,4,6:36.0,H. Thompson enters the game for R. Covington,,84,100
392,4,6:36.0,Turnover by Team (5 sec inbounds),,84,100
393,4,6:16.0,,M. Williams makes 2-pt layup from 1 ft (assist by R. Sessions),84,102
394,4,5:55.0,H. Thompson misses 2-pt jump shot from 15 ft,,84,102
395,4,5:54.0,,Defensive rebound by M. Kidd-Gilchrist,84,102
396,4,5:45.0,,M. Williams misses 3-pt jump shot from 25 ft,84,102
397,4,5:44.0,Defensive rebound by H. Thompson,,84,102
398,4,5:34.0,Personal foul by M. Williams (drawn by N. Stauskas),,84,102
399,4,5:34.0,R. Holmes enters the game for D. Šarić,,84,102
400,4,5:34.0,T. McConnell enters the game for S. Rodríguez,,84,102
401,4,5:34.0,,K. Walker enters the game for M. Belinelli,84,102
402,4,5:22.0,R. Holmes makes 2-pt dunk at rim (assist by H. Thompson),,86,102
403,4,4:55.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,86,102
404,4,4:54.0,Defensive rebound by N. Stauskas,,86,102
405,4,4:45.0,Shooting foul by M. Williams (drawn by J. Okafor),,86,102
406,4,4:45.0,J. Okafor makes free throw 1 of 2,,87,102
407,4,4:45.0,,C. Zeller enters the game for F. Kaminsky,87,102
408,4,4:45.0,,N. Batum enters the game for R. Sessions,87,102
409,4,4:45.0,J. Okafor makes free throw 2 of 2,,88,102
410,4,4:24.0,,C. Zeller makes 2-pt jump shot from 10 ft (assist by K. Walker),88,104
411,4,4:02.0,T. McConnell misses 2-pt jump shot from 8 ft,,88,104
412,4,4:00.0,Offensive rebound by H. Thompson,,88,104
413,4,3:57.0,H. Thompson misses 2-pt layup from 1 ft,,88,104
414,4,3:56.0,,Defensive rebound by N. Batum,88,104
415,4,3:46.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by R. Holmes),88,104
416,4,3:45.0,Defensive rebound by N. Stauskas,,88,104
417,4,3:29.0,J. Okafor makes 2-pt layup from 1 ft,,90,104
418,4,3:14.0,,K. Walker misses 2-pt jump shot from 18 ft,90,104
419,4,3:12.0,,Offensive rebound by M. Kidd-Gilchrist,90,104
420,4,3:03.0,,N. Batum misses 3-pt jump shot from 23 ft,90,104
421,4,3:03.0,Defensive rebound by Team,,90,104
422,4,3:03.0,,Loose ball foul by C. Zeller (drawn by T. McConnell),90,104
423,4,3:03.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,90,104
424,4,2:52.0,N. Stauskas misses 2-pt layup from 1 ft,,90,104
425,4,2:51.0,,Defensive rebound by M. Kidd-Gilchrist,90,104
426,4,2:46.0,,Turnover by M. Kidd-Gilchrist (lost ball),90,104
427,4,2:46.0,,Loose ball foul by M. Kidd-Gilchrist (drawn by H. Thompson),90,104
428,4,2:46.0,Official timeout,,90,104
429,4,2:33.0,Turnover by N. Stauskas (bad pass; steal by M. Kidd-Gilchrist),,90,104
430,4,2:17.0,,Turnover by N. Batum (bad pass; steal by J. Okafor),90,104
431,4,2:05.0,H. Thompson misses 3-pt jump shot from 25 ft,,90,104
432,4,2:04.0,,Defensive rebound by M. Kidd-Gilchrist,90,104
433,4,1:55.0,,K. Walker makes 2-pt jump shot from 10 ft,90,106
434,4,1:44.0,Shooting foul by C. Zeller (drawn by J. Okafor),,90,106
435,4,1:44.0,J. Okafor makes 2-pt layup from 1 ft,,92,106
436,4,1:44.0,J. Okafor makes free throw 1 of 1,,93,106
437,4,1:23.0,,N. Batum misses 2-pt jump shot from 19 ft,93,106
438,4,1:22.0,Defensive rebound by N. Stauskas,,93,106
439,4,1:12.0,H. Thompson misses 3-pt jump shot from 25 ft,,93,106
440,4,1:11.0,,Defensive rebound by M. Kidd-Gilchrist,93,106
441,4,0:54.0,,K. Walker makes 3-pt jump shot from 25 ft,93,109
442,4,0:44.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,93,109
443,4,0:43.0,,Defensive rebound by C. Zeller,93,109
444,4,0:22.0,,K. Walker misses 3-pt jump shot from 30 ft,93,109
445,4,0:18.0,,Offensive rebound by Team,93,109
