,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
0,1,11:45.0,A. Wiggins misses 2-pt jump shot from 10 ft,,0,0
1,1,11:43.0,,Defensive rebound by C. Capela,0,0
2,1,11:34.0,,R. Anderson misses 3-pt jump shot from 27 ft,0,0
3,1,11:33.0,Defensive rebound by B. Rush,,0,0
4,1,11:17.0,R. Rubio misses 2-pt jump shot from 19 ft,,0,0
5,1,11:15.0,,Defensive rebound by C. Capela,0,0
6,1,11:00.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by R. Anderson),0,2
7,1,10:41.0,Turnover by A. Wiggins (bad pass),,0,2
8,1,10:33.0,,J. Harden misses 2-pt jump shot from 10 ft,0,2
9,1,10:32.0,Defensive rebound by G. Dieng,,0,2
10,1,10:19.0,K. Towns makes 2-pt hook shot from 7 ft,,2,2
11,1,10:13.0,,R. Anderson misses 3-pt jump shot from 28 ft,2,2
12,1,10:11.0,,Offensive rebound by P. Beverley,2,2
13,1,10:02.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),2,4
14,1,9:42.0,K. Towns misses 2-pt jump shot from 11 ft,,2,4
15,1,9:41.0,,Defensive rebound by P. Beverley,2,4
16,1,9:33.0,,R. Anderson makes 2-pt dunk at rim,2,6
17,1,9:17.0,B. Rush misses 3-pt jump shot from 24 ft,,2,6
18,1,9:17.0,,Defensive rebound by Team,2,6
19,1,9:10.0,,J. Harden makes 2-pt layup from 2 ft,2,8
20,1,9:05.0,Minnesota full timeout,,2,8
21,1,8:54.0,A. Wiggins misses 3-pt jump shot from 26 ft,,2,8
22,1,8:53.0,,Defensive rebound by Team,2,8
23,1,8:52.0,Loose ball foul by G. Dieng (drawn by J. Harden),,2,8
24,1,8:37.0,,J. Harden misses 3-pt jump shot from 28 ft,2,8
25,1,8:37.0,,Offensive rebound by Team,2,8
26,1,8:33.0,,J. Harden misses 3-pt jump shot from 24 ft,2,8
27,1,8:31.0,,Offensive rebound by Team,2,8
28,1,8:27.0,,Turnover by C. Capela (traveling),2,8
29,1,8:10.0,A. Wiggins misses 2-pt jump shot from 4 ft,,2,8
30,1,8:08.0,Offensive rebound by K. Towns,,2,8
31,1,8:07.0,K. Towns misses 2-pt jump shot from 4 ft,,2,8
32,1,8:05.0,Offensive rebound by A. Wiggins,,2,8
33,1,8:02.0,A. Wiggins misses 2-pt jump shot from 4 ft (block by C. Capela),,2,8
34,1,8:00.0,Offensive rebound by G. Dieng,,2,8
35,1,8:00.0,Turnover by G. Dieng (lost ball; steal by J. Harden),,2,8
36,1,7:58.0,,Shooting foul by R. Rubio (drawn by P. Beverley),2,8
37,1,7:58.0,,P. Beverley makes free throw 1 of 2,2,9
38,1,7:58.0,,P. Beverley misses free throw 2 of 2,2,9
39,1,7:57.0,Defensive rebound by K. Towns,,2,9
40,1,7:48.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,4,9
41,1,7:40.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),4,12
42,1,7:25.0,Turnover by R. Rubio (bad pass; steal by P. Beverley),,4,12
43,1,7:21.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),4,14
44,1,7:01.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),,6,14
