,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHARLOTTE_ACTION,GOLDEN STATE_SCORE,CHARLOTTE_SCORE
73,1,3:41.0,Offensive charge foul by K. Walker (drawn by J. McAdoo),,22,20
74,1,3:25.0,K. Durant makes 2-pt layup from 1 ft (assist by S. Curry),,24,20
75,1,3:07.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by S. Hawes),24,23
76,1,2:58.0,Shooting block foul by M. Kidd-Gilchrist (drawn by J. McAdoo),,24,23
77,1,2:58.0,J. McAdoo makes free throw 1 of 2,,25,23
78,1,2:58.0,P. McCaw enters the game for K. Thompson,,25,23
79,1,2:58.0,J. McAdoo makes free throw 2 of 2,,26,23
80,1,2:46.0,,K. Walker misses 2-pt layup from 1 ft,26,23
81,1,2:44.0,,Offensive rebound by S. Hawes,26,23
82,1,2:44.0,,S. Hawes misses 2-pt layup from 1 ft,26,23
83,1,2:43.0,,Offensive rebound by S. Hawes,26,23
84,1,2:36.0,,F. Kaminsky misses 2-pt jump shot from 15 ft,26,23
85,1,2:33.0,Defensive rebound by A. Iguodala,,26,23
86,1,2:25.0,K. Durant misses 2-pt jump shot from 18 ft,,26,23
87,1,2:23.0,,Defensive rebound by M. Kidd-Gilchrist,26,23
88,1,2:06.0,,S. Hawes misses 2-pt jump shot from 12 ft,26,23
89,1,2:05.0,Defensive rebound by P. McCaw,,26,23
90,1,1:57.0,S. Curry misses 2-pt jump shot from 15 ft,,26,23
91,1,1:56.0,,Defensive rebound by M. Kidd-Gilchrist,26,23
92,1,1:40.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft (block by K. Durant),26,23
93,1,1:38.0,Defensive rebound by A. Iguodala,,26,23
94,1,1:32.0,S. Curry makes 3-pt jump shot from 31 ft (assist by K. Durant),,29,23
95,1,1:13.0,,K. Walker misses 2-pt jump shot from 19 ft,29,23
96,1,1:12.0,Defensive rebound by K. Durant,,29,23
97,1,1:04.0,S. Curry misses 3-pt jump shot from 31 ft,,29,23
98,1,1:03.0,,Defensive rebound by S. Hawes,29,23
99,1,0:43.0,,S. Hawes misses 2-pt hook shot from 8 ft,29,23
100,1,0:43.0,,Offensive rebound by M. Kidd-Gilchrist,29,23
101,1,0:43.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,29,25
102,1,0:34.0,Turnover by S. Curry (bad pass; steal by M. Belinelli),,29,25
103,1,0:18.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by K. Walker),29,28
104,1,0:02.0,K. Durant misses 2-pt jump shot from 8 ft (block by F. Kaminsky),,29,28
105,1,0:01.0,,Defensive rebound by S. Hawes,29,28
106,2,11:43.0,,R. Sessions misses 3-pt jump shot from 24 ft (block by J. McAdoo),29,28
107,2,11:41.0,Defensive rebound by J. McAdoo,,29,28
108,2,11:20.0,D. Green makes 3-pt jump shot from 24 ft (assist by J. McAdoo),,32,28
109,2,11:06.0,,S. Hawes misses 2-pt layup from 2 ft,32,28
110,2,11:06.0,Defensive rebound by Team,,32,28
111,2,11:06.0,,Loose ball foul by S. Hawes (drawn by D. Green),32,28
112,2,10:44.0,A. Iguodala misses 2-pt jump shot from 15 ft,,32,28
113,2,10:43.0,Offensive rebound by A. Iguodala,,32,28
114,2,10:40.0,S. Livingston misses 2-pt jump shot from 20 ft,,32,28
115,2,10:38.0,,Defensive rebound by N. Batum,32,28
116,2,10:24.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,32,28
117,2,10:22.0,Defensive rebound by J. McAdoo,,32,28
118,2,10:17.0,S. Livingston misses 2-pt layup from 2 ft (block by S. Hawes),,32,28
119,2,10:15.0,,Defensive rebound by F. Kaminsky,32,28
120,2,10:10.0,,F. Kaminsky misses 2-pt layup from 3 ft,32,28
121,2,10:08.0,Defensive rebound by K. Thompson,,32,28
122,2,9:59.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,34,28
123,2,9:59.0,,Charlotte full timeout,34,28
124,2,9:37.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),34,30
125,2,9:22.0,J. McAdoo makes 2-pt dunk at rim (assist by A. Iguodala),,36,30
126,2,9:03.0,,M. Belinelli makes 2-pt layup at rim (assist by N. Batum),36,32
127,2,8:50.0,K. Thompson misses 3-pt jump shot from 24 ft,,36,32
128,2,8:48.0,,Defensive rebound by S. Hawes,36,32
129,2,8:45.0,,R. Sessions misses 2-pt layup from 1 ft (block by J. McAdoo),36,32
130,2,8:43.0,Defensive rebound by A. Iguodala,,36,32
131,2,8:37.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),,39,32
132,2,8:18.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,39,32
133,2,8:18.0,,Offensive rebound by Team,39,32
134,2,8:18.0,Loose ball foul by J. McAdoo (drawn by S. Hawes),,39,32
135,2,8:16.0,,Turnover by M. Belinelli (lost ball),39,32
136,2,7:58.0,S. Livingston misses 2-pt jump shot from 15 ft,,39,32
137,2,7:57.0,,Defensive rebound by M. Belinelli,39,32
138,2,7:46.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,39,32
139,2,7:45.0,Defensive rebound by K. Thompson,,39,32
140,2,7:29.0,Personal foul by M. Belinelli (drawn by D. Green),,39,32
141,2,7:20.0,K. Thompson misses 2-pt jump shot from 20 ft,,39,32
142,2,7:19.0,,Defensive rebound by S. Hawes,39,32
143,2,7:05.0,,Turnover by N. Batum (bad pass; steal by S. Livingston),39,32
144,2,6:59.0,K. Thompson misses 3-pt jump shot from 23 ft,,39,32
145,2,6:56.0,Offensive rebound by K. Thompson,,39,32
146,2,6:45.0,K. Thompson makes 2-pt jump shot from 17 ft,,41,32
147,2,6:26.0,,Personal block foul by D. Green (drawn by F. Kaminsky),41,32
148,2,6:26.0,,M. Williams enters the game for F. Kaminsky,41,32
149,2,6:26.0,P. McCaw enters the game for A. Iguodala,,41,32
150,2,6:16.0,,M. Belinelli misses 3-pt jump shot from 27 ft,41,32
151,2,6:15.0,Defensive rebound by J. McAdoo,,41,32
152,2,6:05.0,K. Thompson misses 2-pt jump shot from 15 ft,,41,32
153,2,6:03.0,,Defensive rebound by M. Williams,41,32
154,2,5:45.0,,Turnover by R. Sessions (lost ball),41,32
155,2,5:45.0,Official timeout,,41,32
156,2,5:45.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,41,32
157,2,5:45.0,,K. Walker enters the game for R. Sessions,41,32
158,2,5:45.0,S. Curry enters the game for D. Green,,41,32
159,2,5:45.0,K. Durant enters the game for K. Thompson,,41,32
160,2,5:32.0,S. Livingston misses 2-pt jump shot from 15 ft,,41,32
161,2,5:31.0,,Defensive rebound by M. Williams,41,32
162,2,5:15.0,,Turnover by M. Williams (bad pass),41,32
163,2,4:57.0,K. Durant misses 3-pt jump shot from 25 ft,,41,32
164,2,4:55.0,,Defensive rebound by S. Hawes,41,32
165,2,4:43.0,,Personal block foul by S. Livingston (drawn by K. Walker),41,32
166,2,4:36.0,,S. Hawes makes 2-pt layup at rim (assist by M. Williams),41,34
167,2,4:17.0,S. Curry misses 3-pt jump shot from 25 ft,,41,34
168,2,4:16.0,,Defensive rebound by M. Williams,41,34
169,2,4:03.0,,K. Walker misses 3-pt jump shot from 26 ft,41,34
170,2,4:01.0,,Offensive rebound by N. Batum,41,34
171,2,4:01.0,,N. Batum makes 2-pt layup at rim,41,36
172,2,3:54.0,Golden State full timeout,,41,36
173,2,3:54.0,D. Green enters the game for J. McAdoo,,41,36
174,2,3:54.0,A. Iguodala enters the game for S. Livingston,,41,36
175,2,3:37.0,P. McCaw makes 2-pt layup from 1 ft (assist by A. Iguodala),,43,36
176,2,3:22.0,,Turnover by S. Hawes (bad pass; steal by S. Curry),43,36
177,2,3:16.0,S. Curry misses 2-pt layup from 1 ft,,43,36
178,2,3:14.0,Offensive rebound by A. Iguodala,,43,36
179,2,3:14.0,A. Iguodala makes 2-pt layup at rim,,45,36
180,2,2:56.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by N. Batum),45,39
181,2,2:44.0,P. McCaw makes 2-pt jump shot from 6 ft (assist by D. Green),,47,39
182,2,2:33.0,,Turnover by K. Walker (bad pass; steal by D. Green),47,39
183,2,2:27.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Durant),,47,39
184,2,2:27.0,K. Durant makes free throw 1 of 2,,48,39
185,2,2:27.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,48,39
186,2,2:27.0,K. Durant makes free throw 2 of 2,,49,39
187,2,2:14.0,,N. Batum misses 2-pt jump shot from 7 ft (block by P. McCaw),49,39
188,2,2:14.0,,Offensive rebound by Team,49,39
189,2,2:03.0,,S. Hawes misses 2-pt jump shot from 11 ft,49,39
190,2,2:02.0,Defensive rebound by A. Iguodala,,49,39
191,2,1:54.0,P. McCaw misses 3-pt jump shot from 23 ft,,49,39
192,2,1:53.0,,Defensive rebound by K. Walker,49,39
193,2,1:34.0,,M. Williams makes 2-pt dunk at rim (assist by S. Hawes),49,41
194,2,1:16.0,K. Durant misses 3-pt jump shot from 24 ft,,49,41
195,2,1:15.0,,Defensive rebound by S. Hawes,49,41
196,2,1:07.0,,K. Walker makes 2-pt layup from 1 ft (assist by S. Hawes),49,43
197,2,1:07.0,Golden State full timeout,,49,43
198,2,1:07.0,K. Thompson enters the game for P. McCaw,,49,43
199,2,0:57.0,Shooting foul by S. Hawes (drawn by K. Durant),,49,43
200,2,0:57.0,K. Durant makes free throw 1 of 2,,50,43
201,2,0:57.0,K. Durant makes free throw 2 of 2,,51,43
202,2,0:42.0,,N. Batum makes 2-pt jump shot from 9 ft,51,45
203,2,0:32.0,K. Durant makes 2-pt jump shot from 17 ft (assist by S. Curry),,53,45
204,2,0:12.0,,K. Walker misses 2-pt layup from 1 ft,53,45
205,2,0:12.0,,Offensive rebound by S. Hawes,53,45
206,2,0:12.0,,S. Hawes makes 2-pt layup from 1 ft,53,47
207,2,0:02.0,S. Curry misses 2-pt layup from 1 ft (block by M. Williams),,53,47
208,2,0:01.0,,Defensive rebound by S. Hawes,53,47
209,2,0:00.0,,K. Walker misses 3-pt jump shot from 47 ft,53,47
210,2,0:00.0,,Offensive rebound by Team,53,47
211,3,11:47.0,,Shooting foul by D. Green (drawn by R. Hibbert),53,47
212,3,11:47.0,,R. Hibbert makes free throw 1 of 2,53,48
213,3,11:47.0,,R. Hibbert makes free throw 2 of 2,53,49
214,3,11:34.0,S. Curry misses 2-pt jump shot from 16 ft,,53,49
215,3,11:33.0,,Defensive rebound by M. Williams,53,49
216,3,11:23.0,,R. Hibbert misses 2-pt layup from 1 ft,53,49
217,3,11:23.0,Defensive rebound by Team,,53,49
218,3,11:10.0,K. Thompson makes 2-pt layup from 1 ft (assist by Z. Pachulia),,55,49
219,3,10:52.0,,K. Walker makes 2-pt jump shot from 10 ft,55,51
220,3,10:37.0,K. Thompson misses 3-pt jump shot from 25 ft,,55,51
221,3,10:36.0,,Defensive rebound by M. Kidd-Gilchrist,55,51
222,3,10:25.0,,K. Walker misses 3-pt jump shot from 30 ft,55,51
223,3,10:23.0,,Offensive rebound by M. Kidd-Gilchrist,55,51
224,3,10:23.0,,Personal foul by Z. Pachulia (drawn by M. Kidd-Gilchrist),55,51
225,3,10:12.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),55,53
226,3,9:59.0,D. Green misses 3-pt jump shot from 28 ft,,55,53
227,3,9:58.0,Offensive rebound by Z. Pachulia,,55,53
228,3,9:56.0,Z. Pachulia misses 2-pt layup from 2 ft,,55,53
229,3,9:54.0,,Defensive rebound by N. Batum,55,53
230,3,9:48.0,,M. Williams misses 2-pt layup from 1 ft,55,53
231,3,9:47.0,,Offensive rebound by R. Hibbert,55,53
232,3,9:47.0,,R. Hibbert makes 2-pt layup at rim,55,55
233,3,9:47.0,Golden State full timeout,,55,55
234,3,9:37.0,Turnover by K. Durant (bad pass; steal by M. Williams),,55,55
235,3,9:16.0,,M. Williams misses 2-pt layup from 1 ft,55,55
236,3,9:15.0,,Offensive rebound by R. Hibbert,55,55
237,3,9:04.0,,M. Williams misses 3-pt jump shot from 27 ft,55,55
238,3,9:03.0,Defensive rebound by K. Thompson,,55,55
239,3,8:55.0,K. Durant misses 3-pt jump shot from 25 ft,,55,55
240,3,8:54.0,,Defensive rebound by R. Hibbert,55,55
241,3,8:40.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Williams),55,58
242,3,8:36.0,Golden State full timeout,,55,58
243,3,8:22.0,K. Durant makes 2-pt layup from 1 ft,,57,58
244,3,8:08.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),57,61
245,3,7:43.0,,Offensive charge foul by K. Durant (drawn by N. Batum),57,61
246,3,7:43.0,Turnover by K. Durant (offensive foul),,57,61
247,3,7:21.0,,Personal foul by D. Green (drawn by N. Batum),57,61
248,3,7:11.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by N. Batum),57,63
249,3,6:54.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,59,63
250,3,6:36.0,,M. Williams makes 2-pt jump shot from 7 ft (assist by K. Walker),59,65
251,3,6:36.0,,Shooting foul by S. Curry (drawn by M. Williams),59,65
252,3,6:36.0,J. McGee enters the game for Z. Pachulia,,59,65
253,3,6:36.0,,M. Williams makes free throw 1 of 1,59,66
254,3,6:23.0,Turnover by S. Curry (bad pass; steal by M. Williams),,59,66
255,3,6:18.0,,K. Walker misses 2-pt layup from 1 ft (block by S. Curry),59,66
256,3,6:14.0,Defensive rebound by S. Curry,,59,66
257,3,6:14.0,,K. Walker misses 2-pt layup from 1 ft (block by K. Durant),59,66
258,3,6:14.0,,Offensive rebound by K. Walker,59,66
259,3,6:10.0,S. Curry misses 3-pt jump shot from 25 ft,,59,66
260,3,6:07.0,,Defensive rebound by K. Walker,59,66
261,3,5:55.0,,N. Batum makes 2-pt jump shot from 9 ft (assist by K. Walker),59,68
262,3,5:49.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,62,68
263,3,5:30.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),62,71
264,3,5:22.0,Shooting block foul by R. Hibbert (drawn by D. Green),,62,71
265,3,5:22.0,D. Green misses free throw 1 of 2,,62,71
266,3,5:22.0,Offensive rebound by Team,,62,71
267,3,5:22.0,D. Green makes free throw 2 of 2,,63,71
268,3,5:06.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by K. Walker),63,73
269,3,4:53.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,66,73
270,3,4:52.0,,Charlotte full timeout,66,73
271,3,4:52.0,A. Iguodala enters the game for D. Green,,66,73
272,3,4:40.0,,N. Batum misses 2-pt jump shot from 18 ft,66,73
273,3,4:39.0,Defensive rebound by J. McGee,,66,73
274,3,4:17.0,K. Durant misses 2-pt jump shot from 11 ft,,66,73
275,3,4:16.0,,Defensive rebound by M. Williams,66,73
276,3,4:00.0,,K. Walker misses 3-pt jump shot from 25 ft,66,73
277,3,3:59.0,Defensive rebound by K. Durant,,66,73
278,3,3:53.0,Turnover by K. Durant (bad pass),,66,73
279,3,3:53.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,66,73
280,3,3:53.0,,F. Kaminsky enters the game for M. Williams,66,73
281,3,3:41.0,P. McCaw enters the game for K. Thompson,,66,73
282,3,3:29.0,,Turnover by Team (shot clock),66,73
283,3,3:15.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,68,73
284,3,2:58.0,,Turnover by F. Kaminsky (step out of bounds),68,73
285,3,2:58.0,,S. Hawes enters the game for R. Hibbert,68,73
286,3,2:48.0,Turnover by S. Curry (bad pass; steal by K. Walker),,68,73
287,3,2:43.0,,K. Walker misses 2-pt layup from 1 ft (block by K. Durant),68,73
288,3,2:41.0,Defensive rebound by A. Iguodala,,68,73
289,3,2:35.0,S. Curry makes 2-pt jump shot from 22 ft,,70,73
290,3,2:18.0,,K. Walker makes 2-pt layup at rim,70,75
291,3,2:07.0,,Offensive charge foul by K. Durant (drawn by K. Walker),70,75
292,3,2:07.0,Turnover by K. Durant (offensive foul),,70,75
293,3,2:07.0,J. McAdoo enters the game for K. Durant,,70,75
294,3,2:07.0,D. Green enters the game for J. McGee,,70,75
295,3,1:56.0,,Turnover by S. Hawes (step out of bounds),70,75
296,3,1:45.0,S. Curry makes 2-pt layup from 1 ft,,72,75
297,3,1:28.0,,Turnover by N. Batum (lost ball; steal by J. McAdoo),72,75
298,3,1:25.0,Shooting foul by K. Walker (drawn by D. Green),,72,75
299,3,1:25.0,D. Green misses free throw 1 of 2,,72,75
300,3,1:25.0,Offensive rebound by Team,,72,75
301,3,1:25.0,D. Green makes free throw 2 of 2,,73,75
302,3,1:13.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by D. Green),73,75
303,3,1:12.0,Defensive rebound by J. McAdoo,,73,75
304,3,1:07.0,S. Curry misses 3-pt jump shot from 31 ft,,73,75
305,3,1:07.0,,Defensive rebound by Team,73,75
306,3,0:55.0,,S. Hawes misses 2-pt dunk at rim (block by D. Green),73,75
307,3,0:55.0,,Offensive rebound by Team,73,75
308,3,0:47.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,73,75
309,3,0:45.0,Defensive rebound by P. McCaw,,73,75
310,3,0:36.0,Turnover by S. Curry (bad pass; steal by F. Kaminsky),,73,75
311,3,0:32.0,,K. Walker makes 2-pt layup at rim (assist by M. Belinelli),73,77
312,3,0:09.0,J. McAdoo misses 2-pt jump shot from 5 ft,,73,77
313,3,0:08.0,Offensive rebound by J. McAdoo,,73,77
314,3,0:08.0,J. McAdoo makes 2-pt layup from 5 ft,,75,77
315,3,0:02.0,,Shooting foul by P. McCaw (drawn by K. Walker),75,77
316,3,0:02.0,,K. Walker makes free throw 1 of 3,75,78
317,3,0:02.0,,K. Walker makes free throw 2 of 3,75,79
318,3,0:02.0,,K. Walker makes free throw 3 of 3,75,80
319,3,0:00.0,S. Curry misses 3-pt jump shot from 67 ft,,75,80
320,3,0:00.0,Offensive rebound by Team,,75,80
321,4,11:43.0,S. Livingston misses 2-pt jump shot from 11 ft,,75,80
322,4,11:41.0,,Defensive rebound by S. Hawes,75,80
323,4,11:25.0,,S. Hawes misses 2-pt layup from 1 ft,75,80
324,4,11:24.0,Defensive rebound by A. Iguodala,,75,80
325,4,11:24.0,,Technical foul by S. Hawes,75,80
326,4,11:24.0,K. Thompson makes technical free throw,,76,80
327,4,11:12.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Thompson),,76,80
328,4,11:12.0,K. Thompson makes free throw 1 of 2,,77,80
329,4,11:12.0,K. Thompson makes free throw 2 of 2,,78,80
330,4,10:57.0,,M. Belinelli misses 3-pt jump shot from 25 ft,78,80
331,4,10:55.0,Defensive rebound by J. McAdoo,,78,80
332,4,10:51.0,Shooting foul by F. Kaminsky (drawn by D. Green),,78,80
333,4,10:51.0,D. Green misses free throw 1 of 2,,78,80
334,4,10:51.0,Offensive rebound by Team,,78,80
335,4,10:51.0,D. Green makes free throw 2 of 2,,79,80
336,4,10:35.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),79,82
337,4,10:19.0,Shooting foul by F. Kaminsky (drawn by K. Thompson),,79,82
338,4,10:19.0,K. Thompson makes free throw 1 of 2,,80,82
339,4,10:19.0,K. Thompson makes free throw 2 of 2,,81,82
340,4,9:55.0,,R. Sessions misses 2-pt jump shot from 16 ft,81,82
341,4,9:53.0,,Offensive rebound by M. Kidd-Gilchrist,81,82
342,4,9:36.0,,S. Hawes misses 2-pt jump shot from 14 ft (block by K. Thompson),81,82
343,4,9:32.0,Defensive rebound by D. Green,,81,82
344,4,9:30.0,J. McAdoo makes 2-pt dunk at rim (assist by S. Livingston),,83,82
345,4,9:30.0,,Charlotte full timeout,83,82
346,4,9:14.0,,Shooting foul by D. Green (drawn by S. Hawes),83,82
347,4,9:14.0,,S. Hawes makes 2-pt layup at rim (assist by F. Kaminsky),83,84
348,4,9:14.0,,S. Hawes makes free throw 1 of 1,83,85
349,4,9:01.0,K. Thompson misses 3-pt jump shot from 24 ft,,83,85
350,4,9:00.0,Offensive rebound by Team,,83,85
351,4,9:00.0,K. Durant enters the game for D. Green,,83,85
352,4,8:58.0,Turnover by J. McAdoo (bad pass; steal by M. Kidd-Gilchrist),,83,85
353,4,8:39.0,,R. Sessions misses 2-pt layup from 1 ft,83,85
354,4,8:38.0,Defensive rebound by K. Durant,,83,85
355,4,8:32.0,K. Durant makes 2-pt layup from 1 ft,,85,85
356,4,8:20.0,,Personal foul by J. McAdoo (drawn by S. Hawes),85,85
357,4,8:20.0,,K. Walker enters the game for R. Sessions,85,85
358,4,8:13.0,,Shooting foul by K. Thompson (drawn by M. Belinelli),85,85
359,4,8:13.0,Technical foul by K. Thompson,,85,85
360,4,8:13.0,,M. Belinelli makes technical free throw,85,86
361,4,8:13.0,,M. Belinelli makes free throw 1 of 3,85,87
362,4,8:13.0,,M. Belinelli makes free throw 2 of 3,85,88
363,4,8:13.0,,M. Belinelli makes free throw 3 of 3,85,89
364,4,8:01.0,S. Livingston makes 2-pt jump shot from 16 ft,,87,89
365,4,7:42.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,87,89
366,4,7:39.0,Defensive rebound by A. Iguodala,,87,89
367,4,7:34.0,K. Thompson misses 3-pt jump shot from 24 ft,,87,89
368,4,7:33.0,,Defensive rebound by S. Hawes,87,89
369,4,7:19.0,,Shooting foul by S. Livingston (drawn by M. Belinelli),87,89
370,4,7:19.0,,M. Belinelli makes free throw 1 of 3,87,90
371,4,7:19.0,,M. Belinelli makes free throw 2 of 3,87,91
372,4,7:19.0,,M. Williams enters the game for F. Kaminsky,87,91
373,4,7:19.0,,M. Belinelli makes free throw 3 of 3,87,92
374,4,7:05.0,K. Durant makes 2-pt layup from 1 ft (assist by S. Livingston),,89,92
375,4,6:48.0,,K. Walker misses 2-pt jump shot from 19 ft,89,92
376,4,6:45.0,Defensive rebound by J. McAdoo,,89,92
377,4,6:31.0,S. Livingston misses 2-pt jump shot from 9 ft,,89,92
378,4,6:31.0,Offensive rebound by Team,,89,92
