,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,M. Gasol makes 2-pt hook shot from 11 ft (assist by M. Conley),0,2
1,1,11:21.0,T. Harris misses 3-pt jump shot from 23 ft,,0,2
2,1,11:20.0,,Defensive rebound by J. Green,0,2
3,1,11:08.0,,T. Allen makes 2-pt layup from 4 ft,0,4
4,1,10:47.0,I. Smith misses 2-pt jump shot from 16 ft,,0,4
5,1,10:44.0,Offensive rebound by A. Drummond,,0,4
6,1,10:35.0,J. Leuer misses 2-pt jump shot from 13 ft,,0,4
7,1,10:34.0,Offensive rebound by Team,,0,4
8,1,10:27.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by I. Smith),,2,4
9,1,10:00.0,,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),2,6
10,1,9:45.0,T. Harris makes 2-pt jump shot from 14 ft,,4,6
11,1,9:34.0,,Turnover by J. Green (bad pass; steal by A. Drummond),4,6
12,1,9:27.0,I. Smith makes 2-pt jump shot from 15 ft (assist by A. Drummond),,6,6
13,1,9:01.0,,J. Green misses 2-pt hook shot from 5 ft,6,6
14,1,8:59.0,Defensive rebound by A. Drummond,,6,6
15,1,8:53.0,I. Smith makes 2-pt layup from 2 ft,,8,6
16,1,8:39.0,,T. Allen misses 3-pt jump shot from 24 ft,8,6
17,1,8:38.0,Defensive rebound by R. Bullock,,8,6
18,1,8:25.0,A. Drummond makes 2-pt hook shot from 7 ft,,10,6
19,1,8:07.0,,M. Gasol misses 2-pt jump shot from 19 ft,10,6
20,1,8:04.0,,Offensive rebound by J. Green,10,6
21,1,8:00.0,,V. Carter makes 3-pt jump shot from 28 ft (assist by J. Green),10,9
22,1,7:42.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by T. Harris),,13,9
23,1,7:23.0,,M. Conley makes 2-pt jump shot from 8 ft (assist by M. Gasol),13,11
24,1,7:08.0,J. Leuer makes 3-pt jump shot from 23 ft (assist by I. Smith),,16,11
25,1,6:54.0,,V. Carter makes 3-pt jump shot from 28 ft (assist by M. Gasol),16,14
26,1,6:45.0,Detroit full timeout,,16,14
27,1,6:34.0,J. Leuer misses 2-pt jump shot from 19 ft,,16,14
28,1,6:33.0,,Defensive rebound by J. Green,16,14
29,1,6:10.0,,M. Gasol makes 2-pt hook shot from 7 ft,16,16
30,1,5:53.0,R. Bullock misses 3-pt jump shot from 25 ft,,16,16
31,1,5:52.0,,Defensive rebound by J. Green,16,16
32,1,5:46.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by J. Green),16,19
33,1,5:19.0,T. Harris misses 2-pt jump shot from 7 ft,,16,19
34,1,5:19.0,Offensive rebound by A. Drummond,,16,19
35,1,5:19.0,Shooting foul by M. Conley (drawn by A. Drummond),,16,19
36,1,5:19.0,A. Drummond makes free throw 1 of 2,,17,19
37,1,5:19.0,A. Drummond misses free throw 2 of 2,,17,19
38,1,5:19.0,,W. Selden enters the game for T. Allen,17,19
39,1,5:19.0,,J. Ennis enters the game for J. Green,17,19
40,1,5:16.0,,Defensive rebound by J. Ennis,17,19
41,1,5:05.0,,M. Gasol misses 2-pt jump shot from 18 ft,17,19
42,1,5:04.0,Defensive rebound by R. Bullock,,17,19
43,1,4:51.0,T. Harris makes 2-pt jump shot from 9 ft (assist by A. Drummond),,19,19
44,1,4:25.0,,V. Carter misses 2-pt jump shot from 15 ft,19,19
45,1,4:23.0,Defensive rebound by A. Drummond,,19,19
46,1,4:15.0,Turnover by I. Smith (lost ball; steal by M. Gasol),,19,19
47,1,4:06.0,,M. Conley misses 3-pt jump shot from 24 ft,19,19
48,1,4:05.0,Defensive rebound by R. Bullock,,19,19
49,1,4:00.0,Shooting foul by V. Carter (drawn by T. Harris),,19,19
50,1,4:00.0,T. Harris makes 2-pt layup from 2 ft,,21,19
51,1,4:00.0,H. Ellenson enters the game for J. Leuer,,21,19
52,1,4:00.0,B. Marjanović enters the game for A. Drummond,,21,19
53,1,4:00.0,,A. Harrison enters the game for M. Conley,21,19
54,1,4:00.0,S. Johnson enters the game for R. Bullock,,21,19
55,1,4:00.0,,B. Wright enters the game for M. Gasol,21,19
56,1,4:00.0,T. Harris makes free throw 1 of 1,,22,19
57,1,3:39.0,,B. Wright makes 2-pt hook shot from 5 ft (assist by W. Selden),22,21
58,1,3:19.0,B. Marjanović misses 2-pt hook shot from 8 ft,,22,21
59,1,3:18.0,,Defensive rebound by V. Carter,22,21
