,QUARTER,TIME_REMAINING,INDIANA_ACTION,WASHINGTON_ACTION,INDIANA_SCORE,WASHINGTON_SCORE
35,1,7:05.0,Shooting foul by O. Porter (drawn by J. Teague),,11,14
36,1,7:05.0,J. Teague makes free throw 1 of 2,,12,14
37,1,7:05.0,J. Teague makes free throw 2 of 2,,13,14
38,1,6:52.0,,O. Porter misses 3-pt jump shot from 26 ft,13,14
39,1,6:51.0,Defensive rebound by J. Teague,,13,14
40,1,6:45.0,J. Teague misses 2-pt jump shot from 16 ft,,13,14
41,1,6:44.0,,Defensive rebound by M. Morris,13,14
42,1,6:33.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),13,16
43,1,6:20.0,M. Turner misses 2-pt jump shot from 16 ft,,13,16
44,1,6:19.0,,Defensive rebound by M. Morris,13,16
45,1,6:06.0,,B. Beal misses 3-pt jump shot from 24 ft,13,16
46,1,6:05.0,Defensive rebound by C. Miles,,13,16
47,1,5:50.0,C. Miles misses 3-pt jump shot from 23 ft,,13,16
48,1,5:49.0,,Defensive rebound by M. Gortat,13,16
49,1,5:40.0,,Turnover by B. Beal (bad pass; steal by L. Allen),13,16
50,1,5:31.0,Turnover by L. Allen (bad pass; steal by O. Porter),,13,16
51,1,5:25.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),13,18
52,1,5:16.0,Indiana full timeout,,13,18
53,1,5:16.0,K. Séraphin enters the game for L. Allen,,13,18
54,1,5:16.0,M. Ellis enters the game for C. Miles,,13,18
55,1,5:16.0,,J. Smith enters the game for M. Morris,13,18
56,1,5:01.0,M. Turner makes 2-pt jump shot from 11 ft (assist by M. Ellis),,15,18
57,1,4:42.0,,O. Porter makes 2-pt jump shot from 6 ft (assist by J. Wall),15,20
58,1,4:29.0,P. George makes 2-pt jump shot from 18 ft (assist by M. Turner),,17,20
59,1,4:11.0,,M. Gortat misses 2-pt jump shot from 5 ft,17,20
60,1,4:10.0,Defensive rebound by M. Turner,,17,20
61,1,3:59.0,K. Séraphin makes 2-pt hook shot from 6 ft (assist by J. Teague),,19,20
62,1,3:45.0,,J. Wall misses 2-pt layup from 1 ft (block by M. Turner),19,20
63,1,3:45.0,,Offensive rebound by O. Porter,19,20
64,1,3:45.0,,O. Porter makes 2-pt layup from 2 ft,19,22
65,1,3:45.0,,Shooting foul by M. Ellis (drawn by O. Porter),19,22
66,1,3:45.0,,T. Burke enters the game for B. Beal,19,22
67,1,3:45.0,,O. Porter makes free throw 1 of 1,19,23
68,1,3:28.0,J. Teague makes 2-pt jump shot from 15 ft (assist by M. Ellis),,21,23
69,1,3:10.0,,J. Wall misses 3-pt jump shot from 28 ft,21,23
70,1,3:08.0,Defensive rebound by M. Ellis,,21,23
71,1,2:59.0,P. George misses 2-pt layup from 2 ft,,21,23
72,1,2:57.0,,Defensive rebound by M. Gortat,21,23
73,1,2:49.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by J. Wall),21,26
74,1,2:32.0,Turnover by K. Séraphin (lost ball; steal by O. Porter),,21,26
75,1,2:26.0,,J. Wall makes 2-pt dunk at rim (assist by T. Burke),21,28
76,1,2:07.0,Shooting foul by O. Porter (drawn by P. George),,21,28
77,1,2:07.0,,Washington full timeout,21,28
78,1,2:07.0,P. George misses free throw 1 of 3,,21,28
79,1,2:07.0,Offensive rebound by Team,,21,28
80,1,2:07.0,P. George makes free throw 2 of 3,,22,28
81,1,2:07.0,,I. Mahinmi enters the game for O. Porter,21,28
82,1,2:07.0,,K. Oubre enters the game for M. Gortat,21,28
83,1,2:07.0,A. Jefferson enters the game for M. Turner,,21,28
84,1,2:07.0,R. Stuckey enters the game for J. Teague,,21,28
85,1,2:07.0,P. George makes free throw 3 of 3,,23,28
86,1,1:56.0,,Shooting foul by A. Jefferson (drawn by J. Wall),23,28
87,1,1:56.0,,J. Wall makes free throw 1 of 2,23,29
88,1,1:56.0,,J. Wall misses free throw 2 of 2,23,29
89,1,1:56.0,G. Robinson enters the game for P. George,,23,29
90,1,1:55.0,Defensive rebound by G. Robinson,,23,29
91,1,1:34.0,R. Stuckey misses 2-pt jump shot from 18 ft,,23,29
92,1,1:33.0,,Defensive rebound by I. Mahinmi,23,29
93,1,1:21.0,,Turnover by J. Wall (bad pass),23,29
94,1,1:21.0,,T. Satoranský enters the game for J. Wall,23,29
95,1,1:06.0,A. Jefferson misses 2-pt layup from 1 ft,,23,29
96,1,1:05.0,,Defensive rebound by I. Mahinmi,23,29
97,1,0:59.0,,T. Burke misses 2-pt jump shot from 13 ft,23,29
98,1,0:58.0,,Offensive rebound by T. Satoranský,23,29
99,1,0:54.0,,T. Burke misses 3-pt jump shot from 25 ft,23,29
100,1,0:54.0,Defensive rebound by Team,,23,29
101,1,0:37.0,A. Jefferson makes 2-pt layup at rim (assist by M. Ellis),,25,29
102,1,0:31.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by T. Burke),25,31
103,1,0:17.0,M. Ellis makes 2-pt jump shot from 10 ft (assist by A. Jefferson),,27,31
104,1,0:02.0,,T. Burke makes 2-pt jump shot from 15 ft,27,33
105,1,0:01.0,M. Ellis misses 3-pt jump shot from 51 ft,,27,33
106,1,0:00.0,Offensive rebound by Team,,27,33
107,2,11:44.0,K. Séraphin misses 2-pt layup from 2 ft,,27,33
108,2,11:43.0,Offensive rebound by K. Séraphin,,27,33
109,2,11:35.0,R. Stuckey makes 2-pt jump shot from 17 ft (assist by K. Séraphin),,29,33
110,2,11:12.0,,Shooting foul by R. Stuckey (drawn by K. Oubre),29,33
111,2,11:12.0,,K. Oubre makes free throw 1 of 2,29,34
112,2,11:12.0,,K. Oubre misses free throw 2 of 2,29,34
113,2,11:10.0,Defensive rebound by K. Séraphin,,29,34
114,2,10:59.0,K. Séraphin makes 2-pt hook shot from 8 ft (assist by R. Stuckey),,31,34
115,2,10:39.0,,J. Smith misses 2-pt jump shot from 9 ft (block by G. Robinson),31,34
116,2,10:39.0,Defensive rebound by Team,,31,34
117,2,10:27.0,K. Séraphin makes 2-pt jump shot from 20 ft (assist by M. Ellis),,33,34
118,2,10:03.0,,T. Satoranský misses 2-pt jump shot from 15 ft,33,34
119,2,10:02.0,Defensive rebound by A. Jefferson,,33,34
120,2,9:43.0,G. Robinson misses 3-pt jump shot from 25 ft,,33,34
121,2,9:41.0,,Defensive rebound by K. Oubre,33,34
122,2,9:29.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Burke),33,36
123,2,9:11.0,A. Jefferson misses 2-pt jump shot from 4 ft,,33,36
124,2,9:10.0,Offensive rebound by K. Séraphin,,33,36
125,2,9:09.0,K. Séraphin makes 2-pt layup from 1 ft,,35,36
126,2,8:49.0,,T. Satoranský makes 2-pt jump shot from 7 ft (assist by T. Burke),35,38
127,2,8:28.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by M. Ellis),,37,38
128,2,8:15.0,,T. Burke misses 2-pt jump shot from 20 ft,37,38
129,2,8:14.0,Defensive rebound by G. Robinson,,37,38
130,2,8:03.0,R. Stuckey makes 2-pt jump shot from 21 ft,,39,38
131,2,8:01.0,,Washington full timeout,39,38
132,2,8:01.0,,J. Wall enters the game for J. Smith,39,38
133,2,8:01.0,,M. Gortat enters the game for T. Burke,39,38
134,2,8:01.0,,M. Morris enters the game for I. Mahinmi,39,38
135,2,8:01.0,,B. Beal enters the game for T. Satoranský,39,38
136,2,7:44.0,,M. Gortat misses 2-pt jump shot from 7 ft,39,38
137,2,7:43.0,Defensive rebound by K. Séraphin,,39,38
138,2,7:36.0,R. Stuckey makes 2-pt layup from 1 ft,,41,38
139,2,7:27.0,,M. Gortat misses 2-pt layup at rim (block by K. Séraphin),41,38
140,2,7:26.0,Defensive rebound by A. Jefferson,,41,38
141,2,7:21.0,M. Ellis makes 2-pt jump shot from 19 ft,,43,38
142,2,7:01.0,,Turnover by B. Beal (bad pass),43,38
143,2,7:01.0,P. George enters the game for G. Robinson,,43,38
144,2,7:01.0,,O. Porter enters the game for K. Oubre,43,38
145,2,6:48.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,45,38
146,2,6:34.0,,Turnover by J. Wall (lost ball),45,38
147,2,6:15.0,A. Jefferson makes 2-pt hook shot from 8 ft,,47,38
148,2,6:14.0,,Washington full timeout,47,38
149,2,6:02.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),47,40
150,2,6:02.0,,Shooting foul by K. Séraphin (drawn by M. Morris),47,40
151,2,6:02.0,,M. Morris misses free throw 1 of 1,47,40
152,2,6:01.0,Defensive rebound by A. Jefferson,,47,40
153,2,5:41.0,R. Stuckey misses 2-pt jump shot from 20 ft,,47,40
154,2,5:40.0,,Defensive rebound by J. Wall,47,40
155,2,5:36.0,,J. Wall misses 2-pt layup from 2 ft (block by P. George),47,40
156,2,5:36.0,,Offensive rebound by Team,47,40
157,2,5:36.0,Official timeout,,47,40
158,2,5:36.0,J. Teague enters the game for R. Stuckey,,47,40
159,2,5:33.0,,Personal foul by P. George (drawn by M. Morris),47,40
160,2,5:28.0,,B. Beal misses 2-pt layup from 2 ft,47,40
161,2,5:27.0,,Offensive rebound by M. Morris,47,40
162,2,5:26.0,,M. Morris makes 2-pt layup from 1 ft,47,42
163,2,5:10.0,Shooting foul by M. Morris (drawn by P. George),,47,42
164,2,5:10.0,P. George makes free throw 1 of 2,,48,42
165,2,5:10.0,M. Turner enters the game for K. Séraphin,,48,42
166,2,5:10.0,L. Allen enters the game for A. Jefferson,,48,42
167,2,5:10.0,P. George makes free throw 2 of 2,,49,42
168,2,5:00.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),49,45
169,2,4:37.0,P. George misses 3-pt jump shot from 26 ft,,49,45
170,2,4:36.0,,Defensive rebound by O. Porter,49,45
171,2,4:25.0,,O. Porter misses 2-pt jump shot from 7 ft,49,45
172,2,4:24.0,,Offensive rebound by M. Gortat,49,45
173,2,4:23.0,,M. Gortat misses 2-pt layup from 2 ft,49,45
174,2,4:22.0,Defensive rebound by Team,,49,45
175,2,4:22.0,C. Miles enters the game for M. Ellis,,49,45
176,2,4:07.0,L. Allen makes 2-pt layup from 1 ft (assist by J. Teague),,51,45
177,2,3:57.0,,B. Beal misses 3-pt jump shot from 26 ft,51,45
178,2,3:55.0,Defensive rebound by J. Teague,,51,45
179,2,3:40.0,Turnover by L. Allen (bad pass; steal by J. Wall),,51,45
180,2,3:37.0,,J. Wall makes 2-pt layup from 1 ft (assist by M. Morris),51,47
181,2,3:37.0,,Shooting foul by J. Teague (drawn by J. Wall),51,47
182,2,3:37.0,,J. Wall makes free throw 1 of 1,51,48
183,2,3:25.0,P. George makes 2-pt jump shot from 20 ft (assist by J. Teague),,53,48
184,2,3:12.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),53,51
185,2,2:50.0,J. Teague misses 2-pt layup from 2 ft,,53,51
186,2,2:49.0,,Defensive rebound by M. Morris,53,51
187,2,2:43.0,,J. Wall misses 2-pt layup at rim,53,51
188,2,2:42.0,Defensive rebound by Team,,53,51
189,2,2:39.0,Indiana full timeout,,53,51
190,2,2:33.0,P. George misses 3-pt jump shot from 27 ft,,53,51
191,2,2:32.0,,Defensive rebound by M. Gortat,53,51
192,2,2:19.0,,O. Porter misses 3-pt jump shot from 26 ft,53,51
193,2,2:19.0,Defensive rebound by P. George,,53,51
194,2,2:07.0,J. Teague makes 2-pt jump shot from 19 ft (assist by M. Turner),,55,51
195,2,1:53.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),55,53
196,2,1:39.0,M. Turner misses 2-pt jump shot from 19 ft,,55,53
197,2,1:38.0,Offensive rebound by Team,,55,53
198,2,1:38.0,R. Stuckey enters the game for J. Teague,,55,53
199,2,1:38.0,,K. Oubre enters the game for O. Porter,55,53
200,2,1:28.0,L. Allen makes 2-pt jump shot from 18 ft (assist by R. Stuckey),,57,53
201,2,1:02.0,,J. Wall makes 2-pt jump shot from 19 ft,57,55
202,2,0:53.0,Offensive foul by M. Turner (drawn by J. Wall),,57,55
203,2,0:53.0,Turnover by M. Turner (offensive foul),,57,55
204,2,0:53.0,A. Jefferson enters the game for M. Turner,,57,55
205,2,0:42.0,,Turnover by J. Wall (bad pass; steal by C. Miles),57,55
206,2,0:38.0,P. George makes 2-pt layup from 1 ft (assist by R. Stuckey),,59,55
207,2,0:30.0,,B. Beal makes 2-pt jump shot from 20 ft,59,57
208,2,0:13.0,Turnover by C. Miles (bad pass; steal by B. Beal),,59,57
209,2,0:10.0,,M. Morris makes 2-pt layup from 2 ft (assist by B. Beal),59,59
210,2,0:03.0,Personal foul by J. Wall (drawn by P. George),,59,59
211,2,0:03.0,,T. Burke enters the game for J. Wall,59,59
212,2,0:03.0,Indiana full timeout,,59,59
213,3,11:45.0,M. Turner misses 2-pt jump shot from 19 ft,,59,59
214,3,11:45.0,,Defensive rebound by M. Gortat,59,59
215,3,11:23.0,,Turnover by M. Gortat (bad pass; steal by C. Miles),59,59
216,3,11:14.0,P. George misses 2-pt jump shot from 14 ft,,59,59
217,3,11:14.0,Offensive rebound by M. Turner,,59,59
218,3,11:11.0,M. Turner makes 2-pt layup from 1 ft,,61,59
219,3,10:59.0,,J. Wall makes 2-pt jump shot from 18 ft,61,61
220,3,10:43.0,J. Teague misses 2-pt jump shot from 5 ft,,61,61
221,3,10:42.0,,Defensive rebound by M. Gortat,61,61
222,3,10:33.0,,J. Wall misses 3-pt jump shot from 26 ft,61,61
223,3,10:31.0,,Offensive rebound by M. Gortat,61,61
224,3,10:28.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),61,64
225,3,10:08.0,C. Miles misses 3-pt jump shot from 27 ft,,61,64
226,3,10:08.0,,Defensive rebound by M. Gortat,61,64
227,3,9:59.0,,B. Beal misses 3-pt jump shot from 25 ft,61,64
228,3,9:58.0,Defensive rebound by C. Miles,,61,64
229,3,9:44.0,P. George misses 2-pt jump shot from 18 ft,,61,64
230,3,9:43.0,,Defensive rebound by M. Morris,61,64
231,3,9:36.0,,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),61,66
232,3,9:36.0,,Shooting foul by C. Miles (drawn by M. Morris),61,66
233,3,9:36.0,,M. Morris makes free throw 1 of 1,61,67
234,3,9:17.0,Turnover by M. Turner (bad pass; steal by J. Wall),,61,67
235,3,9:14.0,Offensive charge foul by J. Wall (drawn by J. Teague),,61,67
236,3,9:14.0,,Turnover by J. Wall (offensive foul),61,67
237,3,9:06.0,Personal foul by O. Porter (drawn by C. Miles),,61,67
238,3,9:02.0,P. George makes 2-pt jump shot from 17 ft (assist by J. Teague),,63,67
239,3,8:47.0,,M. Morris misses 2-pt jump shot from 19 ft,63,67
240,3,8:46.0,Defensive rebound by J. Teague,,63,67
241,3,8:33.0,L. Allen makes 2-pt jump shot from 7 ft (assist by J. Teague),,65,67
242,3,8:11.0,,O. Porter misses 3-pt jump shot from 24 ft,65,67
243,3,8:11.0,Defensive rebound by M. Turner,,65,67
244,3,7:59.0,Shooting foul by B. Beal (drawn by P. George),,65,67
245,3,7:59.0,P. George makes free throw 1 of 2,,66,67
246,3,7:59.0,P. George misses free throw 2 of 2,,66,67
247,3,7:58.0,,Defensive rebound by M. Gortat,66,67
248,3,7:47.0,,Shooting foul by L. Allen (drawn by J. Wall),66,67
249,3,7:47.0,,J. Wall makes free throw 1 of 2,66,68
250,3,7:47.0,,J. Wall misses free throw 2 of 2,66,68
251,3,7:46.0,Defensive rebound by M. Turner,,66,68
252,3,7:32.0,Personal foul by O. Porter (drawn by L. Allen),,66,68
253,3,7:32.0,,K. Oubre enters the game for O. Porter,66,68
254,3,7:16.0,J. Teague misses 3-pt jump shot from 29 ft,,66,68
255,3,7:15.0,,Defensive rebound by B. Beal,66,68
256,3,7:13.0,,Personal block foul by C. Miles (drawn by J. Wall),66,68
257,3,6:53.0,,M. Morris makes 2-pt jump shot from 15 ft,66,70
258,3,6:47.0,Shooting foul by K. Oubre (drawn by M. Turner),,66,70
259,3,6:47.0,M. Turner makes free throw 1 of 2,,67,70
260,3,6:47.0,M. Turner makes free throw 2 of 2,,68,70
261,3,6:23.0,,K. Oubre misses 3-pt jump shot from 24 ft,68,70
262,3,6:22.0,Defensive rebound by L. Allen,,68,70
263,3,6:12.0,J. Teague makes 2-pt layup from 1 ft,,70,70
264,3,5:50.0,,M. Morris misses 3-pt jump shot from 27 ft,70,70
265,3,5:49.0,Defensive rebound by M. Turner,,70,70
266,3,5:39.0,L. Allen makes 2-pt jump shot from 4 ft (assist by P. George),,72,70
267,3,5:39.0,,Washington full timeout,72,70
268,3,5:24.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by J. Wall),72,73
269,3,5:08.0,P. George misses 2-pt jump shot from 16 ft,,72,73
270,3,5:07.0,,Defensive rebound by M. Morris,72,73
271,3,4:58.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),72,75
272,3,4:35.0,M. Turner misses 2-pt jump shot from 19 ft,,72,75
273,3,4:34.0,,Defensive rebound by J. Wall,72,75
274,3,4:20.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),72,77
275,3,4:01.0,P. George makes 2-pt layup from 1 ft,,74,77
276,3,3:39.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Morris),74,80
277,3,3:23.0,J. Teague misses 2-pt jump shot from 9 ft,,74,80
278,3,3:22.0,Offensive rebound by Team,,74,80
279,3,3:19.0,K. Séraphin enters the game for L. Allen,,74,80
280,3,3:19.0,,J. Smith enters the game for M. Morris,74,80
281,3,3:07.0,J. Teague misses 2-pt jump shot from 7 ft,,74,80
282,3,3:05.0,,Defensive rebound by K. Oubre,74,80
283,3,3:02.0,,J. Wall misses 2-pt layup from 1 ft (block by K. Séraphin),74,80
284,3,3:02.0,,Offensive rebound by Team,74,80
285,3,3:02.0,M. Ellis enters the game for C. Miles,,74,80
286,3,2:53.0,,B. Beal misses 3-pt jump shot from 26 ft,74,80
287,3,2:52.0,,Offensive rebound by J. Smith,74,80
288,3,2:46.0,,J. Wall misses 3-pt jump shot from 27 ft,74,80
289,3,2:45.0,,Offensive rebound by B. Beal,74,80
290,3,2:39.0,,Shooting foul by J. Teague (drawn by B. Beal),74,80
291,3,2:39.0,Indiana full timeout,,74,80
292,3,2:39.0,,B. Beal makes free throw 1 of 2,74,81
293,3,2:39.0,,I. Mahinmi enters the game for M. Gortat,74,80
294,3,2:39.0,,B. Beal makes free throw 2 of 2,74,82
295,3,2:24.0,J. Teague misses 2-pt jump shot from 6 ft,,74,82
296,3,2:23.0,,Defensive rebound by I. Mahinmi,74,82
297,3,2:16.0,,Turnover by J. Wall (bad pass),74,82
298,3,2:16.0,A. Jefferson enters the game for M. Turner,,74,82
299,3,2:04.0,,T. Burke enters the game for J. Wall,74,82
300,3,2:04.0,R. Stuckey enters the game for J. Teague,,74,82
301,3,1:58.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Stuckey),,77,82
302,3,1:42.0,,B. Beal misses 2-pt jump shot from 21 ft,77,82
303,3,1:41.0,Defensive rebound by A. Jefferson,,77,82
304,3,1:26.0,P. George makes 2-pt jump shot from 19 ft (assist by R. Stuckey),,79,82
305,3,1:11.0,,T. Satoranský enters the game for B. Beal,79,82
306,3,1:11.0,G. Robinson enters the game for P. George,,79,82
307,3,0:59.0,,I. Mahinmi misses 2-pt jump shot from 3 ft,79,82
308,3,0:59.0,Defensive rebound by R. Stuckey,,79,82
309,3,0:52.0,R. Stuckey misses 2-pt layup from 1 ft,,79,82
310,3,0:51.0,Offensive rebound by Team,,79,82
311,3,0:44.0,R. Stuckey makes 2-pt jump shot from 12 ft,,81,82
312,3,0:27.0,,J. Smith makes 2-pt dunk at rim (assist by T. Burke),81,84
313,3,0:07.0,Turnover by R. Stuckey (lost ball; steal by T. Satoranský),,81,84
314,3,0:03.0,,T. Burke makes 2-pt layup from 1 ft (assist by T. Satoranský),81,86
315,3,0:01.0,R. Stuckey misses 3-pt jump shot from 57 ft (block by T. Satoranský),,81,86
316,3,0:00.0,,Defensive rebound by K. Oubre,81,86
317,4,11:38.0,,J. Smith misses 2-pt jump shot from 19 ft,81,86
318,4,11:37.0,Defensive rebound by A. Jefferson,,81,86
319,4,11:24.0,K. Séraphin makes 2-pt jump shot from 13 ft (assist by M. Ellis),,83,86
320,4,11:06.0,,T. Burke misses 2-pt jump shot from 14 ft,83,86
321,4,11:04.0,Defensive rebound by K. Séraphin,,83,86
322,4,10:51.0,Turnover by A. Jefferson (bad pass; steal by T. Burke),,83,86
323,4,10:47.0,,Shooting foul by K. Séraphin (drawn by T. Satoranský),83,86
324,4,10:47.0,,T. Satoranský makes free throw 1 of 2,83,87
325,4,10:47.0,,T. Satoranský makes free throw 2 of 2,83,88
326,4,10:31.0,K. Séraphin misses 2-pt jump shot from 20 ft,,83,88
327,4,10:29.0,,Defensive rebound by K. Oubre,83,88
328,4,10:19.0,,I. Mahinmi misses 2-pt layup from 2 ft,83,88
329,4,10:18.0,Defensive rebound by A. Jefferson,,83,88
330,4,9:57.0,Shooting foul by I. Mahinmi (drawn by R. Stuckey),,83,88
331,4,9:57.0,R. Stuckey makes free throw 1 of 2,,84,88
332,4,9:57.0,R. Stuckey makes free throw 2 of 2,,85,88
333,4,9:43.0,,K. Oubre misses 3-pt jump shot from 27 ft,85,88
334,4,9:42.0,Defensive rebound by G. Robinson,,85,88
335,4,9:27.0,K. Séraphin makes 2-pt jump shot from 12 ft (assist by M. Ellis),,87,88
336,4,9:27.0,,Washington full timeout,87,88
337,4,9:27.0,,O. Porter enters the game for T. Satoranský,87,88
338,4,9:03.0,,T. Burke misses 2-pt jump shot from 13 ft,87,88
339,4,9:03.0,Defensive rebound by Team,,87,88
340,4,8:48.0,M. Ellis makes 2-pt jump shot from 7 ft,,89,88
341,4,8:25.0,,T. Burke misses 2-pt jump shot from 6 ft,89,88
342,4,8:24.0,Defensive rebound by A. Jefferson,,89,88
343,4,8:15.0,R. Stuckey misses 2-pt jump shot from 4 ft (block by J. Smith),,89,88
344,4,8:13.0,Offensive rebound by A. Jefferson,,89,88
345,4,8:09.0,R. Stuckey misses 3-pt jump shot from 24 ft,,89,88
346,4,8:07.0,,Defensive rebound by O. Porter,89,88
347,4,8:04.0,,Turnover by O. Porter (offensive foul),89,88
348,4,8:04.0,Offensive charge foul by O. Porter (drawn by M. Ellis),,89,88
349,4,8:04.0,,J. Wall enters the game for T. Burke,89,88
350,4,8:04.0,,B. Beal enters the game for K. Oubre,89,88
351,4,7:47.0,A. Jefferson misses 2-pt layup from 2 ft (block by I. Mahinmi),,89,88
352,4,7:46.0,,Defensive rebound by J. Smith,89,88
353,4,7:42.0,,Shooting foul by M. Ellis (drawn by J. Wall),89,88
354,4,7:42.0,,J. Wall makes free throw 1 of 2,89,89
355,4,7:42.0,P. George enters the game for G. Robinson,,89,89
356,4,7:42.0,,M. Gortat enters the game for J. Smith,89,89
357,4,7:42.0,,M. Morris enters the game for I. Mahinmi,89,89
358,4,7:42.0,,T. Satoranský enters the game for O. Porter,89,89
359,4,7:42.0,,J. Wall makes free throw 2 of 2,89,90
360,4,7:33.0,Turnover by R. Stuckey (traveling),,89,90
361,4,7:18.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Gortat),89,92
362,4,6:58.0,M. Ellis misses 2-pt jump shot from 15 ft,,89,92
363,4,6:57.0,,Defensive rebound by B. Beal,89,92
364,4,6:49.0,,Shooting foul by R. Stuckey (drawn by J. Wall),89,92
365,4,6:49.0,,J. Wall misses free throw 1 of 2,89,92
366,4,6:49.0,,Offensive rebound by Team,89,92
367,4,6:49.0,J. Teague enters the game for R. Stuckey,,89,92
368,4,6:49.0,M. Turner enters the game for A. Jefferson,,89,92
369,4,6:49.0,,J. Wall makes free throw 2 of 2,89,93
370,4,6:33.0,P. George misses 2-pt jump shot from 12 ft,,89,93
371,4,6:32.0,,Defensive rebound by M. Morris,89,93
372,4,6:18.0,,M. Morris misses 3-pt jump shot from 25 ft,89,93
373,4,6:17.0,,Offensive rebound by M. Gortat,89,93
374,4,6:10.0,,J. Wall misses 2-pt jump shot from 19 ft,89,93
375,4,6:09.0,Defensive rebound by P. George,,89,93
376,4,5:59.0,P. George makes 3-pt jump shot from 28 ft,,92,93
377,4,5:35.0,,Shooting foul by M. Turner (drawn by B. Beal),92,93
378,4,5:35.0,Official timeout,,92,93
379,4,5:35.0,,B. Beal makes free throw 1 of 2,92,94
380,4,5:35.0,L. Allen enters the game for K. Séraphin,,92,93
381,4,5:35.0,,B. Beal makes free throw 2 of 2,92,95
382,4,5:15.0,P. George makes 2-pt jump shot from 18 ft,,94,95
383,4,4:53.0,,M. Morris misses 2-pt jump shot from 8 ft,94,95
384,4,4:52.0,,Offensive rebound by M. Gortat,94,95
385,4,4:51.0,,M. Gortat makes 2-pt layup from 1 ft,94,97
386,4,4:36.0,P. George misses 3-pt jump shot from 26 ft,,94,97
387,4,4:34.0,Offensive rebound by L. Allen,,94,97
388,4,4:32.0,L. Allen misses 2-pt layup from 1 ft,,94,97
