,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
0,1,11:44.0,H. Whiteside misses 2-pt layup from 1 ft (block by J. Embiid),,0,0
1,1,11:42.0,,Defensive rebound by J. Embiid,0,0
2,1,11:36.0,,E. İlyasova misses 3-pt jump shot from 27 ft,0,0
3,1,11:35.0,Defensive rebound by H. Whiteside,,0,0
4,1,11:26.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),,3,0
5,1,11:05.0,,J. Embiid makes 2-pt jump shot from 13 ft,3,2
6,1,10:44.0,H. Whiteside makes 2-pt jump shot from 18 ft (assist by D. Waiters),,5,2
7,1,10:32.0,,S. Rodríguez makes 2-pt layup from 1 ft (assist by E. İlyasova),5,4
8,1,10:20.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by G. Dragić),,8,4
9,1,10:07.0,,G. Henderson makes 3-pt jump shot from 22 ft (assist by R. Covington),8,7
10,1,9:43.0,D. Williams misses 2-pt jump shot from 18 ft,,8,7
11,1,9:42.0,,Defensive rebound by E. İlyasova,8,7
12,1,9:37.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Henderson),8,9
13,1,9:21.0,D. Williams misses 3-pt jump shot from 24 ft,,8,9
14,1,9:19.0,,Defensive rebound by J. Embiid,8,9
15,1,9:07.0,,G. Henderson misses 2-pt jump shot from 19 ft,8,9
16,1,9:05.0,Defensive rebound by H. Whiteside,,8,9
17,1,8:58.0,D. Williams misses 2-pt layup from 2 ft,,8,9
18,1,8:56.0,,Defensive rebound by R. Covington,8,9
19,1,8:47.0,,E. İlyasova makes 2-pt layup from 2 ft,8,11
20,1,8:25.0,J. Richardson misses 3-pt jump shot from 27 ft,,8,11
21,1,8:23.0,Offensive rebound by H. Whiteside,,8,11
22,1,8:23.0,Shooting foul by J. Embiid (drawn by H. Whiteside),,8,11
23,1,8:23.0,H. Whiteside makes 2-pt layup from 2 ft,,10,11
24,1,8:23.0,H. Whiteside makes free throw 1 of 1,,11,11
25,1,8:13.0,,Turnover by S. Rodríguez (bad pass; steal by G. Dragić),11,11
26,1,8:00.0,G. Dragić makes 2-pt jump shot from 10 ft,,13,11
27,1,7:44.0,,Shooting foul by D. Waiters (drawn by G. Henderson),13,11
28,1,7:44.0,,G. Henderson makes free throw 1 of 2,13,12
29,1,7:44.0,,J. Okafor enters the game for J. Embiid,13,12
30,1,7:44.0,,G. Henderson makes free throw 2 of 2,13,13
31,1,7:35.0,Turnover by G. Dragić (bad pass),,13,13
32,1,7:22.0,,R. Covington misses 3-pt jump shot from 25 ft,13,13
33,1,7:21.0,Defensive rebound by J. Richardson,,13,13
34,1,7:13.0,J. Richardson misses 2-pt jump shot from 6 ft,,13,13
35,1,7:11.0,,Defensive rebound by R. Covington,13,13
36,1,7:00.0,,G. Henderson makes 2-pt jump shot from 18 ft,13,15
37,1,6:40.0,Personal foul by G. Henderson (drawn by D. Waiters),,13,15
38,1,6:34.0,D. Waiters misses 2-pt jump shot from 4 ft,,13,15
39,1,6:32.0,Offensive rebound by H. Whiteside,,13,15
40,1,6:32.0,H. Whiteside makes 2-pt layup from 2 ft,,15,15
41,1,6:22.0,Offensive charge foul by E. İlyasova (drawn by D. Williams),,15,15
42,1,6:22.0,,Turnover by E. İlyasova (offensive foul),15,15
43,1,6:22.0,T. Johnson enters the game for J. Richardson,,15,15
44,1,6:22.0,,N. Stauskas enters the game for G. Henderson,15,15
45,1,6:10.0,G. Dragić makes 2-pt jump shot from 12 ft,,17,15
46,1,5:50.0,,Turnover by S. Rodríguez (step out of bounds),17,15
47,1,5:50.0,,Philadelphia full timeout,17,15
48,1,5:50.0,,D. Šarić enters the game for E. İlyasova,17,15
49,1,5:50.0,,H. Thompson enters the game for R. Covington,17,15
50,1,5:50.0,,J. Bayless enters the game for S. Rodríguez,17,15
51,1,5:32.0,H. Whiteside misses 2-pt hook shot from 13 ft,,17,15
52,1,5:29.0,,Defensive rebound by N. Stauskas,17,15
53,1,5:25.0,,Turnover by N. Stauskas (bad pass),17,15
54,1,5:12.0,H. Whiteside makes 2-pt jump shot from 14 ft (assist by D. Waiters),,19,15
55,1,4:54.0,,N. Stauskas misses 2-pt jump shot from 6 ft (block by D. Waiters),19,15
56,1,4:54.0,,Offensive rebound by Team,19,15
57,1,4:46.0,,D. Šarić misses 2-pt jump shot from 12 ft,19,15
58,1,4:45.0,,Offensive rebound by J. Okafor,19,15
59,1,4:44.0,,J. Okafor misses 2-pt layup from 4 ft,19,15
60,1,4:42.0,Defensive rebound by T. Johnson,,19,15
61,1,4:31.0,G. Dragić misses 3-pt jump shot from 26 ft,,19,15
62,1,4:29.0,Offensive rebound by H. Whiteside,,19,15
63,1,4:24.0,Shooting foul by D. Šarić (drawn by D. Williams),,19,15
64,1,4:24.0,D. Williams makes free throw 1 of 2,,20,15
65,1,4:24.0,D. Williams misses free throw 2 of 2,,20,15
66,1,4:23.0,,Defensive rebound by D. Šarić,20,15
67,1,4:08.0,,Turnover by J. Bayless (bad pass),20,15
68,1,3:43.0,G. Dragić misses 2-pt jump shot from 9 ft,,20,15
69,1,3:43.0,Offensive rebound by Team,,20,15
70,1,3:43.0,,Loose ball foul by D. Šarić (drawn by D. Williams),20,15
71,1,3:36.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Waiters),,22,15
72,1,3:17.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by H. Thompson),22,18
73,1,3:08.0,G. Dragić misses 2-pt jump shot from 16 ft,,22,18
74,1,3:06.0,,Defensive rebound by D. Šarić,22,18
75,1,3:00.0,,H. Thompson misses 3-pt jump shot from 26 ft,22,18
76,1,2:58.0,Defensive rebound by G. Dragić,,22,18
77,1,2:54.0,Shooting foul by H. Thompson (drawn by D. Williams),,22,18
78,1,2:54.0,Miami full timeout,,22,18
79,1,2:54.0,D. Williams misses free throw 1 of 2,,22,18
80,1,2:54.0,Offensive rebound by Team,,22,18
81,1,2:54.0,,J. Embiid enters the game for J. Okafor,22,18
82,1,2:54.0,R. McGruder enters the game for D. Waiters,,22,18
83,1,2:54.0,D. Williams makes free throw 2 of 2,,23,18
84,1,2:40.0,,Shooting foul by H. Whiteside (drawn by J. Embiid),23,18
85,1,2:40.0,,J. Embiid makes 2-pt hook shot from 7 ft,23,20
86,1,2:40.0,,J. Embiid makes free throw 1 of 1,23,21
87,1,2:22.0,R. McGruder misses 3-pt jump shot from 25 ft,,23,21
88,1,2:21.0,Offensive rebound by T. Johnson,,23,21
89,1,2:14.0,T. Johnson misses 2-pt jump shot from 8 ft,,23,21
90,1,2:12.0,Offensive rebound by D. Williams,,23,21
91,1,2:12.0,D. Williams makes 2-pt layup from 2 ft,,25,21
92,1,1:48.0,,J. Embiid makes 2-pt hook shot from 6 ft,25,23
93,1,1:31.0,H. Whiteside makes 2-pt dunk at rim (assist by R. McGruder),,27,23
94,1,1:14.0,,J. Bayless misses 2-pt layup from 3 ft (block by H. Whiteside),27,23
95,1,1:12.0,Defensive rebound by T. Johnson,,27,23
96,1,1:06.0,R. McGruder makes 3-pt jump shot from 24 ft (assist by G. Dragić),,30,23
97,1,0:47.0,,Personal foul by H. Whiteside (drawn by J. Embiid),30,23
98,1,0:47.0,,Def 3 sec tech foul by J. Johnson,30,23
99,1,0:47.0,J. Richardson enters the game for D. Williams,,30,23
100,1,0:47.0,J. McRoberts enters the game for H. Whiteside,,30,23
101,1,0:47.0,J. Johnson enters the game for G. Dragić,,30,23
102,1,0:47.0,,N. Stauskas makes technical free throw,30,24
103,1,0:28.0,,N. Stauskas misses 2-pt jump shot from 20 ft,30,24
104,1,0:26.0,Defensive rebound by T. Johnson,,30,24
105,1,0:06.0,Turnover by T. Johnson (bad pass; steal by H. Thompson),,30,24
106,1,0:01.0,,D. Šarić misses 3-pt jump shot from 26 ft,30,24
107,1,0:00.0,,Offensive rebound by Team,30,24
108,2,11:43.0,,J. Bayless misses 3-pt jump shot from 25 ft,30,24
109,2,11:41.0,Defensive rebound by J. Richardson,,30,24
110,2,11:40.0,Clear path foul by H. Thompson,,30,24
111,2,11:40.0,J. Richardson makes clear path free throw 1 of 2,,31,24
112,2,11:40.0,J. Richardson misses clear path free throw 2 of 2,,31,24
113,2,11:40.0,Offensive rebound by Team,,31,24
114,2,11:40.0,,G. Henderson enters the game for H. Thompson,31,24
115,2,11:40.0,,S. Rodríguez enters the game for J. Bayless,31,24
116,2,11:32.0,Personal foul by G. Henderson (drawn by R. McGruder),,31,24
117,2,11:16.0,Turnover by J. Johnson (bad pass),,31,24
118,2,11:08.0,,Turnover by N. Stauskas (lost ball; steal by T. Johnson),31,24
119,2,11:04.0,Shooting foul by D. Šarić (drawn by J. Johnson),,31,24
120,2,11:04.0,J. Johnson misses free throw 1 of 2,,31,24
121,2,11:04.0,Offensive rebound by Team,,31,24
122,2,11:04.0,J. Johnson makes free throw 2 of 2,,32,24
123,2,10:49.0,,J. Okafor makes 2-pt hook shot from 3 ft,32,26
124,2,10:36.0,J. Johnson misses 3-pt jump shot from 26 ft,,32,26
125,2,10:35.0,Offensive rebound by J. McRoberts,,32,26
126,2,10:22.0,J. McRoberts misses 2-pt jump shot from 9 ft,,32,26
127,2,10:21.0,,Defensive rebound by D. Šarić,32,26
128,2,10:21.0,,Personal foul by R. McGruder (drawn by D. Šarić),32,26
129,2,10:21.0,,E. İlyasova enters the game for D. Šarić,32,26
130,2,10:11.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),32,29
131,2,9:54.0,T. Johnson misses 2-pt jump shot from 13 ft,,32,29
132,2,9:53.0,Offensive rebound by J. Johnson,,32,29
133,2,9:53.0,J. Johnson makes 2-pt layup from 2 ft,,34,29
134,2,9:29.0,,J. Okafor misses 2-pt jump shot from 4 ft,34,29
135,2,9:27.0,Defensive rebound by J. McRoberts,,34,29
136,2,9:14.0,T. Johnson misses 3-pt jump shot from 26 ft,,34,29
137,2,9:12.0,,Defensive rebound by G. Henderson,34,29
138,2,8:55.0,,S. Rodríguez makes 3-pt jump shot from 26 ft,34,32
139,2,8:34.0,T. Johnson misses 2-pt layup from 2 ft (block by N. Stauskas),,34,32
140,2,8:34.0,Offensive rebound by Team,,34,32
141,2,8:34.0,Official timeout,,34,32
142,2,8:34.0,,R. Covington enters the game for N. Stauskas,34,32
143,2,8:29.0,J. Richardson misses 3-pt jump shot from 28 ft,,34,32
144,2,8:27.0,,Defensive rebound by E. İlyasova,34,32
145,2,8:18.0,,R. Covington misses 2-pt jump shot from 24 ft,34,32
146,2,8:17.0,,Offensive rebound by R. Covington,34,32
147,2,8:10.0,,R. Covington misses 2-pt jump shot from 3 ft,34,32
148,2,8:09.0,Defensive rebound by T. Johnson,,34,32
149,2,8:03.0,J. Richardson misses 3-pt jump shot from 25 ft,,34,32
150,2,8:01.0,Offensive rebound by R. McGruder,,34,32
151,2,7:58.0,Shooting foul by J. Okafor (drawn by J. Johnson),,34,32
152,2,7:58.0,J. Johnson makes free throw 1 of 2,,35,32
153,2,7:58.0,,J. Embiid enters the game for J. Okafor,35,32
154,2,7:58.0,J. Johnson makes free throw 2 of 2,,36,32
155,2,7:49.0,,S. Rodríguez makes 2-pt jump shot from 16 ft,36,34
156,2,7:32.0,R. McGruder misses 3-pt jump shot from 23 ft,,36,34
157,2,7:30.0,,Defensive rebound by E. İlyasova,36,34
158,2,7:15.0,,J. Embiid misses 2-pt jump shot from 3 ft,36,34
159,2,7:13.0,Defensive rebound by J. Johnson,,36,34
160,2,7:08.0,R. McGruder misses 3-pt jump shot from 23 ft,,36,34
161,2,7:06.0,,Defensive rebound by E. İlyasova,36,34
162,2,7:00.0,,R. Covington misses 3-pt jump shot from 24 ft,36,34
163,2,6:59.0,Defensive rebound by R. McGruder,,36,34
164,2,6:34.0,Turnover by J. McRoberts (lost ball; steal by R. Covington),,36,34
165,2,6:23.0,,Shooting foul by T. Johnson (drawn by J. Embiid),36,34
166,2,6:23.0,,J. Embiid misses free throw 1 of 2,36,34
167,2,6:23.0,,Offensive rebound by Team,36,34
168,2,6:23.0,,J. Embiid makes free throw 2 of 2,36,35
169,2,6:18.0,Miami full timeout,,36,35
170,2,6:18.0,L. Babbitt enters the game for J. Richardson,,36,35
171,2,6:18.0,G. Dragić enters the game for T. Johnson,,36,35
172,2,6:18.0,D. Waiters enters the game for J. McRoberts,,36,35
173,2,6:18.0,H. Whiteside enters the game for J. Johnson,,36,35
174,2,5:59.0,L. Babbitt makes 3-pt jump shot from 26 ft (assist by D. Waiters),,39,35
175,2,5:39.0,,J. Embiid misses 2-pt jump shot from 11 ft (block by H. Whiteside),39,35
176,2,5:37.0,Defensive rebound by H. Whiteside,,39,35
177,2,5:26.0,H. Whiteside makes 2-pt layup from 2 ft (assist by G. Dragić),,41,35
178,2,5:26.0,Shooting foul by R. Covington (drawn by H. Whiteside),,41,35
179,2,5:26.0,H. Whiteside makes free throw 1 of 1,,42,35
180,2,5:15.0,,G. Henderson makes 2-pt dunk at rim,42,37
181,2,5:05.0,D. Waiters misses 3-pt jump shot from 25 ft,,42,37
182,2,5:04.0,,Defensive rebound by E. İlyasova,42,37
183,2,4:58.0,,R. Covington misses 3-pt jump shot from 24 ft,42,37
184,2,4:58.0,,Offensive rebound by Team,42,37
185,2,4:58.0,Loose ball foul by L. Babbitt (drawn by J. Embiid),,42,37
186,2,4:48.0,,Personal foul by G. Dragić (drawn by G. Henderson),42,37
187,2,4:41.0,,J. Embiid makes 2-pt layup from 3 ft (assist by S. Rodríguez),42,39
188,2,4:28.0,D. Waiters misses 2-pt jump shot from 4 ft (block by J. Embiid),,42,39
189,2,4:25.0,,Defensive rebound by G. Henderson,42,39
190,2,4:21.0,,Turnover by G. Henderson (bad pass; steal by R. McGruder),42,39
191,2,4:16.0,D. Waiters makes 2-pt layup from 2 ft (assist by L. Babbitt),,44,39
192,2,3:58.0,,E. İlyasova misses 3-pt jump shot from 28 ft,44,39
193,2,3:56.0,Defensive rebound by R. McGruder,,44,39
194,2,3:40.0,Shooting foul by J. Embiid (drawn by H. Whiteside),,44,39
195,2,3:40.0,H. Whiteside misses free throw 1 of 2,,44,39
196,2,3:40.0,Offensive rebound by Team,,44,39
197,2,3:40.0,H. Whiteside misses free throw 2 of 2,,44,39
198,2,3:40.0,,J. Okafor enters the game for J. Embiid,44,39
199,2,3:40.0,,N. Stauskas enters the game for G. Henderson,44,39
200,2,3:39.0,,Defensive rebound by E. İlyasova,44,39
201,2,3:27.0,,T. McConnell enters the game for S. Rodríguez,44,39
202,2,3:22.0,,R. Covington makes 2-pt layup from 2 ft,44,41
203,2,3:03.0,J. Richardson enters the game for R. McGruder,,44,41
204,2,3:02.0,Turnover by G. Dragić (lost ball; steal by T. McConnell),,44,41
205,2,2:49.0,,R. Covington misses 2-pt jump shot from 19 ft,44,41
206,2,2:47.0,Defensive rebound by L. Babbitt,,44,41
207,2,2:42.0,G. Dragić misses 2-pt jump shot from 22 ft,,44,41
