,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
30,1,8:10.0,G. Hayward makes 2-pt jump shot from 15 ft (assist by R. Hood),,8,8
31,1,8:09.0,,New York full timeout,8,8
32,1,7:50.0,,Turnover by J. Noah (3 sec),8,8
33,1,7:38.0,G. Hayward misses 3-pt jump shot from 26 ft,,8,8
34,1,7:37.0,,Defensive rebound by D. Rose,8,8
35,1,7:30.0,,D. Rose misses 2-pt jump shot from 9 ft,8,8
36,1,7:29.0,Defensive rebound by R. Gobert,,8,8
37,1,7:19.0,R. Hood misses 2-pt jump shot from 15 ft,,8,8
38,1,7:18.0,,Defensive rebound by C. Anthony,8,8
39,1,7:03.0,,C. Anthony makes 2-pt jump shot from 22 ft,8,10
40,1,6:41.0,Turnover by D. Favors (lost ball; steal by J. Noah),,8,10
41,1,6:24.0,,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by J. Noah),8,12
42,1,6:11.0,G. Hayward misses 3-pt jump shot from 26 ft,,8,12
43,1,6:10.0,,Defensive rebound by C. Anthony,8,12
44,1,6:02.0,,C. Lee makes 2-pt jump shot from 10 ft,8,14
45,1,5:48.0,Shooting foul by D. Rose (drawn by G. Hill),,8,14
46,1,5:48.0,G. Hill makes free throw 1 of 3,,9,14
47,1,5:48.0,G. Hill makes free throw 2 of 3,,10,14
48,1,5:48.0,D. Exum enters the game for R. Hood,,10,14
49,1,5:48.0,T. Lyles enters the game for D. Favors,,10,14
50,1,5:48.0,G. Hill makes free throw 3 of 3,,11,14
51,1,5:27.0,,D. Rose misses 2-pt layup from 3 ft,11,14
52,1,5:26.0,Defensive rebound by T. Lyles,,11,14
53,1,5:11.0,G. Hill makes 3-pt jump shot from 26 ft,,14,14
54,1,5:02.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by D. Rose),14,17
55,1,4:39.0,G. Hill misses 2-pt jump shot from 21 ft,,14,17
56,1,4:38.0,,Defensive rebound by Team,14,17
57,1,4:38.0,,L. Thomas enters the game for J. Noah,14,17
58,1,4:21.0,,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by D. Rose),14,20
59,1,3:59.0,Shooting foul by C. Lee (drawn by G. Hayward),,14,20
60,1,3:59.0,G. Hayward makes free throw 1 of 2,,15,20
61,1,3:59.0,D. Favors enters the game for R. Gobert,,15,20
62,1,3:59.0,G. Hayward makes free throw 2 of 2,,16,20
63,1,3:42.0,,C. Anthony makes 2-pt jump shot from 9 ft,16,22
64,1,3:26.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hill),,18,22
65,1,3:26.0,Shooting foul by K. Porziņģis (drawn by D. Favors),,18,22
66,1,3:26.0,D. Favors misses free throw 1 of 1,,18,22
67,1,3:26.0,J. Johnson enters the game for G. Hayward,,18,22
68,1,3:25.0,,Defensive rebound by K. Porziņģis,18,22
69,1,3:16.0,,Turnover by K. Porziņģis (offensive foul),18,22
70,1,3:16.0,,Offensive foul by K. Porziņģis (drawn by D. Exum),18,22
71,1,3:16.0,,K. O'Quinn enters the game for K. Porziņģis,18,22
72,1,2:57.0,T. Lyles misses 3-pt jump shot from 27 ft,,18,22
73,1,2:56.0,,Defensive rebound by L. Thomas,18,22
74,1,2:48.0,,C. Lee misses 2-pt jump shot from 6 ft,18,22
75,1,2:47.0,Defensive rebound by D. Favors,,18,22
76,1,2:37.0,D. Favors misses 2-pt jump shot from 18 ft,,18,22
77,1,2:36.0,,Defensive rebound by C. Anthony,18,22
78,1,2:13.0,,C. Anthony makes 2-pt jump shot from 21 ft,18,24
79,1,1:52.0,D. Exum misses 3-pt jump shot from 26 ft,,18,24
80,1,1:51.0,,Defensive rebound by C. Lee,18,24
81,1,1:38.0,,C. Anthony makes 2-pt jump shot from 15 ft,18,26
82,1,1:37.0,Utah full timeout,,18,26
83,1,1:37.0,S. Mack enters the game for G. Hill,,18,26
84,1,1:37.0,,B. Jennings enters the game for D. Rose,18,26
85,1,1:15.0,T. Lyles misses 2-pt jump shot from 19 ft,,18,26
86,1,1:14.0,,Defensive rebound by C. Lee,18,26
87,1,0:57.0,,L. Thomas makes 2-pt jump shot from 2 ft,18,28
88,1,0:46.0,D. Favors misses 2-pt layup from 1 ft (block by K. O'Quinn),,18,28
89,1,0:45.0,Offensive rebound by Team,,18,28
90,1,0:45.0,,J. Holiday enters the game for C. Lee,18,28
91,1,0:45.0,,M. Kuzminskas enters the game for C. Anthony,18,28
92,1,0:36.0,S. Mack makes 2-pt jump shot from 13 ft,,20,28
93,1,0:28.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by B. Jennings),20,30
94,1,0:08.0,Turnover by S. Mack (bad pass; steal by B. Jennings),,20,30
95,1,0:03.0,,J. Holiday misses 2-pt layup from 2 ft,20,30
96,1,0:02.0,,Offensive rebound by M. Kuzminskas,20,30
97,1,0:02.0,,M. Kuzminskas misses 2-pt layup from 2 ft,20,30
98,1,0:01.0,,Offensive rebound by M. Kuzminskas,20,30
99,1,0:01.0,,M. Kuzminskas misses 2-pt layup from 2 ft,20,30
100,1,0:00.0,,Offensive rebound by Team,20,30
101,2,11:43.0,,M. Kuzminskas makes 2-pt layup from 2 ft (assist by L. Thomas),20,32
102,2,11:26.0,Turnover by S. Mack (bad pass),,20,32
103,2,11:07.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,20,32
104,2,11:06.0,Defensive rebound by Team,,20,32
105,2,10:49.0,D. Favors makes 2-pt jump shot from 13 ft (assist by S. Mack),,22,32
106,2,10:38.0,,Turnover by B. Jennings (bad pass; steal by J. Johnson),22,32
107,2,10:29.0,J. Johnson misses 2-pt jump shot from 4 ft (block by J. Holiday),,22,32
108,2,10:28.0,Offensive rebound by J. Johnson,,22,32
109,2,10:23.0,Turnover by S. Mack (bad pass),,22,32
110,2,10:10.0,,L. Thomas misses 2-pt jump shot from 5 ft,22,32
111,2,10:09.0,Defensive rebound by T. Lyles,,22,32
112,2,9:57.0,S. Mack misses 2-pt jump shot from 16 ft,,22,32
113,2,9:56.0,,Defensive rebound by B. Jennings,22,32
114,2,9:50.0,,Shooting foul by D. Favors (drawn by K. O'Quinn),22,32
115,2,9:50.0,,K. O'Quinn makes free throw 1 of 2,22,33
116,2,9:50.0,R. Gobert enters the game for D. Favors,,22,33
117,2,9:50.0,,K. O'Quinn makes free throw 2 of 2,22,34
118,2,9:41.0,Def 3 sec tech foul by K. O'Quinn,,22,34
119,2,9:41.0,R. Hood misses technical free throw,,22,34
120,2,9:41.0,Offensive rebound by Team,,22,34
121,2,9:29.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by R. Hood),,25,34
122,2,9:17.0,,L. Thomas misses 2-pt layup from 2 ft (block by R. Gobert),25,34
123,2,9:16.0,,Offensive rebound by Team,25,34
124,2,9:16.0,Loose ball foul by J. Johnson (drawn by K. O'Quinn),,25,34
125,2,9:08.0,,B. Jennings makes 3-pt jump shot from 25 ft,25,37
126,2,8:49.0,R. Gobert makes 2-pt dunk at rim (assist by T. Lyles),,27,37
127,2,8:40.0,,K. O'Quinn makes 2-pt dunk at rim (assist by B. Jennings),27,39
128,2,8:24.0,Personal foul by B. Jennings (drawn by R. Hood),,27,39
129,2,8:24.0,Official timeout,,27,39
130,2,8:24.0,D. Exum enters the game for S. Mack,,27,39
131,2,8:19.0,T. Lyles misses 3-pt jump shot from 26 ft,,27,39
132,2,8:18.0,Offensive rebound by Team,,27,39
133,2,8:18.0,,Loose ball foul by L. Thomas (drawn by R. Gobert),27,39
134,2,8:09.0,R. Hood makes 2-pt hook shot from 6 ft,,29,39
135,2,7:42.0,,M. Kuzminskas makes 3-pt jump shot from 23 ft (assist by J. Holiday),29,42
136,2,7:26.0,Shooting foul by M. Kuzminskas (drawn by J. Johnson),,29,42
137,2,7:26.0,J. Johnson makes free throw 1 of 2,,30,42
138,2,7:26.0,,K. Porziņģis enters the game for M. Kuzminskas,30,42
139,2,7:26.0,G. Hayward enters the game for T. Lyles,,30,42
140,2,7:26.0,G. Hill enters the game for D. Exum,,30,42
141,2,7:26.0,J. Johnson makes free throw 2 of 2,,31,42
142,2,7:02.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,31,42
143,2,7:01.0,Defensive rebound by R. Hood,,31,42
144,2,6:46.0,J. Johnson misses 3-pt jump shot from 27 ft,,31,42
145,2,6:45.0,,Defensive rebound by J. Holiday,31,42
146,2,6:24.0,,K. Porziņģis misses 2-pt hook shot from 6 ft,31,42
147,2,6:23.0,Defensive rebound by G. Hill,,31,42
148,2,6:16.0,Shooting foul by K. O'Quinn (drawn by R. Hood),,31,42
149,2,6:16.0,R. Hood makes free throw 1 of 2,,32,42
150,2,6:16.0,,C. Anthony enters the game for L. Thomas,32,42
151,2,6:16.0,,C. Lee enters the game for K. O'Quinn,32,42
152,2,6:16.0,R. Hood makes free throw 2 of 2,,33,42
153,2,5:55.0,,Personal foul by R. Gobert (drawn by K. Porziņģis),33,42
154,2,5:55.0,,New York full timeout,33,42
155,2,5:55.0,J. Ingles enters the game for J. Johnson,,33,42
156,2,5:42.0,,C. Anthony misses 2-pt layup from 1 ft,33,42
157,2,5:41.0,Defensive rebound by G. Hayward,,33,42
158,2,5:32.0,Turnover by G. Hayward (bad pass; steal by C. Lee),,33,42
159,2,5:17.0,,B. Jennings makes 2-pt jump shot from 19 ft,33,44
160,2,5:08.0,Personal foul by K. Porziņģis (drawn by R. Gobert),,33,44
161,2,5:08.0,R. Gobert makes free throw 1 of 2,,34,44
162,2,5:08.0,R. Gobert misses free throw 2 of 2,,34,44
163,2,5:08.0,,J. Noah enters the game for K. Porziņģis,34,44
164,2,5:07.0,,Defensive rebound by J. Noah,34,44
165,2,4:49.0,,B. Jennings misses 3-pt jump shot from 27 ft,34,44
166,2,4:48.0,Defensive rebound by Team,,34,44
167,2,4:48.0,,Loose ball foul by J. Noah (drawn by R. Gobert),34,44
168,2,4:48.0,R. Gobert makes free throw 1 of 2,,35,44
169,2,4:48.0,,D. Rose enters the game for B. Jennings,35,44
170,2,4:48.0,,L. Thomas enters the game for J. Holiday,35,44
171,2,4:48.0,R. Gobert makes free throw 2 of 2,,36,44
172,2,4:33.0,,Shooting foul by R. Hood (drawn by C. Lee),36,44
173,2,4:33.0,,C. Lee makes free throw 1 of 2,36,45
174,2,4:33.0,,C. Lee makes free throw 2 of 2,36,46
175,2,4:18.0,G. Hayward misses 3-pt jump shot from 26 ft,,36,46
176,2,4:17.0,,Defensive rebound by D. Rose,36,46
177,2,4:07.0,,D. Rose misses 2-pt jump shot from 5 ft,36,46
178,2,4:06.0,,Offensive rebound by J. Noah,36,46
179,2,4:06.0,,J. Noah makes 2-pt layup from 2 ft,36,48
180,2,3:53.0,R. Hood misses 2-pt jump shot from 11 ft,,36,48
181,2,3:52.0,Offensive rebound by G. Hayward,,36,48
182,2,3:51.0,Personal foul by L. Thomas (drawn by G. Hayward),,36,48
183,2,3:51.0,G. Hayward makes free throw 1 of 2,,37,48
184,2,3:51.0,G. Hayward makes free throw 2 of 2,,38,48
185,2,3:25.0,,C. Anthony makes 2-pt layup from 2 ft,38,50
186,2,3:01.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by G. Hill),,41,50
187,2,2:48.0,,D. Rose makes 2-pt jump shot from 16 ft,41,52
188,2,2:23.0,J. Ingles misses 3-pt jump shot from 25 ft,,41,52
189,2,2:22.0,,Defensive rebound by C. Anthony,41,52
190,2,2:13.0,,Personal foul by R. Hood (drawn by C. Anthony),41,52
191,2,2:13.0,Utah full timeout,,41,52
192,2,2:13.0,,C. Anthony misses free throw 1 of 2,41,52
193,2,2:13.0,,Offensive rebound by Team,41,52
194,2,2:13.0,,C. Anthony misses free throw 2 of 2,41,52
195,2,2:13.0,J. Johnson enters the game for J. Ingles,,41,52
196,2,2:12.0,Defensive rebound by R. Gobert,,41,52
197,2,1:59.0,Personal foul by J. Noah (drawn by G. Hill),,41,52
198,2,1:59.0,G. Hill makes free throw 1 of 2,,42,52
199,2,1:59.0,G. Hill misses free throw 2 of 2,,42,52
200,2,1:59.0,,K. O'Quinn enters the game for J. Noah,42,52
201,2,1:58.0,,Defensive rebound by C. Anthony,42,52
202,2,1:44.0,,K. O'Quinn misses 2-pt jump shot from 20 ft,42,52
203,2,1:43.0,Defensive rebound by G. Hayward,,42,52
204,2,1:24.0,G. Hill misses 2-pt jump shot from 11 ft,,42,52
205,2,1:23.0,,Defensive rebound by L. Thomas,42,52
206,2,1:10.0,,Turnover by D. Rose (lost ball),42,52
207,2,1:05.0,Shooting foul by L. Thomas (drawn by G. Hayward),,42,52
208,2,1:05.0,G. Hayward makes free throw 1 of 2,,43,52
209,2,1:05.0,G. Hayward makes free throw 2 of 2,,44,52
210,2,0:49.0,,C. Anthony makes 2-pt jump shot from 16 ft,44,54
211,2,0:36.0,G. Hayward makes 3-pt jump shot from 26 ft,,47,54
212,2,0:31.0,,C. Anthony misses 3-pt jump shot from 26 ft,47,54
213,2,0:29.0,Defensive rebound by R. Gobert,,47,54
214,2,0:10.0,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),,49,54
215,2,0:04.0,,C. Lee misses 2-pt jump shot from 14 ft,49,54
216,2,0:03.0,,Offensive rebound by K. O'Quinn,49,54
217,2,0:03.0,,K. O'Quinn misses 2-pt layup from 1 ft,49,54
218,2,0:02.0,Defensive rebound by J. Johnson,,49,54
219,3,11:50.0,,Personal foul by R. Gobert (drawn by J. Noah),49,54
220,3,11:41.0,,C. Lee misses 2-pt jump shot from 14 ft,49,54
221,3,11:40.0,,Offensive rebound by D. Rose,49,54
222,3,11:36.0,,C. Anthony misses 3-pt jump shot from 26 ft,49,54
223,3,11:35.0,,Offensive rebound by D. Rose,49,54
224,3,11:22.0,,C. Anthony makes 2-pt jump shot from 14 ft,49,56
225,3,11:00.0,Shooting foul by C. Anthony (drawn by G. Hayward),,49,56
226,3,11:00.0,G. Hayward makes free throw 1 of 2,,50,56
227,3,11:00.0,G. Hayward makes free throw 2 of 2,,51,56
228,3,10:43.0,,Turnover by C. Lee (bad pass; steal by R. Gobert),51,56
229,3,10:24.0,G. Hill makes 2-pt jump shot from 10 ft,,53,56
230,3,10:08.0,,D. Rose misses 2-pt jump shot from 10 ft,53,56
231,3,10:07.0,,Offensive rebound by J. Noah,53,56
232,3,10:07.0,,J. Noah makes 2-pt layup from 2 ft,53,58
233,3,9:49.0,D. Favors makes 2-pt jump shot from 18 ft (assist by R. Hood),,55,58
234,3,9:34.0,,D. Rose makes 2-pt layup from 1 ft,55,60
235,3,9:14.0,G. Hayward misses 2-pt layup from 2 ft,,55,60
236,3,9:13.0,Offensive rebound by R. Gobert,,55,60
237,3,9:13.0,R. Gobert makes 2-pt dunk at rim,,57,60
238,3,8:56.0,,Turnover by C. Anthony (bad pass),57,60
239,3,8:39.0,G. Hayward misses 2-pt jump shot from 12 ft,,57,60
240,3,8:38.0,,Defensive rebound by K. Porziņģis,57,60
241,3,8:15.0,,C. Anthony misses 3-pt jump shot from 26 ft,57,60
242,3,8:14.0,Defensive rebound by R. Gobert,,57,60
243,3,7:59.0,Shooting foul by C. Anthony (drawn by G. Hayward),,57,60
244,3,7:59.0,G. Hayward makes free throw 1 of 3,,58,60
245,3,7:59.0,G. Hayward makes free throw 2 of 3,,59,60
246,3,7:59.0,G. Hayward makes free throw 3 of 3,,60,60
247,3,7:44.0,,Personal foul by D. Favors (drawn by K. Porziņģis),60,60
248,3,7:32.0,,D. Rose misses 2-pt jump shot from 18 ft,60,60
249,3,7:31.0,Defensive rebound by R. Hood,,60,60
250,3,7:25.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),,62,60
251,3,7:12.0,,C. Lee makes 3-pt jump shot from 25 ft,62,63
252,3,6:52.0,G. Hayward misses 3-pt jump shot from 25 ft,,62,63
253,3,6:51.0,,Defensive rebound by J. Noah,62,63
254,3,6:45.0,,D. Rose makes 2-pt layup from 1 ft,62,65
255,3,6:23.0,G. Hill makes 2-pt jump shot from 8 ft,,64,65
256,3,6:09.0,,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by D. Rose),64,67
257,3,5:55.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hill),,66,67
258,3,5:48.0,,Personal foul by D. Favors (drawn by K. Porziņģis),66,67
259,3,5:48.0,,New York full timeout,66,67
260,3,5:48.0,T. Lyles enters the game for D. Favors,,66,67
261,3,5:41.0,,Personal foul by G. Hill (drawn by C. Anthony),66,67
262,3,5:33.0,,J. Noah misses 2-pt layup from 2 ft (block by T. Lyles),66,67
263,3,5:32.0,Defensive rebound by R. Gobert,,66,67
264,3,5:14.0,Turnover by G. Hayward (bad pass; steal by C. Lee),,66,67
265,3,5:06.0,,C. Anthony misses 3-pt jump shot from 26 ft,66,67
266,3,5:05.0,Defensive rebound by R. Hood,,66,67
267,3,4:49.0,G. Hill makes 2-pt jump shot from 6 ft,,68,67
268,3,4:37.0,Violation by T. Lyles (kicked ball),,68,67
269,3,4:28.0,,C. Anthony misses 2-pt layup from 1 ft,68,67
270,3,4:27.0,,Offensive rebound by C. Anthony,68,67
271,3,4:27.0,,C. Anthony makes 2-pt layup from 2 ft,68,69
272,3,4:10.0,G. Hayward misses 3-pt jump shot from 28 ft,,68,69
273,3,4:09.0,,Defensive rebound by J. Noah,68,69
274,3,3:56.0,,K. Porziņģis makes 2-pt jump shot from 18 ft,68,71
275,3,3:55.0,Utah full timeout,,68,71
276,3,3:55.0,D. Exum enters the game for R. Hood,,68,71
277,3,3:39.0,G. Hill makes 2-pt layup from 1 ft,,70,71
278,3,3:23.0,,Shooting foul by G. Hayward (drawn by C. Anthony),70,71
279,3,3:23.0,,C. Anthony makes free throw 1 of 2,70,72
280,3,3:23.0,,J. Holiday enters the game for C. Lee,70,72
281,3,3:23.0,,L. Thomas enters the game for J. Noah,70,72
282,3,3:23.0,,C. Anthony makes free throw 2 of 2,70,73
283,3,3:10.0,G. Hayward misses 3-pt jump shot from 25 ft,,70,73
284,3,3:09.0,,Defensive rebound by C. Anthony,70,73
285,3,2:47.0,,Turnover by D. Rose (lost ball; steal by G. Hill),70,73
286,3,2:46.0,Personal foul by D. Rose (drawn by G. Hill),,70,73
287,3,2:46.0,S. Mack enters the game for G. Hill,,70,73
288,3,2:46.0,D. Favors enters the game for R. Gobert,,70,73
289,3,2:29.0,T. Lyles makes 2-pt jump shot from 13 ft (assist by D. Exum),,72,73
290,3,2:13.0,,K. Porziņģis makes 2-pt jump shot from 3 ft (assist by D. Rose),72,75
291,3,1:55.0,D. Favors makes 2-pt layup from 2 ft (assist by D. Exum),,74,75
292,3,1:28.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by C. Anthony),74,78
293,3,1:19.0,G. Hayward makes 2-pt layup from 2 ft,,76,78
294,3,1:19.0,Shooting foul by L. Thomas (drawn by G. Hayward),,76,78
295,3,1:19.0,,B. Jennings enters the game for D. Rose,76,78
296,3,1:19.0,G. Hayward makes free throw 1 of 1,,77,78
297,3,1:06.0,,C. Anthony makes 2-pt jump shot from 20 ft,77,80
298,3,0:52.0,D. Favors misses 2-pt jump shot from 3 ft (block by K. Porziņģis),,77,80
299,3,0:51.0,Offensive rebound by D. Favors,,77,80
300,3,0:49.0,Personal foul by C. Anthony (drawn by D. Favors),,77,80
301,3,0:49.0,D. Favors makes free throw 1 of 2,,78,80
302,3,0:49.0,D. Favors misses free throw 2 of 2,,78,80
303,3,0:49.0,,M. Kuzminskas enters the game for C. Anthony,78,80
304,3,0:48.0,,Defensive rebound by K. Porziņģis,78,80
305,3,0:27.0,,K. Porziņģis misses 2-pt jump shot from 11 ft,78,80
306,3,0:26.0,Defensive rebound by D. Favors,,78,80
307,3,0:05.0,T. Lyles misses 3-pt jump shot from 26 ft,,78,80
308,3,0:04.0,Offensive rebound by D. Favors,,78,80
309,4,11:38.0,R. Hood makes 2-pt layup from 3 ft,,80,80
310,4,11:13.0,,L. Thomas misses 2-pt jump shot from 19 ft,80,80
311,4,11:12.0,Defensive rebound by S. Mack,,80,80
312,4,11:00.0,R. Hood makes 2-pt jump shot from 14 ft,,82,80
313,4,10:46.0,,M. Kuzminskas misses 3-pt jump shot from 24 ft,82,80
314,4,10:45.0,Defensive rebound by D. Favors,,82,80
315,4,10:27.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by S. Mack),,85,80
316,4,10:19.0,,New York full timeout,85,80
317,4,10:19.0,,K. Porziņģis enters the game for K. O'Quinn,85,80
318,4,10:19.0,,C. Lee enters the game for J. Holiday,85,80
319,4,10:19.0,,D. Rose enters the game for M. Kuzminskas,85,80
320,4,10:06.0,,C. Lee misses 2-pt jump shot from 12 ft,85,80
321,4,10:05.0,Defensive rebound by S. Mack,,85,80
322,4,9:52.0,S. Mack makes 2-pt layup from 1 ft,,87,80
323,4,9:41.0,,Shooting foul by D. Favors (drawn by D. Rose),87,80
324,4,9:41.0,,D. Rose makes free throw 1 of 2,87,81
325,4,9:41.0,,D. Rose makes free throw 2 of 2,87,82
326,4,9:28.0,R. Hood misses 2-pt jump shot from 18 ft,,87,82
327,4,9:27.0,,Defensive rebound by K. Porziņģis,87,82
328,4,9:15.0,,D. Rose misses 2-pt layup from 3 ft,87,82
329,4,9:14.0,Defensive rebound by S. Mack,,87,82
330,4,9:13.0,Personal foul by K. Porziņģis (drawn by S. Mack),,87,82
331,4,8:51.0,Turnover by S. Mack (lost ball; steal by B. Jennings),,87,82
332,4,8:44.0,,B. Jennings misses 2-pt layup from 1 ft,87,82
333,4,8:43.0,Defensive rebound by R. Hood,,87,82
334,4,8:29.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by R. Hood),,90,82
335,4,8:13.0,,D. Rose makes 2-pt layup from 1 ft,90,84
336,4,7:52.0,S. Mack misses 2-pt jump shot from 6 ft,,90,84
337,4,7:51.0,Offensive rebound by D. Favors,,90,84
338,4,7:49.0,Turnover by D. Favors (lost ball; steal by D. Rose),,90,84
339,4,7:42.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by D. Rose),90,87
340,4,7:33.0,Utah full timeout,,90,87
341,4,7:33.0,G. Hayward enters the game for D. Favors,,90,87
342,4,7:33.0,R. Gobert enters the game for T. Lyles,,90,87
343,4,7:33.0,G. Hill enters the game for S. Mack,,90,87
344,4,7:25.0,R. Hood makes 3-pt jump shot from 26 ft,,93,87
345,4,7:05.0,,Turnover by D. Rose (bad pass),93,87
346,4,6:48.0,Personal foul by D. Rose (drawn by G. Hill),,93,87
347,4,6:48.0,,C. Anthony enters the game for B. Jennings,93,87
348,4,6:48.0,,J. Noah enters the game for L. Thomas,93,87
349,4,6:41.0,Personal foul by C. Lee (drawn by R. Gobert),,93,87
350,4,6:35.0,R. Hood misses 2-pt jump shot from 19 ft,,93,87
351,4,6:34.0,,Defensive rebound by C. Lee,93,87
352,4,6:18.0,,Turnover by J. Noah (bad pass; steal by J. Johnson),93,87
353,4,6:06.0,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),,96,87
354,4,5:54.0,,D. Rose makes 2-pt layup from 2 ft,96,89
355,4,5:54.0,,Shooting foul by R. Gobert (drawn by D. Rose),96,89
356,4,5:54.0,,L. Thomas enters the game for J. Noah,96,89
357,4,5:54.0,,D. Rose makes free throw 1 of 1,96,90
358,4,5:40.0,G. Hill makes 2-pt jump shot from 16 ft (assist by R. Gobert),,98,90
359,4,5:29.0,,C. Anthony misses 3-pt jump shot from 27 ft,98,90
360,4,5:28.0,Defensive rebound by R. Hood,,98,90
361,4,5:05.0,R. Hood misses 3-pt jump shot from 25 ft,,98,90
362,4,5:04.0,Offensive rebound by Team,,98,90
363,4,5:04.0,Turnover by Team (shot clock),,98,90
364,4,4:46.0,,K. Porziņģis makes 2-pt hook shot from 7 ft (assist by C. Anthony),98,92
365,4,4:29.0,G. Hill makes 2-pt jump shot from 4 ft,,100,92
366,4,4:19.0,,D. Rose makes 2-pt layup from 2 ft,100,94
367,4,4:19.0,,Shooting foul by R. Gobert (drawn by D. Rose),100,94
368,4,4:19.0,,D. Rose makes free throw 1 of 1,100,95
369,4,4:03.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by G. Hill),,102,95
370,4,3:50.0,,Turnover by D. Rose (bad pass; steal by G. Hill),102,95
371,4,3:47.0,Turnover by J. Johnson (bad pass; steal by C. Lee),,102,95
372,4,3:39.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,102,95
373,4,3:38.0,Defensive rebound by G. Hayward,,102,95
374,4,3:18.0,Turnover by G. Hayward (lost ball; steal by L. Thomas),,102,95
375,4,3:14.0,,Turnover by C. Lee (lost ball; steal by R. Hood),102,95
376,4,3:10.0,G. Hayward makes 2-pt dunk at rim (assist by J. Johnson),,104,95
377,4,3:09.0,,New York full timeout,104,95
378,4,3:00.0,,C. Anthony makes 2-pt layup from 1 ft (assist by K. Porziņģis),104,97
379,4,2:36.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),,106,97
380,4,2:20.0,,K. Porziņģis misses 2-pt jump shot from 5 ft,106,97
381,4,2:19.0,Defensive rebound by G. Hayward,,106,97
382,4,2:01.0,G. Hayward misses 2-pt jump shot from 14 ft,,106,97
383,4,2:00.0,,Defensive rebound by K. Porziņģis,106,97
384,4,1:49.0,,K. Porziņģis misses 2-pt layup from 1 ft (block by R. Gobert),106,97
385,4,1:48.0,,Offensive rebound by C. Lee,106,97
