,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW ORLEANS_ACTION,HOUSTON_SCORE,NEW ORLEANS_SCORE
80,1,4:03.0,,Defensive rebound by E. Moore,16,21
81,1,3:54.0,,Def 3 sec tech foul by C. Capela,16,21
82,1,3:54.0,,A. Davis makes technical free throw,16,22
83,1,3:40.0,,Turnover by A. Davis (lost ball; steal by T. Ariza),16,22
84,1,3:36.0,Turnover by J. Harden (bad pass; steal by D. Cunningham),,16,22
85,1,3:32.0,,E. Moore misses 3-pt jump shot from 26 ft,16,22
86,1,3:27.0,Defensive rebound by T. Ariza,,16,22
87,1,3:25.0,Turnover by T. Ariza (bad pass; steal by S. Hill),,16,22
88,1,3:11.0,,Shooting foul by C. Capela (drawn by D. Cunningham),16,22
89,1,3:11.0,,D. Cunningham makes free throw 1 of 2,16,23
90,1,3:11.0,,D. Cunningham misses free throw 2 of 2,16,23
91,1,3:11.0,M. Harrell enters the game for C. Capela,,16,23
92,1,3:10.0,Defensive rebound by J. Harden,,16,23
93,1,3:00.0,L. Williams misses 3-pt jump shot from 26 ft,,16,23
94,1,3:00.0,,Defensive rebound by A. Davis,16,23
95,1,2:47.0,,A. Davis makes 2-pt dunk at rim,16,25
96,1,2:26.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by E. Gordon),,19,25
97,1,2:08.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by T. Frazier),19,28
98,1,2:03.0,J. Harden misses 2-pt jump shot from 3 ft,,19,28
99,1,2:00.0,,Defensive rebound by D. Cunningham,19,28
100,1,1:52.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by E. Moore),19,31
101,1,1:43.0,Shooting foul by T. Frazier (drawn by L. Williams),,19,31
102,1,1:43.0,Houston full timeout,,19,31
103,1,1:43.0,L. Williams makes free throw 1 of 3,,20,31
104,1,1:43.0,L. Williams misses free throw 2 of 3,,20,31
105,1,1:43.0,Offensive rebound by Team,,20,31
106,1,1:43.0,,J. Crawford enters the game for D. Cunningham,19,31
107,1,1:43.0,L. Williams makes free throw 3 of 3,,21,31
108,1,1:19.0,,J. Crawford misses 2-pt jump shot from 9 ft,21,31
109,1,1:18.0,,Offensive rebound by J. Crawford,21,31
110,1,1:16.0,,J. Crawford misses 2-pt jump shot from 7 ft,21,31
111,1,1:16.0,Defensive rebound by T. Ariza,,21,31
112,1,1:16.0,Loose ball foul by M. Harrell (drawn by A. Davis),,21,31
113,1,1:16.0,Turnover by M. Harrell (offensive foul),,21,31
114,1,1:04.0,,A. Davis misses 2-pt jump shot from 8 ft,21,31
115,1,1:01.0,Defensive rebound by M. Harrell,,21,31
116,1,0:58.0,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),,23,31
117,1,0:43.0,,T. Frazier makes 2-pt layup from 5 ft,23,33
118,1,0:36.0,L. Williams misses 2-pt layup from 2 ft,,23,33
119,1,0:33.0,,Defensive rebound by E. Moore,23,33
120,1,0:27.0,,T. Frazier misses 3-pt jump shot from 27 ft,23,33
121,1,0:26.0,Defensive rebound by J. Harden,,23,33
122,1,0:07.0,J. Harden misses 3-pt jump shot from 26 ft,,23,33
123,1,0:06.0,,Defensive rebound by A. Davis,23,33
124,1,0:00.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by T. Frazier),23,36
125,2,11:40.0,E. Gordon makes 2-pt layup from 2 ft,,25,36
126,2,11:40.0,Shooting foul by A. Ajinça (drawn by E. Gordon),,25,36
127,2,11:40.0,E. Gordon makes free throw 1 of 1,,26,36
128,2,11:27.0,,T. Frazier makes 2-pt jump shot from 16 ft (assist by J. Crawford),26,38
129,2,11:17.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Beverley),,29,38
130,2,10:52.0,,E. Moore misses 3-pt jump shot from 24 ft,29,38
131,2,10:51.0,,Offensive rebound by D. Cunningham,29,38
132,2,10:45.0,,A. Ajinça makes 2-pt jump shot from 17 ft (assist by T. Frazier),29,40
133,2,10:34.0,Shooting block foul by A. Ajinça (drawn by M. Harrell),,29,40
134,2,10:34.0,M. Harrell misses free throw 1 of 2,,29,40
135,2,10:34.0,Offensive rebound by Team,,29,40
136,2,10:34.0,M. Harrell makes free throw 2 of 2,,30,40
137,2,10:24.0,,Turnover by J. Crawford (bad pass),30,40
138,2,10:18.0,E. Gordon misses 3-pt jump shot from 25 ft,,30,40
139,2,10:16.0,Offensive rebound by P. Beverley,,30,40
140,2,10:11.0,L. Williams misses 2-pt jump shot from 6 ft,,30,40
141,2,10:10.0,,Defensive rebound by D. Cunningham,30,40
142,2,10:00.0,,A. Ajinça makes 2-pt jump shot from 13 ft,30,42
143,2,10:00.0,,Shooting foul by M. Harrell (drawn by A. Ajinça),30,42
144,2,10:00.0,,A. Ajinça makes free throw 1 of 1,30,43
145,2,9:46.0,L. Williams makes 2-pt layup from 3 ft,,32,43
146,2,9:29.0,,Shooting foul by P. Beverley (drawn by T. Frazier),32,43
147,2,9:29.0,Technical foul by P. Beverley,,32,43
148,2,9:29.0,,J. Crawford misses technical free throw,32,43
149,2,9:29.0,,Offensive rebound by Team,32,43
150,2,9:29.0,,T. Frazier misses free throw 1 of 2,32,43
151,2,9:29.0,,Offensive rebound by Team,32,43
152,2,9:29.0,,T. Frazier makes free throw 2 of 2,32,44
153,2,9:14.0,Turnover by L. Williams (bad pass; steal by T. Frazier),,32,44
154,2,9:12.0,,Personal foul by P. Beverley (drawn by T. Frazier),32,44
155,2,9:00.0,,E. Moore misses 2-pt jump shot from 21 ft,32,44
156,2,8:58.0,,Offensive rebound by A. Ajinça,32,44
157,2,8:50.0,,J. Crawford misses 2-pt jump shot from 5 ft,32,44
158,2,8:49.0,Defensive rebound by M. Harrell,,32,44
159,2,8:37.0,P. Beverley misses 2-pt jump shot from 9 ft,,32,44
160,2,8:36.0,,Defensive rebound by A. Ajinça,32,44
161,2,8:36.0,,Personal foul by M. Harrell (drawn by A. Ajinça),32,44
162,2,8:36.0,Official timeout,,32,44
163,2,8:36.0,C. Capela enters the game for M. Harrell,,32,44
164,2,8:23.0,,A. Ajinça misses 2-pt layup from 3 ft (block by C. Capela),32,44
165,2,8:21.0,Defensive rebound by L. Williams,,32,44
166,2,8:16.0,L. Williams misses 2-pt jump shot from 5 ft,,32,44
167,2,8:16.0,,Defensive rebound by Team,32,44
168,2,7:58.0,,A. Ajinça makes 2-pt layup from 3 ft (assist by J. Crawford),32,46
169,2,7:39.0,C. Capela makes 2-pt layup from 2 ft (assist by L. Williams),,34,46
170,2,7:24.0,,J. Crawford makes 2-pt jump shot from 5 ft,34,48
171,2,7:20.0,Shooting foul by J. Crawford (drawn by L. Williams),,34,48
172,2,7:20.0,L. Williams makes free throw 1 of 2,,35,48
173,2,7:20.0,R. Anderson enters the game for S. Dekker,,35,48
174,2,7:20.0,L. Williams makes free throw 2 of 2,,36,48
175,2,6:58.0,,J. Crawford misses 3-pt jump shot from 26 ft,36,48
176,2,6:57.0,,Offensive rebound by T. Frazier,36,48
177,2,6:54.0,,T. Frazier makes 2-pt jump shot from 14 ft,36,50
178,2,6:38.0,C. Capela misses 2-pt jump shot from 5 ft,,36,50
179,2,6:37.0,,Defensive rebound by J. Crawford,36,50
180,2,6:31.0,,J. Crawford makes 2-pt layup from 2 ft,36,52
181,2,6:30.0,Houston full timeout,,36,52
182,2,6:30.0,J. Harden enters the game for C. Capela,,36,52
183,2,6:30.0,,S. Hill enters the game for T. Frazier,36,52
184,2,6:30.0,,A. Davis enters the game for E. Moore,36,52
185,2,6:30.0,,J. Holiday enters the game for A. Ajinça,36,52
186,2,6:17.0,R. Anderson misses 3-pt jump shot from 27 ft,,36,52
187,2,6:15.0,,Defensive rebound by A. Davis,36,52
188,2,5:59.0,,J. Holiday makes 2-pt layup from 3 ft (assist by A. Davis),36,54
189,2,5:52.0,Shooting foul by A. Davis (drawn by J. Harden),,36,54
190,2,5:52.0,J. Harden makes free throw 1 of 2,,37,54
191,2,5:52.0,T. Ariza enters the game for P. Beverley,,37,54
192,2,5:52.0,J. Harden makes free throw 2 of 2,,38,54
193,2,5:29.0,,J. Holiday makes 2-pt jump shot from 16 ft,38,56
194,2,5:04.0,J. Harden makes 3-pt jump shot from 26 ft,,41,56
195,2,4:58.0,,Personal foul by J. Harden (drawn by A. Davis),41,56
196,2,4:58.0,,A. Davis misses free throw 1 of 2,41,56
197,2,4:58.0,,Offensive rebound by Team,41,56
198,2,4:58.0,,A. Davis makes free throw 2 of 2,41,57
199,2,4:48.0,R. Anderson misses 3-pt jump shot from 29 ft,,41,57
200,2,4:47.0,,Defensive rebound by J. Holiday,41,57
201,2,4:37.0,,A. Davis makes 2-pt jump shot from 7 ft,41,59
202,2,4:27.0,L. Williams makes 2-pt jump shot from 6 ft,,43,59
203,2,4:07.0,,J. Holiday misses 3-pt jump shot from 28 ft,43,59
204,2,4:06.0,Defensive rebound by T. Ariza,,43,59
205,2,3:57.0,R. Anderson misses 3-pt jump shot from 28 ft,,43,59
206,2,3:56.0,,Defensive rebound by J. Crawford,43,59
207,2,3:48.0,,J. Crawford misses 2-pt jump shot from 3 ft,43,59
208,2,3:48.0,,Offensive rebound by D. Cunningham,43,59
209,2,3:45.0,,D. Cunningham makes 2-pt dunk at rim,43,61
210,2,3:43.0,L. Williams misses 2-pt layup from 2 ft (block by A. Davis),,43,61
211,2,3:42.0,,Defensive rebound by D. Cunningham,43,61
212,2,3:30.0,,J. Crawford misses 3-pt jump shot from 25 ft,43,61
213,2,3:29.0,Defensive rebound by E. Gordon,,43,61
214,2,3:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,43,61
215,2,3:23.0,,Defensive rebound by J. Crawford,43,61
216,2,3:10.0,,A. Davis makes 2-pt layup from 2 ft,43,63
217,2,3:08.0,Technical foul by R. Anderson,,43,63
218,2,3:08.0,Houston full timeout,,43,63
219,2,3:08.0,,E. Moore enters the game for J. Crawford,43,63
220,2,3:08.0,,A. Davis makes technical free throw,43,64
221,2,2:56.0,J. Harden makes 3-pt jump shot from 26 ft,,46,64
222,2,2:38.0,,A. Davis misses 2-pt jump shot from 17 ft,46,64
223,2,2:37.0,Defensive rebound by R. Anderson,,46,64
224,2,2:25.0,E. Gordon misses 3-pt jump shot from 26 ft,,46,64
225,2,2:23.0,Offensive rebound by J. Harden,,46,64
226,2,2:23.0,Personal foul by E. Moore (drawn by J. Harden),,46,64
227,2,2:23.0,,New Orleans full timeout,46,64
228,2,2:23.0,J. Harden makes free throw 1 of 2,,47,64
229,2,2:23.0,P. Beverley enters the game for E. Gordon,,46,64
230,2,2:23.0,C. Capela enters the game for L. Williams,,46,64
231,2,2:23.0,J. Harden makes free throw 2 of 2,,48,64
232,2,2:05.0,,Turnover by A. Davis (bad pass; steal by R. Anderson),48,64
233,2,1:54.0,P. Beverley misses 3-pt jump shot from 24 ft (block by J. Holiday),,48,64
234,2,1:51.0,,Defensive rebound by E. Moore,48,64
235,2,1:47.0,,S. Hill misses 3-pt jump shot from 26 ft,48,64
236,2,1:46.0,Defensive rebound by C. Capela,,48,64
237,2,1:33.0,C. Capela misses 2-pt jump shot from 4 ft (block by D. Cunningham),,48,64
238,2,1:31.0,,Defensive rebound by E. Moore,48,64
239,2,1:26.0,,J. Holiday misses 3-pt jump shot from 27 ft,48,64
240,2,1:25.0,Defensive rebound by C. Capela,,48,64
241,2,1:15.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,50,64
242,2,0:56.0,,J. Holiday misses 2-pt jump shot from 4 ft,50,64
243,2,0:55.0,Defensive rebound by P. Beverley,,50,64
244,2,0:41.0,C. Capela misses 2-pt jump shot from 4 ft (block by J. Holiday),,50,64
245,2,0:38.0,,Defensive rebound by E. Moore,50,64
246,2,0:37.0,,J. Holiday makes 2-pt layup from 2 ft,50,66
247,2,0:27.0,J. Harden misses 3-pt jump shot from 27 ft,,50,66
248,2,0:26.0,,Defensive rebound by J. Holiday,50,66
249,2,0:02.0,,J. Holiday makes 2-pt layup from 2 ft,50,68
250,3,11:46.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,53,68
251,3,11:23.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by C. Capela),53,68
252,3,11:21.0,Defensive rebound by T. Ariza,,53,68
253,3,11:14.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by J. Harden),,56,68
254,3,11:14.0,,New Orleans full timeout,56,68
255,3,11:01.0,,Shooting block foul by P. Beverley (drawn by S. Hill),56,68
256,3,11:01.0,,S. Hill makes free throw 1 of 2,56,69
257,3,11:01.0,,S. Hill makes free throw 2 of 2,56,70
258,3,10:46.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,58,70
259,3,10:37.0,,D. Cunningham misses 3-pt jump shot from 24 ft,58,70
260,3,10:36.0,Defensive rebound by P. Beverley,,58,70
261,3,10:27.0,J. Harden misses 2-pt jump shot from 4 ft,,58,70
262,3,10:27.0,,Defensive rebound by A. Davis,58,70
263,3,10:27.0,Loose ball foul by C. Capela (drawn by A. Davis),,58,70
264,3,10:10.0,,A. Davis misses 2-pt jump shot from 7 ft,58,70
265,3,10:09.0,Defensive rebound by J. Harden,,58,70
266,3,9:54.0,T. Ariza misses 3-pt jump shot from 23 ft,,58,70
267,3,9:54.0,Offensive rebound by J. Harden,,58,70
268,3,9:51.0,T. Ariza misses 3-pt jump shot from 26 ft,,58,70
269,3,9:50.0,,Defensive rebound by S. Hill,58,70
270,3,9:47.0,Violation by P. Beverley (kicked ball),,58,70
271,3,9:44.0,,S. Hill makes 2-pt layup from 3 ft,58,72
272,3,9:44.0,,Shooting foul by R. Anderson (drawn by S. Hill),58,72
273,3,9:44.0,,S. Hill makes free throw 1 of 1,58,73
274,3,9:28.0,C. Capela misses 2-pt layup from 3 ft,,58,73
275,3,9:28.0,,Defensive rebound by Team,58,73
276,3,9:13.0,,A. Davis misses 2-pt jump shot from 8 ft,58,73
277,3,9:13.0,Defensive rebound by J. Harden,,58,73
278,3,9:03.0,C. Capela misses 2-pt jump shot from 4 ft,,58,73
279,3,9:02.0,,Defensive rebound by J. Holiday,58,73
280,3,8:56.0,,W. Selden makes 3-pt jump shot from 26 ft (assist by J. Holiday),58,76
281,3,8:36.0,J. Harden makes 3-pt jump shot from 26 ft,,61,76
282,3,8:21.0,,Offensive foul by D. Cunningham (drawn by P. Beverley),61,76
283,3,8:21.0,,Turnover by D. Cunningham (offensive foul),61,76
284,3,8:10.0,J. Harden misses 3-pt jump shot from 27 ft,,61,76
285,3,8:09.0,Offensive rebound by R. Anderson,,61,76
286,3,8:06.0,Turnover by R. Anderson (lost ball; steal by J. Holiday),,61,76
287,3,7:50.0,,A. Davis misses 2-pt layup from 4 ft,61,76
288,3,7:49.0,,Offensive rebound by D. Cunningham,61,76
289,3,7:34.0,,J. Holiday makes 2-pt layup from 5 ft,61,78
290,3,7:15.0,J. Harden misses 2-pt layup from 2 ft,,61,78
291,3,7:14.0,Offensive rebound by C. Capela,,61,78
292,3,7:12.0,Turnover by C. Capela (bad pass; steal by W. Selden),,61,78
293,3,6:55.0,,Turnover by J. Holiday (bad pass; steal by C. Capela),61,78
294,3,6:44.0,J. Harden makes 2-pt layup from 2 ft,,63,78
295,3,6:30.0,,Shooting foul by J. Harden (drawn by S. Hill),63,78
296,3,6:30.0,,S. Hill makes free throw 1 of 2,63,79
297,3,6:30.0,M. Harrell enters the game for C. Capela,,63,79
298,3,6:30.0,E. Gordon enters the game for P. Beverley,,63,79
299,3,6:30.0,,S. Hill makes free throw 2 of 2,63,80
300,3,6:09.0,M. Harrell makes 2-pt layup from 3 ft (assist by E. Gordon),,65,80
301,3,5:59.0,,S. Hill misses 2-pt layup from 2 ft,65,80
302,3,5:58.0,Defensive rebound by M. Harrell,,65,80
303,3,5:49.0,J. Harden makes 2-pt layup from 1 ft,,67,80
304,3,5:29.0,,W. Selden makes 3-pt jump shot from 24 ft (assist by S. Hill),67,83
305,3,5:14.0,J. Harden misses 3-pt jump shot from 27 ft,,67,83
306,3,5:13.0,,Defensive rebound by S. Hill,67,83
307,3,4:52.0,,J. Holiday makes 2-pt jump shot from 4 ft,67,85
308,3,4:51.0,Houston full timeout,,67,85
309,3,4:51.0,L. Williams enters the game for R. Anderson,,67,85
310,3,4:37.0,E. Gordon misses 3-pt jump shot from 26 ft,,67,85
311,3,4:36.0,,Defensive rebound by A. Davis,67,85
312,3,4:18.0,,Offensive foul by A. Davis (drawn by J. Harden),67,85
313,3,4:18.0,,Turnover by A. Davis (offensive foul),67,85
314,3,4:10.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,69,85
315,3,3:46.0,,J. Holiday makes 2-pt jump shot from 23 ft,69,87
316,3,3:29.0,L. Williams makes 2-pt jump shot from 15 ft,,71,87
317,3,3:05.0,,J. Holiday makes 2-pt jump shot from 8 ft (assist by A. Davis),71,89
318,3,2:49.0,L. Williams misses 3-pt jump shot from 29 ft,,71,89
319,3,2:48.0,,Defensive rebound by D. Cunningham,71,89
320,3,2:36.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),71,91
321,3,2:20.0,T. Ariza misses 3-pt jump shot from 25 ft,,71,91
322,3,2:19.0,,Defensive rebound by W. Selden,71,91
323,3,2:03.0,,J. Holiday misses 3-pt jump shot from 26 ft,71,91
324,3,2:02.0,Defensive rebound by J. Harden,,71,91
325,3,1:54.0,E. Gordon misses 2-pt layup from 2 ft,,71,91
326,3,1:53.0,,Defensive rebound by S. Hill,71,91
327,3,1:46.0,,J. Holiday makes 2-pt layup from 4 ft (assist by S. Hill),71,93
328,3,1:33.0,J. Harden makes 3-pt jump shot from 26 ft,,74,93
329,3,1:21.0,,Turnover by S. Hill (bad pass),74,93
330,3,1:21.0,,E. Moore enters the game for A. Davis,74,93
331,3,1:21.0,,T. Frazier enters the game for W. Selden,74,93
332,3,1:21.0,,A. Ajinça enters the game for J. Holiday,74,93
333,3,1:14.0,J. Harden makes 2-pt layup from 3 ft,,76,93
334,3,1:00.0,,E. Moore makes 2-pt jump shot from 17 ft (assist by T. Frazier),76,95
335,3,0:52.0,J. Harden makes 2-pt jump shot from 13 ft,,78,95
336,3,0:32.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by T. Frazier),78,98
337,3,0:29.0,Shooting foul by S. Hill (drawn by J. Harden),,78,98
338,3,0:29.0,J. Harden makes free throw 1 of 3,,79,98
339,3,0:29.0,J. Harden makes free throw 2 of 3,,80,98
340,3,0:29.0,J. Harden makes free throw 3 of 3,,81,98
341,3,0:06.0,,S. Hill misses 2-pt jump shot from 3 ft (block by M. Harrell),81,98
342,3,0:06.0,,Offensive rebound by S. Hill,81,98
343,3,0:06.0,,Shooting foul by M. Harrell (drawn by S. Hill),81,98
344,3,0:06.0,,S. Hill misses free throw 1 of 2,81,98
345,3,0:06.0,,Offensive rebound by Team,81,98
346,3,0:06.0,,W. Selden enters the game for A. Ajinça,81,98
347,3,0:06.0,,S. Hill makes free throw 2 of 2,81,99
348,3,0:02.0,Turnover by J. Harden (lost ball; steal by E. Moore),,81,99
349,4,11:40.0,,T. Frazier misses 2-pt layup from 2 ft,81,99
350,4,11:39.0,Defensive rebound by M. Harrell,,81,99
351,4,11:35.0,Turnover by E. Gordon (lost ball),,81,99
352,4,11:35.0,,S. Hill enters the game for D. Cunningham,81,99
353,4,11:15.0,,Shooting foul by P. Beverley (drawn by S. Hill),81,99
354,4,11:15.0,,S. Hill makes free throw 1 of 2,81,100
355,4,11:15.0,,S. Hill makes free throw 2 of 2,81,101
356,4,10:59.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,83,101
357,4,10:48.0,,T. Frazier makes 2-pt layup from 2 ft,83,103
358,4,10:36.0,E. Gordon misses 2-pt jump shot from 20 ft,,83,103
359,4,10:34.0,,Defensive rebound by A. Ajinça,83,103
360,4,10:26.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by S. Hill),83,106
361,4,10:16.0,Shooting foul by J. Crawford (drawn by L. Williams),,83,106
362,4,10:16.0,L. Williams makes free throw 1 of 3,,84,106
363,4,10:16.0,L. Williams makes free throw 2 of 3,,85,106
364,4,10:16.0,L. Williams misses free throw 3 of 3,,85,106
365,4,10:15.0,,Defensive rebound by S. Hill,85,106
366,4,10:03.0,,E. Moore misses 2-pt jump shot from 18 ft,85,106
367,4,10:02.0,Defensive rebound by J. Harden,,85,106
368,4,9:48.0,E. Gordon misses 2-pt layup from 3 ft,,85,106
369,4,9:48.0,Offensive rebound by M. Harrell,,85,106
370,4,9:48.0,M. Harrell makes 2-pt layup from 2 ft,,87,106
371,4,9:48.0,Shooting foul by J. Crawford (drawn by M. Harrell),,87,106
372,4,9:48.0,M. Harrell makes free throw 1 of 1,,88,106
373,4,9:32.0,,T. Frazier makes 2-pt layup from 2 ft,88,108
374,4,9:14.0,Shooting foul by A. Ajinça (drawn by M. Harrell),,88,108
375,4,9:14.0,M. Harrell makes free throw 1 of 2,,89,108
376,4,9:14.0,M. Harrell misses free throw 2 of 2,,89,108
377,4,9:13.0,,Defensive rebound by T. Frazier,89,108
378,4,8:47.0,,E. Moore misses 2-pt jump shot from 15 ft,89,108
379,4,8:46.0,,Offensive rebound by A. Ajinça,89,108
380,4,8:44.0,,Shooting foul by M. Harrell (drawn by E. Moore),89,108
381,4,8:44.0,Official timeout,,89,108
382,4,8:44.0,,E. Moore makes free throw 1 of 2,89,109
383,4,8:44.0,R. Anderson enters the game for M. Harrell,,89,108
384,4,8:44.0,,A. Davis enters the game for A. Ajinça,89,108
385,4,8:44.0,,E. Moore makes free throw 2 of 2,89,110
386,4,8:24.0,R. Anderson makes 2-pt jump shot from 11 ft,,91,110
387,4,8:03.0,,S. Hill misses 3-pt jump shot from 24 ft,91,110
388,4,8:01.0,Defensive rebound by J. Harden,,91,110
389,4,7:51.0,J. Harden makes 2-pt layup from 2 ft,,93,110
390,4,7:30.0,,J. Crawford misses 3-pt jump shot from 27 ft,93,110
