,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
0,1,11:43.0,Shooting foul by T. Black (drawn by D. Cousins),,0,0
1,1,11:43.0,D. Cousins makes free throw 1 of 2,,1,0
2,1,11:43.0,D. Cousins misses free throw 2 of 2,,1,0
3,1,11:40.0,,Defensive rebound by J. Randle,1,0
4,1,11:34.0,,Turnover by D. Russell (bad pass; steal by D. Cousins),1,0
5,1,11:26.0,D. Collison makes 2-pt jump shot from 9 ft (assist by D. Cousins),,3,0
6,1,11:04.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by N. Young),3,3
7,1,10:47.0,Offensive foul by D. Cousins (drawn by T. Black),,3,3
8,1,10:47.0,Turnover by D. Cousins (offensive foul),,3,3
9,1,10:30.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by B. Ingram),3,6
10,1,10:09.0,D. Collison misses 2-pt jump shot from 19 ft,,3,6
11,1,10:08.0,Offensive rebound by D. Collison,,3,6
12,1,10:06.0,D. Collison makes 2-pt layup from 2 ft,,5,6
13,1,9:46.0,,Turnover by J. Randle (bad pass),5,6
14,1,9:35.0,Turnover by D. Cousins (bad pass; steal by D. Russell),,5,6
15,1,9:30.0,,Turnover by D. Russell (bad pass),5,6
16,1,9:17.0,B. McLemore misses 2-pt jump shot from 4 ft,,5,6
17,1,9:16.0,,Defensive rebound by B. Ingram,5,6
18,1,9:08.0,,N. Young misses 3-pt jump shot from 27 ft,5,6
19,1,9:05.0,,Offensive rebound by B. Ingram,5,6
20,1,9:05.0,,B. Ingram makes 2-pt dunk at rim,5,8
21,1,8:42.0,D. Cousins makes 2-pt jump shot from 3 ft (assist by D. Collison),,7,8
22,1,8:30.0,,D. Russell misses 2-pt jump shot from 20 ft,7,8
23,1,8:30.0,Defensive rebound by Team,,7,8
24,1,8:30.0,,Loose ball foul by T. Black (drawn by B. McLemore),7,8
25,1,8:30.0,,T. Mozgov enters the game for T. Black,7,8
26,1,8:15.0,A. Afflalo makes 2-pt jump shot from 17 ft (assist by D. Cousins),,9,8
27,1,8:04.0,,B. Ingram misses 3-pt jump shot from 25 ft,9,8
28,1,8:02.0,,Offensive rebound by J. Randle,9,8
29,1,7:49.0,,J. Randle makes 2-pt jump shot from 7 ft,9,10
30,1,7:23.0,D. Cousins misses 2-pt jump shot from 20 ft,,9,10
31,1,7:19.0,,Defensive rebound by D. Russell,9,10
32,1,7:12.0,,N. Young misses 3-pt jump shot from 28 ft,9,10
33,1,7:11.0,Defensive rebound by K. Koufos,,9,10
34,1,6:52.0,Shooting foul by D. Russell (drawn by D. Cousins),,9,10
35,1,6:52.0,D. Cousins makes free throw 1 of 2,,10,10
36,1,6:52.0,,LA Lakers full timeout,10,10
37,1,6:52.0,D. Cousins makes free throw 2 of 2,,11,10
38,1,6:39.0,,T. Mozgov misses 2-pt hook shot from 4 ft,11,10
39,1,6:37.0,Defensive rebound by D. Cousins,,11,10
40,1,6:36.0,Personal foul by T. Mozgov (drawn by D. Cousins),,11,10
41,1,6:21.0,K. Koufos misses 2-pt hook shot from 6 ft,,11,10
42,1,6:19.0,,Defensive rebound by N. Young,11,10
43,1,6:12.0,,J. Randle misses 2-pt jump shot from 16 ft,11,10
44,1,6:10.0,Defensive rebound by D. Collison,,11,10
45,1,6:02.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by K. Koufos),,14,10
