,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:43.0,,M. Morris misses 2-pt jump shot from 8 ft,0,0
1,1,11:43.0,Defensive rebound by T. Prince,,0,0
2,1,11:30.0,P. Millsap makes 2-pt jump shot from 15 ft (assist by T. Prince),,2,0
3,1,11:18.0,,B. Beal makes 2-pt jump shot from 13 ft (assist by J. Wall),2,2
4,1,10:57.0,T. Hardaway makes 2-pt dunk at rim (assist by D. Schröder),,4,2
5,1,10:44.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),4,5
6,1,10:26.0,T. Prince makes 2-pt jump shot from 19 ft (assist by D. Howard),,6,5
7,1,10:16.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Gortat),6,7
8,1,10:08.0,D. Schröder makes 3-pt jump shot from 30 ft,,9,7
9,1,10:00.0,,J. Wall misses 2-pt layup from 3 ft,9,7
10,1,9:58.0,Defensive rebound by D. Howard,,9,7
11,1,9:53.0,T. Hardaway misses 2-pt jump shot from 18 ft,,9,7
12,1,9:52.0,Offensive rebound by T. Prince,,9,7
13,1,9:37.0,P. Millsap makes 2-pt jump shot from 13 ft (assist by D. Schröder),,11,7
14,1,9:19.0,,M. Gortat misses 2-pt jump shot from 14 ft,11,7
15,1,9:18.0,Defensive rebound by P. Millsap,,11,7
16,1,9:05.0,T. Prince misses 2-pt jump shot from 5 ft,,11,7
17,1,9:04.0,Offensive rebound by T. Prince,,11,7
18,1,9:01.0,T. Prince misses 2-pt jump shot from 4 ft (block by M. Gortat),,11,7
19,1,9:01.0,Offensive rebound by Team,,11,7
20,1,8:58.0,D. Schröder misses 2-pt jump shot from 17 ft,,11,7
21,1,8:57.0,,Defensive rebound by M. Morris,11,7
22,1,8:43.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by J. Wall),11,9
23,1,8:24.0,Turnover by P. Millsap (lost ball; steal by J. Wall),,11,9
24,1,8:22.0,,Personal take foul by D. Schröder (drawn by J. Wall),11,9
25,1,8:07.0,,M. Morris misses 2-pt jump shot from 7 ft,11,9
26,1,8:06.0,Defensive rebound by P. Millsap,,11,9
27,1,7:57.0,Offensive foul by P. Millsap (drawn by M. Morris),,11,9
28,1,7:57.0,Turnover by P. Millsap (offensive foul),,11,9
29,1,7:45.0,,B. Beal makes 2-pt jump shot from 6 ft,11,11
30,1,7:24.0,D. Schröder misses 2-pt jump shot from 12 ft,,11,11
31,1,7:23.0,Offensive rebound by D. Howard,,11,11
32,1,7:18.0,D. Howard makes 2-pt layup from 1 ft,,13,11
33,1,7:12.0,,Turnover by J. Wall (bad pass; steal by D. Schröder),13,11
34,1,7:06.0,T. Hardaway misses 3-pt jump shot from 25 ft,,13,11
35,1,7:05.0,,Defensive rebound by M. Morris,13,11
36,1,6:50.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Wall),13,13
37,1,6:31.0,Shooting foul by B. Beal (drawn by T. Hardaway),,13,13
38,1,6:31.0,T. Hardaway misses free throw 1 of 2,,13,13
39,1,6:31.0,Offensive rebound by Team,,13,13
40,1,6:31.0,T. Hardaway misses free throw 2 of 2,,13,13
41,1,6:31.0,,Defensive rebound by O. Porter,13,13
42,1,6:15.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by J. Wall),13,15
43,1,6:15.0,Atlanta full timeout,,13,15
44,1,5:55.0,P. Millsap makes 2-pt jump shot from 16 ft (assist by D. Schröder),,15,15
45,1,5:34.0,,M. Morris misses 2-pt layup from 2 ft,15,15
46,1,5:33.0,Defensive rebound by D. Howard,,15,15
47,1,5:28.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by D. Howard),,18,15
48,1,5:14.0,,J. Wall misses 2-pt jump shot from 16 ft,18,15
49,1,5:13.0,Defensive rebound by P. Millsap,,18,15
50,1,5:02.0,P. Millsap misses 3-pt jump shot from 26 ft,,18,15
51,1,5:02.0,Offensive rebound by Team,,18,15
52,1,5:02.0,,Loose ball foul by M. Gortat (drawn by D. Howard),18,15
53,1,5:02.0,,J. Smith enters the game for M. Morris,18,15
54,1,5:02.0,K. Bazemore enters the game for T. Hardaway,,18,15
55,1,5:02.0,M. Dunleavy enters the game for T. Prince,,18,15
56,1,5:00.0,Turnover by K. Bazemore (bad pass; steal by O. Porter),,18,15
57,1,4:54.0,,B. Beal misses 3-pt jump shot from 25 ft,18,15
58,1,4:53.0,Defensive rebound by D. Howard,,18,15
59,1,4:37.0,P. Millsap misses 2-pt jump shot from 18 ft,,18,15
60,1,4:36.0,,Defensive rebound by O. Porter,18,15
61,1,4:17.0,,J. Smith misses 2-pt jump shot from 11 ft (block by D. Howard),18,15
62,1,4:16.0,Defensive rebound by D. Howard,,18,15
63,1,4:04.0,D. Howard misses 2-pt jump shot from 8 ft,,18,15
64,1,4:02.0,,Defensive rebound by M. Gortat,18,15
65,1,4:00.0,,Offensive foul by J. Wall (drawn by D. Schröder),18,15
66,1,4:00.0,,Turnover by J. Wall (offensive foul),18,15
67,1,4:00.0,,K. Oubre enters the game for O. Porter,18,15
68,1,4:00.0,E. İlyasova enters the game for P. Millsap,,18,15
69,1,3:50.0,D. Schröder makes 3-pt jump shot from 27 ft,,21,15
70,1,3:39.0,,B. Beal misses 2-pt jump shot from 20 ft,21,15
71,1,3:38.0,,Offensive rebound by K. Oubre,21,15
72,1,3:33.0,,J. Smith misses 3-pt jump shot from 22 ft,21,15
73,1,3:32.0,Defensive rebound by E. İlyasova,,21,15
74,1,3:17.0,D. Schröder misses 2-pt layup from 2 ft,,21,15
75,1,3:16.0,Offensive rebound by E. İlyasova,,21,15
76,1,3:15.0,E. İlyasova misses 2-pt layup from 2 ft,,21,15
77,1,3:14.0,,Defensive rebound by K. Oubre,21,15
78,1,3:07.0,,Personal foul by D. Schröder (drawn by J. Wall),21,15
79,1,3:07.0,M. Muscala enters the game for D. Howard,,21,15
80,1,3:07.0,,B. Bogdanović enters the game for M. Gortat,21,15
81,1,3:07.0,J. Calderón enters the game for D. Schröder,,21,15
82,1,3:01.0,,B. Beal makes 2-pt layup from 1 ft,21,17
83,1,2:44.0,K. Bazemore misses 2-pt jump shot from 18 ft,,21,17
84,1,2:43.0,,Defensive rebound by J. Smith,21,17
85,1,2:36.0,,J. Wall misses 3-pt jump shot from 27 ft,21,17
86,1,2:35.0,,Offensive rebound by B. Bogdanović,21,17
87,1,2:30.0,,K. Oubre misses 3-pt jump shot from 25 ft,21,17
88,1,2:30.0,Defensive rebound by J. Calderón,,21,17
89,1,2:13.0,E. İlyasova misses 2-pt layup from 3 ft (block by K. Oubre),,21,17
90,1,2:12.0,Offensive rebound by Team,,21,17
91,1,2:12.0,,Washington full timeout,21,17
92,1,2:12.0,,B. Jennings enters the game for J. Wall,21,17
93,1,2:08.0,K. Bazemore makes 2-pt jump shot from 14 ft (assist by E. İlyasova),,23,17
94,1,1:49.0,,Shooting foul by M. Muscala (drawn by J. Smith),23,17
95,1,1:49.0,,J. Smith misses free throw 1 of 2,23,17
96,1,1:49.0,,Offensive rebound by Team,23,17
97,1,1:49.0,,J. Smith makes free throw 2 of 2,23,18
98,1,1:34.0,E. İlyasova misses 2-pt layup at rim,,23,18
99,1,1:34.0,Offensive rebound by E. İlyasova,,23,18
100,1,1:33.0,E. İlyasova makes 2-pt layup from 2 ft,,25,18
101,1,1:20.0,,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by K. Oubre),25,20
102,1,1:04.0,Turnover by K. Bazemore (bad pass; steal by B. Beal),,25,20
103,1,0:54.0,,B. Beal misses 2-pt jump shot from 21 ft,25,20
104,1,0:53.0,Defensive rebound by M. Dunleavy,,25,20
105,1,0:46.0,K. Bazemore misses 2-pt layup from 1 ft (block by B. Beal),,25,20
106,1,0:46.0,Offensive rebound by Team,,25,20
107,1,0:37.0,Personal foul by B. Jennings (drawn by J. Calderón),,25,20
108,1,0:29.0,K. Bazemore misses 3-pt jump shot from 26 ft,,25,20
109,1,0:28.0,,Defensive rebound by B. Beal,25,20
110,1,0:09.0,,K. Oubre makes 3-pt jump shot from 22 ft (assist by B. Beal),25,23
111,1,0:03.0,E. İlyasova misses 3-pt jump shot from 28 ft,,25,23
112,1,0:02.0,,Defensive rebound by B. Bogdanović,25,23
113,2,11:48.0,M. Dunleavy makes 3-pt jump shot from 27 ft (assist by J. Calderón),,28,23
114,2,11:21.0,,J. Smith misses 3-pt jump shot from 31 ft,28,23
115,2,11:20.0,Defensive rebound by P. Millsap,,28,23
116,2,11:10.0,Turnover by P. Millsap (bad pass; steal by B. Beal),,28,23
