,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,,Turnover by A. Rivers (lost ball; steal by R. Westbrook),0,0
1,1,11:22.0,D. Sabonis makes 2-pt hook shot from 3 ft (assist by V. Oladipo),,2,0
2,1,11:10.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),2,3
3,1,10:57.0,V. Oladipo misses 2-pt jump shot from 12 ft,,2,3
4,1,10:55.0,,Defensive rebound by C. Paul,2,3
5,1,10:37.0,,C. Paul makes 2-pt jump shot from 17 ft,2,5
6,1,10:24.0,D. Sabonis misses 2-pt layup from 1 ft (block by D. Jordan),,2,5
7,1,10:23.0,,Defensive rebound by L. Mbah a Moute,2,5
8,1,10:17.0,,C. Paul makes 3-pt jump shot from 24 ft,2,8
9,1,10:04.0,R. Westbrook misses 2-pt jump shot from 11 ft,,2,8
10,1,10:03.0,Offensive rebound by A. Roberson,,2,8
11,1,10:00.0,R. Westbrook misses 2-pt layup from 1 ft,,2,8
12,1,9:59.0,,Defensive rebound by D. Jordan,2,8
13,1,9:54.0,,Turnover by C. Paul (lost ball; steal by V. Oladipo),2,8
14,1,9:48.0,V. Oladipo misses 2-pt layup from 1 ft,,2,8
15,1,9:47.0,Offensive rebound by R. Westbrook,,2,8
16,1,9:47.0,R. Westbrook misses 2-pt layup from 2 ft,,2,8
17,1,9:42.0,,Defensive rebound by J. Redick,2,8
18,1,9:38.0,,J. Redick misses 2-pt layup from 1 ft,2,8
19,1,9:35.0,Defensive rebound by V. Oladipo,,2,8
20,1,9:28.0,J. Grant makes 3-pt jump shot from 23 ft (assist by D. Sabonis),,5,8
21,1,9:15.0,,J. Redick misses 3-pt jump shot from 25 ft,5,8
22,1,9:15.0,Defensive rebound by R. Westbrook,,5,8
23,1,9:03.0,J. Grant makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,8,8
24,1,8:44.0,,Shooting foul by D. Sabonis (drawn by D. Jordan),8,8
25,1,8:44.0,,D. Jordan makes free throw 1 of 2,8,9
26,1,8:44.0,,D. Jordan misses free throw 2 of 2,8,9
27,1,8:43.0,Defensive rebound by R. Westbrook,,8,9
28,1,8:34.0,V. Oladipo misses 2-pt jump shot from 20 ft,,8,9
29,1,8:33.0,,Defensive rebound by D. Jordan,8,9
30,1,8:25.0,,Shooting foul by D. Sabonis (drawn by D. Jordan),8,9
31,1,8:25.0,,D. Jordan makes free throw 1 of 2,8,10
32,1,8:25.0,,D. Jordan makes free throw 2 of 2,8,11
33,1,8:17.0,Personal foul by A. Rivers,,8,11
34,1,8:10.0,R. Westbrook misses 2-pt jump shot from 12 ft,,8,11
35,1,8:08.0,,Defensive rebound by D. Jordan,8,11
36,1,7:49.0,,D. Jordan misses 2-pt layup from 2 ft (block by J. Grant),8,11
37,1,7:48.0,,Offensive rebound by D. Jordan,8,11
38,1,7:46.0,,D. Jordan makes 2-pt layup from 1 ft,8,13
39,1,7:31.0,A. Roberson misses 3-pt jump shot from 25 ft,,8,13
40,1,7:30.0,,Defensive rebound by L. Mbah a Moute,8,13
41,1,7:16.0,,C. Paul makes 3-pt jump shot from 25 ft,8,16
42,1,7:05.0,R. Westbrook makes 3-pt jump shot from 25 ft,,11,16
43,1,6:56.0,,C. Paul misses 2-pt layup from 2 ft,11,16
44,1,6:56.0,Defensive rebound by R. Westbrook,,11,16
45,1,6:49.0,D. Sabonis misses 3-pt jump shot from 23 ft,,11,16
46,1,6:47.0,Offensive rebound by J. Grant,,11,16
47,1,6:42.0,D. Sabonis makes 2-pt dunk at rim (assist by A. Roberson),,13,16
48,1,6:17.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by D. Jordan),13,19
49,1,6:08.0,R. Westbrook makes 2-pt layup from 1 ft,,15,19
50,1,5:48.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),15,21
51,1,5:33.0,V. Oladipo misses 2-pt jump shot from 9 ft,,15,21
52,1,5:31.0,,Defensive rebound by D. Jordan,15,21
53,1,5:26.0,,J. Redick misses 3-pt jump shot from 23 ft,15,21
54,1,5:25.0,Defensive rebound by A. Roberson,,15,21
55,1,5:12.0,A. Roberson misses 3-pt jump shot from 24 ft,,15,21
56,1,5:11.0,,Defensive rebound by C. Paul,15,21
57,1,5:01.0,,L. Mbah a Moute makes 2-pt layup from 1 ft,15,23
58,1,4:55.0,Oklahoma City full timeout,,15,23
59,1,4:55.0,E. Freedom enters the game for D. Sabonis,,15,23
60,1,4:42.0,V. Oladipo misses 3-pt jump shot from 23 ft,,15,23
61,1,4:42.0,,Defensive rebound by D. Jordan,15,23
62,1,4:33.0,,A. Rivers misses 3-pt jump shot from 27 ft,15,23
63,1,4:32.0,Defensive rebound by J. Grant,,15,23
64,1,4:23.0,V. Oladipo misses 3-pt jump shot from 23 ft,,15,23
65,1,4:23.0,,Defensive rebound by D. Jordan,15,23
66,1,4:17.0,,L. Mbah a Moute misses 2-pt layup from 2 ft (block by J. Grant),15,23
67,1,4:15.0,Defensive rebound by V. Oladipo,,15,23
68,1,4:06.0,R. Westbrook misses 3-pt jump shot from 25 ft,,15,23
69,1,4:05.0,,Defensive rebound by C. Paul,15,23
70,1,3:53.0,,Turnover by L. Mbah a Moute (offensive foul),15,23
71,1,3:53.0,Offensive charge foul by L. Mbah a Moute (drawn by J. Grant),,15,23
72,1,3:53.0,Á. Abrines enters the game for V. Oladipo,,15,23
73,1,3:35.0,E. Freedom makes 2-pt jump shot from 13 ft,,17,23
74,1,3:19.0,,J. Redick misses 2-pt jump shot from 22 ft,17,23
75,1,3:18.0,Defensive rebound by J. Grant,,17,23
76,1,3:13.0,R. Westbrook makes 2-pt layup from 2 ft,,19,23
77,1,2:57.0,,Turnover by C. Paul (lost ball; steal by Á. Abrines),19,23
78,1,2:51.0,Turnover by J. Grant (lost ball; steal by J. Redick),,19,23
79,1,2:44.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),19,26
80,1,2:34.0,,LA Clippers full timeout,19,26
81,1,2:34.0,,A. Anderson enters the game for L. Mbah a Moute,19,26
82,1,2:34.0,,J. Crawford enters the game for J. Redick,19,26
83,1,2:34.0,,R. Felton enters the game for C. Paul,19,26
84,1,2:34.0,J. Lauvergne enters the game for J. Grant,,19,26
85,1,2:29.0,R. Westbrook misses 2-pt jump shot from 16 ft,,19,26
86,1,2:27.0,,Defensive rebound by J. Crawford,19,26
87,1,2:09.0,,A. Rivers misses 2-pt hook shot from 2 ft,19,26
88,1,2:09.0,,Offensive rebound by D. Jordan,19,26
89,1,2:08.0,,D. Jordan makes 2-pt dunk at rim,19,28
90,1,2:00.0,Shooting foul by J. Crawford (drawn by E. Freedom),,19,28
91,1,2:00.0,E. Freedom makes free throw 1 of 2,,20,28
92,1,2:00.0,C. Payne enters the game for R. Westbrook,,20,28
93,1,2:00.0,E. Freedom makes free throw 2 of 2,,21,28
94,1,1:50.0,,Shooting foul by Á. Abrines (drawn by R. Felton),21,28
95,1,1:50.0,,R. Felton misses free throw 1 of 2,21,28
96,1,1:50.0,,Offensive rebound by Team,21,28
97,1,1:50.0,,M. Speights enters the game for A. Rivers,21,28
98,1,1:50.0,,R. Felton makes free throw 2 of 2,21,29
99,1,1:30.0,J. Lauvergne misses 3-pt jump shot from 25 ft,,21,29
100,1,1:30.0,Offensive rebound by E. Freedom,,21,29
101,1,1:25.0,C. Payne misses 3-pt jump shot from 27 ft,,21,29
102,1,1:24.0,Offensive rebound by J. Lauvergne,,21,29
103,1,1:21.0,J. Lauvergne makes 2-pt layup from 1 ft,,23,29
104,1,1:05.0,,R. Felton makes 2-pt jump shot from 6 ft,23,31
105,1,0:57.0,,Offensive charge foul by Á. Abrines (drawn by M. Speights),23,31
106,1,0:57.0,Turnover by Á. Abrines (offensive foul),,23,31
107,1,0:57.0,,B. Bass enters the game for D. Jordan,23,31
108,1,0:43.0,,A. Anderson makes 2-pt layup at rim (assist by R. Felton),23,33
109,1,0:43.0,,Shooting foul by Á. Abrines (drawn by A. Anderson),23,33
110,1,0:43.0,J. Grant enters the game for Á. Abrines,,23,33
111,1,0:43.0,,A. Anderson makes free throw 1 of 1,23,34
112,1,0:27.0,A. Roberson makes 2-pt jump shot from 19 ft,,25,34
113,1,0:08.0,,M. Speights misses 3-pt jump shot from 26 ft,25,34
114,1,0:07.0,Defensive rebound by A. Roberson,,25,34
115,1,0:02.0,C. Payne misses 3-pt jump shot from 26 ft,,25,34
116,1,0:00.0,,Defensive rebound by M. Speights,25,34
117,2,11:39.0,E. Freedom misses 2-pt jump shot from 17 ft,,25,34
118,2,11:39.0,,Defensive rebound by R. Felton,25,34
119,2,11:23.0,,M. Speights misses 3-pt jump shot from 24 ft,25,34
120,2,11:23.0,Defensive rebound by J. Grant,,25,34
121,2,11:08.0,Shooting foul by B. Bass (drawn by A. Morrow),,25,34
122,2,11:08.0,A. Morrow makes free throw 1 of 2,,26,34
123,2,11:08.0,A. Morrow makes free throw 2 of 2,,27,34
124,2,10:57.0,,Personal foul by A. Morrow,27,34
125,2,10:51.0,,R. Felton makes 2-pt layup from 1 ft,27,36
126,2,10:42.0,C. Payne misses 2-pt jump shot from 7 ft (block by R. Felton),,27,36
127,2,10:36.0,Offensive rebound by Team,,27,36
128,2,10:36.0,J. Lauvergne misses 2-pt layup from 1 ft,,27,36
129,2,10:35.0,Offensive rebound by J. Lauvergne,,27,36
130,2,10:33.0,J. Lauvergne makes 2-pt hook shot from 3 ft,,29,36
131,2,10:23.0,,B. Bass misses 2-pt layup from 2 ft,29,36
132,2,10:21.0,Defensive rebound by E. Freedom,,29,36
133,2,10:16.0,E. Freedom makes 2-pt layup from 1 ft (assist by C. Payne),,31,36
134,2,9:52.0,,A. Anderson misses 2-pt layup from 3 ft,31,36
135,2,9:51.0,,Offensive rebound by M. Speights,31,36
136,2,9:46.0,,M. Speights makes 2-pt hook shot from 4 ft,31,38
137,2,9:36.0,C. Payne makes 2-pt jump shot from 5 ft,,33,38
