,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
0,1,11:38.0,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),,2,0
1,1,11:18.0,,Turnover by J. Harden (bad pass),2,0
2,1,11:02.0,A. Crabbe misses 2-pt jump shot from 15 ft,,2,0
3,1,11:02.0,,Defensive rebound by J. Harden,2,0
4,1,10:48.0,,C. Capela misses 2-pt hook shot at rim,2,0
5,1,10:47.0,Defensive rebound by A. Crabbe,,2,0
6,1,10:35.0,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),,4,0
7,1,10:18.0,,T. Ariza misses 3-pt jump shot from 24 ft,4,0
8,1,10:17.0,Defensive rebound by M. Plumlee,,4,0
9,1,10:08.0,C. McCollum makes 2-pt layup from 2 ft (assist by M. Plumlee),,6,0
10,1,9:57.0,,P. Beverley makes 2-pt jump shot from 11 ft,6,2
11,1,9:41.0,D. Lillard misses 2-pt jump shot from 6 ft,,6,2
12,1,9:40.0,,Defensive rebound by C. Capela,6,2
13,1,9:32.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),6,5
14,1,9:13.0,A. Crabbe misses 3-pt jump shot from 26 ft,,6,5
15,1,9:13.0,,Defensive rebound by R. Anderson,6,5
16,1,9:01.0,,C. Capela makes 2-pt jump shot from 3 ft (assist by J. Harden),6,7
17,1,8:44.0,A. Crabbe misses 3-pt jump shot from 24 ft,,6,7
18,1,8:43.0,,Defensive rebound by R. Anderson,6,7
19,1,8:34.0,,J. Harden makes 3-pt jump shot from 26 ft,6,10
20,1,8:17.0,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),,8,10
21,1,7:55.0,,P. Beverley misses 3-pt jump shot from 25 ft,8,10
22,1,7:54.0,Defensive rebound by M. Plumlee,,8,10
23,1,7:45.0,Personal foul by P. Beverley (drawn by D. Lillard),,8,10
24,1,7:39.0,C. McCollum makes 2-pt jump shot from 18 ft,,10,10
25,1,7:24.0,,C. Capela misses 2-pt layup from 2 ft (block by M. Plumlee),10,10
26,1,7:21.0,,Offensive rebound by T. Ariza,10,10
27,1,7:18.0,,T. Ariza misses 3-pt jump shot from 26 ft,10,10
28,1,7:18.0,Defensive rebound by M. Plumlee,,10,10
29,1,7:10.0,C. McCollum makes 2-pt layup from 3 ft,,12,10
30,1,6:59.0,,Shooting foul by C. McCollum (drawn by J. Harden),12,10
31,1,6:59.0,,J. Harden makes free throw 1 of 2,12,11
32,1,6:59.0,,J. Harden makes free throw 2 of 2,12,12
33,1,6:42.0,C. McCollum makes 2-pt jump shot from 16 ft,,14,12
34,1,6:30.0,,R. Anderson makes 3-pt jump shot from 28 ft (assist by J. Harden),14,15
35,1,6:13.0,M. Plumlee misses 2-pt jump shot from 5 ft,,14,15
36,1,6:12.0,,Defensive rebound by J. Harden,14,15
37,1,6:03.0,,J. Harden misses 3-pt jump shot from 27 ft,14,15
38,1,6:02.0,Defensive rebound by M. Harkless,,14,15
39,1,5:52.0,M. Harkless misses 2-pt jump shot from 23 ft,,14,15
40,1,5:51.0,,Defensive rebound by J. Harden,14,15
41,1,5:45.0,,Shooting foul by A. Crabbe (drawn by J. Harden),14,15
42,1,5:45.0,,Houston full timeout,14,15
43,1,5:45.0,,J. Harden makes free throw 1 of 3,14,16
44,1,5:45.0,,J. Harden makes free throw 2 of 3,14,17
45,1,5:45.0,,M. Harrell enters the game for C. Capela,14,15
46,1,5:45.0,,E. Gordon enters the game for P. Beverley,14,15
47,1,5:45.0,,J. Harden makes free throw 3 of 3,14,18
48,1,5:33.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by A. Crabbe),,17,18
49,1,5:07.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by M. Harrell),17,21
50,1,4:59.0,Turnover by M. Harkless (lost ball; steal by J. Harden),,17,21
51,1,4:54.0,,J. Harden makes 2-pt layup from 2 ft (assist by E. Gordon),17,23
52,1,4:33.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,20,23
53,1,4:20.0,,E. Gordon misses 2-pt jump shot from 12 ft,20,23
54,1,4:18.0,,Offensive rebound by E. Gordon,20,23
55,1,4:18.0,,E. Gordon misses 2-pt layup from 1 ft,20,23
56,1,4:17.0,,Offensive rebound by E. Gordon,20,23
57,1,4:17.0,,E. Gordon makes 2-pt layup from 2 ft,20,25
58,1,4:02.0,Turnover by D. Lillard (bad pass; steal by J. Harden),,20,25
59,1,3:57.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),20,27
60,1,3:57.0,Portland full timeout,,20,27
61,1,3:57.0,J. Layman enters the game for A. Crabbe,,20,27
62,1,3:57.0,E. Turner enters the game for C. McCollum,,20,27
63,1,3:57.0,,S. Dekker enters the game for R. Anderson,20,27
64,1,3:45.0,D. Lillard misses 3-pt jump shot from 27 ft,,20,27
65,1,3:44.0,,Defensive rebound by J. Harden,20,27
66,1,3:21.0,,J. Harden misses 2-pt hook shot from 8 ft,20,27
67,1,3:20.0,Defensive rebound by M. Plumlee,,20,27
68,1,3:09.0,Shooting foul by M. Harrell (drawn by D. Lillard),,20,27
69,1,3:09.0,D. Lillard makes free throw 1 of 2,,21,27
70,1,3:09.0,E. Davis enters the game for M. Plumlee,,21,27
71,1,3:09.0,D. Lillard makes free throw 2 of 2,,22,27
72,1,2:52.0,,Shooting foul by E. Davis (drawn by S. Dekker),22,27
73,1,2:52.0,,S. Dekker makes free throw 1 of 2,22,28
74,1,2:52.0,,S. Dekker makes free throw 2 of 2,22,29
75,1,2:30.0,J. Layman misses 2-pt jump shot from 20 ft,,22,29
76,1,2:30.0,,Defensive rebound by J. Harden,22,29
77,1,2:26.0,,Shooting foul by J. Layman (drawn by M. Harrell),22,29
78,1,2:26.0,,M. Harrell makes 2-pt layup from 1 ft (assist by J. Harden),22,31
79,1,2:26.0,,C. Brewer enters the game for T. Ariza,22,31
80,1,2:26.0,,M. Harrell makes free throw 1 of 1,22,32
81,1,2:08.0,E. Turner misses 2-pt jump shot from 13 ft,,22,32
82,1,2:07.0,,Defensive rebound by M. Harrell,22,32
83,1,2:00.0,,E. Gordon misses 3-pt jump shot from 26 ft,22,32
84,1,1:59.0,Defensive rebound by M. Harkless,,22,32
85,1,1:47.0,M. Harkless misses 2-pt hook shot from 4 ft,,22,32
86,1,1:46.0,Offensive rebound by M. Harkless,,22,32
87,1,1:45.0,M. Harkless makes 2-pt layup from 2 ft,,24,32
88,1,1:22.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),24,35
89,1,1:12.0,Shooting foul by M. Harrell (drawn by D. Lillard),,24,35
90,1,1:12.0,D. Lillard misses free throw 1 of 2,,24,35
91,1,1:12.0,Offensive rebound by Team,,24,35
92,1,1:12.0,D. Lillard misses free throw 2 of 2,,24,35
93,1,1:12.0,N. Vonleh enters the game for M. Harkless,,24,35
94,1,1:11.0,,Defensive rebound by J. Harden,24,35
95,1,1:04.0,,Shooting foul by J. Layman (drawn by J. Harden),24,35
96,1,1:04.0,,J. Harden makes free throw 1 of 3,24,36
97,1,1:04.0,,J. Harden makes free throw 2 of 3,24,37
98,1,1:04.0,,J. Harden makes free throw 3 of 3,24,38
99,1,0:49.0,E. Turner makes 2-pt jump shot from 3 ft,,26,38
100,1,0:39.0,,E. Gordon makes 3-pt jump shot from 25 ft,26,41
101,1,0:31.0,E. Turner makes 2-pt layup from 2 ft,,28,41
102,1,0:27.0,,Turnover by J. Harden (bad pass),28,41
103,1,0:27.0,C. McCollum enters the game for N. Vonleh,,28,41
104,1,0:04.0,Shooting foul by J. Harden (drawn by E. Davis),,28,41
105,1,0:04.0,E. Davis misses free throw 1 of 2,,28,41
106,1,0:04.0,Offensive rebound by Team,,28,41
