,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
132,2,7:07.0,Shooting foul by T. Jones (drawn by W. Chandler),,42,42
133,2,7:07.0,W. Chandler makes free throw 1 of 2,,43,42
134,2,7:07.0,W. Chandler makes free throw 2 of 2,,44,42
135,2,6:55.0,,N. Bjelica misses 3-pt jump shot from 26 ft,44,42
136,2,6:54.0,Defensive rebound by J. Murray,,44,42
137,2,6:42.0,J. Murray makes 2-pt jump shot from 7 ft,,46,42
138,2,6:31.0,,T. Jones misses 2-pt jump shot from 5 ft,46,42
139,2,6:30.0,Defensive rebound by Team,,46,42
140,2,6:30.0,,K. Towns enters the game for C. Aldrich,46,42
141,2,6:20.0,Shooting foul by T. Jones (drawn by J. Murray),,46,42
142,2,6:20.0,J. Murray makes free throw 1 of 2,,47,42
143,2,6:20.0,,A. Wiggins enters the game for N. Bjelica,47,42
144,2,6:20.0,D. Gallinari enters the game for W. Barton,,47,42
145,2,6:20.0,N. Jokić enters the game for D. Arthur,,47,42
146,2,6:20.0,J. Murray makes free throw 2 of 2,,48,42
147,2,6:07.0,,T. Jones misses 2-pt layup from 1 ft,48,42
148,2,6:06.0,Defensive rebound by N. Jokić,,48,42
149,2,5:54.0,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),,50,42
150,2,5:31.0,,A. Wiggins makes 2-pt jump shot from 18 ft,50,44
151,2,5:21.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,52,44
152,2,5:06.0,,K. Towns makes 2-pt dunk at rim (assist by T. Jones),52,46
153,2,4:54.0,J. Murray misses 2-pt jump shot from 3 ft,,52,46
154,2,4:53.0,Offensive rebound by N. Jokić,,52,46
155,2,4:53.0,N. Jokić makes 2-pt layup at rim,,54,46
156,2,4:40.0,,K. Towns makes 2-pt dunk from 3 ft (assist by Z. LaVine),54,48
157,2,4:40.0,,Shooting foul by N. Jokić (drawn by K. Towns),54,48
158,2,4:40.0,,K. Dunn enters the game for T. Jones,54,48
159,2,4:40.0,J. Nelson enters the game for J. Murray,,54,48
160,2,4:40.0,,K. Towns makes free throw 1 of 1,54,49
161,2,4:28.0,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),,56,49
162,2,4:07.0,,Turnover by K. Towns (bad pass; steal by G. Harris),56,49
163,2,4:04.0,Turnover by G. Harris (lost ball; steal by K. Dunn),,56,49
164,2,4:03.0,,Personal foul by G. Harris (drawn by K. Dunn),56,49
165,2,4:03.0,W. Barton enters the game for G. Harris,,56,49
166,2,3:41.0,,S. Muhammad misses 2-pt jump shot from 7 ft,56,49
167,2,3:40.0,,Offensive rebound by K. Towns,56,49
168,2,3:40.0,,K. Towns makes 2-pt layup at rim,56,51
169,2,3:28.0,N. Jokić makes 2-pt hook shot from 3 ft (assist by J. Nelson),,58,51
170,2,3:09.0,,K. Towns misses 2-pt jump shot from 20 ft,58,51
171,2,3:08.0,,Offensive rebound by S. Muhammad,58,51
172,2,3:04.0,,Z. LaVine misses 3-pt jump shot from 25 ft,58,51
173,2,3:03.0,Defensive rebound by W. Barton,,58,51
174,2,2:55.0,D. Gallinari misses 3-pt jump shot from 25 ft,,58,51
175,2,2:54.0,,Defensive rebound by K. Dunn,58,51
176,2,2:49.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Dunn),58,53
177,2,2:38.0,Turnover by N. Jokić (lost ball; steal by K. Dunn),,58,53
178,2,2:37.0,,Personal foul by J. Nelson (drawn by K. Towns),58,53
179,2,2:37.0,,Minnesota full timeout,58,53
180,2,2:37.0,D. Arthur enters the game for N. Jokić,,58,53
181,2,2:20.0,,A. Wiggins makes 2-pt jump shot from 20 ft,58,55
182,2,2:03.0,D. Arthur misses 3-pt jump shot from 26 ft,,58,55
183,2,2:01.0,Offensive rebound by W. Chandler,,58,55
184,2,1:53.0,J. Nelson misses 2-pt layup from 1 ft (block by K. Dunn),,58,55
185,2,1:52.0,,Defensive rebound by K. Towns,58,55
186,2,1:48.0,,Shooting block foul by D. Arthur (drawn by K. Dunn),58,55
187,2,1:48.0,,K. Dunn misses free throw 1 of 2,58,55
188,2,1:48.0,,Offensive rebound by Team,58,55
189,2,1:48.0,,K. Dunn makes free throw 2 of 2,58,56
190,2,1:41.0,Offensive foul by D. Arthur (drawn by K. Dunn),,58,56
191,2,1:41.0,Turnover by D. Arthur (offensive foul),,58,56
192,2,1:24.0,,S. Muhammad makes 2-pt dunk at rim (assist by K. Dunn),58,58
193,2,1:06.0,D. Arthur misses 3-pt jump shot from 27 ft,,58,58
194,2,1:05.0,,Defensive rebound by K. Dunn,58,58
195,2,0:54.0,,A. Wiggins makes 2-pt jump shot from 17 ft (assist by K. Dunn),58,60
196,2,0:49.0,Turnover by J. Nelson (bad pass; steal by S. Muhammad),,58,60
197,2,0:46.0,,S. Muhammad makes 2-pt dunk at rim,58,62
198,2,0:46.0,Denver full timeout,,58,62
199,2,0:31.0,W. Barton misses 2-pt jump shot from 6 ft,,58,62
200,2,0:29.0,,Defensive rebound by A. Wiggins,58,62
201,2,0:07.0,,K. Dunn misses 2-pt jump shot from 9 ft,58,62
202,2,0:05.0,Defensive rebound by Team,,58,62
203,2,0:02.0,Personal take foul by K. Dunn (drawn by J. Nelson),,58,62
204,3,11:42.0,,G. Dieng makes 2-pt layup from 2 ft (assist by K. Towns),58,64
205,3,11:15.0,N. Jokić misses 3-pt jump shot from 24 ft,,58,64
206,3,11:14.0,,Defensive rebound by K. Towns,58,64
207,3,10:58.0,,Z. LaVine misses 3-pt jump shot from 25 ft,58,64
208,3,10:57.0,Defensive rebound by J. Nelson,,58,64
209,3,10:47.0,D. Gallinari makes 2-pt jump shot from 19 ft,,60,64
210,3,10:24.0,,K. Dunn misses 2-pt jump shot from 11 ft,60,64
211,3,10:23.0,Defensive rebound by G. Harris,,60,64
212,3,10:17.0,J. Nelson misses 3-pt jump shot from 26 ft,,60,64
213,3,10:16.0,,Defensive rebound by K. Towns,60,64
214,3,10:03.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by K. Dunn),60,66
215,3,9:48.0,G. Harris makes 2-pt jump shot from 22 ft,,62,66
216,3,9:31.0,,K. Towns makes 2-pt jump shot from 16 ft,62,68
217,3,9:15.0,Turnover by N. Jokić (lost ball; steal by K. Towns),,62,68
218,3,9:05.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,68
219,3,9:04.0,Defensive rebound by N. Jokić,,62,68
220,3,8:48.0,N. Jokić misses 3-pt jump shot from 25 ft,,62,68
221,3,8:46.0,,Defensive rebound by K. Dunn,62,68
222,3,8:39.0,,K. Towns misses 2-pt hook shot from 5 ft,62,68
223,3,8:38.0,Defensive rebound by D. Gallinari,,62,68
224,3,8:35.0,Personal foul by K. Dunn (drawn by D. Gallinari),,62,68
225,3,8:24.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by G. Harris),,65,68
226,3,8:02.0,,K. Towns makes 2-pt jump shot from 16 ft (assist by A. Wiggins),65,70
227,3,7:44.0,N. Jokić makes 2-pt jump shot from 7 ft (assist by D. Gallinari),,67,70
228,3,7:28.0,,Offensive foul by K. Towns (drawn by N. Jokić),67,70
229,3,7:28.0,,Turnover by K. Towns (offensive foul),67,70
230,3,7:09.0,J. Nelson makes 2-pt layup from 2 ft (assist by G. Harris),,69,70
231,3,6:53.0,,Turnover by A. Wiggins (lost ball; steal by N. Jokić),69,70
232,3,6:48.0,Turnover by N. Jokić (bad pass; steal by K. Dunn),,69,70
233,3,6:43.0,,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),69,72
234,3,6:16.0,N. Jokić makes 2-pt hook shot from 10 ft,,71,72
235,3,5:55.0,,K. Towns misses 2-pt layup from 1 ft (block by N. Jokić),71,72
236,3,5:55.0,,Offensive rebound by Team,71,72
237,3,5:55.0,,Minnesota full timeout,71,72
238,3,5:45.0,,A. Wiggins misses 2-pt jump shot from 19 ft,71,72
239,3,5:44.0,Defensive rebound by D. Gallinari,,71,72
240,3,5:31.0,Personal foul by A. Wiggins (drawn by N. Jokić),,71,72
241,3,5:31.0,,S. Muhammad enters the game for Z. LaVine,71,72
242,3,5:19.0,Personal foul by A. Wiggins (drawn by D. Gallinari),,71,72
243,3,5:12.0,J. Nelson misses 3-pt jump shot from 25 ft,,71,72
244,3,5:11.0,Offensive rebound by D. Gallinari,,71,72
245,3,5:09.0,D. Gallinari misses 2-pt layup from 3 ft (block by K. Towns),,71,72
246,3,5:08.0,Offensive rebound by N. Jokić,,71,72
247,3,5:07.0,N. Jokić misses 2-pt layup at rim,,71,72
248,3,5:06.0,,Defensive rebound by K. Towns,71,72
249,3,4:53.0,,S. Muhammad makes 2-pt jump shot from 7 ft,71,74
250,3,4:40.0,Shooting foul by A. Wiggins (drawn by D. Gallinari),,71,74
251,3,4:40.0,D. Gallinari makes free throw 1 of 2,,72,74
252,3,4:40.0,W. Barton enters the game for G. Harris,,72,74
253,3,4:40.0,W. Chandler enters the game for K. Faried,,72,74
254,3,4:40.0,D. Gallinari makes free throw 2 of 2,,73,74
255,3,4:27.0,,Turnover by S. Muhammad (lost ball; steal by N. Jokić),73,74
256,3,4:26.0,,Violation by G. Dieng (kicked ball),73,74
257,3,4:15.0,Turnover by J. Nelson (traveling),,73,74
258,3,4:15.0,,N. Bjelica enters the game for G. Dieng,73,74
259,3,4:01.0,,K. Towns makes 2-pt jump shot from 15 ft (assist by K. Dunn),73,76
260,3,3:38.0,Shooting foul by K. Dunn (drawn by J. Nelson),,73,76
261,3,3:38.0,J. Nelson misses free throw 1 of 2,,73,76
262,3,3:38.0,Offensive rebound by Team,,73,76
263,3,3:38.0,J. Nelson makes free throw 2 of 2,,74,76
264,3,3:33.0,,Personal foul by N. Jokić (drawn by K. Towns),74,76
265,3,3:16.0,,K. Towns makes 2-pt jump shot from 16 ft (assist by S. Muhammad),74,78
266,3,2:58.0,N. Jokić misses 2-pt layup from 2 ft (block by K. Towns),,74,78
267,3,2:56.0,,Defensive rebound by K. Towns,74,78
268,3,2:53.0,,Shooting foul by J. Nelson (drawn by K. Towns),74,78
269,3,2:53.0,Denver full timeout,,74,78
270,3,2:53.0,,K. Towns misses free throw 1 of 2,74,78
271,3,2:53.0,,Offensive rebound by Team,74,78
272,3,2:53.0,D. Arthur enters the game for N. Jokić,,74,78
273,3,2:53.0,J. Murray enters the game for J. Nelson,,74,78
274,3,2:53.0,,K. Towns makes free throw 2 of 2,74,79
275,3,2:39.0,D. Gallinari misses 2-pt jump shot from 16 ft,,74,79
276,3,2:38.0,,Defensive rebound by K. Towns,74,79
277,3,2:24.0,,K. Towns misses 2-pt jump shot from 23 ft,74,79
278,3,2:23.0,Defensive rebound by J. Murray,,74,79
279,3,2:14.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,77,79
280,3,1:52.0,,K. Dunn misses 2-pt jump shot from 10 ft,77,79
281,3,1:50.0,,Offensive rebound by K. Dunn,77,79
282,3,1:50.0,,K. Dunn misses 2-pt layup from 2 ft,77,79
283,3,1:49.0,,Offensive rebound by N. Bjelica,77,79
284,3,1:49.0,,N. Bjelica misses 2-pt layup from 1 ft,77,79
285,3,1:48.0,Defensive rebound by J. Murray,,77,79
286,3,1:28.0,W. Chandler makes 2-pt jump shot from 9 ft,,79,79
287,3,1:07.0,,S. Muhammad makes 3-pt jump shot from 25 ft (assist by K. Towns),79,82
288,3,0:50.0,D. Arthur makes 3-pt jump shot from 24 ft (assist by W. Barton),,82,82
289,3,0:32.0,,A. Wiggins makes 2-pt jump shot from 15 ft,82,84
290,3,0:14.0,J. Murray makes 2-pt jump shot from 20 ft,,84,84
291,3,0:03.0,,A. Wiggins misses 3-pt jump shot from 25 ft,84,84
292,3,0:02.0,Defensive rebound by J. Murray,,84,84
293,3,0:00.0,J. Murray misses 3-pt jump shot from 65 ft,,84,84
294,3,0:00.0,Offensive rebound by Team,,84,84
295,4,11:43.0,D. Arthur misses 2-pt layup from 2 ft (block by G. Dieng),,84,84
296,4,11:41.0,Offensive rebound by J. Murray,,84,84
297,4,11:36.0,W. Chandler misses 3-pt jump shot from 26 ft,,84,84
298,4,11:35.0,Offensive rebound by D. Arthur,,84,84
299,4,11:31.0,J. Murray makes 2-pt jump shot from 16 ft (assist by D. Arthur),,86,84
300,4,11:04.0,,Z. LaVine misses 3-pt jump shot from 28 ft,86,84
301,4,11:04.0,,Offensive rebound by Team,86,84
302,4,11:04.0,,Turnover by Team (shot clock),86,84
303,4,10:54.0,Personal foul by N. Bjelica (drawn by W. Chandler),,86,84
304,4,10:44.0,W. Chandler makes 2-pt jump shot from 21 ft (assist by W. Barton),,88,84
305,4,10:43.0,,Minnesota full timeout,88,84
306,4,10:31.0,,T. Jones makes 2-pt jump shot from 5 ft,88,86
307,4,10:19.0,Turnover by W. Chandler (traveling),,88,86
308,4,10:07.0,,T. Jones makes 3-pt jump shot from 25 ft,88,89
309,4,9:49.0,G. Harris makes 3-pt jump shot from 23 ft (assist by D. Arthur),,91,89
310,4,9:33.0,,Shooting foul by J. Murray (drawn by N. Bjelica),91,89
311,4,9:33.0,,N. Bjelica makes free throw 1 of 2,91,90
312,4,9:33.0,,K. Towns enters the game for G. Dieng,91,90
313,4,9:33.0,,N. Bjelica makes free throw 2 of 2,91,91
314,4,9:19.0,J. Murray misses 2-pt jump shot from 17 ft,,91,91
315,4,9:18.0,,Defensive rebound by Z. LaVine,91,91
316,4,9:18.0,,Personal foul by D. Arthur (drawn by Z. LaVine),91,91
317,4,9:05.0,,K. Towns misses 2-pt jump shot from 17 ft (block by D. Arthur),91,91
318,4,9:04.0,Defensive rebound by G. Harris,,91,91
319,4,8:48.0,W. Chandler makes 2-pt jump shot from 20 ft,,93,91
320,4,8:32.0,,T. Jones misses 2-pt jump shot from 11 ft,93,91
321,4,8:30.0,Defensive rebound by W. Chandler,,93,91
322,4,8:28.0,Personal foul by N. Bjelica (drawn by W. Chandler),,93,91
323,4,8:28.0,,A. Wiggins enters the game for N. Bjelica,93,91
324,4,8:22.0,W. Chandler misses 2-pt jump shot from 7 ft,,93,91
325,4,8:21.0,,Defensive rebound by A. Wiggins,93,91
326,4,8:20.0,,Personal foul by W. Chandler (drawn by A. Wiggins),93,91
327,4,8:07.0,,Turnover by K. Towns (traveling),93,91
328,4,7:54.0,Turnover by J. Murray (lost ball; steal by T. Jones),,93,91
329,4,7:51.0,,Turnover by S. Muhammad (lost ball; steal by J. Murray),93,91
330,4,7:47.0,D. Arthur makes 2-pt dunk at rim (assist by J. Murray),,95,91
331,4,7:30.0,,Turnover by A. Wiggins (traveling),95,91
332,4,7:11.0,J. Murray misses 2-pt layup from 3 ft,,95,91
333,4,7:10.0,,Defensive rebound by A. Wiggins,95,91
334,4,7:03.0,,A. Wiggins misses 2-pt layup from 1 ft (block by D. Arthur),95,91
335,4,7:01.0,Defensive rebound by D. Arthur,,95,91
336,4,6:57.0,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),,98,91
337,4,6:56.0,,Minnesota full timeout,98,91
338,4,6:40.0,,K. Towns misses 2-pt layup from 1 ft (block by D. Arthur),98,91
339,4,6:39.0,Defensive rebound by G. Harris,,98,91
340,4,6:32.0,W. Chandler misses 2-pt layup from 1 ft,,98,91
341,4,6:31.0,,Defensive rebound by Z. LaVine,98,91
342,4,6:24.0,,Z. LaVine misses 2-pt jump shot from 23 ft,98,91
343,4,6:23.0,Defensive rebound by W. Chandler,,98,91
344,4,6:06.0,D. Arthur makes 2-pt jump shot from 14 ft (assist by J. Murray),,100,91
345,4,5:40.0,,Shooting foul by D. Arthur (drawn by K. Towns),100,91
346,4,5:40.0,,K. Towns makes free throw 1 of 2,100,92
347,4,5:40.0,,K. Dunn enters the game for Z. LaVine,100,92
348,4,5:40.0,,K. Towns makes free throw 2 of 2,100,93
349,4,5:27.0,D. Arthur misses 3-pt jump shot from 26 ft,,100,93
350,4,5:26.0,,Defensive rebound by S. Muhammad,100,93
351,4,5:09.0,,T. Jones misses 2-pt layup from 1 ft (block by W. Barton),100,93
352,4,5:07.0,,Offensive rebound by S. Muhammad,100,93
353,4,5:02.0,,A. Wiggins misses 2-pt jump shot from 18 ft,100,93
354,4,5:01.0,Defensive rebound by W. Barton,,100,93
355,4,4:54.0,Turnover by W. Barton (lost ball; steal by A. Wiggins),,100,93
356,4,4:50.0,,A. Wiggins makes 2-pt layup from 1 ft,100,95
357,4,4:50.0,Denver full timeout,,100,95
358,4,4:50.0,J. Nelson enters the game for J. Murray,,100,95
359,4,4:50.0,D. Gallinari enters the game for W. Barton,,100,95
360,4,4:50.0,N. Jokić enters the game for D. Arthur,,100,95
361,4,4:37.0,G. Harris makes 2-pt layup from 2 ft,,102,95
362,4,4:27.0,,Shooting foul by N. Jokić (drawn by A. Wiggins),102,95
363,4,4:27.0,,A. Wiggins makes free throw 1 of 2,102,96
364,4,4:27.0,,A. Wiggins makes free throw 2 of 2,102,97
365,4,4:20.0,Personal foul by K. Towns (drawn by N. Jokić),,102,97
366,4,4:18.0,Turnover by N. Jokić (lost ball),,102,97
367,4,4:03.0,,A. Wiggins makes 2-pt jump shot from 22 ft (assist by K. Towns),102,99
368,4,3:44.0,G. Harris misses 3-pt jump shot from 25 ft,,102,99
369,4,3:44.0,Offensive rebound by N. Jokić,,102,99
370,4,3:44.0,Personal foul by K. Towns (drawn by N. Jokić),,102,99
371,4,3:40.0,D. Gallinari misses 3-pt jump shot from 26 ft,,102,99
372,4,3:39.0,,Defensive rebound by K. Towns,102,99
373,4,3:18.0,,K. Towns makes 2-pt layup from 1 ft,102,101
374,4,3:05.0,G. Harris misses 2-pt layup from 1 ft (block by T. Jones),,102,101
375,4,3:04.0,,Defensive rebound by K. Dunn,102,101
376,4,3:01.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by K. Dunn),102,103
