,QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
57,1,5:40.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),8,14
58,1,5:19.0,T. Harris makes 2-pt layup from 2 ft,,10,14
59,1,5:01.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),10,16
60,1,4:35.0,A. Drummond misses 2-pt hook shot from 12 ft,,10,16
61,1,4:35.0,Offensive rebound by Team,,10,16
62,1,4:35.0,Turnover by Team (shot clock),,10,16
63,1,4:35.0,A. Baynes enters the game for T. Harris,,10,16
64,1,4:35.0,J. Leuer enters the game for A. Drummond,,10,16
65,1,4:27.0,,Turnover by E. Payton (traveling),10,16
66,1,4:27.0,R. Jackson enters the game for I. Smith,,10,16
67,1,4:08.0,M. Morris makes 2-pt jump shot from 6 ft,,12,16
68,1,3:55.0,,E. Fournier misses 3-pt jump shot from 26 ft,12,16
69,1,3:54.0,Defensive rebound by J. Leuer,,12,16
70,1,3:43.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,12,16
71,1,3:42.0,,Defensive rebound by E. Payton,12,16
72,1,3:38.0,,E. Payton misses 2-pt layup from 3 ft (block by R. Jackson),12,16
73,1,3:38.0,,Offensive rebound by Team,12,16
74,1,3:30.0,,Shooting foul by A. Baynes (drawn by E. Fournier),12,16
75,1,3:30.0,,E. Fournier makes free throw 1 of 2,12,17
76,1,3:30.0,,E. Fournier makes free throw 2 of 2,12,18
77,1,3:18.0,R. Jackson makes 2-pt layup from 1 ft,,14,18
78,1,3:04.0,,N. Vučević misses 3-pt jump shot from 25 ft,14,18
79,1,3:03.0,Defensive rebound by R. Jackson,,14,18
80,1,2:56.0,A. Baynes makes 2-pt hook shot from 7 ft (assist by R. Jackson),,16,18
81,1,2:44.0,,N. Vučević makes 2-pt layup from 1 ft (assist by M. Hezonja),16,20
82,1,2:29.0,M. Morris misses 3-pt jump shot from 23 ft,,16,20
83,1,2:28.0,,Defensive rebound by N. Vučević,16,20
84,1,2:18.0,,N. Vučević misses 2-pt jump shot from 14 ft,16,20
85,1,2:16.0,Defensive rebound by M. Morris,,16,20
86,1,2:08.0,M. Morris misses 2-pt jump shot from 13 ft,,16,20
87,1,2:06.0,Offensive rebound by M. Morris,,16,20
88,1,1:46.0,Turnover by A. Baynes (lost ball),,16,20
89,1,1:46.0,,Orlando full timeout,16,20
90,1,1:46.0,T. Harris enters the game for M. Morris,,16,20
91,1,1:46.0,S. Johnson enters the game for K. Caldwell-Pope,,16,20
92,1,1:46.0,,B. Biyombo enters the game for N. Vučević,16,20
93,1,1:46.0,,D. Augustin enters the game for E. Payton,16,20
94,1,1:34.0,,A. Gordon makes 2-pt dunk at rim (assist by M. Hezonja),16,22
95,1,1:20.0,T. Harris misses 2-pt jump shot from 10 ft,,16,22
96,1,1:18.0,Offensive rebound by A. Baynes,,16,22
97,1,1:18.0,A. Baynes misses 2-pt layup from 3 ft,,16,22
98,1,1:17.0,,Defensive rebound by A. Gordon,16,22
99,1,1:12.0,,E. Fournier misses 3-pt jump shot from 25 ft,16,22
100,1,1:10.0,Defensive rebound by J. Leuer,,16,22
101,1,1:04.0,R. Jackson misses 2-pt jump shot from 3 ft,,16,22
102,1,1:01.0,,Defensive rebound by E. Fournier,16,22
103,1,0:53.0,,B. Biyombo misses 2-pt layup from 2 ft,16,22
104,1,0:50.0,Defensive rebound by A. Baynes,,16,22
105,1,0:39.0,T. Harris makes 2-pt jump shot from 17 ft,,18,22
106,1,0:13.0,,B. Biyombo misses 2-pt jump shot from 17 ft,18,22
107,1,0:12.0,Defensive rebound by J. Leuer,,18,22
108,1,0:01.0,R. Jackson misses 3-pt jump shot from 25 ft,,18,22
109,1,0:00.0,Offensive rebound by A. Baynes,,18,22
110,1,0:00.0,A. Baynes misses 2-pt layup from 1 ft,,18,22
111,1,0:00.0,Offensive rebound by Team,,18,22
112,2,11:45.0,,Personal foul by T. Harris (drawn by B. Biyombo),18,22
113,2,11:41.0,,J. Meeks makes 2-pt jump shot from 11 ft (assist by C. Watson),18,24
114,2,11:29.0,Detroit full timeout,,18,24
115,2,11:14.0,S. Johnson misses 2-pt jump shot from 19 ft,,18,24
116,2,11:13.0,,Defensive rebound by M. Hezonja,18,24
117,2,10:59.0,,D. Augustin makes 3-pt jump shot from 22 ft (assist by M. Hezonja),18,27
118,2,10:42.0,Shooting foul by B. Biyombo (drawn by T. Harris),,18,27
119,2,10:42.0,T. Harris makes free throw 1 of 2,,19,27
120,2,10:42.0,T. Harris makes free throw 2 of 2,,20,27
121,2,10:30.0,,B. Biyombo misses 2-pt jump shot from 5 ft,20,27
122,2,10:28.0,Defensive rebound by J. Leuer,,20,27
123,2,10:22.0,R. Jackson misses 2-pt jump shot from 20 ft,,20,27
124,2,10:19.0,Offensive rebound by R. Jackson,,20,27
125,2,10:16.0,R. Jackson misses 2-pt jump shot from 3 ft,,20,27
126,2,10:16.0,,Defensive rebound by Team,20,27
127,2,10:16.0,Loose ball foul by T. Harris (drawn by B. Biyombo),,20,27
128,2,10:01.0,,D. Augustin misses 3-pt jump shot from 26 ft,20,27
129,2,9:59.0,Defensive rebound by S. Johnson,,20,27
130,2,9:55.0,S. Johnson makes 2-pt layup from 2 ft,,22,27
131,2,9:43.0,,J. Meeks misses 2-pt jump shot from 17 ft,22,27
132,2,9:42.0,Defensive rebound by A. Baynes,,22,27
133,2,9:27.0,J. Leuer makes 2-pt layup from 2 ft (assist by T. Harris),,24,27
134,2,9:21.0,,Orlando full timeout,24,27
135,2,9:15.0,,M. Hezonja makes 2-pt jump shot from 18 ft (assist by B. Biyombo),24,29
136,2,9:00.0,R. Jackson misses 2-pt layup from 1 ft,,24,29
137,2,8:58.0,,Defensive rebound by B. Biyombo,24,29
138,2,8:52.0,,B. Biyombo makes 2-pt dunk at rim (assist by M. Hezonja),24,31
139,2,8:35.0,Turnover by J. Leuer (lost ball),,24,31
140,2,8:35.0,M. Morris enters the game for J. Leuer,,24,31
141,2,8:13.0,,M. Hezonja misses 2-pt jump shot from 22 ft,24,31
142,2,8:12.0,Defensive rebound by R. Jackson,,24,31
143,2,8:02.0,T. Harris makes 3-pt jump shot from 25 ft (assist by M. Morris),,27,31
144,2,7:45.0,,J. Meeks misses 3-pt jump shot from 25 ft,27,31
145,2,7:43.0,Defensive rebound by R. Jackson,,27,31
146,2,7:33.0,T. Harris misses 2-pt jump shot from 15 ft,,27,31
147,2,7:32.0,Offensive rebound by Team,,27,31
148,2,7:32.0,,Loose ball foul by C. Watson (drawn by M. Morris),27,31
149,2,7:32.0,A. Drummond enters the game for A. Baynes,,27,31
150,2,7:32.0,,T. Ross enters the game for C. Watson,27,31
151,2,7:25.0,T. Harris misses 3-pt jump shot from 25 ft,,27,31
152,2,7:24.0,,Defensive rebound by B. Biyombo,27,31
153,2,7:07.0,,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),27,33
154,2,6:46.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by T. Harris),,30,33
155,2,6:30.0,,Offensive foul by B. Biyombo (drawn by R. Jackson),30,33
156,2,6:30.0,,Turnover by B. Biyombo (offensive foul),30,33
157,2,6:30.0,,E. Payton enters the game for D. Augustin,30,33
158,2,6:22.0,R. Jackson misses 2-pt jump shot from 6 ft (block by B. Biyombo),,30,33
159,2,6:20.0,,Defensive rebound by T. Ross,30,33
160,2,6:13.0,,E. Payton makes 2-pt layup from 2 ft (assist by T. Ross),30,35
161,2,6:00.0,R. Jackson makes 2-pt jump shot from 7 ft (assist by A. Drummond),,32,35
162,2,5:51.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Payton),32,38
163,2,5:40.0,Detroit full timeout,,32,38
164,2,5:40.0,,A. Gordon enters the game for M. Hezonja,32,38
165,2,5:40.0,I. Smith enters the game for R. Jackson,,32,38
166,2,5:22.0,I. Smith misses 2-pt jump shot from 13 ft,,32,38
167,2,5:21.0,,Defensive rebound by T. Ross,32,38
168,2,5:03.0,,E. Payton misses 2-pt jump shot from 13 ft,32,38
169,2,5:02.0,Defensive rebound by A. Drummond,,32,38
170,2,4:51.0,M. Morris misses 2-pt layup from 2 ft,,32,38
171,2,4:49.0,,Defensive rebound by J. Meeks,32,38
172,2,4:43.0,,A. Gordon misses 3-pt jump shot from 25 ft,32,38
173,2,4:41.0,Defensive rebound by I. Smith,,32,38
174,2,4:34.0,M. Morris misses 3-pt jump shot from 25 ft,,32,38
175,2,4:32.0,,Defensive rebound by B. Biyombo,32,38
176,2,4:24.0,,J. Meeks misses 2-pt layup from 1 ft (block by A. Drummond),32,38
177,2,4:20.0,Defensive rebound by A. Drummond,,32,38
178,2,4:15.0,Turnover by T. Harris (lost ball),,32,38
179,2,4:15.0,K. Caldwell-Pope enters the game for S. Johnson,,32,38
180,2,4:15.0,,N. Vučević enters the game for B. Biyombo,32,38
181,2,4:15.0,,E. Fournier enters the game for J. Meeks,32,38
182,2,4:03.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),32,41
183,2,4:03.0,,Shooting foul by M. Morris (drawn by T. Ross),32,41
184,2,4:03.0,S. Johnson enters the game for M. Morris,,32,41
185,2,4:03.0,,T. Ross makes free throw 1 of 1,32,42
186,2,3:50.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by K. Caldwell-Pope),,34,42
187,2,3:26.0,,A. Gordon misses 3-pt jump shot from 24 ft,34,42
188,2,3:24.0,,Offensive rebound by N. Vučević,34,42
189,2,3:22.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),34,44
190,2,3:09.0,I. Smith misses 2-pt jump shot from 6 ft,,34,44
191,2,3:08.0,Offensive rebound by A. Drummond,,34,44
192,2,3:08.0,Shooting foul by N. Vučević (drawn by A. Drummond),,34,44
193,2,3:08.0,A. Drummond misses free throw 1 of 2,,34,44
194,2,3:08.0,Offensive rebound by Team,,34,44
195,2,3:08.0,A. Drummond misses free throw 2 of 2,,34,44
196,2,3:06.0,,Defensive rebound by E. Payton,34,44
197,2,2:47.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),34,47
198,2,2:24.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by A. Drummond),,36,47
199,2,2:24.0,Shooting foul by T. Ross (drawn by K. Caldwell-Pope),,36,47
200,2,2:24.0,Official timeout,,36,47
201,2,2:24.0,J. Leuer enters the game for T. Harris,,36,47
202,2,2:24.0,R. Jackson enters the game for I. Smith,,36,47
203,2,2:24.0,,M. Hezonja enters the game for T. Ross,36,47
204,2,2:24.0,K. Caldwell-Pope makes free throw 1 of 1,,37,47
205,2,2:08.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),37,49
206,2,1:53.0,Offensive foul by A. Drummond (drawn by A. Gordon),,37,49
207,2,1:53.0,Turnover by A. Drummond (offensive foul),,37,49
208,2,1:53.0,A. Baynes enters the game for A. Drummond,,37,49
209,2,1:47.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),37,51
210,2,1:29.0,S. Johnson misses 3-pt jump shot from 26 ft,,37,51
211,2,1:28.0,Offensive rebound by A. Baynes,,37,51
212,2,1:24.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,37,51
213,2,1:23.0,,Defensive rebound by E. Payton,37,51
214,2,1:18.0,,Personal foul by A. Baynes (drawn by E. Payton),37,51
215,2,1:10.0,,N. Vučević makes 2-pt hook shot from 9 ft (assist by E. Payton),37,53
216,2,0:57.0,J. Leuer makes 2-pt layup from 2 ft (assist by R. Jackson),,39,53
217,2,0:51.0,,E. Payton makes 2-pt jump shot from 9 ft,39,55
218,2,0:51.0,,Shooting foul by R. Jackson (drawn by E. Payton),39,55
219,2,0:51.0,,E. Payton misses free throw 1 of 1,39,55
220,2,0:49.0,Defensive rebound by K. Caldwell-Pope,,39,55
221,2,0:34.0,S. Johnson misses 2-pt hook shot from 4 ft,,39,55
222,2,0:32.0,Offensive rebound by A. Baynes,,39,55
223,2,0:32.0,A. Baynes misses 2-pt layup from 1 ft,,39,55
224,2,0:28.0,,Defensive rebound by M. Hezonja,39,55
225,2,0:24.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Payton),39,57
226,2,0:00.0,R. Jackson misses 3-pt jump shot from 26 ft,,39,57
227,2,0:00.0,Offensive rebound by Team,,39,57
228,3,11:46.0,,N. Vučević misses 2-pt jump shot from 18 ft,39,57
229,3,11:45.0,,Offensive rebound by E. Payton,39,57
230,3,11:44.0,,Shooting foul by I. Smith (drawn by E. Payton),39,57
231,3,11:44.0,,E. Payton makes free throw 1 of 2,39,58
232,3,11:44.0,,E. Payton makes free throw 2 of 2,39,59
233,3,11:33.0,M. Morris misses 2-pt jump shot from 19 ft,,39,59
234,3,11:31.0,Offensive rebound by A. Drummond,,39,59
235,3,11:30.0,A. Drummond misses 2-pt layup from 1 ft (block by A. Gordon),,39,59
236,3,11:27.0,,Defensive rebound by E. Fournier,39,59
237,3,11:12.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),39,61
238,3,11:00.0,Shooting foul by T. Ross (drawn by K. Caldwell-Pope),,39,61
239,3,11:00.0,K. Caldwell-Pope makes free throw 1 of 3,,40,61
240,3,11:00.0,K. Caldwell-Pope makes free throw 2 of 3,,41,61
241,3,11:00.0,K. Caldwell-Pope makes free throw 3 of 3,,42,61
242,3,10:51.0,,E. Payton misses 2-pt layup from 2 ft,42,61
243,3,10:49.0,Defensive rebound by A. Drummond,,42,61
244,3,10:38.0,Shooting foul by A. Gordon (drawn by T. Harris),,42,61
245,3,10:38.0,T. Harris makes free throw 1 of 2,,43,61
246,3,10:38.0,T. Harris makes free throw 2 of 2,,44,61
247,3,10:28.0,,Turnover by E. Fournier (traveling),44,61
248,3,10:18.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,44,61
249,3,10:16.0,,Defensive rebound by E. Payton,44,61
250,3,10:09.0,,Turnover by E. Payton (bad pass; steal by M. Morris),44,61
251,3,10:04.0,Turnover by I. Smith (bad pass; steal by T. Ross),,44,61
252,3,10:01.0,,Shooting foul by M. Morris (drawn by E. Payton),44,61
253,3,10:01.0,,E. Payton makes free throw 1 of 2,44,62
254,3,10:01.0,,E. Payton misses free throw 2 of 2,44,62
255,3,10:00.0,Defensive rebound by A. Drummond,,44,62
256,3,9:48.0,Turnover by K. Caldwell-Pope (bad pass; steal by N. Vučević),,44,62
257,3,9:40.0,,T. Ross misses 3-pt jump shot from 26 ft,44,62
258,3,9:39.0,Defensive rebound by A. Drummond,,44,62
259,3,9:30.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,44,62
260,3,9:29.0,,Defensive rebound by T. Ross,44,62
261,3,9:14.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),44,65
262,3,8:54.0,A. Drummond makes 2-pt layup from 2 ft (assist by M. Morris),,46,65
263,3,8:40.0,,E. Payton makes 2-pt layup from 2 ft,46,67
264,3,8:21.0,I. Smith makes 2-pt layup from 1 ft,,48,67
265,3,8:05.0,,A. Gordon makes 2-pt jump shot from 14 ft,48,69
266,3,7:47.0,I. Smith makes 2-pt layup from 2 ft,,50,69
267,3,7:32.0,,N. Vučević misses 2-pt hook shot from 1 ft,50,69
268,3,7:30.0,Defensive rebound by A. Drummond,,50,69
269,3,7:23.0,I. Smith misses 2-pt layup from 3 ft,,50,69
270,3,7:21.0,,Defensive rebound by E. Fournier,50,69
271,3,7:16.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),50,71
272,3,7:15.0,Detroit full timeout,,50,71
273,3,7:15.0,R. Jackson enters the game for I. Smith,,50,71
274,3,6:50.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,50,71
275,3,6:49.0,,Defensive rebound by E. Payton,50,71
276,3,6:40.0,,Personal foul by M. Morris (drawn by T. Ross),50,71
277,3,6:33.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by N. Vučević),50,74
278,3,6:17.0,R. Jackson makes 2-pt jump shot from 18 ft,,52,74
279,3,6:01.0,,E. Fournier makes 2-pt layup from 2 ft (assist by E. Payton),52,76
280,3,5:46.0,R. Jackson misses 3-pt jump shot from 25 ft,,52,76
281,3,5:45.0,,Defensive rebound by A. Gordon,52,76
282,3,5:34.0,,E. Fournier misses 3-pt jump shot from 24 ft,52,76
283,3,5:33.0,Defensive rebound by A. Drummond,,52,76
284,3,5:22.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,52,76
285,3,5:21.0,,Defensive rebound by N. Vučević,52,76
286,3,5:13.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Payton),52,79
287,3,5:12.0,Detroit full timeout,,52,79
288,3,5:12.0,A. Baynes enters the game for T. Harris,,52,79
289,3,5:12.0,J. Leuer enters the game for M. Morris,,52,79
290,3,5:12.0,R. Bullock enters the game for A. Drummond,,52,79
291,3,5:12.0,S. Johnson enters the game for K. Caldwell-Pope,,52,79
292,3,5:12.0,,M. Hezonja enters the game for E. Fournier,52,79
293,3,4:58.0,A. Baynes makes 2-pt jump shot from 13 ft (assist by S. Johnson),,54,79
294,3,4:35.0,,Turnover by E. Payton (lost ball),54,79
295,3,4:22.0,A. Baynes makes 2-pt hook shot from 5 ft,,56,79
296,3,4:10.0,,Personal foul by A. Baynes (drawn by N. Vučević),56,79
297,3,4:02.0,,A. Gordon makes 2-pt jump shot from 20 ft,56,81
298,3,3:37.0,J. Leuer misses 2-pt jump shot from 16 ft,,56,81
299,3,3:36.0,,Defensive rebound by E. Payton,56,81
300,3,3:28.0,,E. Payton misses 2-pt layup from 1 ft (block by A. Baynes),56,81
301,3,3:24.0,Defensive rebound by A. Baynes,,56,81
302,3,3:18.0,A. Baynes makes 2-pt jump shot from 13 ft (assist by R. Jackson),,58,81
303,3,3:03.0,,N. Vučević makes 2-pt jump shot from 12 ft,58,83
304,3,2:49.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,83
305,3,2:48.0,,Defensive rebound by M. Hezonja,58,83
306,3,2:36.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),58,86
307,3,2:21.0,R. Jackson makes 2-pt jump shot from 5 ft,,60,86
308,3,2:01.0,,T. Ross misses 2-pt layup from 2 ft,60,86
309,3,2:00.0,,Offensive rebound by E. Payton,60,86
310,3,2:00.0,,E. Payton makes 2-pt layup from 3 ft,60,88
311,3,1:46.0,R. Bullock misses 3-pt jump shot from 27 ft,,60,88
312,3,1:46.0,,Defensive rebound by Team,60,88
313,3,1:46.0,,Personal foul by A. Baynes (drawn by M. Hezonja),60,88
314,3,1:46.0,,M. Hezonja makes free throw 1 of 2,60,89
315,3,1:46.0,,M. Hezonja makes free throw 2 of 2,60,90
316,3,1:30.0,S. Johnson misses 2-pt jump shot from 20 ft,,60,90
317,3,1:29.0,,Defensive rebound by T. Ross,60,90
318,3,1:20.0,,M. Hezonja misses 3-pt jump shot from 24 ft,60,90
319,3,1:19.0,Defensive rebound by R. Bullock,,60,90
320,3,1:12.0,S. Johnson misses 3-pt jump shot from 25 ft,,60,90
321,3,1:08.0,,Defensive rebound by N. Vučević,60,90
322,3,0:58.0,,Turnover by N. Vučević (bad pass),60,90
323,3,0:58.0,,J. Meeks enters the game for T. Ross,60,90
324,3,0:46.0,J. Leuer misses 3-pt jump shot from 25 ft,,60,90
325,3,0:43.0,Offensive rebound by Team,,60,90
326,3,0:40.0,A. Baynes misses 2-pt jump shot from 14 ft,,60,90
327,3,0:39.0,Offensive rebound by J. Leuer,,60,90
328,3,0:36.0,J. Leuer makes 2-pt layup from 1 ft,,62,90
329,3,0:19.0,,A. Gordon makes 2-pt dunk at rim (assist by M. Hezonja),62,92
330,3,0:12.0,Personal foul by E. Payton (drawn by R. Jackson),,62,92
331,4,11:41.0,B. Marjanović makes 2-pt jump shot from 14 ft,,64,92
332,4,11:19.0,,J. Meeks misses 2-pt jump shot from 14 ft,64,92
333,4,11:18.0,Defensive rebound by J. Leuer,,64,92
334,4,11:12.0,Turnover by B. Udrih (bad pass; steal by C. Watson),,64,92
335,4,10:58.0,,M. Hezonja makes 2-pt jump shot from 8 ft,64,94
336,4,10:58.0,,Shooting foul by B. Marjanović (drawn by M. Hezonja),64,94
337,4,10:58.0,,M. Hezonja misses free throw 1 of 1,64,94
338,4,10:57.0,Defensive rebound by S. Johnson,,64,94
339,4,10:48.0,Personal foul by B. Biyombo (drawn by B. Marjanović),,64,94
340,4,10:40.0,B. Marjanović misses 2-pt hook shot from 3 ft,,64,94
341,4,10:37.0,,Defensive rebound by M. Hezonja,64,94
342,4,10:27.0,,J. Meeks misses 2-pt jump shot from 15 ft,64,94
343,4,10:26.0,Defensive rebound by R. Bullock,,64,94
344,4,10:17.0,S. Johnson misses 3-pt jump shot from 24 ft,,64,94
345,4,10:16.0,,Defensive rebound by B. Biyombo,64,94
346,4,9:56.0,Violation by J. Leuer (kicked ball),,64,94
347,4,9:45.0,,Turnover by M. Hezonja (bad pass; steal by J. Leuer),64,94
348,4,9:32.0,J. Leuer misses 3-pt jump shot from 26 ft,,64,94
349,4,9:31.0,,Defensive rebound by Team,64,94
350,4,9:31.0,,Personal foul by B. Marjanović (drawn by B. Biyombo),64,94
351,4,9:18.0,,D. Augustin misses 2-pt jump shot from 16 ft,64,94
352,4,9:16.0,Defensive rebound by B. Marjanović,,64,94
353,4,9:02.0,R. Bullock misses 3-pt jump shot from 26 ft,,64,94
354,4,9:01.0,,Defensive rebound by D. Augustin,64,94
355,4,8:44.0,,C. Watson makes 2-pt jump shot from 16 ft,64,96
356,4,8:30.0,Shooting foul by C. Watson (drawn by J. Leuer),,64,96
357,4,8:30.0,Official timeout,,64,96
358,4,8:30.0,J. Leuer makes free throw 1 of 2,,65,96
359,4,8:30.0,D. Hilliard enters the game for S. Johnson,,64,96
360,4,8:30.0,J. Leuer makes free throw 2 of 2,,66,96
361,4,8:17.0,,J. Meeks makes 3-pt jump shot from 24 ft (assist by M. Hezonja),66,99
362,4,8:02.0,B. Marjanović makes 2-pt dunk at rim (assist by D. Hilliard),,68,99
363,4,7:46.0,,Turnover by C. Watson (bad pass; steal by R. Bullock),68,99
364,4,7:33.0,B. Udrih misses 2-pt jump shot from 17 ft,,68,99
365,4,7:30.0,,Defensive rebound by D. Augustin,68,99
366,4,7:16.0,,C. Watson misses 3-pt jump shot from 24 ft,68,99
367,4,7:15.0,Defensive rebound by B. Marjanović,,68,99
368,4,7:09.0,J. Leuer makes 2-pt dunk at rim (assist by D. Hilliard),,70,99
369,4,6:46.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by D. Augustin),70,102
370,4,6:28.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by B. Udrih),,72,102
371,4,6:10.0,,Personal foul by B. Udrih (drawn by D. Augustin),72,102
372,4,6:00.0,,M. Hezonja misses 2-pt jump shot from 16 ft,72,102
373,4,5:59.0,Defensive rebound by B. Udrih,,72,102
374,4,5:54.0,Personal foul by B. Biyombo (drawn by B. Marjanović),,72,102
375,4,5:54.0,,Orlando full timeout,72,102
376,4,5:54.0,,D. Rudež enters the game for M. Hezonja,72,102
377,4,5:54.0,,C. Wilcox enters the game for D. Augustin,72,102
378,4,5:54.0,,S. Zimmerman enters the game for B. Biyombo,72,102
379,4,5:51.0,B. Marjanović makes 2-pt dunk at rim (assist by J. Leuer),,74,102
380,4,5:32.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by C. Watson),74,105
