,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
388,4,8:38.0,,M. Barnes makes 2-pt layup from 2 ft,78,107
389,4,8:22.0,C. Wilcox misses 2-pt jump shot from 17 ft,,78,107
390,4,8:20.0,,Defensive rebound by D. West,78,107
391,4,8:14.0,,I. Clark makes 2-pt jump shot from 5 ft,78,109
392,4,7:48.0,B. Biyombo misses 2-pt jump shot from 7 ft (block by K. Thompson),,78,109
393,4,7:48.0,Offensive rebound by B. Biyombo,,78,109
394,4,7:48.0,Turnover by Team (shot clock),,78,109
395,4,7:48.0,Official timeout,,78,109
396,4,7:48.0,,P. McCaw enters the game for K. Thompson,78,109
397,4,7:48.0,,J. McAdoo enters the game for A. Iguodala,78,109
398,4,7:48.0,,S. Livingston enters the game for M. Barnes,78,109
399,4,7:35.0,,Personal foul by D. Augustin (drawn by S. Livingston),78,109
400,4,7:24.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by P. McCaw),78,112
401,4,7:12.0,Personal foul by D. West (drawn by B. Biyombo),,78,112
402,4,7:12.0,D. Rudež enters the game for B. Biyombo,,78,112
403,4,7:12.0,S. Zimmerman enters the game for J. Green,,78,112
404,4,7:12.0,C. Watson enters the game for D. Augustin,,78,112
405,4,7:08.0,C. Wilcox misses 2-pt layup from 2 ft,,78,112
406,4,7:08.0,,Defensive rebound by D. West,78,112
407,4,7:00.0,,J. McAdoo makes 2-pt dunk at rim (assist by P. McCaw),78,114
408,4,6:44.0,S. Zimmerman misses 2-pt jump shot from 3 ft (block by J. McAdoo),,78,114
409,4,6:44.0,Offensive rebound by Team,,78,114
410,4,6:44.0,,K. Looney enters the game for D. West,78,114
411,4,6:42.0,S. Zimmerman makes 2-pt dunk at rim (assist by M. Hezonja),,80,114
412,4,6:15.0,,Turnover by Team (shot clock),80,114
413,4,6:03.0,S. Zimmerman misses 2-pt jump shot from 6 ft (block by J. McAdoo),,80,114
414,4,6:02.0,,Defensive rebound by K. Looney,80,114
415,4,5:53.0,,Personal foul by D. Rudež (drawn by J. McAdoo),80,114
416,4,5:53.0,,Golden State full timeout,80,114
417,4,5:53.0,,M. Barnes enters the game for S. Livingston,80,114
418,4,5:40.0,,I. Clark misses 3-pt jump shot from 26 ft,80,114
419,4,5:39.0,Defensive rebound by M. Hezonja,,80,114
420,4,5:23.0,Turnover by D. Rudež (bad pass; steal by I. Clark),,80,114
421,4,5:13.0,,K. Looney misses 2-pt jump shot from 13 ft,80,114
422,4,5:12.0,Defensive rebound by S. Zimmerman,,80,114
423,4,5:00.0,Turnover by C. Watson (bad pass),,80,114
424,4,4:44.0,,M. Barnes misses 2-pt layup from 1 ft,80,114
425,4,4:44.0,Defensive rebound by S. Zimmerman,,80,114
426,4,4:39.0,C. Watson makes 3-pt jump shot from 27 ft (assist by S. Zimmerman),,83,114
427,4,4:13.0,,J. McAdoo makes 2-pt jump shot from 14 ft (assist by M. Barnes),83,116
428,4,4:01.0,C. Watson misses 2-pt jump shot from 17 ft,,83,116
429,4,4:00.0,,Defensive rebound by K. Looney,83,116
430,4,3:50.0,,Shooting foul by D. Rudež (drawn by J. McAdoo),83,116
431,4,3:50.0,,J. McAdoo misses free throw 1 of 2,83,116
432,4,3:50.0,,Offensive rebound by Team,83,116
433,4,3:50.0,,J. McAdoo misses free throw 2 of 2,83,116
434,4,3:49.0,Defensive rebound by S. Zimmerman,,83,116
435,4,3:31.0,C. Wilcox makes 2-pt jump shot from 18 ft,,85,116
436,4,3:12.0,,Turnover by M. Barnes (bad pass; steal by C. Wilcox),85,116
437,4,3:08.0,M. Hezonja misses 2-pt layup from 3 ft (block by M. Barnes),,85,116
438,4,3:08.0,Offensive rebound by Team,,85,116
439,4,3:06.0,Turnover by M. Hezonja (bad pass; steal by J. McAdoo),,85,116
440,4,3:01.0,,Shooting foul by S. Zimmerman (drawn by J. McAdoo),85,116
441,4,3:01.0,,J. McAdoo misses free throw 1 of 2,85,116
442,4,3:01.0,,Offensive rebound by Team,85,116
443,4,3:01.0,,J. McAdoo misses free throw 2 of 2,85,116
444,4,3:00.0,Defensive rebound by M. Hezonja,,85,116
445,4,2:46.0,Turnover by C. Wilcox (bad pass; steal by K. Looney),,85,116
446,4,2:40.0,,K. Looney makes 2-pt dunk at rim (assist by P. McCaw),85,118
447,4,2:18.0,C. Wilcox misses 2-pt layup from 2 ft,,85,118
448,4,2:17.0,Offensive rebound by S. Zimmerman,,85,118
449,4,2:12.0,D. Rudež misses 3-pt jump shot from 26 ft,,85,118
450,4,2:11.0,,Defensive rebound by I. Clark,85,118
451,4,2:00.0,,Turnover by I. Clark (bad pass; steal by M. Hezonja),85,118
452,4,1:56.0,,Violation by P. McCaw (def goaltending),85,118
453,4,1:56.0,M. Hezonja makes 2-pt layup from 2 ft,,87,118
454,4,1:56.0,Shooting foul by M. Barnes (drawn by M. Hezonja),,87,118
455,4,1:56.0,Orlando full timeout,,87,118
456,4,1:56.0,M. Hezonja misses free throw 1 of 1,,87,118
457,4,1:55.0,Offensive rebound by S. Zimmerman,,87,118
458,4,1:51.0,Turnover by M. Hezonja (traveling),,87,118
459,4,1:35.0,,K. Looney misses 2-pt jump shot from 6 ft,87,118
460,4,1:33.0,Defensive rebound by M. Hezonja,,87,118
461,4,1:28.0,M. Hezonja makes 2-pt jump shot from 6 ft,,89,118
462,4,1:10.0,,I. Clark makes 2-pt jump shot from 21 ft,89,120
463,4,0:57.0,M. Hezonja misses 3-pt jump shot from 27 ft,,89,120
464,4,0:56.0,,Defensive rebound by J. McAdoo,89,120
465,4,0:53.0,,Turnover by P. McCaw (bad pass),89,120
466,4,0:32.0,C. Wilcox misses 2-pt jump shot from 22 ft,,89,120
467,4,0:31.0,,Defensive rebound by M. Barnes,89,120
468,4,0:11.0,,J. McAdoo makes 2-pt dunk at rim (assist by K. Looney),89,122
469,4,0:03.0,C. Watson makes 3-pt jump shot from 25 ft (assist by M. Hezonja),,92,122
