,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
49,1,5:21.0,J. Harris misses 2-pt jump shot from 18 ft,,20,17
50,1,5:20.0,,Defensive rebound by M. Ellis,20,17
51,1,5:07.0,,Offensive foul by M. Turner (drawn by I. Whitehead),20,17
52,1,5:07.0,,Turnover by M. Turner (offensive foul),20,17
53,1,4:57.0,J. Harris misses 3-pt jump shot from 26 ft,,20,17
54,1,4:56.0,Offensive rebound by J. Hamilton,,20,17
55,1,4:48.0,Offensive foul by J. Hamilton (drawn by T. Young),,20,17
56,1,4:48.0,Turnover by J. Hamilton (offensive foul),,20,17
57,1,4:48.0,Y. Ferrell enters the game for B. Bogdanović,,20,17
58,1,4:48.0,R. Foye enters the game for B. Lopez,,20,17
59,1,4:48.0,T. Booker enters the game for I. Whitehead,,20,17
60,1,4:48.0,,A. Jefferson enters the game for M. Turner,20,17
61,1,4:35.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by J. Teague),20,19
62,1,4:16.0,T. Booker misses 2-pt jump shot from 12 ft,,20,19
63,1,4:16.0,,Defensive rebound by J. Teague,20,19
64,1,4:09.0,,Turnover by J. Teague (bad pass; steal by J. Hamilton),20,19
65,1,3:56.0,Personal foul by R. Stuckey (drawn by J. Hamilton),,20,19
66,1,3:56.0,,A. Brooks enters the game for J. Teague,20,19
67,1,3:49.0,Turnover by T. Booker (lost ball; steal by A. Brooks),,20,19
68,1,3:40.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by T. Young),20,22
69,1,3:40.0,Brooklyn full timeout,,20,22
70,1,3:40.0,,L. Allen enters the game for T. Young,20,22
71,1,3:30.0,Personal foul by M. Ellis (drawn by J. Hamilton),,20,22
72,1,3:20.0,Turnover by T. Booker (traveling),,20,22
73,1,3:05.0,,A. Jefferson misses 2-pt jump shot from 5 ft (block by T. Booker),20,22
74,1,3:03.0,Defensive rebound by Y. Ferrell,,20,22
75,1,2:55.0,R. Foye makes 3-pt jump shot from 25 ft (assist by J. Hamilton),,23,22
76,1,2:37.0,,A. Jefferson makes 2-pt jump shot from 10 ft (assist by A. Brooks),23,24
77,1,2:25.0,Turnover by J. Harris (bad pass),,23,24
78,1,2:25.0,L. Scola enters the game for J. Hamilton,,23,24
79,1,2:12.0,,A. Brooks misses 3-pt jump shot from 23 ft,23,24
80,1,2:12.0,Defensive rebound by T. Booker,,23,24
81,1,2:06.0,Turnover by J. Harris (traveling),,23,24
82,1,2:06.0,,G. Robinson enters the game for M. Ellis,23,24
83,1,1:48.0,,Turnover by A. Brooks (bad pass; steal by T. Booker),23,24
84,1,1:40.0,J. Harris misses 3-pt jump shot from 24 ft,,23,24
85,1,1:39.0,,Defensive rebound by G. Robinson,23,24
86,1,1:24.0,,R. Stuckey makes 2-pt jump shot from 13 ft (assist by A. Jefferson),23,26
87,1,1:05.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,23,26
88,1,1:05.0,,Defensive rebound by A. Jefferson,23,26
89,1,0:56.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by A. Brooks),23,28
90,1,0:41.0,L. Scola misses 3-pt jump shot from 24 ft,,23,28
91,1,0:40.0,,Defensive rebound by L. Allen,23,28
92,1,0:32.0,,Turnover by A. Brooks (bad pass; steal by T. Booker),23,28
93,1,0:23.0,R. Foye misses 3-pt jump shot from 25 ft,,23,28
94,1,0:23.0,,Defensive rebound by A. Brooks,23,28
95,1,0:00.0,,A. Jefferson misses 2-pt jump shot from 20 ft,23,28
96,1,0:00.0,,Offensive rebound by Team,23,28
97,2,11:43.0,Y. Ferrell misses 2-pt jump shot from 18 ft,,23,28
98,2,11:43.0,,Defensive rebound by R. Stuckey,23,28
99,2,11:23.0,,R. Stuckey makes 2-pt jump shot from 19 ft,23,30
100,2,11:14.0,Shooting foul by A. Jefferson (drawn by Y. Ferrell),,23,30
101,2,11:14.0,Y. Ferrell makes free throw 1 of 2,,24,30
102,2,11:14.0,Y. Ferrell makes free throw 2 of 2,,25,30
103,2,10:59.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by R. Stuckey),25,33
104,2,10:51.0,Y. Ferrell misses 2-pt jump shot from 16 ft,,25,33
105,2,10:50.0,,Defensive rebound by L. Allen,25,33
106,2,10:35.0,,A. Jefferson makes 2-pt jump shot from 6 ft (assist by R. Stuckey),25,35
107,2,10:15.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by R. Foye),,27,35
108,2,9:56.0,,A. Jefferson misses 2-pt jump shot from 18 ft,27,35
109,2,9:55.0,,Offensive rebound by L. Allen,27,35
110,2,9:38.0,,Shooting foul by J. Hamilton (drawn by G. Robinson),27,35
111,2,9:38.0,,G. Robinson makes free throw 1 of 2,27,36
112,2,9:38.0,,G. Robinson makes free throw 2 of 2,27,37
113,2,9:17.0,J. Hamilton misses 2-pt layup from 2 ft,,27,37
114,2,9:17.0,,Defensive rebound by G. Robinson,27,37
115,2,9:10.0,,Turnover by A. Brooks (bad pass; steal by R. Foye),27,37
116,2,9:06.0,Shooting foul by R. Stuckey (drawn by L. Scola),,27,37
117,2,9:06.0,L. Scola makes free throw 1 of 2,,28,37
118,2,9:06.0,L. Scola misses free throw 2 of 2,,28,37
119,2,9:06.0,,Defensive rebound by A. Jefferson,28,37
120,2,8:53.0,,Turnover by R. Stuckey (lost ball),28,37
121,2,8:53.0,Official timeout,,28,37
122,2,8:53.0,,M. Turner enters the game for A. Jefferson,28,37
123,2,8:39.0,B. Bogdanović misses 2-pt jump shot from 22 ft,,28,37
124,2,8:38.0,Offensive rebound by L. Scola,,28,37
125,2,8:35.0,B. Bogdanović misses 2-pt dunk from 2 ft (block by M. Turner),,28,37
126,2,8:34.0,Offensive rebound by Team,,28,37
127,2,8:24.0,R. Foye makes 2-pt jump shot from 21 ft,,30,37
128,2,8:15.0,,Turnover by R. Stuckey (lost ball; steal by Y. Ferrell),30,37
129,2,8:09.0,Y. Ferrell makes 3-pt jump shot from 26 ft,,33,37
130,2,7:56.0,,R. Stuckey makes 2-pt layup from 5 ft,33,39
131,2,7:36.0,Turnover by B. Bogdanović (bad pass; steal by R. Stuckey),,33,39
132,2,7:24.0,,M. Turner misses 2-pt jump shot from 16 ft,33,39
133,2,7:23.0,Defensive rebound by Y. Ferrell,,33,39
134,2,7:09.0,Y. Ferrell makes 2-pt layup from 2 ft,,35,39
135,2,7:00.0,,Indiana full timeout,35,39
136,2,7:00.0,,M. Ellis enters the game for R. Stuckey,35,39
137,2,7:00.0,,J. Teague enters the game for A. Brooks,35,39
138,2,7:00.0,,T. Young enters the game for L. Allen,35,39
139,2,7:00.0,I. Whitehead enters the game for Y. Ferrell,,35,39
140,2,7:00.0,B. Lopez enters the game for R. Foye,,35,39
141,2,7:00.0,S. Kilpatrick enters the game for L. Scola,,35,39
142,2,6:44.0,,J. Teague makes 2-pt jump shot from 16 ft,35,41
143,2,6:31.0,Turnover by I. Whitehead (lost ball),,35,41
144,2,6:17.0,,J. Teague makes 2-pt jump shot from 8 ft,35,43
145,2,5:59.0,S. Kilpatrick misses 2-pt layup from 2 ft,,35,43
146,2,5:59.0,,Defensive rebound by M. Turner,35,43
147,2,5:46.0,,M. Ellis makes 2-pt layup from 4 ft,35,45
148,2,5:46.0,Brooklyn full timeout,,35,45
149,2,5:36.0,Turnover by B. Lopez (lost ball; steal by J. Teague),,35,45
150,2,5:36.0,Loose ball foul by B. Lopez (drawn by J. Teague),,35,45
151,2,5:18.0,,T. Young makes 2-pt layup from 4 ft (assist by M. Ellis),35,47
152,2,5:05.0,T. Booker enters the game for J. Hamilton,,35,47
153,2,5:05.0,J. Harris enters the game for B. Bogdanović,,35,47
154,2,4:52.0,Turnover by Team (shot clock),,35,47
155,2,4:40.0,,T. Young misses 2-pt jump shot from 7 ft,35,47
156,2,4:40.0,Defensive rebound by J. Harris,,35,47
157,2,4:28.0,B. Lopez makes 2-pt layup from 2 ft (assist by I. Whitehead),,37,47
158,2,4:06.0,,T. Young misses 3-pt jump shot from 25 ft,37,47
159,2,4:06.0,Defensive rebound by S. Kilpatrick,,37,47
160,2,3:54.0,S. Kilpatrick makes 2-pt layup from 3 ft (assist by B. Lopez),,39,47
161,2,3:31.0,,T. Young misses 3-pt jump shot from 23 ft,39,47
162,2,3:31.0,,Offensive rebound by T. Young,39,47
163,2,3:28.0,,G. Robinson makes 2-pt jump shot from 23 ft,39,49
164,2,3:10.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,39,49
165,2,3:10.0,,Defensive rebound by M. Turner,39,49
166,2,3:01.0,,J. Teague misses 3-pt jump shot from 25 ft,39,49
167,2,3:00.0,Defensive rebound by B. Lopez,,39,49
168,2,2:57.0,Turnover by B. Lopez (bad pass; steal by J. Teague),,39,49
169,2,2:47.0,,T. Young misses 3-pt jump shot from 25 ft,39,49
170,2,2:47.0,,Offensive rebound by M. Turner,39,49
171,2,2:43.0,,M. Turner misses 2-pt layup from 2 ft (block by B. Lopez),39,49
172,2,2:41.0,,Offensive rebound by M. Turner,39,49
173,2,2:41.0,,M. Turner makes 2-pt layup from 2 ft,39,51
174,2,2:27.0,Turnover by I. Whitehead (lost ball; steal by G. Robinson),,39,51
175,2,2:15.0,,Shooting foul by B. Lopez (drawn by T. Young),39,51
176,2,2:15.0,,T. Young makes 2-pt jump shot from 5 ft,39,53
177,2,2:15.0,,T. Young misses free throw 1 of 1,39,53
178,2,2:15.0,Defensive rebound by T. Booker,,39,53
179,2,2:15.0,J. Hamilton enters the game for B. Lopez,,39,53
180,2,2:09.0,Turnover by S. Kilpatrick (bad pass; steal by M. Turner),,39,53
181,2,2:01.0,,G. Robinson makes 3-pt jump shot from 26 ft (assist by J. Teague),39,56
182,2,1:43.0,I. Whitehead misses 3-pt jump shot from 23 ft,,39,56
183,2,1:43.0,,Defensive rebound by M. Turner,39,56
184,2,1:35.0,,G. Robinson misses 3-pt jump shot from 26 ft,39,56
185,2,1:34.0,Defensive rebound by T. Booker,,39,56
186,2,1:25.0,T. Booker misses 2-pt layup from 2 ft (block by M. Turner),,39,56
187,2,1:24.0,,Defensive rebound by J. Teague,39,56
188,2,1:22.0,,R. Stuckey enters the game for G. Robinson,39,56
189,2,1:09.0,,M. Turner misses 2-pt jump shot from 15 ft,39,56
190,2,1:09.0,Defensive rebound by J. Hamilton,,39,56
191,2,1:03.0,Personal foul by M. Ellis (drawn by S. Kilpatrick),,39,56
192,2,1:03.0,S. Kilpatrick makes free throw 1 of 2,,40,56
193,2,1:03.0,S. Kilpatrick misses free throw 2 of 2,,40,56
194,2,1:02.0,,Defensive rebound by T. Young,40,56
195,2,0:48.0,,R. Stuckey makes 2-pt jump shot from 13 ft,40,58
196,2,0:35.0,S. Kilpatrick makes 3-pt jump shot from 24 ft,,43,58
197,2,0:22.0,,R. Stuckey misses 2-pt jump shot from 12 ft,43,58
198,2,0:21.0,Defensive rebound by S. Kilpatrick,,43,58
199,2,0:02.0,S. Kilpatrick misses 2-pt jump shot from 5 ft (block by M. Turner),,43,58
200,2,0:00.0,,Defensive rebound by R. Stuckey,43,58
201,2,0:00.0,,Personal block foul by J. Harris (drawn by R. Stuckey),43,58
202,3,11:41.0,B. Lopez makes 2-pt layup from 3 ft,,45,58
203,3,11:17.0,,G. Robinson makes 2-pt jump shot from 18 ft,45,60
204,3,10:52.0,T. Booker misses 3-pt jump shot from 25 ft,,45,60
205,3,10:50.0,,Defensive rebound by J. Teague,45,60
206,3,10:38.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by M. Ellis),45,62
207,3,10:26.0,B. Lopez misses 2-pt jump shot from 4 ft (block by M. Turner),,45,62
208,3,10:26.0,,Defensive rebound by J. Teague,45,62
209,3,10:20.0,,J. Teague makes 2-pt layup from 3 ft,45,64
210,3,10:05.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,45,64
211,3,10:04.0,,Defensive rebound by M. Turner,45,64
212,3,10:01.0,,Turnover by J. Teague (bad pass),45,64
213,3,9:52.0,I. Whitehead misses 3-pt jump shot from 26 ft,,45,64
214,3,9:51.0,,Defensive rebound by M. Ellis,45,64
215,3,9:40.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by J. Teague),45,67
216,3,9:26.0,Shooting block foul by G. Robinson (drawn by S. Kilpatrick),,45,67
217,3,9:26.0,S. Kilpatrick makes free throw 1 of 2,,46,67
218,3,9:26.0,Y. Ferrell enters the game for I. Whitehead,,46,67
219,3,9:26.0,S. Kilpatrick makes free throw 2 of 2,,47,67
220,3,9:11.0,,M. Turner makes 2-pt layup from 2 ft (assist by T. Young),47,69
221,3,8:59.0,B. Lopez misses 2-pt jump shot from 7 ft,,47,69
222,3,8:59.0,Offensive rebound by B. Lopez,,47,69
223,3,8:58.0,B. Lopez misses 2-pt layup from 3 ft,,47,69
224,3,8:56.0,,Defensive rebound by J. Teague,47,69
225,3,8:51.0,,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),47,71
226,3,8:26.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,47,71
227,3,8:25.0,Offensive rebound by T. Booker,,47,71
228,3,8:18.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,47,71
229,3,8:18.0,,Defensive rebound by M. Turner,47,71
230,3,8:14.0,,Personal block foul by Y. Ferrell (drawn by M. Ellis),47,71
231,3,8:14.0,R. Foye enters the game for S. Kilpatrick,,47,71
232,3,8:06.0,,M. Turner misses 2-pt jump shot from 17 ft,47,71
233,3,8:06.0,Defensive rebound by T. Booker,,47,71
234,3,7:44.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by R. Foye),,50,71
235,3,7:22.0,,J. Teague makes 2-pt layup from 2 ft,50,73
236,3,7:11.0,Turnover by Y. Ferrell (lost ball),,50,73
237,3,7:11.0,J. Hamilton enters the game for T. Booker,,50,73
238,3,6:59.0,,Shooting foul by J. Hamilton (drawn by M. Turner),50,73
239,3,6:59.0,,M. Turner makes free throw 1 of 2,50,74
240,3,6:59.0,,M. Turner makes free throw 2 of 2,50,75
241,3,6:48.0,Turnover by Y. Ferrell (bad pass; steal by J. Teague),,50,75
242,3,6:31.0,,T. Young makes 3-pt jump shot from 24 ft (assist by J. Teague),50,78
243,3,6:29.0,Brooklyn full timeout,,50,78
244,3,6:06.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,50,78
245,3,6:05.0,,Defensive rebound by M. Ellis,50,78
246,3,5:58.0,,G. Robinson misses 3-pt jump shot from 24 ft,50,78
247,3,5:57.0,Defensive rebound by R. Foye,,50,78
248,3,5:52.0,Personal foul by M. Turner (drawn by B. Lopez),,50,78
249,3,5:52.0,,R. Stuckey enters the game for G. Robinson,50,78
250,3,5:41.0,J. Hamilton misses 3-pt jump shot from 23 ft,,50,78
251,3,5:40.0,,Defensive rebound by J. Teague,50,78
252,3,5:25.0,,T. Young makes 2-pt hook shot from 10 ft,50,80
253,3,5:16.0,Personal foul by M. Ellis (drawn by Y. Ferrell),,50,80
254,3,5:16.0,J. Harris enters the game for B. Bogdanović,,50,80
255,3,5:04.0,Shooting foul by M. Turner (drawn by B. Lopez),,50,80
256,3,5:04.0,B. Lopez makes free throw 1 of 2,,51,80
257,3,5:04.0,B. Lopez misses free throw 2 of 2,,51,80
258,3,5:04.0,,Defensive rebound by M. Turner,51,80
259,3,5:04.0,S. Kilpatrick enters the game for Y. Ferrell,,51,80
260,3,4:52.0,,M. Ellis makes 2-pt jump shot from 15 ft,51,82
261,3,4:42.0,Def 3 sec tech foul by M. Ellis,,51,82
262,3,4:42.0,R. Foye misses technical free throw,,51,82
263,3,4:42.0,Offensive rebound by Team,,51,82
264,3,4:42.0,,A. Jefferson enters the game for M. Turner,51,82
265,3,4:42.0,T. Booker enters the game for B. Lopez,,51,82
266,3,4:37.0,S. Kilpatrick makes 2-pt jump shot from 19 ft (assist by T. Booker),,53,82
267,3,4:20.0,,Turnover by J. Teague (bad pass; steal by T. Booker),53,82
268,3,4:14.0,Turnover by R. Foye (bad pass; steal by M. Ellis),,53,82
269,3,4:10.0,,M. Ellis makes 2-pt dunk from 1 ft,53,84
270,3,3:53.0,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Booker),,56,84
271,3,3:39.0,,A. Jefferson misses 2-pt jump shot from 7 ft,56,84
272,3,3:39.0,Defensive rebound by T. Booker,,56,84
273,3,3:29.0,T. Booker makes 2-pt jump shot from 4 ft (assist by S. Kilpatrick),,58,84
274,3,3:22.0,,Indiana full timeout,58,84
275,3,3:22.0,L. Scola enters the game for J. Hamilton,,58,84
276,3,3:22.0,,A. Brooks enters the game for T. Young,58,84
277,3,3:22.0,,L. Allen enters the game for J. Teague,58,84
278,3,3:10.0,,R. Stuckey misses 2-pt jump shot from 16 ft,58,84
279,3,3:09.0,Defensive rebound by L. Scola,,58,84
280,3,3:01.0,R. Foye misses 2-pt layup from 3 ft,,58,84
281,3,3:00.0,,Defensive rebound by L. Allen,58,84
282,3,2:47.0,,Shooting foul by J. Harris (drawn by R. Stuckey),58,84
283,3,2:47.0,,R. Stuckey makes free throw 1 of 2,58,85
284,3,2:47.0,,G. Robinson enters the game for M. Ellis,58,85
285,3,2:47.0,,R. Stuckey makes free throw 2 of 2,58,86
286,3,2:37.0,S. Kilpatrick makes 2-pt layup from 3 ft,,60,86
287,3,2:19.0,,L. Allen misses 2-pt jump shot from 21 ft,60,86
288,3,2:19.0,,Offensive rebound by A. Jefferson,60,86
289,3,2:05.0,,A. Jefferson makes 2-pt jump shot from 11 ft,60,88
290,3,1:55.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by T. Booker),,63,88
291,3,1:29.0,,A. Brooks misses 3-pt jump shot from 26 ft,63,88
292,3,1:28.0,,Offensive rebound by G. Robinson,63,88
293,3,1:16.0,,A. Brooks misses 3-pt jump shot from 26 ft,63,88
294,3,1:15.0,Defensive rebound by L. Scola,,63,88
295,3,1:08.0,J. Harris misses 3-pt jump shot from 23 ft,,63,88
296,3,1:07.0,,Defensive rebound by R. Stuckey,63,88
297,3,0:52.0,,R. Stuckey makes 2-pt jump shot from 17 ft,63,90
298,3,0:39.0,,Offensive charge foul by T. Booker (drawn by A. Jefferson),63,90
299,3,0:39.0,Turnover by T. Booker (offensive foul),,63,90
300,3,0:30.0,,A. Brooks makes 2-pt layup from 2 ft,63,92
301,3,0:11.0,R. Foye makes 2-pt jump shot from 10 ft,,65,92
302,3,0:00.0,,A. Jefferson misses 2-pt jump shot from 20 ft,65,92
303,3,0:00.0,,Offensive rebound by Team,65,92
304,4,11:40.0,,Personal foul by I. Whitehead (drawn by A. Brooks),65,92
305,4,11:25.0,,R. Stuckey makes 3-pt jump shot from 25 ft,65,95
306,4,11:16.0,Turnover by I. Whitehead (offensive foul),,65,95
307,4,11:16.0,Offensive foul by I. Whitehead (drawn by G. Robinson),,65,95
308,4,11:03.0,,Turnover by A. Jefferson (lost ball),65,95
309,4,11:03.0,,Loose ball foul by A. Jefferson (drawn by I. Whitehead),65,95
310,4,10:45.0,B. Lopez makes 2-pt jump shot from 8 ft,,67,95
311,4,10:27.0,,R. Stuckey makes 3-pt jump shot from 26 ft (assist by A. Brooks),67,98
312,4,10:18.0,Turnover by B. Lopez (bad pass; steal by R. Stuckey),,67,98
313,4,10:16.0,,Shooting foul by S. Kilpatrick (drawn by R. Stuckey),67,98
314,4,10:16.0,,R. Stuckey misses free throw 1 of 2,67,98
315,4,10:16.0,,Offensive rebound by Team,67,98
316,4,10:16.0,,R. Stuckey misses free throw 2 of 2,67,98
317,4,10:16.0,Defensive rebound by T. Booker,,67,98
318,4,10:09.0,Shooting foul by A. Brooks (drawn by I. Whitehead),,67,98
319,4,10:09.0,I. Whitehead makes free throw 1 of 2,,68,98
320,4,10:09.0,I. Whitehead makes free throw 2 of 2,,69,98
321,4,9:54.0,,G. Robinson misses 2-pt jump shot from 17 ft,69,98
322,4,9:53.0,Defensive rebound by B. Bogdanović,,69,98
323,4,9:46.0,B. Lopez makes 2-pt jump shot from 3 ft (assist by I. Whitehead),,71,98
324,4,9:46.0,Shooting foul by A. Jefferson (drawn by B. Lopez),,71,98
325,4,9:46.0,A. Bennett enters the game for T. Booker,,71,98
326,4,9:46.0,B. Lopez makes free throw 1 of 1,,72,98
327,4,9:30.0,,A. Brooks misses 2-pt jump shot from 16 ft,72,98
328,4,9:30.0,Defensive rebound by B. Bogdanović,,72,98
329,4,9:18.0,A. Bennett misses 3-pt jump shot from 24 ft,,72,98
330,4,9:18.0,,Defensive rebound by G. Robinson,72,98
331,4,9:05.0,,A. Jefferson makes 2-pt layup from 4 ft,72,100
332,4,8:56.0,I. Whitehead misses 2-pt jump shot from 16 ft,,72,100
333,4,8:55.0,,Defensive rebound by G. Robinson,72,100
334,4,8:42.0,,A. Jefferson makes 2-pt jump shot from 13 ft,72,102
335,4,8:41.0,Brooklyn full timeout,,72,102
336,4,8:41.0,,J. Young enters the game for A. Brooks,72,102
337,4,8:20.0,Shooting foul by L. Allen (drawn by S. Kilpatrick),,72,102
338,4,8:20.0,S. Kilpatrick misses free throw 1 of 2,,72,102
339,4,8:20.0,Offensive rebound by Team,,72,102
340,4,8:20.0,S. Kilpatrick makes free throw 2 of 2,,73,102
341,4,8:02.0,,A. Jefferson misses 2-pt jump shot from 12 ft,73,102
342,4,8:01.0,Defensive rebound by I. Whitehead,,73,102
343,4,7:52.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,76,102
344,4,7:34.0,,J. Young misses 3-pt jump shot from 25 ft,76,102
345,4,7:34.0,Defensive rebound by B. Bogdanović,,76,102
346,4,7:24.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,76,102
347,4,7:22.0,,Defensive rebound by L. Allen,76,102
348,4,7:15.0,,Shooting foul by S. Kilpatrick (drawn by G. Robinson),76,102
349,4,7:15.0,,G. Robinson misses free throw 1 of 2,76,102
350,4,7:15.0,,Offensive rebound by Team,76,102
351,4,7:15.0,,G. Robinson misses free throw 2 of 2,76,102
352,4,7:15.0,Defensive rebound by C. McCullough,,76,102
353,4,7:15.0,C. McCullough enters the game for B. Bogdanović,,76,102
354,4,7:15.0,Y. Ferrell enters the game for B. Lopez,,76,102
355,4,7:15.0,J. Harris enters the game for S. Kilpatrick,,76,102
356,4,7:02.0,J. Harris makes 3-pt jump shot from 25 ft (assist by I. Whitehead),,79,102
357,4,6:43.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by R. Stuckey),79,105
358,4,6:31.0,A. Bennett makes 2-pt dunk from 3 ft (assist by I. Whitehead),,81,105
359,4,6:16.0,,A. Jefferson makes 2-pt jump shot from 10 ft (assist by J. Young),81,107
360,4,5:58.0,A. Bennett misses 3-pt jump shot from 23 ft,,81,107
361,4,5:57.0,,Defensive rebound by R. Stuckey,81,107
362,4,5:48.0,,Personal foul by Y. Ferrell (drawn by L. Allen),81,107
363,4,5:48.0,Official timeout,,81,107
364,4,5:48.0,,G. Niang enters the game for A. Jefferson,81,107
365,4,5:36.0,,G. Niang misses 3-pt jump shot from 25 ft,81,107
366,4,5:36.0,,Offensive rebound by Team,81,107
367,4,5:22.0,,R. Stuckey misses 3-pt jump shot from 25 ft,81,107
368,4,5:21.0,,Offensive rebound by L. Allen,81,107
369,4,5:15.0,,Turnover by R. Stuckey (lost ball; steal by I. Whitehead),81,107
370,4,5:09.0,I. Whitehead misses 2-pt layup from 1 ft,,81,107
371,4,5:08.0,Offensive rebound by C. McCullough,,81,107
372,4,5:08.0,C. McCullough misses 2-pt layup from 2 ft,,81,107
373,4,5:07.0,,Defensive rebound by L. Allen,81,107
374,4,4:58.0,,Personal foul by J. Harris (drawn by G. Robinson),81,107
375,4,4:58.0,,G. Robinson makes free throw 1 of 2,81,108
376,4,4:58.0,,A. Brooks enters the game for R. Stuckey,81,108
377,4,4:58.0,,G. Robinson makes free throw 2 of 2,81,109
