,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,S. Hill misses 2-pt jump shot from 12 ft,,0,0
1,1,11:42.0,,Defensive rebound by Z. Pachulia,0,0
2,1,11:25.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),0,2
3,1,11:13.0,J. Holiday misses 2-pt jump shot from 8 ft,,0,2
4,1,11:12.0,,Defensive rebound by Z. Pachulia,0,2
5,1,11:05.0,,K. Thompson misses 3-pt jump shot from 26 ft,0,2
6,1,11:05.0,,Offensive rebound by S. Livingston,0,2
7,1,10:57.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),0,4
8,1,10:37.0,Shooting foul by K. Durant (drawn by T. Frazier),,0,4
9,1,10:37.0,T. Frazier misses free throw 1 of 2,,0,4
10,1,10:37.0,Offensive rebound by Team,,0,4
11,1,10:37.0,T. Frazier makes free throw 2 of 2,,1,4
12,1,10:24.0,,Personal foul by T. Frazier (drawn by D. Green),1,4
13,1,10:15.0,,D. Green misses 3-pt jump shot from 25 ft,1,4
14,1,10:15.0,,Offensive rebound by K. Durant,1,4
15,1,10:03.0,,D. Green misses 2-pt layup from 3 ft,1,4
16,1,10:02.0,,Offensive rebound by D. Green,1,4
17,1,10:02.0,,D. Green makes 2-pt layup from 1 ft,1,6
18,1,9:53.0,Turnover by T. Frazier (lost ball),,1,6
19,1,9:46.0,,S. Livingston misses 2-pt jump shot from 14 ft,1,6
20,1,9:45.0,Defensive rebound by A. Ajinça,,1,6
21,1,9:33.0,A. Ajinça makes 2-pt dunk at rim (assist by J. Holiday),,3,6
22,1,9:19.0,,K. Thompson misses 3-pt jump shot from 27 ft,3,6
23,1,9:18.0,Defensive rebound by T. Frazier,,3,6
24,1,9:11.0,Shooting foul by S. Livingston (drawn by T. Frazier),,3,6
25,1,9:11.0,T. Frazier misses free throw 1 of 2,,3,6
26,1,9:11.0,Offensive rebound by Team,,3,6
27,1,9:11.0,T. Frazier misses free throw 2 of 2,,3,6
28,1,9:10.0,,Defensive rebound by Z. Pachulia,3,6
29,1,8:56.0,,K. Thompson misses 2-pt jump shot from 13 ft,3,6
30,1,8:55.0,Defensive rebound by J. Holiday,,3,6
31,1,8:43.0,D. Cunningham misses 3-pt jump shot from 25 ft,,3,6
32,1,8:43.0,,Defensive rebound by Z. Pachulia,3,6
33,1,8:37.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Livingston),3,9
34,1,8:29.0,Shooting foul by Z. Pachulia (drawn by S. Hill),,3,9
35,1,8:29.0,S. Hill makes free throw 1 of 2,,4,9
36,1,8:29.0,S. Hill makes free throw 2 of 2,,5,9
37,1,8:06.0,,K. Durant misses 3-pt jump shot from 27 ft,5,9
38,1,8:06.0,Defensive rebound by D. Cunningham,,5,9
39,1,7:54.0,A. Ajinça makes 2-pt jump shot from 20 ft (assist by T. Frazier),,7,9
40,1,7:40.0,,K. Thompson misses 3-pt jump shot from 25 ft,7,9
41,1,7:40.0,Defensive rebound by S. Hill,,7,9
42,1,7:31.0,Turnover by S. Hill (bad pass),,7,9
43,1,7:14.0,,K. Durant misses 2-pt jump shot from 14 ft,7,9
44,1,7:14.0,,Offensive rebound by Z. Pachulia,7,9
45,1,7:10.0,,Shooting foul by A. Ajinça (drawn by K. Durant),7,9
46,1,7:10.0,,K. Durant makes free throw 1 of 2,7,10
47,1,7:10.0,,K. Durant makes free throw 2 of 2,7,11
48,1,7:00.0,J. Holiday misses 3-pt jump shot from 26 ft,,7,11
