,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
0,1,11:40.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,0,0
1,1,11:40.0,,Defensive rebound by L. Allen,0,0
2,1,11:30.0,,Turnover by P. George (bad pass),0,0
3,1,11:06.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,0,0
4,1,11:06.0,,Defensive rebound by P. George,0,0
5,1,10:50.0,,M. Turner misses 3-pt jump shot from 25 ft,0,0
6,1,10:50.0,Defensive rebound by M. Beasley,,0,0
7,1,10:24.0,M. Beasley misses 2-pt jump shot from 13 ft,,0,0
8,1,10:23.0,,Defensive rebound by J. Teague,0,0
9,1,10:16.0,,Shooting foul by G. Antetokounmpo (drawn by M. Turner),0,0
10,1,10:16.0,,M. Turner makes free throw 1 of 2,0,1
11,1,10:16.0,,M. Turner makes free throw 2 of 2,0,2
12,1,9:58.0,T. Maker misses 2-pt jump shot from 20 ft,,0,2
13,1,9:58.0,,Defensive rebound by P. George,0,2
14,1,9:54.0,,M. Turner makes 2-pt dunk from 4 ft (assist by P. George),0,4
15,1,9:54.0,,Shooting foul by T. Maker (drawn by M. Turner),0,4
16,1,9:54.0,,M. Turner makes free throw 1 of 1,0,5
17,1,9:36.0,M. Beasley misses 2-pt layup from 4 ft,,0,5
18,1,9:36.0,Offensive rebound by M. Beasley,,0,5
19,1,9:35.0,M. Beasley makes 2-pt layup from 3 ft,,2,5
20,1,9:11.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by M. Turner),2,8
21,1,8:59.0,Shooting foul by C. Miles (drawn by T. Snell),,2,8
22,1,8:59.0,T. Snell misses free throw 1 of 2,,2,8
23,1,8:59.0,Offensive rebound by Team,,2,8
24,1,8:59.0,T. Snell makes free throw 2 of 2,,3,8
25,1,8:37.0,,C. Miles misses 2-pt jump shot from 20 ft,3,8
26,1,8:35.0,,Offensive rebound by Team,3,8
27,1,8:23.0,,C. Miles misses 2-pt jump shot from 18 ft,3,8
28,1,8:23.0,Defensive rebound by T. Snell,,3,8
29,1,8:09.0,Turnover by M. Beasley (lost ball; steal by J. Teague),,3,8
30,1,7:59.0,,C. Miles misses 2-pt layup from 4 ft,3,8
31,1,7:58.0,Defensive rebound by M. Beasley,,3,8
32,1,7:50.0,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,6,8
33,1,7:28.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Turner),6,11
34,1,7:18.0,Personal foul by P. George (drawn by G. Antetokounmpo),,6,11
35,1,7:13.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by T. Maker),,8,11
36,1,7:00.0,,Offensive foul by P. George (drawn by M. Dellavedova),8,11
37,1,7:00.0,,Turnover by P. George (offensive foul),8,11
38,1,7:00.0,M. Brogdon enters the game for M. Dellavedova,,8,11
39,1,7:00.0,G. Monroe enters the game for T. Maker,,8,11
40,1,7:00.0,,G. Robinson enters the game for P. George,8,11
41,1,6:52.0,M. Beasley misses 2-pt layup from 4 ft,,8,11
42,1,6:51.0,Offensive rebound by G. Monroe,,8,11
43,1,6:46.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Monroe),,11,11
44,1,6:35.0,,C. Miles misses 3-pt jump shot from 24 ft,11,11
45,1,6:35.0,Defensive rebound by G. Monroe,,11,11
46,1,6:18.0,G. Monroe misses 2-pt hook shot from 5 ft,,11,11
47,1,6:17.0,,Defensive rebound by G. Robinson,11,11
48,1,6:01.0,,M. Turner misses 2-pt jump shot from 3 ft,11,11
49,1,6:00.0,,Offensive rebound by L. Allen,11,11
50,1,6:00.0,,Shooting foul by M. Beasley (drawn by L. Allen),11,11
51,1,6:00.0,,L. Allen misses free throw 1 of 2,11,11
52,1,6:00.0,,Offensive rebound by Team,11,11
53,1,6:00.0,,L. Allen misses free throw 2 of 2,11,11
54,1,6:00.0,Defensive rebound by T. Snell,,11,11
55,1,6:00.0,M. Teletović enters the game for M. Beasley,,11,11
56,1,5:43.0,M. Brogdon misses 3-pt jump shot from 25 ft,,11,11
57,1,5:43.0,Offensive rebound by Team,,11,11
58,1,5:43.0,,Loose ball foul by M. Turner (drawn by G. Monroe),11,11
59,1,5:43.0,,Indiana full timeout,11,11
60,1,5:43.0,R. Vaughn enters the game for T. Snell,,11,11
61,1,5:43.0,,K. Séraphin enters the game for L. Allen,11,11
