,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
0,1,11:43.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by J. Meeks),,3,0
1,1,11:26.0,,C. Anthony makes 2-pt jump shot from 19 ft (assist by L. Thomas),3,2
2,1,10:59.0,A. Gordon misses 3-pt jump shot from 26 ft,,3,2
3,1,10:58.0,,Defensive rebound by J. Noah,3,2
4,1,10:44.0,,C. Lee makes 2-pt jump shot from 15 ft (assist by D. Rose),3,4
5,1,10:31.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by A. Gordon),,6,4
6,1,10:17.0,,D. Rose makes 2-pt layup from 1 ft,6,6
7,1,9:53.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by D. Augustin),,9,6
8,1,9:34.0,,J. Noah misses 2-pt layup from 3 ft,9,6
9,1,9:33.0,,Offensive rebound by L. Thomas,9,6
10,1,9:33.0,,L. Thomas makes 2-pt layup from 1 ft,9,8
11,1,9:21.0,B. Biyombo misses 2-pt dunk at rim,,9,8
12,1,9:20.0,,Defensive rebound by J. Noah,9,8
13,1,9:10.0,,L. Thomas makes 2-pt jump shot from 3 ft,9,10
14,1,8:52.0,S. Ibaka misses 3-pt jump shot from 25 ft,,9,10
15,1,8:51.0,Offensive rebound by A. Gordon,,9,10
16,1,8:47.0,A. Gordon makes 2-pt layup from 1 ft,,11,10
17,1,8:38.0,,Personal foul by A. Gordon (drawn by C. Anthony),11,10
18,1,8:32.0,,C. Lee misses 2-pt jump shot from 15 ft (block by J. Meeks),11,10
19,1,8:31.0,Defensive rebound by B. Biyombo,,11,10
20,1,8:28.0,Personal foul by L. Thomas (drawn by S. Ibaka),,11,10
21,1,8:21.0,J. Meeks makes 2-pt layup from 1 ft (assist by B. Biyombo),,13,10
22,1,8:13.0,,C. Anthony misses 3-pt jump shot from 25 ft,13,10
23,1,8:13.0,,Offensive rebound by J. Noah,13,10
24,1,8:10.0,,L. Thomas misses 2-pt layup from 2 ft,13,10
25,1,8:08.0,,Offensive rebound by J. Noah,13,10
26,1,8:08.0,,J. Noah makes 2-pt layup at rim,13,12
27,1,7:48.0,A. Gordon misses 2-pt jump shot from 22 ft,,13,12
28,1,7:47.0,,Defensive rebound by L. Thomas,13,12
29,1,7:36.0,,L. Thomas misses 2-pt jump shot from 4 ft (block by B. Biyombo),13,12
30,1,7:35.0,,Offensive rebound by L. Thomas,13,12
31,1,7:29.0,,D. Rose makes 2-pt layup from 2 ft,13,14
32,1,7:09.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,16,14
33,1,7:03.0,,New York full timeout,16,14
34,1,6:57.0,,C. Anthony misses 2-pt jump shot from 19 ft,16,14
35,1,6:56.0,Defensive rebound by J. Meeks,,16,14
36,1,6:39.0,Shooting foul by L. Thomas (drawn by A. Gordon),,16,14
37,1,6:39.0,A. Gordon misses free throw 1 of 2,,16,14
38,1,6:39.0,Offensive rebound by Team,,16,14
39,1,6:39.0,A. Gordon makes free throw 2 of 2,,17,14
40,1,6:25.0,,C. Lee makes 2-pt jump shot from 4 ft (assist by C. Anthony),17,16
41,1,6:06.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by D. Augustin),,19,16
42,1,5:48.0,,Shooting foul by B. Biyombo (drawn by C. Anthony),19,16
43,1,5:48.0,,C. Anthony makes free throw 1 of 2,19,17
44,1,5:48.0,,C. Anthony misses free throw 2 of 2,19,17
45,1,5:48.0,,W. Hernangómez enters the game for L. Thomas,19,17
46,1,5:48.0,E. Payton enters the game for B. Biyombo,,19,17
47,1,5:48.0,N. Vučević enters the game for D. Augustin,,19,17
48,1,5:47.0,Defensive rebound by N. Vučević,,19,17
49,1,5:35.0,S. Ibaka misses 2-pt jump shot from 17 ft (block by C. Anthony),,19,17
50,1,5:34.0,,Defensive rebound by J. Noah,19,17
51,1,5:25.0,,W. Hernangómez makes 2-pt dunk at rim (assist by J. Noah),19,19
52,1,5:02.0,A. Gordon makes 2-pt hook shot from 2 ft,,21,19
53,1,4:51.0,,Shooting foul by J. Meeks (drawn by W. Hernangómez),21,19
54,1,4:51.0,,W. Hernangómez misses free throw 1 of 2,21,19
55,1,4:51.0,,Offensive rebound by Team,21,19
56,1,4:51.0,,W. Hernangómez misses free throw 2 of 2,21,19
57,1,4:51.0,,K. O'Quinn enters the game for J. Noah,21,19
58,1,4:50.0,Defensive rebound by N. Vučević,,21,19
59,1,4:42.0,J. Meeks makes 3-pt jump shot from 26 ft,,24,19
60,1,4:27.0,,D. Rose makes 2-pt layup from 1 ft,24,21
61,1,4:13.0,S. Ibaka misses 2-pt jump shot from 11 ft,,24,21
62,1,4:12.0,Offensive rebound by A. Gordon,,24,21
63,1,4:01.0,E. Payton makes 2-pt jump shot from 4 ft (assist by N. Vučević),,26,21
64,1,3:36.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Anthony),26,23
65,1,3:22.0,E. Payton makes 2-pt jump shot from 4 ft (assist by N. Vučević),,28,23
66,1,3:02.0,,C. Anthony makes 2-pt jump shot from 13 ft,28,25
67,1,2:52.0,Orlando full timeout,,28,25
68,1,2:52.0,,J. Holiday enters the game for C. Lee,28,25
69,1,2:52.0,,B. Jennings enters the game for D. Rose,28,25
70,1,2:52.0,J. Green enters the game for A. Gordon,,28,25
71,1,2:39.0,Shooting foul by J. Holiday (drawn by J. Meeks),,28,25
72,1,2:39.0,J. Meeks makes free throw 1 of 3,,29,25
73,1,2:39.0,J. Meeks makes free throw 2 of 3,,30,25
74,1,2:39.0,J. Meeks makes free throw 3 of 3,,31,25
75,1,2:23.0,,C. Anthony makes 2-pt layup from 1 ft (assist by K. O'Quinn),31,27
76,1,2:07.0,S. Ibaka misses 2-pt jump shot from 13 ft,,31,27
77,1,2:06.0,,Defensive rebound by K. O'Quinn,31,27
78,1,1:55.0,,C. Anthony misses 2-pt jump shot from 17 ft,31,27
79,1,1:55.0,,Offensive rebound by W. Hernangómez,31,27
80,1,1:47.0,,Turnover by W. Hernangómez (lost ball; steal by N. Vučević),31,27
81,1,1:40.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by E. Payton),,33,27
82,1,1:23.0,,K. O'Quinn misses 2-pt jump shot from 11 ft,33,27
83,1,1:22.0,Defensive rebound by N. Vučević,,33,27
84,1,1:17.0,J. Meeks misses 3-pt jump shot from 25 ft,,33,27
85,1,1:16.0,,Defensive rebound by K. O'Quinn,33,27
86,1,1:12.0,,B. Jennings misses 2-pt layup from 1 ft (block by E. Payton),33,27
87,1,1:11.0,,Offensive rebound by Team,33,27
88,1,1:11.0,C. Watson enters the game for J. Meeks,,33,27
89,1,1:07.0,,Turnover by C. Anthony (bad pass; steal by J. Green),33,27
90,1,1:00.0,J. Green misses 2-pt layup from 1 ft,,33,27
91,1,0:59.0,Offensive rebound by S. Ibaka,,33,27
92,1,0:59.0,S. Ibaka misses 2-pt dunk at rim,,33,27
93,1,0:58.0,,Defensive rebound by J. Holiday,33,27
94,1,0:54.0,,B. Jennings makes 3-pt jump shot from 24 ft,33,30
95,1,0:43.0,E. Payton misses 2-pt jump shot from 17 ft,,33,30
96,1,0:43.0,,Defensive rebound by K. O'Quinn,33,30
97,1,0:33.0,,C. Anthony misses 3-pt jump shot from 25 ft,33,30
98,1,0:32.0,Defensive rebound by E. Payton,,33,30
99,1,0:21.0,Personal foul by C. Anthony (drawn by N. Vučević),,33,30
100,1,0:21.0,,M. Kuzminskas enters the game for C. Anthony,33,30
101,1,0:14.0,S. Ibaka misses 2-pt jump shot from 4 ft (block by K. O'Quinn),,33,30
102,1,0:13.0,,Defensive rebound by J. Holiday,33,30
103,1,0:00.0,,B. Jennings makes 2-pt jump shot from 15 ft,33,32
104,2,11:42.0,,K. O'Quinn misses 2-pt jump shot from 19 ft,33,32
105,2,11:41.0,Defensive rebound by E. Payton,,33,32
106,2,11:37.0,C. Watson makes 2-pt layup from 1 ft (assist by E. Payton),,35,32
107,2,11:37.0,Shooting foul by K. O'Quinn (drawn by C. Watson),,35,32
108,2,11:37.0,C. Watson makes free throw 1 of 1,,36,32
109,2,11:15.0,,W. Hernangómez misses 2-pt layup from 2 ft,36,32
110,2,11:14.0,,Offensive rebound by Team,36,32
111,2,11:14.0,,Turnover by Team (shot clock),36,32
112,2,10:59.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by E. Payton),,38,32
113,2,10:42.0,,Turnover by W. Hernangómez (lost ball; steal by B. Biyombo),38,32
114,2,10:33.0,J. Green makes 2-pt jump shot from 23 ft (assist by C. Watson),,40,32
115,2,10:15.0,,Shooting foul by N. Vučević (drawn by B. Jennings),40,32
116,2,10:15.0,,B. Jennings makes free throw 1 of 2,40,33
117,2,10:15.0,,J. Noah enters the game for W. Hernangómez,40,33
