,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
73,1,4:28.0,Def 3 sec tech foul by D. Booker,,12,22
74,1,4:28.0,D. Gallinari makes technical free throw,,13,22
75,1,4:28.0,,P. Tucker enters the game for T. Warren,13,22
76,1,4:13.0,J. Nelson misses 3-pt jump shot from 25 ft,,13,22
77,1,4:13.0,,Defensive rebound by T. Chandler,13,22
78,1,4:02.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),13,25
79,1,4:02.0,Denver full timeout,,13,25
80,1,3:54.0,Offensive foul by D. Arthur (drawn by D. Booker),,13,25
81,1,3:54.0,Turnover by D. Arthur (offensive foul),,13,25
82,1,3:44.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),13,27
83,1,3:27.0,Personal foul by M. Chriss (drawn by D. Arthur),,13,27
84,1,3:27.0,,B. Knight enters the game for D. Booker,13,27
85,1,3:27.0,J. Murray enters the game for J. Nelson,,13,27
86,1,3:22.0,W. Barton misses 3-pt jump shot from 25 ft,,13,27
87,1,3:21.0,,Defensive rebound by M. Chriss,13,27
88,1,3:11.0,,B. Knight makes 2-pt jump shot from 10 ft,13,29
89,1,3:03.0,Turnover by D. Arthur (bad pass),,13,29
90,1,2:52.0,,B. Knight misses 3-pt jump shot from 26 ft,13,29
91,1,2:51.0,Defensive rebound by W. Barton,,13,29
92,1,2:39.0,D. Gallinari makes 3-pt jump shot from 25 ft,,16,29
93,1,2:22.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,16,29
94,1,2:21.0,Defensive rebound by D. Arthur,,16,29
95,1,2:16.0,Shooting foul by M. Chriss (drawn by W. Barton),,16,29
96,1,2:16.0,W. Barton makes free throw 1 of 2,,17,29
97,1,2:16.0,W. Barton misses free throw 2 of 2,,17,29
98,1,2:16.0,,J. Dudley enters the game for M. Chriss,17,29
99,1,2:14.0,,Defensive rebound by P. Tucker,17,29
100,1,1:55.0,,J. Dudley misses 3-pt jump shot from 25 ft,17,29
101,1,1:54.0,,Offensive rebound by P. Tucker,17,29
102,1,1:50.0,,P. Tucker misses 2-pt jump shot from 5 ft,17,29
103,1,1:50.0,,Offensive rebound by T. Chandler,17,29
104,1,1:50.0,,P. Tucker makes 2-pt layup from 5 ft,17,31
105,1,1:23.0,D. Gallinari makes 2-pt jump shot from 20 ft (assist by W. Barton),,19,31
106,1,1:11.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,19,31
107,1,1:09.0,Defensive rebound by D. Gallinari,,19,31
108,1,1:01.0,D. Gallinari makes 2-pt jump shot from 10 ft,,21,31
109,1,0:43.0,,B. Knight misses 2-pt layup from 2 ft,21,31
110,1,0:42.0,Defensive rebound by D. Gallinari,,21,31
111,1,0:36.0,W. Chandler misses 3-pt jump shot from 22 ft,,21,31
112,1,0:35.0,,Defensive rebound by P. Tucker,21,31
113,1,0:23.0,,E. Bledsoe makes 2-pt layup from 3 ft,21,33
114,1,0:01.0,J. Murray misses 2-pt layup from 2 ft,,21,33
115,1,0:00.0,,Defensive rebound by J. Dudley,21,33
116,2,11:46.0,,A. Len misses 2-pt jump shot from 11 ft,21,33
117,2,11:46.0,Defensive rebound by G. Harris,,21,33
118,2,11:39.0,Personal foul by B. Knight,,21,33
119,2,11:34.0,J. Murray misses 3-pt jump shot from 26 ft,,21,33
120,2,11:33.0,,Defensive rebound by P. Tucker,21,33
121,2,11:22.0,,P. Tucker misses 2-pt layup from 2 ft,21,33
122,2,11:18.0,Defensive rebound by W. Barton,,21,33
123,2,11:15.0,K. Faried misses 2-pt layup from 2 ft,,21,33
124,2,11:14.0,,Defensive rebound by A. Len,21,33
125,2,11:09.0,,P. Tucker misses 3-pt jump shot from 24 ft,21,33
126,2,11:07.0,Defensive rebound by J. Murray,,21,33
127,2,10:56.0,J. Murray makes 2-pt layup from 2 ft,,23,33
128,2,10:52.0,,Shooting foul by W. Barton (drawn by D. Booker),23,33
129,2,10:52.0,,D. Booker makes free throw 1 of 2,23,34
130,2,10:52.0,,D. Booker makes free throw 2 of 2,23,35
131,2,10:32.0,Turnover by W. Barton (bad pass; steal by D. Booker),,23,35
132,2,10:26.0,,P. Tucker makes 2-pt layup from 1 ft (assist by B. Knight),23,37
133,2,10:13.0,W. Barton misses 3-pt jump shot from 25 ft,,23,37
134,2,10:13.0,Offensive rebound by Team,,23,37
135,2,10:09.0,W. Chandler misses 2-pt jump shot from 18 ft,,23,37
136,2,10:09.0,Offensive rebound by G. Harris,,23,37
137,2,10:04.0,G. Harris makes 2-pt layup from 2 ft,,25,37
138,2,9:52.0,,D. Booker misses 2-pt jump shot from 10 ft,25,37
139,2,9:50.0,Defensive rebound by K. Faried,,25,37
140,2,9:48.0,Personal take foul by D. Booker (drawn by W. Barton),,25,37
141,2,9:34.0,W. Chandler misses 2-pt jump shot from 14 ft,,25,37
142,2,9:32.0,,Defensive rebound by P. Tucker,25,37
143,2,9:21.0,,Turnover by D. Booker (bad pass; steal by G. Harris),25,37
144,2,9:17.0,W. Barton makes 2-pt jump shot from 3 ft,,27,37
145,2,9:17.0,,Phoenix full timeout,27,37
146,2,9:17.0,,E. Bledsoe enters the game for D. Booker,27,37
147,2,9:04.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,27,37
148,2,9:01.0,Defensive rebound by G. Harris,,27,37
149,2,8:53.0,J. Murray makes 2-pt dunk at rim (assist by W. Barton),,29,37
150,2,8:38.0,,B. Knight misses 2-pt jump shot from 20 ft,29,37
151,2,8:38.0,Defensive rebound by K. Faried,,29,37
152,2,8:30.0,G. Harris misses 2-pt layup from 1 ft (block by A. Len),,29,37
153,2,8:30.0,,Defensive rebound by Team,29,37
154,2,8:14.0,,Shooting foul by K. Faried (drawn by E. Bledsoe),29,37
155,2,8:14.0,,E. Bledsoe makes free throw 1 of 2,29,38
156,2,8:14.0,,T. Warren enters the game for J. Dudley,29,38
157,2,8:14.0,,E. Bledsoe makes free throw 2 of 2,29,39
158,2,8:01.0,K. Faried makes 2-pt dunk at rim (assist by J. Murray),,31,39
159,2,8:01.0,Shooting foul by A. Len (drawn by K. Faried),,31,39
160,2,8:01.0,K. Faried misses free throw 1 of 1,,31,39
161,2,8:00.0,,Defensive rebound by A. Len,31,39
162,2,7:49.0,,Personal foul by K. Faried (drawn by A. Len),31,39
163,2,7:49.0,D. Gallinari enters the game for G. Harris,,31,39
164,2,7:45.0,,Turnover by E. Bledsoe (bad pass; steal by K. Faried),31,39
165,2,7:41.0,Personal foul by T. Warren,,31,39
166,2,7:33.0,K. Faried makes 2-pt jump shot from 10 ft,,33,39
167,2,7:22.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),33,41
168,2,7:04.0,W. Barton makes 2-pt layup from 2 ft,,35,41
169,2,7:04.0,Shooting foul by E. Bledsoe (drawn by W. Barton),,35,41
170,2,7:04.0,W. Barton makes free throw 1 of 1,,36,41
171,2,6:50.0,,E. Bledsoe makes 2-pt jump shot from 8 ft (assist by B. Knight),36,43
172,2,6:50.0,,Shooting foul by W. Barton (drawn by E. Bledsoe),36,43
173,2,6:50.0,,E. Bledsoe makes free throw 1 of 1,36,44
174,2,6:33.0,J. Murray makes 2-pt layup from 2 ft,,38,44
175,2,6:33.0,Shooting foul by A. Len (drawn by J. Murray),,38,44
176,2,6:33.0,,T. Chandler enters the game for A. Len,38,44
177,2,6:33.0,D. Arthur enters the game for W. Chandler,,38,44
178,2,6:33.0,J. Murray makes free throw 1 of 1,,39,44
179,2,6:10.0,,B. Knight misses 2-pt jump shot from 4 ft,39,44
180,2,6:10.0,Defensive rebound by K. Faried,,39,44
181,2,6:05.0,D. Gallinari makes 2-pt dunk at rim (assist by W. Barton),,41,44
182,2,6:05.0,,Phoenix full timeout,41,44
183,2,6:05.0,,D. Booker enters the game for B. Knight,41,44
184,2,5:55.0,,Offensive foul by T. Chandler (drawn by J. Murray),41,44
185,2,5:55.0,,Turnover by T. Chandler (offensive foul),41,44
186,2,5:55.0,Official timeout,,41,44
187,2,5:41.0,W. Barton misses 2-pt jump shot from 10 ft,,41,44
188,2,5:40.0,,Defensive rebound by T. Chandler,41,44
189,2,5:19.0,,Turnover by D. Booker (bad pass; steal by W. Barton),41,44
190,2,5:00.0,Shooting foul by T. Chandler (drawn by D. Gallinari),,41,44
191,2,5:00.0,D. Gallinari makes 2-pt layup from 2 ft,,43,44
192,2,5:00.0,D. Gallinari makes free throw 1 of 1,,44,44
193,2,4:39.0,,D. Booker misses 2-pt jump shot from 19 ft,44,44
194,2,4:37.0,,Offensive rebound by T. Chandler,44,44
195,2,4:37.0,,T. Chandler makes 2-pt dunk at rim,44,46
196,2,4:26.0,,Violation by E. Bledsoe (kicked ball),44,46
197,2,4:20.0,J. Murray misses 2-pt jump shot from 19 ft,,44,46
198,2,4:19.0,,Defensive rebound by T. Warren,44,46
199,2,4:07.0,,T. Warren misses 3-pt jump shot from 22 ft,44,46
200,2,4:07.0,,Offensive rebound by Team,44,46
201,2,4:06.0,J. Nelson enters the game for J. Murray,,44,46
202,2,4:01.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by P. Tucker),44,48
203,2,3:47.0,D. Arthur makes 3-pt jump shot from 26 ft (assist by J. Nelson),,47,48
204,2,3:31.0,,Shooting foul by W. Barton (drawn by D. Booker),47,48
205,2,3:31.0,,D. Booker makes free throw 1 of 2,47,49
206,2,3:31.0,G. Harris enters the game for W. Barton,,47,49
207,2,3:31.0,,D. Booker makes free throw 2 of 2,47,50
208,2,3:12.0,Shooting foul by D. Booker (drawn by G. Harris),,47,50
209,2,3:12.0,G. Harris misses free throw 1 of 2,,47,50
210,2,3:12.0,Offensive rebound by Team,,47,50
211,2,3:12.0,G. Harris makes free throw 2 of 2,,48,50
212,2,2:57.0,,D. Booker makes 2-pt layup from 2 ft,48,52
213,2,2:57.0,,Shooting foul by J. Nelson (drawn by D. Booker),48,52
214,2,2:57.0,Denver full timeout,,48,52
215,2,2:57.0,,D. Booker makes free throw 1 of 1,48,53
216,2,2:37.0,J. Nelson makes 2-pt jump shot from 20 ft (assist by D. Gallinari),,50,53
217,2,2:20.0,,D. Booker makes 2-pt layup from 3 ft,50,55
218,2,2:02.0,G. Harris misses 3-pt jump shot from 25 ft,,50,55
219,2,2:02.0,,Defensive rebound by E. Bledsoe,50,55
220,2,1:56.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,50,55
221,2,1:56.0,Defensive rebound by Team,,50,55
222,2,1:56.0,W. Chandler enters the game for D. Arthur,,50,55
223,2,1:45.0,J. Nelson misses 3-pt jump shot from 25 ft,,50,55
224,2,1:44.0,,Defensive rebound by P. Tucker,50,55
225,2,1:37.0,,T. Warren misses 2-pt jump shot from 17 ft,50,55
226,2,1:37.0,Defensive rebound by J. Nelson,,50,55
227,2,1:24.0,Def 3 sec tech foul by T. Chandler,,50,55
228,2,1:24.0,D. Gallinari makes technical free throw,,51,55
229,2,1:16.0,K. Faried makes 2-pt jump shot from 7 ft,,53,55
230,2,1:00.0,,D. Booker makes 2-pt layup from 1 ft,53,57
231,2,0:49.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),,56,57
232,2,0:31.0,,E. Bledsoe misses 2-pt layup from 2 ft,56,57
233,2,0:31.0,,Offensive rebound by T. Chandler,56,57
234,2,0:31.0,,T. Chandler makes 2-pt dunk at rim,56,59
235,2,0:12.0,G. Harris makes 2-pt layup from 1 ft,,58,59
236,2,0:12.0,Shooting foul by T. Warren (drawn by G. Harris),,58,59
237,2,0:12.0,G. Harris makes free throw 1 of 1,,59,59
238,2,0:08.0,,Shooting foul by G. Harris (drawn by E. Bledsoe),59,59
239,2,0:08.0,,E. Bledsoe makes free throw 1 of 2,59,60
240,2,0:08.0,,E. Bledsoe makes free throw 2 of 2,59,61
241,2,0:00.0,Turnover by J. Nelson (lost ball; steal by E. Bledsoe),,59,61
242,3,11:43.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),59,64
243,3,11:19.0,G. Harris misses 3-pt jump shot from 25 ft,,59,64
244,3,11:19.0,Offensive rebound by Team,,59,64
245,3,11:19.0,,Loose ball foul by D. Booker (drawn by K. Faried),59,64
246,3,11:14.0,Shooting foul by M. Chriss (drawn by J. Nelson),,59,64
247,3,11:14.0,J. Nelson misses free throw 1 of 2,,59,64
248,3,11:14.0,Offensive rebound by Team,,59,64
249,3,11:14.0,J. Nelson makes free throw 2 of 2,,60,64
250,3,10:57.0,,D. Booker misses 3-pt jump shot from 23 ft,60,64
251,3,10:57.0,Defensive rebound by J. Nurkić,,60,64
252,3,10:51.0,Offensive foul by J. Nurkić (drawn by M. Chriss),,60,64
253,3,10:51.0,Turnover by J. Nurkić (offensive foul),,60,64
254,3,10:33.0,,D. Booker misses 2-pt jump shot from 18 ft,60,64
255,3,10:31.0,Defensive rebound by D. Gallinari,,60,64
256,3,10:28.0,Personal foul by D. Booker (drawn by J. Nelson),,60,64
257,3,10:28.0,,B. Knight enters the game for D. Booker,60,64
258,3,10:18.0,K. Faried misses 2-pt layup from 2 ft,,60,64
259,3,10:17.0,Offensive rebound by K. Faried,,60,64
260,3,10:17.0,K. Faried makes 2-pt layup from 2 ft,,62,64
261,3,9:51.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,62,64
262,3,9:50.0,Defensive rebound by J. Nurkić,,62,64
263,3,9:47.0,Shooting foul by T. Chandler (drawn by K. Faried),,62,64
264,3,9:47.0,K. Faried makes free throw 1 of 2,,63,64
265,3,9:47.0,K. Faried makes free throw 2 of 2,,64,64
266,3,9:24.0,,T. Chandler misses 2-pt layup from 2 ft,64,64
267,3,9:24.0,,Offensive rebound by T. Warren,64,64
268,3,9:23.0,,T. Warren misses 2-pt layup from 2 ft,64,64
269,3,9:23.0,,Offensive rebound by Team,64,64
270,3,9:23.0,,Turnover by Team (shot clock),64,64
271,3,9:09.0,D. Gallinari misses 2-pt jump shot from 22 ft,,64,64
272,3,9:08.0,,Defensive rebound by T. Chandler,64,64
273,3,9:08.0,,Personal foul by J. Nurkić (drawn by T. Chandler),64,64
274,3,8:55.0,,Shooting foul by K. Faried (drawn by M. Chriss),64,64
275,3,8:55.0,,M. Chriss misses free throw 1 of 2,64,64
276,3,8:55.0,,Offensive rebound by Team,64,64
277,3,8:55.0,,M. Chriss misses free throw 2 of 2,64,64
278,3,8:55.0,Defensive rebound by K. Faried,,64,64
279,3,8:44.0,J. Nelson makes 3-pt jump shot from 25 ft,,67,64
280,3,8:25.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,67,66
281,3,8:19.0,Personal foul by E. Bledsoe (drawn by J. Nelson),,67,66
282,3,8:19.0,J. Nelson makes free throw 1 of 2,,68,66
283,3,8:19.0,J. Nelson makes free throw 2 of 2,,69,66
284,3,8:11.0,Offensive charge foul by T. Warren (drawn by D. Gallinari),,69,66
285,3,8:11.0,,Turnover by T. Warren (offensive foul),69,66
286,3,7:55.0,Shooting foul by T. Warren (drawn by J. Nelson),,69,66
287,3,7:55.0,J. Nelson makes free throw 1 of 2,,70,66
288,3,7:55.0,,P. Tucker enters the game for T. Warren,70,66
289,3,7:55.0,J. Nelson makes free throw 2 of 2,,71,66
290,3,7:36.0,,B. Knight misses 3-pt jump shot from 25 ft,71,66
291,3,7:35.0,Defensive rebound by G. Harris,,71,66
292,3,7:26.0,J. Nurkić misses 2-pt layup from 2 ft,,71,66
293,3,7:25.0,,Defensive rebound by M. Chriss,71,66
294,3,7:20.0,,E. Bledsoe misses 2-pt layup from 1 ft,71,66
295,3,7:18.0,Defensive rebound by J. Nelson,,71,66
296,3,7:09.0,D. Gallinari makes 2-pt jump shot from 16 ft,,73,66
297,3,7:09.0,,Phoenix full timeout,73,66
298,3,6:56.0,,M. Chriss misses 3-pt jump shot from 25 ft,73,66
299,3,6:56.0,Defensive rebound by D. Gallinari,,73,66
300,3,6:46.0,Personal foul by P. Tucker (drawn by D. Gallinari),,73,66
301,3,6:46.0,D. Gallinari makes free throw 1 of 2,,74,66
302,3,6:46.0,D. Gallinari makes free throw 2 of 2,,75,66
303,3,6:25.0,,B. Knight misses 3-pt jump shot from 25 ft,75,66
304,3,6:25.0,Defensive rebound by J. Nelson,,75,66
305,3,6:13.0,Personal foul by B. Knight (drawn by J. Nelson),,75,66
306,3,6:13.0,J. Nelson makes free throw 1 of 2,,76,66
307,3,6:13.0,J. Nelson makes free throw 2 of 2,,77,66
308,3,6:00.0,,M. Chriss makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),77,68
309,3,5:44.0,K. Faried makes 2-pt layup from 2 ft (assist by G. Harris),,79,68
310,3,5:32.0,,E. Bledsoe makes 2-pt jump shot from 21 ft,79,70
311,3,5:20.0,G. Harris misses 3-pt jump shot from 26 ft,,79,70
312,3,5:19.0,,Defensive rebound by B. Knight,79,70
313,3,5:12.0,,Personal foul by J. Nurkić (drawn by E. Bledsoe),79,70
314,3,4:58.0,,P. Tucker misses 3-pt jump shot from 24 ft,79,70
315,3,4:57.0,Defensive rebound by K. Faried,,79,70
316,3,4:47.0,J. Nurkić makes 2-pt layup from 3 ft (assist by K. Faried),,81,70
317,3,4:47.0,Shooting foul by M. Chriss (drawn by J. Nurkić),,81,70
318,3,4:47.0,,J. Dudley enters the game for M. Chriss,81,70
319,3,4:47.0,J. Nurkić makes free throw 1 of 1,,82,70
320,3,4:35.0,,E. Bledsoe misses 2-pt jump shot from 10 ft,82,70
321,3,4:33.0,Defensive rebound by K. Faried,,82,70
322,3,4:26.0,Shooting foul by J. Dudley (drawn by K. Faried),,82,70
323,3,4:26.0,K. Faried makes free throw 1 of 2,,83,70
324,3,4:26.0,K. Faried makes free throw 2 of 2,,84,70
325,3,4:08.0,,B. Knight misses 2-pt jump shot from 18 ft,84,70
326,3,4:07.0,Defensive rebound by G. Harris,,84,70
327,3,3:59.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Nelson),,87,70
328,3,3:59.0,,Phoenix full timeout,87,70
329,3,3:59.0,,D. Booker enters the game for B. Knight,87,70
330,3,3:59.0,,L. Barbosa enters the game for J. Dudley,87,70
331,3,3:51.0,,Shooting foul by G. Harris (drawn by T. Chandler),87,70
332,3,3:51.0,,T. Chandler makes free throw 1 of 2,87,71
333,3,3:51.0,,T. Chandler makes free throw 2 of 2,87,72
334,3,3:37.0,Turnover by J. Nurkić (lost ball; steal by T. Chandler),,87,72
335,3,3:33.0,,L. Barbosa makes 2-pt layup from 1 ft,87,74
336,3,3:33.0,Denver full timeout,,87,74
337,3,3:33.0,W. Chandler enters the game for J. Nurkić,,87,74
338,3,3:33.0,W. Barton enters the game for G. Harris,,87,74
339,3,3:15.0,K. Faried makes 2-pt jump shot from 13 ft,,89,74
340,3,2:58.0,,Turnover by L. Barbosa (bad pass; steal by K. Faried),89,74
341,3,2:43.0,J. Nelson misses 2-pt jump shot from 22 ft,,89,74
342,3,2:42.0,Offensive rebound by W. Chandler,,89,74
343,3,2:28.0,D. Gallinari misses 3-pt jump shot from 26 ft,,89,74
344,3,2:26.0,,Defensive rebound by D. Booker,89,74
345,3,2:18.0,,Turnover by E. Bledsoe (lost ball; steal by W. Chandler),89,74
346,3,2:12.0,D. Gallinari misses 2-pt dunk at rim,,89,74
347,3,2:11.0,Offensive rebound by W. Barton,,89,74
348,3,2:00.0,Shooting foul by P. Tucker (drawn by D. Gallinari),,89,74
349,3,2:00.0,D. Gallinari makes free throw 1 of 2,,90,74
350,3,2:00.0,D. Gallinari makes free throw 2 of 2,,91,74
351,3,1:46.0,,D. Booker makes 2-pt jump shot from 14 ft,91,76
352,3,1:32.0,Shooting foul by P. Tucker (drawn by K. Faried),,91,76
353,3,1:32.0,K. Faried makes free throw 1 of 2,,92,76
354,3,1:32.0,K. Faried makes free throw 2 of 2,,93,76
355,3,1:21.0,,D. Booker misses 3-pt jump shot from 27 ft,93,76
356,3,1:21.0,Defensive rebound by W. Barton,,93,76
357,3,1:02.0,W. Chandler makes 2-pt jump shot from 4 ft,,95,76
358,3,0:54.0,,L. Barbosa makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),95,79
359,3,0:38.0,Turnover by W. Chandler (bad pass; steal by E. Bledsoe),,95,79
360,3,0:35.0,,Shooting foul by J. Nelson (drawn by E. Bledsoe),95,79
361,3,0:35.0,,E. Bledsoe makes free throw 1 of 2,95,80
362,3,0:35.0,D. Arthur enters the game for K. Faried,,95,80
363,3,0:35.0,,E. Bledsoe makes free throw 2 of 2,95,81
364,3,0:21.0,D. Arthur misses 2-pt jump shot from 16 ft,,95,81
365,3,0:20.0,,Defensive rebound by E. Bledsoe,95,81
366,3,0:01.0,,T. Chandler makes 2-pt layup from 1 ft (assist by L. Barbosa),95,83
367,3,0:01.0,,Shooting foul by W. Barton (drawn by T. Chandler),95,83
368,3,0:01.0,,T. Chandler misses free throw 1 of 1,95,83
369,3,0:01.0,Defensive rebound by W. Chandler,,95,83
370,3,0:01.0,K. Faried enters the game for D. Gallinari,,95,83
371,4,11:40.0,W. Chandler makes 2-pt layup from 2 ft,,97,83
372,4,11:28.0,,D. Booker makes 2-pt layup from 3 ft,97,85
373,4,11:28.0,,Shooting foul by J. Murray (drawn by D. Booker),97,85
374,4,11:28.0,,D. Booker misses free throw 1 of 1,97,85
375,4,11:27.0,Defensive rebound by W. Chandler,,97,85
376,4,11:11.0,Personal block foul by A. Len (drawn by D. Arthur),,97,85
377,4,11:01.0,Turnover by W. Barton (bad pass),,97,85
378,4,10:54.0,,Shooting block foul by J. Murray (drawn by E. Bledsoe),97,85
379,4,10:54.0,,E. Bledsoe makes free throw 1 of 2,97,86
380,4,10:54.0,,E. Bledsoe makes free throw 2 of 2,97,87
381,4,10:38.0,J. Murray makes 3-pt jump shot from 25 ft (assist by G. Harris),,100,87
382,4,10:13.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,100,87
383,4,10:12.0,,Offensive rebound by D. Booker,100,87
384,4,10:08.0,,D. Booker misses 2-pt layup from 2 ft,100,87
385,4,10:06.0,Defensive rebound by G. Harris,,100,87
386,4,9:59.0,Turnover by W. Barton (bad pass; steal by P. Tucker),,100,87
387,4,9:55.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by P. Tucker),100,89
388,4,9:55.0,Denver full timeout,,100,89
389,4,9:43.0,Shooting foul by A. Len (drawn by W. Chandler),,100,89
