,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CLEVELAND_ACTION,OKLAHOMA CITY_SCORE,CLEVELAND_SCORE
0,1,11:45.0,Turnover by R. Westbrook (bad pass),,0,0
1,1,11:37.0,,Personal foul by D. Sabonis (drawn by I. Shumpert),0,0
2,1,11:29.0,,K. Love misses 3-pt jump shot from 26 ft,0,0
3,1,11:29.0,Defensive rebound by A. Roberson,,0,0
4,1,11:14.0,V. Oladipo misses 2-pt hook shot from 9 ft,,0,0
5,1,11:13.0,,Defensive rebound by T. Thompson,0,0
6,1,11:04.0,,K. Irving makes 2-pt jump shot from 15 ft,0,2
7,1,10:45.0,S. Adams makes 2-pt jump shot from 12 ft,,2,2
8,1,10:25.0,,L. James misses 2-pt jump shot from 12 ft,2,2
9,1,10:24.0,,Offensive rebound by T. Thompson,2,2
10,1,10:24.0,,T. Thompson misses 2-pt layup from 1 ft,2,2
11,1,10:23.0,Defensive rebound by S. Adams,,2,2
12,1,10:11.0,D. Sabonis misses 2-pt layup at rim,,2,2
13,1,10:11.0,,Defensive rebound by K. Love,2,2
14,1,10:02.0,,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),2,4
15,1,9:44.0,Turnover by S. Adams (bad pass; steal by L. James),,2,4
16,1,9:35.0,,I. Shumpert misses 3-pt jump shot from 26 ft,2,4
17,1,9:33.0,Defensive rebound by S. Adams,,2,4
18,1,9:26.0,R. Westbrook misses 3-pt jump shot from 25 ft,,2,4
19,1,9:26.0,Offensive rebound by S. Adams,,2,4
20,1,9:22.0,S. Adams makes 2-pt layup at rim,,4,4
21,1,9:07.0,,Turnover by T. Thompson (bad pass),4,4
22,1,8:58.0,R. Westbrook misses 2-pt layup at rim,,4,4
23,1,8:56.0,Offensive rebound by S. Adams,,4,4
24,1,8:52.0,V. Oladipo misses 3-pt jump shot from 25 ft,,4,4
25,1,8:52.0,,Defensive rebound by L. James,4,4
26,1,8:43.0,,I. Shumpert misses 3-pt jump shot from 24 ft,4,4
27,1,8:43.0,Defensive rebound by D. Sabonis,,4,4
28,1,8:37.0,V. Oladipo misses 2-pt layup from 1 ft,,4,4
29,1,8:36.0,,Defensive rebound by K. Love,4,4
30,1,8:29.0,,Turnover by L. James (lost ball),4,4
31,1,8:29.0,Oklahoma City full timeout,,4,4
32,1,8:25.0,Shooting foul by K. Love (drawn by R. Westbrook),,4,4
33,1,8:25.0,R. Westbrook makes free throw 1 of 2,,5,4
34,1,8:25.0,R. Westbrook makes free throw 2 of 2,,6,4
35,1,8:11.0,,K. Irving misses 3-pt jump shot from 24 ft,6,4
36,1,8:11.0,,Offensive rebound by I. Shumpert,6,4
37,1,8:05.0,,K. Love misses 3-pt jump shot from 24 ft,6,4
38,1,8:05.0,Defensive rebound by R. Westbrook,,6,4
39,1,7:58.0,R. Westbrook makes 2-pt layup from 1 ft,,8,4
40,1,7:43.0,,L. James makes 2-pt layup from 1 ft (assist by K. Love),8,6
41,1,7:31.0,V. Oladipo makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,10,6
42,1,7:17.0,,L. James misses 3-pt jump shot from 25 ft,10,6
43,1,7:17.0,Defensive rebound by A. Roberson,,10,6
44,1,7:09.0,D. Sabonis misses 2-pt layup from 2 ft,,10,6
45,1,7:09.0,Offensive rebound by D. Sabonis,,10,6
46,1,7:06.0,D. Sabonis makes 2-pt layup from 1 ft,,12,6
47,1,6:56.0,,K. Irving makes 2-pt jump shot from 12 ft,12,8
48,1,6:49.0,V. Oladipo makes 2-pt jump shot from 5 ft (assist by R. Westbrook),,14,8
49,1,6:38.0,,Shooting foul by V. Oladipo (drawn by K. Irving),14,8
50,1,6:38.0,,K. Irving makes free throw 1 of 2,14,9
51,1,6:38.0,,K. Irving makes free throw 2 of 2,14,10
52,1,6:27.0,R. Westbrook misses 2-pt jump shot from 13 ft,,14,10
53,1,6:24.0,Offensive rebound by D. Sabonis,,14,10
54,1,6:24.0,D. Sabonis makes 2-pt layup from 2 ft,,16,10
55,1,6:11.0,,T. Thompson misses 2-pt layup from 2 ft (block by S. Adams),16,10
56,1,6:09.0,Defensive rebound by S. Adams,,16,10
57,1,6:05.0,V. Oladipo misses 2-pt layup from 1 ft,,16,10
58,1,6:04.0,,Defensive rebound by K. Love,16,10
59,1,5:56.0,,Shooting foul by S. Adams (drawn by T. Thompson),16,10
60,1,5:56.0,,T. Thompson makes free throw 1 of 2,16,11
61,1,5:56.0,,T. Thompson makes free throw 2 of 2,16,12
62,1,5:45.0,R. Westbrook misses 3-pt jump shot from 25 ft,,16,12
63,1,5:44.0,,Defensive rebound by K. Love,16,12
64,1,5:37.0,,K. Love misses 3-pt jump shot from 25 ft,16,12
65,1,5:34.0,Defensive rebound by R. Westbrook,,16,12
66,1,5:27.0,D. Sabonis misses 3-pt jump shot from 26 ft,,16,12
67,1,5:26.0,,Defensive rebound by K. Love,16,12
68,1,5:15.0,,K. Irving misses 2-pt jump shot from 17 ft,16,12
69,1,5:15.0,Defensive rebound by R. Westbrook,,16,12
70,1,5:10.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,18,12
71,1,4:59.0,,L. James makes 2-pt layup at rim,18,14
