,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:37.0,,G. Hill makes 2-pt jump shot from 18 ft,0,2
1,1,11:12.0,G. Dieng misses 2-pt jump shot from 19 ft,,0,2
2,1,11:12.0,,Defensive rebound by D. Favors,0,2
3,1,10:48.0,,Turnover by G. Hill (lost ball; steal by A. Wiggins),0,2
4,1,10:45.0,A. Wiggins makes 2-pt dunk at rim,,2,2
5,1,10:20.0,,J. Ingles misses 2-pt jump shot from 10 ft,2,2
6,1,10:19.0,Defensive rebound by K. Towns,,2,2
7,1,10:03.0,R. Rubio makes 2-pt layup from 2 ft,,4,2
8,1,9:42.0,,G. Hayward misses 2-pt jump shot from 23 ft,4,2
9,1,9:42.0,Defensive rebound by R. Rubio,,4,2
10,1,9:34.0,R. Rubio misses 2-pt jump shot from 19 ft,,4,2
11,1,9:34.0,,Defensive rebound by R. Gobert,4,2
12,1,9:26.0,,G. Hayward makes 2-pt dunk at rim (assist by G. Hill),4,4
13,1,9:02.0,A. Wiggins makes 2-pt jump shot from 22 ft (assist by K. Towns),,6,4
14,1,8:46.0,,J. Ingles misses 2-pt layup from 3 ft (block by K. Towns),6,4
15,1,8:44.0,,Offensive rebound by D. Favors,6,4
16,1,8:43.0,,D. Favors misses 2-pt jump shot from 4 ft (block by G. Dieng),6,4
17,1,8:42.0,,Offensive rebound by D. Favors,6,4
18,1,8:38.0,,J. Ingles misses 3-pt jump shot from 22 ft,6,4
19,1,8:38.0,Defensive rebound by G. Dieng,,6,4
20,1,8:31.0,R. Rubio misses 2-pt jump shot from 19 ft,,6,4
21,1,8:31.0,Offensive rebound by R. Rubio,,6,4
22,1,8:26.0,R. Rubio misses 2-pt jump shot from 10 ft,,6,4
23,1,8:26.0,,Defensive rebound by G. Hill,6,4
24,1,8:12.0,,D. Favors misses 2-pt jump shot from 15 ft,6,4
25,1,8:11.0,Defensive rebound by G. Dieng,,6,4
26,1,7:54.0,Turnover by A. Wiggins (traveling),,6,4
27,1,7:37.0,,D. Favors misses 2-pt hook shot from 4 ft,6,4
28,1,7:37.0,Defensive rebound by G. Dieng,,6,4
29,1,7:26.0,K. Towns makes 3-pt jump shot from 25 ft (assist by G. Dieng),,9,4
30,1,7:05.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Ingles),9,6
31,1,6:48.0,A. Wiggins misses 2-pt layup from 2 ft,,9,6
32,1,6:47.0,,Defensive rebound by G. Hayward,9,6
33,1,6:38.0,,R. Gobert misses 2-pt layup from 3 ft,9,6
34,1,6:35.0,,Offensive rebound by R. Gobert,9,6
35,1,6:35.0,,R. Gobert makes 2-pt dunk at rim,9,8
36,1,6:21.0,B. Rush makes 3-pt jump shot from 24 ft (assist by R. Rubio),,12,8
37,1,6:15.0,,Utah full timeout,12,8
38,1,6:15.0,,D. Exum enters the game for G. Hill,12,8
39,1,6:15.0,,J. Johnson enters the game for D. Favors,12,8
40,1,6:15.0,N. Bjelica enters the game for G. Dieng,,12,8
41,1,6:04.0,,J. Ingles misses 3-pt jump shot from 24 ft,12,8
42,1,6:04.0,Defensive rebound by R. Rubio,,12,8
43,1,5:52.0,Turnover by A. Wiggins (lost ball; steal by G. Hayward),,12,8
44,1,5:51.0,,Personal foul by N. Bjelica (drawn by G. Hayward),12,8
45,1,5:33.0,,D. Exum misses 3-pt jump shot from 25 ft,12,8
46,1,5:33.0,Defensive rebound by N. Bjelica,,12,8
47,1,5:20.0,A. Wiggins misses 2-pt jump shot from 10 ft,,12,8
48,1,5:19.0,Offensive rebound by K. Towns,,12,8
49,1,5:17.0,K. Towns makes 2-pt layup from 1 ft,,14,8
50,1,4:58.0,,R. Gobert misses 2-pt hook shot from 3 ft,14,8
51,1,4:56.0,Defensive rebound by R. Rubio,,14,8
52,1,4:43.0,A. Wiggins misses 2-pt jump shot from 22 ft,,14,8
53,1,4:43.0,,Defensive rebound by R. Gobert,14,8
54,1,4:34.0,,D. Exum makes 2-pt layup from 1 ft,14,10
55,1,4:34.0,,Shooting foul by R. Rubio (drawn by D. Exum),14,10
56,1,4:34.0,,D. Exum misses free throw 1 of 1,14,10
57,1,4:34.0,Defensive rebound by N. Bjelica,,14,10
58,1,4:34.0,,A. Burks enters the game for J. Ingles,14,10
59,1,4:34.0,G. Dieng enters the game for K. Towns,,14,10
60,1,4:23.0,G. Dieng misses 2-pt jump shot from 21 ft,,14,10
61,1,4:22.0,,Defensive rebound by J. Johnson,14,10
62,1,4:13.0,,J. Johnson makes 2-pt jump shot from 5 ft,14,12
63,1,3:54.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by R. Rubio),,16,12
64,1,3:33.0,,G. Hayward misses 2-pt jump shot from 15 ft,16,12
65,1,3:32.0,Defensive rebound by R. Rubio,,16,12
66,1,3:25.0,N. Bjelica misses 3-pt jump shot from 23 ft,,16,12
67,1,3:24.0,,Defensive rebound by G. Hayward,16,12
68,1,3:13.0,,Offensive foul by R. Gobert (drawn by R. Rubio),16,12
69,1,3:13.0,,Turnover by R. Gobert (offensive foul),16,12
70,1,3:13.0,,T. Lyles enters the game for G. Hayward,16,12
71,1,3:13.0,,D. Favors enters the game for R. Gobert,16,12
72,1,3:00.0,N. Bjelica misses 2-pt jump shot from 7 ft,,16,12
73,1,3:00.0,Offensive rebound by N. Bjelica,,16,12
74,1,3:00.0,Shooting foul by T. Lyles (drawn by N. Bjelica),,16,12
75,1,3:00.0,N. Bjelica makes free throw 1 of 2,,17,12
76,1,3:00.0,N. Bjelica makes free throw 2 of 2,,18,12
77,1,2:50.0,,A. Burks misses 2-pt jump shot from 13 ft,18,12
78,1,2:50.0,Defensive rebound by G. Dieng,,18,12
79,1,2:32.0,N. Bjelica makes 2-pt layup from 2 ft (assist by R. Rubio),,20,12
80,1,2:32.0,Shooting foul by T. Lyles (drawn by N. Bjelica),,20,12
81,1,2:32.0,Minnesota full timeout,,20,12
82,1,2:32.0,N. Bjelica misses free throw 1 of 1,,20,12
83,1,2:31.0,,Defensive rebound by D. Favors,20,12
84,1,2:11.0,,J. Johnson makes 2-pt jump shot from 9 ft,20,14
85,1,1:55.0,Turnover by R. Rubio (lost ball; steal by D. Favors),,20,14
86,1,1:50.0,,A. Burks misses 2-pt layup from 2 ft,20,14
87,1,1:49.0,,Offensive rebound by D. Favors,20,14
88,1,1:48.0,,D. Favors makes 2-pt dunk at rim,20,16
89,1,1:28.0,Shooting foul by A. Burks (drawn by G. Dieng),,20,16
90,1,1:28.0,G. Dieng makes free throw 1 of 2,,21,16
91,1,1:28.0,G. Dieng misses free throw 2 of 2,,21,16
92,1,1:28.0,,Defensive rebound by D. Favors,21,16
93,1,1:28.0,,G. Hill enters the game for D. Exum,21,16
94,1,1:28.0,K. Dunn enters the game for R. Rubio,,21,16
95,1,1:16.0,,J. Johnson misses 2-pt jump shot from 17 ft,21,16
96,1,1:15.0,Defensive rebound by A. Wiggins,,21,16
97,1,0:57.0,A. Wiggins misses 2-pt jump shot from 21 ft,,21,16
98,1,0:57.0,,Defensive rebound by A. Burks,21,16
99,1,0:39.0,,T. Lyles misses 2-pt jump shot from 3 ft (block by G. Dieng),21,16
100,1,0:39.0,,Offensive rebound by Team,21,16
101,1,0:32.0,,J. Johnson misses 2-pt jump shot from 4 ft,21,16
102,1,0:32.0,,Offensive rebound by J. Johnson,21,16
103,1,0:30.0,,J. Johnson misses 2-pt layup from 4 ft,21,16
104,1,0:29.0,Defensive rebound by N. Bjelica,,21,16
105,1,0:24.0,B. Rush misses 3-pt jump shot from 25 ft,,21,16
106,1,0:24.0,Offensive rebound by A. Wiggins,,21,16
107,1,0:22.0,A. Wiggins misses 2-pt dunk at rim,,21,16
108,1,0:21.0,,Defensive rebound by D. Favors,21,16
109,1,0:06.0,,Personal foul by K. Dunn (drawn by G. Hill),21,16
110,1,0:03.0,,G. Hill misses 2-pt layup from 2 ft,21,16
111,1,0:01.0,Defensive rebound by K. Dunn,,21,16
112,2,11:39.0,K. Towns misses 2-pt hook shot from 10 ft,,21,16
113,2,11:38.0,,Defensive rebound by A. Burks,21,16
114,2,11:27.0,,T. Lyles misses 2-pt layup from 2 ft,21,16
115,2,11:27.0,Defensive rebound by N. Bjelica,,21,16
116,2,11:12.0,K. Towns makes 2-pt jump shot from 3 ft,,23,16
117,2,10:47.0,,T. Lyles misses 2-pt jump shot from 6 ft,23,16
