,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
66,1,5:23.0,S. Curry makes 2-pt jump shot from 16 ft,,12,6
67,1,5:01.0,,Personal foul by J. McAdoo (drawn by K. Porziņģis),12,6
68,1,5:01.0,,K. Porziņģis makes free throw 1 of 2,12,7
69,1,5:01.0,A. Iguodala enters the game for M. Barnes,,12,7
70,1,5:01.0,,K. Porziņģis makes free throw 2 of 2,12,8
71,1,4:48.0,Shooting foul by K. Porziņģis (drawn by K. Thompson),,12,8
72,1,4:48.0,K. Thompson makes free throw 1 of 2,,13,8
73,1,4:48.0,J. McGee enters the game for J. McAdoo,,13,8
74,1,4:48.0,K. Thompson makes free throw 2 of 2,,14,8
75,1,4:35.0,,D. Rose misses 2-pt layup from 2 ft,14,8
76,1,4:33.0,,Offensive rebound by W. Hernangómez,14,8
77,1,4:33.0,,W. Hernangómez makes 2-pt layup from 1 ft,14,10
78,1,4:17.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,17,10
79,1,3:52.0,,W. Hernangómez makes 2-pt jump shot from 8 ft,17,12
80,1,3:34.0,K. Thompson misses 2-pt jump shot from 9 ft,,17,12
81,1,3:32.0,Offensive rebound by J. McGee,,17,12
82,1,3:32.0,J. McGee makes 2-pt layup from 2 ft,,19,12
83,1,3:16.0,,C. Anthony makes 2-pt jump shot from 14 ft,19,14
84,1,3:05.0,S. Curry misses 2-pt layup from 3 ft,,19,14
85,1,3:03.0,Offensive rebound by A. Iguodala,,19,14
86,1,3:01.0,Turnover by A. Iguodala (bad pass; steal by C. Lee),,19,14
87,1,2:54.0,,K. Porziņģis misses 2-pt hook shot from 5 ft,19,14
88,1,2:52.0,Defensive rebound by J. McGee,,19,14
89,1,2:44.0,Shooting foul by W. Hernangómez (drawn by K. Thompson),,19,14
90,1,2:44.0,K. Thompson makes free throw 1 of 2,,20,14
91,1,2:44.0,,L. Thomas enters the game for K. Porziņģis,20,14
92,1,2:44.0,P. McCaw enters the game for D. Green,,20,14
93,1,2:44.0,K. Thompson makes free throw 2 of 2,,21,14
94,1,2:26.0,,Turnover by W. Hernangómez (traveling),21,14
95,1,2:26.0,I. Clark enters the game for K. Thompson,,21,14
96,1,2:16.0,J. McGee makes 2-pt layup from 2 ft (assist by I. Clark),,23,14
97,1,2:06.0,,C. Anthony misses 3-pt jump shot from 24 ft,23,14
98,1,2:04.0,Defensive rebound by S. Curry,,23,14
99,1,1:56.0,S. Curry makes 2-pt layup from 3 ft,,25,14
100,1,1:49.0,,D. Rose makes 2-pt layup from 2 ft,25,16
101,1,1:42.0,I. Clark misses 2-pt jump shot from 22 ft,,25,16
102,1,1:40.0,,Defensive rebound by W. Hernangómez,25,16
103,1,1:31.0,,C. Lee misses 2-pt jump shot from 18 ft,25,16
104,1,1:29.0,Defensive rebound by J. McGee,,25,16
105,1,1:22.0,Shooting foul by W. Hernangómez (drawn by S. Curry),,25,16
106,1,1:22.0,S. Curry makes free throw 1 of 2,,26,16
107,1,1:22.0,S. Curry makes free throw 2 of 2,,27,16
108,1,1:00.0,,L. Thomas misses 2-pt jump shot from 7 ft,27,16
109,1,0:59.0,Defensive rebound by S. Curry,,27,16
110,1,0:39.0,S. Curry misses 3-pt jump shot from 23 ft,,27,16
111,1,0:36.0,,Defensive rebound by L. Thomas,27,16
112,1,0:32.0,,Shooting foul by P. McCaw (drawn by D. Rose),27,16
113,1,0:32.0,,D. Rose makes free throw 1 of 2,27,17
114,1,0:32.0,,K. O'Quinn enters the game for W. Hernangómez,27,17
115,1,0:32.0,,M. Kuzminskas enters the game for C. Anthony,27,17
116,1,0:32.0,,D. Rose makes free throw 2 of 2,27,18
117,1,0:12.0,I. Clark makes 2-pt jump shot from 7 ft,,29,18
118,1,0:00.0,,D. Rose misses 2-pt jump shot from 18 ft,29,18
119,1,0:00.0,,Offensive rebound by Team,29,18
120,2,11:46.0,,Shooting foul by D. West (drawn by R. Baker),29,18
121,2,11:46.0,,R. Baker misses free throw 1 of 2,29,18
122,2,11:46.0,,Offensive rebound by Team,29,18
123,2,11:46.0,,R. Baker makes free throw 2 of 2,29,19
124,2,11:37.0,Personal foul by K. O'Quinn (drawn by D. West),,29,19
125,2,11:37.0,D. Green enters the game for P. McCaw,,29,19
126,2,11:23.0,D. West makes 2-pt jump shot from 15 ft,,31,19
127,2,11:07.0,,J. Holiday misses 3-pt jump shot from 25 ft,31,19
128,2,11:05.0,Defensive rebound by Team,,31,19
129,2,10:45.0,I. Clark misses 2-pt jump shot from 6 ft (block by M. Kuzminskas),,31,19
130,2,10:43.0,,Defensive rebound by L. Thomas,31,19
131,2,10:39.0,,Shooting foul by D. West (drawn by R. Baker),31,19
132,2,10:39.0,,R. Baker makes free throw 1 of 2,31,20
133,2,10:39.0,,R. Baker misses free throw 2 of 2,31,20
134,2,10:37.0,Defensive rebound by D. Green,,31,20
135,2,10:27.0,D. Green misses 3-pt jump shot from 24 ft,,31,20
136,2,10:26.0,Offensive rebound by Team,,31,20
137,2,10:26.0,,K. Porziņģis enters the game for L. Thomas,31,20
138,2,10:15.0,I. Clark misses 3-pt jump shot from 24 ft,,31,20
139,2,10:13.0,,Defensive rebound by K. Porziņģis,31,20
140,2,10:05.0,,M. Kuzminskas misses 2-pt layup from 3 ft,31,20
141,2,10:04.0,,Offensive rebound by M. Kuzminskas,31,20
142,2,10:04.0,,Shooting foul by S. Livingston (drawn by M. Kuzminskas),31,20
143,2,10:04.0,,M. Kuzminskas misses free throw 1 of 2,31,20
144,2,10:04.0,,Offensive rebound by Team,31,20
145,2,10:04.0,K. Thompson enters the game for I. Clark,,31,20
146,2,10:04.0,,M. Kuzminskas makes free throw 2 of 2,31,21
147,2,9:44.0,S. Livingston misses 2-pt jump shot from 10 ft,,31,21
148,2,9:43.0,,Defensive rebound by K. O'Quinn,31,21
149,2,9:22.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,31,21
150,2,9:20.0,Defensive rebound by A. Iguodala,,31,21
151,2,9:14.0,D. West misses 2-pt jump shot from 22 ft,,31,21
152,2,9:12.0,,Defensive rebound by K. O'Quinn,31,21
153,2,8:57.0,,M. Kuzminskas makes 2-pt layup from 1 ft,31,23
154,2,8:57.0,Golden State full timeout,,31,23
155,2,8:39.0,S. Livingston misses 2-pt jump shot from 14 ft,,31,23
156,2,8:37.0,Offensive rebound by D. West,,31,23
157,2,8:32.0,A. Iguodala misses 3-pt jump shot from 23 ft,,31,23
158,2,8:30.0,,Defensive rebound by J. Holiday,31,23
159,2,8:18.0,,K. Porziņģis makes 2-pt hook shot from 2 ft (assist by K. O'Quinn),31,25
160,2,8:01.0,A. Iguodala misses 3-pt jump shot from 24 ft,,31,25
161,2,8:00.0,,Defensive rebound by J. Holiday,31,25
162,2,7:49.0,,K. Porziņģis misses 2-pt jump shot from 18 ft,31,25
163,2,7:47.0,,Offensive rebound by K. O'Quinn,31,25
164,2,7:42.0,,K. Porziņģis makes 3-pt jump shot from 22 ft (assist by J. Holiday),31,28
165,2,7:27.0,K. Thompson misses 2-pt jump shot from 17 ft,,31,28
166,2,7:25.0,,Defensive rebound by K. O'Quinn,31,28
167,2,7:20.0,,Personal foul by S. Livingston (drawn by R. Baker),31,28
168,2,7:08.0,,K. Porziņģis makes 2-pt jump shot from 5 ft (assist by K. O'Quinn),31,30
169,2,6:59.0,Golden State full timeout,,31,30
170,2,6:59.0,M. Barnes enters the game for A. Iguodala,,31,30
171,2,6:50.0,Turnover by D. West (lost ball; steal by R. Baker),,31,30
172,2,6:47.0,,Shooting foul by M. Barnes (drawn by M. Kuzminskas),31,30
173,2,6:47.0,,M. Kuzminskas misses free throw 1 of 2,31,30
174,2,6:47.0,,Offensive rebound by Team,31,30
175,2,6:47.0,,M. Kuzminskas makes free throw 2 of 2,31,31
176,2,6:33.0,K. Thompson misses 2-pt layup from 2 ft,,31,31
177,2,6:32.0,,Defensive rebound by K. Porziņģis,31,31
178,2,6:31.0,Z. Pachulia enters the game for D. West,,31,31
179,2,6:31.0,S. Curry enters the game for K. Thompson,,31,31
180,2,6:13.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),31,34
181,2,5:48.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,34,34
182,2,5:30.0,,J. Holiday makes 2-pt layup from 2 ft (assist by K. O'Quinn),34,36
183,2,5:12.0,Shooting foul by K. O'Quinn (drawn by S. Curry),,34,36
184,2,5:12.0,S. Curry misses free throw 1 of 2,,34,36
185,2,5:12.0,Offensive rebound by Team,,34,36
186,2,5:12.0,S. Curry misses free throw 2 of 2,,34,36
187,2,5:11.0,,Defensive rebound by K. Porziņģis,34,36
188,2,5:02.0,,Offensive foul by K. O'Quinn (drawn by S. Livingston),34,36
189,2,5:02.0,,Turnover by K. O'Quinn (offensive foul),34,36
190,2,5:02.0,A. Iguodala enters the game for D. Green,,34,36
191,2,5:02.0,,W. Hernangómez enters the game for K. O'Quinn,34,36
192,2,4:51.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by S. Curry),,37,36
193,2,4:38.0,,Turnover by W. Hernangómez (lost ball; steal by A. Iguodala),37,36
194,2,4:17.0,S. Curry misses 3-pt jump shot from 24 ft,,37,36
195,2,4:15.0,Offensive rebound by S. Curry,,37,36
196,2,4:13.0,S. Curry misses 2-pt layup from 2 ft,,37,36
197,2,4:12.0,Offensive rebound by M. Barnes,,37,36
198,2,4:01.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by M. Barnes),,40,36
199,2,3:59.0,,New York full timeout,40,36
200,2,3:59.0,K. Thompson enters the game for S. Livingston,,40,36
201,2,3:59.0,,D. Rose enters the game for M. Kuzminskas,40,36
202,2,3:59.0,,C. Lee enters the game for J. Holiday,40,36
203,2,3:41.0,,K. Porziņģis misses 2-pt jump shot from 8 ft,40,36
204,2,3:40.0,Defensive rebound by M. Barnes,,40,36
205,2,3:27.0,Z. Pachulia misses 2-pt layup from 1 ft,,40,36
206,2,3:25.0,,Defensive rebound by W. Hernangómez,40,36
207,2,3:20.0,,D. Rose makes 2-pt layup from 2 ft,40,38
208,2,3:13.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Barnes),,42,38
209,2,2:57.0,,C. Anthony enters the game for W. Hernangómez,42,38
210,2,2:57.0,D. Green enters the game for Z. Pachulia,,42,38
211,2,2:48.0,,K. Porziņģis makes 2-pt layup from 2 ft,42,40
212,2,2:39.0,Turnover by M. Barnes (lost ball),,42,40
213,2,2:35.0,,Shooting foul by K. Thompson (drawn by D. Rose),42,40
214,2,2:35.0,,D. Rose misses free throw 1 of 2,42,40
215,2,2:35.0,,Offensive rebound by Team,42,40
216,2,2:35.0,,D. Rose makes free throw 2 of 2,42,41
217,2,2:21.0,K. Thompson misses 3-pt jump shot from 24 ft,,42,41
218,2,2:20.0,,Defensive rebound by R. Baker,42,41
219,2,2:12.0,,R. Baker misses 3-pt jump shot from 25 ft,42,41
220,2,2:10.0,Defensive rebound by A. Iguodala,,42,41
221,2,2:01.0,K. Thompson misses 2-pt jump shot from 5 ft (block by K. Porziņģis),,42,41
222,2,1:59.0,,Defensive rebound by K. Porziņģis,42,41
223,2,1:48.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),42,44
224,2,1:38.0,Golden State full timeout,,42,44
225,2,1:38.0,P. McCaw enters the game for M. Barnes,,42,44
226,2,1:34.0,D. Green makes 2-pt layup from 1 ft,,44,44
227,2,1:17.0,,R. Baker misses 2-pt layup from 1 ft,44,44
228,2,1:15.0,,Offensive rebound by R. Baker,44,44
229,2,1:15.0,,R. Baker makes 2-pt layup from 1 ft,44,46
230,2,1:04.0,S. Curry makes 3-pt jump shot from 25 ft,,47,46
231,2,0:51.0,,D. Rose makes 2-pt layup from 2 ft,47,48
232,2,0:37.0,K. Thompson misses 3-pt jump shot from 25 ft,,47,48
233,2,0:35.0,,Defensive rebound by K. Porziņģis,47,48
234,2,0:27.0,,Turnover by C. Lee (bad pass; steal by P. McCaw),47,48
235,2,0:24.0,P. McCaw makes 2-pt layup from 1 ft,,49,48
236,2,0:02.0,,K. Porziņģis makes 2-pt jump shot from 11 ft (assist by C. Anthony),49,50
237,2,0:00.0,S. Curry misses 3-pt jump shot from 61 ft,,49,50
238,2,0:00.0,Offensive rebound by Team,,49,50
239,3,11:48.0,,K. Porziņģis misses 2-pt jump shot from 3 ft,49,50
240,3,11:47.0,,Offensive rebound by K. Porziņģis,49,50
241,3,11:42.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by C. Lee),49,53
242,3,11:23.0,M. Barnes misses 3-pt jump shot from 24 ft,,49,53
243,3,11:20.0,,Defensive rebound by K. Porziņģis,49,53
244,3,11:03.0,,L. Thomas misses 3-pt jump shot from 23 ft,49,53
245,3,11:01.0,Defensive rebound by S. Curry,,49,53
246,3,10:56.0,S. Curry makes 3-pt jump shot from 26 ft,,52,53
247,3,10:33.0,,C. Anthony misses 2-pt jump shot from 5 ft,52,53
248,3,10:31.0,,Offensive rebound by C. Anthony,52,53
249,3,10:31.0,,C. Anthony makes 2-pt layup from 3 ft,52,55
250,3,10:24.0,S. Curry misses 2-pt jump shot from 3 ft (block by K. Porziņģis),,52,55
251,3,10:23.0,Offensive rebound by Team,,52,55
252,3,10:23.0,Inbound foul by C. Lee,,52,55
253,3,10:23.0,K. Thompson makes free throw 1 of 1,,53,55
254,3,10:07.0,M. Barnes makes 3-pt jump shot from 24 ft,,56,55
255,3,9:53.0,,C. Anthony makes 2-pt jump shot from 22 ft (assist by L. Thomas),56,57
256,3,9:41.0,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by S. Curry),,58,57
257,3,9:25.0,,L. Thomas misses 2-pt jump shot from 5 ft (block by M. Barnes),58,57
258,3,9:23.0,Defensive rebound by M. Barnes,,58,57
259,3,9:08.0,D. Green misses 3-pt jump shot from 25 ft,,58,57
260,3,9:06.0,Offensive rebound by K. Thompson,,58,57
261,3,9:04.0,K. Thompson misses 2-pt jump shot from 18 ft,,58,57
262,3,9:02.0,,Defensive rebound by C. Anthony,58,57
263,3,8:56.0,,C. Anthony misses 3-pt jump shot from 25 ft,58,57
264,3,8:55.0,Defensive rebound by S. Curry,,58,57
265,3,8:49.0,Turnover by S. Curry (traveling),,58,57
266,3,8:37.0,,D. Rose misses 2-pt jump shot from 7 ft (block by Z. Pachulia),58,57
267,3,8:35.0,,Offensive rebound by Team,58,57
268,3,8:23.0,,D. Rose misses 3-pt jump shot from 27 ft,58,57
269,3,8:22.0,,Offensive rebound by K. Porziņģis,58,57
270,3,8:20.0,,C. Anthony makes 2-pt jump shot from 22 ft,58,59
271,3,7:59.0,Personal foul by D. Rose (drawn by S. Curry),,58,59
272,3,7:50.0,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),,60,59
273,3,7:50.0,Shooting foul by C. Anthony (drawn by D. Green),,60,59
274,3,7:50.0,D. Green makes free throw 1 of 1,,61,59
275,3,7:33.0,,C. Anthony misses 2-pt jump shot from 17 ft,61,59
276,3,7:31.0,Defensive rebound by Team,,61,59
277,3,7:18.0,S. Curry misses 3-pt jump shot from 25 ft,,61,59
278,3,7:16.0,,Defensive rebound by K. Porziņģis,61,59
279,3,7:00.0,,Turnover by C. Anthony (bad pass; steal by M. Barnes),61,59
280,3,6:54.0,K. Thompson misses 2-pt layup at rim (block by C. Anthony),,61,59
281,3,6:51.0,Offensive rebound by S. Curry,,61,59
282,3,6:38.0,Turnover by Z. Pachulia (lost ball),,61,59
283,3,6:27.0,,D. Rose makes 2-pt jump shot from 4 ft,61,61
284,3,6:13.0,Personal foul by C. Lee (drawn by D. Green),,61,61
285,3,6:11.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),,63,61
286,3,5:54.0,,K. Porziņģis makes 2-pt jump shot from 16 ft (assist by D. Rose),63,63
287,3,5:39.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),,65,63
288,3,5:28.0,,Shooting foul by M. Barnes (drawn by D. Rose),65,63
289,3,5:28.0,,New York full timeout,65,63
290,3,5:28.0,,D. Rose makes free throw 1 of 2,65,64
291,3,5:28.0,,W. Hernangómez enters the game for K. Porziņģis,65,63
292,3,5:28.0,A. Iguodala enters the game for M. Barnes,,65,63
293,3,5:28.0,,D. Rose makes free throw 2 of 2,65,65
294,3,5:18.0,K. Thompson makes 2-pt layup from 3 ft (assist by D. Green),,67,65
295,3,4:55.0,,Turnover by W. Hernangómez (traveling),67,65
296,3,4:55.0,P. McCaw enters the game for D. Green,,67,65
297,3,4:38.0,S. Curry makes 2-pt layup from 1 ft,,69,65
298,3,4:21.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by C. Anthony),69,67
299,3,4:10.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),,71,67
300,3,3:50.0,,D. Rose misses 2-pt jump shot from 5 ft,71,67
301,3,3:49.0,,Offensive rebound by W. Hernangómez,71,67
302,3,3:49.0,,W. Hernangómez makes 2-pt layup from 1 ft,71,69
303,3,3:40.0,S. Curry makes 2-pt layup from 2 ft (assist by Z. Pachulia),,73,69
304,3,3:25.0,,Turnover by C. Anthony (bad pass; steal by Z. Pachulia),73,69
305,3,3:18.0,J. McGee enters the game for Z. Pachulia,,73,69
306,3,3:18.0,I. Clark enters the game for K. Thompson,,73,69
307,3,3:18.0,,J. Holiday enters the game for C. Lee,73,69
308,3,3:01.0,Shooting foul by D. Rose (drawn by J. McGee),,73,69
309,3,3:01.0,J. McGee makes free throw 1 of 2,,74,69
310,3,3:01.0,J. McGee misses free throw 2 of 2,,74,69
311,3,3:00.0,,Defensive rebound by W. Hernangómez,74,69
312,3,2:50.0,Golden State full timeout,,74,69
313,3,2:48.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by L. Thomas),74,72
314,3,2:24.0,I. Clark makes 2-pt layup from 2 ft,,76,72
315,3,2:04.0,,Shooting foul by A. Iguodala (drawn by D. Rose),76,72
316,3,2:04.0,,D. Rose makes free throw 1 of 2,76,73
317,3,2:04.0,D. Green enters the game for I. Clark,,76,73
318,3,2:04.0,,K. Porziņģis enters the game for L. Thomas,76,73
319,3,2:04.0,,D. Rose makes free throw 2 of 2,76,74
320,3,1:53.0,J. McGee misses 2-pt layup from 2 ft,,76,74
321,3,1:51.0,,Defensive rebound by K. Porziņģis,76,74
322,3,1:30.0,,K. Porziņģis misses 3-pt jump shot from 23 ft,76,74
323,3,1:28.0,Defensive rebound by S. Curry,,76,74
324,3,1:23.0,S. Curry makes 2-pt layup from 1 ft,,78,74
325,3,1:17.0,,D. Rose makes 2-pt layup from 3 ft,78,76
326,3,1:01.0,S. Curry makes 3-pt jump shot from 23 ft,,81,76
327,3,0:43.0,,R. Baker enters the game for D. Rose,81,76
328,3,0:36.0,,J. Holiday misses 3-pt jump shot from 25 ft,81,76
329,3,0:34.0,Defensive rebound by D. Green,,81,76
330,3,0:31.0,P. McCaw misses 2-pt layup from 2 ft (block by C. Anthony),,81,76
331,3,0:30.0,,Defensive rebound by R. Baker,81,76
332,3,0:11.0,,W. Hernangómez misses 2-pt layup from 2 ft,81,76
333,3,0:10.0,Defensive rebound by J. McGee,,81,76
334,3,0:03.0,S. Curry makes 3-pt jump shot from 25 ft,,84,76
335,3,0:01.0,,R. Baker misses 3-pt jump shot from 38 ft,84,76
336,3,0:00.0,,Offensive rebound by Team,84,76
337,4,11:49.0,Personal foul by J. Holiday (drawn by D. Green),,84,76
338,4,11:42.0,D. West makes 2-pt dunk at rim (assist by A. Iguodala),,86,76
339,4,11:25.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),86,78
340,4,11:04.0,S. Livingston misses 2-pt jump shot from 12 ft,,86,78
341,4,11:02.0,,Defensive rebound by J. Holiday,86,78
342,4,10:37.0,,R. Baker makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),86,81
343,4,10:25.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),,89,81
344,4,10:11.0,,Turnover by K. O'Quinn (step out of bounds),89,81
345,4,10:08.0,D. Green makes 2-pt layup from 2 ft,,91,81
346,4,10:08.0,Shooting foul by K. Porziņģis (drawn by D. Green),,91,81
347,4,10:08.0,D. Green makes free throw 1 of 1,,92,81
348,4,9:48.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by R. Baker),92,83
349,4,9:31.0,D. West makes 2-pt hook shot from 4 ft,,94,83
350,4,9:09.0,,Turnover by J. Holiday (lost ball; steal by A. Iguodala),94,83
351,4,9:04.0,Shooting foul by K. Porziņģis (drawn by K. Thompson),,94,83
352,4,9:04.0,K. Thompson makes free throw 1 of 2,,95,83
353,4,9:04.0,,L. Thomas enters the game for M. Kuzminskas,95,83
354,4,9:04.0,K. Thompson makes free throw 2 of 2,,96,83
355,4,8:43.0,,Shooting foul by D. Green (drawn by K. Porziņģis),96,83
356,4,8:43.0,Official timeout,,96,83
357,4,8:43.0,,K. Porziņģis makes free throw 1 of 2,96,84
358,4,8:43.0,,C. Anthony enters the game for K. O'Quinn,96,83
359,4,8:43.0,,D. Rose enters the game for J. Holiday,96,83
360,4,8:43.0,,K. Porziņģis makes free throw 2 of 2,96,85
361,4,8:23.0,D. Green misses 3-pt jump shot from 24 ft,,96,85
362,4,8:21.0,,Defensive rebound by K. Porziņģis,96,85
363,4,8:15.0,,D. Rose makes 2-pt jump shot from 16 ft,96,87
364,4,7:58.0,S. Livingston misses 2-pt layup from 2 ft (block by R. Baker),,96,87
365,4,7:56.0,,Defensive rebound by R. Baker,96,87
366,4,7:56.0,,Personal foul by S. Livingston (drawn by R. Baker),96,87
367,4,7:37.0,,Shooting foul by D. Green (drawn by C. Anthony),96,87
368,4,7:37.0,,C. Anthony makes free throw 1 of 2,96,88
369,4,7:37.0,,C. Anthony makes free throw 2 of 2,96,89
370,4,7:31.0,Personal foul by R. Baker (drawn by S. Livingston),,96,89
371,4,7:29.0,Personal foul by D. Rose (drawn by D. West),,96,89
372,4,7:29.0,D. West misses free throw 1 of 2,,96,89
373,4,7:29.0,Offensive rebound by Team,,96,89
374,4,7:29.0,D. West makes free throw 2 of 2,,97,89
375,4,7:15.0,,D. Rose makes 2-pt jump shot from 18 ft,97,91
376,4,6:56.0,A. Iguodala misses 3-pt jump shot from 24 ft,,97,91
377,4,6:54.0,,Defensive rebound by L. Thomas,97,91
378,4,6:38.0,,L. Thomas misses 3-pt jump shot from 23 ft,97,91
379,4,6:36.0,Defensive rebound by D. Green,,97,91
380,4,6:29.0,K. Thompson misses 3-pt jump shot from 25 ft,,97,91
381,4,6:27.0,,Defensive rebound by L. Thomas,97,91
382,4,6:22.0,,R. Baker makes 2-pt layup from 2 ft (assist by D. Rose),97,93
383,4,6:20.0,Golden State full timeout,,97,93
384,4,6:20.0,Z. Pachulia enters the game for A. Iguodala,,97,93
385,4,6:20.0,P. McCaw enters the game for S. Livingston,,97,93
