,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
126,2,8:40.0,,Chicago full timeout,21,24
127,2,8:40.0,,D. Wade makes free throw 1 of 2,21,25
128,2,8:40.0,T. Parker enters the game for P. Mills,,21,24
129,2,8:40.0,,D. Wade makes free throw 2 of 2,21,26
130,2,8:14.0,J. Simmons misses 2-pt jump shot from 20 ft,,21,26
131,2,8:12.0,,Defensive rebound by D. McDermott,21,26
132,2,8:10.0,,Turnover by D. McDermott (bad pass; steal by J. Simmons),21,26
133,2,7:58.0,L. Aldridge misses 2-pt jump shot from 20 ft,,21,26
134,2,7:57.0,,Defensive rebound by D. McDermott,21,26
135,2,7:48.0,,D. Wade misses 2-pt jump shot from 4 ft,21,26
136,2,7:47.0,,Offensive rebound by C. Felício,21,26
137,2,7:47.0,,C. Felício makes 2-pt layup from 1 ft,21,28
138,2,7:28.0,,Offensive charge foul by T. Parker (drawn by I. Canaan),21,28
139,2,7:28.0,Turnover by T. Parker (offensive foul),,21,28
140,2,7:28.0,K. Leonard enters the game for J. Simmons,,21,28
141,2,7:28.0,,R. Rondo enters the game for D. McDermott,21,28
142,2,7:28.0,,J. Butler enters the game for I. Canaan,21,28
143,2,7:09.0,,C. Felício makes 2-pt dunk at rim (assist by N. Mirotić),21,30
144,2,6:52.0,K. Leonard misses 2-pt jump shot from 20 ft,,21,30
145,2,6:51.0,,Defensive rebound by R. Rondo,21,30
146,2,6:32.0,,Shooting foul by D. Dedmon (drawn by D. Wade),21,30
147,2,6:32.0,,D. Wade makes free throw 1 of 2,21,31
148,2,6:32.0,San Antonio full timeout,,21,31
149,2,6:32.0,,T. Gibson enters the game for N. Mirotić,21,31
150,2,6:32.0,P. Gasol enters the game for L. Aldridge,,21,31
151,2,6:32.0,,D. Wade makes free throw 2 of 2,21,32
152,2,6:19.0,Personal foul by R. Rondo (drawn by K. Leonard),,21,32
153,2,6:12.0,K. Leonard makes 2-pt dunk at rim (assist by D. Green),,23,32
154,2,6:12.0,Shooting foul by J. Butler (drawn by K. Leonard),,23,32
155,2,6:12.0,K. Leonard makes free throw 1 of 1,,24,32
156,2,5:54.0,,J. Butler misses 2-pt jump shot from 19 ft,24,32
157,2,5:53.0,Defensive rebound by K. Leonard,,24,32
158,2,5:44.0,D. Green misses 3-pt jump shot from 24 ft,,24,32
159,2,5:43.0,,Defensive rebound by R. Rondo,24,32
160,2,5:40.0,,D. Wade makes 2-pt dunk at rim (assist by R. Rondo),24,34
161,2,5:23.0,K. Leonard makes 2-pt jump shot from 17 ft,,26,34
162,2,4:54.0,,J. Butler misses 2-pt jump shot from 6 ft,26,34
163,2,4:54.0,,Offensive rebound by Team,26,34
164,2,4:54.0,,Personal foul by K. Leonard (drawn by C. Felício),26,34
165,2,4:54.0,,C. Felício makes free throw 1 of 2,26,35
166,2,4:54.0,,D. McDermott enters the game for D. Wade,26,35
167,2,4:54.0,,C. Felício makes free throw 2 of 2,26,36
168,2,4:36.0,T. Parker misses 3-pt jump shot from 24 ft,,26,36
169,2,4:35.0,,Defensive rebound by C. Felício,26,36
170,2,4:31.0,,R. Lopez enters the game for C. Felício,26,36
171,2,4:31.0,P. Mills enters the game for T. Parker,,26,36
172,2,4:22.0,,T. Gibson misses 2-pt jump shot from 14 ft,26,36
173,2,4:21.0,Defensive rebound by D. Green,,26,36
174,2,4:11.0,P. Gasol misses 3-pt jump shot from 25 ft,,26,36
175,2,4:10.0,,Defensive rebound by T. Gibson,26,36
176,2,4:02.0,,Turnover by D. McDermott (back court),26,36
177,2,3:49.0,P. Gasol misses 2-pt jump shot from 7 ft,,26,36
178,2,3:48.0,,Defensive rebound by D. McDermott,26,36
179,2,3:40.0,,T. Gibson misses 2-pt jump shot from 14 ft,26,36
180,2,3:39.0,Defensive rebound by D. Dedmon,,26,36
181,2,3:33.0,P. Gasol makes 2-pt layup from 2 ft (assist by K. Leonard),,28,36
182,2,3:33.0,,Chicago full timeout,28,36
183,2,3:33.0,L. Aldridge enters the game for D. Dedmon,,28,36
184,2,3:25.0,,Turnover by D. McDermott (lost ball; steal by D. Green),28,36
185,2,3:22.0,Turnover by D. Green (bad pass; steal by J. Butler),,28,36
186,2,3:13.0,,R. Rondo makes 2-pt layup from 3 ft,28,38
187,2,2:52.0,L. Aldridge misses 2-pt jump shot from 17 ft,,28,38
188,2,2:49.0,Offensive rebound by P. Gasol,,28,38
189,2,2:49.0,P. Gasol misses 2-pt layup from 2 ft,,28,38
190,2,2:48.0,,Defensive rebound by J. Butler,28,38
191,2,2:42.0,,T. Gibson makes 2-pt layup from 2 ft (assist by R. Rondo),28,40
192,2,2:26.0,P. Mills misses 2-pt jump shot from 21 ft,,28,40
193,2,2:25.0,,Defensive rebound by J. Butler,28,40
194,2,2:22.0,,R. Rondo misses 2-pt layup from 2 ft (block by L. Aldridge),28,40
195,2,2:22.0,,Offensive rebound by Team,28,40
196,2,2:12.0,,D. McDermott misses 3-pt jump shot from 26 ft,28,40
197,2,2:11.0,Defensive rebound by P. Mills,,28,40
198,2,2:09.0,Personal foul by D. McDermott,,28,40
199,2,2:09.0,M. Ginóbili enters the game for D. Green,,28,40
200,2,2:07.0,,D. Wade enters the game for D. McDermott,28,40
201,2,1:57.0,Turnover by K. Leonard (bad pass; steal by R. Rondo),,28,40
202,2,1:54.0,,Turnover by R. Rondo (bad pass; steal by P. Mills),28,40
203,2,1:50.0,L. Aldridge makes 2-pt dunk at rim (assist by M. Ginóbili),,30,40
204,2,1:32.0,,R. Lopez makes 2-pt jump shot from 6 ft (assist by R. Rondo),30,42
205,2,1:17.0,K. Leonard misses 2-pt jump shot from 6 ft,,30,42
206,2,1:16.0,,Defensive rebound by R. Rondo,30,42
207,2,1:09.0,,Offensive foul by T. Gibson (drawn by L. Aldridge),30,42
208,2,1:09.0,,Turnover by T. Gibson (offensive foul),30,42
209,2,1:09.0,,N. Mirotić enters the game for T. Gibson,30,42
210,2,0:51.0,M. Ginóbili misses 2-pt layup from 2 ft,,30,42
211,2,0:50.0,,Defensive rebound by N. Mirotić,30,42
212,2,0:42.0,,N. Mirotić misses 3-pt jump shot from 25 ft,30,42
213,2,0:41.0,Defensive rebound by Team,,30,42
214,2,0:25.0,P. Gasol makes 2-pt layup from 1 ft,,32,42
215,2,0:07.0,,D. Wade makes 3-pt jump shot from 25 ft,32,45
216,2,0:00.0,K. Leonard misses 2-pt layup from 2 ft,,32,45
217,2,0:00.0,Offensive rebound by Team,,32,45
218,3,11:42.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,35,45
219,3,11:23.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Butler),35,47
220,3,11:05.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by T. Parker),,37,47
221,3,10:50.0,,D. Wade makes 2-pt layup from 2 ft,37,49
222,3,10:50.0,,Shooting foul by D. Green (drawn by D. Wade),37,49
223,3,10:50.0,,D. Wade makes free throw 1 of 1,37,50
224,3,10:44.0,Turnover by T. Parker (lost ball; steal by R. Rondo),,37,50
225,3,10:40.0,,R. Rondo makes 2-pt layup from 2 ft,37,52
226,3,10:20.0,P. Gasol makes 2-pt jump shot from 21 ft (assist by T. Parker),,39,52
227,3,10:07.0,,Turnover by R. Rondo (bad pass; steal by L. Aldridge),39,52
228,3,10:01.0,T. Parker makes 2-pt layup from 2 ft,,41,52
229,3,9:45.0,,J. Butler misses 2-pt layup from 1 ft,41,52
230,3,9:44.0,Defensive rebound by K. Leonard,,41,52
231,3,9:28.0,K. Leonard makes 2-pt layup from 1 ft,,43,52
232,3,9:16.0,,T. Gibson misses 2-pt jump shot from 11 ft,43,52
233,3,9:15.0,,Offensive rebound by R. Lopez,43,52
234,3,9:15.0,,R. Lopez makes 2-pt layup from 2 ft,43,54
235,3,8:55.0,T. Parker misses 2-pt layup from 2 ft (block by R. Lopez),,43,54
236,3,8:53.0,Offensive rebound by P. Gasol,,43,54
237,3,8:53.0,P. Gasol makes 2-pt layup from 2 ft,,45,54
238,3,8:38.0,,R. Lopez makes 2-pt jump shot from 21 ft (assist by J. Butler),45,56
239,3,8:24.0,Personal foul by R. Rondo (drawn by T. Parker),,45,56
240,3,8:08.0,D. Green misses 3-pt jump shot from 27 ft,,45,56
241,3,8:06.0,,Defensive rebound by T. Gibson,45,56
242,3,8:02.0,,Shooting foul by D. Green (drawn by D. Wade),45,56
243,3,8:02.0,,D. Wade makes free throw 1 of 2,45,57
244,3,8:02.0,,D. Wade makes free throw 2 of 2,45,58
245,3,7:45.0,L. Aldridge misses 2-pt hook shot from 8 ft,,45,58
246,3,7:45.0,,Defensive rebound by R. Rondo,45,58
247,3,7:39.0,,Turnover by R. Rondo (bad pass; steal by K. Leonard),45,58
248,3,7:29.0,T. Parker makes 2-pt jump shot from 19 ft,,47,58
249,3,7:13.0,,R. Lopez misses 2-pt jump shot from 17 ft,47,58
250,3,7:12.0,Defensive rebound by T. Parker,,47,58
251,3,7:01.0,P. Gasol misses 3-pt jump shot from 23 ft,,47,58
252,3,7:00.0,,Defensive rebound by R. Rondo,47,58
253,3,6:54.0,,J. Butler makes 2-pt jump shot from 7 ft (assist by R. Rondo),47,60
254,3,6:54.0,San Antonio full timeout,,47,60
255,3,6:54.0,D. Dedmon enters the game for P. Gasol,,47,60
256,3,6:54.0,,D. McDermott enters the game for D. Wade,47,60
257,3,6:36.0,L. Aldridge misses 2-pt hook shot from 6 ft,,47,60
258,3,6:35.0,Offensive rebound by K. Leonard,,47,60
259,3,6:35.0,K. Leonard misses 2-pt layup from 1 ft,,47,60
260,3,6:34.0,,Defensive rebound by J. Butler,47,60
261,3,6:28.0,,D. McDermott misses 2-pt layup from 3 ft (block by D. Dedmon),47,60
262,3,6:26.0,,Offensive rebound by D. McDermott,47,60
263,3,6:23.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by D. McDermott),47,63
264,3,6:07.0,T. Parker misses 2-pt jump shot from 19 ft,,47,63
265,3,6:06.0,,Defensive rebound by J. Butler,47,63
266,3,6:00.0,,Shooting foul by K. Leonard (drawn by J. Butler),47,63
267,3,6:00.0,,J. Butler makes free throw 1 of 2,47,64
268,3,6:00.0,M. Ginóbili enters the game for D. Green,,47,64
269,3,6:00.0,P. Mills enters the game for T. Parker,,47,64
270,3,6:00.0,,J. Butler makes free throw 2 of 2,47,65
271,3,5:48.0,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),,49,65
272,3,5:33.0,,Personal foul by K. Leonard (drawn by J. Butler),49,65
273,3,5:22.0,,R. Rondo misses 3-pt jump shot from 26 ft,49,65
274,3,5:21.0,Defensive rebound by D. Dedmon,,49,65
275,3,5:15.0,Turnover by L. Aldridge (lost ball),,49,65
276,3,5:07.0,D. Lee enters the game for L. Aldridge,,49,65
277,3,5:07.0,,N. Mirotić enters the game for T. Gibson,49,65
278,3,4:58.0,,J. Butler misses 3-pt jump shot from 25 ft,49,65
279,3,4:57.0,Defensive rebound by D. Lee,,49,65
280,3,4:47.0,Turnover by D. Lee (bad pass),,49,65
281,3,4:25.0,,N. Mirotić misses 3-pt jump shot from 26 ft,49,65
282,3,4:23.0,Defensive rebound by M. Ginóbili,,49,65
283,3,4:18.0,Personal foul by R. Rondo (drawn by M. Ginóbili),,49,65
284,3,4:11.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lee),,52,65
285,3,3:54.0,,Shooting foul by D. Dedmon (drawn by J. Butler),52,65
286,3,3:54.0,,J. Butler makes free throw 1 of 2,52,66
287,3,3:54.0,,I. Canaan enters the game for R. Rondo,52,66
288,3,3:54.0,,J. Butler makes free throw 2 of 2,52,67
289,3,3:36.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),,55,67
290,3,3:35.0,Violation by Team (jump ball),,55,67
291,3,3:21.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. McDermott),55,70
292,3,3:03.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,55,70
293,3,3:02.0,Offensive rebound by D. Dedmon,,55,70
294,3,2:46.0,P. Mills misses 3-pt jump shot from 26 ft,,55,70
295,3,2:45.0,,Defensive rebound by N. Mirotić,55,70
296,3,2:31.0,,J. Butler misses 2-pt jump shot from 11 ft,55,70
297,3,2:30.0,Defensive rebound by D. Dedmon,,55,70
298,3,2:20.0,D. Lee makes 2-pt jump shot from 8 ft,,57,70
299,3,2:19.0,,Chicago full timeout,57,70
300,3,2:19.0,,C. Felício enters the game for J. Butler,57,70
301,3,2:19.0,,D. Wade enters the game for R. Lopez,57,70
302,3,2:19.0,J. Simmons enters the game for K. Leonard,,57,70
303,3,2:01.0,,N. Mirotić misses 3-pt jump shot from 25 ft,57,70
304,3,2:00.0,Defensive rebound by M. Ginóbili,,57,70
305,3,1:49.0,Turnover by P. Mills (bad pass; steal by D. Wade),,57,70
306,3,1:48.0,,Shooting foul by D. Lee (drawn by D. Wade),57,70
307,3,1:48.0,,D. Wade misses free throw 1 of 2,57,70
308,3,1:48.0,,Offensive rebound by Team,57,70
309,3,1:48.0,,D. Wade misses free throw 2 of 2,57,70
310,3,1:46.0,Defensive rebound by D. Dedmon,,57,70
311,3,1:31.0,P. Mills makes 2-pt layup from 1 ft (assist by D. Lee),,59,70
312,3,1:21.0,,Offensive foul by I. Canaan (drawn by P. Mills),59,70
313,3,1:21.0,,Turnover by I. Canaan (offensive foul),59,70
314,3,1:12.0,Shooting foul by C. Felício (drawn by D. Lee),,59,70
315,3,1:12.0,D. Lee misses free throw 1 of 2,,59,70
316,3,1:12.0,Offensive rebound by Team,,59,70
317,3,1:12.0,D. Lee makes free throw 2 of 2,,60,70
318,3,0:57.0,,D. Wade misses 3-pt jump shot from 24 ft,60,70
319,3,0:56.0,Defensive rebound by D. Dedmon,,60,70
320,3,0:49.0,P. Mills makes 3-pt jump shot from 25 ft,,63,70
321,3,0:40.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Wade),63,72
322,3,0:34.0,M. Ginóbili misses 2-pt jump shot from 6 ft (block by D. Wade),,63,72
323,3,0:33.0,Offensive rebound by Team,,63,72
324,3,0:25.0,D. Lee misses 2-pt jump shot from 6 ft,,63,72
325,3,0:23.0,,Defensive rebound by N. Mirotić,63,72
326,3,0:01.0,,I. Canaan misses 2-pt jump shot from 15 ft,63,72
327,3,0:00.0,,Offensive rebound by C. Felício,63,72
328,3,0:00.0,,C. Felício misses 2-pt layup from 2 ft,63,72
329,3,0:00.0,Defensive rebound by Team,,63,72
330,4,11:34.0,,D. Wade misses 3-pt jump shot from 26 ft,63,72
331,4,11:34.0,,Offensive rebound by Team,63,72
332,4,11:34.0,P. Gasol enters the game for D. Dedmon,,63,72
333,4,11:25.0,,Turnover by N. Mirotić (traveling),63,72
334,4,11:18.0,Personal foul by N. Mirotić,,63,72
335,4,11:06.0,P. Mills makes 3-pt jump shot from 25 ft (assist by P. Gasol),,66,72
336,4,10:45.0,,D. McDermott misses 3-pt jump shot from 26 ft,66,72
337,4,10:44.0,,Offensive rebound by C. Felício,66,72
338,4,10:44.0,,C. Felício makes 2-pt dunk at rim,66,74
339,4,10:33.0,P. Mills misses 2-pt layup from 2 ft,,66,74
340,4,10:32.0,,Defensive rebound by R. Rondo,66,74
341,4,10:28.0,,Turnover by D. Wade (lost ball; steal by J. Simmons),66,74
342,4,10:21.0,J. Simmons misses 2-pt layup from 2 ft,,66,74
343,4,10:20.0,,Defensive rebound by R. Rondo,66,74
344,4,10:18.0,,Turnover by R. Rondo (bad pass),66,74
345,4,10:18.0,K. Leonard enters the game for M. Ginóbili,,66,74
346,4,10:18.0,,J. Butler enters the game for D. McDermott,66,74
347,4,10:03.0,Turnover by P. Gasol (lost ball; steal by N. Mirotić),,66,74
348,4,9:42.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Butler),66,76
349,4,9:23.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by P. Gasol),,68,76
350,4,9:01.0,Offensive charge foul by D. Wade (drawn by J. Simmons),,68,76
351,4,9:01.0,,Turnover by D. Wade (offensive foul),68,76
352,4,8:48.0,K. Leonard misses 2-pt jump shot from 15 ft,,68,76
353,4,8:47.0,,Defensive rebound by J. Butler,68,76
354,4,8:40.0,,R. Rondo makes 2-pt jump shot from 18 ft (assist by J. Butler),68,78
355,4,8:38.0,San Antonio full timeout,,68,78
356,4,8:38.0,T. Parker enters the game for P. Mills,,68,78
357,4,8:14.0,J. Simmons misses 3-pt jump shot from 25 ft,,68,78
358,4,8:13.0,,Defensive rebound by D. Wade,68,78
359,4,8:04.0,,D. Wade makes 2-pt jump shot from 6 ft,68,80
360,4,7:52.0,K. Leonard makes 2-pt jump shot from 8 ft,,70,80
361,4,7:52.0,Shooting foul by J. Butler (drawn by K. Leonard),,70,80
362,4,7:52.0,K. Leonard makes free throw 1 of 1,,71,80
363,4,7:41.0,,C. Felício misses 2-pt layup from 1 ft,71,80
364,4,7:39.0,Defensive rebound by K. Leonard,,71,80
365,4,7:36.0,K. Leonard makes 2-pt jump shot from 12 ft,,73,80
366,4,7:36.0,Shooting foul by N. Mirotić (drawn by K. Leonard),,73,80
367,4,7:36.0,K. Leonard makes free throw 1 of 1,,74,80
368,4,7:23.0,,R. Rondo makes 2-pt jump shot from 21 ft,74,82
369,4,6:59.0,Turnover by T. Parker (lost ball; steal by N. Mirotić),,74,82
370,4,6:54.0,,J. Butler makes 2-pt layup from 3 ft (assist by R. Rondo),74,84
371,4,6:35.0,T. Parker makes 2-pt jump shot from 17 ft,,76,84
372,4,6:17.0,,R. Rondo misses 2-pt layup from 1 ft (block by D. Lee),76,84
373,4,6:16.0,Defensive rebound by P. Gasol,,76,84
374,4,6:09.0,T. Parker misses 2-pt layup from 3 ft,,76,84
375,4,6:08.0,Offensive rebound by D. Lee,,76,84
376,4,6:08.0,D. Lee makes 2-pt layup from 1 ft,,78,84
377,4,6:08.0,,Chicago full timeout,78,84
378,4,6:08.0,D. Green enters the game for D. Lee,,78,84
379,4,6:08.0,L. Aldridge enters the game for J. Simmons,,78,84
380,4,6:08.0,,D. McDermott enters the game for D. Wade,78,84
381,4,6:08.0,,R. Lopez enters the game for N. Mirotić,78,84
382,4,6:08.0,,T. Gibson enters the game for C. Felício,78,84
383,4,5:55.0,,R. Rondo misses 2-pt jump shot from 5 ft,78,84
384,4,5:54.0,,Offensive rebound by R. Rondo,78,84
385,4,5:49.0,,R. Lopez misses 2-pt hook shot from 8 ft,78,84
