,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
379,4,3:38.0,,W. Matthews misses free throw 1 of 2,85,77
380,4,3:38.0,,Offensive rebound by Team,85,77
381,4,3:38.0,,W. Matthews misses free throw 2 of 2,85,77
382,4,3:38.0,,D. Nowitzki enters the game for N. Noel,85,77
383,4,3:37.0,Defensive rebound by P. Tucker,,85,77
384,4,3:21.0,D. DeRozan makes 2-pt jump shot from 14 ft,,87,77
385,4,3:02.0,,W. Matthews misses 3-pt jump shot from 25 ft,87,77
386,4,3:01.0,Defensive rebound by S. Ibaka,,87,77
387,4,2:41.0,S. Ibaka misses 2-pt layup from 3 ft,,87,77
388,4,2:41.0,,Defensive rebound by H. Barnes,87,77
389,4,2:31.0,,Y. Ferrell misses 3-pt jump shot from 23 ft,87,77
390,4,2:30.0,Defensive rebound by P. Patterson,,87,77
391,4,2:11.0,P. Tucker misses 3-pt jump shot from 24 ft,,87,77
392,4,2:11.0,,Defensive rebound by W. Matthews,87,77
393,4,2:05.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by W. Matthews),87,79
394,4,2:05.0,,Shooting foul by C. Joseph (drawn by S. Curry),87,79
395,4,2:05.0,,S. Curry makes free throw 1 of 1,87,80
396,4,2:05.0,Toronto full timeout,,87,80
397,4,1:46.0,S. Ibaka makes 2-pt layup from 1 ft (assist by P. Tucker),,89,80
398,4,1:34.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),89,83
399,4,1:13.0,S. Ibaka misses 2-pt jump shot from 10 ft,,89,83
400,4,1:12.0,Offensive rebound by P. Patterson,,89,83
401,4,0:59.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),,92,83
402,4,0:59.0,,Dallas full timeout,92,83
403,4,0:59.0,,Technical foul by Team,92,83
404,4,0:59.0,Technical foul by P. Patterson,,92,83
405,4,0:53.0,,H. Barnes misses 2-pt jump shot from 19 ft,92,83
406,4,0:52.0,Defensive rebound by C. Joseph,,92,83
407,4,0:34.0,Personal foul by W. Matthews (drawn by D. DeRozan),,92,83
408,4,0:34.0,,D. Powell enters the game for D. Nowitzki,92,83
409,4,0:34.0,,D. Finney-Smith enters the game for W. Matthews,92,83
410,4,0:18.0,C. Joseph makes 2-pt jump shot from 10 ft,,94,83
411,4,0:12.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,94,83
412,4,0:10.0,,Offensive rebound by D. Powell,94,83
413,4,0:08.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by H. Barnes),94,86
