,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
119,2,8:04.0,Defensive rebound by J. Henson,,30,39
120,2,7:50.0,Turnover by J. Henson (bad pass; steal by C. Aldrich),,30,39
121,2,7:46.0,,S. Muhammad makes 2-pt dunk at rim (assist by K. Dunn),30,41
122,2,7:21.0,Turnover by M. Brogdon (traveling),,30,41
123,2,7:21.0,,G. Dieng enters the game for C. Aldrich,30,41
124,2,7:08.0,,Offensive foul by K. Towns (drawn by J. Henson),30,41
125,2,7:08.0,,Turnover by K. Towns (offensive foul),30,41
126,2,6:54.0,Shooting foul by K. Dunn (drawn by J. Henson),,30,41
127,2,6:54.0,J. Henson misses free throw 1 of 2,,30,41
128,2,6:54.0,Offensive rebound by Team,,30,41
129,2,6:54.0,J. Henson misses free throw 2 of 2,,30,41
130,2,6:54.0,,Defensive rebound by K. Towns,30,41
131,2,6:54.0,G. Antetokounmpo enters the game for M. Beasley,,30,41
132,2,6:54.0,T. Snell enters the game for M. Brogdon,,30,41
133,2,6:46.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Dunn),30,44
134,2,6:44.0,Milwaukee full timeout,,30,44
135,2,6:44.0,,A. Wiggins enters the game for S. Muhammad,30,44
136,2,6:31.0,J. Parker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,33,44
137,2,6:17.0,,Personal foul by J. Henson (drawn by K. Towns),33,44
138,2,6:08.0,,Turnover by K. Towns (lost ball),33,44
139,2,5:54.0,T. Snell makes 3-pt jump shot from 23 ft (assist by J. Henson),,36,44
140,2,5:29.0,,Turnover by A. Wiggins (bad pass; steal by J. Parker),36,44
141,2,5:25.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Parker),,38,44
142,2,5:16.0,,Minnesota full timeout,38,44
143,2,5:16.0,,R. Rubio enters the game for K. Dunn,38,44
144,2,5:01.0,,Turnover by Z. LaVine (lost ball),38,44
145,2,4:43.0,T. Snell misses 2-pt layup from 2 ft,,38,44
146,2,4:42.0,,Defensive rebound by A. Wiggins,38,44
147,2,4:30.0,,A. Wiggins makes 2-pt layup from 1 ft,38,46
148,2,4:16.0,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),,40,46
149,2,3:51.0,,Personal foul by T. Snell (drawn by R. Rubio),40,46
150,2,3:43.0,,A. Wiggins misses 2-pt jump shot from 16 ft,40,46
151,2,3:40.0,,Offensive rebound by K. Towns,40,46
152,2,3:36.0,,K. Towns misses 2-pt layup from 1 ft (block by J. Henson),40,46
153,2,3:34.0,Defensive rebound by J. Parker,,40,46
154,2,3:30.0,Personal foul by R. Rubio (drawn by J. Parker),,40,46
155,2,3:30.0,M. Brogdon enters the game for M. Teletović,,40,46
156,2,3:25.0,M. Brogdon misses 3-pt jump shot from 24 ft,,40,46
157,2,3:23.0,,Defensive rebound by K. Towns,40,46
158,2,3:03.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by A. Wiggins),40,48
159,2,2:42.0,G. Antetokounmpo makes 2-pt layup at rim,,42,48
160,2,2:34.0,,Personal foul by T. Snell (drawn by G. Dieng),42,48
161,2,2:34.0,,Minnesota full timeout,42,48
162,2,2:28.0,,Personal foul by J. Parker (drawn by K. Towns),42,48
163,2,2:21.0,,Shooting foul by J. Henson (drawn by A. Wiggins),42,48
164,2,2:21.0,,A. Wiggins makes free throw 1 of 2,42,49
165,2,2:21.0,,A. Wiggins misses free throw 2 of 2,42,49
166,2,2:21.0,Defensive rebound by G. Monroe,,42,49
167,2,2:21.0,G. Monroe enters the game for J. Henson,,42,49
168,2,2:04.0,T. Snell makes 2-pt dunk at rim,,44,49
169,2,2:04.0,Shooting foul by Z. LaVine (drawn by T. Snell),,44,49
170,2,2:04.0,T. Snell misses free throw 1 of 1,,44,49
171,2,2:04.0,,Defensive rebound by K. Towns,44,49
172,2,1:38.0,,K. Towns misses 2-pt jump shot from 18 ft,44,49
173,2,1:36.0,Defensive rebound by G. Antetokounmpo,,44,49
174,2,1:29.0,Turnover by J. Parker (lost ball; steal by R. Rubio),,44,49
175,2,1:23.0,,A. Wiggins makes 2-pt jump shot from 4 ft,44,51
176,2,1:08.0,Turnover by G. Antetokounmpo (lost ball),,44,51
177,2,0:51.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),44,53
178,2,0:41.0,J. Parker misses 2-pt jump shot from 7 ft,,44,53
179,2,0:39.0,Offensive rebound by J. Parker,,44,53
180,2,0:39.0,J. Parker makes 2-pt dunk from 7 ft,,46,53
181,2,0:32.0,,G. Dieng makes 2-pt layup from 1 ft (assist by Z. LaVine),46,55
182,2,0:27.0,Shooting block foul by G. Dieng (drawn by G. Antetokounmpo),,46,55
183,2,0:27.0,G. Antetokounmpo makes free throw 1 of 2,,47,55
184,2,0:27.0,J. Terry enters the game for T. Snell,,47,55
185,2,0:27.0,G. Antetokounmpo makes free throw 2 of 2,,48,55
186,2,0:05.0,,R. Rubio misses 3-pt jump shot from 23 ft,48,55
187,2,0:02.0,,Offensive rebound by Team,48,55
188,3,11:43.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,48,55
189,3,11:42.0,,Defensive rebound by K. Towns,48,55
190,3,11:27.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by G. Dieng),48,57
191,3,11:07.0,J. Henson misses 2-pt jump shot from 9 ft (block by G. Dieng),,48,57
192,3,11:05.0,,Defensive rebound by K. Towns,48,57
193,3,10:45.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by G. Dieng),48,60
194,3,10:28.0,J. Parker misses 3-pt jump shot from 25 ft,,48,60
195,3,10:26.0,Offensive rebound by J. Henson,,48,60
196,3,10:12.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by J. Parker),,51,60
197,3,9:50.0,,A. Wiggins misses 3-pt jump shot from 26 ft,51,60
198,3,9:49.0,Defensive rebound by M. Brogdon,,51,60
199,3,9:41.0,J. Parker makes 2-pt layup from 1 ft (assist by M. Brogdon),,53,60
200,3,9:21.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by A. Wiggins),53,63
201,3,9:02.0,T. Snell misses 3-pt jump shot from 23 ft,,53,63
202,3,9:00.0,,Defensive rebound by K. Towns,53,63
203,3,8:46.0,,A. Wiggins misses 3-pt jump shot from 25 ft,53,63
204,3,8:44.0,Defensive rebound by G. Antetokounmpo,,53,63
205,3,8:27.0,M. Brogdon misses 2-pt layup from 2 ft,,53,63
206,3,8:25.0,Offensive rebound by J. Parker,,53,63
207,3,8:25.0,J. Parker makes 2-pt dunk at rim,,55,63
208,3,8:06.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by Z. LaVine),55,66
209,3,7:47.0,M. Brogdon misses 2-pt jump shot from 11 ft,,55,66
210,3,7:45.0,,Defensive rebound by A. Wiggins,55,66
211,3,7:35.0,,K. Towns makes 2-pt layup at rim (assist by A. Wiggins),55,68
212,3,7:08.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft,,57,68
213,3,6:47.0,,Shooting foul by G. Antetokounmpo (drawn by A. Wiggins),57,68
214,3,6:47.0,,A. Wiggins misses free throw 1 of 2,57,68
215,3,6:47.0,,Offensive rebound by Team,57,68
216,3,6:47.0,,A. Wiggins makes free throw 2 of 2,57,69
217,3,6:37.0,Shooting foul by K. Towns (drawn by J. Parker),,57,69
218,3,6:37.0,J. Parker misses free throw 1 of 2,,57,69
219,3,6:37.0,Offensive rebound by Team,,57,69
220,3,6:37.0,J. Parker makes free throw 2 of 2,,58,69
221,3,6:31.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),58,71
222,3,6:30.0,Milwaukee full timeout,,58,71
223,3,6:14.0,J. Parker misses 3-pt jump shot from 25 ft,,58,71
224,3,6:11.0,Offensive rebound by M. Brogdon,,58,71
225,3,6:09.0,M. Brogdon makes 2-pt layup from 1 ft,,60,71
226,3,5:42.0,,G. Dieng misses 2-pt jump shot from 16 ft,60,71
227,3,5:41.0,Defensive rebound by G. Antetokounmpo,,60,71
228,3,5:30.0,Turnover by G. Antetokounmpo (bad pass; steal by G. Dieng),,60,71
229,3,5:27.0,,Z. LaVine misses 2-pt layup from 2 ft (block by G. Antetokounmpo),60,71
230,3,5:26.0,,Offensive rebound by Team,60,71
231,3,5:26.0,G. Monroe enters the game for J. Henson,,60,71
232,3,5:26.0,J. Terry enters the game for M. Brogdon,,60,71
233,3,5:13.0,,K. Towns misses 3-pt jump shot from 25 ft,60,71
234,3,5:12.0,Defensive rebound by J. Terry,,60,71
235,3,5:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),,62,71
236,3,4:48.0,,K. Towns makes 2-pt hook shot at rim (assist by R. Rubio),62,73
237,3,4:26.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Wiggins),,62,73
238,3,4:21.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by A. Wiggins),62,75
239,3,3:53.0,,Violation by K. Towns (def goaltending),62,75
240,3,3:53.0,G. Monroe makes 2-pt hook shot from 6 ft (assist by G. Antetokounmpo),,64,75
241,3,3:35.0,Violation by G. Monroe (kicked ball),,64,75
242,3,3:35.0,,S. Muhammad enters the game for Z. LaVine,64,75
243,3,3:35.0,M. Beasley enters the game for J. Parker,,64,75
244,3,3:22.0,,S. Muhammad makes 3-pt jump shot from 25 ft (assist by R. Rubio),64,78
245,3,3:11.0,Personal block foul by A. Wiggins (drawn by G. Antetokounmpo),,64,78
246,3,3:03.0,G. Monroe makes 2-pt layup from 1 ft,,66,78
247,3,2:45.0,,R. Rubio misses 3-pt jump shot from 24 ft,66,78
248,3,2:44.0,,Offensive rebound by K. Towns,66,78
249,3,2:36.0,,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),66,80
250,3,2:10.0,M. Beasley misses 2-pt jump shot from 5 ft (block by K. Towns),,66,80
251,3,2:09.0,,Defensive rebound by K. Towns,66,80
252,3,2:03.0,,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),66,82
253,3,1:46.0,T. Snell misses 3-pt jump shot from 24 ft,,66,82
254,3,1:45.0,,Defensive rebound by K. Towns,66,82
255,3,1:42.0,,Turnover by R. Rubio (bad pass; steal by G. Antetokounmpo),66,82
256,3,1:34.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,66,82
257,3,1:33.0,,Defensive rebound by G. Dieng,66,82
258,3,1:26.0,,Shooting foul by M. Beasley (drawn by K. Towns),66,82
259,3,1:26.0,,Minnesota full timeout,66,82
260,3,1:26.0,,K. Towns misses free throw 1 of 2,66,82
261,3,1:26.0,,Offensive rebound by Team,66,82
262,3,1:26.0,,K. Dunn enters the game for R. Rubio,66,82
263,3,1:26.0,M. Brogdon enters the game for T. Snell,,66,82
264,3,1:26.0,M. Teletović enters the game for G. Monroe,,66,82
265,3,1:26.0,,K. Towns makes free throw 2 of 2,66,83
266,3,1:11.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Terry),,69,83
267,3,0:50.0,,Shooting foul by M. Beasley (drawn by A. Wiggins),69,83
268,3,0:50.0,,A. Wiggins makes free throw 1 of 2,69,84
269,3,0:50.0,,N. Bjelica enters the game for K. Towns,69,84
270,3,0:50.0,,A. Wiggins makes free throw 2 of 2,69,85
271,3,0:39.0,Turnover by M. Beasley (lost ball),,69,85
272,3,0:23.0,,S. Muhammad misses 2-pt jump shot from 8 ft (block by M. Teletović),69,85
273,3,0:21.0,Defensive rebound by M. Beasley,,69,85
274,3,0:19.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Beasley),,71,85
275,3,0:02.0,,A. Wiggins misses 2-pt jump shot from 19 ft,71,85
276,3,0:01.0,,Offensive rebound by G. Dieng,71,85
277,3,0:01.0,,G. Dieng misses 2-pt layup from 1 ft,71,85
278,3,0:00.0,Defensive rebound by G. Antetokounmpo,,71,85
279,4,11:36.0,,N. Bjelica misses 2-pt jump shot from 8 ft,71,85
280,4,11:35.0,Defensive rebound by J. Parker,,71,85
281,4,11:18.0,M. Teletović misses 3-pt jump shot from 25 ft,,71,85
282,4,11:17.0,,Defensive rebound by K. Dunn,71,85
283,4,11:08.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),71,88
284,4,10:50.0,M. Beasley misses 2-pt jump shot from 16 ft,,71,88
285,4,10:49.0,,Defensive rebound by Z. LaVine,71,88
286,4,10:40.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by Z. LaVine),71,90
287,4,10:23.0,M. Beasley makes 2-pt layup from 1 ft,,73,90
288,4,10:07.0,,S. Muhammad makes 2-pt jump shot from 8 ft,73,92
289,4,9:48.0,M. Brogdon makes 2-pt layup from 2 ft,,75,92
290,4,9:39.0,,S. Muhammad misses 2-pt layup at rim,75,92
291,4,9:38.0,Defensive rebound by M. Brogdon,,75,92
292,4,9:28.0,Shooting foul by K. Dunn (drawn by M. Beasley),,75,92
293,4,9:28.0,M. Beasley makes free throw 1 of 2,,76,92
294,4,9:28.0,M. Beasley makes free throw 2 of 2,,77,92
295,4,9:21.0,,Turnover by S. Muhammad (bad pass),77,92
296,4,9:21.0,T. Maker enters the game for M. Beasley,,77,92
297,4,9:21.0,,K. Towns enters the game for G. Dieng,77,92
298,4,9:10.0,T. Maker misses 2-pt jump shot from 14 ft,,77,92
299,4,9:09.0,Offensive rebound by J. Parker,,77,92
300,4,9:08.0,J. Parker makes 2-pt layup at rim,,79,92
301,4,8:50.0,,S. Muhammad misses 3-pt jump shot from 25 ft,79,92
302,4,8:49.0,,Offensive rebound by Team,79,92
303,4,8:49.0,,Minnesota full timeout,79,92
304,4,8:49.0,,R. Rubio enters the game for K. Dunn,79,92
305,4,8:46.0,,Shooting foul by M. Teletović (drawn by K. Towns),79,92
306,4,8:46.0,,K. Towns misses free throw 1 of 2,79,92
307,4,8:46.0,,Offensive rebound by Team,79,92
308,4,8:46.0,,K. Towns makes free throw 2 of 2,79,93
309,4,8:27.0,Turnover by M. Brogdon (lost ball; steal by R. Rubio),,79,93
310,4,8:23.0,,S. Muhammad misses 2-pt layup from 1 ft,79,93
311,4,8:22.0,Defensive rebound by M. Teletović,,79,93
312,4,8:21.0,Personal foul by R. Rubio (drawn by M. Teletović),,79,93
313,4,8:21.0,,A. Wiggins enters the game for S. Muhammad,79,93
314,4,8:04.0,Turnover by M. Teletović (lost ball; steal by R. Rubio),,79,93
315,4,7:59.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),79,95
316,4,7:38.0,J. Terry makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,82,95
317,4,7:16.0,,Z. LaVine misses 2-pt jump shot from 21 ft,82,95
318,4,7:15.0,Defensive rebound by M. Teletović,,82,95
319,4,7:08.0,J. Parker makes 2-pt layup from 1 ft,,84,95
320,4,6:47.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by K. Towns),84,98
321,4,6:35.0,Shooting foul by N. Bjelica (drawn by M. Teletović),,84,98
322,4,6:35.0,M. Teletović makes free throw 1 of 2,,85,98
323,4,6:35.0,G. Antetokounmpo enters the game for T. Maker,,85,98
324,4,6:35.0,M. Teletović makes free throw 2 of 2,,86,98
325,4,6:11.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by R. Rubio),86,101
326,4,6:04.0,Personal foul by Z. LaVine (drawn by M. Brogdon),,86,101
327,4,5:53.0,,Minnesota full timeout,86,101
328,4,5:46.0,J. Parker misses 2-pt layup from 1 ft,,86,101
329,4,5:46.0,Offensive rebound by G. Antetokounmpo,,86,101
330,4,5:46.0,Shooting foul by N. Bjelica (drawn by G. Antetokounmpo),,86,101
331,4,5:46.0,G. Antetokounmpo misses free throw 1 of 2,,86,101
332,4,5:46.0,Offensive rebound by Team,,86,101
333,4,5:46.0,G. Antetokounmpo makes free throw 2 of 2,,87,101
334,4,5:29.0,,A. Wiggins misses 2-pt layup from 1 ft,87,101
335,4,5:27.0,,Offensive rebound by K. Towns,87,101
336,4,5:27.0,,K. Towns makes 2-pt dunk at rim,87,103
337,4,5:07.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,89,103
338,4,4:52.0,,Personal foul by J. Parker (drawn by A. Wiggins),89,103
339,4,4:42.0,,Z. LaVine misses 3-pt jump shot from 22 ft,89,103
340,4,4:40.0,,Offensive rebound by A. Wiggins,89,103
341,4,4:39.0,,A. Wiggins makes 2-pt dunk at rim,89,105
342,4,4:26.0,M. Brogdon misses 2-pt layup from 1 ft,,89,105
343,4,4:24.0,Offensive rebound by G. Antetokounmpo,,89,105
344,4,4:24.0,G. Antetokounmpo makes 2-pt dunk at rim,,91,105
345,4,3:58.0,,N. Bjelica makes 2-pt jump shot from 10 ft,91,107
346,4,3:35.0,G. Antetokounmpo makes 2-pt jump shot from 16 ft,,93,107
347,4,3:16.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),93,109
348,4,2:56.0,Shooting foul by K. Towns (drawn by J. Parker),,93,109
349,4,2:56.0,Milwaukee full timeout,,93,109
350,4,2:56.0,J. Parker misses free throw 1 of 2,,93,109
351,4,2:56.0,Offensive rebound by Team,,93,109
352,4,2:56.0,M. Beasley enters the game for G. Antetokounmpo,,93,109
353,4,2:56.0,T. Maker enters the game for J. Terry,,93,109
354,4,2:56.0,M. Plumlee enters the game for M. Teletović,,93,109
355,4,2:56.0,J. Parker makes free throw 2 of 2,,94,109
356,4,2:54.0,,Personal take foul by J. Parker (drawn by A. Wiggins),94,109
357,4,2:54.0,S. Novak enters the game for J. Parker,,94,109
358,4,2:40.0,,A. Wiggins misses 2-pt layup from 3 ft (block by M. Plumlee),94,109
359,4,2:36.0,Defensive rebound by M. Brogdon,,94,109
360,4,2:34.0,Offensive foul by M. Plumlee (drawn by R. Rubio),,94,109
361,4,2:34.0,Turnover by M. Plumlee (offensive foul),,94,109
362,4,2:20.0,,A. Wiggins makes 2-pt layup from 2 ft,94,111
363,4,2:20.0,,Shooting foul by T. Maker (drawn by A. Wiggins),94,111
364,4,2:20.0,,A. Wiggins makes free throw 1 of 1,94,112
365,4,1:57.0,S. Novak makes 3-pt jump shot from 22 ft (assist by M. Beasley),,97,112
366,4,1:41.0,,Shooting foul by M. Brogdon (drawn by A. Wiggins),97,112
367,4,1:41.0,,A. Wiggins makes free throw 1 of 2,97,113
368,4,1:41.0,,A. Wiggins makes free throw 2 of 2,97,114
369,4,1:23.0,M. Beasley misses 2-pt hook shot from 5 ft,,97,114
370,4,1:22.0,,Defensive rebound by A. Wiggins,97,114
371,4,1:00.0,,N. Bjelica misses 3-pt jump shot from 25 ft,97,114
372,4,0:58.0,,Offensive rebound by R. Rubio,97,114
373,4,0:37.0,,N. Bjelica makes 2-pt layup from 1 ft (assist by R. Rubio),97,116
