,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
56,1,4:00.0,D. Powell makes free throw 1 of 2,,14,23
57,1,4:00.0,D. Powell makes free throw 2 of 2,,15,23
58,1,3:50.0,,A. Wiggins misses 2-pt jump shot from 9 ft,15,23
59,1,3:49.0,Defensive rebound by Team,,15,23
60,1,3:49.0,,Loose ball foul by N. Bjelica (drawn by D. Harris),15,23
61,1,3:34.0,Turnover by D. Finney-Smith (bad pass; steal by K. Towns),,15,23
62,1,3:15.0,,R. Rubio misses 3-pt jump shot from 25 ft,15,23
63,1,3:13.0,Defensive rebound by D. Harris,,15,23
64,1,3:10.0,Turnover by D. Harris (bad pass; steal by N. Bjelica),,15,23
65,1,3:05.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),15,25
66,1,2:54.0,D. Powell misses 2-pt layup from 1 ft,,15,25
67,1,2:53.0,,Defensive rebound by R. Rubio,15,25
68,1,2:35.0,,A. Wiggins misses 3-pt jump shot from 22 ft,15,25
69,1,2:34.0,Defensive rebound by D. Nowitzki,,15,25
70,1,2:20.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),,17,25
71,1,1:58.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),17,27
72,1,1:58.0,,Shooting foul by D. Finney-Smith (drawn by A. Wiggins),17,27
73,1,1:58.0,,Minnesota full timeout,17,27
74,1,1:58.0,J. Anderson enters the game for D. Finney-Smith,,17,27
75,1,1:58.0,,K. Dunn enters the game for R. Rubio,17,27
76,1,1:58.0,,A. Wiggins makes free throw 1 of 1,17,28
77,1,1:44.0,D. Harris misses 2-pt layup from 2 ft,,17,28
78,1,1:43.0,,Defensive rebound by K. Dunn,17,28
79,1,1:25.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by K. Towns),17,31
80,1,1:17.0,D. Harris makes 2-pt layup from 2 ft (assist by D. Nowitzki),,19,31
81,1,1:07.0,,K. Towns misses 2-pt jump shot from 20 ft,19,31
82,1,1:06.0,Defensive rebound by J. Barea,,19,31
83,1,0:53.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,19,31
84,1,0:50.0,,Defensive rebound by K. Towns,19,31
85,1,0:41.0,,N. Bjelica misses 3-pt jump shot from 25 ft,19,31
86,1,0:39.0,Defensive rebound by J. Barea,,19,31
87,1,0:29.0,J. Barea misses 2-pt jump shot from 7 ft,,19,31
88,1,0:28.0,,Defensive rebound by N. Bjelica,19,31
89,1,0:08.0,,A. Wiggins makes 2-pt jump shot from 20 ft,19,33
90,1,0:00.0,J. Anderson misses 3-pt jump shot from 22 ft,,19,33
91,1,0:00.0,Offensive rebound by Team,,19,33
92,2,11:45.0,,Z. LaVine misses 3-pt jump shot from 24 ft,19,33
93,2,11:44.0,,Offensive rebound by C. Aldrich,19,33
94,2,11:38.0,,Turnover by C. Aldrich (lost ball),19,33
95,2,11:27.0,J. Anderson makes 2-pt layup from 2 ft (assist by J. Barea),,21,33
96,2,11:07.0,,K. Dunn makes 2-pt jump shot from 19 ft (assist by Z. LaVine),21,35
97,2,10:47.0,Turnover by J. Barea (lost ball; steal by K. Dunn),,21,35
98,2,10:45.0,,Flagrant foul type 1 by J. Anderson (drawn by K. Dunn),21,35
99,2,10:45.0,,K. Dunn misses flagrant free throw 1 of 2,21,35
100,2,10:45.0,,Offensive rebound by Team,21,35
101,2,10:45.0,S. Mejri enters the game for D. Powell,,21,35
102,2,10:45.0,,K. Dunn makes flagrant free throw 2 of 2,21,36
103,2,10:27.0,,S. Muhammad misses 2-pt jump shot from 19 ft,21,36
104,2,10:26.0,Defensive rebound by D. Nowitzki,,21,36
105,2,10:18.0,Personal foul by S. Muhammad (drawn by D. Harris),,21,36
106,2,10:06.0,J. Barea misses 3-pt jump shot from 25 ft,,21,36
107,2,10:05.0,,Defensive rebound by C. Aldrich,21,36
108,2,9:57.0,,S. Muhammad misses 2-pt jump shot from 5 ft,21,36
109,2,9:56.0,Defensive rebound by S. Mejri,,21,36
110,2,9:46.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,23,36
111,2,9:26.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by K. Dunn),23,39
112,2,9:16.0,Personal foul by N. Bjelica (drawn by D. Nowitzki),,23,39
113,2,9:09.0,J. Barea misses 2-pt jump shot from 14 ft,,23,39
114,2,9:07.0,,Defensive rebound by Z. LaVine,23,39
115,2,8:58.0,,S. Muhammad makes 2-pt jump shot from 7 ft (assist by Z. LaVine),23,41
116,2,8:57.0,Dallas full timeout,,23,41
117,2,8:57.0,A. Bogut enters the game for D. Nowitzki,,23,41
118,2,8:57.0,D. Williams enters the game for J. Barea,,23,41
119,2,8:57.0,S. Curry enters the game for D. Harris,,23,41
120,2,8:57.0,W. Matthews enters the game for J. Anderson,,23,41
121,2,8:57.0,H. Barnes enters the game for S. Mejri,,23,41
122,2,8:36.0,W. Matthews misses 2-pt jump shot from 18 ft,,23,41
123,2,8:35.0,,Defensive rebound by Team,23,41
124,2,8:35.0,Loose ball foul by A. Bogut (drawn by C. Aldrich),,23,41
125,2,8:21.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by C. Aldrich),23,44
126,2,8:09.0,Turnover by A. Bogut (lost ball; steal by K. Dunn),,23,44
127,2,8:04.0,,Turnover by K. Dunn (bad pass),23,44
128,2,7:54.0,Personal foul by S. Muhammad (drawn by W. Matthews),,23,44
129,2,7:54.0,,G. Dieng enters the game for C. Aldrich,23,44
130,2,7:40.0,H. Barnes makes 2-pt jump shot from 15 ft (assist by D. Williams),,25,44
131,2,7:23.0,,Turnover by Z. LaVine (lost ball; steal by D. Williams),25,44
132,2,7:17.0,W. Matthews misses 2-pt layup from 1 ft (block by K. Dunn),,25,44
133,2,7:16.0,Offensive rebound by Team,,25,44
134,2,7:08.0,H. Barnes misses 2-pt jump shot from 10 ft,,25,44
135,2,7:07.0,,Defensive rebound by Z. LaVine,25,44
136,2,7:02.0,,Z. LaVine misses 2-pt layup from 2 ft (block by S. Curry),25,44
137,2,6:59.0,Defensive rebound by W. Matthews,,25,44
138,2,6:59.0,Personal foul by N. Bjelica (drawn by W. Matthews),,25,44
139,2,6:55.0,Offensive foul by W. Matthews (drawn by K. Dunn),,25,44
140,2,6:55.0,Turnover by W. Matthews (offensive foul),,25,44
141,2,6:55.0,,K. Towns enters the game for N. Bjelica,25,44
142,2,6:55.0,Violation by Team (jump ball),,25,44
143,2,6:33.0,,Turnover by K. Dunn (traveling),25,44
144,2,6:22.0,Turnover by D. Williams (bad pass; steal by Z. LaVine),,25,44
145,2,6:16.0,,S. Muhammad makes 2-pt jump shot from 21 ft (assist by Z. LaVine),25,46
146,2,5:52.0,D. Williams makes 3-pt jump shot from 24 ft (assist by W. Matthews),,28,46
147,2,5:39.0,,Minnesota full timeout,28,46
148,2,5:39.0,,A. Wiggins enters the game for S. Muhammad,28,46
149,2,5:39.0,S. Mejri enters the game for A. Bogut,,28,46
150,2,5:34.0,,A. Wiggins misses 2-pt jump shot from 15 ft,28,46
151,2,5:33.0,Defensive rebound by S. Mejri,,28,46
152,2,5:12.0,D. Williams misses 3-pt jump shot from 25 ft,,28,46
153,2,5:11.0,,Defensive rebound by Z. LaVine,28,46
154,2,5:02.0,Offensive charge foul by K. Towns (drawn by S. Mejri),,28,46
155,2,5:02.0,,Turnover by K. Towns (offensive foul),28,46
156,2,4:48.0,W. Matthews makes 2-pt jump shot from 22 ft,,30,46
157,2,4:30.0,,K. Towns makes 2-pt jump shot from 3 ft (assist by K. Dunn),30,48
158,2,4:17.0,D. Williams makes 2-pt jump shot from 17 ft,,32,48
159,2,3:53.0,,A. Wiggins misses 2-pt jump shot from 22 ft,32,48
160,2,3:52.0,,Offensive rebound by K. Towns,32,48
161,2,3:49.0,,K. Towns misses 2-pt jump shot from 19 ft,32,48
162,2,3:48.0,Defensive rebound by S. Curry,,32,48
163,2,3:40.0,S. Curry makes 2-pt jump shot from 5 ft (assist by W. Matthews),,34,48
164,2,3:34.0,,Minnesota full timeout,34,48
165,2,3:34.0,,R. Rubio enters the game for K. Dunn,34,48
166,2,3:34.0,D. Nowitzki enters the game for S. Mejri,,34,48
167,2,3:15.0,,R. Rubio misses 3-pt jump shot from 25 ft,34,48
168,2,3:14.0,,Offensive rebound by Team,34,48
169,2,3:14.0,Loose ball foul by D. Nowitzki (drawn by G. Dieng),,34,48
170,2,3:07.0,,Z. LaVine misses 3-pt jump shot from 24 ft,34,48
171,2,3:06.0,Defensive rebound by H. Barnes,,34,48
172,2,2:54.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,37,48
173,2,2:36.0,,Personal block foul by H. Barnes (drawn by K. Towns),37,48
174,2,2:34.0,,Offensive foul by A. Wiggins (drawn by D. Williams),37,48
175,2,2:34.0,,Turnover by A. Wiggins (offensive foul),37,48
176,2,2:16.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by H. Barnes),,40,48
177,2,2:06.0,,Personal foul by D. Williams (drawn by R. Rubio),40,48
178,2,2:06.0,,R. Rubio makes free throw 1 of 2,40,49
179,2,2:06.0,,R. Rubio makes free throw 2 of 2,40,50
180,2,1:48.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),,43,50
181,2,1:32.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by R. Rubio),43,52
182,2,1:10.0,W. Matthews misses 3-pt jump shot from 24 ft,,43,52
183,2,1:09.0,,Defensive rebound by Z. LaVine,43,52
184,2,0:52.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),43,54
185,2,0:37.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),,46,54
186,2,0:30.0,,Turnover by G. Dieng (lost ball),46,54
187,2,0:30.0,,N. Bjelica enters the game for G. Dieng,46,54
188,2,0:12.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,46,54
189,2,0:11.0,,Defensive rebound by N. Bjelica,46,54
190,3,11:40.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by Z. LaVine),46,56
191,3,11:40.0,,Shooting foul by D. Nowitzki (drawn by A. Wiggins),46,56
192,3,11:40.0,,A. Wiggins makes free throw 1 of 1,46,57
193,3,11:20.0,S. Curry misses 2-pt jump shot from 16 ft,,46,57
194,3,11:19.0,,Defensive rebound by K. Towns,46,57
195,3,11:08.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by R. Rubio),46,59
196,3,10:54.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,46,59
197,3,10:53.0,Offensive rebound by S. Curry,,46,59
198,3,10:43.0,H. Barnes makes 2-pt jump shot from 20 ft (assist by D. Nowitzki),,48,59
199,3,10:26.0,,K. Towns makes 2-pt jump shot from 6 ft (assist by Z. LaVine),48,61
200,3,10:13.0,D. Williams misses 2-pt layup from 1 ft,,48,61
201,3,10:12.0,,Defensive rebound by K. Towns,48,61
202,3,10:07.0,,R. Rubio makes 2-pt layup from 1 ft,48,63
203,3,10:07.0,Dallas full timeout,,48,63
204,3,10:01.0,Personal foul by G. Dieng (drawn by D. Nowitzki),,48,63
205,3,9:55.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Matthews),,51,63
206,3,9:39.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by R. Rubio),51,65
207,3,9:25.0,W. Matthews misses 3-pt jump shot from 24 ft,,51,65
208,3,9:24.0,,Defensive rebound by K. Towns,51,65
209,3,9:08.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by R. Rubio),51,67
210,3,8:51.0,H. Barnes misses 2-pt jump shot from 19 ft,,51,67
211,3,8:50.0,,Defensive rebound by R. Rubio,51,67
212,3,8:42.0,,R. Rubio misses 2-pt jump shot from 16 ft,51,67
213,3,8:41.0,,Offensive rebound by G. Dieng,51,67
214,3,8:24.0,,G. Dieng misses 2-pt jump shot from 17 ft,51,67
215,3,8:23.0,Defensive rebound by D. Williams,,51,67
216,3,8:11.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Williams),,53,67
217,3,8:11.0,Shooting foul by R. Rubio (drawn by D. Nowitzki),,53,67
218,3,8:11.0,D. Nowitzki misses free throw 1 of 1,,53,67
219,3,8:10.0,,Defensive rebound by K. Towns,53,67
220,3,7:55.0,,G. Dieng misses 2-pt layup from 1 ft,53,67
221,3,7:54.0,,Offensive rebound by G. Dieng,53,67
222,3,7:53.0,,Shooting foul by H. Barnes (drawn by G. Dieng),53,67
223,3,7:53.0,,G. Dieng misses free throw 1 of 2,53,67
224,3,7:53.0,,Offensive rebound by Team,53,67
225,3,7:53.0,A. Bogut enters the game for D. Nowitzki,,53,67
226,3,7:53.0,,G. Dieng makes free throw 2 of 2,53,68
227,3,7:43.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Williams),,56,68
228,3,7:27.0,,K. Towns misses 3-pt jump shot from 25 ft,56,68
229,3,7:26.0,Defensive rebound by H. Barnes,,56,68
230,3,7:18.0,H. Barnes misses 3-pt jump shot from 24 ft,,56,68
231,3,7:17.0,,Defensive rebound by K. Towns,56,68
232,3,6:57.0,,Z. LaVine misses 2-pt jump shot from 20 ft,56,68
233,3,6:55.0,,Offensive rebound by A. Wiggins,56,68
234,3,6:46.0,,A. Wiggins misses 2-pt jump shot from 18 ft (block by A. Bogut),56,68
235,3,6:45.0,,Offensive rebound by A. Wiggins,56,68
236,3,6:40.0,Offensive charge foul by A. Wiggins (drawn by A. Bogut),,56,68
237,3,6:40.0,,Turnover by A. Wiggins (offensive foul),56,68
238,3,6:40.0,,N. Bjelica enters the game for G. Dieng,56,68
239,3,6:23.0,Personal foul by Z. LaVine (drawn by W. Matthews),,56,68
240,3,6:13.0,S. Curry makes 3-pt jump shot from 25 ft (assist by W. Matthews),,59,68
241,3,5:52.0,,A. Wiggins makes 2-pt jump shot from 15 ft,59,70
242,3,5:37.0,H. Barnes makes 2-pt jump shot from 12 ft,,61,70
243,3,5:09.0,,Z. LaVine misses 3-pt jump shot from 25 ft,61,70
244,3,5:08.0,Defensive rebound by W. Matthews,,61,70
245,3,4:57.0,H. Barnes misses 2-pt layup at rim,,61,70
246,3,4:55.0,Offensive rebound by A. Bogut,,61,70
247,3,4:55.0,A. Bogut misses 2-pt layup from 1 ft,,61,70
248,3,4:54.0,Offensive rebound by A. Bogut,,61,70
249,3,4:54.0,A. Bogut makes 2-pt layup from 1 ft,,63,70
250,3,4:38.0,,Offensive foul by K. Towns (drawn by D. Williams),63,70
251,3,4:38.0,,Turnover by K. Towns (offensive foul),63,70
252,3,4:38.0,,K. Dunn enters the game for R. Rubio,63,70
253,3,4:17.0,S. Curry misses 2-pt layup from 1 ft (block by K. Towns),,63,70
254,3,4:16.0,Offensive rebound by Team,,63,70
255,3,4:16.0,Personal foul by N. Bjelica (drawn by W. Matthews),,63,70
256,3,4:10.0,D. Williams makes 2-pt layup at rim,,65,70
257,3,3:51.0,,Turnover by K. Dunn (bad pass),65,70
258,3,3:27.0,S. Curry misses 3-pt jump shot from 25 ft,,65,70
259,3,3:21.0,Offensive rebound by D. Williams,,65,70
260,3,3:10.0,W. Matthews misses 2-pt layup from 2 ft (block by K. Towns),,65,70
261,3,3:08.0,,Defensive rebound by Z. LaVine,65,70
262,3,2:56.0,Offensive charge foul by K. Towns (drawn by A. Bogut),,65,70
263,3,2:56.0,,Turnover by K. Towns (offensive foul),65,70
264,3,2:56.0,,Minnesota full timeout,65,70
265,3,2:56.0,S. Mejri enters the game for H. Barnes,,65,70
266,3,2:56.0,D. Nowitzki enters the game for A. Bogut,,65,70
267,3,2:56.0,D. Harris enters the game for D. Williams,,65,70
268,3,2:56.0,J. Barea enters the game for S. Curry,,65,70
269,3,2:56.0,,S. Muhammad enters the game for Z. LaVine,65,70
270,3,2:44.0,W. Matthews misses 3-pt jump shot from 24 ft,,65,70
271,3,2:43.0,,Defensive rebound by N. Bjelica,65,70
272,3,2:24.0,,K. Dunn misses 3-pt jump shot from 25 ft,65,70
273,3,2:23.0,,Offensive rebound by A. Wiggins,65,70
274,3,2:23.0,,Shooting foul by S. Mejri (drawn by A. Wiggins),65,70
275,3,2:23.0,,A. Wiggins makes free throw 1 of 2,65,71
276,3,2:23.0,,A. Wiggins misses free throw 2 of 2,65,71
277,3,2:21.0,,Offensive rebound by N. Bjelica,65,71
278,3,2:17.0,,S. Muhammad misses 3-pt jump shot from 26 ft,65,71
279,3,2:17.0,Defensive rebound by Team,,65,71
280,3,2:00.0,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by J. Barea),,68,71
281,3,1:46.0,,Turnover by K. Dunn (lost ball),68,71
282,3,1:31.0,D. Harris misses 3-pt jump shot from 22 ft,,68,71
283,3,1:30.0,,Defensive rebound by K. Towns,68,71
284,3,1:19.0,,K. Towns makes 2-pt layup from 1 ft,68,73
285,3,0:52.0,S. Mejri makes 2-pt layup from 1 ft (assist by D. Harris),,70,73
286,3,0:40.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by K. Dunn),70,75
287,3,0:24.0,D. Nowitzki misses 2-pt layup from 1 ft (block by K. Towns),,70,75
288,3,0:22.0,,Defensive rebound by S. Muhammad,70,75
289,3,0:19.0,,S. Muhammad makes 2-pt dunk at rim (assist by N. Bjelica),70,77
290,3,0:01.0,S. Mejri misses 2-pt jump shot from 4 ft,,70,77
291,3,0:00.0,,Defensive rebound by A. Wiggins,70,77
292,4,11:38.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,73,77
293,4,11:18.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by N. Bjelica),73,79
294,4,11:09.0,Personal foul by Z. LaVine (drawn by D. Harris),,73,79
295,4,11:09.0,,T. Jones enters the game for Z. LaVine,73,79
296,4,11:06.0,Personal foul by T. Jones (drawn by D. Harris),,73,79
297,4,11:01.0,D. Harris misses 2-pt layup from 2 ft,,73,79
298,4,11:00.0,,Defensive rebound by N. Bjelica,73,79
299,4,11:00.0,,Personal foul by S. Mejri (drawn by N. Bjelica),73,79
300,4,10:38.0,,K. Dunn misses 2-pt jump shot from 21 ft,73,79
301,4,10:37.0,Defensive rebound by S. Mejri,,73,79
302,4,10:18.0,Personal foul by K. Dunn,,73,79
303,4,10:07.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,75,79
304,4,9:38.0,,G. Dieng misses 2-pt jump shot from 20 ft,75,79
305,4,9:37.0,Defensive rebound by D. Nowitzki,,75,79
306,4,9:30.0,Personal foul by K. Dunn (drawn by D. Nowitzki),,75,79
307,4,9:30.0,,R. Rubio enters the game for K. Dunn,75,79
308,4,9:23.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,75,79
309,4,9:22.0,,Defensive rebound by R. Rubio,75,79
310,4,9:00.0,,Turnover by S. Muhammad (lost ball; steal by D. Finney-Smith),75,79
311,4,8:47.0,J. Barea misses 2-pt jump shot from 10 ft,,75,79
312,4,8:46.0,,Defensive rebound by G. Dieng,75,79
313,4,8:42.0,,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),75,81
314,4,8:41.0,Dallas full timeout,,75,81
315,4,8:41.0,H. Barnes enters the game for S. Mejri,,75,81
316,4,8:27.0,Turnover by H. Barnes (bad pass; steal by R. Rubio),,75,81
317,4,8:25.0,,Personal foul by J. Barea,75,81
318,4,8:25.0,W. Matthews enters the game for D. Finney-Smith,,75,81
319,4,8:25.0,S. Curry enters the game for D. Harris,,75,81
320,4,8:25.0,D. Williams enters the game for J. Barea,,75,81
321,4,8:25.0,A. Bogut enters the game for D. Nowitzki,,75,81
322,4,8:16.0,,S. Muhammad misses 2-pt jump shot from 11 ft,75,81
323,4,8:15.0,Defensive rebound by W. Matthews,,75,81
324,4,7:53.0,H. Barnes makes 2-pt jump shot from 12 ft,,77,81
325,4,7:37.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),77,83
326,4,7:20.0,H. Barnes misses 2-pt jump shot from 18 ft,,77,83
327,4,7:19.0,,Defensive rebound by G. Dieng,77,83
328,4,7:04.0,,R. Rubio makes 2-pt layup from 1 ft,77,85
329,4,6:40.0,H. Barnes misses 2-pt jump shot from 15 ft,,77,85
330,4,6:39.0,,Defensive rebound by S. Muhammad,77,85
331,4,6:20.0,,R. Rubio makes 2-pt jump shot from 14 ft,77,87
332,4,6:20.0,Dallas full timeout,,77,87
333,4,6:20.0,D. Nowitzki enters the game for A. Bogut,,77,87
334,4,6:20.0,,K. Towns enters the game for G. Dieng,77,87
335,4,6:20.0,,A. Wiggins enters the game for S. Muhammad,77,87
336,4,6:07.0,H. Barnes misses 2-pt jump shot from 3 ft,,77,87
337,4,6:06.0,,Defensive rebound by Team,77,87
338,4,5:57.0,,Turnover by R. Rubio (discontinued dribble),77,87
339,4,5:47.0,H. Barnes misses 2-pt jump shot from 15 ft,,77,87
340,4,5:46.0,,Defensive rebound by R. Rubio,77,87
341,4,5:28.0,,Turnover by A. Wiggins (lost ball; steal by S. Curry),77,87
342,4,5:14.0,Turnover by D. Williams (lost ball; steal by R. Rubio),,77,87
343,4,5:09.0,,T. Jones makes 2-pt layup from 1 ft (assist by R. Rubio),77,89
344,4,4:54.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Williams),,80,89
345,4,4:36.0,,Turnover by R. Rubio (step out of bounds),80,89
346,4,4:19.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,80,89
347,4,4:17.0,,Defensive rebound by R. Rubio,80,89
348,4,4:02.0,,Personal foul by D. Nowitzki (drawn by K. Towns),80,89
349,4,3:50.0,,Minnesota full timeout,80,89
350,4,3:49.0,,K. Towns misses 2-pt jump shot from 15 ft,80,89
351,4,3:48.0,,Offensive rebound by Team,80,89
352,4,3:48.0,,Turnover by Team (shot clock),80,89
353,4,3:40.0,Turnover by S. Curry (lost ball),,80,89
354,4,3:24.0,,K. Towns makes 2-pt jump shot from 6 ft (assist by R. Rubio),80,91
355,4,3:03.0,Personal foul by R. Rubio (drawn by D. Nowitzki),,80,91
356,4,3:03.0,D. Nowitzki misses free throw 1 of 2,,80,91
357,4,3:03.0,Offensive rebound by Team,,80,91
358,4,3:03.0,D. Nowitzki makes free throw 2 of 2,,81,91
359,4,2:45.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by K. Towns),81,94
360,4,2:43.0,Dallas full timeout,,81,94
361,4,2:32.0,Personal foul by K. Towns (drawn by D. Nowitzki),,81,94
362,4,2:32.0,D. Nowitzki makes free throw 1 of 2,,82,94
363,4,2:32.0,D. Nowitzki makes free throw 2 of 2,,83,94
364,4,2:18.0,,Personal foul by H. Barnes (drawn by K. Towns),83,94
365,4,2:08.0,,Shooting block foul by D. Williams (drawn by R. Rubio),83,94
366,4,2:08.0,,R. Rubio makes free throw 1 of 3,83,95
367,4,2:08.0,,R. Rubio makes free throw 2 of 3,83,96
368,4,2:08.0,,R. Rubio makes free throw 3 of 3,83,97
369,4,1:57.0,H. Barnes makes 2-pt layup from 3 ft,,85,97
370,4,1:42.0,,R. Rubio misses 2-pt jump shot from 18 ft,85,97
371,4,1:41.0,,Offensive rebound by T. Jones,85,97
372,4,1:35.0,,Shooting foul by D. Nowitzki (drawn by A. Wiggins),85,97
373,4,1:35.0,,A. Wiggins misses free throw 1 of 2,85,97
374,4,1:35.0,,Offensive rebound by Team,85,97
375,4,1:35.0,,A. Wiggins misses free throw 2 of 2,85,97
376,4,1:33.0,Defensive rebound by D. Nowitzki,,85,97
