,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
370,4,4:45.0,Shooting foul by J. Randle (drawn by M. Belinelli),,89,91
371,4,4:45.0,M. Belinelli misses free throw 1 of 2,,89,91
372,4,4:45.0,Offensive rebound by Team,,89,91
373,4,4:45.0,F. Kaminsky enters the game for C. Zeller,,89,91
374,4,4:45.0,M. Belinelli makes free throw 2 of 2,,90,91
375,4,4:26.0,,J. Randle makes 2-pt hook shot from 4 ft,90,93
376,4,3:59.0,K. Walker misses 3-pt jump shot from 26 ft,,90,93
377,4,3:58.0,Offensive rebound by N. Batum,,90,93
378,4,3:57.0,,Loose ball foul by N. Young (drawn by N. Batum),90,93
379,4,3:51.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),,93,93
380,4,3:34.0,,B. Ingram misses 2-pt jump shot from 12 ft (block by M. Williams),93,93
381,4,3:32.0,,Offensive rebound by J. Randle,93,93
382,4,3:31.0,,J. Randle makes 2-pt layup from 1 ft,93,95
383,4,3:31.0,,Shooting foul by M. Williams (drawn by J. Randle),93,95
384,4,3:31.0,,J. Randle makes free throw 1 of 1,93,96
385,4,3:23.0,Shooting foul by D. Russell (drawn by K. Walker),,93,96
386,4,3:23.0,K. Walker makes free throw 1 of 2,,94,96
387,4,3:23.0,K. Walker makes free throw 2 of 2,,95,96
388,4,3:06.0,,D. Russell misses 2-pt jump shot from 18 ft,95,96
389,4,3:04.0,Defensive rebound by F. Kaminsky,,95,96
390,4,2:45.0,K. Walker makes 2-pt jump shot from 17 ft,,97,96
391,4,2:22.0,,J. Clarkson makes 2-pt jump shot from 3 ft,97,98
392,4,1:55.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,100,98
393,4,1:45.0,,D. Russell misses 2-pt layup from 2 ft,100,98
394,4,1:43.0,Defensive rebound by F. Kaminsky,,100,98
395,4,1:31.0,M. Williams misses 3-pt jump shot from 23 ft,,100,98
396,4,1:30.0,Offensive rebound by F. Kaminsky,,100,98
397,4,1:08.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,103,98
398,4,1:08.0,,LA Lakers full timeout,103,98
399,4,1:08.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,103,98
400,4,0:58.0,,J. Clarkson misses 2-pt dunk at rim (block by N. Batum),103,98
401,4,0:52.0,Defensive rebound by F. Kaminsky,,103,98
402,4,0:34.0,K. Walker misses 3-pt jump shot from 25 ft,,103,98
403,4,0:33.0,Offensive rebound by N. Batum,,103,98
404,4,0:27.0,Personal take foul by B. Ingram (drawn by F. Kaminsky),,103,98
405,4,0:27.0,F. Kaminsky makes free throw 1 of 2,,104,98
406,4,0:27.0,F. Kaminsky makes free throw 2 of 2,,105,98
407,4,0:27.0,,LA Lakers full timeout,105,98
408,4,0:21.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),105,101
409,4,0:20.0,Personal take foul by N. Young (drawn by K. Walker),,105,101
410,4,0:20.0,K. Walker makes free throw 1 of 2,,106,101
411,4,0:20.0,K. Walker makes free throw 2 of 2,,107,101
412,4,0:14.0,,D. Russell makes 3-pt jump shot from 25 ft,107,104
413,4,0:13.0,Charlotte full timeout,,107,104
414,4,0:13.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,107,104
415,4,0:09.0,Personal take foul by J. Clarkson (drawn by K. Walker),,107,104
416,4,0:09.0,K. Walker makes free throw 1 of 2,,108,104
417,4,0:09.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,108,104
418,4,0:09.0,K. Walker makes free throw 2 of 2,,109,104
419,4,0:09.0,,LA Lakers full timeout,109,104
420,4,0:05.0,,N. Young misses 2-pt jump shot from 16 ft,109,104
421,4,0:02.0,Defensive rebound by N. Batum,,109,104
