,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
57,1,6:13.0,M. Williams makes 2-pt jump shot from 6 ft,,17,18
58,1,6:07.0,,Detroit full timeout,17,18
59,1,6:07.0,J. Lamb enters the game for N. Batum,,17,18
60,1,5:49.0,,K. Caldwell-Pope misses 2-pt jump shot from 8 ft,17,18
61,1,5:49.0,,Offensive rebound by B. Marjanović,17,18
62,1,5:49.0,,Personal foul by J. Lamb (drawn by B. Marjanović),17,18
63,1,5:36.0,,T. Harris makes 2-pt jump shot from 4 ft,17,20
64,1,5:17.0,M. Williams misses 2-pt jump shot from 8 ft,,17,20
65,1,5:16.0,,Defensive rebound by B. Marjanović,17,20
66,1,5:07.0,,R. Jackson makes 2-pt jump shot from 19 ft,17,22
67,1,5:01.0,Turnover by K. Walker (lost ball),,17,22
68,1,4:52.0,,Turnover by B. Marjanović (3 sec),17,22
69,1,4:45.0,Charlotte full timeout,,17,22
70,1,4:45.0,F. Kaminsky enters the game for M. Williams,,17,22
71,1,4:44.0,Personal foul by R. Jackson (drawn by K. Walker),,17,22
72,1,4:44.0,K. Walker misses free throw 1 of 2,,17,22
73,1,4:44.0,Offensive rebound by Team,,17,22
74,1,4:44.0,,I. Smith enters the game for R. Jackson,17,22
75,1,4:44.0,K. Walker makes free throw 2 of 2,,18,22
76,1,4:23.0,,T. Harris misses 3-pt jump shot from 26 ft,18,22
77,1,4:23.0,Defensive rebound by M. Kidd-Gilchrist,,18,22
78,1,4:04.0,J. Lamb misses 3-pt jump shot from 23 ft,,18,22
79,1,4:04.0,,Defensive rebound by M. Morris,18,22
80,1,3:54.0,,M. Morris misses 2-pt layup from 2 ft,18,22
81,1,3:53.0,Defensive rebound by M. Kidd-Gilchrist,,18,22
82,1,3:48.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,20,22
83,1,3:37.0,,Shooting foul by R. Hibbert (drawn by B. Marjanović),20,22
84,1,3:37.0,,B. Marjanović makes free throw 1 of 2,20,23
85,1,3:37.0,R. Sessions enters the game for K. Walker,,20,23
86,1,3:37.0,S. Hawes enters the game for R. Hibbert,,20,23
87,1,3:37.0,,B. Marjanović makes free throw 2 of 2,20,24
88,1,3:24.0,S. Hawes misses 2-pt jump shot from 19 ft,,20,24
89,1,3:24.0,,Defensive rebound by Team,20,24
90,1,3:04.0,,T. Harris makes 2-pt dunk at rim,20,26
91,1,2:45.0,F. Kaminsky misses 2-pt jump shot from 4 ft,,20,26
92,1,2:44.0,,Defensive rebound by M. Morris,20,26
93,1,2:35.0,,M. Morris misses 2-pt jump shot from 6 ft,20,26
94,1,2:35.0,,Offensive rebound by B. Marjanović,20,26
95,1,2:34.0,,B. Marjanović misses 2-pt layup from 1 ft,20,26
96,1,2:34.0,,Offensive rebound by B. Marjanović,20,26
97,1,2:34.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,20,26
98,1,2:24.0,,M. Morris misses 2-pt jump shot from 17 ft,20,26
99,1,2:23.0,,Offensive rebound by B. Marjanović,20,26
100,1,2:23.0,,Shooting foul by J. Lamb (drawn by B. Marjanović),20,26
101,1,2:23.0,,B. Marjanović misses free throw 1 of 2,20,26
102,1,2:23.0,,Offensive rebound by Team,20,26
103,1,2:23.0,,B. Marjanović makes free throw 2 of 2,20,27
104,1,2:09.0,R. Sessions makes 2-pt jump shot from 6 ft,,22,27
105,1,2:01.0,,M. Morris misses 2-pt jump shot from 17 ft,22,27
106,1,2:00.0,,Offensive rebound by B. Marjanović,22,27
107,1,1:51.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,22,27
108,1,1:50.0,,Offensive rebound by B. Marjanović,22,27
109,1,1:50.0,,Shooting foul by S. Hawes (drawn by B. Marjanović),22,27
110,1,1:50.0,,B. Marjanović makes free throw 1 of 2,22,28
111,1,1:50.0,,S. Johnson enters the game for M. Morris,22,28
112,1,1:50.0,,B. Marjanović makes free throw 2 of 2,22,29
113,1,1:33.0,J. Lamb makes 2-pt jump shot from 17 ft,,24,29
114,1,1:22.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),24,32
115,1,1:13.0,Charlotte full timeout,,24,32
116,1,1:06.0,M. Belinelli misses 2-pt jump shot from 19 ft,,24,32
117,1,1:05.0,,Defensive rebound by I. Smith,24,32
118,1,0:54.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,24,34
119,1,0:44.0,F. Kaminsky makes 2-pt layup at rim (assist by R. Sessions),,26,34
120,1,0:36.0,,Personal foul by F. Kaminsky (drawn by B. Marjanović),26,34
121,1,0:36.0,,B. Marjanović makes free throw 1 of 2,26,35
122,1,0:36.0,,B. Marjanović misses free throw 2 of 2,26,35
123,1,0:35.0,Defensive rebound by S. Hawes,,26,35
124,1,0:25.0,J. Lamb misses 3-pt jump shot from 26 ft,,26,35
125,1,0:24.0,,Defensive rebound by T. Harris,26,35
126,1,0:04.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),26,37
127,1,0:01.0,J. Lamb misses 2-pt jump shot from 10 ft (block by S. Johnson),,26,37
128,1,0:00.0,Offensive rebound by Team,,26,37
129,2,11:41.0,F. Kaminsky makes 2-pt jump shot from 20 ft (assist by S. Hawes),,28,37
130,2,11:24.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by D. Hilliard),28,39
131,2,11:10.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),,31,39
132,2,10:54.0,,T. Harris misses 3-pt jump shot from 25 ft,31,39
133,2,10:54.0,,Offensive rebound by B. Marjanović,31,39
134,2,10:54.0,,Turnover by B. Marjanović (lost ball; steal by R. Sessions),31,39
135,2,10:39.0,R. Sessions misses 2-pt layup from 2 ft (block by B. Marjanović),,31,39
136,2,10:38.0,,Defensive rebound by B. Marjanović,31,39
137,2,10:34.0,,Turnover by B. Marjanović (bad pass; steal by M. Belinelli),31,39
138,2,10:29.0,R. Sessions misses 3-pt jump shot from 24 ft,,31,39
139,2,10:29.0,,Defensive rebound by B. Marjanović,31,39
140,2,10:24.0,,S. Johnson misses 2-pt jump shot from 3 ft,31,39
141,2,10:23.0,Defensive rebound by F. Kaminsky,,31,39
142,2,10:18.0,N. Batum makes 2-pt layup from 1 ft (assist by R. Sessions),,33,39
143,2,10:13.0,,Detroit full timeout,33,39
144,2,10:13.0,,A. Drummond enters the game for B. Marjanović,33,39
145,2,10:01.0,,I. Smith misses 3-pt jump shot from 24 ft,33,39
146,2,10:00.0,,Offensive rebound by Team,33,39
147,2,9:53.0,,I. Smith misses 2-pt layup from 1 ft,33,39
148,2,9:52.0,,Offensive rebound by A. Drummond,33,39
149,2,9:49.0,,A. Drummond makes 2-pt layup from 1 ft,33,41
150,2,9:31.0,R. Sessions misses 2-pt layup at rim (block by I. Smith),,33,41
151,2,9:31.0,,Defensive rebound by A. Drummond,33,41
152,2,9:24.0,,S. Johnson misses 3-pt jump shot from 26 ft,33,41
153,2,9:23.0,Defensive rebound by R. Sessions,,33,41
154,2,9:17.0,M. Belinelli misses 2-pt jump shot from 15 ft,,33,41
155,2,9:17.0,,Defensive rebound by I. Smith,33,41
156,2,9:07.0,,A. Drummond makes 2-pt hook shot from 7 ft (assist by D. Hilliard),33,43
157,2,8:49.0,Shooting foul by I. Smith (drawn by S. Hawes),,33,43
158,2,8:49.0,S. Hawes makes free throw 1 of 2,,34,43
159,2,8:49.0,S. Hawes makes free throw 2 of 2,,35,43
160,2,8:31.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by D. Hilliard),35,45
161,2,8:18.0,Shooting foul by S. Johnson (drawn by N. Batum),,35,45
162,2,8:18.0,N. Batum makes free throw 1 of 2,,36,45
163,2,8:18.0,,J. Leuer enters the game for T. Harris,36,45
164,2,8:18.0,K. Walker enters the game for R. Sessions,,36,45
165,2,8:18.0,N. Batum makes free throw 2 of 2,,37,45
166,2,7:57.0,,D. Hilliard misses 3-pt jump shot from 26 ft,37,45
167,2,7:56.0,Defensive rebound by K. Walker,,37,45
168,2,7:40.0,Shooting foul by D. Hilliard (drawn by M. Belinelli),,37,45
169,2,7:40.0,M. Belinelli makes free throw 1 of 2,,38,45
170,2,7:40.0,M. Belinelli makes free throw 2 of 2,,39,45
171,2,7:27.0,,D. Hilliard misses 2-pt layup from 2 ft,39,45
172,2,7:27.0,,Offensive rebound by J. Leuer,39,45
173,2,7:23.0,,J. Leuer misses 2-pt layup from 2 ft,39,45
174,2,7:23.0,Defensive rebound by F. Kaminsky,,39,45
175,2,7:17.0,S. Hawes misses 2-pt jump shot from 10 ft (block by A. Drummond),,39,45
176,2,7:15.0,,Defensive rebound by I. Smith,39,45
177,2,7:08.0,,A. Drummond misses 2-pt hook shot from 5 ft,39,45
178,2,7:05.0,Defensive rebound by F. Kaminsky,,39,45
179,2,6:55.0,S. Hawes misses 2-pt jump shot from 8 ft,,39,45
180,2,6:55.0,,Defensive rebound by S. Johnson,39,45
181,2,6:42.0,,D. Hilliard misses 3-pt jump shot from 24 ft,39,45
182,2,6:42.0,Defensive rebound by S. Hawes,,39,45
183,2,6:31.0,S. Hawes makes 2-pt layup at rim (assist by K. Walker),,41,45
184,2,6:24.0,,Detroit full timeout,41,45
185,2,6:24.0,,K. Caldwell-Pope enters the game for I. Smith,41,45
186,2,6:24.0,,R. Jackson enters the game for S. Johnson,41,45
187,2,6:24.0,,M. Morris enters the game for D. Hilliard,41,45
188,2,6:12.0,,A. Drummond makes 2-pt hook shot from 7 ft,41,47
189,2,5:56.0,M. Belinelli misses 2-pt jump shot from 10 ft,,41,47
190,2,5:56.0,,Defensive rebound by M. Morris,41,47
191,2,5:45.0,,A. Drummond misses 2-pt hook shot from 7 ft,41,47
192,2,5:44.0,Defensive rebound by N. Batum,,41,47
193,2,5:34.0,K. Walker misses 2-pt jump shot from 8 ft,,41,47
194,2,5:34.0,,Defensive rebound by A. Drummond,41,47
195,2,5:22.0,,M. Morris misses 3-pt jump shot from 24 ft,41,47
196,2,5:22.0,Defensive rebound by M. Belinelli,,41,47
197,2,5:04.0,M. Belinelli misses 2-pt layup at rim,,41,47
198,2,5:03.0,,Defensive rebound by J. Leuer,41,47
199,2,4:57.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Jackson),41,50
200,2,4:50.0,Charlotte full timeout,,41,50
201,2,4:50.0,M. Williams enters the game for F. Kaminsky,,41,50
202,2,4:50.0,R. Hibbert enters the game for S. Hawes,,41,50
203,2,4:50.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,41,50
204,2,4:42.0,N. Batum misses 2-pt jump shot from 17 ft,,41,50
205,2,4:42.0,Offensive rebound by M. Kidd-Gilchrist,,41,50
206,2,4:34.0,K. Walker misses 2-pt jump shot from 16 ft,,41,50
207,2,4:33.0,,Defensive rebound by J. Leuer,41,50
208,2,4:17.0,,R. Jackson misses 2-pt jump shot from 7 ft,41,50
209,2,4:17.0,Defensive rebound by M. Kidd-Gilchrist,,41,50
210,2,4:12.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,43,50
211,2,3:47.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by R. Jackson),43,52
212,2,3:33.0,N. Batum misses 2-pt jump shot from 4 ft,,43,52
213,2,3:33.0,,Defensive rebound by Team,43,52
214,2,3:33.0,,Personal foul by R. Hibbert (drawn by A. Drummond),43,52
215,2,3:33.0,S. Hawes enters the game for R. Hibbert,,43,52
216,2,3:26.0,,R. Jackson makes 2-pt jump shot from 5 ft,43,54
217,2,3:26.0,,Shooting foul by S. Hawes (drawn by R. Jackson),43,54
218,2,3:26.0,,R. Jackson makes free throw 1 of 1,43,55
219,2,3:14.0,K. Walker misses 2-pt layup from 2 ft,,43,55
220,2,3:12.0,,Defensive rebound by R. Jackson,43,55
221,2,3:01.0,,M. Morris misses 2-pt layup from 3 ft,43,55
222,2,3:01.0,Defensive rebound by N. Batum,,43,55
223,2,2:46.0,Shooting foul by M. Morris (drawn by N. Batum),,43,55
224,2,2:46.0,Official timeout,,43,55
225,2,2:46.0,N. Batum makes free throw 1 of 2,,44,55
226,2,2:46.0,,T. Harris enters the game for J. Leuer,43,55
227,2,2:46.0,N. Batum makes free throw 2 of 2,,45,55
228,2,2:36.0,,A. Drummond misses 2-pt layup from 1 ft (block by S. Hawes),45,55
229,2,2:35.0,Defensive rebound by S. Hawes,,45,55
230,2,2:22.0,S. Hawes misses 3-pt jump shot from 27 ft,,45,55
231,2,2:21.0,,Defensive rebound by M. Morris,45,55
232,2,2:12.0,,A. Drummond misses 2-pt hook shot from 6 ft,45,55
233,2,2:12.0,Defensive rebound by M. Williams,,45,55
234,2,2:02.0,N. Batum misses 3-pt jump shot from 25 ft,,45,55
235,2,2:01.0,,Defensive rebound by A. Drummond,45,55
236,2,1:49.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,45,55
237,2,1:48.0,Defensive rebound by M. Kidd-Gilchrist,,45,55
238,2,1:34.0,N. Batum misses 2-pt jump shot from 6 ft,,45,55
239,2,1:33.0,Offensive rebound by M. Kidd-Gilchrist,,45,55
240,2,1:26.0,K. Walker misses 3-pt jump shot from 25 ft,,45,55
241,2,1:25.0,,Defensive rebound by A. Drummond,45,55
242,2,1:14.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),45,58
243,2,0:51.0,Personal foul by T. Harris (drawn by M. Williams),,45,58
244,2,0:51.0,M. Williams misses free throw 1 of 2,,45,58
245,2,0:51.0,Offensive rebound by Team,,45,58
246,2,0:51.0,M. Williams misses free throw 2 of 2,,45,58
247,2,0:51.0,,S. Johnson enters the game for A. Drummond,45,58
248,2,0:51.0,,B. Marjanović enters the game for R. Jackson,45,58
249,2,0:51.0,,I. Smith enters the game for T. Harris,45,58
250,2,0:51.0,F. Kaminsky enters the game for S. Hawes,,45,58
251,2,0:50.0,,Defensive rebound by S. Johnson,45,58
252,2,0:29.0,,I. Smith misses 2-pt jump shot from 18 ft,45,58
253,2,0:28.0,,Offensive rebound by B. Marjanović,45,58
254,2,0:04.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,45,58
255,2,0:04.0,Defensive rebound by M. Kidd-Gilchrist,,45,58
256,2,0:00.0,Shooting foul by I. Smith (drawn by K. Walker),,45,58
257,2,0:00.0,K. Walker makes free throw 1 of 3,,46,58
258,2,0:00.0,K. Walker makes free throw 2 of 3,,47,58
259,2,0:00.0,K. Walker makes free throw 3 of 3,,48,58
260,3,11:47.0,N. Batum misses 2-pt jump shot from 12 ft,,48,58
261,3,11:47.0,Offensive rebound by Team,,48,58
262,3,11:47.0,,Loose ball foul by J. Leuer (drawn by R. Hibbert),48,58
263,3,11:31.0,N. Batum misses 2-pt jump shot from 5 ft,,48,58
264,3,11:31.0,Offensive rebound by R. Hibbert,,48,58
265,3,11:24.0,K. Walker makes 3-pt jump shot from 25 ft (assist by R. Hibbert),,51,58
266,3,11:09.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,51,60
267,3,11:06.0,Personal foul by A. Drummond (drawn by R. Hibbert),,51,60
268,3,10:56.0,K. Walker misses 2-pt layup at rim,,51,60
269,3,10:56.0,Offensive rebound by R. Hibbert,,51,60
270,3,10:53.0,R. Hibbert makes 2-pt layup from 1 ft,,53,60
271,3,10:48.0,,Personal foul by N. Batum (drawn by K. Caldwell-Pope),53,60
272,3,10:42.0,,R. Jackson misses 2-pt jump shot from 13 ft,53,60
273,3,10:42.0,,Offensive rebound by R. Jackson,53,60
274,3,10:42.0,,R. Jackson misses 2-pt layup from 13 ft,53,60
275,3,10:42.0,Defensive rebound by R. Hibbert,,53,60
276,3,10:42.0,Personal foul by A. Drummond (drawn by R. Hibbert),,53,60
277,3,10:42.0,,B. Marjanović enters the game for A. Drummond,53,60
278,3,10:42.0,,Violation by Team (jump ball),53,60
279,3,10:18.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,56,60
280,3,10:18.0,,Detroit full timeout,56,60
281,3,9:57.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by R. Jackson),56,62
282,3,9:39.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,59,62
283,3,9:32.0,,Detroit full timeout,59,62
284,3,9:32.0,,D. Hilliard enters the game for K. Caldwell-Pope,59,62
285,3,9:24.0,,J. Leuer misses 3-pt jump shot from 26 ft,59,62
286,3,9:23.0,Defensive rebound by K. Walker,,59,62
287,3,9:14.0,K. Walker misses 2-pt jump shot from 10 ft,,59,62
288,3,9:14.0,Offensive rebound by M. Kidd-Gilchrist,,59,62
289,3,9:08.0,M. Williams misses 2-pt hook shot from 10 ft,,59,62
290,3,9:07.0,Offensive rebound by M. Kidd-Gilchrist,,59,62
291,3,8:59.0,M. Williams misses 3-pt jump shot from 25 ft,,59,62
292,3,8:58.0,,Defensive rebound by J. Leuer,59,62
293,3,8:53.0,,R. Jackson misses 2-pt jump shot from 16 ft,59,62
294,3,8:53.0,Defensive rebound by M. Kidd-Gilchrist,,59,62
295,3,8:39.0,R. Hibbert makes 2-pt hook shot from 6 ft,,61,62
296,3,8:22.0,,M. Morris misses 3-pt jump shot from 26 ft,61,62
297,3,8:21.0,Defensive rebound by M. Williams,,61,62
298,3,8:15.0,K. Walker misses 3-pt jump shot from 24 ft,,61,62
299,3,8:15.0,,Defensive rebound by B. Marjanović,61,62
300,3,8:04.0,,J. Leuer misses 2-pt jump shot from 21 ft,61,62
301,3,8:04.0,Defensive rebound by N. Batum,,61,62
302,3,7:54.0,Turnover by N. Batum (bad pass),,61,62
303,3,7:40.0,,R. Jackson makes 2-pt layup from 1 ft,61,64
304,3,7:15.0,M. Williams makes 2-pt jump shot from 7 ft (assist by K. Walker),,63,64
305,3,6:54.0,Offensive charge foul by R. Jackson (drawn by K. Walker),,63,64
306,3,6:54.0,,Turnover by R. Jackson (offensive foul),63,64
307,3,6:54.0,,Technical foul by R. Jackson,63,64
308,3,6:54.0,N. Batum makes technical free throw,,64,64
309,3,6:40.0,K. Walker misses 2-pt jump shot from 16 ft,,64,64
310,3,6:40.0,,Defensive rebound by J. Leuer,64,64
311,3,6:32.0,,R. Jackson misses 3-pt jump shot from 26 ft,64,64
312,3,6:32.0,,Offensive rebound by M. Morris,64,64
313,3,6:32.0,,M. Morris misses 2-pt jump shot from 3 ft (block by R. Hibbert),64,64
314,3,6:32.0,,Offensive rebound by Team,64,64
315,3,6:24.0,,J. Leuer makes 3-pt jump shot from 28 ft (assist by R. Jackson),64,67
316,3,6:07.0,N. Batum misses 3-pt jump shot from 27 ft,,64,67
317,3,6:07.0,,Defensive rebound by B. Marjanović,64,67
318,3,5:49.0,,D. Hilliard misses 2-pt jump shot from 17 ft,64,67
319,3,5:49.0,Defensive rebound by M. Kidd-Gilchrist,,64,67
320,3,5:27.0,K. Walker misses 3-pt jump shot from 27 ft,,64,67
321,3,5:27.0,,Defensive rebound by B. Marjanović,64,67
322,3,5:06.0,,D. Hilliard misses 2-pt jump shot from 8 ft (block by R. Hibbert),64,67
323,3,5:04.0,Defensive rebound by K. Walker,,64,67
324,3,4:53.0,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,,64,67
325,3,4:52.0,,Defensive rebound by B. Marjanović,64,67
326,3,4:48.0,,Personal foul by K. Walker (drawn by R. Jackson),64,67
327,3,4:48.0,,T. Harris enters the game for J. Leuer,64,67
328,3,4:48.0,J. Lamb enters the game for M. Williams,,64,67
329,3,4:48.0,F. Kaminsky enters the game for N. Batum,,64,67
330,3,4:37.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by R. Jackson),64,69
331,3,4:17.0,Shooting foul by M. Morris (drawn by M. Kidd-Gilchrist),,64,69
332,3,4:17.0,M. Kidd-Gilchrist makes free throw 1 of 2,,65,69
333,3,4:17.0,M. Kidd-Gilchrist makes free throw 2 of 2,,66,69
334,3,4:03.0,,T. Harris misses 3-pt jump shot from 26 ft,66,69
335,3,4:03.0,Defensive rebound by K. Walker,,66,69
336,3,3:53.0,Turnover by K. Walker (lost ball; steal by T. Harris),,66,69
337,3,3:45.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by T. Harris),66,72
338,3,3:25.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,66,72
339,3,3:24.0,,Defensive rebound by B. Marjanović,66,72
340,3,3:12.0,,D. Hilliard misses 3-pt jump shot from 26 ft,66,72
341,3,3:11.0,Defensive rebound by F. Kaminsky,,66,72
342,3,2:54.0,J. Lamb misses 3-pt jump shot from 26 ft,,66,72
343,3,2:53.0,,Defensive rebound by M. Morris,66,72
344,3,2:46.0,,Shooting foul by R. Hibbert (drawn by M. Morris),66,72
345,3,2:46.0,Charlotte full timeout,,66,72
346,3,2:46.0,,M. Morris misses free throw 1 of 2,66,72
347,3,2:46.0,,Offensive rebound by Team,66,72
348,3,2:46.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,66,72
349,3,2:46.0,R. Sessions enters the game for R. Hibbert,,66,72
350,3,2:46.0,S. Hawes enters the game for K. Walker,,66,72
351,3,2:46.0,,I. Smith enters the game for R. Jackson,66,72
352,3,2:46.0,,M. Morris makes free throw 2 of 2,66,73
353,3,2:32.0,R. Sessions misses 2-pt jump shot from 7 ft,,66,73
354,3,2:32.0,,Defensive rebound by I. Smith,66,73
355,3,2:26.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by M. Morris),66,75
356,3,2:26.0,,Shooting foul by S. Hawes (drawn by B. Marjanović),66,75
357,3,2:26.0,,B. Marjanović makes free throw 1 of 1,66,76
358,3,2:10.0,R. Sessions makes 2-pt jump shot from 13 ft,,68,76
359,3,1:53.0,,Turnover by D. Hilliard (bad pass),68,76
360,3,1:42.0,Shooting foul by D. Hilliard (drawn by M. Belinelli),,68,76
361,3,1:42.0,M. Belinelli misses free throw 1 of 3,,68,76
362,3,1:42.0,Offensive rebound by Team,,68,76
363,3,1:42.0,M. Belinelli makes free throw 2 of 3,,69,76
364,3,1:42.0,M. Belinelli makes free throw 3 of 3,,70,76
365,3,1:35.0,,Personal foul by M. Belinelli (drawn by M. Morris),70,76
366,3,1:35.0,,M. Morris makes free throw 1 of 2,70,77
367,3,1:35.0,,M. Morris makes free throw 2 of 2,70,78
368,3,1:19.0,J. Lamb misses 2-pt jump shot from 6 ft,,70,78
369,3,1:18.0,,Defensive rebound by T. Harris,70,78
370,3,1:12.0,,T. Harris misses 3-pt jump shot from 26 ft,70,78
371,3,1:12.0,,Offensive rebound by B. Marjanović,70,78
372,3,1:12.0,,Personal foul by J. Lamb (drawn by B. Marjanović),70,78
373,3,1:12.0,,B. Marjanović makes free throw 1 of 2,70,79
374,3,1:12.0,,B. Marjanović makes free throw 2 of 2,70,80
375,3,0:59.0,R. Sessions misses 3-pt jump shot from 24 ft,,70,80
376,3,0:58.0,,Defensive rebound by I. Smith,70,80
377,3,0:45.0,,I. Smith misses 2-pt jump shot from 18 ft,70,80
378,3,0:43.0,Defensive rebound by J. Lamb,,70,80
379,3,0:33.0,J. Lamb misses 2-pt jump shot from 18 ft,,70,80
380,3,0:32.0,,Defensive rebound by B. Marjanović,70,80
381,3,0:26.0,,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),70,82
382,3,0:04.0,S. Hawes misses 2-pt jump shot from 14 ft,,70,82
383,3,0:03.0,,Defensive rebound by M. Morris,70,82
