,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
382,4,4:29.0,,Shooting foul by R. Rondo (drawn by D. Cousins),108,94
383,4,4:29.0,,D. Cousins makes free throw 1 of 2,108,95
384,4,4:29.0,,D. Cousins makes free throw 2 of 2,108,96
385,4,4:14.0,B. Portis misses 3-pt jump shot from 27 ft,,108,96
386,4,4:13.0,,Defensive rebound by S. Hill,108,96
387,4,4:08.0,,Shooting foul by B. Portis (drawn by D. Cousins),108,96
388,4,4:08.0,,D. Cousins makes free throw 1 of 2,108,97
389,4,4:08.0,,D. Cousins makes free throw 2 of 2,108,98
390,4,3:46.0,J. Butler misses 2-pt layup from 2 ft,,108,98
391,4,3:45.0,Offensive rebound by J. Lauvergne,,108,98
392,4,3:45.0,J. Lauvergne makes 2-pt layup from 2 ft,,110,98
393,4,3:39.0,,A. Davis misses 3-pt jump shot from 24 ft,110,98
394,4,3:37.0,,Offensive rebound by D. Cousins,110,98
395,4,3:36.0,,D. Cousins makes 2-pt dunk at rim,110,100
396,4,3:36.0,Chicago full timeout,,110,100
397,4,3:16.0,B. Portis misses 2-pt jump shot from 17 ft,,110,100
398,4,3:15.0,,Defensive rebound by D. Cousins,110,100
399,4,3:02.0,,D. Cousins misses 3-pt jump shot from 25 ft,110,100
400,4,3:02.0,Defensive rebound by R. Rondo,,110,100
401,4,2:54.0,J. Lauvergne makes 3-pt jump shot from 22 ft (assist by P. Zipser),,113,100
402,4,2:41.0,,J. Holiday makes 3-pt jump shot from 25 ft,113,103
403,4,2:25.0,J. Butler misses 2-pt jump shot from 15 ft,,113,103
404,4,2:24.0,,Defensive rebound by A. Davis,113,103
405,4,2:20.0,,Personal foul by P. Zipser (drawn by D. Cousins),113,103
406,4,2:20.0,,D. Cousins makes free throw 1 of 2,113,104
407,4,2:20.0,,D. Cousins makes free throw 2 of 2,113,105
408,4,1:55.0,R. Rondo misses 2-pt layup from 3 ft,,113,105
409,4,1:54.0,,Defensive rebound by A. Davis,113,105
410,4,1:42.0,,A. Davis makes 2-pt jump shot from 5 ft (assist by D. Cousins),113,107
411,4,1:24.0,J. Lauvergne misses 3-pt jump shot from 23 ft,,113,107
412,4,1:22.0,,Defensive rebound by Team,113,107
413,4,1:05.0,,A. Davis misses 2-pt layup from 3 ft,113,107
414,4,1:05.0,Defensive rebound by Team,,113,107
415,4,0:42.0,J. Butler misses 2-pt jump shot from 7 ft (block by J. Holiday),,113,107
416,4,0:41.0,,Defensive rebound by A. Davis,113,107
417,4,0:37.0,,J. Holiday misses 2-pt layup from 1 ft (block by P. Zipser),113,107
418,4,0:35.0,Defensive rebound by R. Rondo,,113,107
419,4,0:35.0,Personal foul by S. Hill (drawn by R. Rondo),,113,107
420,4,0:35.0,,D. Cunningham enters the game for D. Cousins,113,107
421,4,0:35.0,D. Valentine enters the game for R. Rondo,,113,107
422,4,0:30.0,Chicago full timeout,,113,107
423,4,0:20.0,J. Butler makes 2-pt jump shot from 20 ft,,115,107
424,4,0:20.0,,New Orleans full timeout,115,107
425,4,0:20.0,,D. Cousins enters the game for D. Cunningham,115,107
426,4,0:14.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by D. Cousins),115,110
427,4,0:13.0,Personal take foul by J. Crawford (drawn by P. Zipser),,115,110
428,4,0:13.0,P. Zipser makes free throw 1 of 2,,116,110
429,4,0:13.0,P. Zipser makes free throw 2 of 2,,117,110
430,4,0:13.0,,New Orleans full timeout,117,110
431,4,0:13.0,M. Carter-Williams enters the game for B. Portis,,117,110
432,4,0:08.0,,A. Davis misses 3-pt jump shot from 26 ft,117,110
433,4,0:08.0,Defensive rebound by D. Valentine,,117,110
