,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
383,4,4:05.0,W. Barton makes 2-pt layup from 2 ft,,118,95
384,4,4:05.0,,Chicago full timeout,118,95
385,4,4:05.0,,A. Morrow enters the game for J. Butler,118,95
386,4,4:05.0,,J. Lauvergne enters the game for D. Wade,118,95
387,4,3:45.0,,C. Payne makes 3-pt jump shot from 26 ft,118,98
388,4,3:22.0,N. Jokić misses 2-pt jump shot from 14 ft,,118,98
389,4,3:21.0,,Defensive rebound by B. Portis,118,98
390,4,3:12.0,,J. Lauvergne makes 2-pt hook shot from 2 ft (assist by C. Payne),118,100
391,4,2:54.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by N. Jokić),,121,100
392,4,2:31.0,,B. Portis makes 2-pt layup from 2 ft,121,102
393,4,2:09.0,W. Chandler misses 3-pt jump shot from 27 ft,,121,102
394,4,2:08.0,,Defensive rebound by D. Valentine,121,102
395,4,1:58.0,,B. Portis misses 3-pt jump shot from 24 ft,121,102
396,4,1:56.0,Defensive rebound by W. Barton,,121,102
397,4,1:48.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,123,102
398,4,1:45.0,,Personal take foul by J. Nelson (drawn by C. Payne),123,102
399,4,1:45.0,M. Miller enters the game for W. Chandler,,123,102
400,4,1:45.0,J. Hernangómez enters the game for N. Jokić,,123,102
401,4,1:45.0,J. Murray enters the game for G. Harris,,123,102
402,4,1:45.0,R. Hibbert enters the game for J. Nelson,,123,102
403,4,1:39.0,,J. Lauvergne makes 2-pt jump shot from 7 ft (assist by C. Payne),123,104
404,4,1:20.0,W. Barton misses 3-pt jump shot from 26 ft,,123,104
405,4,1:19.0,,Defensive rebound by J. Lauvergne,123,104
406,4,1:08.0,,C. Payne makes 3-pt jump shot from 26 ft (assist by B. Portis),123,107
407,4,0:52.0,W. Barton makes 2-pt layup from 1 ft,,125,107
408,4,0:41.0,,C. Payne misses 2-pt jump shot from 22 ft,125,107
409,4,0:40.0,Defensive rebound by J. Hernangómez,,125,107
410,4,0:28.0,Turnover by W. Barton (bad pass; steal by J. Lauvergne),,125,107
411,4,0:11.0,,J. Lauvergne misses 2-pt hook shot from 9 ft,125,107
412,4,0:10.0,Defensive rebound by W. Barton,,125,107
413,4,0:01.0,Turnover by W. Barton (lost ball; steal by B. Portis),,125,107
