,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
49,1,6:11.0,A. Ajinça makes free throw 2 of 2,,14,12
50,1,5:55.0,,Shooting foul by A. Ajinça (drawn by T. Ennis),14,12
51,1,5:55.0,,T. Ennis misses free throw 1 of 2,14,12
52,1,5:55.0,,Offensive rebound by Team,14,12
53,1,5:55.0,,T. Ennis makes free throw 2 of 2,14,13
54,1,5:42.0,D. Cunningham makes 2-pt jump shot from 18 ft (assist by T. Frazier),,16,13
55,1,5:32.0,,J. Randle misses 2-pt jump shot from 21 ft,16,13
56,1,5:31.0,Defensive rebound by D. Cunningham,,16,13
57,1,5:26.0,Shooting foul by L. Nance (drawn by T. Frazier),,16,13
58,1,5:26.0,T. Frazier makes free throw 1 of 2,,17,13
59,1,5:26.0,T. Frazier misses free throw 2 of 2,,17,13
60,1,5:26.0,D. Motiejūnas enters the game for A. Ajinça,,17,13
61,1,5:26.0,C. Diallo enters the game for D. Cunningham,,17,13
62,1,5:24.0,,Defensive rebound by J. Randle,17,13
63,1,5:07.0,,T. Ennis misses 3-pt jump shot from 24 ft,17,13
64,1,5:06.0,Defensive rebound by C. Diallo,,17,13
65,1,4:55.0,C. Diallo makes 2-pt jump shot from 15 ft (assist by T. Frazier),,19,13
66,1,4:46.0,,Turnover by J. Clarkson (traveling),19,13
67,1,4:34.0,Turnover by J. Holiday (bad pass),,19,13
68,1,4:13.0,,J. Clarkson misses 2-pt jump shot from 8 ft,19,13
69,1,4:13.0,Defensive rebound by Team,,19,13
70,1,4:02.0,T. Frazier misses 2-pt jump shot from 7 ft,,19,13
71,1,4:00.0,Offensive rebound by C. Diallo,,19,13
72,1,3:51.0,Turnover by S. Hill (lost ball; steal by B. Ingram),,19,13
73,1,3:43.0,,Turnover by T. Ennis (bad pass; steal by S. Hill),19,13
74,1,3:36.0,T. Frazier misses 2-pt layup from 2 ft,,19,13
75,1,3:32.0,,Defensive rebound by L. Nance,19,13
76,1,3:24.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Ingram),19,15
77,1,3:08.0,J. Holiday makes 2-pt jump shot from 5 ft,,21,15
78,1,3:00.0,,Personal foul by S. Hill (drawn by B. Ingram),21,15
79,1,3:00.0,,B. Ingram misses free throw 1 of 2,21,15
80,1,3:00.0,,Offensive rebound by Team,21,15
81,1,3:00.0,,B. Ingram misses free throw 2 of 2,21,15
82,1,3:00.0,Q. Cook enters the game for T. Frazier,,21,15
83,1,2:58.0,Defensive rebound by C. Diallo,,21,15
84,1,2:39.0,D. Motiejūnas misses 2-pt hook shot from 12 ft,,21,15
85,1,2:35.0,,Defensive rebound by L. Nance,21,15
86,1,2:17.0,,J. Clarkson misses 3-pt jump shot from 24 ft,21,15
87,1,2:14.0,,Offensive rebound by B. Ingram,21,15
88,1,2:14.0,,B. Ingram makes 2-pt dunk at rim,21,17
89,1,2:02.0,Q. Cook misses 3-pt jump shot from 25 ft,,21,17
90,1,2:00.0,,Defensive rebound by J. Randle,21,17
91,1,1:42.0,,B. Ingram misses 2-pt jump shot from 13 ft,21,17
92,1,1:39.0,Defensive rebound by J. Holiday,,21,17
93,1,1:34.0,J. Holiday makes 2-pt layup at rim (assist by Q. Cook),,23,17
94,1,1:33.0,,LA Lakers full timeout,23,17
95,1,1:33.0,J. Crawford enters the game for J. Holiday,,23,17
96,1,1:24.0,,Personal foul by S. Hill (drawn by B. Ingram),23,17
97,1,1:24.0,,B. Ingram makes free throw 1 of 2,23,18
98,1,1:24.0,,T. Black enters the game for J. Randle,23,18
99,1,1:24.0,A. Toupane enters the game for S. Hill,,23,18
100,1,1:24.0,,D. Nwaba enters the game for J. Clarkson,23,18
101,1,1:24.0,,B. Ingram makes free throw 2 of 2,23,19
102,1,1:04.0,D. Motiejūnas makes 2-pt jump shot from 14 ft (assist by Q. Cook),,25,19
103,1,0:56.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by B. Ingram),25,21
104,1,0:40.0,Turnover by C. Diallo (lost ball; steal by L. Nance),,25,21
105,1,0:34.0,,L. Nance misses 2-pt jump shot from 7 ft,25,21
106,1,0:32.0,,Offensive rebound by D. Nwaba,25,21
107,1,0:28.0,,D. Nwaba makes 2-pt layup from 1 ft,25,23
108,1,0:17.0,D. Motiejūnas misses 2-pt jump shot from 10 ft,,25,23
109,1,0:13.0,,Defensive rebound by T. Black,25,23
110,1,0:01.0,,L. Nance makes 3-pt jump shot from 24 ft (assist by B. Ingram),25,26
111,2,11:25.0,,T. Ennis makes 2-pt jump shot from 7 ft,25,28
112,2,11:21.0,J. Crawford misses 2-pt jump shot from 13 ft,,25,28
113,2,11:19.0,,Defensive rebound by T. Ennis,25,28
114,2,11:14.0,,T. Black misses 2-pt layup from 2 ft (block by C. Diallo),25,28
115,2,11:13.0,Defensive rebound by D. Motiejūnas,,25,28
116,2,11:09.0,Personal foul by D. Nwaba (drawn by J. Crawford),,25,28
117,2,11:00.0,Personal foul by T. Robinson (drawn by Q. Cook),,25,28
118,2,10:55.0,,Loose ball foul by T. Ennis (drawn by Q. Cook),25,28
119,2,10:42.0,Q. Cook misses 2-pt layup from 2 ft (block by T. Black),,25,28
120,2,10:42.0,Offensive rebound by Team,,25,28
121,2,10:41.0,Turnover by Team (shot clock),,25,28
122,2,10:27.0,,T. Robinson makes 2-pt layup at rim,25,30
123,2,10:13.0,D. Motiejūnas misses 2-pt hook shot from 9 ft,,25,30
124,2,10:09.0,,Defensive rebound by T. Robinson,25,30
125,2,9:59.0,,T. Ennis misses 3-pt jump shot from 25 ft,25,30
126,2,9:58.0,Defensive rebound by D. Motiejūnas,,25,30
127,2,9:48.0,J. Crawford makes 2-pt layup at rim,,27,30
128,2,9:38.0,,T. Black makes 2-pt layup from 2 ft (assist by T. Ennis),27,32
129,2,9:25.0,J. Crawford makes 2-pt jump shot from 9 ft (assist by D. Motiejūnas),,29,32
130,2,9:21.0,Offensive charge foul by T. Ennis (drawn by D. Motiejūnas),,29,32
131,2,9:21.0,,Turnover by T. Ennis (offensive foul),29,32
132,2,9:13.0,Turnover by D. Motiejūnas (lost ball; steal by C. Brewer),,29,32
133,2,9:09.0,,Shooting foul by A. Toupane (drawn by D. Nwaba),29,32
134,2,9:09.0,,D. Nwaba makes free throw 1 of 2,29,33
135,2,9:09.0,,D. Nwaba makes free throw 2 of 2,29,34
136,2,8:50.0,C. Diallo makes 2-pt hook shot from 6 ft (assist by J. Crawford),,31,34
137,2,8:29.0,,Turnover by T. Robinson (step out of bounds),31,34
138,2,8:29.0,New Orleans full timeout,,31,34
139,2,8:29.0,A. Ajinça enters the game for D. Motiejūnas,,31,34
140,2,8:06.0,Q. Cook misses 2-pt jump shot from 17 ft,,31,34
141,2,8:05.0,,Defensive rebound by C. Brewer,31,34
142,2,8:02.0,,Shooting foul by J. Crawford (drawn by C. Brewer),31,34
143,2,8:02.0,,C. Brewer misses free throw 1 of 2,31,34
144,2,8:02.0,,Offensive rebound by Team,31,34
145,2,8:02.0,,C. Brewer makes free throw 2 of 2,31,35
146,2,7:45.0,A. Ajinça misses 2-pt jump shot from 8 ft (block by T. Black),,31,35
147,2,7:38.0,,Defensive rebound by T. Robinson,31,35
148,2,7:35.0,,D. Nwaba makes 2-pt dunk at rim (assist by C. Brewer),31,37
149,2,7:21.0,C. Diallo makes 2-pt jump shot from 13 ft (assist by J. Crawford),,33,37
150,2,7:01.0,,D. Nwaba makes 2-pt jump shot from 8 ft,33,39
151,2,6:51.0,C. Diallo makes 2-pt layup from 1 ft (assist by Q. Cook),,35,39
152,2,6:42.0,,T. Ennis makes 2-pt layup from 1 ft,35,41
153,2,6:23.0,J. Crawford misses 3-pt jump shot from 25 ft,,35,41
154,2,6:22.0,Offensive rebound by C. Diallo,,35,41
155,2,6:22.0,Shooting foul by T. Robinson (drawn by C. Diallo),,35,41
156,2,6:22.0,C. Diallo makes free throw 1 of 2,,36,41
157,2,6:22.0,,LA Lakers full timeout,36,41
158,2,6:22.0,C. Diallo misses free throw 2 of 2,,36,41
159,2,6:22.0,,J. Randle enters the game for T. Robinson,36,41
160,2,6:22.0,S. Hill enters the game for Q. Cook,,36,41
161,2,6:22.0,J. Holiday enters the game for A. Toupane,,36,41
162,2,6:20.0,,Defensive rebound by T. Black,36,41
163,2,6:06.0,,T. Black misses 2-pt hook shot from 7 ft,36,41
164,2,6:01.0,Defensive rebound by A. Ajinça,,36,41
165,2,5:52.0,Turnover by J. Crawford (bad pass; steal by T. Black),,36,41
166,2,5:45.0,,C. Brewer makes 2-pt layup from 1 ft (assist by T. Ennis),36,43
167,2,5:28.0,J. Holiday misses 2-pt jump shot from 16 ft,,36,43
168,2,5:24.0,,Defensive rebound by J. Randle,36,43
169,2,5:22.0,,Shooting foul by C. Diallo (drawn by J. Randle),36,43
170,2,5:22.0,,J. Randle makes free throw 1 of 2,36,44
171,2,5:22.0,,J. Randle misses free throw 2 of 2,36,44
172,2,5:22.0,,J. Clarkson enters the game for D. Nwaba,36,44
173,2,5:22.0,D. Cunningham enters the game for C. Diallo,,36,44
174,2,5:20.0,Defensive rebound by D. Cunningham,,36,44
175,2,5:04.0,A. Ajinça makes 2-pt jump shot from 10 ft (assist by J. Holiday),,38,44
176,2,4:38.0,,J. Clarkson makes 2-pt layup from 2 ft,38,46
177,2,4:33.0,D. Cunningham makes 2-pt dunk at rim (assist by J. Crawford),,40,46
178,2,4:24.0,,Turnover by T. Ennis (lost ball; steal by A. Ajinça),40,46
179,2,4:24.0,Personal foul by T. Ennis (drawn by S. Hill),,40,46
180,2,4:24.0,S. Hill makes free throw 1 of 2,,41,46
181,2,4:24.0,S. Hill misses free throw 2 of 2,,41,46
182,2,4:24.0,T. Frazier enters the game for J. Crawford,,41,46
183,2,4:24.0,,B. Ingram enters the game for T. Ennis,41,46
184,2,4:22.0,,Defensive rebound by T. Black,41,46
185,2,4:11.0,,T. Black misses 2-pt jump shot from 8 ft,41,46
186,2,4:09.0,Defensive rebound by A. Ajinça,,41,46
187,2,4:00.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by T. Frazier),,43,46
188,2,3:41.0,,J. Randle misses 2-pt jump shot from 10 ft,43,46
189,2,3:32.0,,Offensive rebound by C. Brewer,43,46
190,2,3:32.0,,C. Brewer misses 2-pt layup from 1 ft,43,46
191,2,3:31.0,Defensive rebound by S. Hill,,43,46
192,2,3:28.0,S. Hill misses 2-pt layup from 2 ft (block by T. Black),,43,46
193,2,3:25.0,,Defensive rebound by C. Brewer,43,46
194,2,3:21.0,,C. Brewer misses 2-pt layup from 1 ft,43,46
195,2,3:19.0,Defensive rebound by A. Ajinça,,43,46
196,2,3:18.0,Shooting foul by B. Ingram (drawn by A. Ajinça),,43,46
197,2,3:18.0,A. Ajinça makes free throw 1 of 2,,44,46
198,2,3:18.0,,M. World Peace enters the game for T. Black,44,46
199,2,3:18.0,,L. Nance enters the game for C. Brewer,44,46
200,2,3:18.0,A. Ajinça makes free throw 2 of 2,,45,46
201,2,2:54.0,,J. Randle misses 2-pt layup from 2 ft (block by A. Ajinça),45,46
202,2,2:54.0,,Offensive rebound by Team,45,46
203,2,2:54.0,New Orleans full timeout,,45,46
204,2,2:51.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),45,49
205,2,2:37.0,Personal foul by J. Randle (drawn by A. Ajinça),,45,49
206,2,2:37.0,A. Ajinça makes free throw 1 of 2,,46,49
207,2,2:37.0,A. Ajinça misses free throw 2 of 2,,46,49
208,2,2:35.0,,Defensive rebound by J. Randle,46,49
209,2,2:21.0,,J. Randle makes 2-pt layup from 3 ft (assist by B. Ingram),46,51
210,2,2:08.0,Shooting foul by J. Randle (drawn by T. Frazier),,46,51
211,2,2:08.0,T. Frazier makes free throw 1 of 2,,47,51
212,2,2:08.0,,D. Nwaba enters the game for J. Randle,47,51
213,2,2:08.0,T. Frazier makes free throw 2 of 2,,48,51
214,2,1:57.0,,J. Clarkson makes 2-pt jump shot from 11 ft,48,53
215,2,1:44.0,A. Ajinça makes 2-pt dunk at rim (assist by T. Frazier),,50,53
216,2,1:31.0,,Turnover by B. Ingram (lost ball),50,53
217,2,1:24.0,,Violation by J. Clarkson (kicked ball),50,53
218,2,1:11.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by T. Frazier),,53,53
219,2,0:59.0,,Personal foul by A. Ajinça (drawn by B. Ingram),53,53
220,2,0:59.0,D. Motiejūnas enters the game for A. Ajinça,,53,53
221,2,0:50.0,,B. Ingram makes 2-pt jump shot from 19 ft,53,55
222,2,0:27.0,S. Hill misses 2-pt jump shot from 12 ft,,53,55
223,2,0:26.0,,Defensive rebound by M. World Peace,53,55
224,2,0:04.0,,Shooting foul by J. Holiday (drawn by J. Clarkson),53,55
225,2,0:04.0,,J. Clarkson makes free throw 1 of 2,53,56
226,2,0:04.0,,J. Clarkson makes free throw 2 of 2,53,57
227,2,0:00.0,T. Frazier misses 2-pt layup from 1 ft,,53,57
228,2,0:00.0,Offensive rebound by Team,,53,57
229,3,11:40.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by J. Randle),53,60
230,3,11:28.0,T. Frazier misses 2-pt layup from 1 ft,,53,60
231,3,11:25.0,,Defensive rebound by L. Nance,53,60
232,3,11:19.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by B. Ingram),53,63
233,3,11:08.0,Shooting foul by J. Randle (drawn by J. Holiday),,53,63
234,3,11:08.0,J. Holiday makes free throw 1 of 2,,54,63
235,3,11:08.0,,T. Robinson enters the game for J. Randle,54,63
236,3,11:08.0,J. Holiday makes free throw 2 of 2,,55,63
237,3,10:49.0,,J. Clarkson misses 3-pt jump shot from 26 ft,55,63
238,3,10:48.0,,Offensive rebound by M. World Peace,55,63
239,3,10:40.0,,B. Ingram misses 2-pt jump shot from 14 ft,55,63
240,3,10:38.0,Defensive rebound by S. Hill,,55,63
241,3,10:27.0,S. Hill makes 3-pt jump shot from 25 ft (assist by D. Cunningham),,58,63
242,3,10:09.0,,M. World Peace misses 2-pt jump shot from 21 ft,58,63
243,3,10:06.0,Defensive rebound by S. Hill,,58,63
244,3,9:57.0,S. Hill misses 2-pt jump shot from 17 ft,,58,63
245,3,9:55.0,,Defensive rebound by B. Ingram,58,63
246,3,9:40.0,,B. Ingram misses 3-pt jump shot from 25 ft,58,63
247,3,9:39.0,Defensive rebound by J. Holiday,,58,63
248,3,9:19.0,S. Hill misses 3-pt jump shot from 26 ft,,58,63
249,3,9:18.0,,Defensive rebound by M. World Peace,58,63
250,3,9:05.0,,M. World Peace makes 3-pt jump shot from 25 ft (assist by T. Robinson),58,66
251,3,8:46.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by J. Holiday),,60,66
252,3,8:25.0,,B. Ingram misses 2-pt jump shot from 12 ft,60,66
253,3,8:23.0,,Offensive rebound by B. Ingram,60,66
254,3,8:18.0,,M. World Peace makes 2-pt jump shot from 7 ft (assist by L. Nance),60,68
255,3,8:11.0,Turnover by J. Holiday (lost ball; steal by M. World Peace),,60,68
256,3,8:02.0,,M. World Peace misses 3-pt jump shot from 24 ft,60,68
257,3,8:01.0,Defensive rebound by A. Ajinça,,60,68
258,3,7:52.0,Personal foul by J. Clarkson (drawn by T. Frazier),,60,68
259,3,7:49.0,Turnover by J. Holiday (bad pass; steal by T. Robinson),,60,68
260,3,7:49.0,,T. Robinson makes 2-pt dunk from 1 ft,60,70
261,3,7:49.0,,Shooting foul by T. Frazier (drawn by T. Robinson),60,70
262,3,7:49.0,New Orleans full timeout,,60,70
263,3,7:49.0,,T. Robinson makes free throw 1 of 1,60,71
264,3,7:30.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,63,71
265,3,7:06.0,,L. Nance misses 2-pt jump shot from 17 ft,63,71
266,3,7:04.0,,Offensive rebound by T. Robinson,63,71
267,3,6:58.0,,M. World Peace makes 2-pt jump shot from 15 ft,63,73
268,3,6:35.0,T. Frazier misses 2-pt jump shot from 15 ft,,63,73
269,3,6:33.0,,Defensive rebound by J. Clarkson,63,73
270,3,6:23.0,,T. Robinson makes 2-pt dunk at rim (assist by J. Clarkson),63,75
271,3,6:04.0,A. Ajinça misses 2-pt jump shot from 7 ft,,63,75
272,3,6:01.0,,Defensive rebound by T. Robinson,63,75
273,3,5:56.0,,D. Nwaba enters the game for M. World Peace,63,75
274,3,5:56.0,D. Motiejūnas enters the game for A. Ajinça,,63,75
275,3,5:56.0,Q. Cook enters the game for T. Frazier,,63,75
276,3,5:52.0,,Personal foul by S. Hill (drawn by B. Ingram),63,75
277,3,5:44.0,,Personal foul by D. Motiejūnas (drawn by J. Clarkson),63,75
278,3,5:30.0,,Shooting foul by Q. Cook (drawn by T. Robinson),63,75
279,3,5:30.0,,T. Robinson misses free throw 1 of 3,63,75
280,3,5:30.0,,Offensive rebound by Team,63,75
281,3,5:30.0,,T. Robinson makes free throw 2 of 3,63,76
282,3,5:30.0,,T. Robinson misses free throw 3 of 3,63,76
283,3,5:30.0,Defensive rebound by Team,,63,76
284,3,5:18.0,D. Cunningham misses 3-pt jump shot from 24 ft,,63,76
285,3,5:16.0,Offensive rebound by J. Holiday,,63,76
286,3,5:13.0,Turnover by J. Holiday (bad pass; steal by J. Clarkson),,63,76
287,3,5:00.0,,B. Ingram misses 2-pt jump shot from 17 ft,63,76
288,3,4:58.0,Defensive rebound by J. Holiday,,63,76
289,3,4:45.0,J. Holiday makes 2-pt layup from 2 ft,,65,76
290,3,4:21.0,,Turnover by Team (shot clock),65,76
291,3,4:12.0,D. Motiejūnas makes 2-pt layup at rim (assist by J. Holiday),,67,76
292,3,3:54.0,,L. Nance misses 2-pt jump shot from 4 ft (block by D. Motiejūnas),67,76
293,3,3:52.0,Defensive rebound by S. Hill,,67,76
294,3,3:45.0,Shooting foul by D. Nwaba (drawn by D. Motiejūnas),,67,76
295,3,3:45.0,D. Motiejūnas makes free throw 1 of 2,,68,76
296,3,3:45.0,D. Motiejūnas makes free throw 2 of 2,,69,76
297,3,3:33.0,,T. Robinson makes 2-pt jump shot from 7 ft,69,78
298,3,3:21.0,J. Holiday misses 3-pt jump shot from 26 ft,,69,78
299,3,3:20.0,,Defensive rebound by T. Robinson,69,78
300,3,3:05.0,,T. Robinson misses 2-pt jump shot from 10 ft,69,78
301,3,3:03.0,Defensive rebound by S. Hill,,69,78
302,3,2:54.0,S. Hill makes 2-pt dunk at rim (assist by D. Motiejūnas),,71,78
303,3,2:54.0,,LA Lakers full timeout,71,78
304,3,2:54.0,,C. Brewer enters the game for L. Nance,71,78
305,3,2:54.0,,T. Ennis enters the game for J. Clarkson,71,78
306,3,2:54.0,,T. Black enters the game for T. Robinson,71,78
307,3,2:53.0,C. Diallo enters the game for D. Cunningham,,71,78
308,3,2:32.0,,D. Nwaba misses 2-pt hook shot from 7 ft,71,78
309,3,2:29.0,Defensive rebound by C. Diallo,,71,78
310,3,2:16.0,Personal foul by C. Brewer (drawn by Q. Cook),,71,78
311,3,1:59.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,71,78
312,3,1:58.0,,Defensive rebound by B. Ingram,71,78
313,3,1:52.0,,B. Ingram misses 2-pt jump shot from 14 ft,71,78
314,3,1:51.0,Defensive rebound by C. Diallo,,71,78
315,3,1:37.0,Q. Cook misses 2-pt jump shot from 17 ft,,71,78
316,3,1:33.0,,Defensive rebound by T. Black,71,78
317,3,1:29.0,A. Toupane enters the game for S. Hill,,71,78
318,3,1:19.0,,T. Black misses 2-pt hook shot from 7 ft,71,78
319,3,1:12.0,Defensive rebound by C. Diallo,,71,78
320,3,1:04.0,Q. Cook misses 3-pt jump shot from 25 ft,,71,78
321,3,1:03.0,,Defensive rebound by T. Black,71,78
322,3,0:51.0,,B. Ingram makes 2-pt jump shot from 19 ft (assist by D. Nwaba),71,80
323,3,0:39.0,Turnover by D. Motiejūnas (lost ball; steal by D. Nwaba),,71,80
324,3,0:35.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by B. Ingram),71,82
325,3,0:21.0,C. Diallo makes 2-pt hook shot from 6 ft (assist by J. Holiday),,73,82
326,3,0:02.0,,B. Ingram makes 2-pt dunk at rim,73,84
327,3,0:02.0,,Shooting foul by C. Diallo (drawn by B. Ingram),73,84
328,3,0:02.0,,B. Ingram makes free throw 1 of 1,73,85
329,4,11:45.0,C. Diallo misses 2-pt jump shot from 13 ft,,73,85
330,4,11:44.0,,Defensive rebound by T. Black,73,85
331,4,11:27.0,,M. World Peace makes 2-pt jump shot from 17 ft,73,87
332,4,11:12.0,J. Crawford misses 2-pt jump shot from 19 ft,,73,87
333,4,11:09.0,,Defensive rebound by C. Brewer,73,87
334,4,11:02.0,,Turnover by D. Nwaba (lost ball; steal by J. Crawford),73,87
335,4,10:46.0,Turnover by Q. Cook (bad pass; steal by C. Brewer),,73,87
336,4,10:41.0,,C. Brewer makes 2-pt dunk at rim,73,89
337,4,10:22.0,A. Toupane misses 3-pt jump shot from 23 ft,,73,89
338,4,10:21.0,Offensive rebound by D. Motiejūnas,,73,89
339,4,10:16.0,D. Motiejūnas misses 2-pt hook shot from 4 ft,,73,89
340,4,10:11.0,,Defensive rebound by T. Black,73,89
341,4,10:07.0,,Offensive foul by M. World Peace (drawn by A. Toupane),73,89
342,4,10:07.0,,Turnover by M. World Peace (offensive foul),73,89
343,4,9:59.0,Personal foul by C. Brewer (drawn by A. Toupane),,73,89
344,4,9:49.0,C. Diallo makes 2-pt jump shot from 17 ft (assist by J. Crawford),,75,89
345,4,9:30.0,,T. Black misses 2-pt layup from 2 ft (block by C. Diallo),75,89
346,4,9:30.0,,Offensive rebound by Team,75,89
347,4,9:24.0,,T. Black misses 2-pt jump shot from 17 ft,75,89
348,4,9:23.0,Defensive rebound by C. Diallo,,75,89
349,4,9:16.0,C. Diallo makes 2-pt dunk at rim (assist by J. Crawford),,77,89
350,4,9:03.0,,M. World Peace makes 3-pt jump shot from 25 ft,77,92
351,4,8:45.0,Turnover by C. Diallo (lost ball; steal by M. World Peace),,77,92
352,4,8:43.0,,Turnover by D. Nwaba (lost ball),77,92
353,4,8:43.0,Official timeout,,77,92
354,4,8:25.0,J. Crawford misses 3-pt jump shot from 25 ft,,77,92
355,4,8:23.0,Offensive rebound by C. Diallo,,77,92
356,4,8:21.0,C. Diallo makes 2-pt layup from 2 ft,,79,92
357,4,7:59.0,,M. World Peace misses 3-pt jump shot from 25 ft,79,92
358,4,7:58.0,,Offensive rebound by C. Brewer,79,92
359,4,7:52.0,,M. World Peace makes 3-pt jump shot from 26 ft (assist by C. Brewer),79,95
360,4,7:37.0,A. Toupane makes 3-pt jump shot from 26 ft (assist by D. Motiejūnas),,82,95
361,4,7:18.0,,M. World Peace misses 3-pt jump shot from 25 ft,82,95
362,4,7:17.0,Defensive rebound by J. Crawford,,82,95
363,4,7:07.0,J. Crawford misses 2-pt jump shot from 15 ft,,82,95
364,4,7:04.0,,Defensive rebound by T. Black,82,95
365,4,6:59.0,Violation by D. Motiejūnas (kicked ball),,82,95
366,4,6:45.0,,M. World Peace makes 3-pt jump shot from 25 ft (assist by T. Ennis),82,98
367,4,6:29.0,Shooting foul by D. Nwaba (drawn by D. Motiejūnas),,82,98
368,4,6:29.0,D. Motiejūnas makes free throw 1 of 2,,83,98
369,4,6:29.0,,L. Nance enters the game for M. World Peace,83,98
370,4,6:29.0,D. Motiejūnas makes free throw 2 of 2,,84,98
371,4,6:14.0,,T. Black makes 2-pt jump shot from 5 ft (assist by C. Brewer),84,100
372,4,5:58.0,A. Toupane misses 3-pt jump shot from 23 ft,,84,100
373,4,5:57.0,,Defensive rebound by D. Nwaba,84,100
374,4,5:51.0,,T. Ennis misses 3-pt jump shot from 23 ft,84,100
375,4,5:49.0,Defensive rebound by D. Motiejūnas,,84,100
376,4,5:43.0,Q. Cook makes 3-pt jump shot from 24 ft (assist by J. Crawford),,87,100
377,4,5:29.0,,T. Black makes 2-pt dunk at rim (assist by C. Brewer),87,102
