,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
0,1,11:43.0,,G. Hayward misses 3-pt jump shot from 24 ft,0,0
1,1,11:42.0,,Offensive rebound by B. Diaw,0,0
2,1,11:37.0,,R. Hood misses 3-pt jump shot from 25 ft,0,0
3,1,11:37.0,Defensive rebound by S. Mejri,,0,0
4,1,11:13.0,Turnover by Team (shot clock),,0,0
5,1,10:59.0,,D. Exum makes 2-pt layup from 2 ft (assist by R. Gobert),0,2
6,1,10:44.0,D. Williams makes 2-pt jump shot from 17 ft (assist by H. Barnes),,2,2
7,1,10:28.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Diaw),2,5
8,1,10:09.0,Turnover by W. Matthews (bad pass; steal by R. Hood),,2,5
9,1,10:06.0,,D. Exum makes 2-pt dunk at rim (assist by R. Hood),2,7
10,1,9:45.0,S. Mejri makes 2-pt layup from 2 ft (assist by D. Williams),,4,7
11,1,9:45.0,Shooting foul by D. Exum (drawn by S. Mejri),,4,7
12,1,9:45.0,S. Mejri makes free throw 1 of 1,,5,7
13,1,9:33.0,,G. Hayward misses 2-pt jump shot from 13 ft,5,7
14,1,9:33.0,Defensive rebound by W. Matthews,,5,7
15,1,9:23.0,W. Matthews makes 2-pt jump shot from 15 ft,,7,7
16,1,9:00.0,,R. Gobert makes 2-pt dunk at rim (assist by B. Diaw),7,9
17,1,8:47.0,H. Barnes misses 3-pt jump shot from 24 ft,,7,9
18,1,8:46.0,,Defensive rebound by R. Gobert,7,9
19,1,8:36.0,,Shooting foul by W. Matthews (drawn by D. Exum),7,9
20,1,8:36.0,,D. Exum makes free throw 1 of 2,7,10
21,1,8:36.0,,D. Exum makes free throw 2 of 2,7,11
22,1,8:27.0,Personal foul by B. Diaw (drawn by S. Mejri),,7,11
23,1,8:23.0,Def 3 sec tech foul by R. Gobert,,7,11
24,1,8:23.0,D. Williams makes technical free throw,,8,11
25,1,8:23.0,H. Barnes misses 2-pt jump shot from 18 ft,,8,11
26,1,8:09.0,,Defensive rebound by R. Gobert,8,11
27,1,7:58.0,,R. Hood makes 2-pt jump shot from 7 ft,8,13
28,1,7:54.0,Turnover by W. Matthews (step out of bounds),,8,13
29,1,7:36.0,,Personal foul by W. Matthews (drawn by R. Hood),8,13
30,1,7:36.0,S. Curry enters the game for W. Matthews,,8,13
31,1,7:30.0,,Shooting foul by S. Mejri (drawn by R. Gobert),8,13
32,1,7:30.0,,R. Gobert makes free throw 1 of 2,8,14
33,1,7:30.0,,R. Gobert makes free throw 2 of 2,8,15
34,1,7:14.0,D. Williams makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),,11,15
35,1,6:47.0,,R. Hood makes 2-pt jump shot from 16 ft,11,17
36,1,6:27.0,H. Barnes misses 3-pt jump shot from 24 ft,,11,17
37,1,6:26.0,,Defensive rebound by R. Hood,11,17
38,1,6:14.0,,Turnover by G. Hayward (bad pass; steal by H. Barnes),11,17
39,1,6:03.0,Personal foul by D. Exum (drawn by S. Mejri),,11,17
40,1,6:03.0,D. Harris enters the game for D. Williams,,11,17
41,1,6:03.0,D. Powell enters the game for S. Mejri,,11,17
42,1,6:03.0,,S. Mack enters the game for D. Exum,11,17
43,1,6:03.0,,J. Johnson enters the game for G. Hayward,11,17
44,1,5:53.0,H. Barnes makes 2-pt layup from 1 ft,,13,17
45,1,5:42.0,,B. Diaw makes 2-pt layup from 2 ft,13,19
46,1,5:20.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by S. Curry),,16,19
47,1,5:13.0,,Utah full timeout,16,19
48,1,5:13.0,W. Matthews enters the game for H. Barnes,,16,19
49,1,5:05.0,,J. Johnson misses 2-pt jump shot from 5 ft,16,19
50,1,5:04.0,,Offensive rebound by J. Johnson,16,19
51,1,5:04.0,,J. Johnson makes 2-pt layup from 2 ft,16,21
52,1,4:46.0,Def 3 sec tech foul by R. Gobert,,16,21
53,1,4:46.0,S. Curry misses technical free throw,,16,21
54,1,4:46.0,Offensive rebound by Team,,16,21
55,1,4:46.0,,T. Lyles enters the game for B. Diaw,16,21
56,1,4:36.0,S. Curry makes 2-pt jump shot from 22 ft,,18,21
57,1,4:09.0,,S. Mack misses 3-pt jump shot from 25 ft,18,21
58,1,4:09.0,,Offensive rebound by R. Gobert,18,21
59,1,3:45.0,,R. Hood misses 2-pt jump shot from 10 ft,18,21
