,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
112,2,11:09.0,,Turnover by M. Delaney (bad pass; steal by J. Holiday),36,18
113,2,11:05.0,J. Holiday makes 2-pt dunk at rim,,38,18
114,2,10:45.0,,Turnover by M. Delaney (bad pass; steal by T. Jones),38,18
115,2,10:41.0,T. Jones makes 2-pt layup from 2 ft,,40,18
116,2,10:41.0,,Atlanta full timeout,40,18
117,2,10:41.0,,K. Korver enters the game for T. Hardaway,40,18
118,2,10:21.0,,M. Delaney misses 2-pt layup at rim,40,18
119,2,10:20.0,Defensive rebound by L. Galloway,,40,18
120,2,10:16.0,J. Holiday makes 2-pt layup from 1 ft,,42,18
121,2,10:16.0,Shooting foul by K. Korver (drawn by J. Holiday),,42,18
122,2,10:16.0,J. Holiday makes free throw 1 of 1,,43,18
123,2,10:11.0,,Personal foul by L. Galloway (drawn by M. Delaney),43,18
124,2,10:11.0,,K. Bazemore enters the game for K. Humphries,43,18
125,2,9:58.0,,Turnover by K. Bazemore (bad pass),43,18
126,2,9:41.0,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Holiday),,46,18
127,2,9:31.0,,D. Schröder enters the game for M. Delaney,46,18
128,2,9:24.0,,K. Bazemore misses 2-pt jump shot from 14 ft,46,18
129,2,9:23.0,Defensive rebound by J. Holiday,,46,18
130,2,9:14.0,Shooting foul by D. Howard (drawn by T. Jones),,46,18
131,2,9:14.0,T. Jones misses free throw 1 of 2,,46,18
132,2,9:14.0,Offensive rebound by Team,,46,18
133,2,9:14.0,T. Jones makes free throw 2 of 2,,47,18
134,2,9:05.0,,Personal foul by J. Holiday (drawn by D. Schröder),47,18
135,2,8:57.0,,T. Sefolosha misses 2-pt jump shot from 17 ft,47,18
136,2,8:56.0,,Offensive rebound by K. Bazemore,47,18
137,2,8:56.0,,Shooting foul by Ö. Aşık (drawn by K. Bazemore),47,18
138,2,8:56.0,,K. Bazemore misses free throw 1 of 2,47,18
139,2,8:56.0,,Offensive rebound by Team,47,18
140,2,8:56.0,T. Frazier enters the game for J. Holiday,,47,18
141,2,8:56.0,,K. Bazemore makes free throw 2 of 2,47,19
142,2,8:49.0,,P. Millsap enters the game for D. Howard,47,19
143,2,8:40.0,L. Galloway misses 2-pt jump shot from 22 ft,,47,19
144,2,8:39.0,Offensive rebound by Ö. Aşık,,47,19
145,2,8:39.0,Ö. Aşık makes 2-pt layup at rim,,49,19
146,2,8:25.0,,D. Schröder makes 2-pt jump shot from 15 ft,49,21
147,2,8:09.0,T. Jones makes 2-pt hook shot from 9 ft (assist by T. Frazier),,51,21
148,2,7:54.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by D. Schröder),51,24
149,2,7:42.0,T. Frazier misses 2-pt layup from 3 ft,,51,24
150,2,7:41.0,,Defensive rebound by P. Millsap,51,24
151,2,7:31.0,,T. Sefolosha makes 2-pt jump shot from 15 ft (assist by K. Korver),51,26
152,2,7:25.0,New Orleans full timeout,,51,26
153,2,7:25.0,D. Cunningham enters the game for T. Jones,,51,26
154,2,7:25.0,A. Brown enters the game for Ö. Aşık,,51,26
155,2,7:06.0,S. Hill makes 3-pt jump shot from 25 ft (assist by L. Galloway),,54,26
156,2,6:52.0,,D. Schröder makes 2-pt layup from 2 ft,54,28
157,2,6:34.0,Shooting foul by D. Schröder (drawn by T. Frazier),,54,28
158,2,6:34.0,T. Frazier makes free throw 1 of 2,,55,28
159,2,6:34.0,T. Frazier makes free throw 2 of 2,,56,28
160,2,6:18.0,,P. Millsap makes 2-pt layup from 2 ft,56,30
161,2,6:17.0,Turnover by T. Frazier (traveling),,56,30
162,2,6:17.0,,M. Muscala enters the game for T. Sefolosha,56,30
163,2,6:07.0,,P. Millsap makes 2-pt jump shot from 17 ft,56,32
164,2,5:47.0,Turnover by A. Brown (lost ball),,56,32
165,2,5:44.0,,Shooting foul by T. Frazier (drawn by D. Schröder),56,32
166,2,5:44.0,,D. Schröder misses free throw 1 of 2,56,32
167,2,5:44.0,,Offensive rebound by Team,56,32
168,2,5:44.0,E. Moore enters the game for L. Galloway,,56,32
169,2,5:44.0,T. Jones enters the game for D. Cunningham,,56,32
170,2,5:44.0,,D. Schröder makes free throw 2 of 2,56,33
171,2,5:20.0,T. Frazier misses 3-pt jump shot from 27 ft,,56,33
172,2,5:19.0,,Defensive rebound by M. Muscala,56,33
173,2,5:08.0,,Turnover by P. Millsap (lost ball; steal by A. Brown),56,33
174,2,4:59.0,E. Moore misses 2-pt jump shot from 15 ft,,56,33
175,2,4:58.0,,Defensive rebound by P. Millsap,56,33
176,2,4:52.0,,Turnover by K. Bazemore (lost ball),56,33
177,2,4:40.0,T. Jones misses 2-pt jump shot from 6 ft,,56,33
178,2,4:39.0,,Defensive rebound by M. Muscala,56,33
179,2,4:31.0,,D. Schröder misses 2-pt layup from 2 ft (block by A. Brown),56,33
180,2,4:29.0,Defensive rebound by T. Jones,,56,33
181,2,4:11.0,T. Frazier makes 2-pt jump shot from 4 ft,,58,33
182,2,3:59.0,,Shooting foul by S. Hill (drawn by M. Muscala),58,33
183,2,3:59.0,,M. Muscala makes free throw 1 of 2,58,34
184,2,3:59.0,Ö. Aşık enters the game for S. Hill,,58,34
185,2,3:59.0,,T. Sefolosha enters the game for K. Bazemore,58,34
186,2,3:59.0,,D. Howard enters the game for P. Millsap,58,34
187,2,3:59.0,,M. Muscala makes free throw 2 of 2,58,35
188,2,3:37.0,Personal foul by M. Muscala (drawn by T. Jones),,58,35
189,2,3:30.0,E. Moore misses 3-pt jump shot from 24 ft,,58,35
190,2,3:29.0,,Defensive rebound by D. Howard,58,35
191,2,3:16.0,,D. Schröder makes 3-pt jump shot from 25 ft,58,38
192,2,3:06.0,T. Frazier makes 2-pt jump shot from 19 ft,,60,38
193,2,2:54.0,,K. Korver makes 2-pt jump shot from 18 ft (assist by D. Schröder),60,40
194,2,2:42.0,T. Frazier misses 2-pt layup from 5 ft (block by D. Howard),,60,40
195,2,2:41.0,,Defensive rebound by D. Schröder,60,40
196,2,2:37.0,,T. Sefolosha makes 2-pt dunk at rim (assist by D. Schröder),60,42
197,2,2:22.0,New Orleans full timeout,,60,42
198,2,2:22.0,Official timeout,,60,42
199,2,2:22.0,J. Holiday enters the game for A. Brown,,60,42
200,2,2:09.0,T. Jones misses 2-pt jump shot from 9 ft,,60,42
201,2,2:08.0,,Defensive rebound by M. Muscala,60,42
202,2,1:57.0,,T. Sefolosha makes 2-pt jump shot from 18 ft (assist by M. Muscala),60,44
203,2,1:40.0,J. Holiday makes 2-pt jump shot from 20 ft,,62,44
204,2,1:24.0,,T. Sefolosha misses 2-pt jump shot from 7 ft,62,44
205,2,1:23.0,Defensive rebound by T. Jones,,62,44
206,2,1:10.0,J. Holiday makes 2-pt layup from 1 ft,,64,44
207,2,0:48.0,,Turnover by M. Muscala (bad pass; steal by T. Frazier),64,44
208,2,0:40.0,T. Jones makes 2-pt layup from 1 ft (assist by T. Frazier),,66,44
209,2,0:40.0,,Atlanta full timeout,66,44
210,2,0:31.0,,D. Schröder misses 2-pt jump shot from 21 ft,66,44
211,2,0:29.0,Defensive rebound by T. Jones,,66,44
212,2,0:07.0,Ö. Aşık misses 2-pt jump shot from 9 ft (block by D. Howard),,66,44
213,2,0:06.0,,Defensive rebound by D. Schröder,66,44
214,2,0:02.0,,T. Sefolosha misses 2-pt layup from 1 ft,66,44
215,2,0:01.0,Defensive rebound by Ö. Aşık,,66,44
216,3,11:46.0,T. Jones misses 3-pt jump shot from 24 ft,,66,44
217,3,11:45.0,,Defensive rebound by D. Howard,66,44
218,3,11:40.0,,Shooting foul by T. Jones (drawn by P. Millsap),66,44
219,3,11:40.0,,P. Millsap misses free throw 1 of 2,66,44
220,3,11:40.0,,Offensive rebound by Team,66,44
221,3,11:40.0,,P. Millsap makes free throw 2 of 2,66,45
222,3,11:31.0,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Frazier),,69,45
223,3,11:17.0,,Turnover by K. Korver (bad pass; steal by E. Moore),69,45
224,3,11:12.0,D. Cunningham makes 2-pt layup at rim (assist by T. Frazier),,71,45
225,3,11:00.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),71,47
226,3,10:49.0,Personal foul by P. Millsap (drawn by Ö. Aşık),,71,47
227,3,10:34.0,T. Jones misses 3-pt jump shot from 25 ft,,71,47
228,3,10:33.0,,Defensive rebound by D. Howard,71,47
229,3,10:23.0,,P. Millsap makes 2-pt jump shot from 12 ft,71,49
230,3,10:00.0,D. Cunningham misses 2-pt jump shot from 22 ft,,71,49
231,3,9:57.0,Offensive rebound by Team,,71,49
232,3,9:54.0,D. Cunningham makes 3-pt jump shot from 22 ft (assist by T. Frazier),,74,49
233,3,9:36.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),74,52
234,3,9:27.0,Shooting foul by P. Millsap (drawn by T. Frazier),,74,52
235,3,9:27.0,T. Frazier makes free throw 1 of 2,,75,52
236,3,9:27.0,T. Frazier makes free throw 2 of 2,,76,52
237,3,9:19.0,,K. Bazemore misses 2-pt jump shot from 22 ft,76,52
238,3,9:17.0,Defensive rebound by T. Jones,,76,52
239,3,9:09.0,T. Jones makes 2-pt jump shot from 22 ft (assist by E. Moore),,78,52
240,3,8:59.0,,Personal foul by Ö. Aşık (drawn by D. Howard),78,52
241,3,8:48.0,,P. Millsap misses 3-pt jump shot from 25 ft,78,52
242,3,8:46.0,,Offensive rebound by D. Howard,78,52
243,3,8:44.0,,D. Howard misses 2-pt layup from 2 ft,78,52
244,3,8:43.0,Defensive rebound by Ö. Aşık,,78,52
245,3,8:24.0,E. Moore makes 2-pt jump shot from 8 ft (assist by T. Frazier),,80,52
246,3,8:10.0,,K. Bazemore misses 3-pt jump shot from 23 ft,80,52
247,3,8:09.0,,Offensive rebound by D. Howard,80,52
248,3,8:05.0,,D. Schröder misses 3-pt jump shot from 25 ft,80,52
249,3,8:04.0,Defensive rebound by E. Moore,,80,52
250,3,7:59.0,Personal block foul by P. Millsap (drawn by T. Jones),,80,52
251,3,7:46.0,Shooting foul by D. Howard (drawn by Ö. Aşık),,80,52
252,3,7:46.0,Ö. Aşık makes free throw 1 of 2,,81,52
253,3,7:46.0,,T. Sefolosha enters the game for D. Howard,81,52
254,3,7:46.0,Ö. Aşık makes free throw 2 of 2,,82,52
255,3,7:24.0,,K. Bazemore misses 3-pt jump shot from 26 ft,82,52
256,3,7:24.0,Defensive rebound by Team,,82,52
257,3,7:24.0,J. Holiday enters the game for Ö. Aşık,,82,52
258,3,7:14.0,E. Moore makes 2-pt jump shot from 8 ft,,84,52
259,3,7:14.0,,Atlanta full timeout,84,52
260,3,7:14.0,,T. Hardaway enters the game for K. Bazemore,84,52
261,3,6:59.0,,Personal block foul by D. Cunningham (drawn by D. Schröder),84,52
262,3,6:47.0,,Turnover by T. Sefolosha (bad pass; steal by J. Holiday),84,52
263,3,6:34.0,T. Frazier makes 3-pt jump shot from 23 ft,,87,52
264,3,6:20.0,,D. Schröder makes 2-pt layup from 2 ft,87,54
265,3,5:52.0,T. Frazier misses 2-pt jump shot from 8 ft,,87,54
266,3,5:51.0,,Defensive rebound by P. Millsap,87,54
267,3,5:40.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Schröder),87,57
268,3,5:13.0,J. Holiday misses 2-pt jump shot from 22 ft,,87,57
269,3,5:11.0,,Defensive rebound by K. Korver,87,57
270,3,5:06.0,,D. Schröder misses 3-pt jump shot from 25 ft,87,57
271,3,5:05.0,Defensive rebound by T. Jones,,87,57
272,3,4:55.0,T. Frazier makes 3-pt jump shot from 25 ft,,90,57
273,3,4:45.0,Violation by T. Jones (kicked ball),,90,57
274,3,4:45.0,L. Galloway enters the game for T. Frazier,,90,57
275,3,4:45.0,,T. Prince enters the game for K. Korver,90,57
276,3,4:39.0,,T. Hardaway misses 3-pt jump shot from 24 ft,90,57
277,3,4:38.0,Defensive rebound by E. Moore,,90,57
278,3,4:24.0,D. Cunningham misses 2-pt layup from 2 ft (block by P. Millsap),,90,57
279,3,4:21.0,,Defensive rebound by P. Millsap,90,57
280,3,4:06.0,,D. Schröder makes 2-pt layup from 2 ft,90,59
281,3,3:56.0,J. Holiday misses 3-pt jump shot from 24 ft,,90,59
282,3,3:54.0,,Defensive rebound by P. Millsap,90,59
283,3,3:44.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by D. Schröder),90,62
284,3,3:25.0,T. Jones misses 2-pt hook shot from 10 ft,,90,62
285,3,3:23.0,,Defensive rebound by D. Schröder,90,62
286,3,3:18.0,,T. Hardaway misses 2-pt layup from 2 ft (block by D. Cunningham),90,62
287,3,3:16.0,Defensive rebound by D. Cunningham,,90,62
288,3,3:12.0,New Orleans full timeout,,90,62
289,3,3:12.0,,M. Muscala enters the game for P. Millsap,90,62
290,3,3:12.0,,M. Delaney enters the game for D. Schröder,90,62
291,3,3:12.0,B. Hield enters the game for E. Moore,,90,62
292,3,3:12.0,S. Hill enters the game for T. Jones,,90,62
293,3,2:57.0,D. Cunningham makes 2-pt jump shot from 22 ft (assist by L. Galloway),,92,62
294,3,2:43.0,,Personal foul by B. Hield (drawn by M. Delaney),92,62
295,3,2:30.0,,M. Muscala makes 2-pt jump shot from 17 ft (assist by T. Sefolosha),92,64
296,3,2:09.0,J. Holiday misses 2-pt jump shot from 11 ft,,92,64
297,3,2:08.0,,Defensive rebound by M. Muscala,92,64
298,3,2:02.0,,T. Hardaway makes 2-pt layup from 2 ft,92,66
299,3,1:44.0,L. Galloway misses 3-pt jump shot from 25 ft,,92,66
300,3,1:42.0,,Defensive rebound by T. Sefolosha,92,66
301,3,1:26.0,,M. Delaney makes 2-pt layup from 2 ft,92,68
302,3,1:04.0,S. Hill misses 2-pt jump shot from 4 ft (block by T. Hardaway),,92,68
303,3,1:02.0,,Defensive rebound by T. Hardaway,92,68
304,3,1:00.0,,Turnover by T. Hardaway (lost ball; steal by L. Galloway),92,68
305,3,0:57.0,S. Hill makes 3-pt jump shot from 25 ft (assist by L. Galloway),,95,68
306,3,0:40.0,,T. Hardaway makes 3-pt jump shot from 25 ft,95,71
307,3,0:15.0,J. Holiday misses 2-pt layup from 2 ft,,95,71
308,3,0:12.0,,Defensive rebound by T. Sefolosha,95,71
309,3,0:02.0,,M. Delaney misses 2-pt jump shot from 21 ft,95,71
310,3,0:01.0,,Offensive rebound by M. Muscala,95,71
311,3,0:00.0,,M. Muscala misses 2-pt jump shot from 21 ft,95,71
312,3,0:00.0,,Offensive rebound by Team,95,71
313,4,11:51.0,,Personal foul by L. Galloway (drawn by M. Delaney),95,71
314,4,11:42.0,,D. Bembry misses 2-pt layup from 3 ft (block by A. Davis),95,71
315,4,11:39.0,Defensive rebound by B. Hield,,95,71
316,4,11:21.0,L. Galloway misses 3-pt jump shot from 25 ft,,95,71
317,4,11:19.0,,Defensive rebound by K. Humphries,95,71
318,4,11:02.0,,M. Delaney makes 2-pt jump shot from 4 ft,95,73
319,4,10:45.0,B. Hield misses 3-pt jump shot from 25 ft,,95,73
320,4,10:43.0,,Defensive rebound by M. Delaney,95,73
321,4,10:23.0,,T. Prince misses 3-pt jump shot from 22 ft (block by J. Holiday),95,73
322,4,10:23.0,,Offensive rebound by Team,95,73
323,4,10:20.0,,T. Hardaway makes 2-pt jump shot from 16 ft (assist by D. Bembry),95,75
324,4,10:09.0,J. Holiday makes 2-pt jump shot from 15 ft (assist by B. Hield),,97,75
325,4,9:53.0,,M. Delaney makes 2-pt layup from 1 ft,97,77
326,4,9:37.0,A. Davis misses 2-pt jump shot from 21 ft,,97,77
327,4,9:35.0,,Defensive rebound by T. Prince,97,77
328,4,9:21.0,,T. Prince makes 2-pt jump shot from 19 ft,97,79
329,4,9:20.0,New Orleans full timeout,,97,79
330,4,9:20.0,E. Moore enters the game for L. Galloway,,97,79
331,4,9:20.0,T. Frazier enters the game for B. Hield,,97,79
332,4,8:56.0,A. Davis misses 3-pt jump shot from 25 ft,,97,79
333,4,8:55.0,,Defensive rebound by M. Delaney,97,79
334,4,8:44.0,,T. Hardaway misses 2-pt jump shot from 11 ft (block by A. Davis),97,79
335,4,8:42.0,Defensive rebound by E. Moore,,97,79
336,4,8:38.0,E. Moore misses 2-pt layup from 1 ft,,97,79
337,4,8:36.0,,Defensive rebound by D. Bembry,97,79
338,4,8:17.0,,M. Delaney misses 3-pt jump shot from 26 ft,97,79
339,4,8:16.0,Defensive rebound by T. Frazier,,97,79
340,4,8:05.0,J. Holiday makes 2-pt layup from 3 ft (assist by T. Frazier),,99,79
341,4,7:48.0,,K. Humphries misses 3-pt jump shot from 24 ft,99,79
342,4,7:46.0,Defensive rebound by S. Hill,,99,79
343,4,7:36.0,A. Davis makes 2-pt jump shot from 19 ft (assist by T. Frazier),,101,79
344,4,7:17.0,,R. Kelly enters the game for T. Hardaway,101,79
345,4,7:17.0,,K. Korver enters the game for M. Delaney,101,79
346,4,7:17.0,D. Cunningham enters the game for E. Moore,,101,79
347,4,7:14.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by K. Korver),101,82
348,4,6:52.0,D. Cunningham makes 2-pt layup from 2 ft (assist by T. Frazier),,103,82
349,4,6:39.0,,T. Prince misses 3-pt jump shot from 24 ft,103,82
350,4,6:37.0,Defensive rebound by J. Holiday,,103,82
351,4,6:25.0,A. Davis makes 2-pt jump shot from 21 ft (assist by T. Frazier),,105,82
352,4,6:13.0,,R. Kelly misses 2-pt jump shot from 7 ft,105,82
353,4,6:11.0,Defensive rebound by S. Hill,,105,82
354,4,6:03.0,A. Davis misses 2-pt jump shot from 21 ft,,105,82
355,4,6:02.0,,Defensive rebound by R. Kelly,105,82
356,4,5:49.0,,D. Bembry misses 2-pt layup from 4 ft (block by D. Cunningham),105,82
357,4,5:49.0,,Offensive rebound by Team,105,82
358,4,5:49.0,Official timeout,,105,82
359,4,5:49.0,Violation by Team (jump ball),,105,82
360,4,5:44.0,,T. Prince makes 2-pt jump shot from 13 ft (assist by D. Bembry),105,84
361,4,5:22.0,S. Hill makes 2-pt jump shot from 7 ft,,107,84
362,4,5:11.0,,R. Kelly misses 2-pt jump shot from 14 ft,107,84
363,4,5:09.0,Defensive rebound by J. Holiday,,107,84
364,4,4:48.0,A. Davis misses 2-pt jump shot from 17 ft,,107,84
365,4,4:47.0,,Defensive rebound by K. Korver,107,84
366,4,4:38.0,,D. Bembry misses 3-pt jump shot from 25 ft,107,84
367,4,4:37.0,Defensive rebound by S. Hill,,107,84
368,4,4:24.0,Turnover by J. Holiday (traveling),,107,84
369,4,4:24.0,,M. Delaney enters the game for K. Humphries,107,84
370,4,4:12.0,,M. Delaney misses 2-pt jump shot from 22 ft,107,84
371,4,4:09.0,Defensive rebound by D. Cunningham,,107,84
372,4,3:57.0,A. Davis misses 2-pt layup from 2 ft (block by R. Kelly),,107,84
373,4,3:55.0,Offensive rebound by A. Davis,,107,84
374,4,3:52.0,J. Holiday makes 2-pt layup from 2 ft,,109,84
375,4,3:42.0,,D. Bembry makes 2-pt layup from 2 ft (assist by K. Korver),109,86
376,4,3:31.0,J. Holiday misses 2-pt jump shot from 21 ft,,109,86
377,4,3:29.0,,Defensive rebound by R. Kelly,109,86
378,4,3:23.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by R. Kelly),109,89
