,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:40.0,,D. Sabonis misses 3-pt jump shot from 24 ft,0,0
1,1,11:39.0,Defensive rebound by Team,,0,0
2,1,11:21.0,A. Rivers misses 2-pt layup from 1 ft,,0,0
3,1,11:20.0,,Defensive rebound by V. Oladipo,0,0
4,1,11:10.0,,Turnover by V. Oladipo (bad pass; steal by J. Redick),0,0
5,1,10:52.0,P. Pierce makes 2-pt jump shot from 17 ft (assist by A. Rivers),,2,0
6,1,10:32.0,,S. Adams misses 2-pt hook shot from 5 ft,2,0
7,1,10:32.0,Defensive rebound by D. Jordan,,2,0
8,1,10:23.0,J. Redick misses 3-pt jump shot from 25 ft,,2,0
9,1,10:23.0,,Defensive rebound by R. Westbrook,2,0
10,1,10:14.0,,V. Oladipo misses 2-pt layup from 1 ft,2,0
11,1,10:13.0,Defensive rebound by D. Jordan,,2,0
12,1,10:04.0,Def 3 sec tech foul by S. Adams,,2,0
13,1,10:04.0,J. Redick misses technical free throw,,2,0
14,1,10:04.0,Offensive rebound by Team,,2,0
15,1,9:53.0,Turnover by L. Mbah a Moute (bad pass; steal by R. Westbrook),,2,0
16,1,9:40.0,,A. Roberson misses 3-pt jump shot from 24 ft,2,0
17,1,9:39.0,Defensive rebound by D. Jordan,,2,0
18,1,9:24.0,Shooting foul by V. Oladipo (drawn by P. Pierce),,2,0
19,1,9:24.0,P. Pierce makes free throw 1 of 2,,3,0
20,1,9:24.0,P. Pierce misses free throw 2 of 2,,3,0
21,1,9:24.0,,Defensive rebound by R. Westbrook,3,0
22,1,9:11.0,,D. Sabonis makes 2-pt layup from 1 ft,3,2
23,1,8:50.0,A. Rivers misses 3-pt jump shot from 25 ft,,3,2
24,1,8:49.0,,Defensive rebound by R. Westbrook,3,2
25,1,8:36.0,,S. Adams makes 2-pt layup from 2 ft (assist by V. Oladipo),3,4
26,1,8:09.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,3,4
27,1,8:08.0,,Defensive rebound by V. Oladipo,3,4
