,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
383,4,4:43.0,Defensive rebound by M. Turner,,88,101
384,4,4:30.0,M. Turner makes 2-pt layup from 3 ft (assist by J. Teague),,90,101
385,4,4:30.0,,Utah full timeout,90,101
386,4,4:30.0,,G. Hill enters the game for A. Burks,90,101
387,4,4:30.0,,B. Diaw enters the game for J. Johnson,90,101
388,4,4:16.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by B. Diaw),90,104
389,4,4:05.0,Shooting foul by G. Hill (drawn by J. Teague),,90,104
390,4,4:05.0,J. Teague makes free throw 1 of 3,,91,104
391,4,4:05.0,J. Teague makes free throw 2 of 3,,92,104
392,4,4:05.0,J. Teague misses free throw 3 of 3,,92,104
393,4,4:04.0,,Defensive rebound by R. Gobert,92,104
394,4,3:47.0,,Turnover by R. Gobert (lost ball; steal by J. Teague),92,104
395,4,3:41.0,Personal foul by R. Gobert (drawn by M. Turner),,92,104
396,4,3:24.0,M. Ellis makes 2-pt jump shot from 16 ft,,94,104
397,4,3:07.0,,Turnover by R. Gobert (lost ball; steal by M. Turner),94,104
398,4,3:03.0,Turnover by T. Young (traveling),,94,104
399,4,2:48.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),94,106
400,4,2:27.0,J. Teague misses 2-pt jump shot from 11 ft,,94,106
401,4,2:26.0,,Defensive rebound by G. Hill,94,106
402,4,2:10.0,,G. Hayward misses 2-pt jump shot from 16 ft,94,106
403,4,2:10.0,,Offensive rebound by R. Gobert,94,106
404,4,2:10.0,,Personal foul by T. Young (drawn by R. Gobert),94,106
405,4,2:10.0,Technical foul by Team,,94,106
406,4,2:10.0,,G. Hayward makes technical free throw,94,107
407,4,2:10.0,,R. Gobert misses free throw 1 of 2,94,107
408,4,2:10.0,,Offensive rebound by Team,94,107
409,4,2:10.0,,R. Gobert misses free throw 2 of 2,94,107
410,4,2:09.0,Defensive rebound by T. Young,,94,107
411,4,1:53.0,C. Miles misses 2-pt jump shot from 23 ft,,94,107
412,4,1:52.0,,Defensive rebound by R. Gobert,94,107
413,4,1:31.0,,J. Ingles misses 3-pt jump shot from 24 ft,94,107
414,4,1:30.0,Defensive rebound by J. Teague,,94,107
415,4,1:28.0,Personal foul by J. Ingles (drawn by J. Teague),,94,107
416,4,1:28.0,J. Teague makes free throw 1 of 2,,95,107
417,4,1:28.0,J. Teague makes free throw 2 of 2,,96,107
418,4,1:14.0,Violation by M. Ellis (kicked ball),,96,107
419,4,1:05.0,,B. Diaw makes 2-pt layup from 2 ft (assist by G. Hill),96,109
420,4,1:00.0,Offensive foul by T. Young (drawn by B. Diaw),,96,109
421,4,1:00.0,Turnover by T. Young (offensive foul),,96,109
422,4,0:43.0,,G. Hill misses 2-pt jump shot from 3 ft,96,109
423,4,0:42.0,,Offensive rebound by R. Gobert,96,109
424,4,0:42.0,,R. Gobert misses 2-pt dunk at rim,96,109
425,4,0:42.0,Defensive rebound by J. Teague,,96,109
426,4,0:40.0,Shooting foul by J. Ingles (drawn by J. Teague),,96,109
427,4,0:40.0,J. Teague makes free throw 1 of 3,,97,109
428,4,0:40.0,J. Teague makes free throw 2 of 3,,98,109
429,4,0:40.0,G. Niang enters the game for T. Young,,96,109
430,4,0:40.0,,R. Neto enters the game for G. Hayward,96,109
431,4,0:40.0,,A. Burks enters the game for R. Gobert,96,109
432,4,0:40.0,,J. Withey enters the game for J. Ingles,96,109
433,4,0:40.0,K. Séraphin enters the game for M. Turner,,96,109
434,4,0:40.0,G. Robinson enters the game for M. Ellis,,96,109
435,4,0:40.0,L. Allen enters the game for C. Miles,,96,109
436,4,0:40.0,J. Teague misses free throw 3 of 3,,98,109
437,4,0:38.0,,Defensive rebound by J. Withey,98,109
438,4,0:17.0,,B. Diaw misses 2-pt layup from 3 ft,98,109
439,4,0:17.0,Defensive rebound by K. Séraphin,,98,109
440,4,0:09.0,J. Teague makes 2-pt layup from 2 ft,,100,109
