,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
0,1,11:44.0,,G. Hayward misses 2-pt jump shot from 4 ft (block by J. Green),0,0
1,1,11:42.0,Defensive rebound by M. Gasol,,0,0
2,1,11:23.0,M. Gasol makes 2-pt jump shot from 9 ft,,2,0
3,1,10:58.0,,J. Ingles misses 3-pt jump shot from 25 ft,2,0
4,1,10:57.0,Defensive rebound by J. Ennis,,2,0
5,1,10:48.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),,5,0
6,1,10:26.0,,R. Gobert misses 2-pt dunk at rim,5,0
7,1,10:25.0,,Offensive rebound by D. Exum,5,0
8,1,10:21.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Exum),5,3
9,1,10:07.0,,T. Lyles enters the game for R. Gobert,5,3
10,1,10:04.0,J. Green misses 2-pt layup from 1 ft,,5,3
11,1,10:04.0,,Defensive rebound by D. Favors,5,3
12,1,9:53.0,,D. Exum makes 2-pt layup from 2 ft,5,5
13,1,9:41.0,M. Conley makes 2-pt layup from 2 ft,,7,5
14,1,9:28.0,,J. Ingles misses 3-pt jump shot from 25 ft,7,5
15,1,9:27.0,Defensive rebound by J. Green,,7,5
16,1,9:22.0,Personal foul by D. Favors (drawn by M. Gasol),,7,5
17,1,9:22.0,,R. Gobert enters the game for T. Lyles,7,5
18,1,9:15.0,M. Gasol misses 3-pt jump shot from 24 ft,,7,5
19,1,9:14.0,,Defensive rebound by G. Hayward,7,5
20,1,8:54.0,Violation by J. Green (kicked ball),,7,5
21,1,8:43.0,,D. Favors makes 2-pt jump shot from 11 ft (assist by R. Gobert),7,7
22,1,8:30.0,M. Conley makes 2-pt jump shot from 14 ft,,9,7
23,1,8:11.0,,Shooting foul by C. Parsons (drawn by D. Favors),9,7
24,1,8:11.0,,D. Favors makes free throw 1 of 2,9,8
25,1,8:11.0,,D. Favors makes free throw 2 of 2,9,9
26,1,8:03.0,Shooting foul by D. Exum (drawn by C. Parsons),,9,9
27,1,8:03.0,C. Parsons makes free throw 1 of 3,,10,9
28,1,8:03.0,C. Parsons makes free throw 2 of 3,,11,9
29,1,8:03.0,C. Parsons makes free throw 3 of 3,,12,9
30,1,7:55.0,,Personal foul by J. Ennis (drawn by G. Hayward),12,9
31,1,7:44.0,,D. Exum makes 2-pt layup from 1 ft,12,11
32,1,7:30.0,C. Parsons misses 2-pt jump shot from 5 ft,,12,11
33,1,7:30.0,Offensive rebound by Team,,12,11
34,1,7:30.0,,Loose ball foul by J. Ingles (drawn by M. Gasol),12,11
35,1,7:23.0,M. Conley misses 3-pt jump shot from 24 ft,,12,11
36,1,7:22.0,Offensive rebound by J. Green,,12,11
37,1,7:20.0,J. Green makes 2-pt dunk at rim,,14,11
38,1,7:06.0,,G. Hayward makes 2-pt jump shot from 19 ft,14,13
39,1,6:45.0,C. Parsons makes 2-pt layup from 3 ft (assist by M. Conley),,16,13
40,1,6:41.0,,Utah full timeout,16,13
41,1,6:41.0,V. Carter enters the game for C. Parsons,,16,13
42,1,6:32.0,,Turnover by R. Gobert (lost ball; steal by M. Conley),16,13
43,1,6:29.0,Shooting foul by G. Hayward (drawn by J. Green),,16,13
44,1,6:29.0,J. Green makes free throw 1 of 2,,17,13
45,1,6:29.0,A. Harrison enters the game for M. Conley,,17,13
46,1,6:29.0,,S. Mack enters the game for D. Exum,17,13
47,1,6:29.0,J. Green makes free throw 2 of 2,,18,13
48,1,6:10.0,,J. Ingles makes 2-pt layup from 2 ft (assist by S. Mack),18,15
49,1,5:56.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by V. Carter),,20,15
50,1,5:41.0,,Personal foul by J. Ennis (drawn by G. Hayward),20,15
51,1,5:41.0,,T. Lyles enters the game for D. Favors,20,15
52,1,5:41.0,Z. Randolph enters the game for J. Green,,20,15
