,Date,Away Team,Home Team
77,2019-11-12,OKC,IND
78,2019-11-12,CLE,PHI
79,2019-11-12,DET,MIA
80,2019-11-12,NYK,CHI
81,2019-11-12,ATL,DEN
82,2019-11-12,LAL,PHO
83,2019-11-12,BRK,UTA
84,2019-11-12,POR,SAC
85,2019-11-13,MEM,CHO
86,2019-11-13,PHI,ORL
87,2019-11-13,WAS,BOS
88,2019-11-13,LAC,HOU
89,2019-11-13,SAS,MIN
90,2019-11-13,GSW,LAL
91,2019-11-13,TOR,POR
92,2019-11-14,MIA,CLE
93,2019-11-14,CHI,MIL
94,2019-11-14,LAC,NOP
95,2019-11-14,DAL,NYK
96,2019-11-14,ATL,PHO
97,2019-11-14,BRK,DEN
98,2019-11-15,DET,CHO
99,2019-11-15,SAS,ORL
100,2019-11-15,IND,HOU
101,2019-11-15,UTA,MEM
102,2019-11-15,WAS,MIN
103,2019-11-15,PHI,OKC
104,2019-11-15,BOS,GSW
105,2019-11-15,SAC,LAL
106,2019-11-16,BRK,CHI
107,2019-11-16,MIL,IND
108,2019-11-16,CHO,NYK
109,2019-11-16,NOP,MIA
110,2019-11-16,HOU,MIN
111,2019-11-16,TOR,DAL
112,2019-11-16,POR,SAS
113,2019-11-16,ATL,LAC
114,2019-11-17,PHI,CLE
115,2019-11-17,BOS,SAC
116,2019-11-17,DEN,MEM
117,2019-11-17,WAS,ORL
118,2019-11-17,GSW,NOP
119,2019-11-17,ATL,LAL
120,2019-11-18,CLE,NYK
121,2019-11-18,IND,BRK
122,2019-11-18,CHO,TOR
123,2019-11-18,MIL,CHI
124,2019-11-18,POR,HOU
125,2019-11-18,SAS,DAL
126,2019-11-18,BOS,PHO
127,2019-11-18,MIN,UTA
128,2019-11-18,OKC,LAC
129,2019-11-19,GSW,MEM
130,2019-11-19,POR,NOP
131,2019-11-19,PHO,SAC
132,2019-11-19,OKC,LAL
133,2019-11-20,NYK,PHI
134,2019-11-20,SAS,WAS
135,2019-11-20,MIL,ATL
136,2019-11-20,CHO,BRK
137,2019-11-20,GSW,DAL
138,2019-11-20,CLE,MIA
139,2019-11-20,ORL,TOR
140,2019-11-20,DET,CHI
141,2019-11-20,UTA,MIN
142,2019-11-20,HOU,DEN
143,2019-11-20,BOS,LAC
144,2019-11-21,POR,MIL
145,2019-11-21,NOP,PHO
146,2019-11-22,ATL,DET
147,2019-11-22,CHO,WAS
148,2019-11-22,SAC,BRK
149,2019-11-22,MIA,CHI
150,2019-11-22,LAL,OKC
151,2019-11-22,SAS,PHI
152,2019-11-22,CLE,DAL
153,2019-11-22,BOS,DEN
154,2019-11-22,GSW,UTA
155,2019-11-22,HOU,LAC
156,2019-11-23,PHO,MIN
157,2019-11-23,CHI,CHO
158,2019-11-23,ORL,IND
159,2019-11-23,TOR,ATL
160,2019-11-23,SAS,NYK
161,2019-11-23,MIA,PHI
162,2019-11-23,POR,CLE
163,2019-11-23,LAL,MEM
164,2019-11-23,DET,MIL
165,2019-11-23,NOP,UTA
166,2019-11-24,DAL,HOU
167,2019-11-24,BRK,NYK
168,2019-11-24,SAC,WAS
169,2019-11-24,PHO,DEN
170,2019-11-24,NOP,LAC
171,2019-11-25,BRK,CLE
172,2019-11-25,ORL,DET
173,2019-11-25,MEM,IND
174,2019-11-25,MIN,ATL
175,2019-11-25,SAC,BOS
176,2019-11-25,CHO,MIA
177,2019-11-25,PHI,TOR
178,2019-11-25,POR,CHI
179,2019-11-25,UTA,MIL
180,2019-11-25,LAL,SAS
181,2019-11-25,OKC,GSW
182,2019-11-26,LAC,DAL
183,2019-11-26,WAS,DEN
184,2019-11-27,BRK,BOS
185,2019-11-27,DET,CHO
186,2019-11-27,ORL,CLE
187,2019-11-27,UTA,IND
188,2019-11-27,SAC,PHI
189,2019-11-27,NYK,TOR
190,2019-11-27,MIA,HOU
191,2019-11-27,LAC,MEM
192,2019-11-27,ATL,MIL
193,2019-11-27,MIN,SAS
194,2019-11-27,WAS,PHO
195,2019-11-27,LAL,NOP
196,2019-11-27,OKC,POR
197,2019-11-27,CHI,GSW
198,2019-11-29,BOS,BRK
199,2019-11-29,CHO,DET
200,2019-11-29,TOR,ORL
201,2019-11-29,MIL,CLE
202,2019-11-29,PHI,NYK
203,2019-11-29,ATL,IND
204,2019-11-29,UTA,MEM
205,2019-11-29,GSW,MIA
206,2019-11-29,NOP,OKC
207,2019-11-29,LAC,SAS
208,2019-11-29,DAL,PHO
209,2019-11-29,CHI,POR
210,2019-11-29,WAS,LAL
211,2019-11-30,DEN,SAC
212,2019-11-30,IND,PHI
213,2019-11-30,ATL,HOU
214,2019-11-30,CHO,MIL
215,2019-12-01,MIA,BRK
216,2019-12-01,MEM,MIN
217,2019-12-01,BOS,NYK
218,2019-12-01,DAL,LAL
219,2019-12-01,SAS,DET
220,2019-12-01,OKC,NOP
221,2019-12-01,GSW,ORL
222,2019-12-01,UTA,TOR
223,2019-12-01,WAS,LAC
224,2019-12-02,PHO,CHO
225,2019-12-02,UTA,PHI
226,2019-12-02,GSW,ATL
227,2019-12-02,IND,MEM
228,2019-12-02,NYK,MIL
229,2019-12-02,CHI,SAC
230,2019-12-03,DET,CLE
231,2019-12-03,ORL,WAS
232,2019-12-03,DAL,NOP
233,2019-12-03,MIA,TOR
234,2019-12-03,HOU,SAS
235,2019-12-03,LAL,DEN
236,2019-12-03,POR,LAC
237,2019-12-04,GSW,CHO
238,2019-12-04,MIL,DET
239,2019-12-04,PHO,ORL
240,2019-12-04,BRK,ATL
241,2019-12-04,MIA,BOS
242,2019-12-04,MEM,CHI
243,2019-12-04,IND,OKC
244,2019-12-04,MIN,DAL
245,2019-12-04,LAL,UTA
246,2019-12-04,SAC,POR
247,2019-12-05,PHI,WAS
248,2019-12-05,DEN,NYK
249,2019-12-05,HOU,TOR
250,2019-12-05,PHO,NOP
251,2019-12-06,BRK,CHO
252,2019-12-06,ORL,CLE
253,2019-12-06,IND,DET
254,2019-12-06,DEN,BOS
255,2019-12-06,GSW,CHI
256,2019-12-06,WAS,MIA
257,2019-12-06,MIN,OKC
258,2019-12-06,LAC,MIL
259,2019-12-06,SAC,SAS
260,2019-12-06,LAL,POR
261,2019-12-07,NOP,DAL
262,2019-12-07,IND,NYK
263,2019-12-07,CLE,PHI
264,2019-12-07,PHO,HOU
265,2019-12-07,MEM,UTA
266,2019-12-08,DEN,BRK
267,2019-12-08,ATL,CHO
268,2019-12-08,CHI,MIA
269,2019-12-08,TOR,PHI
270,2019-12-08,LAC,WAS
271,2019-12-08,SAC,DAL
272,2019-12-08,OKC,POR
273,2019-12-08,MIN,LAL
274,2019-12-09,LAC,IND
275,2019-12-09,CLE,BOS
276,2019-12-09,TOR,CHI
277,2019-12-09,SAC,HOU
278,2019-12-09,ORL,MIL
279,2019-12-09,DET,NOP
280,2019-12-09,MIN,PHO
281,2019-12-09,OKC,UTA
282,2019-12-09,MEM,GSW
283,2019-12-10,WAS,CHO
284,2019-12-10,ATL,MIA
285,2019-12-10,DEN,PHI
286,2019-12-10,NYK,POR
287,2019-12-11,HOU,CLE
288,2019-12-11,BOS,IND
289,2019-12-11,LAL,ORL
290,2019-12-11,LAC,TOR
291,2019-12-11,CHO,BRK
292,2019-12-11,ATL,CHI
293,2019-12-11,UTA,MIN
294,2019-12-11,MEM,PHO
295,2019-12-11,NOP,MIL
296,2019-12-11,OKC,SAC
297,2019-12-11,NYK,GSW
298,2019-12-12,PHI,BOS
299,2019-12-12,CLE,SAS
300,2019-12-12,DAL,DET
301,2019-12-12,POR,DEN
302,2019-12-13,LAL,MIA
303,2019-12-13,HOU,ORL
304,2019-12-13,NOP,PHI
305,2019-12-13,IND,ATL
306,2019-12-13,CHO,CHI
307,2019-12-13,MIL,MEM
308,2019-12-13,GSW,UTA
309,2019-12-13,LAC,MIN
310,2019-12-13,NYK,SAC
311,2019-12-14,SAS,PHO
312,2019-12-14,BRK,TOR
313,2019-12-14,LAC,CHI
314,2019-12-14,WAS,MEM
315,2019-12-14,MIA,DAL
316,2019-12-14,CLE,MIL
317,2019-12-14,OKC,DEN
318,2019-12-14,DET,HOU
319,2019-12-15,ORL,NOP
320,2019-12-15,CHO,IND
321,2019-12-15,LAL,ATL
322,2019-12-15,PHI,BRK
323,2019-12-15,NYK,DEN
324,2019-12-15,SAC,GSW
325,2019-12-16,WAS,DET
326,2019-12-16,CLE,TOR
327,2019-12-16,SAS,HOU
328,2019-12-16,MIA,MEM
329,2019-12-16,DAL,MIL
330,2019-12-16,CHI,OKC
331,2019-12-16,POR,PHO
332,2019-12-17,SAC,CHO
333,2019-12-17,LAL,IND
334,2019-12-17,ATL,NYK
335,2019-12-17,BRK,NOP
336,2019-12-17,ORL,UTA
337,2019-12-17,PHO,LAC
338,2019-12-18,CHO,CLE
339,2019-12-18,TOR,DET
340,2019-12-18,MIA,PHI
341,2019-12-18,CHI,WAS
342,2019-12-18,NOP,MIN
343,2019-12-18,MEM,OKC
344,2019-12-18,ORL,DEN
345,2019-12-18,BOS,DAL
346,2019-12-18,GSW,POR
347,2019-12-19,UTA,ATL
348,2019-12-19,LAL,MIL
349,2019-12-19,BRK,SAS
350,2019-12-19,HOU,LAC
351,2019-12-20,MEM,CLE
352,2019-12-20,SAC,IND
353,2019-12-20,DET,BOS
354,2019-12-20,WAS,TOR
355,2019-12-20,NYK,MIA
356,2019-12-20,PHO,OKC
357,2019-12-20,DAL,PHI
358,2019-12-20,MIN,DEN
359,2019-12-20,ORL,POR
360,2019-12-20,NOP,GSW
361,2019-12-21,UTA,CHO
362,2019-12-21,ATL,BRK
363,2019-12-21,CHI,DET
364,2019-12-21,WAS,PHI
365,2019-12-21,MIL,NYK
366,2019-12-21,SAC,MEM
367,2019-12-21,LAC,SAS
368,2019-12-21,HOU,PHO
369,2019-12-21,MIN,POR
370,2019-12-22,DAL,TOR
371,2019-12-22,CHO,BOS
372,2019-12-22,IND,MIL
373,2019-12-22,LAC,OKC
374,2019-12-22,DEN,LAL
375,2019-12-23,ATL,CLE
376,2019-12-23,PHI,DET
377,2019-12-23,TOR,IND
378,2019-12-23,WAS,NYK
379,2019-12-23,CHI,ORL
380,2019-12-23,UTA,MIA
381,2019-12-23,SAS,MEM
382,2019-12-23,DEN,PHO
383,2019-12-23,NOP,POR
384,2019-12-23,HOU,SAC
385,2019-12-23,MIN,GSW
386,2019-12-25,BOS,TOR
387,2019-12-25,MIL,PHI
388,2019-12-25,HOU,GSW
389,2019-12-25,LAC,LAL
390,2019-12-25,NOP,DEN
391,2019-12-26,WAS,DET
392,2019-12-26,NYK,BRK
393,2019-12-26,SAS,DAL
394,2019-12-26,MEM,OKC
395,2019-12-26,MIN,SAC
396,2019-12-26,POR,UTA
397,2019-12-27,CLE,BOS
398,2019-12-27,OKC,CHO
399,2019-12-27,PHI,ORL
400,2019-12-27,MIL,ATL
401,2019-12-27,IND,MIA
402,2019-12-27,PHO,GSW
403,2019-12-28,MEM,DEN
404,2019-12-28,TOR,BOS
405,2019-12-28,IND,NOP
406,2019-12-28,ATL,CHI
407,2019-12-28,BRK,HOU
408,2019-12-28,PHI,MIA
409,2019-12-28,CLE,MIN
410,2019-12-28,NYK,WAS
411,2019-12-28,DAL,GSW
412,2019-12-28,ORL,MIL
413,2019-12-28,DET,SAS
414,2019-12-28,PHO,SAC
415,2019-12-28,LAL,POR
416,2019-12-28,UTA,LAC
417,2019-12-29,OKC,TOR
418,2019-12-29,SAC,DEN
419,2019-12-29,CHO,MEM
420,2019-12-29,HOU,NOP
421,2019-12-29,DAL,LAL
422,2019-12-30,ATL,ORL
423,2019-12-30,MIA,WAS
424,2019-12-30,MIL,CHI
425,2019-12-30,BRK,MIN
426,2019-12-30,DET,UTA
427,2019-12-30,PHO,POR
428,2019-12-31,BOS,CHO
429,2019-12-31,PHI,IND
430,2019-12-31,LAC,SAC
431,2019-12-31,DEN,HOU
432,2019-12-31,GSW,SAS
433,2019-12-31,CLE,TOR
434,2019-12-31,DAL,OKC
435,2020-01-01,ORL,WAS
436,2020-01-01,POR,NYK
437,2020-01-01,MIN,MIL
438,2020-01-01,PHO,LAL
439,2020-01-02,CHO,CLE
440,2020-01-02,DEN,IND
441,2020-01-02,TOR,MIA
442,2020-01-02,UTA,CHI
443,2020-01-02,GSW,MIN
444,2020-01-02,BRK,DAL
445,2020-01-02,OKC,SAS
446,2020-01-02,MEM,SAC
447,2020-01-02,DET,LAC
448,2020-01-03,ATL,BOS
449,2020-01-03,MIA,ORL
450,2020-01-03,POR,WAS
451,2020-01-03,PHI,HOU
452,2020-01-03,NYK,PHO
453,2020-01-03,NOP,LAL
454,2020-01-04,MEM,LAC
455,2020-01-04,TOR,BRK
456,2020-01-04,UTA,ORL
457,2020-01-04,IND,ATL
458,2020-01-04,OKC,CLE
459,2020-01-04,BOS,CHI
460,2020-01-04,DEN,WAS
461,2020-01-04,CHO,DAL
462,2020-01-04,DET,GSW
463,2020-01-04,SAS,MIL
464,2020-01-04,NOP,SAC
465,2020-01-05,NYK,LAC
466,2020-01-05,POR,MIA
467,2020-01-05,MIN,CLE
468,2020-01-05,MEM,PHO
469,2020-01-05,DET,LAL
470,2020-01-06,IND,CHO
471,2020-01-06,BRK,ORL
472,2020-01-06,OKC,PHI
473,2020-01-06,BOS,WAS
474,2020-01-06,DEN,ATL
475,2020-01-06,UTA,NOP
476,2020-01-06,CHI,DAL
477,2020-01-06,MIL,SAS
478,2020-01-06,GSW,SAC
479,2020-01-07,DET,CLE
480,2020-01-07,POR,TOR
481,2020-01-07,OKC,BRK
482,2020-01-07,MIN,MEM
483,2020-01-07,SAC,PHO
484,2020-01-07,NYK,LAL
485,2020-01-08,SAS,BOS
486,2020-01-08,TOR,CHO
487,2020-01-08,MIA,IND
488,2020-01-08,WAS,ORL
489,2020-01-08,HOU,ATL
490,2020-01-08,DEN,DAL
491,2020-01-08,CHI,NOP
492,2020-01-08,NYK,UTA
493,2020-01-08,MIL,GSW
494,2020-01-09,CLE,DET
495,2020-01-09,BOS,PHI
496,2020-01-09,POR,MIN
497,2020-01-09,HOU,OKC
498,2020-01-10,ATL,WAS
499,2020-01-10,NOP,NYK
500,2020-01-10,MIA,BRK
501,2020-01-10,IND,CHI
502,2020-01-10,SAS,MEM
503,2020-01-10,ORL,PHO
504,2020-01-10,CHO,UTA
505,2020-01-10,LAL,DAL
506,2020-01-10,MIL,SAC
507,2020-01-10,GSW,LAC
508,2020-01-11,MIN,HOU
509,2020-01-11,NOP,BOS
510,2020-01-11,CHI,DET
511,2020-01-11,LAL,OKC
512,2020-01-11,PHI,DAL
513,2020-01-11,CLE,DEN
514,2020-01-11,MIL,POR
515,2020-01-12,MIA,NYK
516,2020-01-12,UTA,WAS
517,2020-01-12,ATL,BRK
518,2020-01-12,GSW,MEM
519,2020-01-12,SAS,TOR
520,2020-01-12,LAC,DEN
521,2020-01-12,CHO,PHO
522,2020-01-13,NOP,DET
523,2020-01-13,PHI,IND
524,2020-01-13,CHI,BOS
525,2020-01-13,OKC,MIN
526,2020-01-13,CHO,POR
527,2020-01-13,ORL,SAC
528,2020-01-13,CLE,LAL
529,2020-01-14,PHO,ATL
530,2020-01-14,UTA,BRK
531,2020-01-14,HOU,MEM
532,2020-01-14,NYK,MIL
533,2020-01-14,DAL,GSW
534,2020-01-14,CLE,LAC
535,2020-01-15,DET,BOS
536,2020-01-15,BRK,PHI
537,2020-01-15,SAS,MIA
538,2020-01-15,WAS,CHI
539,2020-01-15,IND,MIN
540,2020-01-15,TOR,OKC
541,2020-01-15,CHO,DEN
542,2020-01-15,POR,HOU
543,2020-01-15,DAL,SAC
544,2020-01-15,ORL,LAL
545,2020-01-16,PHO,NYK
546,2020-01-16,BOS,MIL
547,2020-01-16,UTA,NOP
548,2020-01-16,DEN,GSW
549,2020-01-16,ORL,LAC
550,2020-01-17,MIN,IND
551,2020-01-17,CHI,PHI
552,2020-01-17,WAS,TOR
553,2020-01-17,CLE,MEM
554,2020-01-17,MIA,OKC
555,2020-01-17,ATL,SAS
556,2020-01-17,POR,DAL
557,2020-01-18,LAC,NOP
558,2020-01-18,MIL,BRK
559,2020-01-18,PHO,BOS
560,2020-01-18,DET,ATL
561,2020-01-18,PHI,NYK
562,2020-01-18,CLE,CHI
563,2020-01-18,TOR,MIN
564,2020-01-18,ORL,GSW
565,2020-01-18,LAL,HOU
566,2020-01-18,POR,OKC
567,2020-01-18,SAC,UTA
568,2020-01-19,MIA,SAS
569,2020-01-19,IND,DEN
570,2020-01-20,DET,WAS
571,2020-01-20,TOR,ATL
572,2020-01-20,PHI,BRK
573,2020-01-20,ORL,CHO
574,2020-01-20,NYK,CLE
575,2020-01-20,OKC,HOU
576,2020-01-20,NOP,MEM
577,2020-01-20,SAC,MIA
578,2020-01-20,CHI,MIL
579,2020-01-20,LAL,BOS
580,2020-01-20,DEN,MIN
581,2020-01-20,SAS,PHO
582,2020-01-20,IND,UTA
583,2020-01-20,GSW,POR
584,2020-01-21,LAC,DAL
585,2020-01-22,SAC,DET
586,2020-01-22,OKC,ORL
587,2020-01-22,PHI,TOR
588,2020-01-22,LAC,ATL
589,2020-01-22,MEM,BOS
590,2020-01-22,WAS,MIA
591,2020-01-22,LAL,NYK
592,2020-01-22,MIN,CHI
593,2020-01-22,DEN,HOU
594,2020-01-22,IND,PHO
595,2020-01-22,SAS,NOP
596,2020-01-22,UTA,GSW
597,2020-01-23,WAS,CLE
598,2020-01-23,LAL,BRK
599,2020-01-23,DAL,POR
600,2020-01-24,MIL,CHO
601,2020-01-24,MEM,DET
602,2020-01-24,BOS,ORL
603,2020-01-24,TOR,NYK
604,2020-01-24,SAC,CHI
605,2020-01-24,LAC,MIA
606,2020-01-24,HOU,MIN
607,2020-01-24,DEN,NOP
608,2020-01-24,ATL,OKC
609,2020-01-24,PHO,SAS
610,2020-01-24,IND,GSW
611,2020-01-25,DAL,UTA
612,2020-01-25,BRK,DET
613,2020-01-25,CHI,CLE
614,2020-01-25,OKC,MIN
615,2020-01-25,LAL,PHI
616,2020-01-26,HOU,DEN
617,2020-01-26,TOR,SAS
618,2020-01-26,WAS,ATL
619,2020-01-26,PHO,MEM
620,2020-01-26,BOS,NOP
621,2020-01-26,BRK,NYK
622,2020-01-26,LAC,ORL
623,2020-01-26,IND,POR
624,2020-01-27,CLE,DET
625,2020-01-27,ORL,MIA
626,2020-01-27,SAS,CHI
627,2020-01-27,SAC,MIN
628,2020-01-27,DAL,OKC
629,2020-01-27,HOU,UTA
630,2020-01-28,NYK,CHO
631,2020-01-28,GSW,PHI
632,2020-01-28,NOP,CLE
633,2020-01-28,ATL,TOR
634,2020-01-28,DEN,MEM
635,2020-01-28,BOS,MIA
636,2020-01-28,WAS,MIL
637,2020-01-28,PHO,DAL
638,2020-01-29,CHI,IND
639,2020-01-29,DET,BRK
640,2020-01-29,MEM,NYK
641,2020-01-29,UTA,SAS
642,2020-01-29,HOU,POR
643,2020-01-29,OKC,SAC
644,2020-01-30,TOR,CLE
645,2020-01-30,CHO,WAS
646,2020-01-30,PHI,ATL
647,2020-01-30,GSW,BOS
648,2020-01-30,UTA,DEN
649,2020-01-30,SAC,LAC
650,2020-01-31,TOR,DET
651,2020-01-31,CHI,BRK
652,2020-01-31,DAL,HOU
653,2020-01-31,MEM,NOP
654,2020-01-31,DEN,MIL
655,2020-01-31,OKC,PHO
656,2020-01-31,POR,LAL
657,2020-02-01,MIN,LAC
658,2020-02-01,NYK,IND
659,2020-02-01,MIA,ORL
660,2020-02-01,GSW,CLE
661,2020-02-01,BRK,WAS
662,2020-02-01,PHI,BOS
663,2020-02-01,ATL,DAL
664,2020-02-01,CHO,SAS
665,2020-02-01,LAL,SAC
666,2020-02-01,UTA,POR
667,2020-02-02,DEN,DET
668,2020-02-02,NOP,HOU
669,2020-02-02,PHO,MIL
670,2020-02-02,CHI,TOR
671,2020-02-03,ORL,CHO
672,2020-02-03,NYK,CLE
673,2020-02-03,DAL,IND
674,2020-02-03,GSW,WAS
675,2020-02-03,BOS,ATL
676,2020-02-03,PHO,BRK
677,2020-02-03,PHI,MIA
678,2020-02-03,DET,MEM
679,2020-02-03,MIN,SAC
680,2020-02-03,SAS,LAC
681,2020-02-04,MIL,NOP
682,2020-02-04,CHO,HOU
683,2020-02-04,POR,DEN
684,2020-02-04,SAS,LAL
685,2020-02-05,PHO,DET
686,2020-02-05,ORL,BOS
687,2020-02-05,GSW,BRK
688,2020-02-05,IND,TOR
689,2020-02-05,ATL,MIN
690,2020-02-05,CLE,OKC
691,2020-02-05,MEM,DAL
692,2020-02-05,DEN,UTA
693,2020-02-05,MIA,LAC
694,2020-02-06,ORL,NYK
695,2020-02-06,NOP,CHI
696,2020-02-06,PHI,MIL
697,2020-02-06,SAS,POR
698,2020-02-06,HOU,LAL
699,2020-02-07,MEM,PHI
700,2020-02-07,DAL,WAS
701,2020-02-07,ATL,BOS
702,2020-02-07,TOR,IND
703,2020-02-07,DET,OKC
704,2020-02-07,HOU,PHO
705,2020-02-07,MIA,SAC
706,2020-02-07,POR,UTA
707,2020-02-08,MIL,ORL
708,2020-02-08,DAL,CHO
709,2020-02-08,NYK,DET
710,2020-02-08,NOP,IND
711,2020-02-08,BRK,TOR
712,2020-02-08,LAC,MIN
713,2020-02-08,LAL,GSW
714,2020-02-08,DEN,PHO
715,2020-02-08,SAS,SAC
716,2020-02-09,BOS,OKC
717,2020-02-09,NYK,ATL
718,2020-02-09,CHI,PHI
719,2020-02-09,MEM,WAS
720,2020-02-09,UTA,HOU
721,2020-02-09,LAC,CLE
722,2020-02-09,MIA,POR
723,2020-02-10,CHO,DET
724,2020-02-10,BRK,IND
725,2020-02-10,ATL,ORL
726,2020-02-10,MIN,TOR
727,2020-02-10,SAC,MIL
728,2020-02-10,UTA,DAL
729,2020-02-10,SAS,DEN
730,2020-02-10,MIA,GSW
731,2020-02-10,PHO,LAL
732,2020-02-11,LAC,PHI
733,2020-02-11,CHI,WAS
734,2020-02-11,POR,NOP
735,2020-02-11,SAS,OKC
736,2020-02-11,BOS,HOU
737,2020-02-12,ATL,CLE
738,2020-02-12,DET,ORL
739,2020-02-12,TOR,BRK
740,2020-02-12,MIL,IND
741,2020-02-12,WAS,NYK
742,2020-02-12,POR,MEM
743,2020-02-12,CHO,MIN
744,2020-02-12,SAC,DAL
745,2020-02-12,GSW,PHO
746,2020-02-12,MIA,UTA
747,2020-02-12,LAL,DEN
748,2020-02-13,LAC,BOS
749,2020-02-13,OKC,NOP
750,2020-02-20,MIL,DET
751,2020-02-20,MIA,ATL
752,2020-02-20,CHO,CHI
753,2020-02-20,BRK,PHI
754,2020-02-20,MEM,SAC
755,2020-02-20,HOU,GSW
756,2020-02-21,DAL,ORL
757,2020-02-21,CLE,WAS
758,2020-02-21,IND,NYK
759,2020-02-21,PHO,TOR
760,2020-02-21,BOS,MIN
761,2020-02-21,DEN,OKC
762,2020-02-21,SAS,UTA
763,2020-02-21,MEM,LAL
764,2020-02-21,NOP,POR
765,2020-02-22,SAC,LAC
766,2020-02-22,BRK,CHO
767,2020-02-22,DAL,ATL
768,2020-02-22,PHO,CHI
769,2020-02-22,CLE,MIA
770,2020-02-22,PHI,MIL
771,2020-02-22,HOU,UTA
772,2020-02-23,BOS,LAL
773,2020-02-23,MIN,DEN
774,2020-02-23,IND,TOR
775,2020-02-23,WAS,CHI
776,2020-02-23,SAS,OKC
777,2020-02-23,NOP,GSW
778,2020-02-23,DET,POR
779,2020-02-24,MIA,CLE
780,2020-02-24,ATL,PHI
781,2020-02-24,MIL,WAS
782,2020-02-24,ORL,BRK
783,2020-02-24,NYK,HOU
784,2020-02-24,MIN,DAL
785,2020-02-24,PHO,UTA
786,2020-02-24,MEM,LAC
787,2020-02-25,CHO,IND
788,2020-02-25,MIL,TOR
789,2020-02-25,OKC,CHI
790,2020-02-25,DET,DEN
791,2020-02-25,NOP,LAL
792,2020-02-25,BOS,POR
793,2020-02-25,SAC,GSW
794,2020-02-26,NYK,CHO
795,2020-02-26,PHI,CLE
796,2020-02-26,BRK,WAS
797,2020-02-26,ORL,ATL
798,2020-02-26,MIN,MIA
799,2020-02-26,MEM,HOU
800,2020-02-26,DAL,SAS
801,2020-02-26,LAC,PHO
802,2020-02-26,BOS,UTA
803,2020-02-27,NYK,PHI
804,2020-02-27,POR,IND
805,2020-02-27,SAC,OKC
806,2020-02-27,LAL,GSW
807,2020-02-28,MIN,ORL
808,2020-02-28,BRK,ATL
809,2020-02-28,CHO,TOR
810,2020-02-28,SAC,MEM
811,2020-02-28,DAL,MIA
812,2020-02-28,OKC,MIL
813,2020-02-28,CLE,NOP
814,2020-02-28,DET,PHO
815,2020-02-28,WAS,UTA
816,2020-02-28,DEN,LAC
817,2020-02-29,CHI,NYK
818,2020-02-29,POR,ATL
819,2020-02-29,BRK,MIA
820,2020-02-29,IND,CLE
821,2020-02-29,LAL,MEM
822,2020-02-29,HOU,BOS
823,2020-02-29,ORL,SAS
824,2020-02-29,GSW,PHO
825,2020-03-01,MIL,CHO
826,2020-03-01,PHI,LAC
827,2020-03-01,DAL,MIN
828,2020-03-01,TOR,DEN
829,2020-03-01,DET,SAC
830,2020-03-01,LAL,NOP
