,Date,Away Team,Home Team
0,2017-04-01,LAL,LAC
1,2017-04-01,ATL,CHI
2,2017-04-01,ORL,BRK
3,2017-04-01,SAC,MIN
4,2017-04-01,PHO,POR
5,2017-04-02,BOS,NYK
6,2017-04-02,CHO,OKC
7,2017-04-02,MEM,LAL
8,2017-04-02,DAL,MIL
9,2017-04-02,UTA,SAS
10,2017-04-02,ATL,BRK
11,2017-04-02,IND,CLE
12,2017-04-02,DEN,MIA
13,2017-04-02,CHI,NOP
14,2017-04-02,PHI,TOR
15,2017-04-02,WAS,GSW
16,2017-04-02,HOU,PHO
17,2017-04-03,POR,MIN
18,2017-04-04,ORL,CLE
19,2017-04-04,TOR,IND
20,2017-04-04,BRK,PHI
21,2017-04-04,CHO,WAS
22,2017-04-04,DEN,NOP
23,2017-04-04,CHI,NYK
24,2017-04-04,MIL,OKC
25,2017-04-04,MEM,SAS
26,2017-04-04,POR,UTA
27,2017-04-04,MIN,GSW
28,2017-04-04,DAL,SAC
29,2017-04-05,MIA,CHO
30,2017-04-05,TOR,DET
31,2017-04-05,CLE,BOS
32,2017-04-05,DEN,HOU
33,2017-04-05,OKC,MEM
34,2017-04-05,LAL,SAS
35,2017-04-05,GSW,PHO
36,2017-04-05,DAL,LAC
37,2017-04-06,MIL,IND
38,2017-04-06,BRK,ORL
39,2017-04-06,CHI,PHI
40,2017-04-06,WAS,NYK
41,2017-04-06,BOS,ATL
42,2017-04-06,MIN,POR
43,2017-04-07,ATL,CLE
44,2017-04-07,MIA,TOR
45,2017-04-07,DET,HOU
46,2017-04-07,NYK,MEM
47,2017-04-07,SAS,DAL
48,2017-04-07,NOP,DEN
49,2017-04-07,MIN,UTA
50,2017-04-07,OKC,PHO
51,2017-04-07,SAC,LAL
52,2017-04-08,CHI,BRK
53,2017-04-08,BOS,CHO
54,2017-04-08,IND,ORL
55,2017-04-08,MIL,PHI
56,2017-04-08,MIA,WAS
57,2017-04-08,LAC,SAS
58,2017-04-08,UTA,POR
59,2017-04-08,NOP,GSW
60,2017-04-09,TOR,NYK
61,2017-04-09,CLE,ATL
62,2017-04-09,OKC,DEN
63,2017-04-09,DET,MEM
64,2017-04-09,DAL,PHO
65,2017-04-09,HOU,SAC
66,2017-04-09,MIN,LAL
67,2017-04-10,IND,PHI
68,2017-04-10,BRK,BOS
69,2017-04-10,CLE,MIA
70,2017-04-10,ORL,CHI
71,2017-04-10,WAS,DET
72,2017-04-10,CHO,MIL
73,2017-04-10,SAS,POR
74,2017-04-10,UTA,GSW
75,2017-04-10,HOU,LAC
76,2017-04-11,CHO,ATL
77,2017-04-11,OKC,MIN
78,2017-04-11,DEN,DAL
79,2017-04-11,NOP,LAL
80,2017-04-11,PHO,SAC
81,2017-04-12,MIL,BOS
82,2017-04-12,BRK,CHI
83,2017-04-12,TOR,CLE
84,2017-04-12,MIN,HOU
85,2017-04-12,ATL,IND
86,2017-04-12,DAL,MEM
87,2017-04-12,WAS,MIA
88,2017-04-12,PHI,NYK
89,2017-04-12,DEN,OKC
90,2017-04-12,DET,ORL
91,2017-04-12,SAS,UTA
92,2017-04-12,LAL,GSW
93,2017-04-12,SAC,LAC
94,2017-04-12,NOP,POR
95,2017-04-15,IND,CLE
96,2017-04-15,MIL,TOR
97,2017-04-15,MEM,SAS
98,2017-04-15,UTA,LAC
99,2017-04-16,ATL,WAS
100,2017-04-16,POR,GSW
101,2017-04-16,CHI,BOS
102,2017-04-16,OKC,HOU
103,2017-04-17,IND,CLE
104,2017-04-17,MEM,SAS
105,2017-04-18,MIL,TOR
106,2017-04-18,CHI,BOS
107,2017-04-18,UTA,LAC
108,2017-04-19,ATL,WAS
109,2017-04-19,OKC,HOU
110,2017-04-19,POR,GSW
111,2017-04-20,CLE,IND
112,2017-04-20,TOR,MIL
113,2017-04-20,SAS,MEM
114,2017-04-21,BOS,CHI
115,2017-04-21,HOU,OKC
116,2017-04-21,LAC,UTA
117,2017-04-22,TOR,MIL
118,2017-04-22,WAS,ATL
119,2017-04-22,SAS,MEM
120,2017-04-22,GSW,POR
121,2017-04-23,CLE,IND
122,2017-04-23,HOU,OKC
123,2017-04-23,BOS,CHI
124,2017-04-23,LAC,UTA
125,2017-04-24,MIL,TOR
126,2017-04-24,WAS,ATL
127,2017-04-24,GSW,POR
128,2017-04-25,OKC,HOU
129,2017-04-25,MEM,SAS
130,2017-04-25,UTA,LAC
131,2017-04-26,ATL,WAS
132,2017-04-26,CHI,BOS
133,2017-04-27,TOR,MIL
134,2017-04-27,SAS,MEM
135,2017-04-28,WAS,ATL
136,2017-04-28,BOS,CHI
137,2017-04-28,LAC,UTA
138,2017-04-30,WAS,BOS
139,2017-04-30,UTA,LAC
