,Date,Away Team,Home Team
0,2018-10-16,PHI,BOS
1,2018-10-16,OKC,GSW
2,2018-10-17,MIL,CHO
3,2018-10-17,BRK,DET
4,2018-10-17,MEM,IND
5,2018-10-17,MIA,ORL
6,2018-10-17,ATL,NYK
7,2018-10-17,CLE,TOR
8,2018-10-17,NOP,HOU
9,2018-10-17,MIN,SAS
10,2018-10-17,UTA,SAC
11,2018-10-17,DEN,LAC
12,2018-10-17,DAL,PHO
13,2018-10-18,CHI,PHI
14,2018-10-18,MIA,WAS
15,2018-10-18,LAL,POR
16,2018-10-19,CHO,ORL
17,2018-10-19,NYK,BRK
18,2018-10-19,ATL,MEM
19,2018-10-19,CLE,MIN
20,2018-10-19,SAC,NOP
21,2018-10-19,BOS,TOR
22,2018-10-19,IND,MIL
23,2018-10-19,OKC,LAC
24,2018-10-19,GSW,UTA
25,2018-10-20,BRK,IND
26,2018-10-20,TOR,WAS
27,2018-10-20,BOS,NYK
28,2018-10-20,ORL,PHI
29,2018-10-20,DET,CHI
30,2018-10-20,CHO,MIA
31,2018-10-20,MIN,DAL
32,2018-10-20,PHO,DEN
33,2018-10-20,SAS,POR
34,2018-10-20,HOU,LAL
35,2018-10-21,ATL,CLE
36,2018-10-21,SAC,OKC
37,2018-10-21,GSW,DEN
38,2018-10-21,HOU,LAC
39,2018-10-22,ORL,BOS
40,2018-10-22,CHO,TOR
41,2018-10-22,NYK,MIL
42,2018-10-22,IND,MIN
43,2018-10-22,CHI,DAL
44,2018-10-22,MEM,UTA
45,2018-10-22,WAS,POR
46,2018-10-22,PHO,GSW
47,2018-10-22,SAS,LAL
48,2018-10-23,PHI,DET
49,2018-10-23,LAC,NOP
50,2018-10-23,SAC,DEN
51,2018-10-24,DAL,ATL
52,2018-10-24,BRK,CLE
53,2018-10-24,NYK,MIA
54,2018-10-24,MIN,TOR
55,2018-10-24,CHO,CHI
56,2018-10-24,UTA,HOU
57,2018-10-24,IND,SAS
58,2018-10-24,PHI,MIL
59,2018-10-24,LAL,PHO
60,2018-10-24,MEM,SAC
61,2018-10-24,WAS,GSW
62,2018-10-25,CLE,DET
63,2018-10-25,POR,ORL
64,2018-10-25,BOS,OKC
65,2018-10-25,DEN,LAL
66,2018-10-26,CHI,CHO
67,2018-10-26,GSW,NYK
68,2018-10-26,DAL,TOR
69,2018-10-26,LAC,HOU
70,2018-10-26,MIL,MIN
71,2018-10-26,BRK,NOP
72,2018-10-26,WAS,SAC
73,2018-10-27,BOS,DET
74,2018-10-27,UTA,NOP
75,2018-10-27,CHI,ATL
76,2018-10-27,IND,CLE
77,2018-10-27,CHO,PHI
78,2018-10-27,PHO,MEM
79,2018-10-27,POR,MIA
80,2018-10-27,ORL,MIL
81,2018-10-27,LAL,SAS
82,2018-10-28,GSW,BRK
83,2018-10-28,UTA,DAL
84,2018-10-28,PHO,OKC
85,2018-10-28,WAS,LAC
86,2018-10-29,POR,IND
87,2018-10-29,ATL,PHI
88,2018-10-29,SAC,MIA
89,2018-10-29,BRK,NYK
90,2018-10-29,GSW,CHI
91,2018-10-29,TOR,MIL
92,2018-10-29,LAL,MIN
93,2018-10-29,DAL,SAS
94,2018-10-29,NOP,DEN
95,2018-10-30,MIA,CHO
96,2018-10-30,ATL,CLE
97,2018-10-30,SAC,ORL
98,2018-10-30,DET,BOS
99,2018-10-30,PHI,TOR
100,2018-10-30,POR,HOU
101,2018-10-30,WAS,MEM
102,2018-10-30,LAC,OKC
103,2018-10-31,DET,BRK
104,2018-10-31,DEN,CHI
105,2018-10-31,UTA,MIN
106,2018-10-31,IND,NYK
107,2018-10-31,NOP,GSW
108,2018-10-31,DAL,LAL
109,2018-10-31,SAS,PHO
110,2018-11-01,OKC,CHO
111,2018-11-01,DEN,CLE
112,2018-11-01,LAC,PHI
113,2018-11-01,SAC,ATL
114,2018-11-01,MIL,BOS
115,2018-11-01,NOP,POR
116,2018-11-02,LAC,ORL
117,2018-11-02,HOU,BRK
118,2018-11-02,IND,CHI
119,2018-11-02,OKC,WAS
120,2018-11-02,NYK,DAL
121,2018-11-02,MEM,UTA
122,2018-11-02,TOR,PHO
123,2018-11-02,MIN,GSW
124,2018-11-03,DET,PHI
125,2018-11-03,CLE,CHO
126,2018-11-03,BOS,IND
127,2018-11-03,MIA,ATL
128,2018-11-03,HOU,CHI
129,2018-11-03,NOP,SAS
130,2018-11-03,UTA,DEN
131,2018-11-03,LAL,POR
132,2018-11-04,SAC,MIL
