,Date,Away Team,Home Team
448,2017-12-18,LAC,SAS
449,2017-12-18,GSW,LAL
450,2017-12-19,SAC,PHI
451,2017-12-19,NOP,WAS
452,2017-12-19,CLE,MIL
453,2017-12-20,TOR,CHO
454,2017-12-20,IND,ATL
455,2017-12-20,MIA,BOS
456,2017-12-20,SAC,BRK
457,2017-12-20,ORL,CHI
458,2017-12-20,LAL,HOU
459,2017-12-20,UTA,OKC
460,2017-12-20,DET,DAL
461,2017-12-20,MIN,DEN
462,2017-12-20,SAS,POR
463,2017-12-20,MEM,GSW
464,2017-12-20,PHO,LAC
465,2017-12-21,CHI,CLE
466,2017-12-21,TOR,PHI
467,2017-12-21,BOS,NYK
468,2017-12-21,MEM,PHO
469,2017-12-21,SAS,UTA
470,2017-12-22,NYK,DET
471,2017-12-22,NOP,ORL
472,2017-12-22,WAS,BRK
473,2017-12-22,LAC,HOU
474,2017-12-22,DAL,MIA
475,2017-12-22,CHO,MIL
476,2017-12-22,ATL,OKC
477,2017-12-22,DEN,POR
478,2017-12-22,LAL,GSW
479,2017-12-23,PHI,TOR
480,2017-12-23,MIL,CHO
481,2017-12-23,BRK,IND
482,2017-12-23,ORL,WAS
483,2017-12-23,DAL,ATL
484,2017-12-23,CHI,BOS
485,2017-12-23,LAC,MEM
486,2017-12-23,NOP,MIA
487,2017-12-23,OKC,UTA
488,2017-12-23,DEN,GSW
489,2017-12-23,MIN,PHO
490,2017-12-23,POR,LAL
491,2017-12-23,SAS,SAC
492,2017-12-25,PHI,NYK
493,2017-12-25,CLE,GSW
494,2017-12-25,WAS,BOS
495,2017-12-25,HOU,OKC
496,2017-12-25,MIN,LAL
497,2017-12-26,TOR,DAL
498,2017-12-26,IND,DET
499,2017-12-26,ORL,MIA
500,2017-12-26,CHI,MIL
501,2017-12-26,BRK,SAS
502,2017-12-26,UTA,DEN
503,2017-12-26,MEM,PHO
504,2017-12-26,SAC,LAC
505,2017-12-27,BOS,CHO
506,2017-12-27,DAL,IND
507,2017-12-27,WAS,ATL
508,2017-12-27,NYK,CHI
509,2017-12-27,DEN,MIN
510,2017-12-27,BRK,NOP
511,2017-12-27,TOR,OKC
512,2017-12-27,CLE,SAC
513,2017-12-27,UTA,GSW
514,2017-12-27,MEM,LAL
515,2017-12-28,DET,ORL
516,2017-12-28,HOU,BOS
517,2017-12-28,MIN,MIL
518,2017-12-28,NYK,SAS
519,2017-12-28,PHI,POR
520,2017-12-29,HOU,WAS
521,2017-12-29,ATL,TOR
522,2017-12-29,IND,CHI
523,2017-12-29,BRK,MIA
524,2017-12-29,DAL,NOP
525,2017-12-29,MIL,OKC
526,2017-12-29,PHO,SAC
527,2017-12-29,CHO,GSW
528,2017-12-29,LAC,LAL
529,2017-12-30,SAS,DET
530,2017-12-30,NYK,NOP
531,2017-12-30,MIA,ORL
532,2017-12-30,POR,ATL
533,2017-12-30,CLE,UTA
534,2017-12-30,MEM,GSW
535,2017-12-30,PHI,DEN
536,2017-12-31,CHI,WAS
537,2017-12-31,MIN,IND
538,2017-12-31,BRK,BOS
539,2017-12-31,LAL,HOU
540,2017-12-31,CHO,LAC
541,2017-12-31,DAL,OKC
542,2017-12-31,MEM,SAC
543,2017-12-31,PHI,PHO
544,2018-01-01,ORL,BRK
545,2018-01-01,MIL,TOR
546,2018-01-01,POR,CHI
547,2018-01-01,LAL,MIN
548,2018-01-02,POR,CLE
549,2018-01-02,SAS,NYK
550,2018-01-02,ATL,PHO
551,2018-01-02,CHO,SAC
552,2018-01-02,MEM,LAC
553,2018-01-03,HOU,ORL
554,2018-01-03,SAS,PHI
555,2018-01-03,NYK,WAS
556,2018-01-03,MIN,BRK
557,2018-01-03,DET,MIA
558,2018-01-03,CLE,BOS
559,2018-01-03,TOR,CHI
560,2018-01-03,IND,MIL
561,2018-01-03,GSW,DAL
562,2018-01-03,PHO,DEN
563,2018-01-03,NOP,UTA
564,2018-01-03,OKC,LAL
565,2018-01-04,GSW,HOU
566,2018-01-04,OKC,LAC
567,2018-01-05,MIN,BOS
568,2018-01-05,DET,PHI
569,2018-01-05,NYK,MIA
570,2018-01-05,TOR,MIL
571,2018-01-05,CHI,DAL
572,2018-01-05,PHO,SAS
573,2018-01-05,UTA,DEN
574,2018-01-05,WAS,MEM
575,2018-01-05,ATL,POR
576,2018-01-05,CHO,LAL
577,2018-01-06,GSW,LAC
578,2018-01-06,BOS,BRK
579,2018-01-06,HOU,DET
580,2018-01-06,CHI,IND
581,2018-01-06,CLE,ORL
582,2018-01-06,MIL,WAS
583,2018-01-06,NOP,MIN
584,2018-01-06,DEN,SAC
585,2018-01-07,UTA,MIA
586,2018-01-07,NYK,DAL
587,2018-01-07,OKC,PHO
588,2018-01-07,SAS,POR
589,2018-01-07,ATL,LAL
590,2018-01-08,MIL,IND
591,2018-01-08,TOR,BRK
592,2018-01-08,HOU,CHI
593,2018-01-08,CLE,MIN
594,2018-01-08,DET,NOP
595,2018-01-08,SAS,SAC
596,2018-01-08,DEN,GSW
597,2018-01-08,ATL,LAC
598,2018-01-09,MIA,TOR
599,2018-01-09,POR,OKC
600,2018-01-09,ORL,DAL
601,2018-01-09,SAC,LAL
602,2018-01-10,DAL,CHO
603,2018-01-10,MIA,IND
604,2018-01-10,UTA,WAS
605,2018-01-10,DET,BRK
606,2018-01-10,CHI,NYK
607,2018-01-10,POR,HOU
608,2018-01-10,NOP,MEM
609,2018-01-10,ORL,MIL
610,2018-01-10,OKC,MIN
611,2018-01-10,ATL,DEN
612,2018-01-10,LAC,GSW
613,2018-01-11,BOS,PHI
614,2018-01-11,CLE,TOR
615,2018-01-11,LAC,SAC
616,2018-01-11,SAS,LAL
617,2018-01-12,UTA,CHO
618,2018-01-12,CLE,IND
619,2018-01-12,ORL,WAS
620,2018-01-12,BRK,ATL
621,2018-01-12,GSW,MIL
622,2018-01-12,NYK,MIN
623,2018-01-12,POR,NOP
624,2018-01-12,MEM,DEN
625,2018-01-12,HOU,PHO
626,2018-01-13,LAL,DAL
627,2018-01-13,SAC,LAC
628,2018-01-13,OKC,CHO
629,2018-01-13,BRK,WAS
630,2018-01-13,GSW,TOR
631,2018-01-13,DET,CHI
632,2018-01-13,DEN,SAS
633,2018-01-14,MIL,MIA
634,2018-01-14,NOP,NYK
635,2018-01-14,IND,PHO
636,2018-01-14,POR,MIN
637,2018-01-15,CHO,DET
638,2018-01-15,TOR,PHI
639,2018-01-15,MIL,WAS
640,2018-01-15,SAS,ATL
641,2018-01-15,NYK,BRK
642,2018-01-15,MIA,CHI
643,2018-01-15,LAL,MEM
644,2018-01-15,GSW,CLE
645,2018-01-15,SAC,OKC
646,2018-01-15,IND,UTA
647,2018-01-15,HOU,LAC
648,2018-01-16,MIN,ORL
649,2018-01-16,NOP,BOS
650,2018-01-16,DAL,DEN
651,2018-01-16,PHO,POR
652,2018-01-17,WAS,CHO
653,2018-01-17,NOP,ATL
654,2018-01-17,SAS,BRK
655,2018-01-17,DET,TOR
656,2018-01-17,GSW,CHI
657,2018-01-17,NYK,MEM
658,2018-01-17,MIA,MIL
659,2018-01-17,LAL,OKC
660,2018-01-17,UTA,SAC
661,2018-01-17,DEN,LAC
662,2018-01-18,PHI,BOS
663,2018-01-18,ORL,CLE
664,2018-01-18,MIN,HOU
665,2018-01-18,IND,POR
666,2018-01-19,SAS,TOR
667,2018-01-19,MIA,BRK
668,2018-01-19,WAS,DET
669,2018-01-19,SAC,MEM
670,2018-01-19,PHO,DEN
671,2018-01-19,IND,LAL
672,2018-01-19,NYK,UTA
673,2018-01-20,OKC,CLE
674,2018-01-20,CHI,ATL
675,2018-01-20,MIA,CHO
676,2018-01-20,MEM,NOP
677,2018-01-20,MIL,PHI
678,2018-01-20,GSW,HOU
679,2018-01-20,TOR,MIN
680,2018-01-20,LAC,UTA
681,2018-01-20,DAL,POR
682,2018-01-21,ORL,BOS
683,2018-01-21,NYK,LAL
684,2018-01-21,BRK,DET
685,2018-01-21,IND,SAS
686,2018-01-22,SAC,CHO
687,2018-01-22,UTA,ATL
688,2018-01-22,MIA,HOU
689,2018-01-22,PHI,MEM
690,2018-01-22,PHO,MIL
691,2018-01-22,CHI,NOP
692,2018-01-22,WAS,DAL
693,2018-01-22,POR,DEN
694,2018-01-22,MIN,LAC
695,2018-01-23,SAC,ORL
696,2018-01-23,BRK,OKC
697,2018-01-23,CLE,SAS
698,2018-01-23,NYK,GSW
699,2018-01-23,BOS,LAL
700,2018-01-24,NOP,CHO
701,2018-01-24,UTA,DET
702,2018-01-24,PHO,IND
703,2018-01-24,CHI,PHI
704,2018-01-24,TOR,ATL
705,2018-01-24,HOU,DAL
706,2018-01-24,SAS,MEM
707,2018-01-24,MIN,POR
708,2018-01-24,BOS,LAC
709,2018-01-25,SAC,MIA
710,2018-01-25,WAS,OKC
711,2018-01-25,NYK,DEN
712,2018-01-25,MIN,GSW
713,2018-01-26,ATL,CHO
714,2018-01-26,IND,CLE
715,2018-01-26,UTA,TOR
716,2018-01-26,LAL,CHI
717,2018-01-26,LAC,MEM
718,2018-01-26,BRK,MIL
719,2018-01-26,HOU,NOP
720,2018-01-26,POR,DAL
721,2018-01-26,PHI,SAS
722,2018-01-26,NYK,PHO
723,2018-01-27,OKC,DET
724,2018-01-27,ORL,IND
725,2018-01-27,WAS,ATL
726,2018-01-27,CHO,MIA
727,2018-01-27,BOS,GSW
728,2018-01-27,DAL,DEN
729,2018-01-27,BRK,MIN
730,2018-01-28,MIL,CHI
731,2018-01-28,PHO,HOU
732,2018-01-28,LAC,NOP
733,2018-01-28,DET,CLE
734,2018-01-28,PHI,OKC
735,2018-01-28,LAL,TOR
736,2018-01-28,SAC,SAS
737,2018-01-29,CHO,IND
738,2018-01-29,MIN,ATL
739,2018-01-29,PHO,MEM
740,2018-01-29,PHI,MIL
741,2018-01-29,MIA,DAL
742,2018-01-29,BOS,DEN
743,2018-01-30,OKC,WAS
744,2018-01-30,BRK,NYK
745,2018-01-30,MIN,TOR
746,2018-01-30,CLE,DET
747,2018-01-30,ORL,HOU
748,2018-01-30,SAC,NOP
749,2018-01-30,DEN,SAS
750,2018-01-30,GSW,UTA
751,2018-01-30,POR,LAC
752,2018-01-31,MEM,IND
753,2018-01-31,LAL,ORL
754,2018-01-31,CHO,ATL
755,2018-01-31,PHI,BRK
756,2018-01-31,MIA,CLE
757,2018-01-31,NYK,BOS
758,2018-01-31,CHI,POR
759,2018-01-31,DAL,PHO
760,2018-02-01,MEM,DET
761,2018-02-01,TOR,WAS
762,2018-02-01,MIL,MIN
763,2018-02-01,HOU,SAS
764,2018-02-01,OKC,DEN
765,2018-02-02,IND,CHO
766,2018-02-02,ATL,BOS
767,2018-02-02,LAL,BRK
768,2018-02-02,POR,TOR
769,2018-02-02,NYK,MIL
770,2018-02-02,MIA,PHI
771,2018-02-02,NOP,OKC
772,2018-02-02,UTA,PHO
773,2018-02-02,GSW,SAC
774,2018-02-03,CHI,LAC
775,2018-02-03,MIA,DET
776,2018-02-03,PHI,IND
777,2018-02-03,WAS,ORL
778,2018-02-03,HOU,CLE
779,2018-02-03,GSW,DEN
780,2018-02-03,NOP,MIN
781,2018-02-03,UTA,SAS
782,2018-02-03,DAL,SAC
783,2018-02-04,POR,BOS
784,2018-02-04,MIL,BRK
785,2018-02-04,ATL,NYK
786,2018-02-04,MEM,TOR
787,2018-02-04,LAL,OKC
788,2018-02-04,CHO,PHO
789,2018-02-05,POR,DET
790,2018-02-05,WAS,IND
791,2018-02-05,ORL,MIA
792,2018-02-05,UTA,NOP
793,2018-02-05,CHO,DEN
794,2018-02-05,CHI,SAC
795,2018-02-05,DAL,LAC
796,2018-02-06,CLE,ORL
797,2018-02-06,MEM,ATL
798,2018-02-06,HOU,BRK
799,2018-02-06,MIL,NYK
800,2018-02-06,BOS,TOR
801,2018-02-06,WAS,PHI
802,2018-02-06,OKC,GSW
803,2018-02-06,PHO,LAL
804,2018-02-07,BRK,DET
805,2018-02-07,HOU,MIA
806,2018-02-07,MIN,CLE
807,2018-02-07,UTA,MEM
808,2018-02-07,SAS,PHO
809,2018-02-08,ATL,ORL
810,2018-02-08,NYK,TOR
811,2018-02-08,BOS,WAS
812,2018-02-08,CHO,POR
813,2018-02-08,DAL,GSW
814,2018-02-08,OKC,LAL
815,2018-02-09,LAC,DET
816,2018-02-09,NOP,PHI
817,2018-02-09,CLE,ATL
818,2018-02-09,IND,BOS
819,2018-02-09,DEN,HOU
820,2018-02-09,MIL,MIA
821,2018-02-09,CHO,UTA
822,2018-02-09,MIN,CHI
823,2018-02-09,POR,SAC
824,2018-02-10,NOP,BRK
825,2018-02-10,MIL,ORL
826,2018-02-10,LAC,PHI
827,2018-02-10,WAS,CHI
828,2018-02-10,LAL,DAL
829,2018-02-10,SAS,GSW
830,2018-02-10,DEN,PHO
