,Date,Away Team,Home Team
0,2017-10-17,BOS,CLE
1,2017-10-17,HOU,GSW
2,2017-10-18,CHO,DET
3,2017-10-18,BRK,IND
4,2017-10-18,MIA,ORL
5,2017-10-18,PHI,WAS
6,2017-10-18,MIL,BOS
7,2017-10-18,NOP,MEM
8,2017-10-18,ATL,DAL
9,2017-10-18,DEN,UTA
10,2017-10-18,MIN,SAS
11,2017-10-18,POR,PHO
12,2017-10-18,HOU,SAC
13,2017-10-19,CHI,TOR
14,2017-10-19,NYK,OKC
15,2017-10-19,LAC,LAL
16,2017-10-20,ATL,CHO
17,2017-10-20,POR,IND
18,2017-10-20,CLE,MIL
19,2017-10-20,BOS,PHI
20,2017-10-20,DET,WAS
21,2017-10-20,ORL,BRK
22,2017-10-20,UTA,MIN
23,2017-10-20,SAC,DAL
24,2017-10-20,GSW,NOP
25,2017-10-20,LAL,PHO
26,2017-10-21,PHI,TOR
27,2017-10-21,SAS,CHI
28,2017-10-21,ORL,CLE
29,2017-10-21,DAL,HOU
30,2017-10-21,GSW,MEM
31,2017-10-21,IND,MIA
32,2017-10-21,DET,NYK
33,2017-10-21,POR,MIL
34,2017-10-21,SAC,DEN
35,2017-10-21,OKC,UTA
36,2017-10-21,PHO,LAC
37,2017-10-22,ATL,BRK
38,2017-10-22,MIN,OKC
39,2017-10-22,NOP,LAL
40,2017-10-23,PHI,DET
41,2017-10-23,ATL,MIA
42,2017-10-23,MEM,HOU
43,2017-10-23,CHO,MIL
44,2017-10-23,GSW,DAL
45,2017-10-23,TOR,SAS
46,2017-10-23,WAS,DEN
47,2017-10-23,SAC,PHO
48,2017-10-24,CHI,CLE
49,2017-10-24,BRK,ORL
50,2017-10-24,NYK,BOS
51,2017-10-24,IND,MIN
52,2017-10-24,NOP,POR
53,2017-10-24,UTA,LAC
54,2017-10-25,DEN,CHO
55,2017-10-25,MIN,DET
56,2017-10-25,HOU,PHI
57,2017-10-25,CLE,BRK
58,2017-10-25,SAS,MIA
59,2017-10-25,IND,OKC
60,2017-10-25,MEM,DAL
61,2017-10-25,UTA,PHO
62,2017-10-25,TOR,GSW
63,2017-10-25,WAS,LAL
64,2017-10-26,ATL,CHI
65,2017-10-26,DAL,MEM
66,2017-10-26,BOS,MIL
67,2017-10-26,LAC,POR
68,2017-10-26,NOP,SAC
69,2017-10-27,HOU,CHO
70,2017-10-27,SAS,ORL
71,2017-10-27,DEN,ATL
72,2017-10-27,BRK,NYK
73,2017-10-27,OKC,MIN
74,2017-10-27,WAS,GSW
75,2017-10-27,TOR,LAL
76,2017-10-28,CLE,NOP
77,2017-10-28,OKC,CHI
78,2017-10-28,HOU,MEM
79,2017-10-28,BOS,MIA
80,2017-10-28,PHI,DAL
81,2017-10-28,LAL,UTA
82,2017-10-28,PHO,POR
83,2017-10-28,DET,LAC
84,2017-10-29,MIL,ATL
85,2017-10-29,SAS,IND
86,2017-10-29,DEN,BRK
87,2017-10-29,ORL,CHO
88,2017-10-29,WAS,SAC
89,2017-10-29,NYK,CLE
90,2017-10-29,DET,GSW
91,2017-10-30,SAS,BOS
92,2017-10-30,MIN,MIA
93,2017-10-30,DEN,NYK
94,2017-10-30,PHI,HOU
95,2017-10-30,CHO,MEM
96,2017-10-30,ORL,NOP
97,2017-10-30,DAL,UTA
98,2017-10-30,TOR,POR
99,2017-10-30,GSW,LAC
100,2017-10-31,SAC,IND
101,2017-10-31,PHO,BRK
102,2017-10-31,OKC,MIL
103,2017-10-31,DET,LAL
104,2017-11-01,MIL,CHO
105,2017-11-01,IND,CLE
106,2017-11-01,ATL,PHI
107,2017-11-01,PHO,WAS
108,2017-11-01,SAC,BOS
109,2017-11-01,CHI,MIA
110,2017-11-01,ORL,MEM
111,2017-11-01,MIN,NOP
112,2017-11-01,HOU,NYK
113,2017-11-01,TOR,DEN
114,2017-11-01,POR,UTA
115,2017-11-01,DAL,LAC
116,2017-11-02,GSW,SAS
117,2017-11-02,LAL,POR
118,2017-11-03,MIL,DET
119,2017-11-03,CHI,ORL
120,2017-11-03,IND,PHI
121,2017-11-03,CLE,WAS
122,2017-11-03,HOU,ATL
123,2017-11-03,PHO,NYK
124,2017-11-03,NOP,DAL
125,2017-11-03,CHO,SAS
126,2017-11-03,MIA,DEN
127,2017-11-03,TOR,UTA
128,2017-11-03,BOS,OKC
129,2017-11-03,BRK,LAL
130,2017-11-04,MEM,LAC
131,2017-11-04,SAC,DET
132,2017-11-04,NOP,CHI
133,2017-11-04,DAL,MIN
134,2017-11-04,GSW,DEN
135,2017-11-05,ATL,CLE
136,2017-11-05,MIA,LAC
137,2017-11-05,BOS,ORL
138,2017-11-05,WAS,TOR
139,2017-11-05,UTA,HOU
140,2017-11-05,PHO,SAS
141,2017-11-05,IND,NYK
142,2017-11-05,CHO,MIN
143,2017-11-05,OKC,POR
144,2017-11-05,MEM,LAL
145,2017-11-06,BOS,ATL
146,2017-11-06,BRK,PHO
147,2017-11-06,MIA,GSW
148,2017-11-07,MIL,CLE
149,2017-11-07,NOP,IND
150,2017-11-07,DAL,WAS
151,2017-11-07,CHO,NYK
152,2017-11-07,CHI,TOR
153,2017-11-07,LAC,SAS
154,2017-11-07,BRK,DEN
155,2017-11-07,PHI,UTA
156,2017-11-07,MEM,POR
157,2017-11-07,OKC,SAC
158,2017-11-08,IND,DET
159,2017-11-08,NYK,ORL
160,2017-11-08,LAL,BOS
161,2017-11-08,MIA,PHO
162,2017-11-08,MIN,GSW
163,2017-11-09,LAL,WAS
164,2017-11-09,NOP,TOR
165,2017-11-09,CLE,HOU
166,2017-11-09,PHI,SAC
167,2017-11-09,OKC,DEN
168,2017-11-10,ATL,DET
169,2017-11-10,CHO,BOS
170,2017-11-10,IND,CHI
171,2017-11-10,LAC,OKC
172,2017-11-10,ORL,PHO
173,2017-11-10,MIL,SAS
174,2017-11-10,MIA,UTA
175,2017-11-10,BRK,POR
176,2017-11-11,LAC,NOP
177,2017-11-11,ATL,WAS
178,2017-11-11,MEM,HOU
179,2017-11-11,SAC,NYK
180,2017-11-11,CLE,DAL
181,2017-11-11,PHI,GSW
182,2017-11-11,LAL,MIL
183,2017-11-11,CHI,SAS
184,2017-11-11,ORL,DEN
185,2017-11-11,MIN,PHO
186,2017-11-11,BRK,UTA
187,2017-11-12,TOR,BOS
188,2017-11-12,MIA,DET
189,2017-11-12,HOU,IND
190,2017-11-12,DAL,OKC
191,2017-11-13,SAC,WAS
192,2017-11-13,CLE,NYK
193,2017-11-13,MEM,MIL
194,2017-11-13,ATL,NOP
195,2017-11-13,LAL,PHO
196,2017-11-13,MIN,UTA
197,2017-11-13,DEN,POR
198,2017-11-13,ORL,GSW
199,2017-11-13,PHI,LAC
200,2017-11-14,BOS,BRK
201,2017-11-14,TOR,HOU
202,2017-11-14,SAS,DAL
203,2017-11-15,SAC,ATL
204,2017-11-15,WAS,MIA
205,2017-11-15,UTA,NYK
206,2017-11-15,CLE,CHO
207,2017-11-15,IND,MEM
208,2017-11-15,DET,MIL
209,2017-11-15,SAS,MIN
210,2017-11-15,TOR,NOP
211,2017-11-15,CHI,OKC
212,2017-11-15,ORL,POR
213,2017-11-15,PHI,LAL
214,2017-11-16,GSW,BOS
215,2017-11-16,HOU,PHO
216,2017-11-17,DET,IND
217,2017-11-17,MIA,WAS
218,2017-11-17,UTA,BRK
219,2017-11-17,LAC,CLE
220,2017-11-17,NYK,TOR
221,2017-11-17,CHO,CHI
222,2017-11-17,OKC,SAS
223,2017-11-17,MIN,DAL
224,2017-11-17,POR,SAC
225,2017-11-17,NOP,DEN
226,2017-11-17,PHO,LAL
227,2017-11-18,LAC,CHO
228,2017-11-18,UTA,ORL
229,2017-11-18,BOS,ATL
230,2017-11-18,GSW,PHI
231,2017-11-18,HOU,MEM
232,2017-11-18,MIL,DAL
233,2017-11-18,SAC,POR
234,2017-11-19,WAS,TOR
235,2017-11-19,IND,MIA
236,2017-11-19,GSW,BRK
237,2017-11-19,DET,MIN
238,2017-11-19,CHI,PHO
239,2017-11-19,DEN,LAL
240,2017-11-20,MIN,CHO
241,2017-11-20,CLE,DET
242,2017-11-20,IND,ORL
243,2017-11-20,UTA,PHI
244,2017-11-20,LAC,NYK
245,2017-11-20,POR,MEM
246,2017-11-20,WAS,MIL
247,2017-11-20,OKC,NOP
248,2017-11-20,BOS,DAL
249,2017-11-20,ATL,SAS
250,2017-11-20,DEN,SAC
251,2017-11-21,CHI,LAL
252,2017-11-22,WAS,CHO
253,2017-11-22,BRK,CLE
254,2017-11-22,POR,PHI
255,2017-11-22,LAC,ATL
256,2017-11-22,BOS,MIA
257,2017-11-22,TOR,NYK
258,2017-11-22,DEN,HOU
259,2017-11-22,DAL,MEM
260,2017-11-22,ORL,MIN
261,2017-11-22,SAS,NOP
262,2017-11-22,GSW,OKC
263,2017-11-22,MIL,PHO
264,2017-11-22,CHI,UTA
265,2017-11-22,LAL,SAC
266,2017-11-24,POR,BRK
267,2017-11-24,NYK,ATL
268,2017-11-24,ORL,BOS
269,2017-11-24,CHO,CLE
270,2017-11-24,TOR,IND
271,2017-11-24,MIA,MIN
272,2017-11-24,DET,OKC
273,2017-11-24,MEM,DEN
274,2017-11-24,NOP,PHO
275,2017-11-24,CHI,GSW
276,2017-11-25,SAS,CHO
277,2017-11-25,ORL,PHI
278,2017-11-25,POR,WAS
279,2017-11-25,TOR,ATL
280,2017-11-25,NYK,HOU
281,2017-11-25,BOS,IND
282,2017-11-25,OKC,DAL
283,2017-11-25,NOP,GSW
284,2017-11-25,MIL,UTA
285,2017-11-25,LAC,SAC
286,2017-11-26,MIA,CHI
287,2017-11-26,PHO,MIN
288,2017-11-26,BRK,MEM
289,2017-11-27,ORL,IND
290,2017-11-27,CLE,PHI
291,2017-11-27,DET,BOS
292,2017-11-27,POR,NYK
293,2017-11-27,BRK,HOU
294,2017-11-27,DAL,SAS
295,2017-11-27,SAC,GSW
296,2017-11-27,LAL,LAC
297,2017-11-28,MIA,CLE
298,2017-11-28,PHO,CHI
299,2017-11-28,WAS,MIN
300,2017-11-28,MIL,SAC
301,2017-11-28,DEN,UTA
302,2017-11-29,PHO,DET
303,2017-11-29,OKC,ORL
304,2017-11-29,WAS,PHI
305,2017-11-29,MIA,NYK
306,2017-11-29,CHO,TOR
307,2017-11-29,IND,HOU
308,2017-11-29,MIN,NOP
309,2017-11-29,BRK,DAL
310,2017-11-29,MEM,SAS
311,2017-11-29,GSW,LAL
312,2017-11-30,CLE,ATL
313,2017-11-30,PHI,BOS
314,2017-11-30,CHI,DEN
315,2017-11-30,MIL,POR
316,2017-11-30,UTA,LAC
317,2017-12-01,GSW,ORL
318,2017-12-01,DET,WAS
319,2017-12-01,IND,TOR
320,2017-12-01,SAC,CHI
321,2017-12-01,SAS,MEM
322,2017-12-01,CHO,MIA
323,2017-12-01,MIN,OKC
324,2017-12-01,NOP,UTA
325,2017-12-02,PHO,BOS
326,2017-12-02,LAC,DAL
327,2017-12-02,ATL,BRK
328,2017-12-02,MEM,CLE
329,2017-12-02,DET,PHI
330,2017-12-02,SAC,MIL
331,2017-12-02,LAL,DEN
332,2017-12-02,NOP,POR
333,2017-12-03,ORL,NYK
334,2017-12-03,GSW,MIA
335,2017-12-03,LAC,MIN
336,2017-12-03,SAS,OKC
337,2017-12-03,HOU,LAL
338,2017-12-04,ORL,CHO
339,2017-12-04,NYK,IND
340,2017-12-04,PHO,PHI
341,2017-12-04,BRK,ATL
342,2017-12-04,MIL,BOS
343,2017-12-04,CLE,CHI
344,2017-12-04,MIN,MEM
345,2017-12-04,GSW,NOP
346,2017-12-04,DEN,DAL
347,2017-12-04,DET,SAS
348,2017-12-04,WAS,UTA
349,2017-12-05,PHO,TOR
350,2017-12-05,UTA,OKC
351,2017-12-05,WAS,POR
352,2017-12-06,SAC,CLE
353,2017-12-06,CHI,IND
354,2017-12-06,ATL,ORL
355,2017-12-06,DAL,BOS
356,2017-12-06,MEM,NYK
357,2017-12-06,GSW,CHO
358,2017-12-06,DET,MIL
359,2017-12-06,DEN,NOP
360,2017-12-06,MIA,SAS
361,2017-12-06,MIN,LAC
362,2017-12-07,LAL,PHI
363,2017-12-07,WAS,PHO
364,2017-12-07,OKC,BRK
365,2017-12-07,HOU,UTA
366,2017-12-08,CHI,CHO
367,2017-12-08,GSW,DET
368,2017-12-08,CLE,IND
369,2017-12-08,DEN,ORL
370,2017-12-08,TOR,MEM
371,2017-12-08,DAL,MIL
372,2017-12-08,SAC,NOP
373,2017-12-08,BOS,SAS
374,2017-12-09,WAS,LAC
375,2017-12-09,MIA,BRK
376,2017-12-09,LAL,CHO
377,2017-12-09,ORL,ATL
378,2017-12-09,NYK,CHI
379,2017-12-09,PHI,CLE
380,2017-12-09,UTA,MIL
381,2017-12-09,OKC,MEM
382,2017-12-09,SAS,PHO
383,2017-12-09,HOU,POR
384,2017-12-10,TOR,SAC
385,2017-12-10,BOS,DET
386,2017-12-10,DEN,IND
387,2017-12-10,DAL,MIN
388,2017-12-10,PHI,NOP
389,2017-12-10,ATL,NYK
390,2017-12-11,BOS,CHI
391,2017-12-11,NOP,HOU
392,2017-12-11,MIA,MEM
393,2017-12-11,CHO,OKC
394,2017-12-11,POR,GSW
395,2017-12-11,TOR,LAC
396,2017-12-12,ATL,CLE
397,2017-12-12,DEN,DET
398,2017-12-12,LAL,NYK
399,2017-12-12,WAS,BRK
400,2017-12-12,SAS,DAL
401,2017-12-12,PHI,MIN
402,2017-12-12,PHO,SAC
403,2017-12-13,OKC,IND
404,2017-12-13,LAC,ORL
405,2017-12-13,MEM,WAS
406,2017-12-13,DEN,BOS
407,2017-12-13,POR,MIA
408,2017-12-13,UTA,CHI
409,2017-12-13,MIL,NOP
410,2017-12-13,TOR,PHO
411,2017-12-13,CHO,HOU
412,2017-12-14,DET,ATL
413,2017-12-14,NYK,BRK
414,2017-12-14,LAL,CLE
415,2017-12-14,SAC,MIN
416,2017-12-14,DAL,GSW
417,2017-12-15,MIA,CHO
418,2017-12-15,DET,IND
419,2017-12-15,POR,ORL
420,2017-12-15,OKC,PHI
421,2017-12-15,LAC,WAS
422,2017-12-15,UTA,BOS
423,2017-12-15,BRK,TOR
424,2017-12-15,ATL,MEM
425,2017-12-15,CHI,MIL
426,2017-12-15,NOP,DEN
427,2017-12-15,SAS,HOU
428,2017-12-16,POR,CHO
429,2017-12-16,UTA,CLE
430,2017-12-16,OKC,NYK
431,2017-12-16,MIL,HOU
432,2017-12-16,LAC,MIA
433,2017-12-16,PHO,MIN
434,2017-12-16,DAL,SAS
435,2017-12-16,BOS,MEM
436,2017-12-17,SAC,TOR
437,2017-12-17,ORL,DET
438,2017-12-17,IND,BRK
439,2017-12-17,CLE,WAS
440,2017-12-18,NYK,CHO
441,2017-12-18,BOS,IND
442,2017-12-18,MIA,ATL
443,2017-12-18,PHI,CHI
444,2017-12-18,UTA,HOU
445,2017-12-18,POR,MIN
446,2017-12-18,DEN,OKC
447,2017-12-18,PHO,DAL
