,Date,Away Team,Home Team
0,2015-10-27,CLE,CHI
1,2015-10-27,DET,ATL
2,2015-10-27,NOP,GSW
3,2015-10-28,WAS,ORL
4,2015-10-28,PHI,BOS
5,2015-10-28,CHI,BRK
6,2015-10-28,UTA,DET
7,2015-10-28,IND,TOR
8,2015-10-28,CHO,MIA
9,2015-10-28,NYK,MIL
10,2015-10-28,SAS,OKC
11,2015-10-28,CLE,MEM
12,2015-10-28,DEN,HOU
13,2015-10-28,DAL,PHO
14,2015-10-28,NOP,POR
15,2015-10-28,LAC,SAC
16,2015-10-28,MIN,LAL
17,2015-10-29,MEM,IND
18,2015-10-29,ATL,NYK
19,2015-10-29,DAL,LAC
20,2015-10-30,MIA,CLE
21,2015-10-30,UTA,PHI
22,2015-10-30,OKC,ORL
23,2015-10-30,TOR,BOS
24,2015-10-30,CHI,DET
25,2015-10-30,CHO,ATL
26,2015-10-30,WAS,MIL
27,2015-10-30,BRK,SAS
28,2015-10-30,MIN,DEN
29,2015-10-30,GSW,HOU
30,2015-10-30,LAL,SAC
31,2015-10-30,POR,PHO
32,2015-10-31,UTA,IND
33,2015-10-31,NYK,WAS
34,2015-10-31,GSW,NOP
35,2015-10-31,BRK,MEM
36,2015-10-31,PHO,POR
37,2015-10-31,SAC,LAC
38,2015-11-01,ATL,CHO
39,2015-11-01,SAS,BOS
40,2015-11-01,HOU,MIA
41,2015-11-01,MIL,TOR
42,2015-11-01,ORL,CHI
43,2015-11-01,DEN,OKC
44,2015-11-01,DAL,LAL
45,2015-11-02,CLE,PHI
46,2015-11-02,MIL,BRK
47,2015-11-02,SAS,NYK
48,2015-11-02,OKC,HOU
49,2015-11-02,POR,MIN
50,2015-11-02,MEM,GSW
51,2015-11-02,PHO,LAC
52,2015-11-03,CHI,CHO
53,2015-11-03,IND,DET
54,2015-11-03,ATL,MIA
55,2015-11-03,ORL,NOP
56,2015-11-03,TOR,DAL
57,2015-11-03,MEM,SAC
58,2015-11-03,DEN,LAL
59,2015-11-04,BOS,IND
60,2015-11-04,SAS,WAS
61,2015-11-04,BRK,ATL
62,2015-11-04,NYK,CLE
63,2015-11-04,ORL,HOU
64,2015-11-04,PHI,MIL
65,2015-11-04,TOR,OKC
66,2015-11-04,SAC,PHO
67,2015-11-04,POR,UTA
68,2015-11-04,LAC,GSW
69,2015-11-05,OKC,CHI
70,2015-11-05,MIA,MIN
71,2015-11-05,CHO,DAL
72,2015-11-05,UTA,DEN
73,2015-11-05,MEM,POR
74,2015-11-06,TOR,ORL
75,2015-11-06,WAS,BOS
76,2015-11-06,LAL,BRK
77,2015-11-06,PHI,CLE
78,2015-11-06,MIL,NYK
79,2015-11-06,MIA,IND
80,2015-11-06,ATL,NOP
81,2015-11-06,DET,PHO
82,2015-11-06,DEN,GSW
83,2015-11-06,HOU,SAC
84,2015-11-07,MIN,CHI
85,2015-11-07,ORL,PHI
86,2015-11-07,WAS,ATL
87,2015-11-07,NOP,DAL
88,2015-11-07,BRK,MIL
89,2015-11-07,CHO,SAS
90,2015-11-07,MEM,UTA
91,2015-11-07,GSW,SAC
92,2015-11-07,HOU,LAC
93,2015-11-08,IND,CLE
94,2015-11-08,LAL,NYK
95,2015-11-08,TOR,MIA
96,2015-11-08,PHO,OKC
97,2015-11-08,DET,POR
98,2015-11-09,ORL,IND
99,2015-11-09,CHI,PHI
100,2015-11-09,MIN,ATL
101,2015-11-09,POR,DEN
102,2015-11-09,SAS,SAC
103,2015-11-09,DET,GSW
104,2015-11-09,MEM,LAC
105,2015-11-10,UTA,CLE
106,2015-11-10,OKC,WAS
107,2015-11-10,LAL,MIA
108,2015-11-10,NYK,TOR
109,2015-11-10,BOS,MIL
110,2015-11-10,CHO,MIN
111,2015-11-10,DAL,NOP
112,2015-11-11,NYK,CHO
113,2015-11-11,LAL,ORL
114,2015-11-11,TOR,PHI
115,2015-11-11,IND,BOS
116,2015-11-11,NOP,ATL
117,2015-11-11,LAC,DAL
118,2015-11-11,BRK,HOU
119,2015-11-11,GSW,MEM
120,2015-11-11,MIL,DEN
121,2015-11-11,DET,SAC
122,2015-11-11,SAS,POR
123,2015-11-12,UTA,MIA
124,2015-11-12,GSW,MIN
125,2015-11-12,LAC,PHO
126,2015-11-13,MIN,IND
127,2015-11-13,UTA,ORL
128,2015-11-13,ATL,BOS
129,2015-11-13,CLE,NYK
130,2015-11-13,NOP,TOR
131,2015-11-13,CHO,CHI
132,2015-11-13,POR,MEM
133,2015-11-13,PHI,OKC
134,2015-11-13,LAL,DAL
135,2015-11-13,HOU,DEN
136,2015-11-13,BRK,SAC
137,2015-11-14,DET,LAC
138,2015-11-14,ORL,WAS
139,2015-11-14,DAL,HOU
140,2015-11-14,CLE,MIL
141,2015-11-14,PHI,SAS
142,2015-11-14,DEN,PHO
143,2015-11-14,BRK,GSW
144,2015-11-15,NOP,NYK
145,2015-11-15,MEM,MIN
146,2015-11-15,POR,CHO
147,2015-11-15,UTA,ATL
148,2015-11-15,BOS,OKC
149,2015-11-15,TOR,SAC
150,2015-11-15,DET,LAL
151,2015-11-16,DAL,PHI
152,2015-11-16,IND,CHI
153,2015-11-16,BOS,HOU
154,2015-11-16,OKC,MEM
155,2015-11-16,POR,SAS
156,2015-11-16,LAL,PHO
157,2015-11-17,MIL,WAS
158,2015-11-17,ATL,BRK
159,2015-11-17,CLE,DET
160,2015-11-17,MIN,MIA
161,2015-11-17,CHO,NYK
162,2015-11-17,DEN,NOP
163,2015-11-17,TOR,GSW
164,2015-11-18,BRK,CHO
165,2015-11-18,MIN,ORL
166,2015-11-18,IND,PHI
167,2015-11-18,DAL,BOS
168,2015-11-18,SAC,ATL
169,2015-11-18,POR,HOU
170,2015-11-18,NOP,OKC
171,2015-11-18,DEN,SAS
172,2015-11-18,TOR,UTA
173,2015-11-18,CHI,PHO
174,2015-11-19,SAC,MIA
175,2015-11-19,MIL,CLE
176,2015-11-19,GSW,LAC
177,2015-11-20,PHI,CHO
178,2015-11-20,BRK,BOS
179,2015-11-20,HOU,MEM
180,2015-11-20,DET,MIN
181,2015-11-20,SAS,NOP
182,2015-11-20,NYK,OKC
183,2015-11-20,UTA,DAL
184,2015-11-20,PHO,DEN
185,2015-11-20,LAC,POR
186,2015-11-20,CHI,GSW
187,2015-11-20,TOR,LAL
188,2015-11-21,SAC,ORL
189,2015-11-21,MIL,IND
190,2015-11-21,ATL,CLE
191,2015-11-21,WAS,DET
192,2015-11-21,NYK,HOU
193,2015-11-21,PHI,MIA
194,2015-11-21,MEM,SAS
195,2015-11-22,TOR,LAC
196,2015-11-22,BOS,BRK
197,2015-11-22,PHO,NOP
198,2015-11-22,DAL,OKC
199,2015-11-22,GSW,DEN
200,2015-11-22,POR,LAL
201,2015-11-23,SAC,CHO
202,2015-11-23,ORL,CLE
203,2015-11-23,NYK,MIA
204,2015-11-23,DET,MIL
205,2015-11-23,PHI,MIN
206,2015-11-23,PHO,SAS
207,2015-11-23,OKC,UTA
208,2015-11-24,IND,WAS
209,2015-11-24,BOS,ATL
210,2015-11-24,DAL,MEM
211,2015-11-24,LAC,DEN
212,2015-11-24,CHI,POR
213,2015-11-24,LAL,GSW
214,2015-11-25,WAS,CHO
215,2015-11-25,NYK,ORL
216,2015-11-25,PHI,BOS
217,2015-11-25,MIA,DET
218,2015-11-25,CLE,TOR
219,2015-11-25,MEM,HOU
220,2015-11-25,SAC,MIL
221,2015-11-25,ATL,MIN
222,2015-11-25,BRK,OKC
223,2015-11-25,DAL,SAS
224,2015-11-25,NOP,PHO
225,2015-11-25,UTA,LAC
226,2015-11-27,CLE,CHO
227,2015-11-27,MIL,ORL
228,2015-11-27,WAS,BOS
229,2015-11-27,MIA,NYK
230,2015-11-27,PHI,HOU
231,2015-11-27,CHI,IND
232,2015-11-27,ATL,MEM
233,2015-11-27,DET,OKC
234,2015-11-27,SAS,DEN
235,2015-11-27,GSW,PHO
236,2015-11-27,MIN,SAC
237,2015-11-27,NOP,LAC
238,2015-11-28,TOR,WAS
239,2015-11-28,BRK,CLE
240,2015-11-28,DEN,DAL
241,2015-11-28,ATL,SAS
242,2015-11-28,NOP,UTA
243,2015-11-28,LAL,POR
244,2015-11-28,SAC,GSW
245,2015-11-29,MIL,CHO
246,2015-11-29,MIN,LAC
247,2015-11-29,DET,BRK
248,2015-11-29,PHI,MEM
249,2015-11-29,BOS,ORL
250,2015-11-29,PHO,TOR
251,2015-11-29,HOU,NYK
252,2015-11-29,IND,LAL
253,2015-11-30,HOU,DET
254,2015-11-30,BOS,MIA
255,2015-11-30,OKC,ATL
256,2015-11-30,SAS,CHI
257,2015-11-30,DEN,MIL
258,2015-11-30,GSW,UTA
259,2015-11-30,DAL,SAC
260,2015-11-30,POR,LAC
261,2015-12-01,WAS,CLE
262,2015-12-01,LAL,PHI
263,2015-12-01,PHO,BRK
264,2015-12-01,ORL,MIN
265,2015-12-01,MEM,NOP
266,2015-12-01,DAL,POR
267,2015-12-02,GSW,CHO
268,2015-12-02,LAL,WAS
269,2015-12-02,PHO,DET
270,2015-12-02,PHI,NYK
271,2015-12-02,TOR,ATL
272,2015-12-02,DEN,CHI
273,2015-12-02,NOP,HOU
274,2015-12-02,MIL,SAS
275,2015-12-02,IND,LAC
276,2015-12-03,OKC,MIA
277,2015-12-03,DEN,TOR
278,2015-12-03,ORL,UTA
279,2015-12-03,SAS,MEM
280,2015-12-03,IND,POR
281,2015-12-03,BOS,SAC
282,2015-12-04,BRK,NYK
283,2015-12-04,PHO,WAS
284,2015-12-04,MIL,DET
285,2015-12-04,LAL,ATL
286,2015-12-04,HOU,DAL
287,2015-12-04,CLE,NOP
288,2015-12-05,DEN,PHI
289,2015-12-05,GSW,TOR
290,2015-12-05,CHO,CHI
291,2015-12-05,SAC,HOU
292,2015-12-05,CLE,MIA
293,2015-12-05,POR,MIN
294,2015-12-05,NYK,MIL
295,2015-12-05,BOS,SAS
296,2015-12-05,IND,UTA
297,2015-12-05,ORL,LAC
298,2015-12-06,PHO,MEM
299,2015-12-06,GSW,BRK
300,2015-12-06,LAL,DET
