,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:47.0,K. Love misses 3-pt jump shot from 24 ft,,0,0
1,1,11:45.0,,Defensive rebound by S. Hill,0,0
2,1,11:36.0,,Turnover by D. West (lost ball; steal by K. Love),0,0
3,1,11:27.0,M. Dellavedova makes 2-pt jump shot from 3 ft,,2,0
4,1,11:09.0,,C. Miles misses 2-pt jump shot from 9 ft,2,0
5,1,11:08.0,Defensive rebound by T. Mozgov,,2,0
6,1,10:59.0,J. Smith makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,5,0
7,1,10:46.0,,C. Miles misses 2-pt jump shot from 3 ft (block by K. Love),5,0
8,1,10:44.0,Defensive rebound by K. Love,,5,0
9,1,10:35.0,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Smith),,7,0
10,1,10:21.0,,S. Hill makes 2-pt jump shot from 19 ft (assist by G. Hill),7,2
11,1,9:54.0,Personal foul by C. Miles (drawn by J. Jones),,7,2
12,1,9:44.0,J. Jones misses 3-pt jump shot from 24 ft,,7,2
13,1,9:41.0,,Defensive rebound by R. Hibbert,7,2
14,1,9:23.0,,R. Hibbert misses 2-pt hook shot from 12 ft,7,2
15,1,9:23.0,Defensive rebound by M. Dellavedova,,7,2
16,1,9:16.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,10,2
17,1,8:56.0,,S. Hill makes 2-pt jump shot from 9 ft (assist by G. Hill),10,4
18,1,8:40.0,Personal block foul by G. Hill (drawn by J. Jones),,10,4
19,1,8:32.0,K. Love misses 3-pt jump shot from 26 ft,,10,4
20,1,8:31.0,,Defensive rebound by S. Hill,10,4
21,1,8:24.0,,D. West misses 2-pt jump shot from 13 ft,10,4
22,1,8:22.0,Defensive rebound by M. Dellavedova,,10,4
23,1,8:14.0,J. Smith makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,13,4
24,1,8:02.0,,Indiana full timeout,13,4
25,1,7:47.0,,G. Hill misses 3-pt jump shot from 23 ft,13,4
26,1,7:44.0,Defensive rebound by M. Dellavedova,,13,4
27,1,7:32.0,Personal foul by R. Hibbert (drawn by T. Mozgov),,13,4
28,1,7:24.0,M. Dellavedova makes 2-pt jump shot from 13 ft,,15,4
29,1,7:09.0,,D. West makes 2-pt jump shot from 7 ft,15,6
30,1,6:53.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),,18,6
31,1,6:40.0,,G. Hill makes 2-pt jump shot from 13 ft,18,8
32,1,6:25.0,M. Dellavedova misses 2-pt jump shot from 11 ft (block by G. Hill),,18,8
33,1,6:24.0,Offensive rebound by Team,,18,8
34,1,6:19.0,K. Love misses 2-pt layup from 1 ft,,18,8
35,1,6:17.0,Offensive rebound by T. Mozgov,,18,8
36,1,6:13.0,J. Smith makes 3-pt jump shot from 27 ft (assist by T. Mozgov),,21,8
37,1,5:59.0,,G. Hill misses 3-pt jump shot from 25 ft,21,8
38,1,5:58.0,Defensive rebound by K. Love,,21,8
39,1,5:47.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,21,8
40,1,5:45.0,,Defensive rebound by D. West,21,8
41,1,5:39.0,,G. Hill misses 2-pt layup from 2 ft (block by J. Smith),21,8
42,1,5:37.0,,Offensive rebound by G. Hill,21,8
43,1,5:33.0,,S. Hill misses 2-pt jump shot from 10 ft,21,8
44,1,5:31.0,,Offensive rebound by R. Hibbert,21,8
45,1,5:31.0,,R. Hibbert makes 2-pt dunk at rim,21,10
46,1,5:22.0,Cleveland full timeout,,21,10
47,1,5:22.0,,I. Mahinmi enters the game for R. Hibbert,21,10
48,1,5:22.0,,R. Stuckey enters the game for S. Hill,21,10
49,1,5:22.0,I. Shumpert enters the game for J. Jones,,21,10
50,1,5:13.0,J. Smith misses 2-pt jump shot from 19 ft,,21,10
51,1,5:12.0,,Defensive rebound by C. Miles,21,10
52,1,5:01.0,,Personal foul by J. Smith (drawn by C. Miles),21,10
53,1,5:01.0,T. Thompson enters the game for T. Mozgov,,21,10
54,1,4:55.0,,D. West makes 2-pt jump shot from 17 ft (assist by G. Hill),21,12
55,1,4:44.0,Personal foul by D. West (drawn by K. Love),,21,12
56,1,4:32.0,Turnover by I. Shumpert (bad pass),,21,12
57,1,4:23.0,,G. Hill misses 2-pt jump shot from 8 ft,21,12
58,1,4:21.0,Defensive rebound by T. Thompson,,21,12
59,1,4:10.0,T. Thompson makes 2-pt hook shot from 6 ft (assist by M. Dellavedova),,23,12
60,1,3:52.0,,I. Mahinmi makes 2-pt hook shot from 3 ft (assist by R. Stuckey),23,14
61,1,3:33.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,23,14
62,1,3:32.0,Offensive rebound by M. Dellavedova,,23,14
63,1,3:16.0,K. Love misses 3-pt jump shot from 25 ft,,23,14
64,1,3:15.0,,Defensive rebound by I. Mahinmi,23,14
65,1,3:07.0,,R. Stuckey misses 2-pt jump shot from 17 ft,23,14
66,1,3:06.0,Defensive rebound by K. Love,,23,14
67,1,2:58.0,I. Shumpert misses 3-pt jump shot from 23 ft,,23,14
68,1,2:57.0,Offensive rebound by K. Love,,23,14
69,1,2:55.0,K. Love misses 2-pt jump shot from 9 ft (block by D. West),,23,14
70,1,2:55.0,Offensive rebound by Team,,23,14
71,1,2:55.0,K. Perkins enters the game for K. Love,,23,14
72,1,2:55.0,,C. Watson enters the game for G. Hill,23,14
73,1,2:52.0,J. Smith misses 2-pt jump shot from 21 ft,,23,14
74,1,2:51.0,,Defensive rebound by C. Miles,23,14
75,1,2:34.0,,D. West misses 2-pt jump shot from 16 ft,23,14
76,1,2:33.0,Defensive rebound by I. Shumpert,,23,14
77,1,2:29.0,Offensive foul by T. Thompson (drawn by D. West),,23,14
78,1,2:29.0,Turnover by T. Thompson (offensive foul),,23,14
79,1,2:06.0,,Shooting foul by K. Perkins (drawn by I. Mahinmi),23,14
80,1,2:06.0,,I. Mahinmi misses free throw 1 of 2,23,14
81,1,2:06.0,,Offensive rebound by Team,23,14
82,1,2:06.0,,D. Rudež enters the game for C. Miles,23,14
83,1,2:06.0,,L. Scola enters the game for D. West,23,14
84,1,2:06.0,M. Miller enters the game for M. Dellavedova,,23,14
85,1,2:06.0,,I. Mahinmi makes free throw 2 of 2,23,15
86,1,1:58.0,Turnover by I. Shumpert (bad pass; steal by C. Watson),,23,15
87,1,1:55.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by C. Watson),23,17
88,1,1:39.0,Turnover by I. Shumpert (bad pass; steal by C. Watson),,23,17
89,1,1:34.0,,L. Scola makes 2-pt layup at rim (assist by C. Watson),23,19
90,1,1:19.0,I. Shumpert makes 2-pt jump shot from 16 ft,,25,19
91,1,1:00.0,,I. Mahinmi misses 2-pt jump shot from 5 ft,25,19
92,1,0:59.0,Defensive rebound by I. Shumpert,,25,19
93,1,0:47.0,Shooting foul by L. Scola (drawn by T. Thompson),,25,19
94,1,0:47.0,T. Thompson makes free throw 1 of 2,,26,19
95,1,0:47.0,T. Thompson misses free throw 2 of 2,,26,19
96,1,0:47.0,,Defensive rebound by I. Mahinmi,26,19
97,1,0:34.0,,C. Watson misses 2-pt jump shot from 18 ft,26,19
98,1,0:33.0,Defensive rebound by M. Miller,,26,19
99,1,0:21.0,I. Shumpert misses 2-pt layup from 2 ft (block by C. Watson),,26,19
100,1,0:21.0,Offensive rebound by Team,,26,19
101,1,0:20.0,J. Smith makes 2-pt layup from 1 ft (assist by M. Miller),,28,19
102,1,0:00.0,,L. Scola misses 2-pt jump shot from 19 ft,28,19
103,1,0:00.0,,Offensive rebound by Team,28,19
104,2,11:43.0,,R. Stuckey makes 3-pt jump shot from 25 ft (assist by D. Rudež),28,22
105,2,11:27.0,M. Dellavedova misses 2-pt jump shot from 6 ft,,28,22
106,2,11:26.0,,Defensive rebound by L. Scola,28,22
107,2,11:22.0,,R. Stuckey misses 2-pt layup from 3 ft (block by I. Shumpert),28,22
108,2,11:22.0,,Offensive rebound by Team,28,22
109,2,11:10.0,,D. Rudež misses 3-pt jump shot from 25 ft,28,22
110,2,11:08.0,Defensive rebound by Team,,28,22
111,2,10:53.0,I. Shumpert misses 3-pt jump shot from 25 ft,,28,22
112,2,10:51.0,Offensive rebound by T. Thompson,,28,22
113,2,10:30.0,T. Thompson misses 2-pt layup from 3 ft,,28,22
114,2,10:29.0,,Defensive rebound by L. Scola,28,22
115,2,10:24.0,,R. Stuckey makes 2-pt layup from 2 ft,28,24
116,2,10:04.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,28,24
117,2,10:03.0,,Defensive rebound by I. Mahinmi,28,24
118,2,9:57.0,,C. Watson misses 3-pt jump shot from 24 ft,28,24
119,2,9:55.0,Defensive rebound by M. Miller,,28,24
120,2,9:45.0,K. Perkins misses 2-pt jump shot from 4 ft (block by I. Mahinmi),,28,24
121,2,9:43.0,,Defensive rebound by C. Watson,28,24
122,2,9:41.0,,Turnover by D. Rudež (step out of bounds),28,24
123,2,9:41.0,K. Love enters the game for T. Thompson,,28,24
124,2,9:41.0,J. Smith enters the game for I. Shumpert,,28,24
125,2,9:19.0,K. Love makes 2-pt hook shot from 4 ft (assist by J. Smith),,30,24
126,2,9:04.0,,L. Scola misses 2-pt jump shot from 16 ft,30,24
127,2,9:03.0,Defensive rebound by M. Dellavedova,,30,24
128,2,8:59.0,Turnover by M. Dellavedova (bad pass),,30,24
129,2,8:59.0,Official timeout,,30,24
130,2,8:59.0,T. Mozgov enters the game for K. Perkins,,30,24
131,2,8:46.0,,D. Rudež makes 3-pt jump shot from 23 ft (assist by R. Stuckey),30,27
132,2,8:29.0,T. Mozgov misses 2-pt jump shot from 22 ft,,30,27
133,2,8:28.0,,Defensive rebound by C. Watson,30,27
134,2,8:15.0,,Turnover by L. Scola (offensive foul),30,27
135,2,8:15.0,K. Love makes flagrant free throw 1 of 2,,31,27
136,2,8:15.0,K. Love makes flagrant free throw 2 of 2,,32,27
137,2,8:02.0,T. Mozgov misses 2-pt jump shot from 19 ft,,32,27
138,2,8:01.0,,Defensive rebound by I. Mahinmi,32,27
139,2,7:46.0,,R. Stuckey makes 2-pt jump shot from 17 ft,32,29
140,2,7:24.0,T. Mozgov misses 2-pt layup from 2 ft,,32,29
141,2,7:23.0,Offensive rebound by T. Mozgov,,32,29
142,2,7:23.0,T. Mozgov misses 2-pt tip-in from 2 ft,,32,29
143,2,7:22.0,,Defensive rebound by I. Mahinmi,32,29
144,2,7:16.0,,R. Stuckey misses 2-pt jump shot from 16 ft,32,29
145,2,7:15.0,Defensive rebound by T. Mozgov,,32,29
146,2,7:04.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,32,29
147,2,7:03.0,Offensive rebound by Team,,32,29
148,2,7:03.0,,R. Hibbert enters the game for I. Mahinmi,32,29
149,2,7:03.0,,G. Hill enters the game for C. Watson,32,29
150,2,7:03.0,J. Jones enters the game for M. Miller,,32,29
151,2,6:54.0,Shooting foul by R. Hibbert (drawn by J. Smith),,32,29
152,2,6:54.0,J. Smith makes free throw 1 of 2,,33,29
153,2,6:54.0,,C. Miles enters the game for D. Rudež,33,29
154,2,6:54.0,J. Smith makes free throw 2 of 2,,34,29
155,2,6:33.0,,R. Hibbert makes 2-pt hook shot from 6 ft (assist by G. Hill),34,31
156,2,6:19.0,K. Love misses 2-pt layup from 4 ft,,34,31
157,2,6:17.0,,Defensive rebound by R. Hibbert,34,31
158,2,6:11.0,,G. Hill makes 2-pt layup from 2 ft,34,33
159,2,6:05.0,Cleveland full timeout,,34,33
160,2,5:51.0,M. Dellavedova misses 2-pt jump shot from 6 ft (block by C. Miles),,34,33
161,2,5:49.0,Offensive rebound by M. Dellavedova,,34,33
162,2,5:48.0,T. Mozgov makes 2-pt layup from 2 ft (assist by M. Dellavedova),,36,33
163,2,5:34.0,,Shooting foul by K. Love (drawn by C. Miles),36,33
164,2,5:34.0,,C. Miles makes free throw 1 of 2,36,34
165,2,5:34.0,,C. Miles makes free throw 2 of 2,36,35
166,2,5:22.0,K. Love misses 2-pt jump shot from 17 ft,,36,35
167,2,5:21.0,,Defensive rebound by R. Stuckey,36,35
168,2,5:13.0,,L. Scola makes 2-pt jump shot from 5 ft (assist by R. Stuckey),36,37
169,2,4:57.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,38,37
170,2,4:45.0,,R. Hibbert misses 2-pt jump shot from 18 ft,38,37
171,2,4:44.0,Defensive rebound by K. Love,,38,37
172,2,4:35.0,T. Mozgov misses 2-pt hook shot from 4 ft,,38,37
173,2,4:34.0,Offensive rebound by K. Love,,38,37
174,2,4:34.0,K. Love makes 2-pt layup from 1 ft,,40,37
175,2,4:23.0,,G. Hill makes 2-pt jump shot from 14 ft,40,39
176,2,3:59.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,40,39
177,2,3:58.0,Offensive rebound by T. Mozgov,,40,39
178,2,3:57.0,T. Mozgov makes 2-pt jump shot from 3 ft,,42,39
179,2,3:43.0,,R. Hibbert misses 2-pt layup from 2 ft (block by T. Mozgov),42,39
180,2,3:40.0,,Offensive rebound by R. Stuckey,42,39
181,2,3:27.0,,L. Scola misses 2-pt jump shot from 4 ft,42,39
182,2,3:25.0,,Offensive rebound by L. Scola,42,39
