,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
0,1,11:44.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,2,0
1,1,11:19.0,,M. Conley misses 3-pt jump shot from 25 ft,2,0
2,1,11:18.0,,Offensive rebound by M. Gasol,2,0
3,1,11:10.0,,M. Gasol misses 2-pt jump shot from 12 ft,2,0
4,1,11:09.0,Defensive rebound by S. Hawes,,2,0
5,1,10:56.0,M. Barnes misses 3-pt jump shot from 25 ft,,2,0
6,1,10:55.0,,Defensive rebound by J. Green,2,0
7,1,10:44.0,,Z. Randolph misses 2-pt jump shot from 16 ft,2,0
8,1,10:43.0,Defensive rebound by D. Jordan,,2,0
9,1,10:28.0,S. Hawes misses 3-pt jump shot from 25 ft,,2,0
10,1,10:27.0,,Defensive rebound by M. Gasol,2,0
11,1,10:03.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Green),2,3
12,1,9:50.0,J. Redick misses 3-pt jump shot from 23 ft,,2,3
13,1,9:48.0,,Defensive rebound by Z. Randolph,2,3
14,1,9:38.0,,M. Gasol misses 2-pt jump shot from 20 ft,2,3
15,1,9:37.0,,Offensive rebound by Z. Randolph,2,3
16,1,9:21.0,,M. Gasol misses 2-pt jump shot from 5 ft,2,3
17,1,9:20.0,Defensive rebound by D. Jordan,,2,3
18,1,9:11.0,J. Redick misses 2-pt jump shot from 20 ft,,2,3
19,1,9:11.0,,Defensive rebound by Z. Randolph,2,3
20,1,8:49.0,,J. Green misses 2-pt jump shot from 21 ft,2,3
21,1,8:48.0,,Offensive rebound by M. Gasol,2,3
22,1,8:36.0,,Turnover by M. Gasol (bad pass; steal by S. Hawes),2,3
23,1,8:24.0,J. Redick makes 2-pt jump shot from 7 ft,,4,3
24,1,8:11.0,,Turnover by C. Lee (lost ball; steal by D. Jordan),4,3
25,1,8:09.0,Turnover by D. Jordan (bad pass; steal by M. Gasol),,4,3
26,1,8:03.0,,M. Gasol misses 2-pt jump shot from 15 ft,4,3
27,1,8:02.0,Defensive rebound by D. Jordan,,4,3
28,1,7:48.0,M. Barnes misses 2-pt jump shot from 7 ft (block by M. Gasol),,4,3
29,1,7:48.0,,Defensive rebound by M. Gasol,4,3
30,1,7:31.0,,M. Conley misses 2-pt jump shot from 10 ft (block by S. Hawes),4,3
31,1,7:31.0,Defensive rebound by M. Barnes,,4,3
32,1,7:31.0,Personal take foul by M. Conley (drawn by M. Barnes),,4,3
33,1,7:18.0,Personal foul by Z. Randolph (drawn by C. Paul),,4,3
34,1,7:13.0,S. Hawes makes 2-pt hook shot from 6 ft (assist by C. Paul),,6,3
35,1,6:55.0,,J. Green misses 2-pt jump shot from 20 ft,6,3
36,1,6:53.0,Defensive rebound by D. Jordan,,6,3
37,1,6:37.0,S. Hawes misses 2-pt jump shot from 18 ft (block by M. Gasol),,6,3
38,1,6:35.0,,Defensive rebound by M. Conley,6,3
39,1,6:32.0,,C. Lee misses 2-pt layup from 1 ft,6,3
40,1,6:30.0,,Offensive rebound by M. Conley,6,3
41,1,6:21.0,,Z. Randolph makes 2-pt layup from 1 ft,6,5
42,1,6:12.0,Offensive foul by S. Hawes (drawn by M. Conley),,6,5
43,1,6:12.0,Turnover by S. Hawes (offensive foul),,6,5
44,1,5:51.0,,C. Lee misses 2-pt jump shot from 21 ft,6,5
45,1,5:48.0,Defensive rebound by C. Paul,,6,5
46,1,5:45.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,8,5
47,1,5:22.0,,Z. Randolph misses 2-pt layup from 1 ft (block by S. Hawes),8,5
48,1,5:20.0,Defensive rebound by S. Hawes,,8,5
