,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
382,4,7:41.0,,D. Wright makes 2-pt jump shot from 8 ft,82,98
383,4,7:23.0,M. Carter-Williams misses 2-pt jump shot from 13 ft,,82,98
384,4,7:22.0,,Defensive rebound by J. Freeland,82,98
385,4,7:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,82,98
386,4,7:12.0,Defensive rebound by T. Wroten,,82,98
387,4,7:06.0,Shooting foul by J. Freeland (drawn by T. Wroten),,82,98
388,4,7:06.0,T. Wroten makes free throw 1 of 2,,83,98
389,4,7:06.0,,W. Matthews enters the game for C. McCollum,83,98
390,4,7:06.0,,T. Robinson enters the game for J. Freeland,83,98
391,4,7:06.0,T. Wroten makes free throw 2 of 2,,84,98
392,4,6:57.0,,Turnover by D. Lillard (bad pass),84,98
393,4,6:44.0,T. Wroten makes 2-pt layup from 1 ft (assist by J. Sampson),,86,98
394,4,6:23.0,,Turnover by T. Robinson (lost ball; steal by R. Covington),86,98
395,4,6:09.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,86,98
396,4,6:08.0,,Defensive rebound by D. Lillard,86,98
397,4,5:57.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Wright),86,101
398,4,5:36.0,T. Wroten misses 3-pt jump shot from 24 ft,,86,101
399,4,5:35.0,,Defensive rebound by W. Matthews,86,101
400,4,5:27.0,,D. Lillard makes 2-pt layup from 1 ft (assist by W. Matthews),86,103
401,4,5:27.0,Philadelphia full timeout,,86,103
402,4,5:27.0,Official timeout,,86,103
403,4,5:27.0,K. McDaniels enters the game for J. Sampson,,86,103
404,4,5:13.0,R. Covington misses 3-pt jump shot from 24 ft,,86,103
405,4,5:12.0,,Defensive rebound by D. Lillard,86,103
406,4,4:48.0,,D. Lillard makes 3-pt jump shot from 25 ft,86,106
407,4,4:38.0,Shooting foul by D. Lillard (drawn by M. Carter-Williams),,86,106
408,4,4:38.0,M. Carter-Williams misses free throw 1 of 2,,86,106
409,4,4:38.0,Offensive rebound by Team,,86,106
410,4,4:38.0,,W. Barton enters the game for N. Batum,86,106
411,4,4:38.0,F. Aldemir enters the game for N. Noel,,86,106
412,4,4:38.0,M. Carter-Williams misses free throw 2 of 2,,86,106
413,4,4:37.0,,Defensive rebound by T. Robinson,86,106
414,4,4:25.0,,D. Wright misses 3-pt jump shot from 24 ft,86,106
415,4,4:24.0,Defensive rebound by M. Carter-Williams,,86,106
416,4,4:19.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by T. Robinson),,86,106
417,4,4:17.0,,Defensive rebound by D. Lillard,86,106
418,4,4:04.0,,Turnover by D. Lillard (step out of bounds),86,106
419,4,4:04.0,J. Grant enters the game for M. Carter-Williams,,86,106
420,4,3:51.0,T. Wroten misses 2-pt layup from 1 ft (block by T. Robinson),,86,106
421,4,3:49.0,,Defensive rebound by W. Barton,86,106
422,4,3:41.0,,W. Matthews misses 3-pt jump shot from 23 ft,86,106
423,4,3:40.0,Defensive rebound by F. Aldemir,,86,106
424,4,3:31.0,Personal foul by D. Wright (drawn by K. McDaniels),,86,106
425,4,3:31.0,K. McDaniels misses free throw 1 of 2,,86,106
426,4,3:31.0,Offensive rebound by Team,,86,106
427,4,3:31.0,,C. McCollum enters the game for D. Lillard,86,106
428,4,3:31.0,,A. Crabbe enters the game for W. Matthews,86,106
429,4,3:31.0,,V. Claver enters the game for D. Wright,86,106
430,4,3:31.0,K. McDaniels misses free throw 2 of 2,,86,106
431,4,3:30.0,,Defensive rebound by W. Barton,86,106
432,4,3:21.0,,W. Barton misses 3-pt jump shot from 24 ft,86,106
433,4,3:19.0,,Offensive rebound by V. Claver,86,106
434,4,3:19.0,,V. Claver misses 2-pt tip-in at rim,86,106
435,4,3:18.0,Defensive rebound by K. McDaniels,,86,106
436,4,3:14.0,Personal foul by A. Crabbe (drawn by K. McDaniels),,86,106
437,4,3:14.0,K. McDaniels makes free throw 1 of 2,,87,106
438,4,3:14.0,J. Sampson enters the game for R. Covington,,87,106
439,4,3:14.0,K. McDaniels makes free throw 2 of 2,,88,106
440,4,3:03.0,,Personal foul by F. Aldemir (drawn by T. Robinson),88,106
441,4,3:03.0,M. Thomas enters the game for K. McDaniels,,88,106
442,4,3:03.0,,Portland full timeout,88,106
443,4,3:03.0,K. McDaniels enters the game for T. Wroten,,88,106
444,4,2:53.0,,T. Robinson misses 2-pt hook shot from 4 ft (block by K. McDaniels),88,106
445,4,2:52.0,Defensive rebound by J. Sampson,,88,106
446,4,2:46.0,Shooting foul by V. Claver (drawn by J. Sampson),,88,106
447,4,2:46.0,J. Sampson misses free throw 1 of 2,,88,106
448,4,2:46.0,Offensive rebound by Team,,88,106
449,4,2:46.0,J. Sampson makes free throw 2 of 2,,89,106
450,4,2:26.0,,W. Barton makes 2-pt jump shot from 21 ft,89,108
451,4,2:12.0,Turnover by J. Sampson (lost ball; steal by C. McCollum),,89,108
452,4,2:02.0,,C. McCollum misses 2-pt jump shot from 21 ft (block by J. Grant),89,108
453,4,2:01.0,Defensive rebound by F. Aldemir,,89,108
454,4,1:55.0,K. McDaniels makes 2-pt layup from 1 ft,,91,108
455,4,1:39.0,,W. Barton makes 2-pt jump shot from 16 ft,91,110
456,4,1:26.0,K. McDaniels misses 2-pt layup from 2 ft,,91,110
457,4,1:26.0,,Defensive rebound by Team,91,110
458,4,1:13.0,,T. Robinson makes 2-pt dunk at rim (assist by A. Crabbe),91,112
459,4,0:59.0,Turnover by K. McDaniels (lost ball),,91,112
460,4,0:52.0,,T. Robinson makes 2-pt dunk at rim (assist by C. McCollum),91,114
461,4,0:30.0,Turnover by J. Sampson (bad pass; steal by W. Barton),,91,114
462,4,0:26.0,,Turnover by T. Robinson (bad pass),91,114
463,4,0:08.0,Shooting foul by T. Robinson (drawn by K. McDaniels),,91,114
464,4,0:08.0,K. McDaniels makes free throw 1 of 2,,92,114
465,4,0:08.0,K. McDaniels makes free throw 2 of 2,,93,114
