,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
0,1,11:52.0,Personal foul by B. Griffin (drawn by E. Bledsoe),,0,0
1,1,11:43.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Dragić),,3,0
2,1,11:24.0,,Turnover by J. Redick (lost ball; steal by G. Dragić),3,0
3,1,11:18.0,P. Tucker misses 2-pt layup from 1 ft (block by M. Barnes),,3,0
4,1,11:18.0,Offensive rebound by Team,,3,0
5,1,11:10.0,M. Morris makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),,5,0
6,1,10:57.0,,J. Redick misses 2-pt layup from 2 ft,5,0
7,1,10:56.0,Defensive rebound by M. Plumlee,,5,0
8,1,10:48.0,P. Tucker misses 2-pt layup from 1 ft,,5,0
9,1,10:47.0,,Defensive rebound by D. Jordan,5,0
10,1,10:37.0,,B. Griffin misses 2-pt jump shot from 4 ft,5,0
11,1,10:36.0,,Offensive rebound by Team,5,0
12,1,10:29.0,,Shooting foul by G. Dragić (drawn by J. Redick),5,0
13,1,10:29.0,,J. Redick misses free throw 1 of 3,5,0
14,1,10:29.0,,Offensive rebound by Team,5,0
15,1,10:29.0,,J. Redick makes free throw 2 of 3,5,1
16,1,10:29.0,,J. Redick makes free throw 3 of 3,5,2
17,1,10:11.0,Turnover by E. Bledsoe (bad pass; steal by B. Griffin),,5,2
18,1,10:07.0,,B. Griffin makes 2-pt dunk at rim (assist by M. Barnes),5,4
19,1,9:55.0,M. Plumlee misses 2-pt hook shot from 4 ft (block by D. Jordan),,5,4
20,1,9:52.0,,Defensive rebound by C. Paul,5,4
21,1,9:48.0,,C. Paul misses 3-pt jump shot from 25 ft,5,4
22,1,9:43.0,Defensive rebound by M. Morris,,5,4
23,1,9:37.0,M. Morris misses 3-pt jump shot from 24 ft,,5,4
24,1,9:36.0,,Defensive rebound by B. Griffin,5,4
25,1,9:33.0,,M. Barnes makes 2-pt layup from 2 ft (assist by C. Paul),5,6
26,1,9:15.0,G. Dragić makes 2-pt jump shot from 12 ft (assist by M. Plumlee),,7,6
27,1,8:58.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),7,9
28,1,8:34.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,7,9
29,1,8:33.0,,Defensive rebound by M. Barnes,7,9
30,1,8:21.0,Violation by M. Morris (kicked ball),,7,9
31,1,8:15.0,,M. Barnes misses 3-pt jump shot from 23 ft,7,9
32,1,8:14.0,Defensive rebound by M. Morris,,7,9
33,1,8:02.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),,9,9
34,1,7:39.0,,M. Barnes misses 3-pt jump shot from 23 ft,9,9
35,1,7:37.0,,Offensive rebound by D. Jordan,9,9
36,1,7:31.0,,J. Redick misses 3-pt jump shot from 25 ft,9,9
37,1,7:30.0,Defensive rebound by M. Morris,,9,9
38,1,7:23.0,G. Dragić makes 3-pt jump shot from 24 ft,,12,9
39,1,7:17.0,,Turnover by M. Barnes (bad pass; steal by M. Plumlee),12,9
40,1,7:09.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,15,9
41,1,6:58.0,,Personal foul by E. Bledsoe (drawn by M. Barnes),15,9
42,1,6:48.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),15,11
43,1,6:35.0,Turnover by E. Bledsoe (lost ball; steal by D. Jordan),,15,11
44,1,6:31.0,,B. Griffin misses 2-pt layup from 1 ft,15,11
45,1,6:28.0,Defensive rebound by M. Plumlee,,15,11
46,1,6:23.0,G. Dragić makes 2-pt layup from 1 ft,,17,11
47,1,6:12.0,,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),17,13
48,1,5:50.0,M. Morris misses 2-pt jump shot from 5 ft,,17,13
49,1,5:48.0,,Defensive rebound by D. Jordan,17,13
50,1,5:38.0,,C. Paul makes 2-pt jump shot from 14 ft,17,15
51,1,5:31.0,Phoenix full timeout,,17,15
52,1,5:30.0,Turnover by P. Tucker (bad pass; steal by D. Jordan),,17,15
53,1,5:25.0,,D. Jordan makes 2-pt dunk at rim,17,17
54,1,5:04.0,G. Dragić misses 3-pt jump shot from 25 ft,,17,17
55,1,5:04.0,,Defensive rebound by Team,17,17
56,1,4:48.0,,Turnover by B. Griffin (bad pass; steal by M. Plumlee),17,17
57,1,4:46.0,Personal foul by M. Barnes (drawn by E. Bledsoe),,17,17
58,1,4:43.0,Turnover by M. Morris (offensive foul),,17,17
59,1,4:43.0,Offensive foul by M. Morris (drawn by C. Paul),,17,17
60,1,4:28.0,,Personal foul by P. Tucker (drawn by C. Paul),17,17
61,1,4:21.0,,C. Paul misses 2-pt jump shot from 17 ft,17,17
62,1,4:19.0,,Offensive rebound by D. Jordan,17,17
63,1,4:16.0,,C. Paul misses 3-pt jump shot from 26 ft,17,17
64,1,4:16.0,Defensive rebound by Team,,17,17
65,1,4:03.0,Turnover by E. Bledsoe (lost ball; steal by M. Barnes),,17,17
66,1,4:01.0,,Personal foul by P. Tucker (drawn by J. Redick),17,17
67,1,4:01.0,A. Len enters the game for M. Plumlee,,17,17
68,1,4:01.0,G. Green enters the game for E. Bledsoe,,17,17
69,1,4:01.0,M. Morris enters the game for P. Tucker,,17,17
70,1,3:26.0,,B. Griffin makes 2-pt layup from 1 ft,17,19
71,1,3:17.0,A. Len makes 2-pt jump shot from 15 ft (assist by G. Green),,19,19
72,1,3:15.0,Technical foul by G. Dragić,,19,19
73,1,3:15.0,,C. Paul misses technical free throw,19,19
74,1,3:15.0,,Offensive rebound by Team,19,19
75,1,3:15.0,,J. Crawford enters the game for M. Barnes,19,19
76,1,3:01.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),19,22
77,1,2:48.0,M. Morris misses 3-pt jump shot from 25 ft,,19,22
78,1,2:46.0,,Defensive rebound by D. Jordan,19,22
79,1,2:33.0,,Shooting foul by M. Morris (drawn by B. Griffin),19,22
80,1,2:33.0,,LA Clippers full timeout,19,22
81,1,2:33.0,,H. Türkoğlu enters the game for J. Redick,19,22
82,1,2:33.0,A. Tolliver enters the game for M. Morris,,19,22
83,1,2:33.0,,B. Griffin makes free throw 1 of 2,19,23
84,1,2:33.0,,S. Hawes enters the game for D. Jordan,19,23
85,1,2:33.0,,B. Griffin makes free throw 2 of 2,19,24
86,1,2:22.0,Turnover by G. Dragić (bad pass; steal by S. Hawes),,19,24
87,1,2:17.0,,B. Griffin makes 2-pt dunk from 1 ft (assist by S. Hawes),19,26
88,1,1:58.0,G. Green makes 3-pt jump shot from 24 ft,,22,26
89,1,1:38.0,,Shooting foul by A. Len (drawn by B. Griffin),22,26
90,1,1:38.0,,B. Griffin makes free throw 1 of 2,22,27
91,1,1:38.0,,B. Griffin makes free throw 2 of 2,22,28
92,1,1:34.0,Personal foul by J. Crawford (drawn by G. Green),,22,28
93,1,1:34.0,,J. Cunningham enters the game for C. Paul,22,28
94,1,1:27.0,M. Morris makes 3-pt jump shot from 23 ft (assist by G. Dragić),,25,28
95,1,1:12.0,,J. Crawford misses 2-pt jump shot from 15 ft,25,28
96,1,1:11.0,Defensive rebound by G. Dragić,,25,28
97,1,1:03.0,G. Dragić misses 2-pt jump shot from 7 ft,,25,28
98,1,1:01.0,,Defensive rebound by B. Griffin,25,28
99,1,0:55.0,,B. Griffin misses 2-pt jump shot from 7 ft,25,28
100,1,0:53.0,Defensive rebound by A. Len,,25,28
101,1,0:34.0,Shooting foul by S. Hawes (drawn by A. Len),,25,28
102,1,0:34.0,A. Len makes free throw 1 of 2,,26,28
103,1,0:34.0,,G. Davis enters the game for B. Griffin,26,28
104,1,0:34.0,A. Len misses free throw 2 of 2,,26,28
105,1,0:32.0,,Defensive rebound by H. Türkoğlu,26,28
106,1,0:15.0,,J. Cunningham misses 3-pt jump shot from 24 ft,26,28
107,1,0:14.0,Defensive rebound by A. Tolliver,,26,28
108,1,0:00.0,G. Dragić makes 2-pt layup from 3 ft,,28,28
109,2,11:51.0,,Turnover by J. Crawford (bad pass; steal by G. Green),28,28
110,2,11:44.0,G. Green makes 3-pt jump shot from 25 ft,,31,28
111,2,11:44.0,,LA Clippers full timeout,31,28
112,2,11:33.0,,J. Crawford makes 3-pt jump shot from 27 ft,31,31
113,2,11:18.0,Personal foul by J. Cunningham (drawn by E. Bledsoe),,31,31
114,2,11:09.0,M. Morris misses 2-pt jump shot from 15 ft,,31,31
115,2,11:08.0,,Defensive rebound by S. Hawes,31,31
116,2,11:01.0,,J. Crawford misses 2-pt jump shot from 17 ft,31,31
117,2,10:59.0,Defensive rebound by E. Bledsoe,,31,31
118,2,10:53.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,34,31
119,2,10:35.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by G. Davis),34,34
120,2,10:18.0,G. Green misses 2-pt layup from 2 ft,,34,34
121,2,10:16.0,,Defensive rebound by J. Cunningham,34,34
122,2,10:11.0,,J. Crawford misses 2-pt jump shot from 8 ft (block by E. Bledsoe),34,34
123,2,10:08.0,Defensive rebound by M. Morris,,34,34
124,2,10:04.0,G. Green makes 2-pt dunk at rim (assist by E. Bledsoe),,36,34
125,2,9:49.0,,H. Türkoğlu makes 2-pt jump shot from 19 ft (assist by S. Hawes),36,36
126,2,9:38.0,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),,38,36
